
[00:00:00.000 --> 00:00:03.240]  在聆聽上帝的話語之先讓我們先低頭同心祈禱
[00:00:03.240 --> 00:00:05.980]  天父上帝我們多謝禰
[00:00:05.980 --> 00:00:08.180]  今天給我們有這麼好的清晨
[00:00:08.180 --> 00:00:09.300]  有這麼美的太陽
[00:00:09.300 --> 00:00:12.160]  又提醒我們今天是我們的堂慶
[00:00:12.160 --> 00:00:13.700]  亦都是張臨旗
[00:00:13.700 --> 00:00:16.060]  讓我們帶着盼望去到禰面前
[00:00:16.060 --> 00:00:18.140]  有信心的去領受
[00:00:18.140 --> 00:00:20.560]  開我們的耳朵讓我們留心的聆聽
[00:00:20.560 --> 00:00:22.880]  開我們的眼睛讓我們沾上禰的榮光
[00:00:22.880 --> 00:00:26.680]  也讓我們以手腳行動去回應
[00:00:26.680 --> 00:00:27.880]  由於部人口中的言語
[00:00:27.880 --> 00:00:30.960]  弟兄姊妹正是心思意念蒙聖靈的啓迪蒙主的約納
[00:00:30.960 --> 00:00:32.960]  祈禱奉耶穌基督的命壽
[00:00:32.960 --> 00:00:33.940]  阿門
[00:00:33.940 --> 00:00:35.860]  各位弟兄姊妹
[00:00:35.860 --> 00:00:37.360]  今天是教會的堂慶
[00:00:37.360 --> 00:00:40.960]  你有沒有爲教會堂慶預備了些什麼
[00:00:40.960 --> 00:00:44.600]  你說我預備了些什麼
[00:00:44.600 --> 00:00:45.600]  沒有帶禮物來
[00:00:45.600 --> 00:00:49.020]  是不是入門要做人情那樣去喝
[00:00:49.020 --> 00:00:50.320]  要帶些東西進來
[00:00:50.320 --> 00:00:52.200]  每一年去到這個日子
[00:00:52.200 --> 00:00:53.520]  是值得我們慶賀的日子
[00:00:53.520 --> 00:00:54.520]  是教會生日
[00:00:54.520 --> 00:00:56.760]  不只是堂慶是教會生日
[00:00:57.080 --> 00:00:58.080]  在教會傳統裏面
[00:00:58.080 --> 00:01:01.360]  張臨麒的開始正正就是教會年的開始
[00:01:01.360 --> 00:01:03.280]  今天是張臨麒第二主日
[00:01:03.280 --> 00:01:04.480]  點起第二支蠟燭
[00:01:04.480 --> 00:01:06.160]  剛纔有沒有留心聽
[00:01:06.160 --> 00:01:07.200]  第二支蠟燭代表着什麼
[00:01:07.200 --> 00:01:09.440]  信心
[00:01:09.440 --> 00:01:10.080]  非常之好
[00:01:10.080 --> 00:01:11.240]  是啊
[00:01:11.240 --> 00:01:12.760]  張臨麒我們就要帶着盼望
[00:01:12.760 --> 00:01:16.240]  信心、喜樂、平安和愛去到主的面前
[00:01:16.240 --> 00:01:19.440]  每一年張臨麒就是代表教會的開始
[00:01:19.440 --> 00:01:21.160]  教會年的開始
[00:01:21.160 --> 00:01:24.680]  我們教會也定在十二月第一個主日有堂慶
[00:01:25.040 --> 00:01:27.240]  是讓我們記得我們爲什麼會在這裏
[00:01:27.240 --> 00:01:28.480]  是不是
[00:01:28.480 --> 00:01:30.640]  所以今天我和大家問一開始第一個問題
[00:01:30.640 --> 00:01:31.800]  就是你帶了什麼回來
[00:01:31.800 --> 00:01:33.080]  不是問你帶了多少錢
[00:01:33.080 --> 00:01:33.880]  一會兒預備奉獻
[00:01:33.880 --> 00:01:35.280]  當然奉獻也重要
[00:01:35.280 --> 00:01:38.120]  也不是問你帶了什麼禮物和頂尖會分享
[00:01:38.120 --> 00:01:41.200]  而是問我們帶了什麼去到主的面前
[00:01:41.200 --> 00:01:43.360]  去預備又新一年
[00:01:43.360 --> 00:01:46.680]  又一次去記得我們在這裏
[00:01:46.680 --> 00:01:48.520]  去經歷上帝的恩典和豐富
[00:01:48.520 --> 00:01:51.200]  我們又要繼續向前走
[00:01:51.200 --> 00:01:54.760]  我們究竟是有什麼方向和目標
[00:01:55.080 --> 00:01:55.680]  和價值呢
[00:01:55.680 --> 00:01:57.680]  今天的經貨
[00:01:57.680 --> 00:01:59.200]  FarmShu這段經貨
[00:01:59.200 --> 00:02:01.560]  是提醒我們有關一位人物
[00:02:01.560 --> 00:02:02.840]  叫做施洗約翰的故事
[00:02:02.840 --> 00:02:06.280]  但是今天我定的題目是很想和你再一次去反省
[00:02:06.280 --> 00:02:09.200]  再一次去反思什麼叫教會的使命
[00:02:09.200 --> 00:02:11.960]  我不知道這個題目你第一時間在想什麼
[00:02:11.960 --> 00:02:15.000]  教會的使命不就是問主任牧師
[00:02:15.000 --> 00:02:16.080]  教會有什麼使命
[00:02:16.080 --> 00:02:17.320]  問堂會主席
[00:02:17.320 --> 00:02:18.600]  問執事堂委
[00:02:18.600 --> 00:02:19.840]  接下來有什麼計劃
[00:02:19.840 --> 00:02:20.920]  三年 五年 十年
[00:02:20.920 --> 00:02:22.960]  我不是想說這件事
[00:02:23.720 --> 00:02:25.760]  教會是在說我們這個羣體
[00:02:25.760 --> 00:02:29.640]  我們這個作爲屬主去揀選的羣體
[00:02:29.640 --> 00:02:31.520]  我們有什麼使命呢
[00:02:31.520 --> 00:02:34.080]  在今天堂慶58週年的時候
[00:02:34.080 --> 00:02:35.720]  也是教會年的開始的時候
[00:02:35.720 --> 00:02:38.640]  我們就要問我們帶着什麼使命繼續向前走
[00:02:38.640 --> 00:02:40.720]  如果沒有使命的話
[00:02:40.720 --> 00:02:42.920]  其實可以不用在這裏
[00:02:42.920 --> 00:02:44.360]  不再需要教會
[00:02:44.360 --> 00:02:46.160]  也不再需要有什麼計劃
[00:02:46.160 --> 00:02:48.800]  所以今天想大家帶着這個想法
[00:02:48.800 --> 00:02:50.280]  我們作爲教會
[00:02:50.280 --> 00:02:51.400]  我們接下來有什麼使命
[00:02:51.400 --> 00:02:52.760]  去進入這段聖經
[00:02:53.160 --> 00:02:54.120]  去理解一下
[00:02:54.120 --> 00:02:55.680]  上主告訴我們
[00:02:55.680 --> 00:02:57.720]  《施瑟約翰》這個出來傳道的故事
[00:02:57.720 --> 00:02:59.040]  在提醒我們些什麼
[00:02:59.040 --> 00:03:02.080]  在《祿瓦方》三章一到六節
[00:03:02.080 --> 00:03:03.560]  一開始經文就提到
[00:03:03.560 --> 00:03:05.360]  在第一節和第二節裏面
[00:03:05.360 --> 00:03:07.000]  很詳細提到一個很特別的內容
[00:03:07.000 --> 00:03:07.960]  他這麼說的
[00:03:07.960 --> 00:03:08.680]  讀多一次給大家聽聽
[00:03:08.680 --> 00:03:09.440]  他說
[00:03:09.440 --> 00:03:12.200]  凱撒提比留在位第十五年
[00:03:12.200 --> 00:03:14.960]  本丟比拉多作猶太總督
[00:03:14.960 --> 00:03:17.480]  希律作加利利分封的王
[00:03:17.480 --> 00:03:19.280]  他兄弟肥力作
[00:03:19.800 --> 00:03:23.920]  以土利亞和特拉可尼地區分封的王
[00:03:23.920 --> 00:03:27.360]  呂撒涅作亞比利尼分封的王
[00:03:27.360 --> 00:03:31.560]  阿拿和蓋亞法作大祭司那時
[00:03:31.560 --> 00:03:33.520]  很叻咳是吧
[00:03:33.520 --> 00:03:34.560]  讀到叻叻咳咳
[00:03:34.560 --> 00:03:35.200]  是很正常的
[00:03:35.200 --> 00:03:36.280]  因爲名字是很叻咳的
[00:03:36.280 --> 00:03:39.480]  爲什麼聖經在這裏突然提出這麼多個名字呢
[00:03:39.480 --> 00:03:41.080]  首先我們要知道
[00:03:41.080 --> 00:03:42.960]  在《祿瓦方》這裏
[00:03:42.960 --> 00:03:44.200]  作者很想提醒我們
[00:03:44.200 --> 00:03:45.520]  那時
[00:03:45.520 --> 00:03:47.200]  那個時是什麼時呢
[00:03:47.200 --> 00:03:48.480]  我們今天說
[00:03:48.480 --> 00:03:49.360]  今天是什麼日子啊
[00:03:49.800 --> 00:03:53.680]  今天不就是2021年12月5號了是吧
[00:03:53.680 --> 00:03:54.360]  現在啊
[00:03:54.360 --> 00:03:56.080]  11點就要踏狗了
[00:03:56.080 --> 00:03:59.520]  我們會用今天的方法去描述這個時間
[00:03:59.520 --> 00:04:02.320]  但是當時他很清晰
[00:04:02.320 --> 00:04:05.160]  用他們的文化狀態
[00:04:05.160 --> 00:04:07.080]  他們的政治
[00:04:07.080 --> 00:04:08.000]  宗教
[00:04:08.000 --> 00:04:09.200]  的氣氛
[00:04:09.200 --> 00:04:11.840]  去描述那個是什麼時間
[00:04:11.840 --> 00:04:14.560]  更重要的是不是一個時間這麼簡單
[00:04:14.560 --> 00:04:17.360]  除了這個很清晰的一個歷史的時間
[00:04:17.360 --> 00:04:19.600]  更讓我們知道這個是什麼時代
[00:04:20.640 --> 00:04:22.240]  大家知道我們現在身處在什麼時代嗎
[00:04:22.240 --> 00:04:25.280]  就是2021年
[00:04:25.280 --> 00:04:27.520]  2021年代表着什麼呢
[00:04:27.520 --> 00:04:29.160]  就是代表着2021年
[00:04:29.160 --> 00:04:30.160]  狗就是58年
[00:04:30.160 --> 00:04:30.880]  算一算
[00:04:30.880 --> 00:04:33.000]  我不是在問那個年份代表什麼
[00:04:33.000 --> 00:04:35.200]  我是在問這個時代對我
[00:04:35.200 --> 00:04:37.120]  是什麼感受和體會
[00:04:37.120 --> 00:04:39.480]  就是戴了口罩很久
[00:04:39.480 --> 00:04:41.440]  皮膚都痕了
[00:04:41.440 --> 00:04:42.520]  戴到生痘瘡了
[00:04:42.520 --> 00:04:44.640]  就是隔離
[00:04:44.640 --> 00:04:45.440]  就是沒得飛
[00:04:45.440 --> 00:04:46.480]  沒得去旅行很久
[00:04:46.480 --> 00:04:47.880]  突然之間第一句就問我
[00:04:47.880 --> 00:04:49.640]  牧師你什麼時候有機會去旅行啊
[00:04:50.800 --> 00:04:51.800]  可能就是
[00:04:51.800 --> 00:04:54.080]  轉了網上的方法學習很久
[00:04:54.080 --> 00:04:54.840]  可能網上也有
[00:04:54.840 --> 00:04:56.560]  突然之間會在直播看崇拜
[00:04:56.560 --> 00:04:59.240]  這個時代可能就是在說
[00:04:59.240 --> 00:05:01.520]  香港的狀態就是這樣
[00:05:01.520 --> 00:05:02.440]  疫情
[00:05:02.440 --> 00:05:03.920]  之前有社會運動等等
[00:05:03.920 --> 00:05:06.280]  時代的概念很重要
