
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權是屬於基督教宣導會北角堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:34.000]  心願,如《仕途行傳》二十章三十二節下所說,這道能建立你們,叫你們和一切成聖的人同得基業。
[00:00:54.000 --> 00:01:04.000]  今天我們打開第三封信來看,就是《給別家魔教會》的信
[00:01:04.000 --> 00:01:09.000]  有意的就要聽聖靈對宗教會所說的話
[00:01:09.000 --> 00:01:15.000]  在我們領受神話語之先,讓我們一起去祈禱
[00:01:15.000 --> 00:01:23.000]  主啊,你的話是奧秘,不然你自己親自去打開,我們沒有辦法去明白
[00:01:23.000 --> 00:01:29.000]  求聖靈親自去光照我們,使我們能夠去明白你的話語
[00:01:29.000 --> 00:01:33.000]  主啊,你的話也是我們生命的糧
[00:01:33.000 --> 00:01:37.000]  求你以你自己的話語去滋養我們的生命
[00:01:37.000 --> 00:01:43.000]  讓我們的生命被你的話語去塑造,成為你自己喜悅的器命
[00:01:43.000 --> 00:01:47.000]  祈禱奉教主耶穌基督德性的名字而求
[00:01:47.000 --> 00:01:57.000]  我們先看一看別家魔這個地方,究竟這個城是一個怎樣的城呢?
[00:01:57.000 --> 00:02:04.000]  我們會去看,其實這個是羅馬人在亞細亞的一個首都
[00:02:04.000 --> 00:02:09.000]  同時間它也是叫做一個文化學術之都
[00:02:09.000 --> 00:02:16.000]  因為它擁有在全世界第二大的圖書館,有二十萬冊的藏書
[00:02:16.000 --> 00:02:20.000]  同時間它也是一個宗教中心
[00:02:20.000 --> 00:02:25.000]  因為在當中它有很多的寺廟和祭壇林立其中
[00:02:25.000 --> 00:02:30.000]  但是有一樣很特別,就是它同時間也是一個醫療中心
[00:02:30.000 --> 00:02:34.000]  因為在當中,他們在城裡面有一間很大的醫院
[00:02:34.000 --> 00:02:41.000]  同時間他們所拜的別家魔神,也是一個叫做醫治之神
[00:02:41.000 --> 00:02:46.000]  所以在一個這麼繁華之都,人生活是很富足的
[00:02:46.000 --> 00:02:50.000]  同時間他們可能享樂至上,放縱情慾
[00:02:50.000 --> 00:02:54.000]  但是他們同樣地也是很重視健康
[00:02:54.000 --> 00:03:00.000]  那究竟這封信,它怎樣去形容這個城市呢?
[00:03:00.000 --> 00:03:11.000]  在《啟示錄》第十三節,它去形容我知道你居住的地方是一個撒旦座位所在的地方
[00:03:11.000 --> 00:03:16.000]  究竟為什麼它稱為撒旦座位所在的地方呢?
[00:03:16.000 --> 00:03:20.000]  當中其實有很多不同的解釋
[00:03:20.000 --> 00:03:31.000]  有些人說這個地方,因為在它的山頂上面,它有一座很宏偉的宙斯神社
[00:03:31.000 --> 00:03:36.000]  而這個神祇,它是有一個祭壇,大家看到它好像一個U形
[00:03:36.000 --> 00:03:44.000]  坐下去好像有兩個手柄扶著,它是有一個祭壇,叫做皇座祭壇
[00:03:44.000 --> 00:03:53.000]  另外剛才說到,它當中它敬拜一個偶像,叫做阿克里比亞,就是一個伊治之神
[00:03:53.000 --> 00:03:59.000]  這個伊治之神,它有一個特別的地方,就是它用蛇為一個標記
[00:03:59.000 --> 00:04:04.000]  而我們知道蛇代表古蛇或者撒旦在當中
[00:04:04.000 --> 00:04:10.000]  另外也有說,它是一個帝王崇拜的中心
[00:04:10.000 --> 00:04:19.000]  因為它是第一個在亞細亞省裡面,羅馬政府批准他們可以敬拜皇帝的廟就在那裡建的
[00:04:19.000 --> 00:04:30.000]  所以你會問,究竟皇座它是指宙斯的祭壇,伊治的神廟,還是他們拜羅馬帝國的皇帝呢?
[00:04:30.000 --> 00:04:33.000]  有一位聖經學者叫做奧恩他這樣說
[00:04:33.000 --> 00:04:40.000]  既然看事錄,他是用記號來表達一些靈異,所以這裡也不例外
[00:04:40.000 --> 00:04:45.000]  所以皇座就是指任何一個敵黨主的勢力
[00:04:45.000 --> 00:04:50.000]  它都是掌管在撒旦的權柄底下
[00:04:50.000 --> 00:04:56.000]  所以我們不需要去局限,究竟它以一個什麼的個體去呈現出來
[00:04:56.000 --> 00:05:06.000]  而我們知道的就是撒旦的座位,撒旦的寶座代表在這個城市裡面有很龐大的撒旦的權勢
[00:05:06.000 --> 00:05:15.000]  我們看到的主給七間教會的書信,針對不同教會他們的狀況
[00:05:15.000 --> 00:05:19.000]  主會用不同的名稱去介紹他們自己
[00:05:19.000 --> 00:05:26.000]  那是給別家摩書信人子,他怎樣去稱自己?大家幫我一起讀
[00:05:26.000 --> 00:05:36.000]  給別家摩教會的天使說,那有兩人利劍的這樣說
[00:05:36.000 --> 00:05:42.000]  因為教會裡面他有撒旦的座位,而陷在罪當中
[00:05:42.000 --> 00:05:48.000]  所以主去宣告他自己是那個有兩人利劍的
[00:05:48.000 --> 00:05:53.000]  就是代表主才是那個最終的審判者
[00:05:53.000 --> 00:05:57.000]  而是兩人,就是兩邊都是一個鋒利的刀
[00:05:57.000 --> 00:06:01.000]  代表著主的審判,他是沒有辦法去逃避的
[00:06:01.000 --> 00:06:07.000]  人子要去警告教會,我們不可以讓撒旦留有餘地
[00:06:07.000 --> 00:06:12.000]  否則他就會去施行審判
[00:06:12.000 --> 00:06:20.000]  別家摩教會他處在一個異教聖行,特別是強勢推行君王崇拜的底下
[00:06:20.000 --> 00:06:25.000]  其實作為信徒去跟隨基督是很不容易的
[00:06:25.000 --> 00:06:29.000]  同時間他們面對很嚴峻的一些的逼迫和危難
[00:06:29.000 --> 00:06:36.000]  究竟他們面對的逼迫有多大呢?我們可以從他下面一個人物的身上
[00:06:36.000 --> 00:06:42.000]  我們可以去了解多一點,他叫做安提柏
[00:06:42.000 --> 00:06:48.000]  他說安提柏在你們中間的時候,在撒旦居住的地方他遭到殺害
[00:06:48.000 --> 00:06:54.000]  但是他仍然他持守我的命,沒有否認到我的信仰
[00:06:54.000 --> 00:06:59.000]  安提柏究竟是誰呢?其實聖經裡面不是很多資料去告訴我們
[00:06:59.000 --> 00:07:06.000]  但是有一個叫做戈薩利亞安德烈他這樣記載,他說在安提柏
[00:07:06.000 --> 00:07:13.000]  有可能他是使徒約翰的學生,後來他成為了別家摩的主教
[00:07:13.000 --> 00:07:18.000]  他最後在多米田推動的逼迫之下他信道
[00:07:18.000 --> 00:07:25.000]  我們知道在當時羅馬政府他們的權勢底下,如果不敬拜帝王的時候
[00:07:25.000 --> 00:07:30.000]  他們的手段是好、殘忍和嚴重,甚至是死亡
[00:07:30.000 --> 00:07:35.000]  面對一個這麼強烈的外在的逼迫和危難的時候
[00:07:35.000 --> 00:07:42.000]  安提柏成為了我們的激勵和榜樣,主怎樣去稱讚他呢?
[00:07:42.000 --> 00:07:47.000]  在The Message裡面,主說這個是異議
[00:07:47.000 --> 00:07:52.000]  其實他們處於一個撒旦寶座的陰霾底下
[00:07:52.000 --> 00:07:59.000]  但是他仍然是去持守我的命,勇敢前進,他沒有否認過我的命
