
[00:00:00.000 --> 00:00:02.940]  今天的訊息很簡單
[00:00:02.940 --> 00:00:08.000]  基督徒到底是什麼人?
[00:00:08.000 --> 00:00:12.560]  你如果被人問
[00:00:12.560 --> 00:00:15.560]  請問你是不是基督徒
[00:00:15.560 --> 00:00:17.600]  可不可以介紹一下我
[00:00:17.600 --> 00:00:22.480]  基督徒到底是什麼一回事?
[00:00:22.480 --> 00:00:25.480]  我不知道你會怎樣回答
[00:00:25.480 --> 00:00:28.600]  我翻封聖生命堂的
[00:00:28.600 --> 00:00:31.920]  我認識優子良學師
[00:00:31.920 --> 00:00:35.960]  我是第九十九祖的祖母
[00:00:35.960 --> 00:00:41.240]  我是有全福音等等等等
[00:00:41.240 --> 00:00:46.640]  我不知道你對於基督徒的身份
[00:00:46.640 --> 00:00:49.120]  裏面的含義
[00:00:49.120 --> 00:00:52.000]  裏面的內容
[00:00:52.000 --> 00:00:54.440]  你回答得有多真
[00:00:54.440 --> 00:00:57.360]  我發覺連自己其實有時候
[00:00:57.360 --> 00:01:00.520]  都不是回答得很真
[00:01:00.520 --> 00:01:03.280]  但是當我越回答真那個
[00:01:03.280 --> 00:01:06.440]  基督徒到底是誰
[00:01:06.440 --> 00:01:10.760]  基督徒在這世上所為何事
[00:01:10.760 --> 00:01:14.120]  基督徒有什麼的保障
[00:01:14.120 --> 00:01:17.920]  基督徒有什麼的前途
[00:01:17.920 --> 00:01:22.280]  我發覺就在今天
[00:01:22.280 --> 00:01:25.520]  司徒保羅在二弗所書第一章
[00:01:25.520 --> 00:01:27.680]  第一至第十四節
[00:01:27.680 --> 00:01:30.720]  尤其是三至十四節裏面
[00:01:30.720 --> 00:01:36.840]  是可以給我們兩樣很重要的
[00:01:36.840 --> 00:01:39.520]  如果你抓住這兩樣
[00:01:39.520 --> 00:01:43.600]  一生一世都不放棄
[00:01:43.600 --> 00:01:45.760]  而且你抓住這兩樣
[00:01:45.760 --> 00:01:47.520]  一生一世
[00:01:47.520 --> 00:01:52.120]  好像人家建高樓大廈一樣
[00:01:52.120 --> 00:01:57.640]  不斷的打樁打樁打樁
[00:01:57.640 --> 00:02:01.080]  我想你會很同意
[00:02:01.080 --> 00:02:03.920]  今天我們所聽到的訊息
[00:02:03.920 --> 00:02:07.440]  實在是主席著保羅
[00:02:07.440 --> 00:02:13.000]  給教會是無限寶貴的東西
[00:02:13.000 --> 00:02:14.440]  兩樣東西
[00:02:14.440 --> 00:02:24.080]  一樣就是大有福氣
[00:02:24.080 --> 00:02:29.000]  我不知道當我們想到自己作為基督徒的時候
[00:02:29.000 --> 00:02:33.040]  最先浮現的那種感覺
[00:02:33.040 --> 00:02:37.400]  是一種怎樣的感覺
[00:02:37.400 --> 00:02:40.160]  那個滋味好不好
[00:02:40.160 --> 00:02:46.320]  我昨天跟一個八十歲的同鄉婆婆
[00:02:46.320 --> 00:02:49.120]  來分享福音
[00:02:49.120 --> 00:02:53.680]  她的兒子是神學教授
[00:02:53.680 --> 00:03:01.720]  神學教授很想媽媽來信耶穌
[00:03:01.720 --> 00:03:05.480]  於是就找了一個老朝州
[00:03:05.480 --> 00:03:07.440]  不是朝州 老牧師
[00:03:07.440 --> 00:03:13.440]  去用朝州話去跟婆婆分享福音
[00:03:13.440 --> 00:03:17.040]  但是不得要領
[00:03:17.040 --> 00:03:18.560]  不過不要緊
[00:03:18.560 --> 00:03:23.120]  我仍然相信聖靈奇妙的工作
[00:03:23.120 --> 00:03:25.480]  但是婆婆的反應
[00:03:25.480 --> 00:03:30.560]  我懷疑都代表某一些人的心態
[00:03:30.560 --> 00:03:35.120]  她說我有捱過八個子女
[00:03:35.120 --> 00:03:38.840]  八個子女我捱過
[00:03:38.840 --> 00:03:41.600]  我賣水果最好的賣過
[00:03:41.600 --> 00:03:44.320]  不過賣水果有一半好一半壞
[00:03:44.320 --> 00:03:45.960]  或者有些好一半壞
[00:03:45.960 --> 00:03:48.160]  我的子女都是這樣
[00:03:48.160 --> 00:03:52.600]  但是我現在很滿足 很安樂
[00:03:52.600 --> 00:03:55.400]  不想再動了
[00:03:55.400 --> 00:03:58.040]  不要煩我
[00:03:58.040 --> 00:04:03.480]  信耶穌很煩
[00:04:03.480 --> 00:04:05.960]  改變很麻煩
[00:04:05.960 --> 00:04:07.880]  其實她很聰明
[00:04:07.880 --> 00:04:11.120]  不過我當然去挑戰她很多東西
[00:04:11.120 --> 00:04:14.360]  希望主賜福她 大家都紀念她
[00:04:14.360 --> 00:04:18.960]  但我懷疑有時我們自己覺得做基督徒
[00:04:18.960 --> 00:04:22.560]  或者做某某教會的弟兄姊妹
[00:04:22.560 --> 00:04:25.520]  教會的牧者領袖
[00:04:25.520 --> 00:04:32.200]  有時那個滋味其實不是那麼爽
[00:04:32.200 --> 00:04:34.120]  但事實是怎樣呢
[00:04:34.120 --> 00:04:36.160]  真相是怎樣呢
[00:04:36.160 --> 00:04:39.080]  我想我們不能逃避的是
[00:04:39.080 --> 00:04:41.880]  到底我們自己錯過了一些東西
[00:04:41.880 --> 00:04:44.000]  我們自己搞錯了一些東西
[00:04:44.000 --> 00:04:46.600]  以致我們的味道改變了
[00:04:46.600 --> 00:04:48.760]  如果搞正的時候
[00:04:48.760 --> 00:04:53.960]  我們那種基督徒是什麼的感覺
[00:04:53.960 --> 00:04:57.200]  會不會是充滿著這個
[00:04:57.200 --> 00:05:01.240]  我真是很有福
[00:05:01.240 --> 00:05:08.280]  你覺不覺得你是一個很有福的人
[00:05:08.280 --> 00:05:10.480]  如果你不覺得
[00:05:10.480 --> 00:05:13.000]  我希望經過今早
[00:05:13.000 --> 00:05:17.760]  你起碼多一點福相
[00:05:17.760 --> 00:05:19.400]  多一點覺得
[00:05:19.400 --> 00:05:21.360]  嘩 原來如此
[00:05:21.360 --> 00:05:22.960]  真的是這樣
[00:05:22.960 --> 00:05:25.000]  不是誇張的東西
[00:05:25.000 --> 00:05:27.320]  而是踏實的東西
