
[00:00:00.000 --> 00:00:06.000]  提到兩位演員,一位是白燕
[00:00:06.000 --> 00:00:10.000]  另一位可能大家也想得到
[00:00:10.000 --> 00:00:13.000]  王曼妮
[00:00:13.000 --> 00:00:16.000]  你想到什麼呢?
[00:00:16.000 --> 00:00:20.000]  我想大家都會想到一個奶奶欺負家嫂的劇情
[00:00:20.000 --> 00:00:24.000]  大家可能也想像得到是一位婆婆欺負家嫂的事情
[00:00:24.000 --> 00:00:30.000]  大家同不同意在今日的生活中,人與人之間的相處
[00:00:30.000 --> 00:00:38.000]  婆媳的關係一定很難去處理這個問題
[00:00:38.000 --> 00:00:45.000]  我想作為奶奶的
[00:00:45.000 --> 00:00:50.000]  或者做媳婦的
[00:00:50.000 --> 00:00:55.000]  我想你們可能也有這樣的同感
[00:00:55.000 --> 00:01:00.000]  不要以為做丈夫是很輕鬆的一件事
[00:01:00.000 --> 00:01:04.000]  做一個夾心餅的人也是非常艱難的事情
[00:01:04.000 --> 00:01:08.000]  作為一個夾心的人也是一件很難的事情
[00:01:08.000 --> 00:01:11.000]  作為弟兄們
[00:01:11.000 --> 00:01:16.000]  你們也要懂得處理婆媳之間的關係
[00:01:16.000 --> 00:01:21.000]  因為處理這個關係好的話
[00:01:21.000 --> 00:01:26.000]  保證你少了很多的麻煩
[00:01:26.000 --> 00:01:30.000]  今天的討論並不是講婆媳的關係
[00:01:30.000 --> 00:01:35.000]  但是在聖經舊約裏面
[00:01:35.000 --> 00:01:40.000]  路德記記載了一段很美的婆媳的關係
[00:01:40.000 --> 00:01:47.000]  這個關係成就神美好的計劃
[00:01:47.000 --> 00:01:52.000]  我們繼續打開路德記的第一章
[00:01:52.000 --> 00:01:59.000]  路德記在大家的心目中可能是耳熟能詳的書卷
[00:01:59.000 --> 00:02:09.000]  剛才感謝主席已經將第一章的一到十八節的經文讀了出來
[00:02:09.000 --> 00:02:13.000]  剛才主席已經把第一章的一到十八節給我們念出來了
[00:02:13.000 --> 00:02:17.000]  其實在第一章裏面是有一到二十二節
[00:02:17.000 --> 00:02:20.000]  在第一章有一到二十二節
[00:02:20.000 --> 00:02:22.000]  其實第一章可以分為三個部分
[00:02:22.000 --> 00:02:25.000]  第一章可以分為三部分
[00:02:25.000 --> 00:02:28.000]  第一個是第一節到第五節
[00:02:28.000 --> 00:02:32.000]  第一部分是第一節到第五節
[00:02:32.000 --> 00:02:34.000]  這個交代了當時的背景
[00:02:34.000 --> 00:02:36.000]  這裡交代了當時的背景
[00:02:36.000 --> 00:02:38.000]  六到十八節
[00:02:38.000 --> 00:02:44.000]  六到十八節是一段婆媳之間的對話
[00:02:44.000 --> 00:02:47.000]  是一段婆媳之間的對話
[00:02:47.000 --> 00:02:49.000]  而十九到二十二節
[00:02:49.000 --> 00:02:51.000]  十九到二十二節
[00:02:51.000 --> 00:02:55.000]  他們回到猶大這個地方
[00:02:55.000 --> 00:03:05.000]  應該是歸回猶大這個地方的情況
[00:03:05.000 --> 00:03:10.000]  是指他們歸回猶大這個地方的情況
[00:03:10.000 --> 00:03:13.000]  開始我們一起做一個禱告
[00:03:13.000 --> 00:03:14.000]  我們先做一個禱告
[00:03:14.000 --> 00:03:17.000]  天父我們都將以下的時間都交到禰手裏面
[00:03:17.000 --> 00:03:20.000]  求禰當中經文的每一節
[00:03:20.000 --> 00:03:23.000]  每一個都能夠打動在座每一位的頂智
[00:03:23.000 --> 00:03:27.000]  每一樣都能在當中看到一些神要給我們學習的功課
[00:03:27.000 --> 00:03:29.000]  有些關於信心的功課
[00:03:29.000 --> 00:03:31.000]  都將以下的時間交到我們手裏面
[00:03:31.000 --> 00:03:33.000]  求禰保守 求禰帶領 求禰垂聽我們禱告
[00:03:33.000 --> 00:03:35.000]  禱告婆主明求
[00:03:35.000 --> 00:03:39.000]  路德記究竟是記述甚麼一個時代呢
[00:03:39.000 --> 00:03:43.000]  路德記究竟是記述一個甚麼樣的時代呢
[00:03:43.000 --> 00:03:49.000]  路德記可算是在宗教一個黑暗的時代的一段光明的事跡
[00:03:49.000 --> 00:03:54.000]  路德記可算是一個在宗教信仰黑暗時代的一段光明的事跡
[00:03:54.000 --> 00:03:57.000]  路德記究竟是一個真實的歷史的故事
[00:03:57.000 --> 00:03:59.000]  還是一個文學的作品
[00:03:59.000 --> 00:04:00.000]  我們今天不作討論
[00:04:00.000 --> 00:04:03.000]  它究竟是一個真實的歷史還是一部文學的作品
[00:04:03.000 --> 00:04:05.000]  我們今天不作討論
[00:04:05.000 --> 00:04:09.000]  但經文第一節告訴我們
[00:04:09.000 --> 00:04:15.000]  路德記是發生在事實秉正的時代
[00:04:15.000 --> 00:04:19.000]  秉正時代是甚麼意思呢
[00:04:19.000 --> 00:04:23.000]  秉正時代就是由事實去執政統治以色列人的時候
[00:04:23.000 --> 00:04:28.000]  秉正的意思是由事實來看管當時的情況
[00:04:28.000 --> 00:04:34.000]  在事實記21章第25節這樣說
[00:04:34.000 --> 00:04:37.000]  事實記最後一句這樣記
[00:04:37.000 --> 00:04:40.000]  事實記的最後一句話是這樣說
[00:04:40.000 --> 00:04:45.000]  那時以色列中沒有王
[00:04:45.000 --> 00:04:49.000]  各人任意而行
[00:04:49.000 --> 00:04:53.000]  換句話來說事實時代是一個沒有王管的時代
[00:04:53.000 --> 00:04:57.000]  意思是說在事實的時代是一個沒有王管的時代
[00:04:57.000 --> 00:05:00.000]  沒有王管即是你喜歡做甚麼都可以
[00:05:00.000 --> 00:05:03.000]  沒有王管的意思是說你喜歡做甚麼都可以
[00:05:03.000 --> 00:05:06.000]  事實時代就是反映以色列人叛逆神的時代
[00:05:06.000 --> 00:05:10.000]  事實時代反映著以色列人叛逆神的時代
[00:05:10.000 --> 00:05:13.000]  以色列民敗壞至極
[00:05:13.000 --> 00:05:15.000]  以色列民敗壞至極
[00:05:15.000 --> 00:05:17.000]  遠離耶和華
[00:05:17.000 --> 00:05:19.000]  背叛神的命令
[00:05:19.000 --> 00:05:21.000]  背叛了神的命令
[00:05:21.000 --> 00:05:26.000]  但路德記給我們一個和事實記不同的角度
[00:05:26.000 --> 00:05:30.000]  但路德記給我們一個和事實記不同的角度
[00:05:30.000 --> 00:05:32.000]  這不是講一個民族的歷史
[00:05:32.000 --> 00:05:34.000]  這不是講一個民族的歷史
[00:05:34.000 --> 00:05:36.000]  不是講一個家庭失敗的歷史
[00:05:36.000 --> 00:05:38.000]  也不是講一個家庭失敗的歷史
[00:05:38.000 --> 00:05:42.000]  更不是講一個外邦的女子怎樣蒙神的憐憫
[00:05:42.000 --> 00:05:46.000]  也不是講一個外邦的女子怎樣被神憐憫
[00:05:46.000 --> 00:05:48.000]  成就神子民的故事
[00:05:48.000 --> 00:05:50.000]  成就神子民的故事
[00:05:50.000 --> 00:05:53.000]  而是神把他的子民
[00:05:53.000 --> 00:05:56.000]  藉著歷史當中
[00:05:56.000 --> 00:06:02.000]  將神的計劃帶到進入一個榮耀的角度的另外一面
[00:06:02.000 --> 00:06:06.000]  將神的計劃帶到進入一個榮耀的角度的另外一面
[00:06:06.000 --> 00:06:09.000]  結束世事記的紛亂現象
[00:06:09.000 --> 00:06:11.000]  來結束世事記紛亂的現象
[00:06:11.000 --> 00:06:14.000]  調整任意而行的失敗局面
[00:06:14.000 --> 00:06:18.000]  調整任意而行的失敗局面
[00:06:18.000 --> 00:06:20.000]  我們看回世事記的背景
[00:06:20.000 --> 00:06:22.000]  我們再看世事記的背景
[00:06:22.000 --> 00:06:24.000]  可以分為兩個階段
[00:06:24.000 --> 00:06:26.000]  可以分為兩個階段
[00:06:26.000 --> 00:06:28.000]  第一個階段是從猶大的伯利恆到摩亞
[00:06:28.000 --> 00:06:31.000]  第一個階段是從猶大的伯利恆到摩亞
[00:06:31.000 --> 00:06:35.000]  另外就是從摩亞回到猶大的伯利恆
[00:06:35.000 --> 00:06:38.000]  第二段是從摩亞到猶大的伯利恆的階段
[00:06:38.000 --> 00:06:42.000]  另外第一節也告訴我們背景資料
[00:06:42.000 --> 00:06:44.000]  第一節告訴我們的背景
[00:06:44.000 --> 00:06:46.000]  當時國中遭遇饑荒
[00:06:46.000 --> 00:06:49.000]  當時是國中遭遇饑荒
[00:06:49.000 --> 00:06:51.000]  國中是什麼意思
[00:06:51.000 --> 00:06:53.000]  國中的意思是什麼呢
[00:06:53.000 --> 00:06:57.000]  就是國內的地和田地都遭遇饑荒
[00:06:57.000 --> 00:07:00.000]  就是國內的地都遭遇了饑荒
[00:07:00.000 --> 00:07:03.000]  換句話來說這個饑荒是非常大的範圍
[00:07:03.000 --> 00:07:06.000]  換句話說這個饑荒是一個非常大的範圍
[00:07:06.000 --> 00:07:08.000]  是一個全國性的範圍
[00:07:08.000 --> 00:07:09.000]  是一個全國性的範圍
[00:07:09.000 --> 00:07:11.000]  整個猶大地都出現饑荒
[00:07:11.000 --> 00:07:14.000]  整個猶大地都出現了饑荒
[00:07:14.000 --> 00:07:17.000]  在路德記的作者沒有告訴我們
[00:07:17.000 --> 00:07:20.000]  在路德記的作者沒有告訴我們
[00:07:20.000 --> 00:07:24.000]  為什麼猶大地發生饑荒的原因
[00:07:24.000 --> 00:07:28.000]  這個猶大地出現全國性的饑荒是什麼原因
[00:07:28.000 --> 00:07:31.000]  但無論如何這是一個很嚴重的一次的饑荒
[00:07:31.000 --> 00:07:34.000]  但無論如何這是一次非常嚴重的饑荒
[00:07:34.000 --> 00:07:37.000]  連猶大伯利恆這個地方也遭殃
[00:07:37.000 --> 00:07:40.000]  連猶大伯利恆這個地方也遭殃
[00:07:40.000 --> 00:07:42.000]  大家知不知道伯利恆的意思是什麼
[00:07:42.000 --> 00:07:44.000]  大家知道伯利恆的意思是什麼呢
[00:07:44.000 --> 00:07:46.000]  是一個糧食之家
[00:07:46.000 --> 00:07:47.000]  是一個糧食之家
[00:07:47.000 --> 00:07:48.000]  是一個麵包之家
[00:07:48.000 --> 00:07:49.000]  是一個麵包之家
[00:07:49.000 --> 00:07:50.000]  是一個糧倉
[00:07:50.000 --> 00:07:51.000]  是一個糧倉
[00:07:51.000 --> 00:07:56.000]  意味著這是一個很豐富的、很溫飽的地方
[00:07:56.000 --> 00:08:00.000]  意味著這是一個很豐富、很飽足的地方
[00:08:00.000 --> 00:08:01.000]  意味著這是一個很豐富、很飽足的地方
[00:08:01.000 --> 00:08:02.000]  但竟然遇上饑荒
[00:08:02.000 --> 00:08:03.000]  但竟然遇上饑荒
[00:08:03.000 --> 00:08:04.000]  但竟然遇上饑荒
[00:08:04.000 --> 00:08:05.000]  欠缺糧食
[00:08:05.000 --> 00:08:06.000]  欠缺糧食
[00:08:06.000 --> 00:08:08.000]  這個跟伯利恆的名字完全不符
[00:08:08.000 --> 00:08:11.000]  這個跟伯利恆的名字完全不符
[00:08:11.000 --> 00:08:14.000]  是一個非常諷刺的記載
[00:08:14.000 --> 00:08:16.000]  是一個非常諷刺的記載
[00:08:16.000 --> 00:08:19.000]  經文也告訴我們
[00:08:19.000 --> 00:08:20.000]  經文也告訴我們
[00:08:20.000 --> 00:08:22.000]  有一個人帶著他的妻子
[00:08:22.000 --> 00:08:23.000]  有一個人帶著他的妻子
[00:08:23.000 --> 00:08:26.000]  和兩個兒子去摩亞寄居
[00:08:26.000 --> 00:08:27.000]  和兩個兒子去摩亞寄居
[00:08:27.000 --> 00:08:29.000]  還有兩個兒子到摩亞來寄居
[00:08:29.000 --> 00:08:30.000]  還有兩個兒子到摩亞來寄居
[00:08:30.000 --> 00:08:31.000]  這個人究竟是誰
[00:08:31.000 --> 00:08:32.000]  這個人究竟是誰
[00:08:32.000 --> 00:08:33.000]  第二節介紹了他的身份
[00:08:33.000 --> 00:08:34.000]  第二節介紹了他的身份
[00:08:34.000 --> 00:08:35.000]  第二節介紹了他的身份
[00:08:35.000 --> 00:08:36.000]  他叫以利米勒
[00:08:36.000 --> 00:08:37.000]  他叫以利米勒
[00:08:37.000 --> 00:08:38.000]  他的妻子叫拿俄米
[00:08:38.000 --> 00:08:39.000]  他的妻子叫拿俄米
[00:08:39.000 --> 00:08:40.000]  他的妻子叫拿俄米
[00:08:40.000 --> 00:08:41.000]  他的妻子叫拿俄米
[00:08:41.000 --> 00:08:42.000]  他有兩個兒子
[00:08:42.000 --> 00:08:43.000]  他有兩個兒子
[00:08:43.000 --> 00:08:46.000]  他有兩個兒子
[00:08:46.000 --> 00:08:47.000]  一個叫馬倫
[00:08:47.000 --> 00:08:48.000]  一個叫馬倫
[00:08:48.000 --> 00:08:49.000]  一個叫基連
[00:08:49.000 --> 00:08:50.000]  一個叫基連
[00:08:50.000 --> 00:08:53.000]  但繼續記載的時候
[00:08:53.000 --> 00:08:55.000]  但繼續記載的時候
[00:08:55.000 --> 00:08:56.000]  第三節
[00:08:56.000 --> 00:08:57.000]  第三節說
[00:08:57.000 --> 00:08:58.000]  後來拿俄米的丈夫
[00:08:58.000 --> 00:08:59.000]  後來拿俄米的丈夫
[00:08:59.000 --> 00:09:00.000]  以利米勒死了
[00:09:00.000 --> 00:09:01.000]  以利米勒死了
[00:09:01.000 --> 00:09:02.000]  後來拿俄米的丈夫
[00:09:02.000 --> 00:09:03.000]  以利米勒死了
[00:09:03.000 --> 00:09:05.000]  餘下夫人和他兩個兒子
[00:09:05.000 --> 00:09:06.000]  餘下夫人和他兩個兒子
[00:09:06.000 --> 00:09:07.000]  剩下夫人和他兩個兒子
[00:09:07.000 --> 00:09:08.000]  剩下夫人和他兩個兒子
[00:09:08.000 --> 00:09:09.000]  過了不久以利米勒死了
[00:09:09.000 --> 00:09:10.000]  過了不久以利米勒死了
[00:09:10.000 --> 00:09:11.000]  過了不久以利米勒死了
[00:09:11.000 --> 00:09:12.000]  過了不久以利米勒死了
[00:09:12.000 --> 00:09:13.000]  過了不久以利米勒死了
[00:09:13.000 --> 00:09:14.000]  過了不久以利米勒死了
[00:09:14.000 --> 00:09:15.000]  他們沒有交代死的時間和原因
[00:09:15.000 --> 00:09:16.000]  他們沒有交代死的時間和原因
[00:09:16.000 --> 00:09:17.000]  他們沒有交代死的時間和原因
[00:09:17.000 --> 00:09:18.000]  他們沒有交代死的時間和原因
[00:09:18.000 --> 00:09:19.000]  他們沒有交代死的時間和原因
[00:09:19.000 --> 00:09:20.000]  他們沒有交代死的時間和原因
[00:09:20.000 --> 00:09:21.000]  他們沒有交代死的時間和原因
[00:09:21.000 --> 00:09:22.000]  他們沒有交代死的時間和原因
[00:09:22.000 --> 00:09:23.000]  他們沒有交代死的時間和原因
[00:09:23.000 --> 00:09:24.000]  他們沒有交代死的時間和原因
[00:09:24.000 --> 00:09:25.000]  他們沒有交代死的時間和原因
[00:09:25.000 --> 00:09:26.000]  他們沒有交代死的時間和原因
[00:09:26.000 --> 00:09:27.000]  他們沒有交代死的時間和原因
[00:09:27.000 --> 00:09:28.000]  他們沒有交代死的時間和原因
[00:09:28.000 --> 00:09:29.000]  他們沒有交代死的時間和原因
[00:09:29.000 --> 00:09:30.000]  他們沒有交代死的時間和原因
[00:09:30.000 --> 00:09:31.000]  他們沒有交代死的時間和原因
[00:09:31.000 --> 00:09:50.000]  他們沒有交代死的時間和原因
[00:09:50.000 --> 00:09:51.000]  他們沒有交代死的時間和原因
[00:09:51.000 --> 00:09:52.000]  他們沒有交代死的時間和原因
[00:09:52.000 --> 00:09:53.000]  他們沒有交代死的時間和原因
[00:09:53.000 --> 00:09:54.000]  他們沒有交代死的時間和原因
[00:09:54.000 --> 00:09:55.000]  他們沒有交代死的時間和原因
[00:09:55.000 --> 00:09:56.000]  他們沒有交代死的時間和原因
[00:09:56.000 --> 00:09:57.000]  他們沒有交代死的時間和原因
[00:09:57.000 --> 00:09:58.000]  他們沒有交代死的時間和原因
[00:09:58.000 --> 00:09:59.000]  他們沒有交代死的時間和原因
[00:09:59.000 --> 00:10:00.000]  他們沒有交代死的時間和原因
[00:10:00.000 --> 00:10:01.000]  他們沒有交代死的時間和原因
[00:10:01.000 --> 00:10:02.000]  他們沒有交代死的時間和原因
[00:10:02.000 --> 00:10:03.000]  他們沒有交代死的時間和原因
[00:10:03.000 --> 00:10:04.000]  他們沒有交代死的時間和原因
[00:10:04.000 --> 00:10:05.000]  他們沒有交代死的時間和原因
[00:10:05.000 --> 00:10:06.000]  他們沒有交代死的時間和原因
[00:10:06.000 --> 00:10:07.000]  他們沒有交代死的時間和原因
[00:10:07.000 --> 00:10:08.000]  他們沒有交代死的時間和原因
[00:10:08.000 --> 00:10:09.000]  他們沒有交代死的時間和原因
[00:10:09.000 --> 00:10:10.000]  他們沒有交代死的時間和原因
[00:10:10.000 --> 00:10:11.000]  他們沒有交代死的時間和原因
[00:10:11.000 --> 00:10:12.000]  他們沒有交代死的時間和原因
[00:10:12.000 --> 00:10:13.000]  他們沒有交代死的時間和原因
[00:10:13.000 --> 00:10:14.000]  他們沒有交代死的時間和原因
[00:10:14.000 --> 00:10:15.000]  他們沒有交代死的時間和原因
[00:10:15.000 --> 00:10:16.000]  他們沒有交代死的時間和原因
[00:10:16.000 --> 00:10:17.000]  他們沒有交代死的時間和原因
[00:10:17.000 --> 00:10:18.000]  他們沒有交代死的時間和原因
[00:10:18.000 --> 00:10:19.000]  他們沒有交代死的時間和原因
