
[00:00:00.000 --> 00:00:06.000]  主持人:各位弟兄姊妹,平安,也很高興能夠和大家一同敬拜神。
[00:00:06.000 --> 00:00:12.000]  主持人:今天的主題是《天國的主》。
[00:00:12.000 --> 00:00:18.000]  主持人:這個題目對我們來說其實是很有挑戰性的。
[00:00:18.000 --> 00:00:26.000]  主持人:甚至乎其實,大家可能想不到,還會有一點點冒犯。
[00:00:29.000 --> 00:00:35.000]  主持人:因為每一次當我們認主耶穌基督是主,我們就會被挑戰。
[00:00:35.000 --> 00:00:43.000]  主持人:我們的安殊區或者會被耶穌侵入。
[00:00:43.000 --> 00:00:54.000]  主持人:我很盼望我們看《馬太福音》的時候,我們也能夠好好記住《馬太福音》的大綱和脈絡。
[00:01:00.000 --> 00:01:06.000]  主持人:就是將神的話語,好像紋身一樣,刻在我們的腦海裏面。
[00:01:06.000 --> 00:01:12.000]  主持人:那怎樣做好呢?
[00:01:12.000 --> 00:01:17.000]  主持人:為了好好記住這些資料,其實記東西也有方法的。
[00:01:17.000 --> 00:01:23.000]  主持人:我就想了一些單字,去幫助我們記得。
[00:01:26.000 --> 00:01:29.000]  主持人:記單字應該不是很難。
[00:01:29.000 --> 00:01:33.000]  主持人:今天有愛心茶聚。
[00:01:33.000 --> 00:01:37.000]  主持人:愛心茶聚的時候考考其他人,記不記得?
[00:01:37.000 --> 00:01:45.000]  主持人:第一個字,生。
[00:01:45.000 --> 00:01:49.000]  主持人:很容易明白的,第一字第四章不是說到耶穌的出生嗎?
[00:01:49.000 --> 00:01:54.000]  主持人:侍奉之前的事。
[00:01:56.000 --> 00:02:01.000]  主持人:第五至七章是我們講了不少時間的登山補訓。
[00:02:01.000 --> 00:02:07.000]  主持人:是言語的教導。
[00:02:07.000 --> 00:02:11.000]  主持人:第八至九章是講什麼呢?
[00:02:11.000 --> 00:02:17.000]  主持人:其實登山補訓之後是講述耶穌不斷醫治很多的人。
[00:02:24.000 --> 00:02:30.000]  主持人:是耶穌把自己剛剛所講言語的教導親自行出來給大家看。
[00:02:30.000 --> 00:02:38.000]  主持人:第十章就是差字,是差,不是差。
[00:02:38.000 --> 00:02:43.000]  主持人:差遣的差。
[00:02:43.000 --> 00:02:48.000]  主持人:不是耶穌一個人去做,是耶穌自己行出來。
[00:02:48.000 --> 00:02:53.000]  主持人:祂也真正要明白教導,門徒也要親身去行經歷。
[00:02:54.000 --> 00:03:00.000]  主持人:不是教導而是用行動出來,門徒也要親自去做。
[00:03:00.000 --> 00:03:03.000]  主持人:第十一至十二章就是一個認字。
[00:03:03.000 --> 00:03:06.000]  主持人:十一至十二章是一個認字。
[00:03:06.000 --> 00:03:14.000]  主持人:因為門徒,即是我們,要行耶穌的教導,我們有一個前提。
[00:03:14.000 --> 00:03:18.000]  主持人:這個前提是我們要認耶穌是主。
[00:03:19.000 --> 00:03:24.000]  主持人:我們作為門徒,我們要有一個前提,就是我們認耶穌是主。
[00:03:24.000 --> 00:03:26.000]  主持人:就是我們今天的題目。
[00:03:26.000 --> 00:03:28.000]  主持人:就是今天的題目。
[00:03:28.000 --> 00:03:34.000]  主持人:當時其實耶穌在世的時候,有人認耶穌,也有人不認耶穌。
[00:03:34.000 --> 00:03:39.000]  主持人:當時有些人是認耶穌,有些人不認耶穌。
[00:03:39.000 --> 00:03:41.000]  主持人:和現在的社會很相似。
[00:03:41.000 --> 00:03:43.000]  主持人:和現在的社會很相似。
[00:03:44.000 --> 00:03:51.000]  主持人:並且我想說,現在的社會,不知道大家覺不覺,其實很多人都沒有辦法有一顆平安的心。
[00:03:51.000 --> 00:03:57.000]  主持人:現在的社會,不知道大家有沒有發覺,很多人都沒有一顆平安的心。
[00:03:57.000 --> 00:04:00.000]  主持人:不少人都很忐忑不安。
[00:04:00.000 --> 00:04:02.000]  主持人:很多人都是忐忑不安。
[00:04:02.000 --> 00:04:04.000]  主持人:總是有憂慮。
[00:04:04.000 --> 00:04:06.000]  主持人:總是有不少的憂慮。
[00:04:06.000 --> 00:04:08.000]  主持人:總是有些糾結,放不下。
[00:04:08.000 --> 00:04:10.000]  主持人:有不少的糾結,放不下。
[00:04:11.000 --> 00:04:14.000]  主持人:總是有些糾結,放不下。
[00:04:14.000 --> 00:04:16.000]  主持人:有些糾結,放不下。
[00:04:16.000 --> 00:04:18.000]  主持人:有些糾結,放不下。
[00:04:18.000 --> 00:04:20.000]  主持人:有些糾結,放不下。
[00:04:20.000 --> 00:04:22.000]  主持人:有些糾結,放不下。
[00:04:22.000 --> 00:04:24.000]  主持人:有些糾結,放不下。
[00:04:24.000 --> 00:04:26.000]  主持人:有些糾結,放不下。
[00:04:26.000 --> 00:04:28.000]  主持人:有些糾結,放不下。
[00:04:28.000 --> 00:04:30.000]  主持人:有些糾結,放不下。
[00:04:30.000 --> 00:04:32.000]  主持人:有些糾結,放不下。
[00:04:32.000 --> 00:04:34.000]  主持人:有些糾結,放不下。
[00:04:34.000 --> 00:04:36.000]  主持人:有些糾結,放不下。
[00:04:36.000 --> 00:04:38.000]  主持人:有些糾結,放不下。
[00:04:39.000 --> 00:04:41.000]  主持人:有些糾結,放不下。
[00:04:41.000 --> 00:04:43.000]  主持人:有些糾結,放不下。
[00:04:43.000 --> 00:04:45.000]  主持人:有些糾結,放不下。
[00:04:45.000 --> 00:04:47.000]  主持人:有些糾結,放不下。
[00:04:47.000 --> 00:04:49.000]  主持人:有些糾結,放不下。
[00:04:49.000 --> 00:04:51.000]  主持人:有些糾結,放不下。
[00:04:51.000 --> 00:04:53.000]  主持人:有些糾結,放不下。
[00:04:53.000 --> 00:04:55.000]  主持人:有些糾結,放不下。
[00:04:55.000 --> 00:04:57.000]  主持人:有些糾結,放不下。
[00:04:57.000 --> 00:04:59.000]  主持人:有些糾結,放不下。
[00:04:59.000 --> 00:05:01.000]  主持人:有些糾結,放不下。
[00:05:01.000 --> 00:05:03.000]  主持人:有些糾結,放不下。
[00:05:03.000 --> 00:05:05.000]  主持人:有些糾結,放不下。
[00:05:06.000 --> 00:05:09.000]  主持人:有些糾結,放不下。
[00:05:09.000 --> 00:05:11.000]  主持人:有些糾結,放不下。
[00:05:11.000 --> 00:05:13.000]  主持人:有些糾結,放不下。
[00:05:13.000 --> 00:05:15.000]  主持人:有些糾結,放不下。
[00:05:15.000 --> 00:05:17.000]  主持人:有些糾結,放不下。
[00:05:17.000 --> 00:05:19.000]  主持人:有些糾結,放不下。
[00:05:19.000 --> 00:05:21.000]  主持人:有些糾結,放不下。
[00:05:21.000 --> 00:05:23.000]  主持人:有些糾結,放不下。
[00:05:23.000 --> 00:05:25.000]  主持人:有些糾結,放不下。
[00:05:25.000 --> 00:05:27.000]  主持人:有些糾結,放不下。
[00:05:27.000 --> 00:05:29.000]  主持人:有些糾結,放不下。
[00:05:29.000 --> 00:05:31.000]  主持人:有些糾結,放不下。
[00:05:31.000 --> 00:05:33.000]  主持人:有些糾結,放不下。
[00:05:34.000 --> 00:05:36.000]  主持人:有些糾結,放不下。
[00:05:36.000 --> 00:05:38.000]  主持人:有些糾結,放不下。
[00:05:38.000 --> 00:05:40.000]  主持人:有些糾結,放不下。
[00:05:40.000 --> 00:05:42.000]  主持人:有些糾結,放不下。
[00:05:42.000 --> 00:05:44.000]  主持人:有些糾結,放不下。
[00:05:44.000 --> 00:05:46.000]  主持人:有些糾結,放不下。
[00:05:46.000 --> 00:05:48.000]  主持人:有些糾結,放不下。
[00:05:48.000 --> 00:05:50.000]  主持人:有些糾結,放不下。
[00:05:50.000 --> 00:05:52.000]  主持人:有些糾結,放不下。
[00:05:52.000 --> 00:05:54.000]  主持人:有些糾結,放不下。
[00:05:54.000 --> 00:05:56.000]  主持人:有些糾結,放不下。
[00:05:56.000 --> 00:05:58.000]  主持人:有些糾結,放不下。
[00:05:58.000 --> 00:06:00.000]  主持人:有些糾結,放不下。
[00:06:01.000 --> 00:06:05.000]  主持人:有些糾結,放不下。
[00:06:05.000 --> 00:06:07.000]  主持人:有些糾結,放不下。
[00:06:07.000 --> 00:06:09.000]  主持人:有些糾結,放不下。
[00:06:09.000 --> 00:06:11.000]  主持人:有些糾結,放不下。
[00:06:11.000 --> 00:06:13.000]  主持人:有些糾結,放不下。
[00:06:13.000 --> 00:06:15.000]  主持人:有些糾結,放不下。
[00:06:15.000 --> 00:06:17.000]  主持人:有些糾結,放不下。
[00:06:17.000 --> 00:06:19.000]  主持人:有些糾結,放不下。
[00:06:19.000 --> 00:06:21.000]  主持人:有些糾結,放不下。
[00:06:21.000 --> 00:06:23.000]  主持人:有些糾結,放不下。
[00:06:23.000 --> 00:06:25.000]  主持人:有些糾結,放不下。
[00:06:25.000 --> 00:06:27.000]  主持人:有些糾結,放不下。
[00:06:27.000 --> 00:06:29.000]  主持人:有些糾結,放不下。
[00:06:30.000 --> 00:06:31.000]  主持人:有些糾結,放不下。
[00:06:31.000 --> 00:06:33.000]  主持人:有些糾結,放不下。
[00:06:33.000 --> 00:06:35.000]  主持人:有些糾結,放不下。
[00:06:35.000 --> 00:06:37.000]  主持人:有些糾結,放不下。
[00:06:37.000 --> 00:06:39.000]  主持人:有些糾結,放不下。
[00:06:39.000 --> 00:06:41.000]  主持人:有些糾結,放不下。
[00:06:41.000 --> 00:06:43.000]  主持人:有些糾結,放不下。
[00:06:43.000 --> 00:06:45.000]  主持人:有些糾結,放不下。
[00:06:45.000 --> 00:06:47.000]  主持人:有些糾結,放不下。
[00:06:47.000 --> 00:06:49.000]  主持人:有些糾結,放不下。
[00:06:49.000 --> 00:06:51.000]  主持人:有些糾結,放不下。
[00:06:51.000 --> 00:06:53.000]  主持人:有些糾結,放不下。
[00:06:53.000 --> 00:06:55.000]  主持人:有些糾結,放不下。
[00:06:56.000 --> 00:07:01.000]  主持人:有些糾結,放不下。
