
[00:00:00.000 --> 00:00:02.000]  大兄姊妹 早安
[00:00:02.000 --> 00:00:05.000]  很高興今天可以和大家一齊去敬拜主
[00:00:05.000 --> 00:00:09.000]  我們一齊去唱詩 去讚美我們的主
[00:00:09.000 --> 00:00:15.000]  今天我們的講題是 屬靈的力量
[00:00:15.000 --> 00:00:20.000]  我們會去看約翰福音的五章一到十八節
[00:00:20.000 --> 00:00:23.000]  如果你有你的聖經 你都可以去翻開到
[00:00:23.000 --> 00:00:27.000]  約翰福音五章一到十八節
[00:00:27.000 --> 00:00:31.000]  約翰福音五章一到十八節
[00:00:31.000 --> 00:00:38.000]  不知大家講起屬靈的力量 你會想起甚麼
[00:00:38.000 --> 00:00:40.000]  我們一聽屬靈的力量
[00:00:40.000 --> 00:00:44.000]  很多時候會想起一些比較神秘的東西
[00:00:44.000 --> 00:00:47.000]  例如我們會想起 好像哈利波特那樣
[00:00:47.000 --> 00:00:50.000]  有些咒術可以去施魔法
[00:00:50.000 --> 00:00:52.000]  或者可能我們東方人
[00:00:52.000 --> 00:00:55.000]  我們馬上會想起一些風水的東西
[00:00:55.000 --> 00:00:57.000]  我們想起一些風水命理
[00:00:57.000 --> 00:00:59.000]  可能擺個石頭在某個位置裏面
[00:00:59.000 --> 00:01:02.000]  就可能加你的不知甚麼運
[00:01:02.000 --> 00:01:05.000]  我們見到西方也有很多這些
[00:01:05.000 --> 00:01:08.000]  他們會喜歡玩一些塔羅牌
[00:01:08.000 --> 00:01:10.000]  我想特別在現在這個世代
[00:01:10.000 --> 00:01:13.000]  有一樣東西叫做「新紀元運動」
[00:01:13.000 --> 00:01:14.000]  是甚麼來的呢?
[00:01:14.000 --> 00:01:16.000]  是由印度教裏面出來的
[00:01:16.000 --> 00:01:20.000]  它說在甚麼東西裏面都有些能量
[00:01:20.000 --> 00:01:22.000]  你透過攝取那些能量
[00:01:22.000 --> 00:01:25.000]  你就能夠有些不同的運氣
[00:01:25.000 --> 00:01:27.000]  它跟你說甚麼水晶
[00:01:27.000 --> 00:01:30.000]  就不知道跟你帶來甚麼運
[00:01:30.000 --> 00:01:32.000]  它還要說有甚麼磁場
[00:01:32.000 --> 00:01:37.000]  這個世界你會發現它都很執著
[00:01:37.000 --> 00:01:40.000]  在一些屬靈的力量裏面
[00:01:40.000 --> 00:01:42.000]  你會發覺這個世界的人
[00:01:42.000 --> 00:01:45.000]  他都很想要一些屬靈的力量
[00:01:45.000 --> 00:01:47.000]  很想去操縱一些東西
[00:01:47.000 --> 00:01:50.000]  而當然我們基督徒要很小心
[00:01:50.000 --> 00:01:54.000]  我們不會去跌入這些陷阱裏面
[00:01:54.000 --> 00:01:56.000]  我們不會去做這些事情
[00:01:56.000 --> 00:02:00.000]  但我想我們今天都要有一個小心的點
[00:02:00.000 --> 00:02:05.000]  就是我們都發現原來屬靈是一樣真實的東西
[00:02:05.000 --> 00:02:08.000]  原來屬靈的世界是一樣真實的東西
[00:02:08.000 --> 00:02:13.000]  我們當然不會和他們一樣去濫用一些屬靈的力量
[00:02:13.000 --> 00:02:18.000]  但是原來我們今天都沒有辦法去否定屬靈的真實
[00:02:18.000 --> 00:02:21.000]  屬靈的力量是真實的
[00:02:21.000 --> 00:02:24.000]  我們今天想去問一個問題
[00:02:24.000 --> 00:02:29.000]  究竟屬靈的力量在哪裏呢?
[00:02:29.000 --> 00:02:32.000]  我們基督徒既然相信神
[00:02:32.000 --> 00:02:35.000]  我們相信屬靈世界的存在
[00:02:35.000 --> 00:02:37.000]  究竟今天我們基督徒
[00:02:37.000 --> 00:02:40.000]  可以怎樣去經歷這些屬靈的力量呢?
[00:02:40.000 --> 00:02:42.000]  當我們不是玩風水
[00:02:42.000 --> 00:02:44.000]  我們不玩這些水晶
[00:02:44.000 --> 00:02:45.000]  我們不玩塔羅
[00:02:45.000 --> 00:02:48.000]  我們不信這些儒家冥想
[00:02:48.000 --> 00:02:52.000]  我們可以怎樣去經歷屬靈的力量呢?
[00:02:52.000 --> 00:02:54.000]  我們一起有個禱告好嗎?
[00:02:54.000 --> 00:03:01.000]  我們求上帝帶領我們去進入真理裏面
[00:03:01.000 --> 00:03:04.000]  主呀!我們在祢的面前
[00:03:04.000 --> 00:03:06.000]  我們求祢的恩典
[00:03:06.000 --> 00:03:08.000]  我們知道唯有靠著祢的恩典
[00:03:08.000 --> 00:03:12.000]  我們才能夠明白你聖經的真理
[00:03:12.000 --> 00:03:16.000]  所以主呀!我們求祢今天帶我們進入約翰福音裏面
[00:03:16.000 --> 00:03:19.000]  求祢讓我們更加明白祢
[00:03:19.000 --> 00:03:20.000]  讓我們知道
