
[00:00:00.000 --> 00:00:04.200]  早晨 今天我們繼續看以巴衝突
[00:00:04.200 --> 00:00:10.280]  希望這個detail給大家一些角度去審視一下
[00:00:10.280 --> 00:00:13.120]  現在世界在不同地方發生的事
[00:00:13.120 --> 00:00:15.600]  特別是在以色列巴勒斯坦地這個地方
[00:00:15.600 --> 00:00:18.200]  我們這個世界已經夠緊張了
[00:00:18.200 --> 00:00:22.480]  再加上一些這樣的情況發生
[00:00:22.480 --> 00:00:26.960]  確實令到我們非常多事要去處理
[00:00:26.960 --> 00:00:29.840]  所以我覺得我們活在在世界裡面
[00:00:29.840 --> 00:00:34.840]  我們真的需要去學習如何 discern(判斷)
[00:00:34.840 --> 00:00:38.360]  學習如何判斷世事裡面發生的事
[00:00:38.360 --> 00:00:41.080]  特別是坊間有很多不同的說法
[00:00:41.080 --> 00:00:45.600]  對於以巴衝突有不同的說法
[00:00:45.600 --> 00:00:47.880]  我們應該如何去審視
[00:00:47.880 --> 00:00:53.000]  不單止以色列和加沙的戰爭
[00:00:53.000 --> 00:00:55.760]  好像覺得很遠
[00:00:55.760 --> 00:00:58.160]  其實都是很近的
[00:00:58.160 --> 00:01:01.680]  在這個爆發的第一天
[00:01:01.680 --> 00:01:05.120]  是10月7號
[00:01:05.120 --> 00:01:08.360]  就是哈馬斯的恐怖分子
[00:01:08.360 --> 00:01:11.400]  他們就去了以色列的南邊
[00:01:11.400 --> 00:01:15.920]  然後去kidnap或者做一些仇殺等等
[00:01:15.920 --> 00:01:17.880]  然後以色列就還火
[00:01:17.880 --> 00:01:20.800]  大家在新聞裡面應該看到很多
[00:01:20.800 --> 00:01:23.560]  應該是已經開始了這個
[00:01:23.560 --> 00:01:24.800]  直接開始了
[00:01:24.800 --> 00:01:27.080]  開始了這個ground invasion
[00:01:27.080 --> 00:01:32.840]  雙方一定是非常之慘痛的
[00:01:32.840 --> 00:01:35.320]  這個衝突
[00:01:35.320 --> 00:01:37.040]  無論結果是怎樣
[00:01:37.040 --> 00:01:38.160]  過程是怎樣
[00:01:38.160 --> 00:01:43.600]  雙方一定是有很大的損失
[00:01:43.600 --> 00:01:48.400]  正如我所說這個事情不只是遠地發生的事
[00:01:48.400 --> 00:01:50.640]  也是可以很近的
[00:01:50.640 --> 00:01:52.680]  因為在十三天之前
[00:01:52.680 --> 00:01:54.080]  10月16號
[00:01:54.080 --> 00:01:55.600]  在我們之家的附近
[00:01:55.600 --> 00:01:57.400]  40分鐘車程
[00:01:57.400 --> 00:01:59.320]  一個地方叫做Plainfield
[00:01:59.320 --> 00:02:01.680]  那裡有一位房東
[00:02:01.680 --> 00:02:06.000]  就進了他一個租客的家
[00:02:06.000 --> 00:02:15.040]  他就用刀去刺一個六歲的小孩
[00:02:15.040 --> 00:02:18.600]  那個小孩是一個巴勒斯坦穆斯林
[00:02:18.600 --> 00:02:21.040]  因為這個房東
[00:02:21.040 --> 00:02:26.520]  看了一些耳巴衝突的新聞太多了
[00:02:26.520 --> 00:02:27.600]  我想不知道什麼原因
[00:02:27.600 --> 00:02:28.720]  他就進了這間房子
[00:02:28.720 --> 00:02:33.760]  然後就將這個六歲的小孩刺殺
[00:02:33.760 --> 00:02:36.240]  插了他26刀
[00:02:36.240 --> 00:02:37.720]  他當場死了
[00:02:37.720 --> 00:02:42.520]  然後當然也傷了他的媽媽
[00:02:42.520 --> 00:02:43.560]  是一些很近的事
[00:02:43.560 --> 00:02:48.480]  就是世界已經有很多很多令我們很煩的事
[00:02:48.480 --> 00:02:50.520]  還有我們經過疫情幾年
[00:02:50.520 --> 00:02:54.960]  社會整個世界已經很分裂
[00:02:54.960 --> 00:02:56.640]  很polarized
[00:02:56.640 --> 00:02:58.080]  再加上一些這樣的情況
[00:02:58.080 --> 00:03:00.280]  我們不能夠去理解的時候
[00:03:00.280 --> 00:03:04.280]  我們就會發現更多這些事情發生
[00:03:04.280 --> 00:03:05.760]  當然不只是這一宗
[00:03:05.760 --> 00:03:09.760]  我想說另一宗就是10月21號
[00:03:09.760 --> 00:03:12.360]  10月21號在德州
[00:03:12.360 --> 00:03:14.960]  一個女的拉比
[00:03:14.960 --> 00:03:17.240]  Lady Rabbi
[00:03:17.240 --> 00:03:20.480]  在德州一個猶太人的會堂
[00:03:20.480 --> 00:03:24.800]  那個 Rabbi 總管
[00:03:24.800 --> 00:03:26.920]  他在他的家附近
[00:03:26.920 --> 00:03:32.000]  又是被人刺傷死了
[00:03:32.000 --> 00:03:33.880]  我們不知道是不是hate crime
[00:03:33.880 --> 00:03:36.880]  不過這個其實是一個冰山的一角
[00:03:36.880 --> 00:03:40.480]  就是有沒有另外一浪的
[00:03:40.480 --> 00:03:42.240]  叫做 anti-Semitism
[00:03:42.240 --> 00:03:45.480]  就是反右的主義會出現
[00:03:45.480 --> 00:03:46.880]  在這個情況
[00:03:46.880 --> 00:03:55.880]  在這個世界裡面就是有一種很不和氣的氣氛
[00:03:55.880 --> 00:03:57.320]  我們需要了解一下
[00:03:57.320 --> 00:04:00.640]  到底世間上面發生了什麼事
[00:04:00.640 --> 00:04:02.040]  在我們上一次開始
[00:04:02.040 --> 00:04:04.200]  我們就說到這個耳巴衝突
[00:04:04.200 --> 00:04:08.880]  有五個大概五個的命題
[00:04:08.880 --> 00:04:13.760]  這五個命題是很多時候我們需要再斟酌一下的
[00:04:13.760 --> 00:04:16.560]  特別是有時候人經據典的時候
[00:04:16.560 --> 00:04:17.800]  引用聖經的時候
[00:04:17.800 --> 00:04:18.960]  到底是不是引用得對呢
[00:04:18.960 --> 00:04:21.880]  還有我們有沒有深思熟慮想清楚
[00:04:21.880 --> 00:04:23.680]  這些聖經的意思
[00:04:23.680 --> 00:04:26.200]  我們上一次停在第三個的命題
[00:04:26.200 --> 00:04:30.920]  就是加冕地是上帝無條件地給以色列人的
[00:04:30.920 --> 00:04:32.040]  有什麼意思呢
[00:04:32.040 --> 00:04:34.840]  我知道網上有很多人有不同的意見
[00:04:34.840 --> 00:04:37.320]  他說為什麼你將一些無條件的認許
[00:04:37.320 --> 00:04:39.600]  講成好像有條件一樣
[00:04:39.600 --> 00:04:41.000]  我想你想清楚
[00:04:41.000 --> 00:04:42.400]  這一段的聖經
[00:04:42.400 --> 00:04:45.200]  特別很多時候在耳巴的關係裡面
[00:04:45.200 --> 00:04:46.720]  我們都會使用的
[00:04:46.720 --> 00:04:50.640]  就是創世紀十二章一次到第三節
[00:04:50.640 --> 00:04:53.840]  然後說對阿伯還說你要離開本地本族附加
[00:04:53.840 --> 00:04:56.040]  往我所指示你的地方
[00:04:56.040 --> 00:04:58.000]  我必使你成為大國
[00:04:58.000 --> 00:04:59.520]  又必賜福給你
[00:04:59.520 --> 00:05:01.080]  使你的名為大
[00:05:01.080 --> 00:05:04.160]  你要使別人得福
[00:05:04.160 --> 00:05:05.880]  為你祝福的我賜福給他
[00:05:05.880 --> 00:05:07.960]  奏助你的我必奏助他
[00:05:07.960 --> 00:05:10.800]  地上的萬族都必因你得福
[00:05:10.800 --> 00:05:12.160]  我們看這段經文的時候
[00:05:12.160 --> 00:05:13.200]  我們知道
[00:05:13.200 --> 00:05:16.040]  這段經文首先要看文法的
[00:05:16.040 --> 00:05:17.360]  一定要看文法的
[00:05:17.360 --> 00:05:19.360]  雖然我們在看的翻譯本
[00:05:19.360 --> 00:05:20.640]  但我已經指出過了
[00:05:20.640 --> 00:05:23.840]  這裡有好幾個重要的動詞
[00:05:23.840 --> 00:05:25.360]  是叫做cohortative
[00:05:25.360 --> 00:05:28.200]  就是說讓我的意思
[00:05:28.200 --> 00:05:30.200]  就是圈告式的意思
[00:05:30.200 --> 00:05:32.200]  上帝當然有認許
[00:05:32.200 --> 00:05:33.560]  對阿伯有認許
[00:05:33.560 --> 00:05:36.520]  但那個認許不是anything goes的
[00:05:36.520 --> 00:05:38.400]  不是說我這樣跟你說了
[00:05:38.400 --> 00:05:40.240]  然後你隨隨便便生活
[00:05:40.240 --> 00:05:42.960]  我都會將那個祝福給你
[00:05:42.960 --> 00:05:44.560]  我都會將那個寄予給你
[00:05:44.560 --> 00:05:45.640]  no
[00:05:45.640 --> 00:05:47.360]  在聖經裡面所有的約
[00:05:47.360 --> 00:05:48.120]  我們這個叫做
[00:05:48.120 --> 00:05:49.400]  阿伯拉罕的約
[00:05:49.400 --> 00:05:51.480]  Abrahamic Covenant
[00:05:51.480 --> 00:05:55.120]  所有的約都是有兩個的parties
[00:05:55.120 --> 00:05:56.880]  兩個方面
[00:05:56.880 --> 00:05:59.880]  來合作一起做的
[00:05:59.880 --> 00:06:04.000]  當然一定是上帝首先主動
[00:06:04.000 --> 00:06:05.680]  但他說這段話的時候
[00:06:05.680 --> 00:06:07.160]  他其實就是一種呼召
[00:06:07.160 --> 00:06:08.840]  呼召阿伯拉罕
[00:06:08.840 --> 00:06:11.080]  他說有一個可能會發生
[00:06:11.080 --> 00:06:13.200]  一個potentiality
[00:06:13.200 --> 00:06:16.720]  這個就是那個圈告式的意思
[00:06:16.720 --> 00:06:17.760]  有一個可能會發生
[00:06:17.760 --> 00:06:20.760]  就是我的認許能夠實現在世界上
[00:06:20.760 --> 00:06:22.240]  怎樣發生
[00:06:22.240 --> 00:06:23.960]  你就要相信我
[00:06:23.960 --> 00:06:25.960]  你看上文下你都知道
[00:06:25.960 --> 00:06:27.320]  十二章第一節開始
[00:06:27.320 --> 00:06:29.280]  就是耶和華對阿伯拉罕
[00:06:29.280 --> 00:06:31.600]  或者阿伯拉罕說的話
[00:06:31.600 --> 00:06:33.560]  十二章四節
[00:06:33.560 --> 00:06:37.960]  就是阿伯拉罕照著上帝的話去
[00:06:37.960 --> 00:06:39.600]  十二章至二十二章
[00:06:39.600 --> 00:06:42.080]  去整個阿伯拉罕的生命
[00:06:42.080 --> 00:06:44.160]  就是在說阿伯拉罕
[00:06:44.160 --> 00:06:46.680]  當他相信上帝的計劃
[00:06:46.680 --> 00:06:50.520]  用上帝的方式來進行的時候
[00:06:50.520 --> 00:06:51.520]  神的國
[00:06:51.520 --> 00:06:54.720]  神自己在地上可以做的
[00:06:54.720 --> 00:06:56.320]  就會推薦
[00:06:56.320 --> 00:07:00.400]  如果阿伯拉罕是不願意相信的話
[00:07:00.400 --> 00:07:03.360]  或者有懷疑有軟弱的時候
[00:07:03.360 --> 00:07:06.480]  那個計劃就會有detour
[00:07:06.480 --> 00:07:10.280]  就會可能搞壞那件事
[00:07:10.280 --> 00:07:11.200]  所以你要留意
[00:07:11.200 --> 00:07:13.760]  在聖經裡面所說的約
[00:07:13.760 --> 00:07:15.480]  好像婚約一樣
[00:07:15.480 --> 00:07:17.120]  marriage covenant
[00:07:17.120 --> 00:07:19.600]  是有兩個的parties
[00:07:19.600 --> 00:07:21.280]  一個marriage covenant
[00:07:21.280 --> 00:07:23.440]  一個的婚約
[00:07:23.440 --> 00:07:25.680]  是不是應該沒有條件
[00:07:25.680 --> 00:07:28.600]  in some sense是沒有條件的
[00:07:28.600 --> 00:07:31.760]  因為大家是對大家毀身
[00:07:31.760 --> 00:07:34.120]  不是說你做三十我就做七十
[00:07:34.120 --> 00:07:36.680]  你做四十我就做六十
[00:07:36.680 --> 00:07:38.680]  in some sense是沒有條件
[00:07:38.680 --> 00:07:42.400]  但in another sense是有條件的
[00:07:42.400 --> 00:07:47.520]  是大家需要一切盡力去維繫
[00:07:47.520 --> 00:07:50.360]  約 covenant就是這樣
[00:07:50.360 --> 00:07:54.560]  整本的聖經都是一樣這樣告訴我們
[00:07:54.560 --> 00:07:57.800]  當你看到整本聖經的發展的時候
[00:07:57.800 --> 00:08:01.960]  你就發現原來是需要神的指紋
[00:08:01.960 --> 00:08:04.240]  去相信去信服
[00:08:04.240 --> 00:08:08.840]  他們才能得到上帝自己的認許
[00:08:08.840 --> 00:08:11.560]  另一個出自這段經文
[00:08:11.560 --> 00:08:12.760]  我們很多時候說
[00:08:12.760 --> 00:08:15.080]  這個所謂land promise
[00:08:15.080 --> 00:08:18.360]  這個土地加南地的認許
[00:08:18.360 --> 00:08:23.600]  其實在聖經裡面從來沒有應驗過
[00:08:23.600 --> 00:08:24.440]  在哪裡應驗呢
[00:08:24.440 --> 00:08:26.720]  我們就是說在今時今日
[00:08:26.720 --> 00:08:27.880]  現代的以色列國
[00:08:27.880 --> 00:08:29.280]  modern state of Israel
[00:08:29.280 --> 00:08:31.640]  那裡應驗出來
[00:08:31.640 --> 00:08:34.280]  事實是否如此
[00:08:34.280 --> 00:08:36.960]  那我們就需要學習看聖經
[00:08:36.960 --> 00:08:38.840]  從舊約看到新約
[00:08:38.840 --> 00:08:39.760]  你知道整本聖經
[00:08:39.760 --> 00:08:41.640]  我們都不是第一次說
[00:08:41.640 --> 00:08:45.680]  從頭到尾是一個大的敘事
[00:08:45.680 --> 00:08:47.600]  大的narrative
[00:08:47.600 --> 00:08:48.880]  大的story
[00:08:48.880 --> 00:08:50.400]  一個grand story
[00:08:50.400 --> 00:08:52.080]  告訴我們整個的世界
[00:08:52.080 --> 00:08:53.600]  上帝在做什麼
[00:08:53.600 --> 00:08:55.000]  我們叫它救恩的歷史
[00:08:55.000 --> 00:08:56.080]  或者救贖的歷史
[00:08:56.080 --> 00:08:58.120]  redemptive history
[00:08:58.120 --> 00:09:02.440]  從頭到尾從創世紀到啟示錄
[00:09:02.440 --> 00:09:04.320]  是一個大的敘事
[00:09:04.320 --> 00:09:08.360]  你要知道在這個敘事的時間裡面
[00:09:08.360 --> 00:09:09.520]  是不斷有事情發生
[00:09:09.520 --> 00:09:12.440]  以及不斷有事情發展的
[00:09:12.440 --> 00:09:13.600]  是有所演變的
[00:09:13.600 --> 00:09:18.120]  連上帝對世人的約都會有演變
[00:09:18.120 --> 00:09:22.160]  直到基督實現所有事情為止
[00:09:22.160 --> 00:09:26.600]  這個土地的認許有什麼值得我們留意的呢
[00:09:26.600 --> 00:09:28.400]  你看完亞伯拉罕
[00:09:28.400 --> 00:09:31.080]  上帝對他所講的說話
[00:09:31.080 --> 00:09:33.320]  到以撒和瓦割
[00:09:33.320 --> 00:09:36.120]  然後瓦割就有12支派出來
[00:09:36.120 --> 00:09:38.840]  然後以色列成為一個大的家族
[00:09:38.840 --> 00:09:41.280]  最後他們成為一個大的國
[00:09:41.280 --> 00:09:43.680]  他們落到去埃及避難
[00:09:43.680 --> 00:09:46.640]  然後摩西被呼召
[00:09:46.640 --> 00:09:51.600]  去拯救以色列人民出埃及
[00:09:51.600 --> 00:09:53.120]  然後他們出了埃及之後
[00:09:53.120 --> 00:09:55.240]  在曠野走了40年
[00:09:55.240 --> 00:09:56.520]  因為他們不願意信服
[00:09:56.520 --> 00:09:58.760]  所以他們進不了這個加林地
[00:09:58.760 --> 00:10:00.640]  拿不到這個認許
[00:10:00.640 --> 00:10:03.200]  只是他們沒有信任
[00:10:03.200 --> 00:10:05.160]  所以他們進不了去
[00:10:05.160 --> 00:10:07.520]  連摩西最後都進不了去
[00:10:07.520 --> 00:10:09.960]  到最後是第二代
[00:10:09.960 --> 00:10:12.960]  在曠野出生的第二代
[00:10:12.960 --> 00:10:15.160]  因為約書亞帶他們
[00:10:15.160 --> 00:10:18.200]  他們才能夠過約旦河
[00:10:18.200 --> 00:10:21.080]  進入到這個認許之地
[00:10:21.080 --> 00:10:26.520]  所以我們由創出利民生五經之後
[00:10:26.520 --> 00:10:27.560]  是哪本書
[00:10:27.560 --> 00:10:29.760]  就是約書亞記
[00:10:29.760 --> 00:10:33.000]  約書亞就是帶以色列人過紅海
[00:10:33.000 --> 00:10:35.120]  進入到加林地
[00:10:35.120 --> 00:10:36.120]  他們打完仗之後
[00:10:36.120 --> 00:10:37.120]  進入加林之後
[00:10:37.120 --> 00:10:39.360]  約書亞記講了什麼
[00:10:39.360 --> 00:10:41.880]  二十一章四十三節
[00:10:41.880 --> 00:10:44.800]  他說這件事說將從前向他們列祖
[00:10:44.800 --> 00:10:48.520]  即是阿巴拉罕以撒亞國等等
[00:10:48.520 --> 00:10:53.160]  起誓要給他們的全地刺激以色列人
[00:10:53.160 --> 00:10:56.400]  他們就得了遺孽
[00:10:56.400 --> 00:10:57.720]  住在其中
[00:10:57.720 --> 00:11:00.240]  耶和華照著向他們列祖起誓
[00:11:00.240 --> 00:11:01.200]  所應許的一切
[00:11:01.200 --> 00:11:02.840]  刺激他們全境安寧
[00:11:02.840 --> 00:11:04.440]  他們一切的仇敵
[00:11:04.440 --> 00:11:07.720]  沒有一個能夠站在他們面前
[00:11:07.720 --> 00:11:09.160]  因為耶和華將所有的仇敵
[00:11:09.160 --> 00:11:10.520]  都交在他們手中
[00:11:10.520 --> 00:11:12.760]  耶和華應許刺福以色列家的話
[00:11:12.760 --> 00:11:16.200]  一句都沒有落紅
[00:11:16.200 --> 00:11:18.840]  全都應驗了
[00:11:18.840 --> 00:11:20.400]  有沒有看清楚
[00:11:20.400 --> 00:11:22.200]  一句一話
[00:11:22.200 --> 00:11:23.800]  其實那個原文意思是
[00:11:23.800 --> 00:11:26.000]  not even one word
[00:11:26.000 --> 00:11:29.240]  not even one thing
[00:11:29.240 --> 00:11:31.000]  not fulfill
[00:11:31.000 --> 00:11:32.600]  當他們入主加林的時候
[00:11:32.600 --> 00:11:35.640]  沒有一句上帝所應許的話
[00:11:35.640 --> 00:11:37.240]  是沒有落紅的
[00:11:37.240 --> 00:11:39.480]  全部所有的事
[00:11:39.480 --> 00:11:42.520]  都已經是應驗了
[00:11:42.520 --> 00:11:45.640]  然後他怕我們不是很明白
[00:11:45.640 --> 00:11:47.240]  二十三章約書亞
[00:11:47.240 --> 00:11:48.680]  臨離開這個世界的時候
[00:11:48.680 --> 00:11:49.320]  他說什麼呢
[00:11:49.320 --> 00:11:50.440]  跟以色列人
[00:11:50.440 --> 00:11:52.440]  我今天要走世人必走的路
[00:11:52.440 --> 00:11:53.960]  一心一意要你們知道
