
[00:00:00.000 --> 00:00:04.000]  為了幫助我們更清楚去掌握
[00:00:04.000 --> 00:00:08.000]  肥里在《使徒行傳第八章》所提及的這段旅程
[00:00:08.000 --> 00:00:10.000]  究竟是怎樣走呢
[00:00:10.000 --> 00:00:13.000]  我特意找了一個簡單的地圖
[00:00:13.000 --> 00:00:16.000]  希望可以幫我們作為參考
[00:00:16.000 --> 00:00:17.000]  在這個地圖裏面
[00:00:17.000 --> 00:00:20.000]  你會看到上面粉紅色的那一塊
[00:00:20.000 --> 00:00:24.000]  和中間很大塊的黃色那一塊
[00:00:24.000 --> 00:00:27.000]  其實分別是撒瑪利亞和猶大
[00:00:27.000 --> 00:00:32.000]  你會看到有好幾條很清楚的顏色的線
[00:00:32.000 --> 00:00:34.000]  其實是一些路線
[00:00:34.000 --> 00:00:36.000]  我們不會每一條都看
[00:00:36.000 --> 00:00:39.000]  因為這裏都展示了
[00:00:39.000 --> 00:00:44.000]  比如彼得去到約伯傳道
[00:00:44.000 --> 00:00:48.000]  或者去到約伯認識另一個哥利劉
[00:00:48.000 --> 00:00:52.000]  是怎樣的路線
[00:00:52.000 --> 00:01:00.000]  所以我們會主要集中看一條橙色的紅紅的路線
[00:01:00.000 --> 00:01:01.000]  大家可以看到
[00:01:01.000 --> 00:01:03.000]  然後就是深綠色的路線
[00:01:03.000 --> 00:01:08.000]  然後相關的地方我就用粗的顏色的形狀
[00:01:08.000 --> 00:01:11.000]  甚至一粒綠色的星星就表示了
[00:01:11.000 --> 00:01:13.000]  我們一起來看一看
[00:01:13.000 --> 00:01:21.000]  肥里其實是由上方藍色框住的撒瑪利亞
[00:01:21.000 --> 00:01:23.000]  那裏就一直走
[00:01:23.000 --> 00:01:25.000]  他被吩咐
[00:01:25.000 --> 00:01:29.000]  你要走到耶路撒冷往加薩的地方去
[00:01:29.000 --> 00:01:32.000]  耶路撒冷就是那粒綠色的星星那裏
[00:01:32.000 --> 00:01:33.000]  他就一直這樣走
[00:01:33.000 --> 00:01:35.000]  我就在想
[00:01:35.000 --> 00:01:39.000]  由撒瑪利亞一直走
[00:01:39.000 --> 00:01:42.000]  要去到加薩的道路
[00:01:42.000 --> 00:01:43.000]  要走多久呢
[00:01:43.000 --> 00:01:46.000]  我手上的書就找不到資料
[00:01:46.000 --> 00:01:48.000]  於是就找Google
[00:01:48.000 --> 00:01:53.000]  我嘗試在撒瑪利亞去到加薩
[00:01:53.000 --> 00:01:56.000]  就發現那條路線不像那樣彎彎曲曲
[00:01:56.000 --> 00:01:58.000]  而是一條直路
[00:01:58.000 --> 00:01:59.000]  就短很多
[00:01:59.000 --> 00:02:01.000]  於是我就想不如跟著這裏
[00:02:01.000 --> 00:02:04.000]  看看撒瑪利亞去耶路撒冷是多少
[00:02:04.000 --> 00:02:07.000]  再目測一下按照這個圖的比例
[00:02:07.000 --> 00:02:10.000]  來估計一下究竟要走多久
[00:02:10.000 --> 00:02:13.000]  原來根據Google找到的資料
[00:02:13.000 --> 00:02:16.000]  撒瑪利亞和耶路撒冷之間的路程
[00:02:16.000 --> 00:02:19.000]  是有超過150公里
[00:02:19.000 --> 00:02:22.000]  以一個年輕人的速度
[00:02:22.000 --> 00:02:24.000]  每小時步行的速度
[00:02:24.000 --> 00:02:26.000]  不計算廣福行山隊的速度
[00:02:26.000 --> 00:02:28.000]  我們一般的年輕人
[00:02:28.000 --> 00:02:31.000]  每小時Google就告訴我
[00:02:31.000 --> 00:02:34.000]  一般都是走4-5公里
[00:02:34.000 --> 00:02:37.000]  走快一點就接近6公里
[00:02:37.000 --> 00:02:39.000]  我就想一想
[00:02:39.000 --> 00:02:41.000]  195公里
[00:02:41.000 --> 00:02:44.000]  一個人每小時走4-5公里
[00:02:44.000 --> 00:02:47.000]  如果每天走6個小時
[00:02:47.000 --> 00:02:48.000]  一個年輕人
[00:02:48.000 --> 00:02:50.000]  都要走大約6-7天
[00:02:50.000 --> 00:02:53.000]  才可以由撒瑪利亞去耶路撒冷
[00:02:53.000 --> 00:02:54.000]  那麼
[00:02:54.000 --> 00:02:57.000]  肥利要繼續向抗野那裏走
[00:02:57.000 --> 00:03:01.000]  因為沿著耶路撒冷去加薩地區
[00:03:01.000 --> 00:03:04.000]  有些學者估計
[00:03:04.000 --> 00:03:08.000]  肥利在走這條深綠色的路線
[00:03:08.000 --> 00:03:12.000]  會在什麼位置遇到埃塞俄比亞太監
[00:03:12.000 --> 00:03:14.000]  他們估計
[00:03:14.000 --> 00:03:17.000]  這兩個三角形
[00:03:17.000 --> 00:03:19.000]  我先看看我用了什麼顏色
[00:03:19.000 --> 00:03:20.000]  紫色的三角形
[00:03:20.000 --> 00:03:21.000]  跨著的地方
[00:03:21.000 --> 00:03:25.000]  就是很可能遇見太監的車的位置
[00:03:25.000 --> 00:03:26.000]  為什麼在這兩個地方
[00:03:26.000 --> 00:03:30.000]  因為那兩處分別都有很清楚的水源
[00:03:30.000 --> 00:03:33.000]  因為太監信了主就馬上受洗
[00:03:33.000 --> 00:03:37.000]  所以劇情安排就要有水源在附近
[00:03:37.000 --> 00:03:38.000]  所以就要在這裏
[00:03:38.000 --> 00:03:41.000]  所以我們就估計到
[00:03:41.000 --> 00:03:44.000]  如果肥利比較幸運
[00:03:44.000 --> 00:03:48.000]  在接近耶路撒冷的三角形就遇到太監
[00:03:48.000 --> 00:03:49.000]  那裏就說
[00:03:49.000 --> 00:03:52.000]  由耶路撒冷再走兩天左右
[00:03:52.000 --> 00:03:56.000]  如果他還要走遠一點
[00:03:56.000 --> 00:03:57.000]  走走走
[00:03:57.000 --> 00:04:00.000]  那就很可能要在抗野裏面
[00:04:00.000 --> 00:04:03.000]  再走足足七天
[00:04:03.000 --> 00:04:09.000]  才見到這位來自埃塞俄比亞太監的座駕
[00:04:09.000 --> 00:04:11.000]  然後他一直走
[00:04:11.000 --> 00:04:12.000]  其實是不知道的
[00:04:12.000 --> 00:04:14.000]  直至見到這座座駕
[00:04:14.000 --> 00:04:19.000]  他才獲得主的靈進一步提示
[00:04:19.000 --> 00:04:21.000]  你走過去吧
[00:04:21.000 --> 00:04:23.000]  走過去做什麼呢
[00:04:23.000 --> 00:04:24.000]  肥利又不知道
[00:04:24.000 --> 00:04:25.000]  跑跑跑
[00:04:25.000 --> 00:04:26.000]  幸好是下山的道路
[00:04:26.000 --> 00:04:28.000]  這樣可以走回幾步
[00:04:28.000 --> 00:04:29.000]  當肥利走過去
[00:04:29.000 --> 00:04:33.000]  聽到太監原來一直在讀耳塞書的時候
[00:04:33.000 --> 00:04:35.000]  就問他你明不明
[00:04:35.000 --> 00:04:37.000]  而他知道太監不明
[00:04:37.000 --> 00:04:39.000]  沒有人教我怎樣明
[00:04:39.000 --> 00:04:41.000]  就向他講解
[00:04:41.000 --> 00:04:43.000]  其實太監讀的那段經文
[00:04:43.000 --> 00:04:47.000]  說到這位受苦的義僕
[00:04:47.000 --> 00:04:48.000]  耳塞亞書
[00:04:48.000 --> 00:04:52.000]  其實原來在當時猶太人的理解來說
[00:04:52.000 --> 00:04:56.000]  他們一直都沒有一個受苦的彌賽亞的形象
[00:04:56.000 --> 00:05:01.000]  所以太監就算去找遍所有猶太教的典籍
[00:05:01.000 --> 00:05:03.000]  其實他都是困惑的
[00:05:03.000 --> 00:05:05.000]  這裏說的是誰呢
[00:05:05.000 --> 00:05:09.000]  肥利就讓他知道經文所指的
[00:05:09.000 --> 00:05:13.000]  耶穌在剛剛不久前成就的救恩
[00:05:13.000 --> 00:05:14.000]  向他講解
[00:05:14.000 --> 00:05:18.000]  並且讓他知道
[00:05:18.000 --> 00:05:22.000]  怎樣順而受洗的道理
[00:05:22.000 --> 00:05:26.000]  結果就幫這位太監受了洗
[00:05:26.000 --> 00:05:29.000]  我們在這裏值得提一提
[00:05:29.000 --> 00:05:32.000]  其實當時的太監
[00:05:32.000 --> 00:05:34.000]  這位埃塞俄比亞的太監
[00:05:34.000 --> 00:05:35.000]  很多人特別提到
[00:05:35.000 --> 00:05:39.000]  他是一個有大權的太監
[00:05:39.000 --> 00:05:43.000]  而在當代的社會和那邊的文化
[00:05:43.000 --> 00:05:48.000]  的確往往一些皇朝裏面重要的要職
[00:05:48.000 --> 00:05:50.000]  都真的找太監
[00:05:50.000 --> 00:05:53.000]  因為不會跟妃嬪出事
[00:05:53.000 --> 00:05:54.000]  就信任他
[00:05:54.000 --> 00:05:56.000]  交大權給他
[00:05:56.000 --> 00:05:57.000]  如果太監
[00:05:57.000 --> 00:06:00.000]  特別在埃塞俄比亞女王
[00:06:00.000 --> 00:06:02.000]  金大姬不是女王的名字
[00:06:02.000 --> 00:06:04.000]  是她的下屬
[00:06:04.000 --> 00:06:06.000]  就好像埃及王法魯
