
[00:00:00.000 --> 00:00:02.960]  鄭英姐妹,我想每一個聖誕節
[00:00:02.960 --> 00:00:05.380]  我們都聽不同的聖誕訊息
[00:00:05.380 --> 00:00:10.700]  聖誕節每年都是一個機會讓我們重新思想
[00:00:10.700 --> 00:00:14.940]  耶穌基督的降生對我們的意義是甚麼
[00:00:14.940 --> 00:00:16.780]  有些鄭英姐妹問我
[00:00:16.780 --> 00:00:23.400]  在香港的中國人教會和北美特別是Bay Area的環教會
[00:00:23.400 --> 00:00:25.280]  聖誕節有甚麼分別呢?
[00:00:25.280 --> 00:00:26.680]  我覺得有很大分別
[00:00:26.680 --> 00:00:35.760]  第一,在香港的聖誕節通常教會活動多到很誇張
[00:00:35.760 --> 00:00:38.820]  傳道人都做到癱癱腰
[00:00:38.820 --> 00:00:44.260]  連平安夜晚都要舉行報佳音
[00:00:44.260 --> 00:00:45.840]  我不知道這裡是否流行報佳音
[00:00:45.840 --> 00:00:46.920]  你們流行嗎?
[00:00:46.920 --> 00:00:48.220]  這裡很少吧
[00:00:48.220 --> 00:00:53.020]  但是香港要舉行報佳音
[00:00:53.020 --> 00:01:04.000]  在香港的教會也是舉行30天的聖誕節報道活動
[00:01:04.000 --> 00:01:07.020]  搞到快要死了
[00:01:07.020 --> 00:01:09.900]  這裡很輕鬆的
[00:01:09.900 --> 00:01:14.040]  除了有聖誕歌頌會之外
[00:01:14.040 --> 00:01:17.100]  很多人都臨尾收奴
[00:01:17.100 --> 00:01:21.840]  去旅行,去玩,去旅行
[00:01:21.840 --> 00:01:26.160]  聖誕日子是一個休養生息的時間
[00:01:26.160 --> 00:01:29.760]  所以你問我,我比較喜歡在這裡
[00:01:29.760 --> 00:01:32.040]  不用做得那麼辛苦
[00:01:32.040 --> 00:01:34.040]  另外一個特色是
[00:01:34.040 --> 00:01:40.460]  在香港逛街會看到很多很漂亮的燈飾
[00:01:40.460 --> 00:01:45.960]  特別是中環,尖沙咀,香港就是看燈飾
[00:01:45.960 --> 00:01:53.960]  我住在上海西,有一個娛慶節目
[00:01:53.960 --> 00:01:56.640]  很多人喜歡開車去看燈飾
[00:01:56.640 --> 00:01:59.640]  而且燈飾越來越誇張
[00:01:59.640 --> 00:02:06.340]  我發現我鄰居,左手邊的鄰居
[00:02:06.340 --> 00:02:07.940]  我這幾年看著他
[00:02:07.940 --> 00:02:11.480]  由家裡的聖誕樹燈飾佈置到
[00:02:11.480 --> 00:02:16.000]  家裡外面的樹燈飾佈置到現在
[00:02:16.000 --> 00:02:18.500]  整間屋周圍都是燈飾
[00:02:18.500 --> 00:02:21.960]  還影響了我右手邊的屋
[00:02:21.960 --> 00:02:24.460]  天主教兩個神父住
[00:02:24.460 --> 00:02:26.460]  連他們也佈置了
[00:02:26.460 --> 00:02:27.460]  我真的很害怕
[00:02:27.460 --> 00:02:30.960]  因為他們越弄越多的時候
[00:02:30.960 --> 00:02:36.200]  弄得很多屋發覺金碧輝煌
[00:02:36.200 --> 00:02:38.680]  很漂亮,弄得要找警察來維持秩序
[00:02:38.680 --> 00:02:40.180]  因為很多人來看
[00:02:40.180 --> 00:02:42.680]  今早我聽到姊妹跟我分享
[00:02:42.680 --> 00:02:47.180]  紐西蘭有間屋用了十萬元來做燈飾
[00:02:47.180 --> 00:02:50.180]  弄得要跟政府打官司
[00:02:50.180 --> 00:02:52.180]  因為太多人來看
[00:02:52.180 --> 00:02:56.180]  弄得要罰他一千元一天
[00:02:56.180 --> 00:02:57.680]  打官司
[00:02:57.680 --> 00:02:59.180]  我覺得適可而止算了
[00:02:59.180 --> 00:03:00.680]  我們教會也是
[00:03:00.680 --> 00:03:02.680]  適可而止
[00:03:02.680 --> 00:03:05.680]  不要弄得這麼誇張
[00:03:05.680 --> 00:03:07.680]  這些燈飾都是提醒我們
[00:03:07.680 --> 00:03:10.680]  弟兄姊妹聖誕的意思
[00:03:10.680 --> 00:03:11.680]  聖誕有來
[00:03:11.680 --> 00:03:17.680]  不是要來吸引自己去威風
[00:03:17.680 --> 00:03:19.680]  給人去欣賞
[00:03:19.680 --> 00:03:22.680]  但我們今天看剛才讀的經文
[00:03:22.680 --> 00:03:23.680]  我想大家都很熟悉
[00:03:23.680 --> 00:03:26.180]  聖誕的故事都很熟悉
[00:03:26.180 --> 00:03:28.680]  但我們看看耶穌的降生
[00:03:28.680 --> 00:03:31.680]  其實當中重新思想
[00:03:31.680 --> 00:03:34.680]  在耶穌降生那一晚裡
[00:03:34.680 --> 00:03:36.680]  短短發生的這些事
[00:03:36.680 --> 00:03:38.680]  跟我們今天有什麼關係
[00:03:38.680 --> 00:03:40.680]  有什麼意義
[00:03:40.680 --> 00:03:45.680]  我覺得上帝要去安排這些事的發生
[00:03:45.680 --> 00:03:47.680]  絕對不是偶然
[00:03:47.680 --> 00:03:48.680]  當然有一個目的
[00:03:48.680 --> 00:03:49.680]  像Rick Warren經常說
[00:03:49.680 --> 00:03:51.680]  有一個目的
[00:03:51.680 --> 00:03:53.680]  目的是什麼
[00:03:53.680 --> 00:03:55.680]  要我們明白什麼
[00:03:55.680 --> 00:03:58.680]  耶穌降生跟我們的關係是什麼
[00:03:58.680 --> 00:04:01.680]  我們看看聖經裡
[00:04:01.680 --> 00:04:03.680]  再一次看看這段經文
[00:04:03.680 --> 00:04:06.680]  我想在我看這段經文裡
[00:04:06.680 --> 00:04:09.680]  我自己也有一些新的領受
[00:04:09.680 --> 00:04:11.680]  我們每個人都知道
[00:04:11.680 --> 00:04:14.680]  耶穌降生馬槽
[00:04:14.680 --> 00:04:17.680]  是一個卑微的方式
[00:04:17.680 --> 00:04:19.680]  降生的方式
[00:04:19.680 --> 00:04:21.680]  聖經裡說的是
[00:04:21.680 --> 00:04:23.680]  天使跟牧羊人說
[00:04:23.680 --> 00:04:25.680]  你們要見到一個嬰孩
[00:04:25.680 --> 00:04:28.680]  包著布臥在馬槽裡
[00:04:28.680 --> 00:04:31.680]  那就是給你們的記號
[00:04:31.680 --> 00:04:36.680]  嬰孩當時應該都包著布
[00:04:36.680 --> 00:04:38.680]  有一個嬰孩出生
[00:04:38.680 --> 00:04:41.680]  包著布不是一個特別的記號
[00:04:41.680 --> 00:04:44.680]  天使說明這是一個記號
[00:04:44.680 --> 00:04:46.680]  一個特別的記號
[00:04:46.680 --> 00:04:48.680]  你見到嬰孩包著布不是一個記號
[00:04:48.680 --> 00:04:51.680]  但如果嬰孩包著布放在馬槽裡
[00:04:51.680 --> 00:04:53.680]  這個才是記號
[00:04:53.680 --> 00:04:55.680]  為什麼這麼有趣
[00:04:55.680 --> 00:04:58.680]  特別說到這個記號是臥在馬槽裡
[00:04:58.680 --> 00:05:01.680]  也就是說不是那麼多嬰孩出生
[00:05:01.680 --> 00:05:04.680]  當時是放在馬槽裡
