
[00:00:00.000 --> 00:00:04.000]  我想問問大家今天誰手上有帶手錶?
[00:00:04.000 --> 00:00:06.000]  由你舉手吧,讓我看看
[00:00:06.000 --> 00:00:08.000]  有很多人帶手錶
[00:00:08.000 --> 00:00:10.000]  而我沒有手錶
[00:00:10.000 --> 00:00:12.000]  那你提醒我吧
[00:00:12.000 --> 00:00:14.000]  為什麼不帶手錶呢?
[00:00:14.000 --> 00:00:16.000]  其實大家都知道
[00:00:16.000 --> 00:00:18.000]  有很多人用了什麼代替手錶
[00:00:18.000 --> 00:00:20.000]  手機嘛
[00:00:20.000 --> 00:00:22.000]  我也看到時間
[00:00:22.000 --> 00:00:24.000]  現在是11點22分
[00:00:24.000 --> 00:00:30.000]  當然在一個中手錶發展下來的時候
[00:00:30.000 --> 00:00:32.000]  你會發覺到
[00:00:32.000 --> 00:00:38.000]  現在在電視廣告賣手錶的廣告越來越少
[00:00:38.000 --> 00:00:43.000]  以前我小時候有很多中手錶的廣告
[00:00:43.000 --> 00:00:46.000]  特別是日本的手錶
[00:00:46.000 --> 00:00:48.000]  大家留意我
[00:00:48.000 --> 00:00:50.000]  我想起以前
[00:00:50.000 --> 00:00:52.000]  小時候
[00:00:52.000 --> 00:00:54.000]  有一個手錶
[00:00:54.000 --> 00:00:56.000]  我記得是要上鏈的
[00:00:56.000 --> 00:00:58.000]  上鏈的手錶
[00:00:58.000 --> 00:01:02.000]  因為要上鏈才可以走路
[00:01:02.000 --> 00:01:04.000]  直至60年代70年代
[00:01:04.000 --> 00:01:08.000]  就開始出現石英手錶
[00:01:08.000 --> 00:01:10.000]  上鏈機械手錶
[00:01:10.000 --> 00:01:12.000]  這些都是
[00:01:12.000 --> 00:01:14.000]  哪裡最厲害?
[00:01:14.000 --> 00:01:16.000]  歐洲瑞士最厲害
[00:01:16.000 --> 00:01:18.000]  現在來說瑞士仍然出這些機械手錶
[00:01:18.000 --> 00:01:20.000]  當然這些手錶是用來保值的
[00:01:20.000 --> 00:01:22.000]  不是隨便帶出門的
[00:01:22.000 --> 00:01:24.000]  但是一般來說
[00:01:24.000 --> 00:01:26.000]  70年代開始
[00:01:26.000 --> 00:01:30.000]  很多廣告日本的石英手錶出現了
[00:01:30.000 --> 00:01:34.000]  我們發覺整個中手錶的行業
[00:01:34.000 --> 00:01:36.000]  轉移到亞洲裡面
[00:01:36.000 --> 00:01:39.000]  大部份的生意都去了亞洲
[00:01:39.000 --> 00:01:43.000]  當然當時的歐洲中手錶的行業
[00:01:43.000 --> 00:01:48.000]  很多生意的金額都被日本搶走了
[00:01:48.000 --> 00:01:52.000]  很多人會帶便宜又準的手錶
[00:01:52.000 --> 00:01:56.000]  當然時至今日來說
[00:01:56.000 --> 00:01:59.000]  現在很多人有手機都不帶手錶了
[00:01:59.000 --> 00:02:00.000]  當然有帶手錶的
[00:02:00.000 --> 00:02:02.000]  有些智人的手錶又出現了
[00:02:02.000 --> 00:02:04.000]  但是這是一個轉移
[00:02:04.000 --> 00:02:05.000]  但是如果我們不能夠
[00:02:05.000 --> 00:02:10.000]  隨著潮流或者科技的發展進步
[00:02:10.000 --> 00:02:13.000]  很多時候我們就會滯後在當中
[00:02:13.000 --> 00:02:15.000]  很多時候我們可能會
[00:02:15.000 --> 00:02:19.000]  仍然很守舊用著以前的東西
[00:02:19.000 --> 00:02:24.000]  當然如果用這個石英手錶
[00:02:24.000 --> 00:02:28.000]  轉向了不再是機械手錶的時候
[00:02:28.000 --> 00:02:32.000]  這是其中一個很出名的例子
[00:02:32.000 --> 00:02:33.000]  是什麼例子呢
[00:02:33.000 --> 00:02:35.000]  叫做模式轉移的例子
[00:02:35.000 --> 00:02:38.000]  Peladon Shift這個字
[00:02:38.000 --> 00:02:39.000]  模式轉移
[00:02:39.000 --> 00:02:41.000]  就是說這個模式轉移的時候
[00:02:41.000 --> 00:02:43.000]  一個很革新的方法
[00:02:43.000 --> 00:02:47.000]  令到人們的生活從此改變了
[00:02:47.000 --> 00:02:52.000]  當然這是一個商業上的轉移
[00:02:52.000 --> 00:02:55.000]  如果你不跟著它走這條路
[00:02:55.000 --> 00:03:00.000]  你的生意就會被另外一個模式搶走了
[00:03:00.000 --> 00:03:03.000]  仍然有很多這樣的情況發生
[00:03:03.000 --> 00:03:05.000]  譬如以往我們用一些相機
[00:03:05.000 --> 00:03:06.000]  我們用什麼
[00:03:06.000 --> 00:03:07.000]  菲林機
[00:03:07.000 --> 00:03:09.000]  很多我們很出名的
[00:03:09.000 --> 00:03:11.000]  什麼柯達什麼的菲林
[00:03:11.000 --> 00:03:13.000]  現在色微了
[00:03:13.000 --> 00:03:16.000]  甚至有些廠要倒閉了
[00:03:16.000 --> 00:03:18.000]  因為你沒有轉向到
[00:03:18.000 --> 00:03:23.000]  在數碼相機的行業裡面
[00:03:23.000 --> 00:03:26.000]  當然自從智能手機出現了之後
[00:03:26.000 --> 00:03:30.000]  我們的通訊的方式很多都不同了
[00:03:30.000 --> 00:03:33.000]  已經有很多的改變
[00:03:33.000 --> 00:03:39.000]  今天還有人家購物的習慣都改變了
[00:03:39.000 --> 00:03:42.000]  很多是網上的購物
[00:03:42.000 --> 00:03:45.000]  有些直接你按幾個鍵
[00:03:45.000 --> 00:03:47.000]  接著直接送到你門口
[00:03:47.000 --> 00:03:50.000]  以及上班的情況都不同了
[00:03:50.000 --> 00:03:51.000]  特別在疫情的時候
[00:03:51.000 --> 00:03:52.000]  我們多了叫什麼
[00:03:52.000 --> 00:03:53.000]  在家工作
[00:03:53.000 --> 00:03:56.000]  但是現在繼續叫線上的工作
[00:03:56.000 --> 00:03:58.000]  或者遠程的工作
[00:03:58.000 --> 00:04:00.000]  因為基本上有些工作
[00:04:00.000 --> 00:04:03.000]  是不需要你回到公司裡面去做的
[00:04:03.000 --> 00:04:06.000]  你只要在你自己的地方裡面
[00:04:06.000 --> 00:04:07.000]  用電腦
[00:04:07.000 --> 00:04:09.000]  你就可以繼續去工作
[00:04:09.000 --> 00:04:13.000]  甚至有些是和公司距離了
[00:04:13.000 --> 00:04:15.000]  即是隔了
[00:04:15.000 --> 00:04:17.000]  隔了國家
[00:04:17.000 --> 00:04:21.000]  隔了這些很遠很遠的地方
[00:04:21.000 --> 00:04:23.000]  有些人他是
[00:04:23.000 --> 00:04:25.000]  我有一個親戚都是
[00:04:25.000 --> 00:04:26.000]  這些年輕人
[00:04:26.000 --> 00:04:28.000]  他公司在美國
[00:04:28.000 --> 00:04:31.000]  他說你美國上班就不是
[00:04:31.000 --> 00:04:32.000]  我在香港工作而已
[00:04:32.000 --> 00:04:35.000]  不過美國是公司
[00:04:35.000 --> 00:04:36.000]  是聯繫而已
[00:04:36.000 --> 00:04:39.000]  即是很多這樣的工作都是
[00:04:39.000 --> 00:04:41.000]  因為這個時代
[00:04:41.000 --> 00:04:43.000]  科技各方面帶來的方便
[00:04:43.000 --> 00:04:45.000]  以致我們更容易
[00:04:45.000 --> 00:04:47.000]  或者用一個新的方法
[00:04:47.000 --> 00:04:51.000]  去做這些新的事情
[00:04:51.000 --> 00:04:53.000]  當然了
[00:04:53.000 --> 00:04:55.000]  今天我們繼續用新酒
[00:04:55.000 --> 00:04:56.000]  新皮袋
[00:04:56.000 --> 00:04:57.000]  一個主題
[00:04:57.000 --> 00:04:58.000]  一個概念
[00:04:58.000 --> 00:05:00.000]  都要給我們一個思想
[00:05:00.000 --> 00:05:02.000]  究竟今天我們教會
[00:05:02.000 --> 00:05:04.000]  今天我們有一個信徒
[00:05:04.000 --> 00:05:06.000]  在一個時代急促的社會裡面
[00:05:06.000 --> 00:05:08.000]  究竟我們怎樣能夠
[00:05:08.000 --> 00:05:10.000]  繼續為神去得著這些人呢
[00:05:10.000 --> 00:05:12.000]  這是很重要的思考
[00:05:12.000 --> 00:05:14.000]  我們一定要常常繼續思考
[00:05:14.000 --> 00:05:16.000]  有沒有什麼模式的轉移
[00:05:16.000 --> 00:05:17.000]  有沒有一些東西是
[00:05:17.000 --> 00:05:19.000]  更加幫助我們
[00:05:19.000 --> 00:05:21.000]  配合到現代人那種思維
[00:05:21.000 --> 00:05:24.000]  配合到現在的人那種步伐
[00:05:24.000 --> 00:05:26.000]  配合到現在人那種
[00:05:26.000 --> 00:05:28.000]  生活那種模式呢
[00:05:28.000 --> 00:05:30.000]  今天我跟大家看一個題目
[00:05:30.000 --> 00:05:31.000]  就是注入新酒
[00:05:31.000 --> 00:05:32.000]  繼續用這個主題
[00:05:32.000 --> 00:05:35.000]  就是神給你的資源
[00:05:35.000 --> 00:05:36.000]  分開三方面
[00:05:36.000 --> 00:05:37.000]  第一就是
[00:05:37.000 --> 00:05:38.000]  神給我們什麼資源呢
[00:05:38.000 --> 00:05:40.000]  探索精神
[00:05:40.000 --> 00:05:44.000]  第二是無限創意
[00:05:44.000 --> 00:05:47.000]  第三就是勇敢的心
[00:05:47.000 --> 00:05:49.000]  我就用大衛在第十七章
[00:05:49.000 --> 00:05:51.000]  十五二記上十七章裡面
[00:05:51.000 --> 00:05:53.000]  繼續看大衛
[00:05:53.000 --> 00:05:55.000]  我們在一個故事裡面
[00:05:55.000 --> 00:05:57.000]  特別我們知道這個
[00:05:57.000 --> 00:06:00.000]  是跟比利時人的戰爭裡面
[00:06:00.000 --> 00:06:02.000]  一個體會
[00:06:02.000 --> 00:06:04.000]  大家知道
[00:06:04.000 --> 00:06:07.000]  以色列各十二支派
[00:06:07.000 --> 00:06:10.000]  他們在約書亞的領導之下
[00:06:10.000 --> 00:06:12.000]  就已經進入了迦蘭地
[00:06:12.000 --> 00:06:14.000]  特別大部分在中部
[00:06:14.000 --> 00:06:17.000]  這些高原平原的地方居住
[00:06:17.000 --> 00:06:19.000]  而比利時人
[00:06:19.000 --> 00:06:21.000]  他仍然是在他的西部
[00:06:21.000 --> 00:06:23.000]  西南部沿海的地方
[00:06:23.000 --> 00:06:26.000]  是幾個城市裡面出現的
[00:06:26.000 --> 00:06:30.000]  所以在士司的時期
[00:06:30.000 --> 00:06:31.000]  你會常常看到
[00:06:31.000 --> 00:06:33.000]  神要興起士司
[00:06:33.000 --> 00:06:36.000]  去抵抗
[00:06:36.000 --> 00:06:38.000]  這些非利時人的侵襲
[00:06:38.000 --> 00:06:40.000]  他們在沿岸一路
[00:06:40.000 --> 00:06:42.000]  想來到中部的平原裡面
[00:06:42.000 --> 00:06:43.000]  很多的襲擊
[00:06:43.000 --> 00:06:46.000]  神不斷興起士司
[00:06:46.000 --> 00:06:47.000]  直到以色列覺得
[00:06:47.000 --> 00:06:49.000]  不要緊
[00:06:49.000 --> 00:06:51.000]  我們希望成為一個國家
[00:06:51.000 --> 00:06:52.000]  我們希望有皇帝
