
[00:00:00.000 --> 00:00:04.920]  詩篇63篇是私人大衛在抗疫的時候
[00:00:04.920 --> 00:00:07.760]  做的一段的討文
[00:00:07.760 --> 00:00:11.880]  這一篇的詩篇就相當多人熟悉
[00:00:11.880 --> 00:00:14.720]  也都相當多人喜愛
[00:00:14.720 --> 00:00:15.960]  我想大概的原因
[00:00:15.960 --> 00:00:18.720]  因為這一篇的詩篇成為很多人
[00:00:18.720 --> 00:00:20.120]  在失望的時候
[00:00:20.120 --> 00:00:21.920]  在困境的時候
[00:00:21.920 --> 00:00:23.840]  一個很大的幫助
[00:00:23.840 --> 00:00:27.160]  讓我們一同在這個詩篇裡面
[00:00:27.160 --> 00:00:31.000]  一同學習神的慈愛
[00:00:31.000 --> 00:00:35.000]  當我們要說要理解這一篇詩篇的時候
[00:00:35.000 --> 00:00:39.600]  我們首先需要更加多知道
[00:00:39.600 --> 00:00:43.760]  大衛當時的心境是什麼
[00:00:43.760 --> 00:00:47.160]  當時他所經歷的是什麼事情
[00:00:47.160 --> 00:00:50.160]  在詩篇一開始的時候
[00:00:50.160 --> 00:00:53.640]  在詩篇第一節的註腳那裡
[00:00:53.640 --> 00:00:59.280]  大衛在猶大抗疫時所作的詩
[00:00:59.280 --> 00:01:02.840]  而詩篇的內容就告訴我們
[00:01:02.840 --> 00:01:07.760]  當時是有人尋索他的命
[00:01:07.760 --> 00:01:08.960]  我想問大家
[00:01:08.960 --> 00:01:12.720]  大家知不知道大衛在他一生當中
[00:01:12.720 --> 00:01:16.080]  被人追殺過多少次
[00:01:16.080 --> 00:01:19.040]  根據《聖經》的記載
[00:01:19.040 --> 00:01:22.120]  大衛在他一生的年日裡被人追殺過兩次
[00:01:22.120 --> 00:01:26.560]  第一次在他還沒有成為以色列王之前
[00:01:26.560 --> 00:01:29.520]  他被數羅王所追殺
[00:01:29.520 --> 00:01:31.080]  這是第二次
[00:01:31.080 --> 00:01:33.320]  第二次就是在他的晚期
[00:01:33.320 --> 00:01:35.920]  當時他已經成為皇帝的時候
[00:01:35.920 --> 00:01:39.680]  被他自己的親生兒子亞沙隆所追殺
[00:01:39.680 --> 00:01:42.280]  如果我們看第十一節的時候
[00:01:42.280 --> 00:01:45.480]  在詩篇裡面大衛說他自己是王
[00:01:45.480 --> 00:01:48.880]  所以我們很大的理由相信
[00:01:48.880 --> 00:01:50.600]  在這篇詩篇的時候
[00:01:50.600 --> 00:01:53.120]  大衛已經是以色列的王
[00:01:53.120 --> 00:01:58.880]  他是為了逃避他的兒子亞沙隆的追殺
[00:01:58.880 --> 00:02:00.680]  去到抗疫的時候
[00:02:00.680 --> 00:02:02.200]  寫的一篇詩篇
[00:02:02.200 --> 00:02:04.960]  我們要明白這篇詩篇
[00:02:04.960 --> 00:02:07.720]  裡面所表達的情懷的時候
[00:02:07.720 --> 00:02:09.360]  我們一定要首先明白
[00:02:09.360 --> 00:02:12.840]  大衛在他整個人生的經歷裡面
[00:02:12.840 --> 00:02:16.840]  他所經歷的心路歷程是些什麼
[00:02:16.840 --> 00:02:18.320]  大家都知道
[00:02:18.320 --> 00:02:21.560]  我相信大家熟悉大衛王的故事的人
[00:02:21.560 --> 00:02:24.440]  都知道他年輕的時候
[00:02:24.440 --> 00:02:29.600]  他是一個牧羊羊群的年輕人
[00:02:29.600 --> 00:02:32.800]  他在牧羊的過程裡面
[00:02:32.800 --> 00:02:34.960]  他很經歷到神的同在
[00:02:34.960 --> 00:02:36.120]  神的大能
[00:02:36.120 --> 00:02:36.880]  為什麼呢?
[00:02:36.880 --> 00:02:38.800]  因為他記載說
[00:02:38.800 --> 00:02:40.200]  他在牧羊的時候
[00:02:40.200 --> 00:02:43.640]  當有野獸來攻擊他的羊的時候
[00:02:43.640 --> 00:02:47.040]  這個年輕人不會因為野獸而懼怕
[00:02:47.040 --> 00:02:47.600]  他怎樣呢?
[00:02:47.600 --> 00:02:49.000]  他跟那些野獸搏鬥
[00:02:49.000 --> 00:02:53.120]  因為他相信神的同在與大能
[00:02:53.120 --> 00:02:55.320]  到他再年長一點
[00:02:55.320 --> 00:02:57.360]  聖經的記載就是說
[00:02:57.360 --> 00:03:02.080]  他跟高大過去很多的哥利亞打過
[00:03:02.080 --> 00:03:07.960]  也因為這一場奇特的勝利
[00:03:07.960 --> 00:03:14.680]  可以說是讓大衛成為以色列王的鋪路
[00:03:14.680 --> 00:03:18.280]  好了,接著他被蘇羅王所追殺
[00:03:18.280 --> 00:03:21.520]  我們看到整個過程
[00:03:21.520 --> 00:03:24.520]  大衛都是一個很具敬畏神的人
[00:03:24.520 --> 00:03:25.320]  為什麼呢?
[00:03:25.320 --> 00:03:26.320]  因為有一次
[00:03:26.320 --> 00:03:29.000]  雖然他當時是被蘇羅王所追殺
[00:03:29.000 --> 00:03:31.680]  但是有一次他明明有機會
[00:03:31.680 --> 00:03:34.000]  可以殺了蘇羅王
[00:03:34.000 --> 00:03:35.840]  但是他沒有這樣做
[00:03:35.840 --> 00:03:38.040]  他沒有這樣做的原因是什麼?
[00:03:38.040 --> 00:03:39.760]  因為他自己說的
[00:03:39.760 --> 00:03:46.400]  因為他不能夠下手去傷害一個神所高立的君王
[00:03:46.400 --> 00:03:48.880]  所以看到大衛王整個人生裡面
[00:03:48.880 --> 00:03:51.000]  是一個充滿敬畏神的人
[00:03:51.000 --> 00:03:55.840]  你可以看到從一個無有懼怕的牧羊童
[00:03:55.840 --> 00:03:59.960]  成為一個以色列的大能的戰士
[00:03:59.960 --> 00:04:03.240]  接著成為以色列國的君王
[00:04:03.240 --> 00:04:06.680]  在整個的歷程裡面
[00:04:06.680 --> 00:04:11.040]  可以說大衛王經歷了無數的戰爭
[00:04:11.040 --> 00:04:12.240]  不過很不幸
[00:04:12.240 --> 00:04:15.680]  在來到晚期的時候
[00:04:15.680 --> 00:04:19.200]  當他的王位很鞏固了
[00:04:19.200 --> 00:04:24.320]  當不再有任何的戰爭需要他打的時候
[00:04:24.320 --> 00:04:29.800]  你會發覺大衛王當時從一個大能的戰士
[00:04:29.800 --> 00:04:34.040]  變成一個安逸的皇帝
[00:04:34.040 --> 00:04:38.360]  最後因為眼目的情慾犯了奸淫
[00:04:38.360 --> 00:04:40.160]  為了掩飾他的罪行
[00:04:40.160 --> 00:04:42.480]  最後一錯再錯
[00:04:42.480 --> 00:04:44.840]  要借刀殺人
[00:04:44.840 --> 00:04:48.080]  不過神所愛的他必管教
[00:04:48.080 --> 00:04:51.000]  神必不以有罪為無罪
[00:04:51.000 --> 00:04:54.680]  所以神的審判和懲罰就臨到
[00:04:54.680 --> 00:04:57.320]  如果我們看這個《撒姆爾記下》
[00:04:57.320 --> 00:05:00.440]  《撒姆爾記下》的十二章九到十節
[00:05:00.440 --> 00:05:04.160]  先知就和大衛說
[00:05:04.160 --> 00:05:06.880]  他說你犯了一連串的罪
[00:05:06.880 --> 00:05:08.080]  在第十節說
[00:05:08.080 --> 00:05:10.640]  所以刀劍
[00:05:10.640 --> 00:05:13.240]  必永不離開你的家
[00:05:13.240 --> 00:05:14.520]  我想問一下大家
[00:05:14.520 --> 00:05:17.280]  大家知不知道大衛王有多少個老婆
[00:05:17.280 --> 00:05:19.880]  有多少個子女
[00:05:19.880 --> 00:05:21.000]  根據聖經的記載
[00:05:21.000 --> 00:05:24.640]  他最少有七個太太
[00:05:24.640 --> 00:05:27.680]  有無數很多個妃嬪
[00:05:27.680 --> 00:05:29.120]  有十九個兒子
[00:05:29.120 --> 00:05:30.320]  一個女兒
[00:05:30.320 --> 00:05:31.960]  當然我相信不止這麼多
[00:05:31.960 --> 00:05:34.120]  只不過聖經記載是這麼多
[00:05:34.120 --> 00:05:38.760]  大家可不可以想像到一個這麼大的家庭
[00:05:38.760 --> 00:05:42.360]  會不會是一個和諧的家庭
[00:05:42.360 --> 00:05:43.600]  我印象很深刻
[00:05:43.600 --> 00:05:45.760]  在我童年的時候
[00:05:45.760 --> 00:05:48.040]  我有一個親戚
[00:05:48.040 --> 00:05:50.240]  他在國內的鄉下
[00:05:50.240 --> 00:05:51.920]  當然有一個太太
[00:05:51.920 --> 00:05:55.280]  在鄉下去了城市那裡
[00:05:55.280 --> 00:05:55.920]  應該是廣州
[00:05:55.920 --> 00:05:58.000]  他在城市那裡工作
[00:05:58.000 --> 00:06:01.320]  出到城市的時候又娶了一個老婆
[00:06:01.320 --> 00:06:04.480]  城市工作沒多久就到了香港
[00:06:04.480 --> 00:06:06.960]  在香港又娶了一個老婆
[00:06:06.960 --> 00:06:07.960]  三個老婆
[00:06:07.960 --> 00:06:09.360]  但是奇怪的是
[00:06:09.360 --> 00:06:13.120]  三個太太都不知道對方的存在
[00:06:13.120 --> 00:06:14.880]  不過紙包不住火
[00:06:14.880 --> 00:06:18.040]  最後三個太太在香港會合
[00:06:18.040 --> 00:06:20.680]  最後三個太太都見到面
[00:06:20.680 --> 00:06:23.320]  知道對方的存在的時候
[00:06:23.320 --> 00:06:25.200]  家無寧日
[00:06:25.200 --> 00:06:30.400]  在我童年就知道他們的吵吵鬧鬧
[00:06:30.400 --> 00:06:32.800]  所以我從很幼年
[00:06:32.800 --> 00:06:36.280]  小時候就知道男人只可以有一個老婆
[00:06:36.280 --> 00:06:37.160]  不可以多的
[00:06:37.160 --> 00:06:38.920]  否則很麻煩的
[00:06:38.920 --> 00:06:40.680]  所以我很不明白
[00:06:40.680 --> 00:06:42.200]  我很不明白的是
[00:06:42.200 --> 00:06:44.720]  伊斯蘭教的恐怖分子經常說
[00:06:44.720 --> 00:06:46.600]  我只要在聖戰裡面
[00:06:46.600 --> 00:06:49.720]  為我們所信的真主犧牲我的性命的時候
[00:06:49.720 --> 00:06:54.000]  天國有七個處女等著我們做老婆的
[00:06:54.000 --> 00:06:57.040]  我在想七個老婆在這個天國
[00:06:57.040 --> 00:07:00.160]  這個天國我不是很期望
[00:07:00.160 --> 00:07:02.640]  我相信在如此一個天堂裡面
[00:07:02.640 --> 00:07:05.800]  必定的自殺率會很高
[00:07:05.800 --> 00:07:08.520]  雖然大衛沒有自殺
[00:07:08.520 --> 00:07:12.880]  但是正如先知所說
[00:07:12.880 --> 00:07:18.720]  刀劍不斷的在大衛的家族裡面發生
[00:07:18.720 --> 00:07:22.320]  最後他其中一個兒子阿沙隆
[00:07:22.320 --> 00:07:24.520]  為了爭奪王位
[00:07:24.520 --> 00:07:26.880]  最後密謀造反
[00:07:26.880 --> 00:07:28.960]  就在這個處境裡面
[00:07:28.960 --> 00:07:32.520]  大衛就走到曠野逃命
[00:07:32.520 --> 00:07:33.720]  你可以這樣看
[00:07:33.720 --> 00:07:34.800]  大衛的生命
[00:07:34.800 --> 00:07:37.400]  大衛整個人生大起大跌
[00:07:37.400 --> 00:07:39.520]  有榮耀也有羞辱
[00:07:39.520 --> 00:07:43.000]  有成功也有失敗
[00:07:43.000 --> 00:07:45.920]  也有萬人景仰的時候
[00:07:45.920 --> 00:07:49.800]  也有落寞失勢的時候
[00:07:49.800 --> 00:07:53.080]  你想一想如果你是大衛
[00:07:53.080 --> 00:07:56.440]  經歷如此的大起大跌的人生
[00:07:56.440 --> 00:07:58.760]  在曠野那一剎那
[00:07:58.760 --> 00:08:02.680]  你猜你當時的感受是怎樣的呢?
[00:08:02.680 --> 00:08:06.640]  我想大概會有兩種不同類型的反應
[00:08:06.640 --> 00:08:07.520]  第一
[00:08:07.520 --> 00:08:08.800]  意志消沉
[00:08:08.800 --> 00:08:10.640]  怨天尤人
[00:08:10.640 --> 00:08:13.840]  一是你不仁我不義
[00:08:13.840 --> 00:08:15.880]  馬上就去計劃
[00:08:15.880 --> 00:08:17.840]  發起軍動的反擊行動
[00:08:17.840 --> 00:08:20.560]  重奪王權
[00:08:20.560 --> 00:08:21.960]  但很有趣
[00:08:21.960 --> 00:08:24.800]  在《聖經》這個詩篇裡面
[00:08:24.800 --> 00:08:29.800]  你並找不到這兩種情感在裡面
[00:08:29.800 --> 00:08:31.000]  我們找到的是
[00:08:31.000 --> 00:08:34.840]  大衛竟然從心底裡發出一句話
[00:08:34.840 --> 00:08:36.280]  神啊
[00:08:36.280 --> 00:08:38.280]  祢是我的神
[00:08:38.280 --> 00:08:40.760]  我要切切的尋求祢
[00:08:40.760 --> 00:08:42.240]  在乾旱疲乏
[00:08:42.240 --> 00:08:44.000]  無水之地
[00:08:44.000 --> 00:08:46.200]  我渴想祢
[00:08:46.200 --> 00:08:48.680]  我的心切無離
[00:08:48.680 --> 00:08:51.840]  很奇怪吧
[00:08:51.840 --> 00:08:53.440]  為什麼?
[00:08:53.440 --> 00:08:56.200]  反而在一個曠野裡面
[00:08:56.200 --> 00:08:59.400]  大衛會找到神
[00:08:59.400 --> 00:09:01.560]  人豈不是應該在
[00:09:01.560 --> 00:09:02.440]  聖殿
[00:09:02.440 --> 00:09:05.240]  聖所裡面找到神的嗎?
[00:09:05.240 --> 00:09:07.200]  在乾旱
[00:09:07.200 --> 00:09:08.120]  疲乏
[00:09:08.120 --> 00:09:10.280]  無水之地
[00:09:10.280 --> 00:09:13.280]  人豈不是應該要找水的嗎?
[00:09:13.280 --> 00:09:15.840]  人豈不是應該要找食物的嗎?
[00:09:15.840 --> 00:09:18.920]  為何會在一個什麼都沒有的地方裡面
[00:09:18.920 --> 00:09:21.800]  去找神呢?
[00:09:21.800 --> 00:09:25.160]  反而在一個什麼都沒有的地方裡面
[00:09:25.160 --> 00:09:31.040]  大衛為何會渴想和切無神呢?
[00:09:31.040 --> 00:09:32.000]  我猜
[00:09:32.000 --> 00:09:33.760]  我們如果看回《聖經》的時候
[00:09:33.760 --> 00:09:36.040]  我們翻查《聖經》
[00:09:36.040 --> 00:09:37.760]  你會發覺《聖經》裡面
[00:09:37.760 --> 00:09:41.520]  講到曠野是一個很特殊的意義
[00:09:41.520 --> 00:09:43.920]  不同的經文都告訴我們
[00:09:43.920 --> 00:09:45.400]  人在曠野裡面
