
[00:00:00.000 --> 00:00:05.380]  我們今天想跟大家看《約翰一書》第一章
[00:00:05.380 --> 00:00:09.480]  《約翰一書》是仕途約翰寫的
[00:00:09.480 --> 00:00:12.040]  同一個是寫約翰福音
[00:00:12.040 --> 00:00:14.340]  和啟示錄的作者
[00:00:14.340 --> 00:00:18.700]  他寫這本書大概在七八十年代
[00:00:18.700 --> 00:00:23.300]  不是1978年代,是公元七八十年代
[00:00:23.300 --> 00:00:27.400]  這本是《新約聖經》其中一本最後一本書
[00:00:27.400 --> 00:00:29.700]  所以他寫這本書的時候
[00:00:29.700 --> 00:00:32.780]  很多和他那時候的蓬佩的仕途
[00:00:32.780 --> 00:00:35.580]  都已經殉道或者離世
[00:00:35.580 --> 00:00:36.860]  從人的角度來講
[00:00:36.860 --> 00:00:39.420]  約翰是一個有一點孤單的人
[00:00:39.420 --> 00:00:41.220]  他寫這本書
[00:00:41.220 --> 00:00:44.300]  應該是在爾弗所寫的
[00:00:44.300 --> 00:00:46.600]  是寫給當地的教會
[00:00:46.600 --> 00:00:50.180]  這本書沒有一個很清晰的主題
[00:00:50.180 --> 00:00:54.280]  好像都是一本普通教導的書信
[00:00:54.280 --> 00:00:58.360]  我自己是個老師來的工作
[00:00:58.620 --> 00:00:59.900]  但是從我老師的眼光去看
[00:00:59.900 --> 00:01:01.700]  這個《約翰一書》
[00:01:01.700 --> 00:01:03.480]  有一點點像
[00:01:03.480 --> 00:01:06.040]  一些老師的教學筆記
[00:01:06.040 --> 00:01:07.840]  他每一樣都講一些
[00:01:07.840 --> 00:01:10.900]  他又會講一些
[00:01:10.900 --> 00:01:15.520]  又有大前提,也有一些很具體的應用
[00:01:15.520 --> 00:01:17.300]  有些總結
[00:01:17.300 --> 00:01:19.620]  每樣東西都重複,每樣東西都講幾次
[00:01:19.620 --> 00:01:20.640]  所以呢
[00:01:20.640 --> 00:01:21.920]  《約翰一書》
[00:01:21.920 --> 00:01:22.940]  很容易看
[00:01:22.940 --> 00:01:24.220]  你看第一章的時候
[00:01:24.220 --> 00:01:25.240]  看漏了一些東西
[00:01:25.240 --> 00:01:26.020]  不要緊
[00:01:26.020 --> 00:01:27.300]  第三章就會走出來
[00:01:27.560 --> 00:01:31.920]  所以大家如果想做少少深入的查經
[00:01:31.920 --> 00:01:32.940]  不妨
[00:01:32.940 --> 00:01:35.500]  用《約翰書信》做一個對象
[00:01:35.500 --> 00:01:37.540]  因為很容易看
[00:01:37.540 --> 00:01:40.100]  不怕看漏東西,他會自己重複
[00:01:40.100 --> 00:01:43.940]  整本《約翰一書》的主題
[00:01:43.940 --> 00:01:45.740]  就是上帝的愛
[00:01:45.740 --> 00:01:46.760]  所以愛這個字
[00:01:46.760 --> 00:01:49.320]  在《約翰一書》中出現了40次
[00:01:49.320 --> 00:01:51.620]  而《約翰一書》第一章
[00:01:51.620 --> 00:01:54.180]  結構大概就是這樣的
[00:01:54.180 --> 00:01:55.460]  第一
[00:01:55.980 --> 00:01:59.320]  就是耶穌既是我們的神
[00:01:59.320 --> 00:02:01.100]  也是我們的朋友
[00:02:01.100 --> 00:02:02.380]  第二
[00:02:02.380 --> 00:02:04.940]  我們要效法主耶穌
[00:02:04.940 --> 00:02:06.220]  第三
[00:02:06.220 --> 00:02:09.300]  悔改應該是我們的生活模式
[00:02:09.300 --> 00:02:11.860]  耶穌是我們的神和朋友
[00:02:11.860 --> 00:02:13.640]  我們要效法耶穌
[00:02:13.640 --> 00:02:16.460]  悔改應該是我們的生活方式
[00:02:16.460 --> 00:02:19.780]  我們不妨看看經文
[00:02:19.780 --> 00:02:23.880]  我們可以看看
[00:02:24.660 --> 00:02:26.720]  第一節的經文
[00:02:26.720 --> 00:02:35.400]  論到太初就已經存在的生命之道
[00:02:35.400 --> 00:02:37.460]  就是我們所聽見
[00:02:37.460 --> 00:02:39.240]  親眼所看見
[00:02:39.240 --> 00:02:40.780]  仔細觀察過
[00:02:40.780 --> 00:02:42.840]  親手摸過的
[00:02:42.840 --> 00:02:45.400]  這是主耶穌
[00:02:45.400 --> 00:02:47.180]  有幾個描述
[00:02:47.180 --> 00:02:48.980]  主耶穌是
[00:02:48.980 --> 00:02:51.020]  太初就已經存在
[00:02:51.020 --> 00:02:53.580]  即是未有時間之前
[00:02:54.100 --> 00:02:55.380]  已經有主耶穌
[00:02:55.380 --> 00:02:56.400]  第二
[00:02:56.400 --> 00:02:58.440]  祂進入人類的歷史
[00:02:58.440 --> 00:02:59.980]  而且活在我們當中
[00:02:59.980 --> 00:03:01.000]  第三
[00:03:01.000 --> 00:03:02.540]  祂帶生命給我們
[00:03:02.540 --> 00:03:04.600]  而祂的道
[00:03:04.600 --> 00:03:05.620]  是繼續
[00:03:05.620 --> 00:03:06.900]  孕育著新生命
[00:03:06.900 --> 00:03:11.000]  什麼叫太初就已經存在呢?
[00:03:11.000 --> 00:03:15.860]  這不是講科學
[00:03:15.860 --> 00:03:19.200]  大家對科學對物理有什麼興趣有什麼了解都不要緊
[00:03:19.200 --> 00:03:22.780]  如果未有時間
[00:03:23.280 --> 00:03:24.560]  祂就已經存在
[00:03:24.560 --> 00:03:26.860]  即是說祂就是神
[00:03:26.860 --> 00:03:27.640]  這麼簡單
[00:03:27.640 --> 00:03:30.700]  因為沒有人能夠作出這樣的宣稱
[00:03:30.700 --> 00:03:34.040]  唯一一個可以在未有時間已經存在的
[00:03:34.040 --> 00:03:35.060]  就是神
[00:03:35.060 --> 00:03:36.340]  至於
[00:03:36.340 --> 00:03:38.640]  耶穌進入人類的歷史是什麼呢?
[00:03:38.640 --> 00:03:40.180]  就是祂被人看過
[00:03:40.180 --> 00:03:41.200]  被人聽過
[00:03:41.200 --> 00:03:42.480]  被人摸過
[00:03:42.480 --> 00:03:44.280]  為了什麼呢?
[00:03:44.280 --> 00:03:47.600]  今時今日
[00:03:47.600 --> 00:03:48.880]  很流行一個字
[00:03:48.880 --> 00:03:51.180]  叫做「鐵地」
[00:03:52.200 --> 00:03:58.600]  特別是在看壇、娛樂圈、政界
[00:03:58.600 --> 00:04:00.400]  有名聲的人
[00:04:00.400 --> 00:04:01.680]  你都希望
[00:04:01.680 --> 00:04:03.720]  被人稱讚是「鐵地」
[00:04:03.720 --> 00:04:05.760]  耶穌來
[00:04:05.760 --> 00:04:06.780]  人類歷史
[00:04:06.780 --> 00:04:09.860]  是否就是為了開創這個潮流呢?
[00:04:09.860 --> 00:04:14.480]  耶穌來真的很「鐵地」,祂活在人當中
[00:04:14.480 --> 00:04:16.780]  祂不是為了開創潮流
[00:04:16.780 --> 00:04:18.320]  祂的「鐵地」
[00:04:18.320 --> 00:04:21.640]  是有非常之高昂的代價
[00:04:22.400 --> 00:04:24.460]  祂要來承受我們需要承受的苦
[00:04:24.460 --> 00:04:27.020]  祂要去承擔我們犯的罪
[00:04:27.020 --> 00:04:27.780]  最後
[00:04:27.780 --> 00:04:29.580]  要為我們所做的一切
[00:04:29.580 --> 00:04:31.620]  受死、釘十字架
[00:04:31.620 --> 00:04:33.420]  所以祂來
[00:04:33.420 --> 00:04:34.180]  那種「鐵地」
[00:04:34.180 --> 00:04:35.460]  耶穌那種「鐵地」
[00:04:35.460 --> 00:04:38.280]  不是來給人高舉的
[00:04:38.280 --> 00:04:41.600]  而是給祂日後的門徒
[00:04:41.600 --> 00:04:42.880]  去學習
[00:04:42.880 --> 00:04:43.900]  去效法
[00:04:43.900 --> 00:04:45.440]  祂的生命
[00:04:45.440 --> 00:04:46.720]  帶給我們生命
[00:04:46.720 --> 00:04:50.300]  祂的道、祂的說話會繼續帶來新生命
[00:04:50.300 --> 00:04:51.340]  所以呢
[00:04:52.880 --> 00:04:53.660]  如果這樣看
[00:04:53.660 --> 00:04:54.440]  第一節
[00:04:54.440 --> 00:04:59.280]  不是叫我們去讚歎太初之前又有的道真厲害
[00:04:59.280 --> 00:05:00.300]  而是甚麼呢
[00:05:00.300 --> 00:05:03.120]  原來這個太初之前有的道
[00:05:03.120 --> 00:05:05.160]  是要我們去效法
[00:05:05.160 --> 00:05:05.920]  繼續
[00:05:05.920 --> 00:05:07.720]  去宣揚這個生命之道
[00:05:07.720 --> 00:05:10.020]  為甚麼約翰要寫這封信
[00:05:10.020 --> 00:05:11.560]  因為他要效法寄道
[00:05:11.560 --> 00:05:13.900]  要繼續宣揚這個生命之道
[00:05:13.900 --> 00:05:16.220]  如果我們將
[00:05:16.220 --> 00:05:18.000]  所以我們可以將第一節
[00:05:18.000 --> 00:05:19.540]  由頭到尾這樣看也可以
[00:05:19.540 --> 00:05:20.840]  你倒轉頭看也可以
[00:05:20.840 --> 00:05:21.860]  就是甚麼呢
[00:05:22.360 --> 00:05:23.480]  就是誰
[00:05:23.480 --> 00:05:24.500]  誰
[00:05:24.500 --> 00:05:26.800]  在神道得到新生命
[00:05:26.800 --> 00:05:29.360]  就要有所行動
