
[00:00:00.000 --> 00:00:04.000]  丁姊妹,現在要講午安吧?過了十二點了!
[00:00:04.000 --> 00:00:11.000]  歡迎大家來到教會一同敬拜,一同來敘事,並且一齊學習聖經的話。
[00:00:11.000 --> 00:00:19.000]  很開心能夠在這個八十五週年的培靈會當中擔任分享信息。
[00:00:19.000 --> 00:00:24.000]  我存著很大的期待,跟大家講這一篇信息。
[00:00:24.000 --> 00:00:27.000]  我們先低頭祈禱,預備我們心來聽到。
[00:00:30.000 --> 00:00:39.000]  前面上帝,慈愛主,我們多謝祢,是祢的恩,是祢的愛,以致我們能夠在這個聚集,這個禮堂當中敬拜祢。
[00:00:39.000 --> 00:00:48.000]  我們很想將我們對祢的心聲,對祢的愛,對祢的感恩,用詩歌,用禱告去表達出來。
[00:00:48.000 --> 00:00:58.000]  主,我們對祢的贊頌,我們對祢的感恩,求祢越立,求祢喜歡,求祢欣賞,我們感恩對祢的讚美。
[00:00:59.000 --> 00:01:10.000]  我們打開聖經學習祢的話,祈求主賜福,祢聖靈向祢說話,祢知道祢的需要,祈求祢向祢講祢的信息。
[00:01:10.000 --> 00:01:18.000]  以致我們能夠聽得清楚明白,讓我們心領神會,更加叫我們能夠助言喜行,實踐行道。
[00:01:18.000 --> 00:01:21.000]  我們祈禱奉耶穌基督聖名,下門。
[00:01:26.000 --> 00:01:34.000]  經文第四十四節,是記載耶穌釘十字架其中一個片段。
[00:01:34.000 --> 00:01:42.000]  它這樣說:那時大約是正午,全地都黑暗了,直到下午三點鐘。
[00:01:42.000 --> 00:01:53.000]  四十五節,太陽變黑了,電的萬子蟲當中列為兩半。
[00:01:54.000 --> 00:02:00.000]  這兩節聖經,你看到黑暗變黑,是重複的出現。
[00:02:00.000 --> 00:02:11.000]  應該是烈日當空,應該是太陽最猛的時候,聖經說全地都黑暗。
[00:02:11.000 --> 00:02:20.000]  而且因為連光的來源,光的源頭,太陽都變黑了。
[00:02:21.000 --> 00:02:25.000]  所以,他說全地黑暗。
[00:02:25.000 --> 00:02:32.000]  而黑暗這個說法,其實在前一章聖經,第二十二章,
[00:02:32.000 --> 00:02:40.000]  在一個地方,當大隊人馬來到赫西瑪利園,要捉拿耶穌的時候,
[00:02:40.000 --> 00:02:43.000]  當時已經耶穌這樣說:
[00:02:44.000 --> 00:02:52.000]  我天天和你們在聖殿,你們不下手,現在卻是你的時候,黑暗掌權了。
[00:02:52.000 --> 00:03:01.000]  現在你來捉我了,現在是你們的時候,這個是黑暗的時候了。
[00:03:01.000 --> 00:03:12.000]  意思就是說,黑暗的勢力全面接管了,黑暗全方位掌控了。
[00:03:13.000 --> 00:03:20.000]  黑暗籠罩了全片大地,黑暗佈滿了整個地方。
[00:03:20.000 --> 00:03:32.000]  或者反過來說,光明從整片大地全面撤退,光明再沒有立足之地。
[00:03:32.000 --> 00:03:41.000]  通常在黑暗的時候,我們感覺到山雨欲來,我們提高警覺。
[00:03:42.000 --> 00:03:48.000]  黑暗的時候我們不確定前路,我們看不清前景。
[00:03:48.000 --> 00:03:58.000]  黑暗也意味著,這個世界不似預期,事情的發展不按常理,不按邏輯,
[00:03:58.000 --> 00:04:03.000]  一直以為是對的事情,突然間變為錯的。
[00:04:03.000 --> 00:04:10.000]  所以有時候我們很無奈的慨嘆,這個是黑暗的日子。
[00:04:11.000 --> 00:04:16.000]  黑暗日子有什麼好做呢?我們可以做什麼呢?
[00:04:16.000 --> 00:04:24.000]  我們說算了吧,浪費力氣,人未現輕,做得到什麼?
[00:04:24.000 --> 00:04:34.000]  或者我們說反正都做不到什麼實質的改變,不能改變大局,做來做什麼?
[00:04:34.000 --> 00:04:40.000]  不如躺平吧,等候命運的安排吧。
[00:04:41.000 --> 00:04:43.000]  這個是我們的想法。
[00:04:43.000 --> 00:04:50.000]  今天的經文《路加》列出了四組的人物:
[00:04:50.000 --> 00:04:58.000]  四十七節,百夫長;四十八節,圍觀,聚集圍觀的人群;
[00:04:58.000 --> 00:05:02.000]  四十九節,一些熟悉耶穌、跟從耶穌的婦女;
[00:05:02.000 --> 00:05:06.000]  以及第五十節,約瑟。
[00:05:06.000 --> 00:05:09.000]  《路加》列出了這四組人物。
[00:05:10.000 --> 00:05:14.000]  他們說在人類歷史最黑暗的時候,他們不是不做事,
[00:05:14.000 --> 00:05:19.000]  他們不是說做不到事,他們做了一些事。
[00:05:19.000 --> 00:05:24.000]  所以今天我們用大概半個小時來看看,
[00:05:24.000 --> 00:05:31.000]  究竟這四組的人在《路加》筆下,他們做了些什麼事。
[00:05:31.000 --> 00:05:37.000]  先看第一個,百夫長。
[00:05:38.000 --> 00:05:42.000]  百夫長四十七節說:「看見所發生的事,
[00:05:42.000 --> 00:05:47.000]  就歸榮耀給神說,這人真是個異人。」
[00:05:47.000 --> 00:05:54.000]  百夫長是羅馬軍隊編制當中的中層軍官,
[00:05:54.000 --> 00:05:57.000]  手下有一百名士兵。
[00:05:57.000 --> 00:06:03.000]  百夫長今天來到這地方,各他執行死刑、釘十字架,
[00:06:03.000 --> 00:06:06.000]  監察著整個行刑的過程。
[00:06:07.000 --> 00:06:12.000]  只要按照既定的程序,不要走反,那就可以收工了。
[00:06:12.000 --> 00:06:16.000]  不過今天,百夫長臨收工之前,
[00:06:16.000 --> 00:06:22.000]  說了一句很奇怪、很令人意外的話。
[00:06:22.000 --> 00:06:26.000]  他說:「這人真是個異人。」
[00:06:26.000 --> 00:06:31.000]  為什麼我們說他奇怪,為什麼說他令人意外呢?
[00:06:31.000 --> 00:06:33.000]  因為他不符事實。
[00:06:33.000 --> 00:06:35.000]  為什麼不符事實呢?
[00:06:36.000 --> 00:06:42.000]  釘十字架的死囚,一定是罪大惡極的壞人、惡人。
[00:06:42.000 --> 00:06:45.000]  所以百夫長應該說什麼呢?
[00:06:45.000 --> 00:06:48.000]  他應該說:「這人真是個壞人,
[00:06:48.000 --> 00:06:53.000]  這人真是個惡人,這人真是個罪人。」
[00:06:53.000 --> 00:06:57.000]  但是他偏偏說:「這人真是個異人。」
[00:06:57.000 --> 00:07:01.000]  這麼奇怪呢?
[00:07:02.000 --> 00:07:10.000]  豈不是百夫長處死了一個異人?
[00:07:10.000 --> 00:07:14.000]  第二,我們說他不符身份。
[00:07:14.000 --> 00:07:19.000]  剛才我不是說了,百夫長是羅馬的軍官。
[00:07:19.000 --> 00:07:25.000]  他要效忠的對象是羅馬帝國的元首。
[00:07:25.000 --> 00:07:31.000]  他不是敬拜侍奉耶和華上帝的猶太人。
[00:07:33.000 --> 00:07:35.000]  所以他要歸榮耀,
[00:07:35.000 --> 00:07:39.000]  就是歸榮耀給羅馬帝國的元首。
[00:07:39.000 --> 00:07:43.000]  現在他竟然說在全場,
[00:07:43.000 --> 00:07:46.000]  整個各個他全場人面前,
[00:07:46.000 --> 00:07:51.000]  公開的歸榮耀給上帝,
[00:07:51.000 --> 00:07:55.000]  公開的,大大聲的,
[00:07:55.000 --> 00:07:58.000]  來宣稱他歸榮耀給神。
[00:07:58.000 --> 00:08:00.000]  跟他的身份很不相稱。
[00:08:01.000 --> 00:08:04.000]  第三,跟他的場合也不符合。
[00:08:04.000 --> 00:08:06.000]  那是什麼場合?
[00:08:06.000 --> 00:08:09.000]  各個他,是刑場。
[00:08:09.000 --> 00:08:12.000]  他見到什麼事?
[00:08:12.000 --> 00:08:14.000]  歡喜的事,快樂的事?
[00:08:14.000 --> 00:08:16.000]  開心的事?喜事?
[00:08:16.000 --> 00:08:19.000]  有生命誕生?
[00:08:19.000 --> 00:08:22.000]  不是的,剛剛反過來。
[00:08:22.000 --> 00:08:28.000]  是生命的結束,是死人,是喪事,是不吉利的。
[00:08:29.000 --> 00:08:32.000]  竟然在這個情況下,這個伯夫長好像很興奮,
[00:08:32.000 --> 00:08:35.000]  很雀躍地拍手掌說,
[00:08:35.000 --> 00:08:38.000]  「哎呀,榮耀神,歸榮耀給上帝,
[00:08:38.000 --> 00:08:40.000]  這真是個義人。」
[00:08:40.000 --> 00:08:44.000]  這種神情,這種感受,
