
[00:00:00.000 --> 00:00:02.240]  (主席) 各位閔家堂、大部堂、弟兄姊妹平安
[00:00:02.240 --> 00:00:08.880]  香港人有個說法叫做「入伍」和「登錄」
[00:00:08.880 --> 00:00:10.920]  我不知道大家明不明白是什麼意思
[00:00:10.920 --> 00:00:14.220]  就是說一個人到了50歲我們就入伍了
[00:00:14.220 --> 00:00:16.920]  然後到了60歲就登錄
[00:00:16.920 --> 00:00:21.380]  年紀是一個比較敏感的問題
[00:00:21.380 --> 00:00:24.840]  我去年已經是入伍了
[00:00:24.840 --> 00:00:29.560]  所以他來登錄其實是去到一個單位數字的倒數
[00:00:29.560 --> 00:00:31.280]  當我入伍之後
[00:00:31.280 --> 00:00:35.560]  其實我自己就一直在為自己退休之後的生活
[00:00:35.560 --> 00:00:39.360]  就在幻想或者在想像
[00:00:39.360 --> 00:00:44.880]  當然我不會期望在深圳有一間屋子在那裏去住
[00:00:44.880 --> 00:00:47.800]  我要求其實很簡單的
[00:00:47.800 --> 00:00:49.240]  有一個空間
[00:00:49.240 --> 00:00:52.400]  一個真的可以讓我生活到的空間
[00:00:52.400 --> 00:00:56.440]  想很安靜在那裏讀書、寫東西
[00:00:56.440 --> 00:01:01.360]  不過我知道其實這個好像很簡單的一個想像
[00:01:01.360 --> 00:01:03.280]  一個生活的空間
[00:01:03.280 --> 00:01:05.600]  或者一個空間給我們生活
[00:01:05.600 --> 00:01:09.760]  其實在香港今時今日其實都是很奢侈的
[00:01:09.760 --> 00:01:11.880]  我們都明白
[00:01:11.880 --> 00:01:17.040]  這些空間是需要下沉的經濟基礎的
[00:01:17.040 --> 00:01:20.280]  如果有人問我
[00:01:20.280 --> 00:01:22.680]  你退休之後你為現在
[00:01:22.680 --> 00:01:24.920]  你現在為你自己退休之後的生活
[00:01:24.920 --> 00:01:28.080]  其實你做了多少的預備呢?
[00:01:28.080 --> 00:01:31.520]  很坦白講其實真的不懂得怎麼回答
[00:01:31.520 --> 00:01:35.200]  因為我是一個不善理財的人
[00:01:35.200 --> 00:01:38.240]  完全是不懂得去投資
[00:01:38.240 --> 00:01:41.240]  我自己強積金的計劃
[00:01:41.240 --> 00:01:44.120]  其實我很多年是沒有動過的
[00:01:44.120 --> 00:01:50.880]  就是由我開始選擇了不同的投資項目之後
[00:01:50.880 --> 00:01:53.560]  這麼多年我其實沒有改動過的
[00:01:53.560 --> 00:01:55.920]  應該要因應不同的情況去改動
[00:01:55.920 --> 00:01:58.760]  我完全是懶得去改動
[00:01:58.760 --> 00:02:02.200]  經常都會有些打電話來問
[00:02:02.200 --> 00:02:05.480]  你要好好預備你自己退休
[00:02:05.480 --> 00:02:07.840]  如果你想維持現在的生活水平
[00:02:07.840 --> 00:02:10.280]  起碼要有多少百萬呢?
[00:02:10.280 --> 00:02:12.880]  才到時可以這樣做
[00:02:12.880 --> 00:02:19.920]  我其實真的不懂得怎麼去為自己的退休去籌算
[00:02:19.920 --> 00:02:22.640]  我自己有想強積金到時補到的本
[00:02:22.640 --> 00:02:25.040]  其實都已經是偷笑的了
[00:02:25.040 --> 00:02:27.320]  或者大家聽到我說到這裡的時候
[00:02:27.320 --> 00:02:31.440]  覺得你真的不是一個聰明的管家
[00:02:31.440 --> 00:02:36.160]  不過當我想起在今時今日的香港
[00:02:36.160 --> 00:02:41.040]  幾百萬都只是買了一個很畸形的劏房仔的時候
[00:02:41.040 --> 00:02:44.560]  其實我在問你想我怎樣呢?
[00:02:44.560 --> 00:02:48.720]  你想我怎樣去預備我自己的退休呢?
[00:02:48.720 --> 00:02:52.640]  頂姐妹,你和我都是基督徒,都是一個凡人
[00:02:52.640 --> 00:02:54.960]  我們都是一個很普通的凡人
[00:02:54.960 --> 00:02:58.440]  沒錯,我們都明白金錢和物質
[00:02:58.440 --> 00:03:01.640]  是我們生活裡面真的不可以缺少的
[00:03:01.640 --> 00:03:03.240]  我不會跟你很清高地跟你說
[00:03:03.240 --> 00:03:06.200]  你不需要憂慮生活
[00:03:06.200 --> 00:03:09.560]  你不要憂慮金錢等等
[00:03:09.560 --> 00:03:13.080]  不過我們的信仰又似乎想提醒我們
[00:03:13.080 --> 00:03:14.760]  雖然那些東西都不是不重要
[00:03:14.760 --> 00:03:16.640]  或者其實都挺重要
[00:03:16.640 --> 00:03:19.160]  但是那些金錢或者物質
[00:03:19.160 --> 00:03:23.280]  是不應該成為我們生命裡面的全部
[00:03:23.280 --> 00:03:25.000]  或者我們將那樣東西看成為
[00:03:25.000 --> 00:03:29.400]  是一個很重要或者終極的價值
[00:03:29.400 --> 00:03:32.360]  剛才我們所讀的《路加福音》裡面
[00:03:32.360 --> 00:03:34.680]  有一個很有趣的記載
[00:03:34.680 --> 00:03:37.080]  在人群裡面有人去問耶穌
[00:03:37.080 --> 00:03:46.120]  他說老師,你吩咐我的兄弟和我去分家產
[00:03:46.120 --> 00:03:48.440]  經文沒有交代到這兩兄弟
[00:03:48.440 --> 00:03:51.960]  究竟那個財務的糾紛
[00:03:51.960 --> 00:03:54.600]  其實那個詳細的情況
[00:03:54.600 --> 00:03:56.480]  誰對誰錯
[00:03:56.480 --> 00:03:57.360]  經文其實看到這裡
[00:03:57.360 --> 00:04:01.840]  我們不知道是大哥對還是弟弟對
[00:04:01.840 --> 00:04:06.840]  但是其實這件事不是經文想表達的重心
[00:04:06.840 --> 00:04:13.160]  沒錯,兩個人的確是因為家產、家業的分配處理
[00:04:13.160 --> 00:04:15.520]  他們發生了爭執
[00:04:15.520 --> 00:04:20.680]  所以他們需要找一個外人去做仲裁
[00:04:20.680 --> 00:04:22.800]  有時候我們看新聞都看到
[00:04:22.800 --> 00:04:25.480]  的確有一些富豪的後代
[00:04:25.480 --> 00:04:29.240]  他們為了分家產的緣故
[00:04:29.240 --> 00:04:32.440]  他們罵上法庭的一些新聞
[00:04:32.440 --> 00:04:33.680]  中國人都有句話說
[00:04:33.680 --> 00:04:36.760]  清官難審家庭事
[00:04:36.760 --> 00:04:37.880]  但是無論怎樣也好
[00:04:37.880 --> 00:04:42.120]  一家人為了家產而去罵上法庭
[00:04:42.120 --> 00:04:44.200]  無論誰對誰錯
[00:04:44.200 --> 00:04:49.040]  我相信對那個已經離世的先人
[00:04:49.040 --> 00:04:51.600]  其實都是一個很大的遺憾
[00:04:51.600 --> 00:04:54.480]  或者他死不瞑目
[00:04:54.480 --> 00:04:56.640]  我們不知道這兩兄弟
[00:04:56.640 --> 00:05:02.120]  他們為什麼會選擇耶穌去做這個仲裁
[00:05:02.120 --> 00:05:06.520]  但是耶穌的回答是非常清楚的
[00:05:06.520 --> 00:05:09.200]  是很斬釘截鐵的說
[00:05:09.200 --> 00:05:15.080]  你這個人誰立我做你們的判官呢?
[00:05:15.080 --> 00:05:18.800]  要我和你們去分家產
[00:05:18.800 --> 00:05:23.000]  然後耶穌就跟著說你們要謹慎自守
[00:05:23.000 --> 00:05:25.760]  要去逃避一切的貪心
[00:05:25.760 --> 00:05:32.240]  因為人的生命是不在於家道豐富
[00:05:32.240 --> 00:05:35.560]  耶穌似乎藉著這個機會
[00:05:35.560 --> 00:05:38.840]  他不去仲裁而是去教導兩兄弟
[00:05:38.840 --> 00:05:46.280]  去思想生命應該在乎些什麼
[00:05:46.280 --> 00:05:51.120]  然後他就說了一個關於無知的財主的比喻
[00:05:51.120 --> 00:05:53.160]  在比喻裡面這個財主
[00:05:53.160 --> 00:05:57.640]  他擁有很多的田地出產豐富
[00:05:57.640 --> 00:06:00.960]  在耶穌的時代其實只要你擁有田地
[00:06:00.960 --> 00:06:04.120]  其實就是財富的象徵
[00:06:04.120 --> 00:06:05.360]  我經常都這樣說
[00:06:05.360 --> 00:06:07.880]  如果我發達了就好了
[00:06:07.880 --> 00:06:10.360]  有時都會白白的夢想
[00:06:10.360 --> 00:06:12.640]  發達了就無憂無慮
[00:06:12.640 --> 00:06:15.040]  大家都可能會這樣發個夢
[00:06:15.040 --> 00:06:19.840]  但其實是不是真的發達了就無憂無慮呢?
[00:06:19.840 --> 00:06:22.520]  一個富有的人
[00:06:22.520 --> 00:06:25.280]  是不是真的無憂無慮呢?
[00:06:25.280 --> 00:06:28.400]  我們看到在比喻裡面這個財主
[00:06:28.400 --> 00:06:30.280]  他很富有
[00:06:30.280 --> 00:06:32.160]  但是他的腦裡面
[00:06:32.160 --> 00:06:34.480]  其實是不斷在想一個問題
[00:06:34.480 --> 00:06:39.200]  他在想我出產的沒有地方去收藏
[00:06:39.200 --> 00:06:41.200]  怎麼算好呢?
[00:06:41.200 --> 00:06:43.200]  我太多太多的田產了
[00:06:43.200 --> 00:06:47.080]  到底應該在哪裡去收藏呢?
[00:06:47.080 --> 00:06:49.040]  真的有些富有的人
[00:06:49.040 --> 00:06:52.240]  很多很多的東西
[00:06:52.240 --> 00:06:57.040]  要找一個倉庫去將它儲存起來
[00:06:57.040 --> 00:06:58.840]  相反我們這些人
[00:06:58.840 --> 00:07:00.200]  或者我們會覺得
[00:07:00.200 --> 00:07:04.000]  我們為我們自己沒有一些東西去憂慮
[00:07:04.000 --> 00:07:06.920]  但是這個世界的確有些人
[00:07:06.920 --> 00:07:10.120]  是為自己擁有而去操心的
[00:07:10.120 --> 00:07:13.840]  因為我擁有太多了
[00:07:13.840 --> 00:07:16.200]  這個財主他決定
[00:07:16.200 --> 00:07:19.720]  拆了他自己原來的倉庫
[00:07:19.720 --> 00:07:22.360]  然後建一個更加大的倉庫
[00:07:22.360 --> 00:07:27.600]  去儲存他自己的糧食和財物
[00:07:27.600 --> 00:07:30.240]  然後他就很滿足的跟自己說
[00:07:30.240 --> 00:07:34.880]  你這個人你有這麼多的財物去積存
[00:07:34.880 --> 00:07:38.360]  可以讓你很多年去享用
[00:07:38.360 --> 00:07:41.040]  只管安安逸逸
[00:07:41.040 --> 00:07:43.840]  吃喝快樂
[00:07:43.840 --> 00:07:44.880]  很滿足的
[00:07:44.880 --> 00:07:46.880]  我建了一個這麼大的倉庫
[00:07:46.880 --> 00:07:47.760]  夠了
[00:07:47.760 --> 00:07:51.200]  我就可以繼續去儲存
[00:07:51.200 --> 00:07:55.680]  然後安安逸逸的吃喝快樂
[00:07:55.680 --> 00:07:58.840]  原來這個財主日思夜想
[00:07:58.840 --> 00:08:03.240]  就是怎樣可以安安逸逸的去吃喝快樂
[00:08:03.240 --> 00:08:07.400]  這個成為了生命裏面一個最重要的追求
[00:08:07.400 --> 00:08:10.240]  最大的一個價值
