
[00:00:00.000 --> 00:00:02.500]  弟兄姐妹早
[00:00:02.500 --> 00:00:06.000]  還有網上的弟兄姐妹早
[00:00:06.000 --> 00:00:10.600]  我記得上一次
[00:00:10.600 --> 00:00:13.300]  1月24號
[00:00:13.300 --> 00:00:16.400]  我在這裡的時候我們講的題目是
[00:00:16.400 --> 00:00:21.500]  黎明成長的階梯
[00:00:21.500 --> 00:00:26.700]  因為這個主題裡面
[00:00:26.700 --> 00:00:28.500]  我們主要是講到
[00:00:28.500 --> 00:00:31.700]  主耶穌基督這一位天國的王
[00:00:31.700 --> 00:00:33.700]  在地上
[00:00:33.700 --> 00:00:38.100]  在登山寶峻裡面教導我們的
[00:00:38.100 --> 00:00:39.600]  他告訴我們
[00:00:39.600 --> 00:00:42.500]  屬靈成長的一個階梯
[00:00:42.500 --> 00:00:44.000]  一個過程
[00:00:44.000 --> 00:00:46.900]  他也是述說我們每一個人
[00:00:46.900 --> 00:00:50.800]  屬靈經歷的一個故事
[00:00:50.800 --> 00:00:53.300]  那我們上次已經講了
[00:00:53.300 --> 00:00:56.500]  其中耶穌提到的八個福
[00:00:56.500 --> 00:00:58.500]  我們講了四個
[00:00:58.500 --> 00:01:02.100]  我們現在稍微回顧一下
[00:01:02.100 --> 00:01:05.600]  第一講到虛心的人有福了
[00:01:05.600 --> 00:01:08.400]  因為天國是他們的
[00:01:08.400 --> 00:01:10.100]  我們講到虛心
[00:01:10.100 --> 00:01:13.900]  是我們你裡面覺得貧窮
[00:01:13.900 --> 00:01:16.300]  poor in spirit
[00:01:16.300 --> 00:01:19.900]  那你講到主耶穌說
[00:01:19.900 --> 00:01:22.600]  我們要回到像孩子一樣
[00:01:22.600 --> 00:01:25.200]  因為孩子是天真無邪
[00:01:25.200 --> 00:01:29.000]  他們是心中最虛心的
[00:01:29.000 --> 00:01:31.100]  他們有一個受教的心
[00:01:31.100 --> 00:01:34.200]  那這個中間有兩個點非常的重要
[00:01:34.200 --> 00:01:37.200]  當耶穌拿小孩做比喻的時候
[00:01:37.200 --> 00:01:40.300]  在馬太福音裡面
[00:01:40.300 --> 00:01:41.800]  說到兩個處
[00:01:41.800 --> 00:01:43.700]  第一處說到
[00:01:43.700 --> 00:01:45.800]  耶穌跟門徒在一起
[00:01:45.800 --> 00:01:50.200]  那耶穌就把小孩子叫到他們當中說
[00:01:50.200 --> 00:01:52.700]  你們如果不回轉
[00:01:52.700 --> 00:01:55.400]  像這孩子一樣的話
[00:01:55.400 --> 00:01:57.900]  你們斷不能進天國
[00:01:57.900 --> 00:02:00.200]  如果你們能謙卑自己
[00:02:00.200 --> 00:02:02.600]  回轉像這個孩子一樣的話
[00:02:02.600 --> 00:02:05.000]  你們在天國裡就是最大的
[00:02:05.000 --> 00:02:08.200]  所以他在這裡用的那個字叫回轉
[00:02:08.200 --> 00:02:09.800]  為甚麼叫回轉呢
[00:02:09.800 --> 00:02:14.500]  因為這些門徒都已經受過您的洗
[00:02:14.500 --> 00:02:17.600]  所以他們就是要把
[00:02:17.600 --> 00:02:19.700]  我們說要有初心
[00:02:19.700 --> 00:02:20.800]  回到初心
[00:02:20.800 --> 00:02:22.100]  這叫回轉
[00:02:22.100 --> 00:02:25.900]  但是同時我們在另外一處聖經
[00:02:25.900 --> 00:02:29.100]  約翰福音第三章講到尼哥迪姆
[00:02:29.100 --> 00:02:30.600]  他來見耶穌
[00:02:30.600 --> 00:02:34.400]  耶穌卻跟他說你要重生
[00:02:34.400 --> 00:02:37.700]  你不重生的話你不能見到神的國
[00:02:37.700 --> 00:02:39.400]  不但你要重生
[00:02:39.400 --> 00:02:44.200]  而且要受靈與火的洗
[00:02:44.200 --> 00:02:47.400]  然後你才能夠進入神的國
[00:02:47.400 --> 00:02:49.600]  所以我們這裡看到他要重生
[00:02:49.600 --> 00:02:51.400]  因為他還沒有認識主
[00:02:51.400 --> 00:02:54.300]  所以耶穌並沒有用回轉
[00:02:54.300 --> 00:02:56.100]  所以我們在這裡讀的時候
[00:02:56.100 --> 00:02:59.000]  我們就曉得有點不同
[00:02:59.000 --> 00:03:00.500]  那第二個福呢
[00:03:00.500 --> 00:03:03.500]  就講到哀動的人有福了
[00:03:03.500 --> 00:03:06.300]  因為他們必得安慰
[00:03:06.300 --> 00:03:07.300]  講到哀動
[00:03:07.300 --> 00:03:09.000]  我們常常為我們
[00:03:09.000 --> 00:03:10.700]  剛剛信主的時候
[00:03:10.700 --> 00:03:11.800]  我們有一種感覺
[00:03:11.800 --> 00:03:14.000]  就覺得自己過去
[00:03:14.000 --> 00:03:16.800]  實在是虧欠神的榮耀
[00:03:16.800 --> 00:03:19.500]  實在是不足有罪
[00:03:19.500 --> 00:03:21.800]  所以我們會為我們的
[00:03:21.800 --> 00:03:24.100]  過去的黎明種種
[00:03:24.100 --> 00:03:28.100]  我們有一個傷心悔痛的心
[00:03:28.100 --> 00:03:31.600]  當我們黎明慢慢成熟的時候
[00:03:31.600 --> 00:03:35.300]  我們不但為自己的祖靈的光景
[00:03:35.300 --> 00:03:38.600]  像主耶穌、像神求
[00:03:38.600 --> 00:03:41.100]  在祂的面前悔改
[00:03:41.100 --> 00:03:42.300]  那同時呢
[00:03:42.300 --> 00:03:45.500]  我們更能夠為教會的弟兄姊妹
[00:03:45.500 --> 00:03:49.700]  為整個教會也能夠在祖面前
[00:03:49.700 --> 00:03:52.900]  哀痛、傷心、悔改
[00:03:52.900 --> 00:03:53.900]  那第三呢
[00:03:53.900 --> 00:03:57.500]  我們講到溫柔的人有福了
[00:03:57.500 --> 00:04:00.500]  因為他們必承受地圖
[00:04:00.500 --> 00:04:02.200]  我們這裡講到溫柔
[00:04:02.200 --> 00:04:06.700]  我們特別講到溫柔不是軟弱
[00:04:06.700 --> 00:04:09.600]  堅定不是自滿
[00:04:09.600 --> 00:04:11.900]  我們曾引用
[00:04:11.900 --> 00:04:16.500]  我們中國在清華大學的孝訓自強不息
[00:04:16.500 --> 00:04:18.800]  厚德載物
[00:04:18.800 --> 00:04:20.900]  來勉勵我們自己
[00:04:20.900 --> 00:04:23.500]  那我們看到耶穌給我們的榜樣
[00:04:23.500 --> 00:04:27.500]  祂真是那一位所謂頂天立地
[00:04:27.500 --> 00:04:31.600]  承先啟後的一位真君子
[00:04:31.600 --> 00:04:34.200]  祂在地上活著的時候
[00:04:34.200 --> 00:04:36.700]  實在是我們一個美好的榜樣
[00:04:36.700 --> 00:04:42.300]  那接下來我們講到
[00:04:42.300 --> 00:04:44.300]  饑渴沐浴的人有福了
[00:04:44.300 --> 00:04:46.300]  因為他們必得飽足
[00:04:46.300 --> 00:04:47.900]  這裡講到饑渴沐浴
[00:04:47.900 --> 00:04:50.700]  我們就想到不是一件事情
[00:04:50.700 --> 00:04:53.300]  我們真正所饑渴、所沐浴的
[00:04:53.300 --> 00:04:57.700]  是主耶穌祂自己
[00:04:57.700 --> 00:05:00.100]  因為主的話
[00:05:00.100 --> 00:05:03.100]  祂說我的肉是可以吃的
[00:05:03.100 --> 00:05:05.200]  我的血是可以喝的
[00:05:05.200 --> 00:05:07.700]  那這也就是指主的話
[00:05:07.700 --> 00:05:12.200]  因為祂的話是我們的生命是靈
[00:05:12.200 --> 00:05:15.100]  所以我們生命的成長
[00:05:15.100 --> 00:05:16.900]  就是要靠主的話
[00:05:16.900 --> 00:05:19.700]  但願主的話在我們心中
[00:05:19.700 --> 00:05:21.200]  存在我們心裡面
[00:05:21.200 --> 00:05:22.800]  我們時常的思想
[00:05:22.800 --> 00:05:25.500]  讓我們的靈命能夠成長
[00:05:25.500 --> 00:05:29.500]  上下紮根向上結果
[00:05:29.500 --> 00:05:33.300]  這是我們上次所講的
[00:05:33.300 --> 00:05:36.400]  那今天我們
[00:05:36.400 --> 00:05:38.800]  仍然我們坐在主的面前
[00:05:38.800 --> 00:05:41.200]  這位天國的王的面前
[00:05:41.200 --> 00:05:43.700]  我們敞開我們的心
[00:05:43.700 --> 00:05:47.200]  我們聆聽主繼續講述
[00:05:47.200 --> 00:05:51.600]  我們每一個人數靈經歷的故事
[00:05:51.600 --> 00:05:53.000]  那下面我們就開始
[00:05:53.000 --> 00:06:01.500]  今天講到第五個福
[00:06:01.500 --> 00:06:03.600]  第五個福它就講到
[00:06:03.600 --> 00:06:06.400]  延續人的人有福了
[00:06:06.400 --> 00:06:09.300]  因為他們必得延續
[00:06:09.300 --> 00:06:11.700]  這個延續這兩個字
[00:06:11.700 --> 00:06:13.600]  非常的有意思
[00:06:13.600 --> 00:06:16.000]  我們一定要把它分解來看
[00:06:16.000 --> 00:06:17.600]  什麼是廉
[00:06:17.600 --> 00:06:20.600]  我們廉我們可以說是一個
[00:06:20.600 --> 00:06:22.600]  我們常常口語說可憐
[00:06:22.600 --> 00:06:24.400]  這個人真可憐
[00:06:24.400 --> 00:06:26.800]  或者是說我們對這樣的人
[00:06:26.800 --> 00:06:28.800]  我們有一個同情心
[00:06:28.800 --> 00:06:30.000]  這個叫廉
[00:06:30.000 --> 00:06:32.800]  所以孟子他曾經說過
[00:06:32.800 --> 00:06:36.300]  惻隱之心人皆有之
[00:06:36.300 --> 00:06:37.800]  這個惻隱之心
[00:06:37.800 --> 00:06:41.400]  就是我們講的一種同情心
[00:06:41.400 --> 00:06:44.400]  而且惻隱之心是仁也
[00:06:44.400 --> 00:06:47.100]  仁就是一種非常
[00:06:47.100 --> 00:06:50.900]  他的心的本質是善良的
[00:06:50.900 --> 00:06:53.800]  所以我們叫仁
[00:06:53.800 --> 00:06:56.500]  那我們下面講到這個敘
[00:06:56.500 --> 00:06:58.500]  這個字
[00:06:58.500 --> 00:07:01.800]  這個敘是什麼意思呢
[00:07:01.800 --> 00:07:03.800]  它基本上你把這個字看的時候
[00:07:03.800 --> 00:07:05.600]  它一邊是豎心旁是吧
[00:07:05.600 --> 00:07:06.700]  一個心
[00:07:06.700 --> 00:07:07.700]  另外這邊是什麼
[00:07:07.700 --> 00:07:10.200]  是顯
[00:07:10.200 --> 00:07:12.000]  所以這個字就很有意思
[00:07:12.000 --> 00:07:17.200]  我們口語講體恤或者體諒
[00:07:17.200 --> 00:07:21.000]  這個字它的重要是在什麼呢
[00:07:21.000 --> 00:07:23.200]  在我們赦免一個人
[00:07:23.200 --> 00:07:25.400]  原諒一個人
