
[00:00:00.000 --> 00:00:04.160]  讓我們一起低頭禱告
[00:00:04.160 --> 00:00:08.520]  天父我們實在何等的欣慰
[00:00:08.520 --> 00:00:10.880]  祢的救恩臨到我們
[00:00:10.880 --> 00:00:14.960]  使我們聚集在這裡敬拜的時候不是突然
[00:00:14.960 --> 00:00:17.560]  因為祢享受我們的敬拜
[00:00:17.560 --> 00:00:21.120]  祢也在我們當中接受我們的敬拜
[00:00:21.120 --> 00:00:24.400]  我們的敬拜乃是在臨禮
[00:00:24.400 --> 00:00:27.840]  藉著真理我們與祢溝通
[00:00:27.840 --> 00:00:30.560]  我們在這裡我們可以面對面
[00:00:30.560 --> 00:00:33.600]  在臨禮看到祖祢自己的榮美
[00:00:33.600 --> 00:00:36.720]  看到祖祢自己啟示的話語
[00:00:36.720 --> 00:00:41.400]  更看到弟兄姊妹有渴慕的心來到殿中的時候
[00:00:41.400 --> 00:00:45.880]  你就按照那祢豐富的應許賞賜給我們
[00:00:45.880 --> 00:00:49.320]  尤其是在感恩的季節的時候
[00:00:49.320 --> 00:00:51.800]  我們屬祖的兒女我們知道
[00:00:51.800 --> 00:00:54.080]  凡事都出乎主
[00:00:54.080 --> 00:00:57.280]  一切的好處都不在你之外
[00:00:57.280 --> 00:00:59.640]  都是從上頭而來
[00:00:59.640 --> 00:01:03.080]  從那不轉動的引而來的
[00:01:03.080 --> 00:01:05.080]  我們獻上感謝
[00:01:05.080 --> 00:01:08.760]  也是在這裡我們有一年一度的感恩聚餐
[00:01:08.760 --> 00:01:12.560]  也是在感恩節之後的星期五
[00:01:12.560 --> 00:01:15.880]  讓弟兄姊妹在這樣的一個日子
[00:01:15.880 --> 00:01:19.160]  我們在主的家中我們一起來歡慶
[00:01:19.160 --> 00:01:20.760]  獻上感恩
[00:01:20.760 --> 00:01:24.080]  因為主祢是天天照顧我們
[00:01:24.080 --> 00:01:26.520]  天天背負我們的重擔
[00:01:26.520 --> 00:01:28.920]  天天引導我們的
[00:01:28.920 --> 00:01:31.800]  主我們在這裡也特別為一些
[00:01:31.800 --> 00:01:35.160]  有身體軟弱的弟兄姊妹禱告
[00:01:35.160 --> 00:01:37.840]  或是他們有關節的疼痛
[00:01:37.840 --> 00:01:40.560]  也求主特別憐憫醫治
[00:01:40.560 --> 00:01:42.880]  有弟兄姊妹外出的
[00:01:42.880 --> 00:01:45.000]  也求主你保守他們
[00:01:45.000 --> 00:01:46.360]  無論在哪裡
[00:01:46.360 --> 00:01:48.600]  只要依靠主
[00:01:48.600 --> 00:01:51.800]  你的靈隨時就會成為他們的幫助
[00:01:51.800 --> 00:01:53.080]  指引他們
[00:01:53.080 --> 00:01:55.320]  我們也特別獻上感恩
[00:01:55.320 --> 00:01:57.160]  在這一次的感恩節
[00:01:57.160 --> 00:01:59.160]  我們有四位的弟兄姊妹
[00:01:59.160 --> 00:02:01.640]  他們願意來受洗
[00:02:01.640 --> 00:02:04.120]  來見證主你自己的作為
[00:02:04.120 --> 00:02:06.040]  也求主引導他們
[00:02:06.040 --> 00:02:08.040]  日後的腳步
[00:02:08.040 --> 00:02:09.560]  我們今天的崇拜
[00:02:09.560 --> 00:02:11.960]  從頭到尾恭敬仰望
[00:02:11.960 --> 00:02:13.640]  求主祢賜福
[00:02:13.640 --> 00:02:15.440]  奉主耶穌基督的名
[00:02:15.440 --> 00:02:17.440]  阿們
[00:02:17.440 --> 00:02:22.960]  我看了一下我在過去
[00:02:22.960 --> 00:02:24.720]  一段時間裡面
[00:02:24.720 --> 00:02:27.200]  在彼得前書總共五章
[00:02:27.200 --> 00:02:29.520]  我用了十六章來講
[00:02:29.520 --> 00:02:32.520]  所以還沒有進入彼得後書之前
[00:02:32.520 --> 00:02:34.520]  剛好有一個break
[00:02:34.520 --> 00:02:36.520]  在這樣的一個空檔的時候
