
[00:00:00.000 --> 00:00:02.000]  頂姐妹主內平安
[00:00:02.000 --> 00:00:05.000]  我們今天一齊來到崇拜當中
[00:00:05.000 --> 00:00:08.000]  今天和大家分享的題目是
[00:00:08.000 --> 00:00:11.000]  求主教導我們禱告
[00:00:11.000 --> 00:00:14.000]  都是問一個很基本的問題
[00:00:14.000 --> 00:00:17.000]  大家懂不懂祈禱?
[00:00:17.000 --> 00:00:19.000]  只有Winbo領導
[00:00:19.000 --> 00:00:22.000]  一會兒一起教Winbo
[00:00:22.000 --> 00:00:27.000]  我們說祈禱也不是第一次說
[00:00:27.000 --> 00:00:30.000]  我們偶爾也會說祈禱的事情
[00:00:30.000 --> 00:00:32.000]  所以很有趣
[00:00:32.000 --> 00:00:34.000]  我們也會問一個問題
[00:00:34.000 --> 00:00:36.000]  牧師我還需要學習祈禱嗎?
[00:00:36.000 --> 00:00:38.000]  我回教會這麼久了
[00:00:38.000 --> 00:00:40.000]  我也信了耶穌這麼久了
[00:00:40.000 --> 00:00:43.000]  祈禱的事情天天都做
[00:00:43.000 --> 00:00:46.000]  還需要教嗎?
[00:00:46.000 --> 00:00:49.000]  我今天希望不會嚇到你
[00:00:49.000 --> 00:00:53.000]  今天我講的經文可能和你平時的理解不一樣
[00:00:53.000 --> 00:00:56.000]  扣好安全帶
[00:00:56.000 --> 00:01:02.000]  我們準備經歷重新思考聖經的過程
[00:01:02.000 --> 00:01:05.000]  我們不懂祈禱就先去祈禱
[00:01:05.000 --> 00:01:07.000]  我們一起祈禱
[00:01:07.000 --> 00:01:12.000]  親愛的主我們感謝祢讓我們來到教會
[00:01:12.000 --> 00:01:15.000]  讓我們學習如何去祈禱
[00:01:15.000 --> 00:01:20.000]  求主讓我們認清祈禱的功課
[00:01:20.000 --> 00:01:23.000]  祈禱和祢的關係
[00:01:23.000 --> 00:01:27.000]  以致我們更加捉緊神祢自己
[00:01:27.000 --> 00:01:31.000]  幫助我們由不認識到認識
[00:01:31.000 --> 00:01:35.000]  幫助我們由認識到更明白
[00:01:35.000 --> 00:01:39.000]  以致我們更加能夠應用我們的禱告
[00:01:39.000 --> 00:01:42.000]  我們將我們的禱告交在神祢的恩手裡
[00:01:42.000 --> 00:01:45.000]  祈禱是奉耶穌的名字而求
[00:01:45.000 --> 00:01:46.000]  阿門
[00:01:46.000 --> 00:01:52.000]  我們之前一直在講馬達福音的登山部分段落
[00:01:52.000 --> 00:01:55.000]  我們從馬達福音第五章一直開始
[00:01:55.000 --> 00:01:57.000]  已經講完第五章已經講到第六章
[00:01:57.000 --> 00:02:01.000]  如果你記得我們之前的幾次
[00:02:01.000 --> 00:02:05.000]  大約來說我們講到耶穌論到施捨
[00:02:05.000 --> 00:02:07.000]  論到禱告和論到禁食
[00:02:07.000 --> 00:02:09.000]  我們說在當時猶太人來說
[00:02:09.000 --> 00:02:13.000]  三個很重要的屬靈操練
[00:02:13.000 --> 00:02:16.000]  以致他們能夠更加執著操練
[00:02:16.000 --> 00:02:21.000]  更加學懂如何建立和神的關係
[00:02:21.000 --> 00:02:24.000]  所以這也是我們之前看到的段落
[00:02:24.000 --> 00:02:26.000]  由六章第一節開始
[00:02:26.000 --> 00:02:28.000]  我們要謹慎
[00:02:28.000 --> 00:02:29.000]  我們要小心
[00:02:29.000 --> 00:02:33.000]  我們要學習如何去敬虔度日
[00:02:33.000 --> 00:02:37.000]  這裡說不要將我們的敬虔
[00:02:37.000 --> 00:02:39.000]  著重於表現在人的面前
[00:02:39.000 --> 00:02:42.000]  因為這樣你得了人的賞賜
[00:02:42.000 --> 00:02:45.000]  卻得不到天父的賞賜
[00:02:45.000 --> 00:02:47.000]  所以我們透過六章一至四節
[00:02:47.000 --> 00:02:50.000]  五至八節和十六節十八節
[00:02:50.000 --> 00:02:55.000]  說了這三個重要操練的課題
[00:02:55.000 --> 00:02:57.000]  好像有點快
[00:02:57.000 --> 00:03:00.000]  要再減慢一點
[00:03:00.000 --> 00:03:05.000]  所以這三個實踐個人敬虔生活的操練
[00:03:05.000 --> 00:03:07.000]  當我們說到這三個段落的時候
[00:03:07.000 --> 00:03:08.000]  你會否發現
[00:03:08.000 --> 00:03:11.000]  其實我還有一段未說
[00:03:11.000 --> 00:03:13.000]  中間有一段漏了未說
[00:03:13.000 --> 00:03:14.000]  其實不是漏了
[00:03:14.000 --> 00:03:16.000]  是因為設定是這樣
[00:03:16.000 --> 00:03:20.000]  因為上星期的行道團計
[00:03:20.000 --> 00:03:22.000]  集中說禁食的問題
[00:03:22.000 --> 00:03:24.000]  所以我特意跳了上一次
[00:03:24.000 --> 00:03:25.000]  說了禁食
[00:03:25.000 --> 00:03:27.000]  其實有一個段落我們未說的
[00:03:27.000 --> 00:03:29.000]  不知道你能否想到
[00:03:29.000 --> 00:03:33.000]  應該是六章九至十五節
[00:03:33.000 --> 00:03:36.000]  這個段落不知道你是否很熟悉
[00:03:36.000 --> 00:03:38.000]  或者你回教會很久的日子
[00:03:38.000 --> 00:03:40.000]  你都很熟悉
[00:03:40.000 --> 00:03:42.000]  所以我現在挑戰你一個問題
[00:03:42.000 --> 00:03:45.000]  你能否背出主套文
[00:03:45.000 --> 00:03:48.000]  你不需要背和諧本修訂版
[00:03:48.000 --> 00:03:50.000]  因為可能有些字眼不同了
[00:03:50.000 --> 00:03:52.000]  你可以背和諧本
[00:03:52.000 --> 00:03:55.000]  我試試大家能否背出主套文
[00:03:55.000 --> 00:03:56.000]  好 開始
[00:04:16.000 --> 00:04:31.000]  大家背了一段聖經
[00:04:31.000 --> 00:04:34.000]  大家背了一段聖經
[00:04:34.000 --> 00:04:38.000]  你是不是剛才背了這一段聖經呢?
[00:04:38.000 --> 00:04:42.000]  剛才大家背了這一段聖經
[00:04:42.000 --> 00:04:49.000]  所以我今天要帶你挑戰的是
[00:04:49.000 --> 00:04:52.000]  這段不是主套文
[00:04:52.000 --> 00:04:54.000]  所以你們剛才都背錯了
[00:04:54.000 --> 00:04:56.000]  我告訴你哪些是主套文呢?
[00:04:56.000 --> 00:04:58.000]  這些就是主套文
[00:04:58.000 --> 00:05:01.000]  就是馬達福音第26章39節
[00:05:01.000 --> 00:05:04.000]  耶穌往前走在赫西瑪利園的時候
[00:05:04.000 --> 00:05:05.000]  祂就俯伏在地
[00:05:05.000 --> 00:05:07.000]  祂就是這樣祈禱
[00:05:07.000 --> 00:05:09.000]  耶穌就是這樣祈禱的
[00:05:09.000 --> 00:05:13.000]  我父啊 如果可能求你使者杯離開我
[00:05:13.000 --> 00:05:16.000]  然而不是照我所願的
[00:05:16.000 --> 00:05:18.000]  而是照祢所願的
[00:05:18.000 --> 00:05:20.000]  這才是耶穌的祈禱
[00:05:20.000 --> 00:05:21.000]  這在聖經裡
[00:05:21.000 --> 00:05:24.000]  是耶穌自己和神在赫西瑪利園的時候的祈禱
[00:05:24.000 --> 00:05:26.000]  我父啊 如果可以的話
[00:05:26.000 --> 00:05:28.000]  將這個杯離開我
[00:05:28.000 --> 00:05:30.000]  但是不要照我的意思
[00:05:30.000 --> 00:05:31.000]  照祢的意思
[00:05:31.000 --> 00:05:34.000]  是耶穌自己親自的祈禱
[00:05:34.000 --> 00:05:37.000]  這就是主的套文
[00:05:37.000 --> 00:05:39.000]  然後耶穌有第二次
[00:05:39.000 --> 00:05:41.000]  再一次遠離門徒去祈禱
[00:05:41.000 --> 00:05:45.000]  我父啊 這個杯如果不能夠離開我
[00:05:45.000 --> 00:05:46.000]  必須要我喝的話
[00:05:46.000 --> 00:05:49.000]  就願祢的旨意成全
[00:05:49.000 --> 00:05:51.000]  這就是耶穌的祈禱
[00:05:51.000 --> 00:05:53.000]  還有一段耶穌的祈禱
[00:05:53.000 --> 00:05:55.000]  在十字架上面的時候
[00:05:55.000 --> 00:05:57.000]  馬達福音第27章
[00:05:57.000 --> 00:06:00.000]  大約下午三點鐘的時候
[00:06:00.000 --> 00:06:02.000]  耶穌就大聲高呼
