
[00:00:00.000 --> 00:00:03.400]  今天我們的經文一開始的時候
[00:00:03.400 --> 00:00:06.280]  先知悅爾向猶太人說
[00:00:06.280 --> 00:00:10.920]  一開始我們的經文先知悅爾就向猶太人這樣說
[00:00:10.920 --> 00:00:13.440]  你們要在石安吹鋼
[00:00:13.440 --> 00:00:16.560]  在我的聖山吹出大聲
[00:00:16.560 --> 00:00:18.560]  你們要在西安吹角
[00:00:18.560 --> 00:00:20.920]  在我聖山吹出大聲
[00:00:20.920 --> 00:00:23.400]  國中的居民都要發展
[00:00:23.400 --> 00:00:25.520]  國中的居民都要發展
[00:00:25.520 --> 00:00:27.880]  因為耶和華的日子將到
[00:00:27.880 --> 00:00:30.000]  因為耶和華的日子將到
[00:00:30.000 --> 00:00:32.760]  已經臨近
[00:00:32.760 --> 00:00:34.560]  所謂吹角
[00:00:34.560 --> 00:00:38.840]  吹角就是一隻牛很長的彎角
[00:00:38.840 --> 00:00:43.400]  所謂吹角就是一隻牛的腳很長的彎角
[00:00:43.400 --> 00:00:48.440]  原本吹角是有召集人的意思
[00:00:48.440 --> 00:00:51.440]  本來吹角的意思有召集人的意思
[00:00:51.440 --> 00:00:55.520]  但是這裡吹出大聲
[00:00:55.520 --> 00:00:58.040]  但是這裡吹出大聲
[00:00:58.040 --> 00:01:00.840]  聲音很尖很長
[00:01:00.840 --> 00:01:03.440]  聲音很尖很長
[00:01:03.440 --> 00:01:06.040]  這裡是一個警號的意思
[00:01:06.040 --> 00:01:07.960]  這裡是一個警號的意思
[00:01:07.960 --> 00:01:12.440]  要令到那些身在石安山
[00:01:12.440 --> 00:01:16.320]  即耶路撒冷的人去警覺一件事
[00:01:16.320 --> 00:01:18.640]  要那些身在西安山
[00:01:18.640 --> 00:01:21.840]  就是身在耶路撒冷的人要警覺的事
[00:01:21.840 --> 00:01:23.520]  是什麼事呢?
[00:01:23.520 --> 00:01:25.960]  是有一個日子很快就要來到
[00:01:25.960 --> 00:01:28.200]  是有一個日子很快就會來到
[00:01:28.200 --> 00:01:30.480]  這個日子來到大家都很驚
[00:01:30.480 --> 00:01:33.000]  這個日子來到大家都會很驚
[00:01:33.000 --> 00:01:37.400]  因為各中的居民都會發戰
[00:01:37.400 --> 00:01:41.000]  因為各中的居民都會發戰
[00:01:41.000 --> 00:01:42.600]  為什麼呢?
[00:01:42.600 --> 00:01:44.960]  這是什麼呢?
[00:01:44.960 --> 00:01:48.760]  這裡提到的就是第二節
[00:01:48.760 --> 00:01:51.960]  第一節所說的耶和華的日子
[00:01:51.960 --> 00:01:55.160]  這裡提到的第一節所說的耶和華的日子
[00:01:55.160 --> 00:01:58.040]  第二節是補充的
[00:01:58.040 --> 00:02:02.920]  他說那日是黑暗幽冥霧雲烏黑的日子
[00:02:02.920 --> 00:02:08.440]  他說那日是黑暗幽冥霧雲霧黑的日子
[00:02:08.440 --> 00:02:11.440]  在這裡出現了一片陰暗的畫面
[00:02:11.440 --> 00:02:14.080]  在這裡出現了一片陰暗的畫面
[00:02:14.080 --> 00:02:18.520]  但是在這個這麼陰暗恐怖的背後
[00:02:18.520 --> 00:02:21.840]  但是在這個這麼陰暗恐怖的背後
[00:02:21.840 --> 00:02:26.360]  他說在山嶺上出現滿山的光線
[00:02:26.360 --> 00:02:29.520]  說在山嶺上出現滿山的光線
[00:02:29.520 --> 00:02:31.640]  那是什麼呢?
[00:02:31.640 --> 00:02:35.840]  原來聖經說有一對蝗蟲
[00:02:35.840 --> 00:02:38.360]  原來聖經說有一對蝗蟲
[00:02:38.360 --> 00:02:42.440]  是空前絕後的這麼大和強的
[00:02:42.440 --> 00:02:45.480]  是空前絕後的那麼大那麼強的
[00:02:45.480 --> 00:02:48.440]  可能大家沒有見過真的蝗蟲
[00:02:48.440 --> 00:02:52.160]  可能大家都沒有見過真的蝗蟲
[00:02:52.160 --> 00:02:54.880]  我真的沒見過
[00:02:54.880 --> 00:02:57.040]  你們見過沒有?
[00:02:57.040 --> 00:03:00.480]  不如看一下我們的畫面
[00:03:00.480 --> 00:03:02.040]  不如看一下我們的畫面
[00:03:02.040 --> 00:03:04.280]  這個在網上下載下來的
[00:03:04.280 --> 00:03:06.200]  這個在網上下載下來的
[00:03:06.200 --> 00:03:08.560]  就是非洲沙漠蝗蟲
[00:03:08.560 --> 00:03:10.480]  就是非洲沙漠蝗蟲
[00:03:10.480 --> 00:03:13.120]  好像蚱蜢一樣
[00:03:13.120 --> 00:03:16.680]  但是顏色不同
[00:03:16.680 --> 00:03:22.080]  原來蝗蟲是大自然的害蟲
[00:03:22.080 --> 00:03:29.000]  會令到農作物帶來嚴重的破壞
[00:03:29.000 --> 00:03:31.600]  我們估計先知約翰時代
[00:03:31.600 --> 00:03:34.080]  大概公元前五、六世紀的時間
[00:03:34.080 --> 00:03:39.840]  我們估計約翰時期是在公元前五、六世紀的時候
[00:03:39.840 --> 00:03:45.000]  當時猶太人經過秘魯去到巴比倫幾十年之後
[00:03:45.000 --> 00:03:50.760]  當時猶太人經過秘魯去到巴比倫幾十年之後
[00:03:50.760 --> 00:03:55.440]  從巴比倫他們可以歸回到耶路撒冷居住
[00:03:55.440 --> 00:03:59.120]  從巴比倫他們可以歸回到耶路撒冷居住
[00:03:59.120 --> 00:04:02.080]  那時他們生活很艱難
[00:04:02.080 --> 00:04:04.520]  那時他們生活很艱難
[00:04:04.520 --> 00:04:06.920]  如果農作物失收
[00:04:06.920 --> 00:04:09.560]  就會直接影響他們的生計
[00:04:09.560 --> 00:04:11.280]  如果農作物失收的話
[00:04:11.280 --> 00:04:13.560]  會直接影響到他們的生計
[00:04:13.560 --> 00:04:17.560]  而蝗蟲的災害是很可怕的
[00:04:17.560 --> 00:04:20.080]  而蝗蟲的災害是很可怕的
[00:04:20.080 --> 00:04:23.080]  就算今天也是一樣
[00:04:23.080 --> 00:04:27.680]  因為根據一些資料顯示
[00:04:27.680 --> 00:04:29.760]  在不久之前1958年
[00:04:29.760 --> 00:04:32.480]  在不久之前1958年
[00:04:32.480 --> 00:04:38.520]  在非洲伊索匹亞的地方
[00:04:38.520 --> 00:04:41.960]  發生過一場蝗禍
[00:04:41.960 --> 00:04:43.840]  發生過一場蝗禍
[00:04:43.840 --> 00:04:50.160]  這些蝗蟲可以吃掉大約15萬公噸穀物
[00:04:50.160 --> 00:04:54.400]  這些蝗蟲可以吃掉大約15萬公噸穀物
[00:04:54.400 --> 00:05:00.480]  足夠100萬人一年的食用
[00:05:00.480 --> 00:05:03.600]  足夠100萬人一年的食用
[00:05:03.600 --> 00:05:09.240]  當這大群蝗蟲佈滿山頭
[00:05:09.240 --> 00:05:13.880]  當這大群蝗蟲佈滿山頭
[00:05:13.880 --> 00:05:19.920]  陽光照射在他們的翅膀反射
[00:05:19.920 --> 00:05:24.080]  陽光照射在他們的翅膀反射
[00:05:24.080 --> 00:05:29.920]  就成為了像晨光舖滿了山頂
[00:05:29.920 --> 00:05:34.800]  就成為了像晨光舖滿了山頂
[00:05:34.800 --> 00:05:37.320]  蝗蟲的出現
[00:05:37.320 --> 00:05:42.360]  就讓猶太人意識到重大危機臨近
[00:05:42.360 --> 00:05:46.400]  就讓猶太人意識到重大的危機臨近
