
[00:00:00.000 --> 00:00:06.380]  大家看上去有十五章十節,十五章十節,請衛東幫我讀。
[00:00:06.380 --> 00:00:16.000]  亞比的兒子沙隆背叛他,耶路撒旦二世的兒子撒加利亞,在百姓面前擊殺他,摻了他的胃。
[00:00:16.000 --> 00:00:24.840]  亞比的背後這個「他」就是耶路撒旦二世的兒子撒加利亞。
[00:00:24.840 --> 00:00:30.820]  就是說這個背叛的「他」是指耶路撒旦二世的兒子撒加利亞。
[00:00:30.820 --> 00:00:33.660]  耶路撒旦二世為什麼叫二世,我講了很多次了。
[00:00:33.660 --> 00:00:36.860]  為什麼稱之為耶路撒旦二世,我已經講過很多次了。
[00:00:36.860 --> 00:00:39.580]  因為開國的那個也是叫耶路撒旦。
[00:00:39.580 --> 00:00:44.180]  如果開國的就是國王叫耶路撒旦,和這個人是沒有血緣關係的。
[00:00:44.180 --> 00:00:46.620]  和這個人是沒有任何血緣關係的。
[00:00:46.620 --> 00:00:51.540]  不過他又用了這個名字,因為他用了這個名字,所以我要叫這個二世。
[00:00:51.540 --> 00:00:55.760]  所以這個稱之為二世,和一世沒有血緣關係。
[00:00:55.760 --> 00:00:57.680]  和一世沒有任何血緣關係。
[00:00:57.680 --> 00:01:04.320]  他是耶護的曾孫,他是耶護的曾孫,所以他答應了耶護有四代。
[00:01:04.320 --> 00:01:08.860]  上帝答應了耶護有四代。
[00:01:08.860 --> 00:01:13.020]  那來到耶路撒旦的時候已經結束了。
[00:01:13.020 --> 00:01:14.940]  到耶路撒旦的時候已經結束了。
[00:01:14.940 --> 00:01:20.380]  所以到他的兒子撒加利亞,到他的兒子撒加利亞,做了六個月的王。
[00:01:20.380 --> 00:01:21.540]  做了六個月的王。
[00:01:21.540 --> 00:01:23.840]  我們看到有動作了。
[00:01:23.840 --> 00:01:25.840]  我們看到有動作了。
[00:01:25.840 --> 00:01:29.760]  亞比的兒子背叛他,把他殺了,用刀殺的。
[00:01:29.760 --> 00:01:35.300]  亞比的兒子殺人,背叛了他,是用刀刺殺的。
[00:01:35.300 --> 00:01:37.000]  那是不是獨霸之師呢?
[00:01:37.000 --> 00:01:38.500]  是不是獨霸之師呢?
[00:01:38.500 --> 00:01:41.720]  不是,其實有兩個先知。
[00:01:41.720 --> 00:01:43.160]  其實有兩個先知。
[00:01:43.160 --> 00:01:44.860]  在這件事之前說了話。
[00:01:44.860 --> 00:01:47.000]  在這件事之前已經說了話。
[00:01:47.000 --> 00:01:57.080]  第一個先知,北角的荷西亞先知,他有一個預言。
[00:01:57.080 --> 00:02:01.380]  在偉東堡那裏,荷西亞書,一章四節和五節。
[00:02:01.380 --> 00:02:04.380]  荷西亞書,一到四節,四到五節。
[00:02:04.380 --> 00:02:16.460]  耶和華對荷西亞說,你給他起名叫耶穌列,因為在各片時,我必討耶護加在耶穌列殺人留神罪。
[00:02:16.460 --> 00:02:27.060]  耶穌列也必是耶穌列家的國,面前,第五節,到那日,我必在耶穌列平原,則在耶穌列的宮。
[00:02:27.060 --> 00:02:29.100]  這裏預言有兩部份。
[00:02:29.100 --> 00:02:30.400]  預言有兩部份。
[00:02:30.400 --> 00:02:37.600]  第一部份,上帝必追討耶護在耶穌列殺人的罪。
[00:02:37.600 --> 00:02:42.720]  上帝必追討耶護在耶穌列殺人留神的罪。
[00:02:42.720 --> 00:02:45.720]  我們剛剛讀到,你忘記下十五章了。
[00:02:45.720 --> 00:02:47.720]  我們剛剛讀到,你忘記下十五章了。
[00:02:47.720 --> 00:02:48.460]  我們剛剛讀到,你忘記下十五章了。
[00:02:48.460 --> 00:02:51.960]  耶護最後的孫子被人殺了。
[00:02:51.960 --> 00:02:58.820]  耶護最後的子孫被殺了。
[00:02:58.820 --> 00:03:03.400]  十五章裏面還有一個諷刺的內涵。
[00:03:03.400 --> 00:03:06.120]  十五章裏面還有一個諷刺的內涵。
[00:03:06.120 --> 00:03:12.060]  耶護。
[00:03:12.060 --> 00:03:15.120]  先知的門徒叫他殺阿哈全家。
[00:03:15.120 --> 00:03:18.660]  先知的門徒叫他殺阿哈全家。
[00:03:18.660 --> 00:03:21.320]  他殺了阿哈全家,但他殺多了。
[00:03:21.320 --> 00:03:23.860]  他殺了阿哈全家,但他殺多了。
[00:03:23.860 --> 00:03:27.260]  南國的阿哈謝王他也殺了。
[00:03:27.260 --> 00:03:29.700]  南國的阿哈謝王他也殺了。
[00:03:29.700 --> 00:03:30.720]  在哪裏記載呢?
[00:03:30.720 --> 00:03:30.720]  在哪裏記載呢?
[00:03:30.720 --> 00:03:32.720]  你忘記下九章二十七節。
[00:03:32.720 --> 00:03:32.720]  你忘記下九章二十七節。
[00:03:32.720 --> 00:03:35.500]  在列王之下第九章二十七節。
[00:03:35.500 --> 00:03:35.520]  在列王之下第九章二十七節。
[00:03:35.520 --> 00:03:37.020]  上帝沒有吩咐的。
[00:03:37.020 --> 00:03:38.360]  上帝沒有吩咐的。
[00:03:38.360 --> 00:03:39.100]  他做了。
[00:03:39.100 --> 00:03:41.000]  他做了。
[00:03:41.000 --> 00:03:42.660]  你殺了人。
[00:03:42.660 --> 00:03:43.460]  你殺了人。
[00:03:43.460 --> 00:03:44.300]  你的子孫呢?
[00:03:44.300 --> 00:03:45.500]  你的子孫呢?
[00:03:45.500 --> 00:03:46.560]  被人掠犯了。
[00:03:46.560 --> 00:03:49.600]  也要被人殺。
[00:03:49.600 --> 00:03:50.960]  說得好像嗎?
[00:03:50.960 --> 00:03:51.900]  你說是不是有?
[00:03:51.900 --> 00:03:53.060]  英文有句說話。
[00:03:53.060 --> 00:03:56.260]  英文有句說話。
[00:03:56.260 --> 00:03:58.660]  What comes around, goes around.
[00:03:58.660 --> 00:04:01.560]  我們中國說話就是
[00:04:01.560 --> 00:04:04.360]  這個世界有循環的。
[00:04:04.360 --> 00:04:06.600]  因為中文來講這個世界有循環。
[00:04:06.600 --> 00:04:08.060]  What comes around, goes around.
[00:04:08.060 --> 00:04:12.020]  這個就是英文了。
[00:04:12.020 --> 00:04:13.700]  以前發生的事現在發生了。
[00:04:13.700 --> 00:04:15.520]  你做了什麼?
[00:04:15.520 --> 00:04:16.560]  現在有報應了。
