
[00:00:00.000 --> 00:00:04.840]  丁小妹,感謝主可以在第一堂和丁小妹一同去敬拜上帝
[00:00:04.840 --> 00:00:08.540]  一同去聆聽上帝的說話
[00:00:08.540 --> 00:00:11.800]  去聽上帝說話,當中帶給我們什麼訊息
[00:00:11.800 --> 00:00:15.600]  大家回來大禮堂多久了?
[00:00:15.600 --> 00:00:19.400]  好像一個月,是否可以了?鬆動了?
[00:00:19.400 --> 00:00:24.900]  舉手,手指公,給了like自己,還是給了這個安排
[00:00:24.900 --> 00:00:29.400]  很開心,我都第一次在第一堂這個時段
[00:00:29.400 --> 00:00:34.200]  神那麼早,回來和大家一同去敬拜,滿心雀躍
[00:00:34.200 --> 00:00:39.600]  這個季的季題是「圍繞二施拉尼希米記」
[00:00:39.600 --> 00:00:44.700]  我覺得北宣人不會不熟悉
[00:00:44.700 --> 00:00:47.300]  很多時候,幾年前我們《年度查經》也查過
[00:00:47.300 --> 00:00:51.700]  《港壇》上說「二施拉尼希米記」也聽過
[00:00:51.700 --> 00:00:56.600]  尼希米巴閉的地方,很有果效
[00:00:56.600 --> 00:01:00.700]  很配合香港人的節奏步伐
[00:01:00.700 --> 00:01:03.800]  所以多數信徒都喜歡尼希米
[00:01:03.800 --> 00:01:06.800]  先給大家看圖,開心嗎?
[00:01:06.800 --> 00:01:10.900]  去郊遊、去旅行、去picknick
[00:01:10.900 --> 00:01:12.800]  當然,你可能心裡想
[00:01:12.800 --> 00:01:16.400]  這麼熱的天氣,當然不開心
[00:01:16.400 --> 00:01:19.000]  你先當是很開心
[00:01:19.000 --> 00:01:22.400]  但是你看到這個東西,不知道是否開心
[00:01:22.400 --> 00:01:27.100]  特別是這東西紛紛擾擾,在擾亂你的身分
[00:01:27.100 --> 00:01:30.700]  你自己和你的食物,你未必很開心
[00:01:30.700 --> 00:01:35.200]  特別是擾亂我們人生的一些事件
[00:01:35.200 --> 00:01:40.600]  我們眼前的一些工作,你未必很開心
[00:01:40.600 --> 00:01:42.600]  再看看這幅圖
[00:01:42.600 --> 00:01:48.700]  人生,丁姐妹,我不知道你有沒有一些大的project
[00:01:48.700 --> 00:01:52.500]  你不知道做過這些project,很大的project
[00:01:52.500 --> 00:01:58.000]  你要用多久才可以佔上軌道,克服眼前的困難?
[00:01:58.000 --> 00:02:01.100]  想一想,用了幾天?
[00:02:01.100 --> 00:02:05.000]  還是用月去計算?還是用年去計算?
[00:02:05.000 --> 00:02:07.200]  有什麼project,可能你人生是很大的
[00:02:07.200 --> 00:02:09.700]  可能是讀書時要做功課,交project
[00:02:09.700 --> 00:02:13.100]  可能是預備公開考試,好像早前DSE那樣
[00:02:13.100 --> 00:02:18.900]  職場上,你的老闆給你一個很大,也不容易的project
[00:02:18.900 --> 00:02:21.100]  你要擔當
[00:02:21.100 --> 00:02:23.600]  家庭的經濟難關
[00:02:23.600 --> 00:02:26.900]  買樓時要找銀行按揭
[00:02:26.900 --> 00:02:30.600]  婚姻亮起警號,要找輔導員
[00:02:30.600 --> 00:02:33.500]  整個過程可能都很漫長
[00:02:33.500 --> 00:02:36.400]  人生前路可能有些抉擇
[00:02:36.400 --> 00:02:40.300]  這些不同大大小小的project,企劃
[00:02:40.300 --> 00:02:47.700]  你用多久時間完成?回想過去的一些片段
[00:02:47.700 --> 00:02:51.600]  尼希米是一個很厲害的管理大師
[00:02:51.600 --> 00:02:54.400]  他也是一個很有魄力
[00:02:54.400 --> 00:02:57.700]  很有幹勁,很懂得禱告依靠神
[00:02:57.700 --> 00:03:02.000]  的一個信徒領袖,上帝子民的領袖
[00:03:02.000 --> 00:03:04.500]  我們很想從尼希米的經驗
[00:03:04.500 --> 00:03:06.700]  看看有什麼亮光給到我們
[00:03:06.700 --> 00:03:11.300]  這季的季題,是很想我們在復常的路上
[00:03:11.300 --> 00:03:16.200]  更多去經歷上帝大恩典,小恩典
[00:03:16.200 --> 00:03:19.800]  所以這季題更加幫助我們集中思考
[00:03:19.800 --> 00:03:25.400]  當然尼希米帶領以色列民回到重建城牆
[00:03:25.400 --> 00:03:29.100]  很多很好的事件,很多很好的故事
[00:03:29.100 --> 00:03:31.100]  大家可能可以美美到來
[00:03:31.100 --> 00:03:35.800]  但當中的確遇到很多困難
[00:03:35.800 --> 00:03:41.200]  甚至紛擾,令尼希米和他的猶大同胞
[00:03:41.200 --> 00:03:45.300]  陷入困境,的確很實在
[00:03:45.300 --> 00:03:51.500]  一點都不容易,還有很多很棘手的
[00:03:51.500 --> 00:03:52.900]  我們稍後會看
[00:03:52.900 --> 00:03:55.800]  但是以色列也好,尼希米也好
[00:03:55.800 --> 00:03:59.100]  經常出現的字眼是什麼?藍色字那裡
[00:03:59.100 --> 00:04:02.600]  上帝私恩的手與他們同在
[00:04:02.600 --> 00:04:05.900]  我不知道上帝私恩的手在過去人生
[00:04:05.900 --> 00:04:08.300]  你的project上有沒有與你同在
[00:04:08.300 --> 00:04:10.700]  你記得還是不記得?
[00:04:10.700 --> 00:04:13.300]  但是我們再次看尼希米的事件
[00:04:13.300 --> 00:04:16.100]  我們看到,好像廣東人所說
[00:04:16.100 --> 00:04:24.100]  關關難過,關關過,辦法真的比困難多
[00:04:24.100 --> 00:04:26.400]  我們先看第一個逆境
[00:04:26.400 --> 00:04:30.000]  有三個很重要的逆境,我們逐一去看
[00:04:30.000 --> 00:04:33.400]  第一個逆境,英文聽到主席幫我們讀
[00:04:33.400 --> 00:04:34.400]  是這樣的
[00:04:34.400 --> 00:04:38.800]  但和倫人參巴拉作神讀的阿門人多比亞
[00:04:38.800 --> 00:04:40.500]  和阿拉伯人基善
[00:04:40.500 --> 00:04:43.600]  聽見就癡笑我們,藐視我們
[00:04:43.600 --> 00:04:47.500]  說你們所做的這些事是什麼呢?
[00:04:47.500 --> 00:04:51.100]  要背叛皇嗎?
[00:04:51.100 --> 00:04:52.500]  這幫人經常出現
[00:04:52.500 --> 00:04:54.900]  上次如果大家有聽到,細心點留意
[00:04:54.900 --> 00:04:57.600]  其實和倫人參巴拉和他的黨羽
[00:04:57.600 --> 00:04:59.200]  已經出現了一次了
[00:04:59.200 --> 00:05:04.500]  他們連回的挑釁、質問、擾攘和敵視
[00:05:04.500 --> 00:05:07.700]  是令猶大人重建城牆
[00:05:07.700 --> 00:05:10.500]  一點都不容易過,不好受的
[00:05:10.500 --> 00:05:13.200]  假設等同於你每天上班
[00:05:13.200 --> 00:05:16.400]  你明明要做一個老闆叫你做的項目
[00:05:16.400 --> 00:05:19.900]  但是你的同事,甚至隔壁團隊的人
[00:05:19.900 --> 00:05:26.400]  在茶水間都被冷言冷語
[00:05:26.400 --> 00:05:28.400]  甚至不斷放負
[00:05:28.400 --> 00:05:30.200]  你覺得會怎樣?
[00:05:30.200 --> 00:05:31.800]  參巴拉是誰呢?
[00:05:31.800 --> 00:05:33.100]  色情學者和我們說
[00:05:33.100 --> 00:05:36.400]  應該就是撒馬尼亞的省長
[00:05:36.400 --> 00:05:42.600]  當時嚴格來說就沒有猶太、以色列國了
[00:05:42.600 --> 00:05:45.400]  當時無論是撒馬尼亞
[00:05:45.400 --> 00:05:48.000]  或者猶大這個地區
[00:05:48.000 --> 00:05:50.700]  都有不同的人在這裡居住
[00:05:50.700 --> 00:05:55.200]  尼希米拿了阿達西西王的召令
[00:05:55.200 --> 00:05:59.000]  他拿了批准回到重建城牆
[00:05:59.000 --> 00:06:02.200]  有齊所有彈藥、供給品
[00:06:02.200 --> 00:06:05.400]  撒馬尼亞的省長不可能不知道
[00:06:05.400 --> 00:06:09.200]  但是因為牽涉到稅收、牽涉到利益
[00:06:09.200 --> 00:06:11.400]  所以他當然做一些小動作
[00:06:11.400 --> 00:06:13.900]  對不起,應該是大動作
[00:06:13.900 --> 00:06:16.300]  是大大的小動作
[00:06:16.300 --> 00:06:19.000]  令整件事不容易
[00:06:19.000 --> 00:06:21.500]  令對方不容易去受
[00:06:21.500 --> 00:06:25.700]  這就是參巴拉、多比亞和基線的目標
[00:06:25.700 --> 00:06:27.300]  稍微交代一下背景
[00:06:27.300 --> 00:06:28.700]  抵達耶路撒冷之後
[00:06:28.700 --> 00:06:32.100]  尼希米大家記得他夜探耶路撒冷城
[00:06:32.100 --> 00:06:34.100]  經文我們不讀了
[00:06:34.100 --> 00:06:36.300]  大家留意藍色字那裡
[00:06:36.300 --> 00:06:39.100]  尼希米視察耶路撒冷城
[00:06:39.100 --> 00:06:40.700]  認真嗎?
[00:06:40.700 --> 00:06:42.200]  嚴不嚴謹?
[00:06:42.200 --> 00:06:47.300]  經過的地方有谷門、野狗泉、訓廠門、泉門、黃池
[00:06:47.300 --> 00:06:52.600]  再經過一條小溪再轉入直路去到谷門
[00:06:52.600 --> 00:06:55.100]  讀這些歷史書是很好的
[00:06:55.100 --> 00:06:57.500]  特別如果你說話不流利
[00:06:57.500 --> 00:06:59.800]  讀一下你會流利一點
[00:06:59.800 --> 00:07:02.500]  我們要預備講道的時候
[00:07:02.500 --> 00:07:04.500]  很多時候都要很仔細
[00:07:04.500 --> 00:07:05.500]  讀一下什麼門道
[00:07:05.500 --> 00:07:06.700]  雖然都不容易
[00:07:06.700 --> 00:07:12.400]  但是這個真的是幫我們更加去聚焦
[00:07:12.400 --> 00:07:14.000]  究竟尼希米做了什麼
[00:07:14.000 --> 00:07:15.500]  經過什麼地方
[00:07:15.500 --> 00:07:20.500]  他在十七十八節再次呼籲猶大人
[00:07:20.500 --> 00:07:24.000]  起來你們看看耶路撒冷城怎麼樣
[00:07:24.000 --> 00:07:26.000]  人民受凌辱
[00:07:26.000 --> 00:07:27.300]  起來要重建
[00:07:27.300 --> 00:07:29.600]  所以他們在十八節最後一句
[00:07:29.600 --> 00:07:31.100]  他們就一鼓作氣
[00:07:31.100 --> 00:07:33.400]  百姓和尼希米都說
[00:07:33.400 --> 00:07:36.500]  我們起來建造
[00:07:36.500 --> 00:07:38.200]  尼希米跟哪些人說
[00:07:38.200 --> 00:07:42.000]  跟官長祭司貴族做工的人
[00:07:42.000 --> 00:07:44.800]  基本上所有的猶大的族群
[00:07:44.800 --> 00:07:49.700]  他可能開了很多次居民業主大會
[00:07:49.700 --> 00:07:51.800]  跟他們去講清楚
[00:07:51.800 --> 00:07:54.200]  陳明利亥講到很重要
[00:07:54.200 --> 00:07:57.100]  這個是上帝希望猶大人
[00:07:57.100 --> 00:08:00.700]  可以有新的家園重建城牆
[00:08:00.700 --> 00:08:03.300]  是急不及待
[00:08:03.300 --> 00:08:04.800]  這個就是背景
[00:08:04.800 --> 00:08:06.700]  當然這個背景不可以遺留
[00:08:06.700 --> 00:08:09.200]  就是上帝私隱的手
[00:08:09.200 --> 00:08:11.400]  令到我們可以堅強
[00:08:11.400 --> 00:08:14.000]  令到我們可以做好這個美好的工作
[00:08:14.000 --> 00:08:15.700]  因為無論是私隱的手也好
[00:08:15.700 --> 00:08:17.000]  美好也好
[00:08:17.000 --> 00:08:18.900]  原文都是同一個字
[00:08:18.900 --> 00:08:21.300]  令到我們知道上帝的恩情
[00:08:21.300 --> 00:08:25.300]  與祂的子民同在
[00:08:25.300 --> 00:08:28.400]  面對敵人的嘲笑
[00:08:28.400 --> 00:08:29.300]  搞擾
[00:08:29.300 --> 00:08:30.100]  挑釁
[00:08:30.100 --> 00:08:31.700]  有什麼出路呢
[00:08:31.700 --> 00:08:33.200]  出路第一
[00:08:33.200 --> 00:08:36.700]  以色列文他們再次去認定
[00:08:36.700 --> 00:08:38.500]  上帝
[00:08:38.500 --> 00:08:40.300]  天上的上帝
[00:08:40.300 --> 00:08:42.600]  是使他們亨通的神
[00:08:42.600 --> 00:08:44.800]  亨通這個字不知道大家有沒有印象
[00:08:44.800 --> 00:08:46.900]  其實一章十一節出現過
[00:08:46.900 --> 00:08:48.200]  一章十一節
[00:08:48.200 --> 00:08:52.100]  尼希米喊著口
[00:08:52.100 --> 00:08:54.600]  知道自己的國土
[00:08:54.600 --> 00:08:56.400]  多麼淒涼
[00:08:56.400 --> 00:08:58.500]  城牆被焚之後
[00:08:58.500 --> 00:09:01.200]  一直都很落索
[00:09:01.200 --> 00:09:03.600]  很悲涼的境況
[00:09:03.600 --> 00:09:06.900]  他自從得到上帝的託付之後
[00:09:06.900 --> 00:09:10.100]  上帝就使他亨通回鄉
[00:09:10.100 --> 00:09:11.400]  一章十一節
[00:09:11.400 --> 00:09:13.000]  第一次出現
[00:09:13.000 --> 00:09:15.900]  所以到二章尾的時候
[00:09:15.900 --> 00:09:17.800]  他再次認定天上的神
