
[00:00:00.000 --> 00:00:02.200]  當我們講到夢的時候
[00:00:02.200 --> 00:00:04.160]  你對夢是一個怎樣的觀感
[00:00:04.160 --> 00:00:06.720]  我們中國人常說做夢是做反的
[00:00:06.720 --> 00:00:07.360]  對不對
[00:00:07.360 --> 00:00:11.040]  記得很小的時候
[00:00:11.040 --> 00:00:13.080]  你就聽過一首英文的兒歌
[00:00:13.080 --> 00:00:13.760]  叫做
[00:00:13.760 --> 00:00:16.120]  Row row row your boat
[00:00:16.120 --> 00:00:18.440]  Gently down the stream
[00:00:18.440 --> 00:00:19.160]  怎麼唱
[00:00:19.160 --> 00:00:22.120]  Merrily merrily merrily merrily
[00:00:22.120 --> 00:00:25.280]  人生不過是一場夢
[00:00:25.280 --> 00:00:28.880]  我覺得這首歌詞對孩子來說太殘忍一點了
[00:00:28.880 --> 00:00:29.560]  對吧
[00:00:30.000 --> 00:00:31.080]  我剛剛要走人生了
[00:00:31.080 --> 00:00:33.120]  你告訴我人生不過是一場夢
[00:00:33.120 --> 00:00:35.160]  所以我拒絕聽這首歌
[00:00:35.160 --> 00:00:37.120]  當我長大到中學的時候
[00:00:37.120 --> 00:00:38.040]  我學了一首歌
[00:00:38.040 --> 00:00:40.080]  我就一直唱
[00:00:40.080 --> 00:00:42.400]  有人說我年輕的時候長得像張宇生
[00:00:42.400 --> 00:00:45.440]  他說
[00:00:45.440 --> 00:00:46.680]  他唱一首歌叫做什麼
[00:00:46.680 --> 00:00:52.560]  我知道我的未來不是夢
[00:00:52.560 --> 00:00:55.560]  我認真過着每一分鐘
[00:00:55.560 --> 00:00:57.720]  我的未來不是夢
[00:00:57.720 --> 00:00:59.760]  我的心跟着希望跳動
[00:00:59.760 --> 00:01:01.440]  我說我的未來不應該是夢
[00:01:01.440 --> 00:01:03.400]  我的人生怎麼會是夢呢
[00:01:03.400 --> 00:01:05.800]  我要認真的過我的人生
[00:01:05.800 --> 00:01:08.720]  我要帶着一個大的盼望走我人生的道路
[00:01:08.720 --> 00:01:10.760]  但是又走着走着
[00:01:10.760 --> 00:01:12.320]  那我就不告訴你什麼時候了
[00:01:12.320 --> 00:01:14.360]  我又聽了一首歌
[00:01:14.360 --> 00:01:15.680]  那英唱的
[00:01:15.680 --> 00:01:18.560]  早知道是這樣
[00:01:18.560 --> 00:01:21.120]  如夢一場怎麼樣
[00:01:21.120 --> 00:01:27.280]  我纔不會把愛全都放在同一個地方
[00:01:27.280 --> 00:01:27.800]  對吧
[00:01:30.400 --> 00:01:33.240]  人生回過頭來看又好像一場夢了
[00:01:33.240 --> 00:01:35.520]  究竟人生是夢還不是夢呢
[00:01:35.520 --> 00:01:43.240]  心理學家弗洛伊德他講過這樣一句話
[00:01:43.240 --> 00:01:43.720]  下一張
[00:01:43.720 --> 00:01:48.320]  翻譯成中文就是當靈魂
[00:01:48.320 --> 00:01:53.920]  當靈魂從外在的一個世界的壓力當中被釋放出來
[00:01:53.920 --> 00:01:56.160]  當心靈逃脫了物質的枷鎖
[00:01:56.160 --> 00:01:58.200]  其實這個就叫做夢
[00:01:58.200 --> 00:02:00.480]  換句話說夢的對立面是什麼
[00:02:00.480 --> 00:02:01.360]  是現實
[00:02:01.360 --> 00:02:06.080]  現實是夢的最立面
[00:02:06.080 --> 00:02:08.080]  雖然我不同意他絕大多數的說法
[00:02:08.080 --> 00:02:11.040]  但是但是這個定義從某些方面是對的
[00:02:11.040 --> 00:02:11.600]  對吧
[00:02:11.600 --> 00:02:15.560]  夢總是要突破現實的種種的限制
[00:02:15.560 --> 00:02:20.480]  進到那好像似乎不可能的一種夢境當中
[00:02:20.480 --> 00:02:24.320]  因此面對不能掌控的人生
[00:02:24.320 --> 00:02:28.800]  生活在難以改變的一個現實世界當中
[00:02:28.800 --> 00:02:30.920]  我們有沒有做夢的權利
[00:02:30.920 --> 00:02:35.760]  我們心中是否還有夢可想
[00:02:35.760 --> 00:02:38.960]  我們做的夢究竟真的會實現嗎
[00:02:38.960 --> 00:02:41.000]  還是不過是夢一場
[00:02:41.000 --> 00:02:42.800]  有的時候真的好像夢一場
[00:02:42.800 --> 00:02:45.320]  因爲詩篇七十三篇二十四節那裏說
[00:02:45.320 --> 00:02:49.600]  人醒了睡醒了怎樣看夢
[00:02:49.600 --> 00:02:50.280]  主啊
[00:02:50.280 --> 00:02:53.840]  你醒了以後也必照樣親看他們的影像
[00:02:53.840 --> 00:02:56.920]  他說人生有的時候真的像一場夢一樣
[00:02:56.920 --> 00:02:58.600]  何必那麼認真呢
[00:02:58.600 --> 00:02:59.720]  弟兄姊妹
[00:02:59.720 --> 00:03:02.760]  我們今天要看詩篇一百二十六篇
[00:03:02.760 --> 00:03:04.520]  藉着這段段的六節聖經
[00:03:04.520 --> 00:03:06.320]  我們要來看
[00:03:06.320 --> 00:03:07.840]  我們可以做夢嗎
[00:03:07.840 --> 00:03:09.960]  什麼樣的夢是我們可以做的夢
[00:03:09.960 --> 00:03:15.080]  什麼樣的夢卻讓我們一生虛空虛浮
[00:03:15.080 --> 00:03:16.320]  在這六節的經文當中
[00:03:16.320 --> 00:03:18.160]  剛纔我們一起讀了
[00:03:18.160 --> 00:03:20.400]  一至三節很明顯是一個段落
[00:03:20.400 --> 00:03:22.360]  四至六節又是另外一個段落
[00:03:22.360 --> 00:03:24.120]  因爲一至三節它的動詞
[00:03:24.120 --> 00:03:26.840]  它所使用的動詞是使用的過去式
[00:03:26.840 --> 00:03:30.080]  而四至六節的動詞卻是一個將來的事態
[00:03:30.080 --> 00:03:31.280]  弟兄姊妹在第一個段落
[00:03:31.280 --> 00:03:32.800]  在一至三節當中
[00:03:32.800 --> 00:03:36.960]  詩人的情緒似乎是一個驚喜的情緒
[00:03:36.960 --> 00:03:39.480]  而且是一種突如其來的
[00:03:39.480 --> 00:03:41.640]  是一種沒有預期的驚喜
[00:03:41.640 --> 00:03:43.000]  這個驚喜是什麼呢
[00:03:43.000 --> 00:03:45.160]  就是他們在貝魯
[00:03:45.160 --> 00:03:48.880]  以色列人在貝魯亡國七十年以後
[00:03:48.880 --> 00:03:53.680]  耶和華神竟然再一次把他們帶回到了應許之地
[00:03:53.680 --> 00:03:57.280]  帶到了他們朝思暮想的西安
[00:03:57.280 --> 00:03:58.640]  回來了
[00:03:58.640 --> 00:04:03.720]  這件事情對他們來說是一件枯木生花的一個夢
[00:04:03.720 --> 00:04:05.960]  一個不可能當中的一個夢
[00:04:05.960 --> 00:04:07.840]  誰會想過
[00:04:07.840 --> 00:04:11.240]  誰會想過他們竟然能回來呢
[00:04:11.240 --> 00:04:12.480]  弟兄姊妹
[00:04:12.480 --> 00:04:15.000]  這個驚喜好像來得如此的突然
[00:04:15.000 --> 00:04:16.400]  如此的唾手不及
[00:04:16.400 --> 00:04:19.600]  好像今天我們一下子中了樂透
[00:04:19.600 --> 00:04:21.000]  你知道嗎
[00:04:21.000 --> 00:04:23.040]  這讓他們喜出望外
[00:04:23.040 --> 00:04:25.680]  讓他們簡直不敢相信
[00:04:25.680 --> 00:04:27.640]  這個真的發生了
[00:04:27.640 --> 00:04:28.720]  這竟然是真的
[00:04:28.720 --> 00:04:30.280]  所以他在這第一節就說
[00:04:30.280 --> 00:04:33.840]  當耶和華將那些貝魯的帶回西安的時候
[00:04:33.840 --> 00:04:35.720]  他們像什麼
[00:04:35.720 --> 00:04:37.200]  他們像做夢的人一樣
[00:04:37.200 --> 00:04:40.760]  他們不敢相信夢竟成真了
[00:04:40.760 --> 00:04:41.240]  弟兄姊妹
[00:04:41.240 --> 00:04:46.080]  因爲對於在巴比倫生活了七十年的以色列人而言
[00:04:46.080 --> 00:04:48.600]  他們幾乎已經不敢相信
[00:04:48.600 --> 00:04:51.000]  不會相信有這樣一天了
[00:04:51.000 --> 00:04:55.960]  誰會想到那個曾經強大到秋風早落葉
[00:04:55.960 --> 00:04:58.120]  不可一世的巴比倫帝國
[00:04:58.120 --> 00:05:00.960]  它會在一夜之間就土崩瓦解呢
[00:05:00.960 --> 00:05:05.840]  誰會想到那個日不落帝國一夜之間就日落西山了呢
[00:05:05.840 --> 00:05:06.680]  弟兄姊妹
[00:05:06.680 --> 00:05:09.000]  這不是我們能夠想象的
[00:05:09.000 --> 00:05:09.800]  弟兄姊妹
[00:05:09.800 --> 00:05:11.800]  很多事情的發生
[00:05:11.800 --> 00:05:13.080]  這個世界的變動
[00:05:13.080 --> 00:05:14.280]  歷史的推進
[00:05:14.280 --> 00:05:16.960]  都不是我們能想象的對吧
[00:05:16.960 --> 00:05:19.560]  誰會想到
[00:05:19.560 --> 00:05:22.980]  牛市一下就變熊市了呢
[00:05:22.980 --> 00:05:23.400]  弟兄姊妹
[00:05:23.400 --> 00:05:27.240]  誰會想到一場瘟疫來了
[00:05:27.240 --> 00:05:31.360]  就讓整個國家十幾億的人口人心惶慌
[00:05:31.360 --> 00:05:34.360]  不可終日呢
[00:05:34.360 --> 00:05:35.940]  弟兄姊妹
[00:05:35.940 --> 00:05:37.280]  我們再看
[00:05:37.280 --> 00:05:40.120]  雖然巴比倫如此強大
[00:05:40.120 --> 00:05:42.280]  那我們轉眼看這些以色列民呢
[00:05:42.280 --> 00:05:44.520]  聖經稱他們爲愚民
[00:05:44.520 --> 00:05:45.800]  什麼叫愚民啊
[00:05:45.800 --> 00:05:47.960]  不是愚民政策的愚民啊
[00:05:47.960 --> 00:05:49.040]  也不是打魚的愚民
[00:05:49.040 --> 00:05:50.600]  是剩魚的民
[00:05:50.600 --> 00:05:52.320]  他們是剩下的
[00:05:52.320 --> 00:05:53.720]  他們是少數
[00:05:53.720 --> 00:05:55.200]  他們是弱者
[00:05:55.200 --> 00:05:55.760]  弟兄姊妹
[00:05:55.760 --> 00:05:58.600]  他們在地上的這些列強政權下
[00:05:58.600 --> 00:05:59.680]  他們被遷移
[00:05:59.680 --> 00:06:00.640]  他們被打散
[00:06:00.640 --> 00:06:04.000]  他們被拋到天涯
[00:06:04.000 --> 00:06:08.200]  他們好像在這個歷史的洪流當中顯得如此的無助
[00:06:08.200 --> 00:06:09.040]  不是嗎
[00:06:09.040 --> 00:06:12.880]  我爲魚肉 人爲刀組
[00:06:12.880 --> 00:06:13.640]  弟兄姊妹
[00:06:13.640 --> 00:06:16.600]  他說我們就是被巴比倫
[00:06:16.600 --> 00:06:17.520]  被巴比倫
[00:06:17.520 --> 00:06:19.200]  接下來又被波斯馬代
[00:06:19.200 --> 00:06:20.520]  接下來又被希臘
[00:06:20.520 --> 00:06:22.160]  再接下來又被羅馬
[00:06:22.160 --> 00:06:25.640]  俺們就是他們俺板上的那塊肉
[00:06:25.640 --> 00:06:27.120]  任人宰割
[00:06:27.120 --> 00:06:27.720]  弟兄姊妹
[00:06:27.720 --> 00:06:31.800]  他們說我們曾經被尼布甲尼撒魯略
[00:06:31.800 --> 00:06:33.320]  曾經被拿破崙欺負
[00:06:33.320 --> 00:06:34.920]  曾經被希特勒屠殺
[00:06:34.920 --> 00:06:36.760]  曾經被斯大林迫害
[00:06:36.760 --> 00:06:37.360]  弟兄姊妹
[00:06:37.360 --> 00:06:40.200]  好像這些愚民
[00:06:40.200 --> 00:06:44.880]  他們在歷史當中顯得如此的軟弱
[00:06:44.880 --> 00:06:47.480]  任人宰割
[00:06:47.480 --> 00:06:50.360]  在大國崛起的歷史洪流當中
[00:06:50.360 --> 00:06:53.200]  這些以色列人算得了什麼呢
[00:06:53.200 --> 00:06:55.440]  那麼問題來了
[00:06:55.440 --> 00:07:00.280]  究竟是誰在掌管歷史呢
[00:07:00.280 --> 00:07:00.880]  弟兄姊妹
[00:07:00.880 --> 00:07:05.440]  究竟是誰在掌管你我的人生呢
[00:07:05.440 --> 00:07:13.080]  今天我們的身家性命究竟握在誰的手中呢
[00:07:13.080 --> 00:07:16.040]  在這樣一個歷史當中
[00:07:16.040 --> 00:07:18.160]  在一個滾滾長江東逝水
[00:07:18.160 --> 00:07:19.480]  浪花淘盡英雄
[00:07:19.480 --> 00:07:21.320]  是非成敗轉成空
[00:07:21.320 --> 00:07:23.000]  這樣的一個歷史當中
[00:07:23.000 --> 00:07:27.120]  是不是有一位在那裏掌管呢
[00:07:27.120 --> 00:07:28.800]  有沒有
[00:07:28.800 --> 00:07:30.640]  誰
[00:07:30.640 --> 00:07:32.120]  聖經上告訴我們說
[00:07:32.120 --> 00:07:34.360]  有一位上帝在掌權
[00:07:34.360 --> 00:07:37.640]  有一位昔在今在以後永在的上帝
[00:07:37.640 --> 00:07:39.280]  他歷定時候日期
[00:07:39.280 --> 00:07:41.320]  他興亡他廢亡
[00:07:41.320 --> 00:07:42.320]  弟兄姊妹
[00:07:42.320 --> 00:07:44.800]  你相不相信在你的生命當中有這樣一位神
[00:07:44.800 --> 00:07:48.880]  那爲什麼
[00:07:48.880 --> 00:07:50.640]  爲什麼我們會怕呢
[00:07:50.640 --> 00:07:51.960]  爲什麼我們會慌呢
[00:07:51.960 --> 00:07:54.440]  爲什麼我們會覺得人生無奈呢
[00:07:54.440 --> 00:07:55.520]  爲什麼經濟一不好
[00:07:55.520 --> 00:07:56.480]  中美貿易戰一打
[00:07:56.480 --> 00:07:57.720]  我們就怕了呢
[00:07:57.720 --> 00:07:59.520]  爲什麼這個移民政策一縮緊
[00:07:59.520 --> 00:08:01.600]  我們就擔憂了呢
[00:08:03.680 --> 00:08:04.600]  弟兄姊妹
[00:08:04.600 --> 00:08:07.440]  這叫實踐上的無神論者
[00:08:07.440 --> 00:08:09.040]  信念上有這位神
[00:08:09.040 --> 00:08:11.000]  但實際生活當中你不見得信的
[00:08:11.000 --> 00:08:12.320]  活得出你的信心來
[00:08:12.320 --> 00:08:15.600]  有一本書叫做親愛的
[00:08:15.600 --> 00:08:17.680]  你把上帝看笑了
[00:08:17.680 --> 00:08:18.080]  弟兄姊妹
[00:08:18.080 --> 00:08:19.520]  我們都信上帝
