
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹們,不知道你們在過往兩個星期
[00:00:04.000 --> 00:00:09.000]  有沒有找時間去背了八福去
[00:00:09.000 --> 00:00:11.000]  或者記得重要的意思
[00:00:11.000 --> 00:00:14.000]  領受當中的訊息
[00:00:14.000 --> 00:00:17.000]  玩學活用,使人得福
[00:00:17.000 --> 00:00:21.000]  在今早八點多有個弟兄
[00:00:21.000 --> 00:00:26.000]  他就拿了一個歌詞給我
[00:00:26.000 --> 00:00:29.000]  就是原來我們城鎮街一位姊妹
[00:00:29.000 --> 00:00:31.000]  召喚新姊妹
[00:00:31.000 --> 00:00:35.000]  都是用了八福這個詞
[00:00:35.000 --> 00:00:40.000]  是用一閃和快樂中
[00:00:40.000 --> 00:00:43.000]  我試試唱一句
[00:00:43.000 --> 00:00:45.000]  希望不要走音
[00:00:45.000 --> 00:00:47.000]  好,謝謝
[00:00:47.000 --> 00:00:50.000]  去沉的人有福了
[00:00:50.000 --> 00:00:54.000]  人田國是他們的
[00:00:54.000 --> 00:00:55.000]  是不是聽過
[00:00:55.000 --> 00:00:59.000]  都幾好,用這首歌去背了
[00:00:59.000 --> 00:01:03.000]  我希望大家能夠記得八福
[00:01:03.000 --> 00:01:06.000]  當我們再細心去想一想
[00:01:06.000 --> 00:01:08.000]  我們所記得的八福
[00:01:08.000 --> 00:01:10.000]  你想一想
[00:01:10.000 --> 00:01:15.000]  其實是不是一開始聽起來怪怪的
[00:01:15.000 --> 00:01:20.000]  因為一開始聽起來不像祝福
[00:01:20.000 --> 00:01:23.000]  好像就坐一樣
[00:01:23.000 --> 00:01:26.000]  當我們聽到英許的部分
[00:01:26.000 --> 00:01:29.000]  只明白當中的意思
[00:01:29.000 --> 00:01:31.000]  譬如虛心
[00:01:31.000 --> 00:01:35.000]  虛心說是心靈貧窮的人
[00:01:35.000 --> 00:01:38.000]  不是吧,是一個福氣
[00:01:38.000 --> 00:01:41.000]  當然當我們聽到英許的時候
[00:01:41.000 --> 00:01:45.000]  原來說心靈貧窮的人是有福的
[00:01:45.000 --> 00:01:47.000]  天國是他們的
[00:01:47.000 --> 00:01:49.000]  這個是英許
[00:01:49.000 --> 00:01:51.000]  哀動
[00:01:51.000 --> 00:01:55.000]  哀動似乎是沒有喜樂
[00:01:55.000 --> 00:01:58.000]  真的是一個福氣
[00:01:58.000 --> 00:01:59.000]  但他的英許就說
[00:01:59.000 --> 00:02:01.000]  哀動的人有福了
[00:02:01.000 --> 00:02:04.000]  因為他們得到安慰
[00:02:04.000 --> 00:02:08.000]  溫柔的人不是指那些懶懶閒閒的人
[00:02:08.000 --> 00:02:11.000]  那些很膚淺的被動的人
[00:02:11.000 --> 00:02:13.000]  溫柔的人有福了
[00:02:13.000 --> 00:02:15.000]  所得到的英許就是說
[00:02:15.000 --> 00:02:18.000]  他們會承繼土地
[00:02:18.000 --> 00:02:21.000]  饑渴的無意的人有福了
[00:02:21.000 --> 00:02:24.000]  英許就是說他們得飽足
[00:02:24.000 --> 00:02:26.000]  憐恤的人有福了
[00:02:26.000 --> 00:02:31.000]  英許就是說他們得到憐恤
[00:02:31.000 --> 00:02:33.000]  清心的人有福了
[00:02:33.000 --> 00:02:36.000]  他們必得見神
[00:02:36.000 --> 00:02:39.000]  使人和睦的人有福了
[00:02:39.000 --> 00:02:43.000]  因為他們必稱為神的兒女
[00:02:43.000 --> 00:02:47.000]  為義受逼迫的人有福了
[00:02:47.000 --> 00:02:51.000]  因為天國是他們的
[00:02:51.000 --> 00:02:53.000]  讓我們一起去記得
[00:02:53.000 --> 00:02:55.000]  我們同心土告
[00:02:55.000 --> 00:02:59.000]  主啊!多謝祢讓我們弟兄姊妹們
[00:02:59.000 --> 00:03:02.000]  能夠回到祢的聖所當中
[00:03:02.000 --> 00:03:03.000]  我們去敬拜祢
[00:03:03.000 --> 00:03:05.000]  我們讚美祢
[00:03:05.000 --> 00:03:07.000]  如今我們要聽祢的話語
[00:03:07.000 --> 00:03:10.000]  求祢讓我們眾弟兄姊妹們
[00:03:10.000 --> 00:03:12.000]  都能夠去專心聆聽
[00:03:12.000 --> 00:03:14.000]  我們聽得明白
[00:03:14.000 --> 00:03:17.000]  我們能夠相信祢的話
[00:03:17.000 --> 00:03:19.000]  主啊!我們仰望祢
[00:03:19.000 --> 00:03:23.000]  我們的禱告是奉主耶穌基督的名字求
[00:03:23.000 --> 00:03:25.000]  Amen
[00:03:25.000 --> 00:03:29.000]  剛才主席帶領我們
[00:03:29.000 --> 00:03:34.000]  讀完《馬太福音》五章十三至十六節
[00:03:34.000 --> 00:03:39.000]  我們見到耶穌基督向他的門徒說
[00:03:39.000 --> 00:03:48.000]  你們是地上的鹽,你們是世上的光
[00:03:48.000 --> 00:03:52.000]  要明白耶穌基督的說法
[00:03:52.000 --> 00:03:58.000]  我們首先想想耶穌基督沒有說過的東西
[00:03:58.000 --> 00:04:01.000]  耶穌基督沒有說過
[00:04:01.000 --> 00:04:04.000]  假如你們努力一點,拼命一點
[00:04:04.000 --> 00:04:07.000]  你們就可以成為地上的鹽,世上的光
[00:04:07.000 --> 00:04:10.000]  假如你們潔淨自己,你們不犯罪的話
[00:04:10.000 --> 00:04:15.000]  你們就能夠成為地上的鹽,世上的光
[00:04:15.000 --> 00:04:17.000]  耶穌基督沒有這樣說
[00:04:17.000 --> 00:04:19.000]  耶穌基督所說的就是
[00:04:19.000 --> 00:04:24.000]  你們已經是地上的鹽
[00:04:24.000 --> 00:04:30.000]  你們已經是世上的光
[00:04:30.000 --> 00:04:35.000]  你們是地鹽世光
[00:04:35.000 --> 00:04:37.000]  為什麼?
[00:04:37.000 --> 00:04:41.000]  因為耶穌基督已經救贖我們
[00:04:41.000 --> 00:04:44.000]  我們成為他的門徒
[00:04:44.000 --> 00:04:47.000]  當我們跟隨他的話
[00:04:47.000 --> 00:04:52.000]  我們被他的話語塑造我們的生命
[00:04:52.000 --> 00:04:55.000]  我們得到奇異的愛的禮物
[00:04:55.000 --> 00:05:00.000]  我們能夠被他的愛所救贖
[00:05:00.000 --> 00:05:02.000]  耶穌基督祝福我們
[00:05:02.000 --> 00:05:04.000]  也叫我們去祝福其他的人
[00:05:04.000 --> 00:05:08.000]  叫我們發揮鹽的妙用
[00:05:08.000 --> 00:05:13.000]  叫我們能夠像光一樣去照耀
[00:05:13.000 --> 00:05:15.000]  如果是這樣的話
[00:05:15.000 --> 00:05:17.000]  什麼叫做鹽?
[00:05:17.000 --> 00:05:20.000]  什麼叫做光?
[00:05:20.000 --> 00:05:23.000]  我的答案是非常簡單
[00:05:23.000 --> 00:05:26.000]  作為鹽和光
[00:05:26.000 --> 00:05:31.000]  就是跟基督徒的品格和行為相關的
[00:05:31.000 --> 00:05:35.000]  這個就是關於你是誰
[00:05:35.000 --> 00:05:39.000]  是關於你的行為
[00:05:39.000 --> 00:05:43.000]  你日常的生活
[00:05:43.000 --> 00:05:46.000]  基督徒的品格和行為
[00:05:46.000 --> 00:05:49.000]  是對我們的家庭有影響的
[00:05:49.000 --> 00:05:52.000]  是對教會有影響的
[00:05:52.000 --> 00:05:56.000]  是對這個社會有影響的
[00:05:56.000 --> 00:06:02.000]  耶穌基督說「你們是地上的鹽」
[00:06:02.000 --> 00:06:04.000]  當我們看聖經的時候
[00:06:04.000 --> 00:06:06.000]  我們看和合譯本就說
[00:06:06.000 --> 00:06:08.000]  「你們是世上的鹽」
[00:06:08.000 --> 00:06:11.000]  其實用和修本那個比較好一點
[00:06:11.000 --> 00:06:12.000]  是地上
[00:06:12.000 --> 00:06:15.000]  這個世上是指地上
[00:06:15.000 --> 00:06:17.000]  所謂「你們是世上的鹽」
[00:06:17.000 --> 00:06:22.000]  就應該翻譯為「你們是地上的鹽」
[00:06:22.000 --> 00:06:24.000]  鹽有兩種的功用
[00:06:24.000 --> 00:06:27.000]  就是為食物去調味
[00:06:27.000 --> 00:06:32.000]  鹽可以將水從食物帶到表面
[00:06:32.000 --> 00:06:35.000]  和將食物的味道帶到表面
[00:06:35.000 --> 00:06:38.000]  讓我們嘗到那種味道
[00:06:38.000 --> 00:06:42.000]  鹽也可以作為防腐的作用
[00:06:42.000 --> 00:06:45.000]  鹽將食物的水份帶到表面
[00:06:45.000 --> 00:06:47.000]  讓表面的水去蒸發
[00:06:47.000 --> 00:06:49.000]  以致食物能夠更加乾爽
[00:06:49.000 --> 00:06:53.000]  以致細菌難以滋生
[00:06:53.000 --> 00:06:55.000]  除此之外
[00:06:55.000 --> 00:06:58.000]  鹽是有生命的徵兆的
[00:06:58.000 --> 00:07:01.000]  我們的生命裏面是有鹽的
[00:07:01.000 --> 00:07:03.000]  我們的淚水有鹽
[00:07:03.000 --> 00:07:05.000]  我們的汗有鹽
[00:07:05.000 --> 00:07:07.000]  我們的血有鹽
[00:07:07.000 --> 00:07:09.000]  事實上就是說
[00:07:09.000 --> 00:07:14.000]  我們的鹽和我們的生命息息相關
[00:07:14.000 --> 00:07:17.000]  我們的血、我們的淚水、我們的汗
[00:07:17.000 --> 00:07:25.000]  講明了生命的價值、生命的寶貴
[00:07:25.000 --> 00:07:30.000]  耶穌基督說你們是地上的鹽
[00:07:30.000 --> 00:07:33.000]  意思就是說你們在這個世界當中
[00:07:33.000 --> 00:07:35.000]  你們要去調味
[00:07:35.000 --> 00:07:40.000]  你們要帶出耶穌基督愛的味道
[00:07:40.000 --> 00:07:44.000]  並且你們要做防腐的功用
[00:07:44.000 --> 00:07:46.000]  在這個已經這麼樓富的世界當中
[00:07:46.000 --> 00:07:49.000]  不要讓它更加樓富
[00:07:49.000 --> 00:07:53.000]  你們在當中幫忙做防腐的工作
[00:07:53.000 --> 00:07:57.000]  所以基督徒的生命是活出另類
[00:07:57.000 --> 00:07:59.000]  另外一種的生活
