
[00:00:00.000 --> 00:00:02.900]  好,大英節目,我們一起先低頭祈禱
[00:00:02.900 --> 00:00:05.820]  天父,在我們來到你面前聚集的時候
[00:00:05.820 --> 00:00:08.060]  願你自己的說話再一次
[00:00:08.060 --> 00:00:11.580]  在我們的心靈當中去照耀
[00:00:11.580 --> 00:00:13.860]  讓我們看到自己的黑暗
[00:00:13.860 --> 00:00:15.120]  也讓我們看到
[00:00:15.120 --> 00:00:17.820]  你是我們的亮光
[00:00:17.820 --> 00:00:19.720]  願你帶領我們
[00:00:19.720 --> 00:00:21.820]  藉著你的說話
[00:00:21.820 --> 00:00:24.660]  讓我們再一次在心靈裡燃點起
[00:00:24.660 --> 00:00:25.900]  對你的盼望
[00:00:25.900 --> 00:00:27.480]  奉耶穌基督的名祈求
[00:00:27.480 --> 00:00:28.100]  阿們
[00:00:29.740 --> 00:00:31.740]  剛剛過了感恩節
[00:00:31.740 --> 00:00:35.320]  大家有吃火雞,沒有吃火雞
[00:00:35.320 --> 00:00:37.980]  都過了一個很開心的節日
[00:00:37.980 --> 00:00:39.820]  過了感恩節之後
[00:00:39.820 --> 00:00:41.620]  你會發覺在街上
[00:00:41.620 --> 00:00:43.540]  有時候晚上逛過的街
[00:00:43.540 --> 00:00:46.580]  就開始聖誕佈置出來了
[00:00:46.580 --> 00:00:50.100]  所以接下來的幾個星期
[00:00:50.100 --> 00:00:54.500]  都希望我們思想關於聖誕
[00:00:54.500 --> 00:00:57.980]  關於主耶穌降生的幾段經文
[00:00:59.060 --> 00:01:01.620]  因為事實上在我們的信仰當中
[00:01:01.620 --> 00:01:05.140]  有兩個節日其實基本上就是
[00:01:05.140 --> 00:01:06.940]  最重要的
[00:01:06.940 --> 00:01:10.380]  也是我們整個信仰的基礎
[00:01:10.380 --> 00:01:13.100]  第一個當然就是主耶穌降生
[00:01:13.100 --> 00:01:15.100]  那個代表就是聖誕節
[00:01:15.100 --> 00:01:20.260]  第二個當然就是主耶穌為我們受苦
[00:01:20.260 --> 00:01:21.540]  丁十字架
[00:01:21.540 --> 00:01:22.580]  就受死復活
[00:01:22.580 --> 00:01:23.980]  那個是復活節
[00:01:23.980 --> 00:01:28.060]  所以都希望在這個聖誕節之前
[00:01:28.060 --> 00:01:30.900]  我們也有時間思想聖誕節的經文
[00:01:30.900 --> 00:01:35.460]  這段經文以創下書第九章
[00:01:35.460 --> 00:01:38.020]  相信大家都非常熟悉
[00:01:38.020 --> 00:01:39.460]  每逢聖誕節的時候
[00:01:39.460 --> 00:01:43.500]  特別是最後那幾節
[00:01:43.500 --> 00:01:47.180]  「因有嬰孩為我們而生,有一子賜給我們」
[00:01:47.180 --> 00:01:50.340]  很多時候聖誕節崇拜的當中
[00:01:50.340 --> 00:01:51.740]  都會去朗讀
[00:01:51.740 --> 00:01:55.420]  但是今天就想看前一點
[00:01:55.740 --> 00:01:58.460]  看看前面究竟是講什麼
[00:01:58.460 --> 00:02:02.380]  嬰孩而生之前其實有什麼背景呢
[00:02:02.380 --> 00:02:04.700]  一開始的時候其實他就講到
[00:02:04.700 --> 00:02:10.420]  整個世界其實是籠罩一個黑暗的景況
[00:02:10.420 --> 00:02:15.500]  當以創下先知他講這一段預言的時候
[00:02:15.500 --> 00:02:17.100]  其實他們的國家
[00:02:17.100 --> 00:02:21.980]  也是面臨著一個非常黑暗籠罩的景況
[00:02:21.980 --> 00:02:24.820]  當時他們的皇帝希西加
[00:02:24.820 --> 00:02:28.900]  其實是面對著亞述的大軍
[00:02:28.900 --> 00:02:32.180]  亞述的皇朝
[00:02:32.180 --> 00:02:35.060]  基本上在當時來說
[00:02:35.060 --> 00:02:37.700]  是想稱霸世界
[00:02:37.700 --> 00:02:41.980]  而他的軍隊不斷將他附近的國家
[00:02:41.980 --> 00:02:44.940]  一個一個地打敗而侵蝕
[00:02:44.940 --> 00:02:49.220]  而在北邊的
[00:02:49.220 --> 00:02:52.100]  當時以色列國稱為南國和北國
[00:02:52.100 --> 00:02:58.420]  北國的皇帝其實都已經被亞述的大軍打敗
[00:02:58.420 --> 00:03:01.340]  事實上你看以塞亞述後期的時候
[00:03:01.340 --> 00:03:03.340]  也都講亞述的大軍
[00:03:03.340 --> 00:03:06.580]  也是兵臨城下去到耶路撒冷城
[00:03:06.580 --> 00:03:11.540]  所以他們是非常之感受到
[00:03:11.540 --> 00:03:15.300]  國家是處於一個危急存亡之秋
[00:03:15.300 --> 00:03:20.260]  而是大家都人心惶惶的一個時代
[00:03:21.380 --> 00:03:24.140]  當然我們現在的時代未必
[00:03:24.140 --> 00:03:25.420]  特別是我們現在在美國
[00:03:25.420 --> 00:03:27.420]  我們未必感受到
[00:03:27.420 --> 00:03:31.380]  國家會有很大危機亡國
[00:03:31.380 --> 00:03:37.540]  好像有第二個國家外敵入侵打到來
[00:03:37.540 --> 00:03:47.180]  我們未必是有這種真實打仗的心情
[00:03:47.180 --> 00:03:49.580]  但是某個程度上
[00:03:49.580 --> 00:03:53.740]  我們亦都可以停下來想一想
[00:03:53.740 --> 00:03:56.540]  其實我們同樣都活在一個
[00:03:56.540 --> 00:04:01.420]  人心惶惶黑暗的一個世代當中
[00:04:01.420 --> 00:04:03.100]  在當時來說以塞亞先知
[00:04:03.100 --> 00:04:07.180]  他們所面對的是一個
[00:04:07.180 --> 00:04:13.260]  對前景不會是看好的一個時代
[00:04:13.260 --> 00:04:15.940]  現在很快就已經進入十一月尾
[00:04:15.940 --> 00:04:18.220]  接著就十二月了
[00:04:18.220 --> 00:04:21.020]  不知道你同景月二零二三年
[00:04:21.020 --> 00:04:23.180]  是會是更好的一年
[00:04:23.180 --> 00:04:26.980]  還是更差的一年呢
[00:04:26.980 --> 00:04:29.180]  如果你問很多經濟學的學家
[00:04:29.180 --> 00:04:30.940]  或者來說
[00:04:30.940 --> 00:04:33.140]  可能是會更差的
[00:04:33.140 --> 00:04:34.340]  很多老闆來說
[00:04:34.340 --> 00:04:38.940]  可能他會想定計劃怎樣裁員的
[00:04:38.940 --> 00:04:42.020]  有很多不同的人
[00:04:42.020 --> 00:04:43.660]  大家都覺得
[00:04:43.660 --> 00:04:47.100]  特別剛剛現在中期選舉又完了之後
[00:04:47.100 --> 00:04:50.220]  又覺得人與人之間那種的矛盾
[00:04:50.220 --> 00:04:55.260]  就越來越激烈化 兩極化的
[00:04:55.260 --> 00:05:00.580]  很多的方面你綜合來看的時候
[00:05:00.580 --> 00:05:07.380]  你說究竟來年會是比今年更好還是更差呢
[00:05:07.380 --> 00:05:12.100]  恐怕很多人都未必敢說會是更好
[00:05:12.100 --> 00:05:15.100]  而在這樣的情況之下
[00:05:15.100 --> 00:05:17.980]  你對於來年的憧憬
[00:05:17.980 --> 00:05:20.180]  都是暗淡的時候
[00:05:20.180 --> 00:05:23.300]  就怎會盼望明天呢
[00:05:23.300 --> 00:05:25.380]  而事實上在當時的熱錯下才知道
[00:05:25.380 --> 00:05:26.580]  他們所面對的時代
[00:05:26.580 --> 00:05:31.260]  其實他們都是面對著一個這樣的情況
[00:05:31.260 --> 00:05:33.860]  有一天就過一天
[00:05:33.860 --> 00:05:35.380]  今天未打到來
[00:05:35.380 --> 00:05:38.940]  今天就好好過自己的日子
[00:05:38.940 --> 00:05:43.900]  但是基本上對於前面都是沒什麼盼望的
[00:05:43.900 --> 00:05:45.980]  基本上對於前面的日子
[00:05:45.980 --> 00:05:48.980]  都不會覺得是會好的
[00:05:48.980 --> 00:05:53.940]  最低限度在看到的將來
[00:05:53.940 --> 00:05:58.780]  這個正正就是他們當時面對的心情
[00:05:58.780 --> 00:06:00.380]  他們明白到
[00:06:00.380 --> 00:06:05.180]  其實這個世界好像就越來越黑暗的一樣
[00:06:05.180 --> 00:06:08.820]  人心的罪惡越來越黑暗
[00:06:08.820 --> 00:06:13.700]  是非之心好像越來越不懂得分辨
[00:06:13.700 --> 00:06:16.460]  就像那個指南針壞了一樣
[00:06:16.460 --> 00:06:19.700]  有些東西很明顯對與錯
[00:06:19.700 --> 00:06:23.180]  以前來說你覺得一定是這樣的
[00:06:23.180 --> 00:06:25.420]  一齊講出來評一下道理
[00:06:25.420 --> 00:06:28.100]  那就大家分到對錯了
[00:06:28.100 --> 00:06:30.620]  現在這個指南針在整個社會來說
[00:06:30.620 --> 00:06:33.740]  某個程度好像壞了一樣
[00:06:33.740 --> 00:06:35.940]  有些東西你又覺得你對
[00:06:35.940 --> 00:06:39.300]  有些東西你又覺得別人又覺得他自己對
[00:06:39.300 --> 00:06:41.620]  個人拿著一次那個指南針壞了
[00:06:41.620 --> 00:06:45.300]  好像左搖右擺的一樣
[00:06:45.300 --> 00:06:49.540]  這種這樣的情況之下
[00:06:49.540 --> 00:06:52.740]  怎樣可以有盼望呢
[00:06:52.740 --> 00:06:56.100]  先知二塞亞就講了一段的預言
[00:06:56.100 --> 00:06:57.660]  正正是一個這樣的背景
[00:06:57.660 --> 00:07:02.620]  他說 但那受過痛苦的必不在見幽暗
[00:07:02.620 --> 00:07:07.660]  從前神使西布倫地和拿弗他利地被藐視
[00:07:07.660 --> 00:07:09.580]  沒後卻使者沿海的路
[00:07:09.580 --> 00:07:12.100]  但河外外邦人的加利利地
[00:07:12.100 --> 00:07:14.220]  得著榮耀在黑暗中
[00:07:14.220 --> 00:07:17.380]  行走的百姓看見了大光
[00:07:17.380 --> 00:07:22.500]  處在死陰之地的人有光照耀他們
[00:07:22.500 --> 00:07:28.620]  一開始的時候先知二塞亞他沒有忽視這個事實
[00:07:28.620 --> 00:07:30.540]  有時候我們想安慰人的時候
[00:07:30.540 --> 00:07:35.380]  我們都嘗試叫他不要想那麼痛苦的事
[00:07:35.380 --> 00:07:40.020]  想些光明點心舒服點
[00:07:40.020 --> 00:07:43.500]  但你都知道可能你自己都曾經痛苦的時候
[00:07:43.500 --> 00:07:45.100]  曾經被人這樣安慰過
[00:07:45.100 --> 00:07:48.420]  你都知道那些好像將自己的痛苦
[00:07:48.420 --> 00:07:52.420]  好像掃了在地毯底那樣的安慰
[00:07:52.420 --> 00:07:55.460]  叫你不要想了不要記了
[00:07:55.460 --> 00:07:57.820]  是沒什麼用的
[00:07:57.820 --> 00:08:00.820]  因為真實存在
[00:08:00.820 --> 00:08:04.580]  你去否定它不代表它不存在
[00:08:04.580 --> 00:08:06.300]  而它真實存在的時候
[00:08:06.300 --> 00:08:10.740]  好像總是在你心裡面不斷地刺激你
[00:08:10.740 --> 00:08:12.780]  隱隱作痛的一樣
[00:08:12.780 --> 00:08:16.020]  所以二塞亞才知道他所說的這段預言
[00:08:16.020 --> 00:08:20.940]  它不是好像一些精神的麻醉劑一樣
[00:08:20.940 --> 00:08:22.500]  不要想不要想
[00:08:22.500 --> 00:08:27.260]  閉上眼睛就當沒事發生就算了
[00:08:27.260 --> 00:08:29.060]  它不是這樣的
[00:08:29.060 --> 00:08:33.180]  他承認我們是在受痛苦的日子
[00:08:33.180 --> 00:08:35.060]  受過痛苦的
[00:08:35.060 --> 00:08:39.740]  但是他說答應必不在見幽暗
[00:08:39.740 --> 00:08:43.260]  是一種改變
[00:08:43.260 --> 00:08:45.500]  我們對於未來的盼望
[00:08:45.500 --> 00:08:52.340]  不是對於現在的黑暗那些視而不見
[00:08:52.340 --> 00:08:54.820]  或者覺得那些沒什麼沒什麼的
[00:08:54.820 --> 00:08:56.060]  不想它是沒什麼的
[00:08:56.060 --> 00:08:58.460]  那種的自我安慰
[00:08:58.460 --> 00:09:02.140]  我們是真實地在神的面前
[00:09:02.140 --> 00:09:07.460]  去盼望著這個黑暗的日子
[00:09:07.460 --> 00:09:09.500]  是會有所改變的
[00:09:09.500 --> 00:09:14.660]  而這個改變就是有真光的出現
[00:09:14.660 --> 00:09:15.660]  有真光的出現
[00:09:15.660 --> 00:09:16.420]  他說
[00:09:16.420 --> 00:09:19.900]  從前在西布倫地拿弗他利地被藐視
[00:09:19.900 --> 00:09:22.540]  抹後寫在沿海的大路
[00:09:22.540 --> 00:09:25.180]  腳踏河外外邦人的伽利利地
[00:09:25.180 --> 00:09:26.780]  得著榮耀
[00:09:26.780 --> 00:09:29.220]  是神榮耀的光輝
[00:09:29.220 --> 00:09:33.980]  會在這個黑暗的地方照耀
[00:09:33.980 --> 00:09:38.820]  這個就是人有盼望的原因
[00:09:38.820 --> 00:09:43.700]  人有盼望是因為我們盼望著
[00:09:43.700 --> 00:09:45.740]  沒錯 現在是黑暗
[00:09:45.740 --> 00:09:48.380]  但是在黑暗之處
[00:09:48.380 --> 00:09:51.460]  神的榮耀仍然都會降臨
[00:09:51.460 --> 00:09:53.500]  就正如在死陰之地
[00:09:53.500 --> 00:09:58.780]  人的心仍然都可以在神面前感受到
[00:09:58.780 --> 00:10:00.020]  神的同在
[00:10:00.020 --> 00:10:03.420]  在死陰的幽谷
[00:10:03.420 --> 00:10:04.180]  神的象
[00:10:04.180 --> 00:10:05.780]  神的光都安慰我
[00:10:05.780 --> 00:10:08.260]  神與我們同在一樣
[00:10:08.260 --> 00:10:10.780]  那種榮耀和光輝
[00:10:10.780 --> 00:10:13.780]  所以他特別說到
[00:10:13.780 --> 00:10:15.500]  為什麼要提到這裡呢
[00:10:15.500 --> 00:10:17.820]  西布倫地拿弗他利地被藐視
[00:10:17.820 --> 00:10:19.140]  抹後的沿海的大路
[00:10:19.140 --> 00:10:20.940]  腳踏河外外邦人的伽利利地
[00:10:20.940 --> 00:10:21.860]  得著榮耀
[00:10:21.860 --> 00:10:25.500]  當然你讀到這裡的時候
[00:10:25.500 --> 00:10:27.220]  必然會想起這一段聖經
[00:10:27.220 --> 00:10:29.900]  其實就是在福音書裡面
[00:10:29.900 --> 00:10:31.540]  有引用的
[00:10:31.540 --> 00:10:33.700]  就是講到主耶穌
[00:10:33.700 --> 00:10:35.260]  主耶穌當然是伽利利人
[00:10:35.260 --> 00:10:36.660]  西布倫地拿弗他利地
[00:10:36.660 --> 00:10:39.180]  是當時北邊沿海的地方
[00:10:39.180 --> 00:10:42.980]  其實是很多人
[00:10:42.980 --> 00:10:44.780]  特別是正統的猶太人
[00:10:44.780 --> 00:10:49.740]  覺得那裡是很世俗化的
[00:10:49.740 --> 00:10:53.060]  很多的外邦人在那裡做生意
[00:10:53.060 --> 00:10:55.580]  其實已經墮落了
[00:10:55.580 --> 00:10:59.620]  已經失去了
[00:10:59.620 --> 00:11:04.060]  他們看不起那些地方的人
[00:11:04.060 --> 00:11:08.660]  而他說在那些地方
[00:11:08.660 --> 00:11:12.100]  會得著大光
[00:11:12.100 --> 00:11:15.780]  而這一種的盼望
[00:11:15.780 --> 00:11:19.820]  就是講到當時來講
[00:11:19.820 --> 00:11:21.940]  那些是被藐視的人
[00:11:21.940 --> 00:11:26.020]  但是神的光照的彌臨
[00:11:26.020 --> 00:11:30.060]  就由那些被人看不起
[00:11:30.060 --> 00:11:31.220]  被藐視
[00:11:31.220 --> 00:11:34.500]  微不足道的地方而興起
[00:11:34.500 --> 00:11:36.260]  很多時候都是一樣的
[00:11:36.260 --> 00:11:41.500]  神自己的工作的開頭
[00:11:41.500 --> 00:11:45.620]  可能都不是先在一些
[00:11:45.620 --> 00:11:48.580]  很輝煌很顯眼的地方
[00:11:48.580 --> 00:11:52.180]  可能是在一些微不足道之處
[00:11:52.180 --> 00:11:56.500]  可能是神用得著一些微不足道的人
[00:11:56.500 --> 00:11:58.500]  有時候帶來改變
[00:11:58.500 --> 00:12:00.460]  帶來盼望的
[00:12:00.460 --> 00:12:02.020]  我們當然是希望著
[00:12:02.020 --> 00:12:05.060]  如果譬如一個國家
[00:12:05.060 --> 00:12:07.540]  就有一個好的領袖
[00:12:07.540 --> 00:12:10.700]  出現一個公司
[00:12:10.700 --> 00:12:12.620]  就是一個很有魄力的
[00:12:12.620 --> 00:12:16.020]  很有計劃很有願景的CEO的出現
[00:12:16.020 --> 00:12:18.220]  我們都盼望著一些
[00:12:18.220 --> 00:12:20.100]  帶頭人物領頭人
[00:12:20.100 --> 00:12:22.620]  都是一些很顯赫很輝煌的人
[00:12:22.620 --> 00:12:23.740]  走在前面的時候
[00:12:23.740 --> 00:12:26.300]  就有大的改變
[00:12:26.300 --> 00:12:28.780]  但是聖經不是這樣講的
[00:12:28.780 --> 00:12:30.140]  聖經說那種改變
[00:12:30.140 --> 00:12:32.340]  是在那些被藐視
[00:12:32.340 --> 00:12:35.740]  被人輕看的地方而興起的
[00:12:35.740 --> 00:12:37.820]  換句話來講
[00:12:37.820 --> 00:12:41.020]  神在這個黑暗的世代當中
[00:12:41.020 --> 00:12:46.020]  所以可以帶來改變的起點
[00:12:46.020 --> 00:12:48.900]  不是突然間在白天出現
[00:12:48.900 --> 00:12:51.140]  可能是一支小的蠟燭
[00:12:51.140 --> 00:12:54.020]  先點起
[00:12:54.020 --> 00:12:55.980]  剛才Ruby都講到去旅行的時候
[00:12:55.980 --> 00:12:57.980]  黑暗是吧
[00:12:57.980 --> 00:13:00.860]  事實上
[00:13:00.860 --> 00:13:03.980]  你都試過
[00:13:03.980 --> 00:13:07.660]  你日光白白點著一支蠟燭
[00:13:07.660 --> 00:13:08.460]  沒有東西的
[00:13:08.460 --> 00:13:11.020]  點了和沒有點是一樣的
[00:13:11.020 --> 00:13:14.420]  你不覺得它有任何光的
[00:13:14.420 --> 00:13:16.420]  但是在黑暗的時候
[00:13:16.420 --> 00:13:18.900]  在停電的時候
[00:13:18.900 --> 00:13:20.420]  點起一支蠟燭
[00:13:20.420 --> 00:13:22.540]  去洗手間
[00:13:22.540 --> 00:13:26.380]  你就發覺這個蠟燭真是很光的
[00:13:26.380 --> 00:13:29.300]  越是黑暗的地方光明
[00:13:29.300 --> 00:13:32.180]  它所點起的
[00:13:32.180 --> 00:13:34.540]  就越照耀到身邊的光明
[00:13:34.540 --> 00:13:36.500]  而神所帶來的改變
[00:13:36.500 --> 00:13:39.060]  都是在微不足道之處
[00:13:39.060 --> 00:13:41.340]  而主耶穌所帶來的改變
[00:13:41.340 --> 00:13:42.860]  在這個世界的改變
[00:13:42.860 --> 00:13:44.860]  可能都是在微不足道的人
[00:13:44.860 --> 00:13:47.940]  在你和我的生命當中
[00:13:47.940 --> 00:13:49.500]  給我們去燃點
[00:13:49.500 --> 00:13:53.060]  在其他身邊的黑暗的人
[00:13:53.060 --> 00:13:55.500]  也都可能在你的心裡面
[00:13:55.500 --> 00:13:59.020]  在你覺得自己什麼都沒有
[00:13:59.020 --> 00:14:01.380]  很渺小什麼都沒有辦法來做的時候
[00:14:01.380 --> 00:14:02.860]  可能是在你心裡面
[00:14:02.860 --> 00:14:07.420]  就是點起這一盞的盼望之光
[00:14:07.420 --> 00:14:09.740]  來到去微不足道地
[00:14:09.740 --> 00:14:12.820]  照耀你身邊的人
[00:14:12.820 --> 00:14:19.180]  接著當這個盼望之光被點起的時候
[00:14:19.180 --> 00:14:22.860]  它就說到開始有改變
[00:14:22.860 --> 00:14:25.260]  黑暗的地方就有所改變
[00:14:25.260 --> 00:14:28.020]  它說
[00:14:28.020 --> 00:14:29.780]  你使者國民繁多
[00:14:29.780 --> 00:14:31.260]  加珍他們的喜樂
[00:14:31.260 --> 00:14:32.980]  他們在你面前歡喜
[00:14:32.980 --> 00:14:35.500]  好像收割的歡喜
[00:14:35.500 --> 00:14:38.140]  像人分老物那樣快樂
[00:14:38.140 --> 00:14:39.220]  這裡多次的題
[00:14:39.220 --> 00:14:41.940]  歡喜快樂這些詞
[00:14:41.940 --> 00:14:46.860]  在一節當中都出現了幾次
[00:14:46.860 --> 00:14:48.380]  第一種的改變
[00:14:48.380 --> 00:14:50.100]  在黑暗的地方
[00:14:50.100 --> 00:14:55.260]  當盼望的星火點起的時候
[00:14:55.260 --> 00:14:58.100]  第一種的改變就是
[00:14:58.100 --> 00:15:03.660]  人再不是被仇人慘惡來去籠罩
[00:15:03.660 --> 00:15:08.460]  心裡面是可以感受到
[00:15:08.460 --> 00:15:11.380]  歡喜快樂
[00:15:11.380 --> 00:15:17.020]  有時候環境當然是令人沮喪的
[00:15:17.020 --> 00:15:21.580]  環境有時候可能令你頭疼疼
[00:15:21.580 --> 00:15:26.700]  但是不只是環境是令你沮喪
[00:15:26.700 --> 00:15:29.940]  不能夠喜樂的全部
[00:15:29.940 --> 00:15:32.260]  很多時候你的心情
[00:15:32.260 --> 00:15:37.420]  是你自己選擇頭疼疼的
[00:15:37.420 --> 00:15:42.620]  而環境是否令你在黑暗當中
[00:15:42.620 --> 00:15:44.500]  不能夠喜樂呢
[00:15:44.500 --> 00:15:47.180]  事實上也不是的
[00:15:47.180 --> 00:15:51.820]  我記得那時候看過一些見證
[00:15:51.820 --> 00:15:53.620]  在文化大革命的時候
[00:15:53.620 --> 00:15:56.900]  你知道其實很多人的生活都很慘
[00:15:56.900 --> 00:16:00.620]  有些食物不夠
[00:16:00.620 --> 00:16:03.540]  經常都上課
[00:16:03.540 --> 00:16:05.460]  他們那些政治課那些
[00:16:05.460 --> 00:16:14.620]  大家又很怕被人陷害
[00:16:14.620 --> 00:16:17.220]  其實無中生有地說你有什麼事
[00:16:17.220 --> 00:16:18.460]  你就很麻煩
[00:16:18.460 --> 00:16:20.460]  可能要批鬥你
[00:16:20.460 --> 00:16:22.700]  大家都人心惶惶很害怕
[00:16:22.700 --> 00:16:24.820]  在這種情況之下
[00:16:24.820 --> 00:16:27.340]  你可以想像做基督徒是特別害怕的
[00:16:27.340 --> 00:16:29.060]  為什麼呢
[00:16:29.060 --> 00:16:35.380]  因為信仰是當時其中一種
[00:16:35.380 --> 00:16:38.900]  思想的毒素
[00:16:38.900 --> 00:16:41.260]  做基督徒你的思想有毒素
[00:16:41.260 --> 00:16:46.140]  別人如果要挑釁你或者批鬥你的時候
[00:16:46.140 --> 00:16:48.140]  你就很麻煩一身蟻
[00:16:48.140 --> 00:16:49.940]  你可以想像在那個環境當中
[00:16:49.940 --> 00:16:51.140]  很多基督徒
[00:16:51.140 --> 00:16:53.900]  或者一般的想像就是
[00:16:53.900 --> 00:16:55.220]  如果做基督徒
[00:16:55.220 --> 00:16:59.620]  應該是最害怕的那一群人
[00:16:59.620 --> 00:17:04.700]  最頭疼疼的那一群人
[00:17:04.700 --> 00:17:08.420]  因為他最有原因是被人攻擊的
[00:17:08.420 --> 00:17:12.540]  但是就發覺
[00:17:12.540 --> 00:17:14.940]  很多基督徒在那段這麼黑暗的日子
[00:17:14.940 --> 00:17:20.740]  每個人都算是很低沉的日子
[00:17:20.740 --> 00:17:23.580]  但是基督徒有喜樂
[00:17:23.580 --> 00:17:25.700]  而正正就是基督徒的喜樂
[00:17:25.700 --> 00:17:29.420]  以至到在文化大革命的時候
[00:17:29.420 --> 00:17:32.100]  有些人當時當然不敢相信耶穌
[00:17:32.100 --> 00:17:33.060]  當然不敢說
[00:17:33.060 --> 00:17:35.260]  但是他過了文化大革命
[00:17:35.260 --> 00:17:38.540]  也都過了那些政治運動之後
[00:17:38.540 --> 00:17:39.940]  後來相信耶穌他說
[00:17:39.940 --> 00:17:40.700]  因為他發覺
[00:17:40.700 --> 00:17:43.620]  大家都是過這麼艱難的日子
[00:17:43.620 --> 00:17:49.180]  那些基督徒雖然他們是同樣被人批鬥
[00:17:49.180 --> 00:17:50.380]  同樣是上政治課
[00:17:50.380 --> 00:17:52.060]  同樣都不夠東西吃
[00:17:52.060 --> 00:17:56.540]  但是他心裏面有一種的盼望
[00:17:56.540 --> 00:17:59.260]  比起他在困難的日子有一種的韌力
[00:17:59.260 --> 00:18:03.140]  這種的喜樂而帶出來的韌力
[00:18:03.140 --> 00:18:07.500]  是比其他人有吸引的
[00:18:07.500 --> 00:18:09.260]  那個的力量
[00:18:09.260 --> 00:18:11.740]  就因為在人的心裏面
[00:18:11.740 --> 00:18:15.500]  他知道有神而來的盼望
[00:18:15.500 --> 00:18:18.620]  是帶來心靈裏面真實的喜樂
[00:18:18.620 --> 00:18:19.820]  而這種的喜樂
[00:18:19.820 --> 00:18:23.300]  是超越了環境的壓迫
[00:18:23.300 --> 00:18:27.020]  以至到他們是有韌力
[00:18:27.020 --> 00:18:31.220]  是面對著那個黑暗的日子
[00:18:31.220 --> 00:18:34.260]  我們在黑暗的日子
[00:18:34.260 --> 00:18:35.940]  我們是有一種的韌力
[00:18:35.940 --> 00:18:37.100]  而這種韌力
[00:18:37.100 --> 00:18:39.420]  生命的韌力是由神而來
[00:18:39.420 --> 00:18:47.260]  是從因為盼望神會帶來改變的喜樂而來的
[00:18:47.260 --> 00:18:49.300]  我們好像保羅說
[00:18:49.300 --> 00:18:52.860]  打倒了卻不至死亡
[00:18:52.860 --> 00:18:55.260]  因為身上常帶著耶穌的死
