
[00:00:00.000 --> 00:00:03.340]  同大家睇一個圖片應該大家睇知道係咩嚟㗎喇
[00:00:03.340 --> 00:00:04.740]  係咩嚟呀
[00:00:04.740 --> 00:00:07.920]  萬里長城有冇人去過呢
[00:00:07.920 --> 00:00:11.520]  都唔係好多人咋吧 我都冇去過
[00:00:11.520 --> 00:00:14.920]  我都好想去睇一睇 因為單單係睇圖片
[00:00:14.920 --> 00:00:18.300]  你就發覺呢個萬里長城係相當
[00:00:18.300 --> 00:00:20.920]  宏偉同埋係壯觀嘅
[00:00:20.920 --> 00:00:22.940]  佢叫萬里長城啦 係咪
[00:00:22.940 --> 00:00:25.580]  實際上呢 佢就冇一萬里咁長嘅
[00:00:25.580 --> 00:00:31.500]  大概呢 只有5550公里咁長咋
[00:00:31.500 --> 00:00:37.560]  咁大概呢 係8000 對唔住 係5500英里
[00:00:37.560 --> 00:00:41.220]  就係8851公里
[00:00:41.220 --> 00:00:45.100]  所以呢 英里又好 公里又好 夾埋都係唔夠一萬里嘅
[00:00:45.100 --> 00:00:48.060]  但係呢 已經好壯觀啦 亦都好唔簡單
[00:00:48.060 --> 00:00:53.860]  按照統計呢 佢裏面呢 係有723個嘅烽火塔
[00:00:53.860 --> 00:00:55.860]  可以傳遞訊號嘅
[00:00:55.860 --> 00:00:59.800]  咁除此之外呢 有7062個瞭望塔
[00:00:59.800 --> 00:01:04.300]  然後呢 再加上有3357個守望台
[00:01:04.300 --> 00:01:07.120]  咁又加埋8000幾里
[00:01:07.120 --> 00:01:11.560]  咁相當宏偉壯觀嘅一個建築物
[00:01:11.560 --> 00:01:15.360]  甚至呢 有人話呢個係世界上用人手所做
[00:01:15.360 --> 00:01:18.860]  一個最大嘅文化遺產
[00:01:18.860 --> 00:01:20.860]  咁呢 喺明朝嘅時候呢
[00:01:20.860 --> 00:01:23.940]  就應該係到最完全嘅時候啦 點解呢
[00:01:23.940 --> 00:01:29.080]  因為嗰個時間呢 明朝為咗要抵擋北方嗰啲滿洲人嘅侵略呢
[00:01:29.080 --> 00:01:33.980]  於是特別係加工收築咗呢個萬里長城
[00:01:33.980 --> 00:01:37.300]  好簡單就係為咗唔想嗰啲滿洲人好容易嘅
[00:01:37.300 --> 00:01:41.940]  進入呢個中國嘅本土裏面 中原嘅地方
[00:01:41.940 --> 00:01:45.260]  咁但係大家如果係熟悉歷史嘅話呢 大家都知道啦
[00:01:45.260 --> 00:01:50.020]  結果呢就 滿洲人呢 仍然係入咗關嘅喎
[00:01:50.020 --> 00:01:52.840]  係咪呀 滿洲人仍然入關
[00:01:52.840 --> 00:01:57.860]  唔單止入咗關 而且呢 係建立咗一個大清帝國呀
[00:01:57.860 --> 00:02:01.820]  咁大家知唔知原因係咩嘢呢 有冇讀中國歷史呀
[00:02:01.820 --> 00:02:04.200]  知唔知原因係咩嘢呀
[00:02:04.200 --> 00:02:10.500]  吓 吳三桂 咁吳三桂咩先得㗎 ok
[00:02:10.500 --> 00:02:12.500]  其實個問題係咩嘢呢
[00:02:12.500 --> 00:02:16.280]  因為喺中國嗰個時間 喺明朝嘅時候
[00:02:16.280 --> 00:02:19.140]  裏面有好多嘅問題在其中
[00:02:19.140 --> 00:02:21.620]  第一 皇帝昏庸
[00:02:21.620 --> 00:02:24.660]  個皇帝唔掂 咁呢個係一個好大嘅問題啦
[00:02:24.660 --> 00:02:26.660]  然後跟住呢 有饑荒
[00:02:26.660 --> 00:02:29.700]  饑荒不得已 黃河決堤
[00:02:29.700 --> 00:02:32.380]  嘩 於是呢就 皇帝又冇能力喎
[00:02:32.380 --> 00:02:37.380]  於是就搞到民怨四起啦 於是呢個李自成呢就
[00:02:37.380 --> 00:02:41.660]  就召集咗一班嘅烏合之眾啦 有二萬人咁多喎
[00:02:41.660 --> 00:02:43.220]  就起義
[00:02:43.220 --> 00:02:46.180]  結果呢 好快就攻入咗北京
[00:02:46.180 --> 00:02:50.540]  喺嗰個時間 吳三桂出現啦 點解呢 吳三桂希望能夠平亂
[00:02:50.540 --> 00:02:54.260]  於是結果呢 就打開山海關嘅城門
[00:02:54.260 --> 00:02:57.020]  就引清兵入關
[00:02:57.020 --> 00:03:01.620]  結果呢 萬里長城雖然係咁宏偉咁鞏固
[00:03:01.620 --> 00:03:06.140]  但係就不攻自破
[00:03:06.140 --> 00:03:09.340]  一個國家裏面出咗問題嘅時候
[00:03:09.340 --> 00:03:12.340]  會落咗去咁樣地方去收場
[00:03:12.340 --> 00:03:13.860]  個人又如何呢
[00:03:13.860 --> 00:03:17.700]  你屬靈嘅生命又如何呢
[00:03:17.700 --> 00:03:21.500]  大家坐喺度 個個都市正
[00:03:21.500 --> 00:03:25.500]  喺落去嘅時候 我哋都能夠去面對人生嘅問題
[00:03:25.500 --> 00:03:28.060]  好多人外表覺得好剛強
[00:03:28.060 --> 00:03:29.740]  經得起人生嗰種風浪
[00:03:29.740 --> 00:03:31.260]  甚至我哋拍心口話
[00:03:31.260 --> 00:03:34.580]  我哋已經經過好多人生嘅風浪
[00:03:34.580 --> 00:03:38.260]  但係如果我哋生命裏面充滿咗矛盾
[00:03:38.260 --> 00:03:40.500]  生命裏面充滿咗爭戰
[00:03:40.500 --> 00:03:43.540]  生命裏面充滿咗污穢
[00:03:43.540 --> 00:03:45.820]  弟兄姊妹 就算你唔信耶穌嘅
[00:03:45.820 --> 00:03:47.180]  我都同你咁樣講
[00:03:47.180 --> 00:03:49.140]  我哋遲早都會垮落嚟
[00:03:49.140 --> 00:03:53.460]  外表你扮得幾剛強 幾有力量都好
[00:03:53.460 --> 00:03:56.820]  當我哋裏面充滿咗爭戰同埋問題嘅時候
[00:03:56.820 --> 00:04:00.140]  好容易我哋會向環境妥協
[00:04:00.140 --> 00:04:02.740]  好容易我哋會放下我哋自我的防衛
[00:04:02.740 --> 00:04:04.740]  我哋向現實低頭
[00:04:04.740 --> 00:04:08.980]  結果呢 就好似萬里長城一樣
[00:04:08.980 --> 00:04:10.740]  不攻自破
[00:04:10.740 --> 00:04:12.860]  自己有一日 唔知係咩時間
[00:04:12.860 --> 00:04:15.420]  忽然之間我哋就跌落嚟
[00:04:15.420 --> 00:04:18.140]  再唔企返得起身
[00:04:18.140 --> 00:04:20.860]  我哋人係咁樣
[00:04:20.860 --> 00:04:24.340]  做基督徒屬靈嘅生命更加係咁樣
[00:04:24.340 --> 00:04:26.820]  所以如果我哋要做一個屬靈嘅不斗翁
[00:04:26.820 --> 00:04:30.060]  呢個係我哋今次講到嘅系列
[00:04:30.060 --> 00:04:31.900]  我哋最後要學習嘅係咩嘢呢
[00:04:31.900 --> 00:04:36.500]  我哋必須學就要清理我哋生命裏面一切嘅問題
[00:04:36.500 --> 00:04:38.140]  處理好我哋生命裏面嘅問題
[00:04:38.140 --> 00:04:44.140]  除去一切會叛倒我哋 令我哋能夠一跌不起嘅嗰啲障礙
[00:04:44.140 --> 00:04:47.060]  將佢完全排除出去
[00:04:47.060 --> 00:04:50.340]  咁樣我哋先至能夠站穩我哋信仰
[00:04:50.340 --> 00:04:52.740]  站穩我哋嘅生命
[00:04:52.740 --> 00:04:55.580]  所以今日同大家分享兩大點
[00:04:55.580 --> 00:04:57.340]  第一樣嘢呢邊嚟講呢
[00:04:57.340 --> 00:05:01.180]  我哋要學習去清理我哋一啲好含糊嘅
[00:05:01.180 --> 00:05:04.620]  好唔清楚嘅人生嘅方向
[00:05:04.620 --> 00:05:10.020]  哥羅西書第三章第一到第四節我讀俾大家聽
[00:05:10.020 --> 00:05:13.460]  聖經話你哋已經跟基督一齊復活啦
[00:05:13.460 --> 00:05:16.780]  我哋就必須追求天上嘅事
[00:05:16.780 --> 00:05:20.540]  在那裏基督坐在上帝右邊嘅寶座上
[00:05:20.540 --> 00:05:25.180]  你哋要專心於天上嘅事而不是地上嘅事
[00:05:25.180 --> 00:05:28.500]  因為你哋已經跟基督一起死了
[00:05:28.500 --> 00:05:32.420]  你哋嘅生命跟佢一同藏在上帝裏面
[00:05:32.420 --> 00:05:34.900]  基督係你哋嘅真生命
[00:05:34.900 --> 00:05:36.780]  當祂顯現嘅時候
[00:05:36.780 --> 00:05:40.140]  你哋也要跟祂一起顯現
[00:05:40.140 --> 00:05:42.180]  分享祂嘅榮耀
[00:05:42.180 --> 00:05:45.300]  和合本嘅翻譯有少少唔同
[00:05:45.300 --> 00:05:49.980]  有啲嘅重點我想同大家再次讀一讀第一到第三節
[00:05:49.980 --> 00:05:51.700]  和合本嘅翻譯嗰度話呢
[00:05:51.700 --> 00:05:55.220]  你哋若真係與基督一同復活
[00:05:55.220 --> 00:05:57.820]  如果真係與耶穌基督一同復活
[00:05:57.820 --> 00:06:00.500]  就當求上面嘅事
[00:06:00.500 --> 00:06:02.820]  哪裡有基督坐在神嘅右邊
[00:06:02.820 --> 00:06:05.740]  你哋要思念上面嘅事不要思念地上嘅事
[00:06:05.740 --> 00:06:07.780]  因為你哋已經死了
[00:06:07.780 --> 00:06:13.860]  你哋嘅生命與基督一同藏在神裏面
[00:06:13.860 --> 00:06:15.460]  呢段經文讀咗兩次啦
[00:06:15.460 --> 00:06:19.060]  唔知你get到啲咩嘢呢
[00:06:19.060 --> 00:06:21.020]  當我讀呢段經文嘅時候
[00:06:21.020 --> 00:06:26.740]  我相信聖經俾我一個好重要嘅提醒
[00:06:26.740 --> 00:06:29.780]  原來一個相信耶穌基督嘅人
[00:06:29.780 --> 00:06:33.100]  如果你信得住你真係擁有耶穌基督生命嘅時候
[00:06:33.100 --> 00:06:34.700]  我哋喺世上嘅生活
[00:06:34.700 --> 00:06:40.020]  係應該有一個清楚嘅人生方向
[00:06:40.020 --> 00:06:41.380]  你唔信耶穌之前
[00:06:41.380 --> 00:06:44.580]  你可能追求好多其他唔同嘅事物
[00:06:44.580 --> 00:06:46.460]  但係當你信耶穌之後
[00:06:46.460 --> 00:06:48.020]  我哋追求嘅嘢就會改變
[00:06:48.020 --> 00:06:49.380]  你唔信主嘅時候
[00:06:49.380 --> 00:06:51.180]  你可能好喜歡自己嘅工作
[00:06:51.180 --> 00:06:52.420]  工作就係你嘅一切
[00:06:52.420 --> 00:06:55.860]  所以有好多人我發覺佢係workaholic
[00:06:55.860 --> 00:06:57.340]  由朝做到晚
[00:06:57.340 --> 00:06:58.460]  腦裏面所想嘅
[00:06:58.460 --> 00:06:59.780]  就係點樣做好自己嘅工作
[00:06:59.780 --> 00:07:03.100]  點樣發展自己嗰個事業
[00:07:03.100 --> 00:07:06.620]  但係我哋嘅工作可唔可以成為我哋生命嗰種嘅理想呢
[00:07:06.620 --> 00:07:09.900]  我哋嘅工作係咪就係我哋嘅生命
[00:07:09.900 --> 00:07:11.540]  有好多人佢鍾意讀書
[00:07:11.540 --> 00:07:12.980]  特別啱啱開學
[00:07:12.980 --> 00:07:15.300]  都有啲新同學嚟到
[00:07:15.300 --> 00:07:17.220]  父母親對你好大期望
[00:07:17.220 --> 00:07:20.380]  我唔知你點樣睇自己呢
[00:07:20.380 --> 00:07:22.180]  讀書就為咗搵錢啫
[00:07:22.180 --> 00:07:23.740]  攞個學位出嚟做工
[00:07:23.740 --> 00:07:24.780]  但有啲人唔係嘅
[00:07:24.780 --> 00:07:26.260]  有啲人好鍾意讀書
[00:07:26.260 --> 00:07:28.780]  有冇見到啲人呢即係書不離手㗎
[00:07:28.780 --> 00:07:29.780]  咁而家唔揸書㗎
[00:07:29.780 --> 00:07:32.060]  而家揸嗰啲咩mini ipad呀
[00:07:32.060 --> 00:07:34.260]  kindle呀嗰類嗰啲咁樣嘅嘢
[00:07:34.260 --> 00:07:36.500]  但係你發覺呢啲人好鍾意讀書
[00:07:36.500 --> 00:07:39.500]  由朝到晚喺度讀書
[00:07:39.500 --> 00:07:42.780]  但係讀書可唔可以成為我哋人生嘅目標呢
[00:07:42.780 --> 00:07:45.780]  我哋一生就喺度讀書讀到我哋死係咪呢
[00:07:45.780 --> 00:07:47.820]  當然我追求學問係應該嘅
[00:07:47.820 --> 00:07:53.580]  但係呢個係咪就係我哋人生嗰個嘅目的呢
[00:07:53.580 --> 00:07:57.180]  結婚嘅我相信好緊張自己嘅家庭
[00:07:57.180 --> 00:07:59.580]  所以呢可能家庭就係我哋一齊
[00:07:59.580 --> 00:08:00.900]  每一日我所關心嘅呢
[00:08:00.900 --> 00:08:03.460]  就係我哋點樣去建立我哋嘅家庭
[00:08:03.460 --> 00:08:06.620]  點樣維繫我哋家庭嗰種嘅關係
[00:08:06.620 --> 00:08:09.500]  但係家庭係咪就係我哋生活嘅原因呢
[00:08:09.500 --> 00:08:13.780]  家庭係咪就等同於我哋嗰個嘅生命
[00:08:13.780 --> 00:08:15.660]  仲有好多人都鍾意踢波喎
[00:08:15.660 --> 00:08:18.380]  我喺美國係講美式足球啦係咪
[00:08:18.380 --> 00:08:20.500]  有啲人呢好叻㗎喎我發覺呢
[00:08:20.500 --> 00:08:23.700]  即係美國咁多隊嘅球隊每個州都有啦
[00:08:23.700 --> 00:08:25.100]  每個省都有啦係咪呀
[00:08:25.100 --> 00:08:27.420]  每隊球隊邊個係教練有啲咩球員
[00:08:27.420 --> 00:08:28.620]  佢都知道㗎喎
[00:08:28.620 --> 00:08:29.700]  唔單單係咁樣
[00:08:29.700 --> 00:08:31.260]  球賽嘅結果係點樣
[00:08:31.260 --> 00:08:33.300]  每一個球員嘅積分係點樣
[00:08:33.300 --> 00:08:34.180]  紀錄係點樣
[00:08:34.180 --> 00:08:35.380]  隨口而出
[00:08:35.380 --> 00:08:38.260]  嘩我哋話呢啲係fans吖嘛
[00:08:38.260 --> 00:08:39.700]  足球迷呢
[00:08:39.700 --> 00:08:42.860]  佢哋可以做到咁樣嘅地步
[00:08:42.860 --> 00:08:45.900]  但係足球可唔可以成為我哋生命嘅優先
[00:08:45.900 --> 00:08:49.300]  你嘅嗜好可唔可以成為你生命嘅優先呢
[00:08:49.300 --> 00:08:54.900]  足球你嘅嗜好可唔可以代表住我哋嗰個嘅生命
[00:08:54.900 --> 00:08:58.940]  剛才個聖經保羅再次嘅提醒我哋
[00:08:58.940 --> 00:09:04.860]  你們若真與基督一同復活
[00:09:04.860 --> 00:09:07.820]  如果我哋真係擁有耶穌基督嘅生命嘅時候
[00:09:07.820 --> 00:09:10.340]  我哋就必須追求上面嘅事
[00:09:10.340 --> 00:09:12.180]  人生嘅方向改變咗
[00:09:12.180 --> 00:09:13.700]  以前唔認識耶穌嘅時候
[00:09:13.700 --> 00:09:15.100]  好多嘢你可以去追求
[00:09:15.100 --> 00:09:17.260]  好多嘢你可以去尋找
[00:09:17.260 --> 00:09:18.700]  但係說耶穌之後呢
[00:09:18.700 --> 00:09:22.700]  我哋人生嘅方向我哋嘅重點完全嘅改變
[00:09:22.700 --> 00:09:27.620]  一個腳圖應該將我哋嘅注力放在天上嘅事
[00:09:27.620 --> 00:09:29.220]  問題就係話呢
[00:09:29.220 --> 00:09:31.700]  乜嘢係天上嘅事呀
[00:09:31.700 --> 00:09:33.500]  乜嘢係天上嘅事
[00:09:33.500 --> 00:09:35.140]  其實好簡單嘅嘢
[00:09:35.140 --> 00:09:36.380]  我畀你嘅答案就係
[00:09:36.380 --> 00:09:39.700]  天上嘅事就係天父上帝所關心嘅囉
[00:09:39.700 --> 00:09:41.540]  神所關心嘅就係天上嘅事啦
[00:09:41.540 --> 00:09:44.220]  耶穌被差進嚟世界上面所做嘅嘢
[00:09:44.220 --> 00:09:47.300]  就係天上嘅事啦
[00:09:47.300 --> 00:09:48.740]  我哋睇詩篇就十篇啦
[00:09:48.740 --> 00:09:49.540]  第十四節
[00:09:49.540 --> 00:09:50.980]  歐拉裡面冇嘅
[00:09:50.980 --> 00:09:54.700]  但俾我哋一啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲啲
[00:09:54.700 --> 00:10:00.060]  呢度講到神監察一切關心人嘅愁苦患難
[00:10:00.060 --> 00:10:02.340]  你隨時願意援助
[00:10:02.340 --> 00:10:04.900]  窮苦無助嘅人都投靠你
[00:10:04.900 --> 00:10:17.900]  因為你一向係幫助啲孤寡無告嘅人
[00:10:17.900 --> 00:10:19.780]  有人以為佢係擔言
[00:10:19.780 --> 00:10:20.780]  其實唔係擔言
[00:10:20.780 --> 00:10:22.540]  但係寬容你哋
[00:10:22.540 --> 00:10:24.580]  不願有一個人沉淪
[00:10:24.580 --> 00:10:27.900]  乃願人人都悔改
[00:10:27.900 --> 00:10:29.340]  一口氣睇佢幾次聖經
[00:10:29.340 --> 00:10:32.020]  你get到啲咩idea
[00:10:32.020 --> 00:10:34.980]  天上嘅事到底係咩一回事
[00:10:34.980 --> 00:10:36.820]  原來天上嘅事
[00:10:36.820 --> 00:10:39.900]  就係話我哋要隨時學著耶穌一樣
[00:10:39.900 --> 00:10:41.380]  學習我哋天父常理一樣
[00:10:41.380 --> 00:10:43.980]  要記掛住我哋身邊
[00:10:43.980 --> 00:10:44.980]  嗰啲有需要
[00:10:44.980 --> 00:10:46.340]  落在困苦當中嘅人
[00:10:46.340 --> 00:10:50.820]  點樣幫助佢哋能夠從困苦艱難當中走出嚟
[00:10:50.820 --> 00:10:52.460]  學咗一個好嘅撒瑪利亞人
[00:10:52.460 --> 00:10:53.660]  不單如此
[00:10:53.660 --> 00:10:56.100]  而且要引領佢哋去悔改
[00:10:56.100 --> 00:10:57.820]  歸鄉神
[00:10:57.820 --> 00:10:59.780]  因為呢啲就係天父所關心嘅事
[00:10:59.780 --> 00:11:03.420]  因為呢啲就係耶穌所要做嘅事
[00:11:03.420 --> 00:11:05.700]  剛才我用個字眼叫記掛
[00:11:05.700 --> 00:11:07.540]  要記掛神所關心嘅
[00:11:07.540 --> 00:11:12.140]  要記掛住耶穌所要看重嘅嗰啲嘅事情
[00:11:12.140 --> 00:11:15.140]  中文有時表達嘅意思係幾好
[00:11:15.140 --> 00:11:16.660]  又要記住
[00:11:16.660 --> 00:11:18.660]  又要掛喺心上面
[00:11:18.660 --> 00:11:19.900]  時時記得
[00:11:19.900 --> 00:11:21.180]  神要我哋做啲乜嘢
[00:11:21.180 --> 00:11:22.460]  時時掛住
[00:11:22.460 --> 00:11:25.740]  我哋要點樣去完成神交付畀我哋
[00:11:25.740 --> 00:11:28.780]  嗰個嘅工作同埋使命
[00:11:28.780 --> 00:11:31.860]  但問題就係話我哋唔係唔記我哋唔係唔掛
[00:11:31.860 --> 00:11:34.740]  不過我哋記住嗰啲嘢掛住自己嘅嘢
[00:11:34.740 --> 00:11:36.100]  我哋太多煩惱啦
[00:11:36.100 --> 00:11:37.340]  太多雜念啦
[00:11:37.340 --> 00:11:39.020]  太多令我哋憂心嘅事情
[00:11:39.020 --> 00:11:42.020]  我哋太多問題要自己去處理
[00:11:42.020 --> 00:11:43.060]  所以好多時候呢
[00:11:43.060 --> 00:11:46.100]  我哋將神所關心嘅事放埋一邊
[00:11:46.100 --> 00:11:50.180]  只係用時間去關心去記掛我哋自己嘅需要
[00:11:50.180 --> 00:11:52.460]  我哋自己嗰個嘅問題
[00:11:52.460 --> 00:11:54.780]  我哋忽略咗原來作為一個基督徒
[00:11:54.780 --> 00:11:56.100]  你喺個世界上面
[00:11:56.100 --> 00:11:58.740]  我哋已經領受咗一個新嘅使命
[00:11:58.740 --> 00:12:01.500]  一個新嘅人生方向
[00:12:01.500 --> 00:12:07.020]  就係完成天父上帝拯救呢個世界嘅計劃
[00:12:07.020 --> 00:12:08.820]  將人帶到上面前
[00:12:08.820 --> 00:12:15.620]  讓每一個人都有機會可以享受神嘅大愛
[00:12:15.620 --> 00:12:16.740]  如果係咁樣嘅時候呢
[00:12:16.740 --> 00:12:18.900]  我哋可以點樣做呢
[00:12:18.900 --> 00:12:20.620]  大衛都教導我哋
[00:12:20.620 --> 00:12:23.380]  可以向神呼求祈禱
[00:12:23.380 --> 00:12:25.660]  向神呼求禱告
[00:12:25.660 --> 00:12:32.340]  《詩篇》第五十一篇第十節嗰度話 神呀求你為我做清潔嘅心
[00:12:32.340 --> 00:12:36.980]  使我裏面重新有正直嘅靈
[00:12:36.980 --> 00:12:38.300]  呢個大衛王嘅祈禱
[00:12:38.300 --> 00:12:41.180]  佢向神呼求禱告話天父上帝祈求你憐憫
[00:12:41.180 --> 00:12:44.260]  清除我心裏面一切嘅污穢一切嘅罪惡
[00:12:44.260 --> 00:12:48.460]  一切攔阻我去到你面前嘅嗰啲嘅障礙
[00:12:48.460 --> 00:12:52.700]  然後祈求你幫助我重新有一個正直嘅靈
[00:12:52.700 --> 00:12:57.380]  喺括號裏面翻譯係咩嘢呢 堅定嘅靈
[00:12:57.380 --> 00:13:02.060]  意思就係話求神幫助我哋唔單單除去呢啲咁樣阻礙我哋親近嘅嘢
[00:13:02.060 --> 00:13:07.300]  而且幫助我哋能夠堅定跟隨你嗰個嘅心智
[00:13:07.300 --> 00:13:09.060]  呢個大衛向神嘅呼求
[00:13:09.060 --> 00:13:13.060]  大衛向神嗰個嘅祈禱
[00:13:13.060 --> 00:13:16.980]  將一切阻礙我同你親近嗰啲嘢攞走
[00:13:16.980 --> 00:13:18.340]  除咗罪惡之外
[00:13:18.340 --> 00:13:19.540]  除咗我哋嘅軟弱
