
[00:00:00.000 --> 00:00:01.000]  頂智媒平安
[00:00:01.000 --> 00:00:07.600]  雖然2025年都差不多過了半個月了
[00:00:07.600 --> 00:00:10.960]  好像時間好像剛剛才過除夕
[00:00:10.960 --> 00:00:14.720]  但已經說其實一月都已經過了差不多一半
[00:00:14.720 --> 00:00:18.320]  不知道大家有沒有做一些回望
[00:00:18.320 --> 00:00:21.640]  回望2024年覺得是怎樣的
[00:00:21.640 --> 00:00:24.120]  我在這裡問一問大家
[00:00:24.120 --> 00:00:25.280]  大家可以數數手指
[00:00:25.280 --> 00:00:27.280]  譬如一分是最低分
[00:00:27.280 --> 00:00:28.600]  十分是最高分
[00:00:29.040 --> 00:00:32.840]  大家覺得2024年過得怎樣
[00:00:32.840 --> 00:00:34.840]  你會怎樣給分數下去
[00:00:34.840 --> 00:00:36.000]  先想一想
[00:00:36.000 --> 00:00:40.400]  大家可以舉一舉手
[00:00:40.400 --> 00:00:42.400]  譬如一分的就舉一分
[00:00:42.400 --> 00:00:44.400]  十分就舉十分
[00:00:44.400 --> 00:00:46.400]  來吧,1,2,3
[00:00:46.400 --> 00:00:47.760]  四分
[00:00:47.760 --> 00:00:49.240]  四分
[00:00:49.240 --> 00:00:50.440]  嘩,八分
[00:00:50.440 --> 00:00:52.240]  嘩,十分啊,我看到有
[00:00:52.240 --> 00:00:54.240]  七分都有的
[00:00:54.240 --> 00:00:57.840]  都OK的,大家都好像平均以上
[00:00:57.840 --> 00:01:01.680]  可能有些弟兄姊妹都覺得挺好
[00:01:01.680 --> 00:01:04.640]  有些人會覺得一般般
[00:01:04.640 --> 00:01:09.040]  或者有時覺得2024年簡直好像打大佬
[00:01:09.040 --> 00:01:13.640]  就好像很難捱完2024年
[00:01:13.640 --> 00:01:17.040]  在除夕晚的時候
[00:01:17.040 --> 00:01:20.360]  我們就舉行了歲終禁忍晚會
[00:01:20.360 --> 00:01:24.640]  當天就有不同的弟兄姊妹就輪流分享
[00:01:24.640 --> 00:01:27.760]  上帝在過去一年裏面
[00:01:27.760 --> 00:01:29.520]  在他們身上的作為
[00:01:29.520 --> 00:01:34.320]  兼且感恩上帝一路以來的看顧,保守和帶領
[00:01:34.320 --> 00:01:36.560]  2025年
[00:01:36.560 --> 00:01:40.960]  上星期林牧師的講道
[00:01:40.960 --> 00:01:44.160]  有很多網上的推測都說
[00:01:44.160 --> 00:01:48.360]  2025年應該是一個難過的一年
[00:01:48.360 --> 00:01:51.920]  無論是地緣政治也好
[00:01:51.920 --> 00:01:55.240]  或者經濟也好,全球局勢也好
[00:01:55.240 --> 00:01:58.560]  剛剛陳淑媚堂委在祈禱裏面
[00:01:58.560 --> 00:02:01.560]  已經有一連串的祈禱
[00:02:01.560 --> 00:02:03.760]  世界局勢都好像聽到
[00:02:03.760 --> 00:02:08.360]  有空難,有地震,又有很多不同人的死傷
[00:02:08.360 --> 00:02:15.160]  然後好像國際的局勢好像不太穩定
[00:02:15.160 --> 00:02:17.160]  好像大環境不太好
[00:02:17.160 --> 00:02:23.760]  好了,大環境有時都會不好
[00:02:23.760 --> 00:02:25.560]  我們做了這麼多年人
[00:02:25.560 --> 00:02:27.760]  大環境有時都會起起跌跌
[00:02:27.760 --> 00:02:30.760]  但是我們個人生活又會怎樣呢?
[00:02:30.760 --> 00:02:35.760]  每一天我們都會有很多未知的情況
