
[00:00:00.000 --> 00:00:02.000]  提宋姐妹平安
[00:00:02.000 --> 00:00:04.000]  弟兄姊妹平安
[00:00:04.000 --> 00:00:06.000]  想問大家一個問題
[00:00:06.000 --> 00:00:09.000]  我好想問下大家一個問題
[00:00:09.000 --> 00:00:12.000]  一個人落在難處掙扎裏面
[00:00:12.000 --> 00:00:14.000]  你認為他需要什麼呢
[00:00:14.000 --> 00:00:17.000]  當一個人如果落向困難同埋掙扎裏面
[00:00:17.000 --> 00:00:20.000]  你覺得呢個人需要啲乜嘢嘢呢
[00:00:20.000 --> 00:00:25.000]  我哋很快會覺得伸出援手去幫助佢
[00:00:25.000 --> 00:00:27.000]  是最好嘅
[00:00:27.000 --> 00:00:29.000]  我哋可能即刻會諗到
[00:00:29.000 --> 00:00:31.000]  我哋可以去幫佢
[00:00:31.000 --> 00:00:33.000]  是的
[00:00:33.000 --> 00:00:36.000]  但係有些人真係不喜歡別人幫忙
[00:00:36.000 --> 00:00:37.000]  咁怎麼辦呢
[00:00:37.000 --> 00:00:39.000]  可能咁樣係好好方法
[00:00:39.000 --> 00:00:42.000]  但係有啲人呢佢係唔鍾意人哋去幫佢嘅
[00:00:42.000 --> 00:00:44.000]  咁我哋要點做呢
[00:00:44.000 --> 00:00:46.000]  你遇過呢個場景嗎
[00:00:46.000 --> 00:00:48.000]  咁你有冇曾經遇過咁樣嘅事呢
[00:00:48.000 --> 00:00:50.000]  我記得二十多年前
[00:00:50.000 --> 00:00:52.000]  我去中國黃山村旅行
[00:00:52.000 --> 00:00:54.000]  我記得二十幾年前呢
[00:00:54.000 --> 00:00:56.000]  我就去黃山
[00:00:56.000 --> 00:00:58.000]  中國嘅黃山去旅行
[00:00:58.000 --> 00:01:00.000]  人人有五個去爬黃山
[00:01:00.000 --> 00:01:03.000]  咁我哋嗰隊人呢就有五個人啦
[00:01:03.000 --> 00:01:05.000]  就準備要去爬黃山
[00:01:05.000 --> 00:01:07.000]  原來爬黃山蠻辛苦嘅
[00:01:07.000 --> 00:01:10.000]  其實要爬得上黃山係好辛苦嘅
[00:01:10.000 --> 00:01:12.000]  有些石子呢有半個人咁高
[00:01:12.000 --> 00:01:15.000]  我哋要手腳並用才可以上山
[00:01:15.000 --> 00:01:18.000]  有啲石級呢其實有半個人咁高嘅喎
[00:01:18.000 --> 00:01:21.000]  咁要爬上去真係手手腳腳都要用曬嘅
[00:01:21.000 --> 00:01:24.000]  走到四個小時我哋都挺辛苦嘅
[00:01:24.000 --> 00:01:27.000]  爬咗四個鐘我哋都已經好辛苦啦
[00:01:27.000 --> 00:01:29.000]  但走到一班都冇
[00:01:29.000 --> 00:01:32.000]  咁但係當時嘅路程一半都未到
[00:01:32.000 --> 00:01:35.000]  仲有一個姐妹呢就受咗腳傷
[00:01:35.000 --> 00:01:38.000]  咁仲有一個姐妹呢佢仲扭親隻腳啦
[00:01:38.000 --> 00:01:39.000]  咁走得很辛苦
[00:01:39.000 --> 00:01:41.000]  咁佢呢就爬得好辛苦
[00:01:41.000 --> 00:01:44.000]  咁我就提議我幫忙你背背包好不好
[00:01:44.000 --> 00:01:47.000]  咁我當時就同呢位姐妹提議我話
[00:01:47.000 --> 00:01:50.000]  不如將你個包畀我幫你背啦
[00:01:50.000 --> 00:01:54.000]  當時佢就用很重嘅語氣跟我跟我說不用
[00:01:54.000 --> 00:01:57.000]  咁佢當時呢語氣好嚴肅咁樣同我講唔使
[00:01:57.000 --> 00:02:04.000]  咁我又再問多咗佢兩次佢都唔睬我
[00:02:04.000 --> 00:02:09.000]  咁當時我亦都唔知到底咩事啦
[00:02:09.000 --> 00:02:18.000]  咁後來有另外一個姐妹就同我講
[00:02:18.000 --> 00:02:21.000]  佢話因為我嘅身材呢比呢位姐妹仲要矮細
[00:02:21.000 --> 00:02:23.000]  咁如果佢幫佢背包呢
[00:02:23.000 --> 00:02:25.000]  咁顯得佢呢就好弱啦
[00:02:25.000 --> 00:02:37.000]  咁所以後來我就明白即使人哋有困難
[00:02:37.000 --> 00:02:40.000]  如果我哋伸出個手要去幫佢都唔係最好嘅辦法嘅
[00:02:40.000 --> 00:02:51.000]  咁其實呢位整親腳嘅姐妹呢
[00:02:51.000 --> 00:02:56.000]  佢只係需要我哋同埋佢一齊慢慢去爬呢座黃山
[00:02:56.000 --> 00:03:00.000]  能夠登到上山頂一齊睇嗰個雲海同埋個日出
[00:03:00.000 --> 00:03:01.000]  就係咁簡單
[00:03:01.000 --> 00:03:05.000]  我哋咁辛苦去爬山
[00:03:05.000 --> 00:03:14.000]  咁其實我哋期望嘅係能夠上到山頂之後
[00:03:14.000 --> 00:03:17.000]  睇到啲咁靚嘅雲海同埋嗰個日出
[00:03:22.000 --> 00:03:26.000]  咁呢一個咁嘅信仰呢就等到我哋
[00:03:26.000 --> 00:03:29.000]  繼續努力去爬呢座咁高嘅山啦
[00:03:29.000 --> 00:03:36.000]  雖然我哋每爬嘅一步都好辛苦
[00:03:36.000 --> 00:03:38.000]  但係我哋唔會停落嚟
[00:03:38.000 --> 00:03:39.000]  唔會回頭嘅
[00:03:39.000 --> 00:03:47.000]  咁大家有冇見過黃山嘅雲海同埋日出呢
[00:03:51.000 --> 00:03:53.000]  好美好美 神嘅創造真係好美
[00:03:53.000 --> 00:03:56.000]  咁你睇住呢一幅圖
[00:03:56.000 --> 00:03:59.000]  我哋就會諗到神嘅創造真係好美麗
[00:03:59.000 --> 00:04:08.000]  其實喺我哋最困難嘅日子裏面
[00:04:08.000 --> 00:04:11.000]  能夠支持我哋繼續向前同埋繼續走嘅
[00:04:11.000 --> 00:04:12.000]  係我哋嘅盼望
[00:04:12.000 --> 00:04:17.000]  我哋會諗忍一忍就得㗎啦
[00:04:17.000 --> 00:04:18.000]  聽日會更加好
[00:04:21.000 --> 00:04:24.000]  以前我哋就盼望佢很快會過去
[00:04:24.000 --> 00:04:26.000]  就好似而家嘅疫情
[00:04:26.000 --> 00:04:29.000]  我哋都每日咁盼望呢個疫情可以早日過去
[00:04:29.000 --> 00:04:35.000]  而且希望呢個病毒嘅能力越嚟越弱
[00:04:35.000 --> 00:04:37.000]  咁我哋就更加有盼望啦
[00:04:37.000 --> 00:04:48.000]  有盼望係對於一個人能夠渡過難關係好重要㗎
[00:04:50.000 --> 00:04:52.000]  今日我哋繼續講嘅
[00:04:52.000 --> 00:04:54.000]  活嘅教會
[00:04:54.000 --> 00:04:59.000]  聖徒會經歷活神
[00:04:59.000 --> 00:05:06.000]  我哋亦都講到主係活石
[00:05:06.000 --> 00:05:10.000]  而神嘅話語係活到
[00:05:10.000 --> 00:05:13.000]  耶穌係活水
[00:05:13.000 --> 00:05:18.000]  今日我哋繼續講活嘅盼望
[00:05:21.000 --> 00:05:24.000]  盼望對基督徒嘅人生係好重要㗎
[00:05:24.000 --> 00:05:30.000]  亦都係聖經裏面一個好重要嘅概念
[00:05:30.000 --> 00:05:39.000]  一個活嘅教會聖徒對生活係應該充滿咗盼望嘅
[00:05:39.000 --> 00:05:44.000]  咁點樣先可以得住盼望呢
[00:05:44.000 --> 00:05:49.000]  咁我哋今日可以學習下三個嘅重點
[00:05:50.000 --> 00:05:54.000]  第一個我哋看到活潑嘅盼望係喺耶穌基督裏
[00:05:54.000 --> 00:06:01.000]  盼望嘅動力就係信心
[00:06:01.000 --> 00:06:04.000]  盼望嘅動力係信心
[00:06:04.000 --> 00:06:07.000]  第三個尊心仰望主則會重生得力
[00:06:07.000 --> 00:06:11.000]  尊心仰望主就重生得力
[00:06:11.000 --> 00:06:14.000]  我哋剛才讀嘅經文彼得前書一將三節
[00:06:14.000 --> 00:06:18.000]  我哋正話讀到嘅經文彼得前書一章三節
[00:06:19.000 --> 00:06:23.000]  佢講到神教著自己嘅大難民
[00:06:23.000 --> 00:06:27.000]  接著耶穌基督從死裏復活重生咗我哋
[00:06:27.000 --> 00:06:29.000]  叫我哋有活潑嘅盼望
[00:06:29.000 --> 00:06:42.000]  呢個係彼得前書寫書嘅目的
[00:06:45.000 --> 00:06:52.000]  因為當時嘅聖徒佢哋受到好大嘅逼迫
[00:06:52.000 --> 00:06:59.000]  嗰陣時係耶穌基督主後嘅六十年
[00:06:59.000 --> 00:07:12.000]  殘暴嘅利祿王大規模咁殘殺基督徒
[00:07:15.000 --> 00:07:17.000]  當時嘅信徒係四處逃亡
[00:07:17.000 --> 00:07:21.000]  佢哋分散各地
[00:07:21.000 --> 00:07:25.000]  每日都面對好大嘅苦難
[00:07:25.000 --> 00:07:33.000]  彼得寫呢個書信嘅時候
[00:07:33.000 --> 00:07:36.000]  係要鼓勵當時四散各處嘅基督徒
[00:07:43.000 --> 00:07:45.000]  當時信耶穌嘅人嘅情況
[00:07:45.000 --> 00:07:47.000]  就好似今日烏克蘭嘅情況一樣
[00:07:47.000 --> 00:07:52.000]  佢哋嘅產業不保加碰人亡
[00:07:52.000 --> 00:07:57.000]  當時嘅信徒面對好大嘅考驗
[00:07:57.000 --> 00:08:03.000]  只係因為佢哋當時信耶穌
[00:08:03.000 --> 00:08:04.000]  所以佢哋受到逼迫
[00:08:04.000 --> 00:08:09.000]  咁如果係你嘅話
[00:08:09.000 --> 00:08:11.000]  你仲會唔會堅持呢個信仰呢
[00:08:14.000 --> 00:08:18.000]  彼得係當時嗰個時代嘅人
[00:08:18.000 --> 00:08:25.000]  佢當時親身經歷咗呢啲逼迫同埋痛苦
[00:08:25.000 --> 00:08:33.000]  但係佢喺寫彼得前書嘅時候
[00:08:33.000 --> 00:08:37.000]  一開始就講到信徒係有活潑嘅盼望
[00:08:37.000 --> 00:08:39.000]  咁呢個係咩意思呢
[00:08:43.000 --> 00:08:45.000]  面對呢啲危難嘅時候
[00:08:45.000 --> 00:08:46.000]  係需要有咩盼望呢
[00:08:46.000 --> 00:08:53.000]  我哋首先睇下活潑嘅盼望
[00:08:53.000 --> 00:08:55.000]  佢原文係乜嘢意思
[00:08:55.000 --> 00:09:04.000]  活潑呢個字響原文係意思
[00:09:04.000 --> 00:09:06.000]  充滿活力有生命嘅活力
[00:09:06.000 --> 00:09:09.000]  亦都有盼望
[00:09:11.000 --> 00:09:13.000]  盼望佢嘅意思亦都係期待
[00:09:13.000 --> 00:09:15.000]  所以活潑嘅盼望
[00:09:15.000 --> 00:09:18.000]  意思就係我哋所期待所等待嘅
[00:09:18.000 --> 00:09:20.000]  係有生命活力嘅
[00:09:20.000 --> 00:09:21.000]  係活嘅
[00:09:21.000 --> 00:09:22.000]  所以活潑嘅盼望
[00:09:22.000 --> 00:09:25.000]  佢嘅意思就係我哋所等待嘅
[00:09:25.000 --> 00:09:26.000]  係活嘅
[00:09:26.000 --> 00:09:28.000]  係有生命力嘅活力
[00:09:28.000 --> 00:09:30.000]  而且就係活潑嘅盼望
[00:09:30.000 --> 00:09:34.000]  係從耶穌基督從死裡復活嚟嘅
[00:09:34.000 --> 00:09:36.000]  而且活潑嘅盼望
[00:09:36.000 --> 00:09:40.000]  係藉著耶穌基督從死裡復活而嚟嘅
[00:09:41.000 --> 00:09:44.000]  藉著耶穌從死裡復活重生嘅我哋
