
[00:00:00.000 --> 00:00:03.520]  今早我們來看看一個人物
[00:00:03.520 --> 00:00:05.240]  這是誰
[00:00:05.240 --> 00:00:08.080]  這裡有兩個人
[00:00:08.080 --> 00:00:13.360]  跪在那裡的是誰
[00:00:13.360 --> 00:00:18.080]  跪在那裡的是誰
[00:00:18.080 --> 00:00:20.400]  戴著皇冠的是誰
[00:00:20.400 --> 00:00:21.960]  是蘇羅
[00:00:21.960 --> 00:00:25.440]  題目也知道 叫做「防備蘇羅的失敗」
[00:00:25.840 --> 00:00:30.160]  今年我們從「撒慕爾記」看大衛的事蹟
[00:00:30.160 --> 00:00:35.240]  不過今天我們先來看看這個很相關的人物
[00:00:35.240 --> 00:00:37.360]  站在那裡的是誰
[00:00:37.360 --> 00:00:39.040]  撒慕爾
[00:00:39.040 --> 00:00:41.480]  所以這是「撒慕爾記」的事蹟
[00:00:41.480 --> 00:00:44.760]  當然在開頭的時候
[00:00:44.760 --> 00:00:47.640]  撒慕爾的事是很詳細的
[00:00:47.640 --> 00:00:49.400]  因為我們的主題不是說撒慕爾
[00:00:49.400 --> 00:00:52.360]  不過是「撒慕爾記」開頭的時候
[00:00:52.360 --> 00:00:53.960]  說到撒慕爾怎樣出世
[00:00:53.960 --> 00:00:55.640]  哈拿怎樣祈禱
[00:00:55.840 --> 00:00:56.920]  侯劉記怎樣成長
[00:00:56.920 --> 00:01:00.480]  成為以色列民的士師和先知
[00:01:00.480 --> 00:01:07.280]  所以這裡就是撒慕爾和蘇羅之間的一些對話
[00:01:07.280 --> 00:01:11.600]  今天我們從這裡看到蘇羅的問題
[00:01:11.600 --> 00:01:15.520]  其實撒慕爾記除了記載這些歷史的事蹟
[00:01:15.520 --> 00:01:16.880]  很重要的歷史書
[00:01:16.880 --> 00:01:21.600]  撒慕爾記記載了以色列頭兩個的王
[00:01:21.600 --> 00:01:22.440]  我們都知道
[00:01:22.440 --> 00:01:25.480]  第一個就是蘇羅
[00:01:26.040 --> 00:01:30.240]  這個記載他特別去敘事的目的
[00:01:30.240 --> 00:01:33.160]  就是講出為什麼他被棄絕
[00:01:33.160 --> 00:01:36.040]  所以第一個就是被棄絕的王
[00:01:36.040 --> 00:01:39.200]  第二個就是大衛
[00:01:39.200 --> 00:01:41.840]  大衛就是合神心意的王
[00:01:41.840 --> 00:01:45.680]  他們兩個人有很多類似的地方
[00:01:45.680 --> 00:01:47.640]  都是神的子民
[00:01:47.640 --> 00:01:50.600]  都是以色列的王
[00:01:50.600 --> 00:01:51.800]  第一個、第二個
[00:01:51.800 --> 00:01:53.800]  兩個都是以色列的王
[00:01:54.560 --> 00:01:58.200]  他們大家都有曾經被聖靈感動過
[00:01:58.200 --> 00:02:00.200]  這是很特別的地方
[00:02:00.200 --> 00:02:03.520]  就是原來蘇羅不是不認識神
[00:02:03.520 --> 00:02:05.520]  甚至他認識耶和華
[00:02:05.520 --> 00:02:07.000]  知道律法
[00:02:07.000 --> 00:02:09.000]  明白撒慕爾吩咐
[00:02:09.000 --> 00:02:11.560]  他受過聖靈的感動
[00:02:11.560 --> 00:02:13.080]  但是
[00:02:13.080 --> 00:02:17.320]  結果是一個很大的不同的失敗
[00:02:17.320 --> 00:02:19.520]  但是我們看到
[00:02:19.520 --> 00:02:23.080]  大衛他是合神心意的
[00:02:23.440 --> 00:02:26.200]  他同樣是以色列的子民
[00:02:26.200 --> 00:02:28.320]  同樣是以色列的王
[00:02:28.320 --> 00:02:31.240]  但是不同的
[00:02:31.240 --> 00:02:33.720]  他同樣是受過聖靈的感動
[00:02:33.720 --> 00:02:35.360]  而且是事實上感動他
[00:02:35.360 --> 00:02:37.280]  但是不同的
[00:02:37.280 --> 00:02:42.360]  就是他追求一個合神心意的人生
[00:02:42.360 --> 00:02:44.480]  他們兩個都不是完全人
[00:02:44.480 --> 00:02:46.440]  我們看看
[00:02:46.440 --> 00:02:48.120]  如果嚴格講
[00:02:48.120 --> 00:02:50.040]  蘇羅他沒有犯
[00:02:50.040 --> 00:02:51.640]  如果以一生來講
[00:02:52.040 --> 00:02:55.920]  蘇羅沒有犯那些很嚴重的
[00:02:55.920 --> 00:02:58.000]  很大的罪
[00:02:58.000 --> 00:02:59.680]  很多時候我們說殺人放火
[00:02:59.680 --> 00:03:01.000]  謀造害命
[00:03:01.000 --> 00:03:02.400]  奸淫擄掠
[00:03:02.400 --> 00:03:05.280]  其實嚴格來講他不是很多
[00:03:05.280 --> 00:03:07.280]  沒有什麼這類的問題
[00:03:07.280 --> 00:03:10.360]  相反大衛如果嚴格來講
[00:03:10.360 --> 00:03:11.360]  整個人生來講
[00:03:11.360 --> 00:03:13.520]  他是殺過人
[00:03:13.520 --> 00:03:14.800]  有些無辜的人
[00:03:14.800 --> 00:03:19.480]  也有些是預謀去殺的人
[00:03:19.480 --> 00:03:21.000]  他有姦淫
[00:03:21.520 --> 00:03:24.640]  也有詭詐的時候
[00:03:24.640 --> 00:03:26.840]  但是整個人生
[00:03:26.840 --> 00:03:29.040]  最終不僅是在早期的時候
[00:03:29.040 --> 00:03:30.320]  神稱他為合神心意
[00:03:30.320 --> 00:03:33.080]  到了在新約描述他的時候
[00:03:33.080 --> 00:03:36.400]  仍然說神是揀選合神心意的王
[00:03:36.400 --> 00:03:38.240]  整個以色列的歷史
[00:03:38.240 --> 00:03:43.480]  看見是以大衛為衡量後來的王的標準
[00:03:43.480 --> 00:03:45.840]  可見他真是一個
[00:03:45.840 --> 00:03:47.920]  在神眼中不僅是好王
[00:03:47.920 --> 00:03:50.040]  而且是一個標準
[00:03:50.040 --> 00:03:53.480]  可以量度好與壞的一個準則的一個人
[00:03:53.480 --> 00:03:56.000]  當然更加奇妙的是
[00:03:56.000 --> 00:03:59.120]  他被稱為是耶穌基督的先祖
[00:03:59.120 --> 00:04:02.000]  所以耶穌說他是大衛的後裔
[00:04:02.000 --> 00:04:03.000]  我們講過
[00:04:03.000 --> 00:04:05.600]  耶穌說他是大衛的根
[00:04:05.600 --> 00:04:07.840]  但同時間是大衛的後裔
[00:04:07.840 --> 00:04:10.680]  所以為什麼會有這麼高評語呢
[00:04:10.680 --> 00:04:14.520]  我們看見在撒末爾記第十三章
[00:04:14.520 --> 00:04:16.040]  一開始
[00:04:16.640 --> 00:04:20.360]  我們看見這個脈絡
[00:04:20.360 --> 00:04:21.360]  就是撒末爾
[00:04:21.360 --> 00:04:23.280]  剛才那幅畫跟這裡有關的
[00:04:23.280 --> 00:04:24.280]  就是十三章這裡
[00:04:24.280 --> 00:04:26.280]  我們一起讀一讀十三十四節
[00:04:26.280 --> 00:04:27.280]  請讀一下
[00:04:27.280 --> 00:04:29.400]  撒末爾對蘇羅說
[00:04:29.400 --> 00:04:32.000]  你做了糊塗事了
[00:04:32.000 --> 00:04:34.200]  沒有遵守耶和華
[00:04:34.200 --> 00:04:37.440]  你上帝所吩咐你的命令
[00:04:37.440 --> 00:04:38.440]  若遵守
