
[00:00:00.000 --> 00:00:05.000]  其實我們今天講的是雅各生命裏第一個屬靈的旅程
[00:00:05.000 --> 00:00:08.000]  其實雅各和很多石頭有關的
[00:00:08.000 --> 00:00:10.000]  今天開始都是由石頭開始
[00:00:10.000 --> 00:00:12.000]  來幫助我們去明白
[00:00:12.000 --> 00:00:17.000]  其實我們透過他認識神
[00:00:17.000 --> 00:00:18.000]  認識我們自己
[00:00:18.000 --> 00:00:20.000]  還有認識甚麼呢
[00:00:20.000 --> 00:00:22.000]  就是神去找他所愛的人
[00:00:22.000 --> 00:00:25.000]  在這個尋找的過程裏
[00:00:25.000 --> 00:00:26.000]  究竟神對我們
[00:00:26.000 --> 00:00:27.000]  即是他找你他找我
[00:00:27.000 --> 00:00:29.000]  有甚麼目的呢
[00:00:29.000 --> 00:00:31.000]  石頭的故事
[00:00:31.000 --> 00:00:33.000]  是石頭來的
[00:00:33.000 --> 00:00:34.000]  大大塊
[00:00:34.000 --> 00:00:36.000]  我們就看看今天的經文
[00:00:36.000 --> 00:00:38.000]  雅各是一個很實際的人
[00:00:38.000 --> 00:00:40.000]  他祈禱祈甚麼
[00:00:40.000 --> 00:00:41.000]  這是他人生
[00:00:41.000 --> 00:00:43.000]  如果在聖經裏面的記錄
[00:00:43.000 --> 00:00:45.000]  第一個祈禱
[00:00:45.000 --> 00:00:47.000]  他祈得很實際
[00:00:47.000 --> 00:00:49.000]  祈衣食住行
[00:00:49.000 --> 00:00:51.000]  和有積蓄
[00:00:51.000 --> 00:00:53.000]  和少少離家
[00:00:53.000 --> 00:00:55.000]  可以老大甚麼
[00:00:55.000 --> 00:00:57.000]  不用客死異鄉
[00:00:57.000 --> 00:00:59.000]  很實際
[00:00:59.000 --> 00:01:01.000]  你是否一個實際的人
[00:01:01.000 --> 00:01:05.000]  如果你覺得自己是一個實際的人
[00:01:05.000 --> 00:01:07.000]  我會告訴你
[00:01:07.000 --> 00:01:09.000]  主要帶你進入一個
[00:01:09.000 --> 00:01:11.000]  非你能想像的
[00:01:11.000 --> 00:01:13.000]  不切實際裏面
[00:01:13.000 --> 00:01:16.000]  因為你的實際會難阻他
[00:01:16.000 --> 00:01:18.000]  感謝主
[00:01:18.000 --> 00:01:20.000]  我就是一個天馬行空的人
[00:01:20.000 --> 00:01:22.000]  萬無邊際的
[00:01:22.000 --> 00:01:23.000]  感謝主
[00:01:23.000 --> 00:01:26.000]  主要帶你脫離堅尼地城
[00:01:26.000 --> 00:01:29.000]  下去跑馬地
[00:01:29.000 --> 00:01:31.000]  跑馬
[00:01:31.000 --> 00:01:36.000]  主常常幫助我們
[00:01:36.000 --> 00:01:40.000]  打破我們這個人的慣有模式
[00:01:40.000 --> 00:01:42.000]  你同不同意嗎
[00:01:42.000 --> 00:01:43.000]  頂姐妹
[00:01:43.000 --> 00:01:45.000]  你為甚麼要跟隨主
[00:01:45.000 --> 00:01:47.000]  如果你很厲害就不用跟隨主
[00:01:47.000 --> 00:01:49.000]  你叫人跟隨你
[00:01:49.000 --> 00:01:51.000]  因為你不厲害
[00:01:51.000 --> 00:01:52.000]  我不厲害
[00:01:52.000 --> 00:01:54.000]  所以我們決定跟隨誰
[00:01:54.000 --> 00:01:57.000]  跟隨主
[00:01:57.000 --> 00:01:59.000]  你不單要跟隨主
[00:01:59.000 --> 00:02:01.000]  你的弟弟也要跟隨主
[00:02:01.000 --> 00:02:02.000]  你同不同意嗎
[00:02:02.000 --> 00:02:05.000]  你喜不喜歡你的孫跟隨主
[00:02:05.000 --> 00:02:06.000]  喜不喜歡
[00:02:06.000 --> 00:02:09.000]  你喜不喜歡你的室甚麼都跟隨主
[00:02:09.000 --> 00:02:11.000]  喜不喜歡
[00:02:11.000 --> 00:02:14.000]  真是沒得彈
[00:02:14.000 --> 00:02:16.000]  所以我們認定了
[00:02:16.000 --> 00:02:17.000]  我們知道了
[00:02:17.000 --> 00:02:19.000]  我們明白了
[00:02:19.000 --> 00:02:21.000]  主常常來扭我
[00:02:21.000 --> 00:02:23.000]  常常來逆轉我
[00:02:23.000 --> 00:02:25.000]  其實他有個目的
[00:02:25.000 --> 00:02:27.000]  就是剛才那首歌告訴我們
[00:02:27.000 --> 00:02:29.000]  他要我們活出甚麼
[00:02:29.000 --> 00:02:32.000]  自由的風采
[00:02:32.000 --> 00:02:33.000]  對不對
[00:02:33.000 --> 00:02:35.000]  其實你要自由
[00:02:35.000 --> 00:02:37.000]  你要打破很多東西
[00:02:37.000 --> 00:02:39.000]  你才會有自由
[00:02:39.000 --> 00:02:41.000]  就說我學PowerPoint
[00:02:41.000 --> 00:02:45.000]  其實我真的很想弄PowerPoint很久了
[00:02:45.000 --> 00:02:47.000]  不過真的很煩
[00:02:47.000 --> 00:02:48.000]  一想起就
[00:02:48.000 --> 00:02:50.000]  電腦是一回事
[00:02:50.000 --> 00:02:53.000]  打電腦是另一回事
[00:02:53.000 --> 00:02:55.000]  找照片也是一回事
[00:02:55.000 --> 00:02:57.000]  不過感謝主
[00:02:57.000 --> 00:03:00.000]  真的有iPhone真是好
[00:03:00.000 --> 00:03:03.000]  有iPhone真是好
[00:03:03.000 --> 00:03:05.000]  原來它可以很簡單地
[00:03:05.000 --> 00:03:08.000]  幫助你做PowerPoint
[00:03:08.000 --> 00:03:10.000]  你之前也有PowerPoint
[00:03:10.000 --> 00:03:12.000]  其實是我們青年區
[00:03:12.000 --> 00:03:14.000]  一個大專生
[00:03:14.000 --> 00:03:16.000]  我有一次不小心
[00:03:16.000 --> 00:03:19.000]  發現他做PowerPoint很厲害
[00:03:19.000 --> 00:03:23.000]  我問他可不可以幫我做PowerPoint
[00:03:23.000 --> 00:03:26.000]  教年青人
[00:03:26.000 --> 00:03:27.000]  問問他
[00:03:27.000 --> 00:03:29.000]  多好啊我們的年青人
[00:03:29.000 --> 00:03:30.000]  真是很有規矩
[00:03:30.000 --> 00:03:31.000]  有板有眼
[00:03:31.000 --> 00:03:33.000]  他說黃邪媽媽
[00:03:33.000 --> 00:03:38.000]  我自己也覺得可以
[00:03:38.000 --> 00:03:40.000]  不過你給我一點時間
[00:03:40.000 --> 00:03:41.000]  我說甚麼事
[00:03:41.000 --> 00:03:44.000]  他說遲些會不會有錢就不知道了
[00:03:44.000 --> 00:03:45.000]  哇
[00:03:45.000 --> 00:03:47.000]  It's wonderful
[00:03:47.000 --> 00:03:49.000]  我心裏立刻想
[00:03:49.000 --> 00:03:51.000]  如果你的區域NO你
[00:03:51.000 --> 00:03:53.000]  你會怎樣呢
[00:03:53.000 --> 00:03:54.000]  是不是
[00:03:54.000 --> 00:03:56.000]  我可不可以這樣說
[00:03:56.000 --> 00:03:57.000]  你知道嗎
[00:03:57.000 --> 00:03:58.000]  我立刻肯定他
[00:03:58.000 --> 00:03:59.000]  真是好
[00:03:59.000 --> 00:04:00.000]  這個叫有規有矩
[00:04:00.000 --> 00:04:01.000]  有上有下
[00:04:01.000 --> 00:04:02.000]  有板有眼
[00:04:02.000 --> 00:04:03.000]  是不是
[00:04:03.000 --> 00:04:05.000]  如果談了你的區域說不行
[00:04:05.000 --> 00:04:07.000]  你就要誠實告訴我不行
[00:04:07.000 --> 00:04:10.000]  你不要給我面子
[00:04:10.000 --> 00:04:12.000]  你明不明
[00:04:12.000 --> 00:04:14.000]  我真的很喜歡我們的年青人
[00:04:14.000 --> 00:04:16.000]  你喜不喜歡你的年青人呢
[00:04:16.000 --> 00:04:18.000]  跟區域說一下
[00:04:18.000 --> 00:04:20.000]  喜不喜歡
[00:04:20.000 --> 00:04:22.000]  如果你的年青人
[00:04:22.000 --> 00:04:23.000]  你的弟弟
[00:04:23.000 --> 00:04:25.000]  他不跟區域談一下
[00:04:25.000 --> 00:04:28.000]  就去做他自己要決定的事
[00:04:28.000 --> 00:04:30.000]  儘管他很聽你的話
[00:04:30.000 --> 00:04:31.000]  我告訴你
[00:04:31.000 --> 00:04:33.000]  你小心
[00:04:33.000 --> 00:04:34.000]  因為人
[00:04:34.000 --> 00:04:36.000]  人成長裏面總有一個棋
[00:04:36.000 --> 00:04:38.000]  叫做反叛棋
[00:04:38.000 --> 00:04:40.000]  明不明
[00:04:40.000 --> 00:04:42.000]  他甚麼時候聽你的話聽得多呢
[00:04:42.000 --> 00:04:43.000]  聽到差不多
[00:04:43.000 --> 00:04:44.000]  吵吵吵
[00:04:44.000 --> 00:04:46.000]  他說足夠的是甚麼
[00:04:46.000 --> 00:04:47.000]  海夢
[00:04:47.000 --> 00:04:48.000]  變化
[00:04:48.000 --> 00:04:50.000]  就反你了
[00:04:50.000 --> 00:04:51.000]  你明不明
[00:04:51.000 --> 00:04:52.000]  那時候你又怎樣
[00:04:52.000 --> 00:04:54.000]  頂不住
[00:04:54.000 --> 00:04:56.000]  我剛剛去剪頭髮
[00:04:56.000 --> 00:04:58.000]  我師父就頂不住
[00:04:58.000 --> 00:05:00.000]  我兒子
[00:05:00.000 --> 00:05:02.000]  他剛剛說完一大輪之後
[00:05:02.000 --> 00:05:04.000]  我兒子是不是要教你做爸爸呢
[00:05:04.000 --> 00:05:06.000]  這樣不行的
[00:05:06.000 --> 00:05:08.000]  他說不過說到最後
[00:05:08.000 --> 00:05:09.000]  感謝主
[00:05:09.000 --> 00:05:12.000]  他仍然肯回教會
[00:05:12.000 --> 00:05:15.000]  那你就真的要認真感謝主
[00:05:15.000 --> 00:05:16.000]  不要再煩他了
[00:05:16.000 --> 00:05:18.000]  究竟他跟不跟導師聊天
[00:05:18.000 --> 00:05:19.000]  導師影不影響他
[00:05:19.000 --> 00:05:20.000]  影響他
[00:05:20.000 --> 00:05:23.000]  這樣你就有工作了
[00:05:23.000 --> 00:05:26.000]  你將兒子交給你的甚麼
[00:05:26.000 --> 00:05:28.000]  導師
[00:05:28.000 --> 00:05:30.000]  所以教會是甚麼呢
[00:05:30.000 --> 00:05:31.000]  教會是
[00:05:31.000 --> 00:05:34.000]  你去影響年青人
[00:05:34.000 --> 00:05:37.000]  年青人去影響你的子女
[00:05:37.000 --> 00:05:39.000]  你的子女呢
[00:05:39.000 --> 00:05:40.000]  又成為將來的甚麼
[00:05:40.000 --> 00:05:41.000]  年青人
[00:05:41.000 --> 00:05:43.000]  又再去影響別人的甚麼
[00:05:43.000 --> 00:05:44.000]  子女
[00:05:44.000 --> 00:05:46.000]  原來是這樣
[00:05:46.000 --> 00:05:49.000]  你以為你直接教到
[00:05:49.000 --> 00:05:51.000]  你直接教到的東西
[00:05:51.000 --> 00:05:54.000]  是要三十歲之後才修成
[00:05:54.000 --> 00:05:55.000]  不過呢
[00:05:55.000 --> 00:05:57.000]  十二到三十之間
[00:05:57.000 --> 00:05:59.000]  你不知道怎樣跟他前往
[00:05:59.000 --> 00:06:01.000]  我不是說你沒效
[00:06:01.000 --> 00:06:02.000]  是這樣的
[00:06:02.000 --> 00:06:03.000]  原理是這樣的
[00:06:03.000 --> 00:06:04.000]  碧芳是不是
[00:06:04.000 --> 00:06:06.000]  不知道
[00:06:06.000 --> 00:06:08.000]  她很小的時候
[00:06:08.000 --> 00:06:10.000]  我們看著她長大的那些
[00:06:10.000 --> 00:06:11.000]  你就知道
[00:06:11.000 --> 00:06:12.000]  她有多聽家裡話
[00:06:12.000 --> 00:06:14.000]  碧芳是特例
[00:06:14.000 --> 00:06:16.000]  媽媽聽她的話
[00:06:16.000 --> 00:06:18.000]  媽媽聽她的話
[00:06:18.000 --> 00:06:19.000]  那就不同了
