
[00:00:00.000 --> 00:00:05.040]  弟兄姊妹,現在是午安了,午安
[00:00:05.040 --> 00:00:09.600]  謝謝劉傳道的介紹
[00:00:09.600 --> 00:00:16.520]  剛才他提到就是一些新來港的同學
[00:00:16.520 --> 00:00:20.960]  他們最需要去適應的就是飲食方面的
[00:00:20.960 --> 00:00:25.240]  在我們的神學院裡面都有一些在內地來的同學們
[00:00:25.240 --> 00:00:33.080]  是後來我才知道原來他們對於在香港吃的東西是完全覺得不適應的
[00:00:33.080 --> 00:00:37.480]  比如說在北方的他們愛吃麵條,對嗎?
[00:00:37.480 --> 00:00:41.960]  但是呢,來到香港常常都是吃米飯
[00:00:41.960 --> 00:00:47.720]  他們覺得好像是讓他們的胃完全的適應不了
[00:00:47.720 --> 00:00:51.880]  有些地區他們愛吃的是吃辣,對嗎?
[00:00:51.880 --> 00:00:55.520]  所以呢,在香港不是很多東西都是很辣
[00:00:55.520 --> 00:00:59.080]  而且他們覺得香港辣的完全不是一回事
[00:00:59.080 --> 00:01:04.040]  所以呢,在我們的食堂裡面會有一瓶的老乾嗎?
[00:01:04.040 --> 00:01:09.080]  常常那個是最快就消失的東西了
[00:01:09.080 --> 00:01:15.680]  我們說就是這個胃口食物常常是
[00:01:15.680 --> 00:01:19.440]  我們覺得我剛才說要追求重極的意義
[00:01:19.440 --> 00:01:24.640]  但是可能最先的先要為我們的胃口
[00:01:24.640 --> 00:01:29.440]  為我們吃的東西去先做一些的禱告
[00:01:29.440 --> 00:01:36.640]  我想問的是基雄姊妹,你今天你最想吃的是什麼樣的東西了?
[00:01:36.640 --> 00:01:42.240]  我們等一下崇拜結束以後,那是一點鐘的時間
[00:01:42.240 --> 00:01:45.520]  你最想吃的是什麼的東西了?
[00:01:45.520 --> 00:01:50.240]  九龍城,好的食店非常之多
[00:01:50.240 --> 00:01:54.400]  那你最想吃的是什麼樣的東西了?
[00:01:54.400 --> 00:02:03.040]  今天的講題都是用食物作為一個的啟題
[00:02:03.040 --> 00:02:05.840]  滋味勝祕儀
[00:02:05.840 --> 00:02:13.440]  我知道你認識這是從哪一篇的經文裡面去找出來的
[00:02:13.440 --> 00:02:18.640]  我邀請你如果你手上有生鏡的話,你可以放過去
[00:02:18.640 --> 00:02:22.640]  就是詩篇第十九篇
[00:02:22.640 --> 00:02:27.840]  如果你的眼力比較好的話
[00:02:27.840 --> 00:02:32.640]  那你可以按照這個屏幕上來跟我一起念
[00:02:32.640 --> 00:02:34.640]  我的普通話不夠好
[00:02:34.640 --> 00:02:39.840]  所以呢,如果單獨是我念的話,應該會很多字都錯的
[00:02:39.840 --> 00:02:44.640]  所以呢,我想邀請就是我這個是什麼手?
[00:02:44.640 --> 00:02:47.840]  右,謝謝,我右邊的
[00:02:47.840 --> 00:02:51.840]  你就跟我先一同念一到六節
[00:02:51.840 --> 00:02:56.640]  左手邊的就請念七到十三節
[00:02:56.640 --> 00:03:00.240]  然後最後十四節,我們一同念
[00:03:00.240 --> 00:03:05.840]  如果你不知道你是左還是右的話,那你自己決定吧
[00:03:05.840 --> 00:03:11.840]  好,那我們就先右手邊一到六節
[00:03:11.840 --> 00:03:15.040]  諸天俗說神的榮耀
[00:03:15.040 --> 00:03:18.240]  穹蒼傳揚祂的手段
[00:03:18.240 --> 00:03:21.440]  這日到那日發出言語
[00:03:21.440 --> 00:03:25.040]  這夜到那夜傳出致詩
[00:03:25.040 --> 00:03:29.040]  無言無語,也無聲音可聽
[00:03:29.040 --> 00:03:32.240]  祂的良帶通遍天下
[00:03:32.240 --> 00:03:35.440]  祂的言語傳到地極
[00:03:35.440 --> 00:03:39.840]  神在旗艦為太陽暗射帳幕
[00:03:39.840 --> 00:03:43.440]  太陽如同新郎處洞房
[00:03:43.440 --> 00:03:47.040]  又與勇士寬然奔路
[00:03:47.040 --> 00:03:52.240]  祂從天這邊出來,繞到天那邊
[00:03:52.240 --> 00:03:57.040]  沒有一物被隱藏,不得祂的熱氣
[00:03:57.040 --> 00:03:58.640]  請左手邊
[00:03:58.640 --> 00:04:03.840]  葉和華的律法全被能甦醒人心
[00:04:03.840 --> 00:04:09.440]  葉和華的法度確定,能使愚人有智慧
[00:04:09.440 --> 00:04:14.640]  葉和華的訓詞正直,能快活人的心
[00:04:14.640 --> 00:04:20.240]  葉和華的命令慶節,能明亮人的眼目
[00:04:20.240 --> 00:04:24.640]  葉和華的道理潔淨,存到永遠
[00:04:24.640 --> 00:04:29.040]  葉和華的點綻真實,全然公益
[00:04:29.040 --> 00:04:35.440]  都比金子可羨慕,且比極多的金金可羨慕
[00:04:35.440 --> 00:04:41.440]  被密幹前,且被鳳凰俠帝的密幹前
[00:04:41.440 --> 00:04:45.840]  況且,你的僕人因此受警戒
[00:04:45.840 --> 00:04:49.040]  受著這些便有大賞
[00:04:49.040 --> 00:04:52.240]  誰能知道自己的錯失呢
[00:04:52.240 --> 00:04:56.640]  願你赦免我隱而未現的過錯
[00:04:56.640 --> 00:05:01.440]  求你攔主僕人,不犯任意妄為的罪
[00:05:01.440 --> 00:05:07.840]  不容這罪轄置我,我便完全免犯大罪
[00:05:07.840 --> 00:05:11.040]  一同最後,葉和華我的盤石
[00:05:11.040 --> 00:05:15.840]  我的救贖主啊,願我口中的言語
[00:05:15.840 --> 00:05:20.640]  信你的意念,在你面前蒙越那
[00:05:20.640 --> 00:05:21.840]  我們同心禱告
[00:05:27.440 --> 00:05:33.840]  心愛的天父,願你親自解開你自己的言語
[00:05:33.840 --> 00:05:37.040]  發出當中的亮光
[00:05:37.040 --> 00:05:41.440]  好讓愚萌的我們能得找悟性
[00:05:41.440 --> 00:05:45.840]  求你給我們聽又聽得到
[00:05:45.840 --> 00:05:48.640]  看又看得見
[00:05:48.640 --> 00:05:52.240]  又有信靠的心去活出來
[00:05:52.240 --> 00:05:55.040]  奉主耶穌名字而求
[00:05:55.040 --> 00:05:57.040]  阿門
[00:05:57.040 --> 00:06:04.240]  詩篇十九篇可能你都曾經念過這一篇的詩篇
[00:06:04.240 --> 00:06:08.640]  但是可能你也會有一個很大的疑惑
[00:06:08.640 --> 00:06:13.040]  前半段由右手邊的弟兄姊妹
[00:06:13.040 --> 00:06:17.840]  你們念的時候是關於創造關於太陽
[00:06:17.840 --> 00:06:20.240]  不過後半段的時候
[00:06:20.240 --> 00:06:27.840]  他突然間就轉到把課題轉到了就是葉和華的律法
[00:06:27.840 --> 00:06:31.840]  上帝的創造與葉和華的律法
[00:06:31.840 --> 00:06:35.040]  兩者之間有啥關係了
[00:06:35.040 --> 00:06:41.840]  兩者之間為什麼會可以把他們放在一道當中呢
[00:06:41.840 --> 00:06:51.440]  所以很多的解經家在過去裡面都為這個問題有很多很多的探索
[00:06:51.440 --> 00:06:55.040]  不過很多不同的答案裡面
[00:06:55.040 --> 00:07:01.040]  我覺得有一個可以做出一個的參考
[00:07:01.040 --> 00:07:03.440]  是什麼樣的一個的答案呢
[00:07:03.440 --> 00:07:10.240]  在這兩個完全不一樣的詩篇的段落裡面
[00:07:10.240 --> 00:07:18.640]  第一段他開頭他提到的是所有的被造的東西
[00:07:18.640 --> 00:07:30.640]  但是後來在下半段他集中把焦點聚焦在其中的一個就是太陽
[00:07:30.640 --> 00:07:37.040]  那麼到了下半段第七節你又看見什麼
[00:07:37.040 --> 00:07:44.640]  他開頭說葉和華的律法全被能甦醒人性
[00:07:44.640 --> 00:07:47.040]  哪個人呢
[00:07:47.040 --> 00:07:49.040]  哪個人呢
[00:07:49.040 --> 00:07:51.040]  所有的人
[00:07:51.040 --> 00:07:53.840]  到了這一段的後半
[00:07:53.840 --> 00:07:59.040]  所有的人後來聚焦到了一個人的身上
[00:07:59.040 --> 00:08:01.040]  那個是誰呀
[00:08:01.040 --> 00:08:05.040]  就是世人他自己我
[00:08:05.040 --> 00:08:13.440]  所以我可以說兩個大段裡面都有一個聚焦的趨勢
[00:08:13.440 --> 00:08:18.640]  從所有的被造物聚焦到太陽
[00:08:18.640 --> 00:08:27.040]  從所有的人然後把焦點放在我一個人的心上
[00:08:27.040 --> 00:08:30.640]  最後一節第十四節
[00:08:30.640 --> 00:08:37.840]  那一個可以說是世人心裡面最大最大的一個的慾望
[00:08:37.840 --> 00:08:42.240]  葉和華我的盤石我的救贖主啊
[00:08:42.240 --> 00:08:50.240]  願我口中的言語心裡的意念在你面前蒙約納
[00:08:50.240 --> 00:08:57.040]  但是這一個禱告跟太陽有什麼的關係
[00:08:57.040 --> 00:09:04.240]  這一個禱告跟葉和華的律法又有什麼樣的關係呢
[00:09:04.240 --> 00:09:15.040]  我想就按照這兩段跟大家再一起仔細的去看看好嗎
[00:09:15.040 --> 00:09:17.440]  師哥的開頭他說
[00:09:17.440 --> 00:09:20.640]  鑄天訴說神的榮耀
[00:09:20.640 --> 00:09:24.640]  窮倉傳揚祂的手段
[00:09:24.640 --> 00:09:31.040]  那麼神的榮耀神的手段是什麼樣的東西呢
[00:09:31.040 --> 00:09:39.040]  在這一首的詩歌裡面他談到什麼是神的榮耀什麼是神的手段呢
[00:09:39.040 --> 00:09:41.040]  我們再看下一節好嗎
[00:09:41.040 --> 00:09:47.440]  他說這日到那日發出言語
[00:09:47.440 --> 00:09:52.640]  這夜到那夜傳出誓使
[00:09:52.640 --> 00:10:01.440]  什麼意思這天到那天這夜到那夜
[00:10:01.440 --> 00:10:07.040]  你今天你起床你今天晚上睡覺以後
[00:10:07.040 --> 00:10:14.240]  你覺得你張開眼睛以後會發生什麼事情
[00:10:14.240 --> 00:10:25.440]  你不會張開眼睛了那你在張開眼睛的時候你大概你會估計得到就是什麼太陽又再出來
[00:10:25.440 --> 00:10:29.040]  一個新的一天又開始了
[00:10:29.040 --> 00:10:38.240]  今天晚上然後明天過了你工作一天念書一天以後然後晚上又會出現
[00:10:38.240 --> 00:10:51.440]  這天到那天這夜到那夜這個是一個規律這個規律一直都不會改變
[00:10:51.440 --> 00:10:56.240]  從這個那麼有規律的世界裡面
[00:10:56.240 --> 00:11:03.440]  上帝的榮耀上帝的手段就彰顯出來
[00:11:03.440 --> 00:11:12.640]  所以到了第四節詩人提到有一個的字他的量帶那個是什麼東西
[00:11:12.640 --> 00:11:25.440]  量帶就好像是一把的尺子OK你要把它去定它的長度你要把它定它的闊度
[00:11:25.440 --> 00:11:32.640]  他用來做什麼量帶的特色是什麼就是一個的規律
[00:11:32.640 --> 00:11:43.440]  他說他的量帶這個創造的東西這個被造的世界的量帶通遍天下
[00:11:43.440 --> 00:11:53.040]  上帝的規律上帝為這個世界定下的規律通遍天下
[00:11:53.040 --> 00:12:06.640]  第三節他說什麼無言無語也無聲音可聽但是到了第四節你看見下半句說什麼
[00:12:06.640 --> 00:12:11.840]  他的言語傳到世界完全是矛盾吧
[00:12:11.840 --> 00:12:19.040]  第三節說無言無語你聽不到聲音但是到了第四節他說什麼
[00:12:19.040 --> 00:12:27.040]  他的聲音傳到第四節那麼是有聲還是無聲是有言語還是沒有言語呢
[00:12:27.040 --> 00:12:37.840]  其實這個是什麼樣的意思呢剛才說上帝的規律在整個世界在同管他所創造的
[00:12:37.840 --> 00:12:55.040]  然後是什麼樣東西最能呈現這一個無言無語的榮耀就在第四節下半節提到的是什麼
[00:12:55.040 --> 00:13:14.240]  那個就是太陽太陽是整個被創造的造物界裡面一個的代表最能可以彰顯出上帝的榮耀與其手段
[00:13:14.240 --> 00:13:31.040]  他怎麼樣可以彰顯出上帝的榮耀與手段呢第四節下半節上帝在期間為太陽暗射彰物
[00:13:31.040 --> 00:13:50.040]  上帝為他找什麼找一個可以居住的地方太陽沒有跟上帝說上帝啊這個房子不夠大這個房子那個太偏僻了我不太要我不要了
[00:13:50.040 --> 00:14:07.040]  按照上帝為他設計的住房那麼太陽就住在其中第六節又怎麼說你可以再念一遍嗎
[00:14:07.040 --> 00:14:31.540]  他從天這邊出來繞到天那邊沒有一物被隱藏不得他的熱氣太陽每天的軌跡他每天他要過的路徑從天那邊出來然後到天的那一邊從東方出來然後到西邊
[00:14:31.540 --> 00:14:41.540]  我忘了不好意思如果有一天太陽從西方出來的話那會你會有怎麼樣的反應
[00:14:41.540 --> 00:15:09.040]  嚇死了我覺得應該是世界末日的出現你明白的意思嗎太陽他每天跑的軌跡都是誰為他定上帝為他定沒有改變他居住的地方上帝為他暗射他每天經過的路徑上帝為他定
[00:15:09.040 --> 00:15:38.540]  從太陽的身上看見上帝所造的這個世界有這麼榮耀有這麼多智慧的手段不過太陽不是說誰叫我就是替你打工我每個月要支付你的薪水所以我就沒辦法那麼悶的事情我就每天這樣子幹活吧
[00:15:38.540 --> 00:16:03.040]  世人怎麼說第五節他說太陽與同什麼新郎我想問你們做新郎的弟兄們不是姊妹們不好意思如果你有機會做新郎或者是你曾經做新郎的話你的心情是什麼樣真的是開心嗎
[00:16:03.040 --> 00:16:18.540]  我為你鼓掌非常好你開心過沒有已經開心過了太好了我結婚的那一天我覺得我爸爸比我更開心
[00:16:18.540 --> 00:16:42.040]  所以他付的酒樓的叫什麼他比我付的還多所以這是一個很開心的場景太陽不是悶悶不樂的不是很憂鬱的去按照上帝為他定的東西來做來住
[00:16:42.040 --> 00:16:55.540]  太陽如同新郎他處洞房用於勇士勇士怎麼樣去打仗煥然去處去你明白意思嗎
[00:16:55.540 --> 00:17:17.040]  不光是就是好了沒辦法而是非常的雀躍的去遵守上帝為受造界為太陽鎖定的一切的心意
[00:17:17.040 --> 00:17:38.540]  所以第一部分他說上帝為這個世界所定下的秩序非常非常井然有序那個彰顯上帝的榮耀那個彰顯上帝他的手段
[00:17:38.540 --> 00:17:58.540]  而且太陽在整個的造物界不光是太陽不過在代表了整個的造物界都是非常樂意的遵守上帝為他們鎖定的規律
[00:17:58.540 --> 00:18:13.040]  那麼如果從這個角度來看可能我們會明白多一點下半部他講的是什麼上帝的律法
[00:18:13.040 --> 00:18:29.540]  那麼我們再看第七到第十三節可能你們聽我又講了很多我覺得第七到第九節是很好的經文你們願意再跟我一同再讀一次嗎
[00:18:29.540 --> 00:18:46.540]  葉和華的律法全備能肅醒人心葉和華的法度確定全使愚人有智慧葉和華的訓詞正直能快活人的心
[00:18:46.540 --> 00:19:01.040]  葉和華的命令清潔能明亮人的眼目葉和華的道理潔淨存到永遠葉和華的典章證實全然公益
[00:19:01.040 --> 00:19:18.540]  一連有六句話提到葉和華的言語葉和華的說話不過在第十一到十三節我想請大家留意一下
[00:19:18.540 --> 00:19:40.540]  在第十到十三節這四節裡面有一個字眼在原文聖經裡面是重複了三次這個字是大這個字或是多這個字
[00:19:40.540 --> 00:19:55.540]  第十節比極多多的這個字然後第十一節大賞那個大這個字跟極多的那個字是同一個字
[00:19:55.540 --> 00:20:13.540]  然後十三節你看見哪個字免犯大罪大或是多同一個字它在這四節的經文裡面重複了三遍
[00:20:13.540 --> 00:20:27.540]  同樣它也把這幾節的經文又分為三個的小段落十節十一十二以及十三節
[00:20:27.540 --> 00:20:43.540]  那麼它跟上面第七到第九節有什麼樣的關係呢我們又看一看好嗎第十節它提到它都比極多的精進這個字可羨慕
[00:20:43.540 --> 00:20:59.540]  精進這個字以及第九節潔淨這個字在普通話真的要把我咬舌頭的感覺那這兩個字其實如果我們看出愛集氣
[00:20:59.540 --> 00:21:22.540]  在當中它提到精進與潔淨那兩個字合起來就是在出愛集氣裡面提到的純淨那兩個字之間的關係很密切你明白我的意思嗎
[00:21:22.540 --> 00:21:47.540]  剛才說第九跟第十節有一些關係很密切的字眼我們看第十一節你的僕人因此受警戒警戒這個字其實在原文當中它是受光照被光照有光的這個的意思
[00:21:47.540 --> 00:22:14.540]  如果你再看第八節的時候第八節的結尾它說什麼葉和華的命令慶節能明亮人的眼目其實是說它能讓它能給光給他的眼目都是同樣是光這個的意象
[00:22:14.540 --> 00:22:36.540]  還有剛才說慶節這個字其實可以翻譯為真亮也是很有光輝的意思所以第八節跟十一十二節都是有一些光的意思在背後
[00:22:36.540 --> 00:22:53.540]  到了十三以及第七節你猜猜有什麼樣的字眼把這兩節去把它們連起來
[00:22:53.540 --> 00:23:18.540]  葉和華的律法什麼權備權備這個字你猜跟十三節哪一個字是一樣的完全對七節以及十三節之間就是完全這個字把它們連起來
[00:23:18.540 --> 00:23:45.540]  我想說什麼呢我想說可能是人想讓我們看見原來第九跟第十節它是一組的經文第八跟十一到十二節是另外一組的經文然後第七跟十三節是第三組的經文
