
[00:00:00.000 --> 00:00:02.000]  頂智梅平安
[00:00:02.000 --> 00:00:06.000]  在去年12月6號有一個新聞
[00:00:06.000 --> 00:00:10.000]  大概意思是講到一個有財政困難
[00:00:10.000 --> 00:00:13.000]  26歲
[00:00:13.000 --> 00:00:16.000]  報紙稱他為一個五逆仔
[00:00:16.000 --> 00:00:20.000]  向他做清潔工的爸爸借錢不成功
[00:00:20.000 --> 00:00:22.000]  和爸爸衝突
[00:00:22.000 --> 00:00:25.000]  當然最終是將爸爸殺死
[00:00:25.000 --> 00:00:28.000]  逆仔不單止沒有驚慌
[00:00:28.000 --> 00:00:30.000]  反而很冷靜的
[00:00:30.000 --> 00:00:34.000]  安排很周詳的棄屍大計
[00:00:34.000 --> 00:00:39.000]  將他爸爸的遺體放在紅白藍的袋
[00:00:39.000 --> 00:00:41.000]  再入箱
[00:00:41.000 --> 00:00:44.000]  然後由屯門運到華富邨
[00:00:44.000 --> 00:00:46.000]  打算掉下海
[00:00:46.000 --> 00:00:48.000]  什麼都不知道
[00:00:48.000 --> 00:00:51.000]  自己走去台灣
[00:00:51.000 --> 00:00:55.000]  當然最後屍體被發現
[00:00:55.000 --> 00:00:57.000]  警方聯絡到他
[00:00:57.000 --> 00:00:58.000]  勸他自首
[00:00:58.000 --> 00:01:01.000]  他最終都回來香港自首
[00:01:01.000 --> 00:01:03.000]  類似的悲劇
[00:01:03.000 --> 00:01:05.000]  香港不止一單
[00:01:05.000 --> 00:01:08.000]  台灣在早幾個月都有
[00:01:08.000 --> 00:01:11.000]  怎能如此
[00:01:11.000 --> 00:01:14.000]  禽獸都不如
[00:01:14.000 --> 00:01:17.000]  豈止是形容一些人
[00:01:17.000 --> 00:01:20.000]  或者剛才那位26歲的朋友
[00:01:20.000 --> 00:01:23.000]  更加可以是涉及一個國家
[00:01:23.000 --> 00:01:25.000]  一個群體的事
[00:01:25.000 --> 00:01:28.000]  公元前八世紀
[00:01:28.000 --> 00:01:30.000]  先知爾綽亞
[00:01:30.000 --> 00:01:33.000]  就從臣領受一個密使
[00:01:33.000 --> 00:01:36.000]  向猶大國他的子民
[00:01:36.000 --> 00:01:40.000]  發出相當嚴厲的控訴
[00:01:40.000 --> 00:01:45.000]  整個記載都在整卷的爾綽亞書裏面
[00:01:45.000 --> 00:01:54.000]  爾綽亞書被稱為大先知書之一
[00:01:54.000 --> 00:01:57.000]  他是大先知
[00:01:57.000 --> 00:02:00.000]  不是因為爾綽亞被猶太傳統
[00:02:00.000 --> 00:02:03.000]  認為他有皇室的血統
[00:02:03.000 --> 00:02:06.000]  或者甚至傳聞他做過官
[00:02:06.000 --> 00:02:09.000]  更加不是因為他的名字有疑
[00:02:09.000 --> 00:02:10.000]  或是拯救
[00:02:10.000 --> 00:02:12.000]  你的名字那麼偉大
[00:02:12.000 --> 00:02:14.000]  所以你是大先知書
[00:02:14.000 --> 00:02:16.000]  不是不是
[00:02:16.000 --> 00:02:18.000]  是因為大先知書
[00:02:18.000 --> 00:02:20.000]  爾綽亞是篇幅很長
[00:02:20.000 --> 00:02:22.000]  66章
[00:02:22.000 --> 00:02:24.000]  加上他是成書最早
[00:02:24.000 --> 00:02:27.000]  所以排在最先
[00:02:27.000 --> 00:02:31.000]  爾綽亞書有學者將他分為三個部分
[00:02:31.000 --> 00:02:32.000]  一至三十九章
[00:02:32.000 --> 00:02:36.000]  是記載第八世紀公元前七百多年
[00:02:36.000 --> 00:02:38.000]  耶路撒冷城的情景
[00:02:38.000 --> 00:02:40.000]  在四十至四十四章
[00:02:40.000 --> 00:02:45.000]  是寫給秘魯到巴比倫猶太的子民
[00:02:45.000 --> 00:02:49.000]  但當中亦都帶出應許和盼望的訊息
[00:02:49.000 --> 00:02:52.000]  當中有所謂的安慰之詩
[00:02:52.000 --> 00:02:54.000]  五十六章至六十六章
[00:02:54.000 --> 00:02:57.000]  是向回歸耶路撒冷城的子民
[00:02:57.000 --> 00:02:58.000]  作出警告
[00:02:58.000 --> 00:03:00.000]  同樣都有承諾
[00:03:00.000 --> 00:03:02.000]  當然亦都有學者
[00:03:02.000 --> 00:03:05.000]  將整卷爾綽亞書
[00:03:05.000 --> 00:03:07.000]  簡單分為兩部分
[00:03:07.000 --> 00:03:08.000]  一至三十九章
[00:03:08.000 --> 00:03:09.000]  被稱為舊約
[00:03:09.000 --> 00:03:11.000]  有很多審判的訊息
[00:03:11.000 --> 00:03:14.000]  四十至六十章被稱為新約
[00:03:14.000 --> 00:03:16.000]  有很多安慰的訊息
[00:03:16.000 --> 00:03:19.000]  可否認爾綽亞書
[00:03:19.000 --> 00:03:23.000]  是新約引用最多的先知書
[00:03:23.000 --> 00:03:26.000]  特別要證明耶穌是如何承傳
[00:03:26.000 --> 00:03:28.000]  舊約對彌賽的盼望
[00:03:28.000 --> 00:03:32.000]  這個部分可以說是引用最多的
[00:03:32.000 --> 00:03:36.000]  其中他稱彌賽為耶華的僕人
[00:03:36.000 --> 00:03:40.000]  所以爾綽亞書又被稱為小聖經
[00:03:40.000 --> 00:03:43.000]  或者是舊約的福音書
[00:03:43.000 --> 00:03:46.000]  甚至被稱為第五福音書
[00:03:46.000 --> 00:03:48.000]  這本書有些很特別的
[00:03:48.000 --> 00:03:50.000]  很多很容易用擬人化
[00:03:50.000 --> 00:03:52.000]  如果大家留心
[00:03:52.000 --> 00:03:53.000]  剛才的宣召經文
[00:03:53.000 --> 00:03:56.000]  剛好是選自爾綽亞書
[00:03:56.000 --> 00:03:59.000]  先知呼籲天地
[00:03:59.000 --> 00:04:03.000]  山和樹去歌頌讚美上帝
[00:04:03.000 --> 00:04:05.000]  樹木怎會讚美
[00:04:05.000 --> 00:04:07.000]  天與地怎會出聲
[00:04:07.000 --> 00:04:11.000]  先知用擬人化去呼籲
[00:04:11.000 --> 00:04:13.000]  天地都要讚美上帝
[00:04:13.000 --> 00:04:15.000]  要發出歌頌
[00:04:15.000 --> 00:04:18.000]  剛才的一些分類
[00:04:18.000 --> 00:04:19.000]  也學者認為
[00:04:19.000 --> 00:04:22.000]  其實爾綽亞書可能由兩本
[00:04:22.000 --> 00:04:26.000]  甚至後來有人說是三本書合成
[00:04:26.000 --> 00:04:28.000]  不是爾綽亞的作者
[00:04:28.000 --> 00:04:31.000]  因為裡面涉及到第八世紀
[00:04:31.000 --> 00:04:33.000]  到第六世紀的一些事情
[00:04:33.000 --> 00:04:37.000]  所以他說是由兩個作者或者三個作者
[00:04:37.000 --> 00:04:40.000]  將這本書合併成為爾綽亞書
[00:04:40.000 --> 00:04:42.000]  而不是爾綽亞一個人著作
[00:04:42.000 --> 00:04:45.000]  但當我們細心去看
[00:04:45.000 --> 00:04:47.000]  整卷爾綽亞書的時候
[00:04:47.000 --> 00:04:48.000]  你會發現
[00:04:48.000 --> 00:04:51.000]  其實由一章到六章裡面
[00:04:51.000 --> 00:04:53.000]  審判和請求訊息
[00:04:53.000 --> 00:04:55.000]  不是分得那麼清楚
[00:04:55.000 --> 00:04:58.000]  不是頭那三十九章就是審判
[00:04:58.000 --> 00:05:02.000]  後那二十七章全部都是安慰請求訊息
[00:05:02.000 --> 00:05:05.000]  其實兩個訊息是整卷爾綽亞書
[00:05:05.000 --> 00:05:07.000]  交織貫穿的
[00:05:07.000 --> 00:05:08.000]  可以這麼說
[00:05:08.000 --> 00:05:13.000]  在審判裡面卻大著盼望
[00:05:13.000 --> 00:05:14.000]  我個人認為
[00:05:14.000 --> 00:05:17.000]  爾綽亞書是只有一個作者
[00:05:17.000 --> 00:05:19.000]  是一本完整
[00:05:19.000 --> 00:05:24.000]  由爾綽亞所寫成的默示書
[00:05:24.000 --> 00:05:25.000]  剛才說了
[00:05:25.000 --> 00:05:28.000]  是神默示他
[00:05:28.000 --> 00:05:32.000]  就算爾綽亞書記載到六世紀
[00:05:32.000 --> 00:05:34.000]  秘魯之後的事情
[00:05:34.000 --> 00:05:36.000]  因為上帝默示才知道
[00:05:36.000 --> 00:05:39.000]  所有記載是沒有問題的
[00:05:39.000 --> 00:05:42.000]  加上如果大家有留意
[00:05:42.000 --> 00:05:45.000]  剛才我們所讀的道場
[00:05:45.000 --> 00:05:47.000]  但是我們讀了一段經文
[00:05:47.000 --> 00:05:48.000]  是不是
[00:05:48.000 --> 00:05:49.000]  爾綽亞書是不是
[00:05:49.000 --> 00:05:51.000]  原來在約翰福音十二章
[00:05:51.000 --> 00:05:52.000]  也是這麼說的
[00:05:52.000 --> 00:05:55.000]  「這事要應驗爾綽亞先知所說
[00:05:55.000 --> 00:05:57.000]  主下我們所傳的
[00:05:57.000 --> 00:05:58.000]  有誰信呢
[00:05:58.000 --> 00:06:02.000]  主的膀背向誰顯露呢」
[00:06:02.000 --> 00:06:05.000]  連約翰都認為
[00:06:05.000 --> 00:06:07.000]  爾綽亞五十幾章所記載的
[00:06:07.000 --> 00:06:10.000]  是爾綽亞所說的訊息
[00:06:10.000 --> 00:06:11.000]  所以弟兄姊妹
[00:06:11.000 --> 00:06:15.000]  爾綽亞書不是一本合併的書
[00:06:15.000 --> 00:06:17.000]  而是神使用爾綽亞
[00:06:17.000 --> 00:06:20.000]  成為一本默示的書
[00:06:20.000 --> 00:06:24.000]  要將上帝的審判和盼望的訊息
[00:06:24.000 --> 00:06:28.000]  告訴當時和今天的你和我
[00:06:28.000 --> 00:06:30.000]  第一章是傳書的引言
[00:06:30.000 --> 00:06:34.000]  甚至是整卷爾綽亞書的總結或撮要
[00:06:34.000 --> 00:06:36.000]  其中一章一節
[00:06:36.000 --> 00:06:42.000]  主要提及爾綽亞領受了神的默示
[00:06:42.000 --> 00:06:45.000]  然後向猶大或者耶路撒冷的子民
[00:06:45.000 --> 00:06:47.000]  講出神對他們的審判和請求
[00:06:47.000 --> 00:06:50.000]  所以留意整卷爾綽亞書裏面
[00:06:50.000 --> 00:06:52.000]  很多石安、耶路撒冷
[00:06:52.000 --> 00:06:55.000]  主要對象就是那班人
[00:06:55.000 --> 00:06:57.000]  「當烏西瓦約坦
[00:06:57.000 --> 00:06:59.000]  阿斯希西加作猶太王的時候
[00:06:59.000 --> 00:07:03.000]  阿摩斯的兒子爾綽亞見異象
[00:07:03.000 --> 00:07:07.000]  輪到猶大和耶路撒冷
[00:07:07.000 --> 00:07:09.000]  不是爾綽亞很厲害
[00:07:09.000 --> 00:07:11.000]  他寫到六十六卷書
[00:07:11.000 --> 00:07:13.000]  而是他領受了神給他的異象
[00:07:13.000 --> 00:07:15.000]  他就能夠寫到
[00:07:15.000 --> 00:07:19.000]  其中一至九節今天所宣講的訊息
[00:07:19.000 --> 00:07:24.000]  是曾藉著爾綽亞對活躍的子民
[00:07:24.000 --> 00:07:26.000]  特別是猶大國的子民
[00:07:26.000 --> 00:07:28.000]  作出責備
[00:07:28.000 --> 00:07:32.000]  昔日神對猶大子民的悲痛控訴
[00:07:32.000 --> 00:07:36.000]  今天其實都向我們發出
[00:07:36.000 --> 00:07:39.000]  從神的控訴
[00:07:39.000 --> 00:07:42.000]  我很想帶出一件事
[00:07:42.000 --> 00:07:43.000]  第一件事
[00:07:43.000 --> 00:07:45.000]  我們怎樣可以背棄
[00:07:45.000 --> 00:07:48.000]  我們和神的關係
[00:07:48.000 --> 00:07:51.000]  昔日神都是這樣說
[00:07:51.000 --> 00:07:55.000]  神要投訴以色盟
[00:07:55.000 --> 00:07:57.000]  特別是猶大支派
[00:07:57.000 --> 00:07:59.000]  南國的子民
[00:07:59.000 --> 00:08:02.000]  竟然違背了
[00:08:02.000 --> 00:08:05.000]  背棄了神和他們的關係
[00:08:05.000 --> 00:08:07.000]  第二節他說
[00:08:07.000 --> 00:08:08.000]  天啊耀聽
[00:08:08.000 --> 00:08:11.000]  地啊則以耀聽
[00:08:11.000 --> 00:08:12.000]  因為耶華說
[00:08:12.000 --> 00:08:14.000]  我養育兒女
[00:08:14.000 --> 00:08:16.000]  將他們養大
[00:08:16.000 --> 00:08:19.000]  他們竟撥逆我
[00:08:19.000 --> 00:08:21.000]  牛認識主人
[00:08:21.000 --> 00:08:23.000]  驢認識主人的槽
[00:08:23.000 --> 00:08:25.000]  以色列卻不認識
[00:08:25.000 --> 00:08:28.000]  我的民卻不明白
[00:08:28.000 --> 00:08:30.000]  何在犯罪的國民
[00:08:30.000 --> 00:08:33.000]  擔當罪孽的百姓
[00:08:33.000 --> 00:08:34.000]  行惡的族類
[00:08:34.000 --> 00:08:36.000]  即子孫後代
[00:08:36.000 --> 00:08:38.000]  敗壞的兒女
[00:08:38.000 --> 00:08:40.000]  他們離棄了耶華
[00:08:40.000 --> 00:08:43.000]  藐視以色列的聖者
[00:08:43.000 --> 00:08:44.000]  背向他
[00:08:44.000 --> 00:08:46.000]  與他疏離
[00:08:46.000 --> 00:08:48.000]  神要割響百姓
[00:08:48.000 --> 00:08:51.000]  並且以天地為證
[00:08:51.000 --> 00:08:53.000]  控告他的子民
[00:08:53.000 --> 00:08:56.000]  撥逆和忘恩的罪
[00:08:56.000 --> 00:08:58.000]  於是
[00:08:58.000 --> 00:09:01.000]  百姓要面對亞述的刑罰
[00:09:01.000 --> 00:09:03.000]  正如昔日
[00:09:03.000 --> 00:09:07.000]  神透過摩西
[00:09:07.000 --> 00:09:09.000]  向百姓宣告
[00:09:09.000 --> 00:09:11.000]  神與他們所立的約
[00:09:11.000 --> 00:09:14.000]  同樣是以天地為證
[00:09:14.000 --> 00:09:15.000]  如果大家留心
[00:09:15.000 --> 00:09:16.000]  在《生命記》32章
[00:09:16.000 --> 00:09:18.000]  摩西之綱
[00:09:18.000 --> 00:09:20.000]  摩西再次重申
[00:09:20.000 --> 00:09:23.000]  子民與神的關係的時候
[00:09:23.000 --> 00:09:26.000]  同樣是以天地為證
[00:09:26.000 --> 00:09:30.000]  這裡神說
[00:09:30.000 --> 00:09:32.000]  天下要聽
[00:09:32.000 --> 00:09:35.000]  地下則以耀聽
[00:09:35.000 --> 00:09:37.000]  聽並不是左耳入
[00:09:37.000 --> 00:09:39.000]  右耳出
[00:09:39.000 --> 00:09:40.000]  聖經的聽
[00:09:40.000 --> 00:09:42.000]  是包括聽了之後
[00:09:42.000 --> 00:09:43.000]  是有回應的
[00:09:43.000 --> 00:09:45.000]  有行動的
[00:09:45.000 --> 00:09:46.000]  今天很多時候
[00:09:46.000 --> 00:09:48.000]  我們真的左耳入
[00:09:48.000 --> 00:09:49.000]  右耳出
[00:09:49.000 --> 00:09:51.000]  我們不是真的聽
[00:09:51.000 --> 00:09:53.000]  但上帝發出呼籲
[00:09:53.000 --> 00:09:54.000]  你們要聽
[00:09:54.000 --> 00:09:57.000]  包括天與地都要聽
[00:09:57.000 --> 00:10:00.000]  神說牛、驢
[00:10:00.000 --> 00:10:02.000]  都認識他們的主人
[00:10:02.000 --> 00:10:05.000]  和主人所給他們的恩典
[00:10:05.000 --> 00:10:08.000]  認識不只是投入的知道
[00:10:08.000 --> 00:10:10.000]  聖經的認識
[00:10:10.000 --> 00:10:12.000]  是一種很親密的關係
[00:10:12.000 --> 00:10:16.000]  這份關係要帶來忠心和愛心
[00:10:16.000 --> 00:10:18.000]  但很可惜
[00:10:18.000 --> 00:10:23.000]  神的投訴反映了第四節
[00:10:23.000 --> 00:10:26.000]  神的子民猶太國的子民
[00:10:26.000 --> 00:10:31.000]  竟然藐視以色列的聖者
[00:10:31.000 --> 00:10:34.000]  聖是指不同
[00:10:34.000 --> 00:10:36.000]  是指獨特
[00:10:36.000 --> 00:10:39.000]  這個字在以賽亞書裡面
[00:10:39.000 --> 00:10:42.000]  是一個很重要的對神的形容
[00:10:42.000 --> 00:10:44.000]  以賽亞先知告訴我們
[00:10:44.000 --> 00:10:46.000]  我們的上帝是不同的
[00:10:46.000 --> 00:10:47.000]  是獨特
[00:10:47.000 --> 00:10:49.000]  是聖者
[00:10:49.000 --> 00:10:52.000]  為什麼他是以色列呢?
[00:10:52.000 --> 00:10:55.000]  以色列不只是一個民族的名字
[00:10:55.000 --> 00:10:57.000]  更加是神子民的象徵
[00:10:57.000 --> 00:11:01.000]  所以以色列又被稱為神所揀選
[00:11:01.000 --> 00:11:03.000]  是聖結的族類
[00:11:03.000 --> 00:11:08.000]  是神將他們從世界、世人當中分別出來
[00:11:08.000 --> 00:11:10.000]  所以以色列也好
[00:11:10.000 --> 00:11:12.000]  神的子民也好
[00:11:12.000 --> 00:11:18.000]  是有責任向世人反映上帝的聖結揚色
[00:11:18.000 --> 00:11:22.000]  這個聖結不只是道德上的聖結
[00:11:22.000 --> 00:11:26.000]  更加是屬於上帝的領域的意思
[00:11:26.000 --> 00:11:29.000]  當我們說我們是聖徒的時候
[00:11:29.000 --> 00:11:33.000]  是指我們完全屬於上帝
[00:11:33.000 --> 00:11:36.000]  我們是屬於上帝的堆
[00:11:36.000 --> 00:11:38.000]  不是屬於撒旦的堆
[00:11:38.000 --> 00:11:40.000]  不在於我們做什麼
[00:11:40.000 --> 00:11:43.000]  我們整個的身份是屬於上帝
[00:11:43.000 --> 00:11:46.000]  所以弟兄姊妹
[00:11:46.000 --> 00:11:50.000]  我們所信的是以色列的聖者
[00:11:50.000 --> 00:11:52.000]  你和我就是屬於上帝
[00:11:52.000 --> 00:11:54.000]  我們是被分別出來的
[00:11:54.000 --> 00:11:56.000]  我們好像認識的以色列一樣
[00:11:56.000 --> 00:11:59.000]  有責任向這個世界
[00:11:59.000 --> 00:12:06.000]  顯明上帝聖結的模式
[00:12:06.000 --> 00:12:12.000]  神的上帝這位聖者既是充滿敬畏
[00:12:12.000 --> 00:12:18.000]  但同時間也願意背負世人罪孽的上帝
[00:12:18.000 --> 00:12:20.000]  在一章四節
[00:12:20.000 --> 00:12:22.000]  百姓尊貴的身份
[00:12:22.000 --> 00:12:25.000]  從先知所描述的裏面
[00:12:25.000 --> 00:12:27.000]  很清楚浮現
[00:12:27.000 --> 00:12:29.000]  他們是神的國民
[00:12:29.000 --> 00:12:30.000]  是神的百姓
[00:12:30.000 --> 00:12:31.000]  是神的子孫
[00:12:31.000 --> 00:12:33.000]  是神的兒女
[00:12:33.000 --> 00:12:34.000]  甚至在《出立記》
[00:12:34.000 --> 00:12:38.000]  神形容以色列是他的長子
[00:12:38.000 --> 00:12:40.000]  是長子
[00:12:40.000 --> 00:12:41.000]  是嫡孫
[00:12:41.000 --> 00:12:43.000]  很珍貴
[00:12:43.000 --> 00:12:45.000]  很可惜
[00:12:45.000 --> 00:12:49.000]  面對這麼有尊貴的長子的以色列人
[00:12:49.000 --> 00:12:51.000]  上帝在投訴
[00:12:51.000 --> 00:12:54.000]  上帝用了很多負面的形容
[00:12:54.000 --> 00:12:55.000]  他的子民
[00:12:55.000 --> 00:12:56.000]  他們是犯罪的
[00:12:56.000 --> 00:12:57.000]  是行惡的
[00:12:57.000 --> 00:12:59.000]  是敗壞的
[00:12:59.000 --> 00:13:01.000]  就好像我們今天說的兒子
[00:13:01.000 --> 00:13:04.000]  是不長進的壞孩子
[00:13:04.000 --> 00:13:08.000]  很生氣
[00:13:08.000 --> 00:13:10.000]  加上很多控訴的字眼
[00:13:10.000 --> 00:13:11.000]  他們不認識
[00:13:11.000 --> 00:13:12.000]  不明白
[00:13:12.000 --> 00:13:13.000]  離棄
[00:13:13.000 --> 00:13:14.000]  藐視
[00:13:14.000 --> 00:13:15.000]  損離
[00:13:15.000 --> 00:13:16.000]  為甚麼呢
[00:13:16.000 --> 00:13:17.000]  甚至屢次
[00:13:17.000 --> 00:13:20.000]  這些全部都是很多控訴的字眼
[00:13:20.000 --> 00:13:25.000]  去形容他最親愛的長子以色列
[00:13:25.000 --> 00:13:27.000]  所以說
[00:13:27.000 --> 00:13:29.000]  先知用了一個字很特別的
[00:13:29.000 --> 00:13:31.000]  竟拔弈我
[00:13:31.000 --> 00:13:32.000]  這個字
[00:13:32.000 --> 00:13:33.000]  一個字
[00:13:33.000 --> 00:13:35.000]  或者卻字的字
[00:13:35.000 --> 00:13:36.000]  是反映了
[00:13:36.000 --> 00:13:39.000]  上帝覺得很不明白
[00:13:39.000 --> 00:13:41.000]  他和我這麼親
[00:13:41.000 --> 00:13:43.000]  竟然去拔弈我
[00:13:43.000 --> 00:13:45.000]  簡單來說是違反自然的
[00:13:45.000 --> 00:13:48.000]  是令到上帝很憤怒
[00:13:48.000 --> 00:13:53.000]  以至以色列將會失去與萬民分別的身份
[00:13:53.000 --> 00:13:54.000]  頂姐妹
[00:13:54.000 --> 00:13:56.000]  上帝透過先知
[00:13:56.000 --> 00:13:58.000]  表達他的憤怒
[00:13:58.000 --> 00:14:00.000]  表達他的不明白
[00:14:00.000 --> 00:14:01.000]  表達他
[00:14:01.000 --> 00:14:04.000]  為甚麼他的子民會這樣
[00:14:04.000 --> 00:14:07.000]  正如美國出名的作家
[00:14:07.000 --> 00:14:09.000]  馬克·托溫
[00:14:09.000 --> 00:14:10.000]  他說
[00:14:10.000 --> 00:14:14.000]  光明和黑暗是不能夠相通
[00:14:14.000 --> 00:14:15.000]  沒錯
[00:14:15.000 --> 00:14:17.000]  有灰色地帶
[00:14:17.000 --> 00:14:18.000]  事實上是有的
[00:14:18.000 --> 00:14:21.000]  但黑與白是獨立的一種顏色
[00:14:21.000 --> 00:14:23.000]  是獨立的領域
[00:14:23.000 --> 00:14:25.000]  是各不相干的
[00:14:25.000 --> 00:14:27.000]  是各不相通的
[00:14:27.000 --> 00:14:31.000]  但今天我們黑白不分
[00:14:31.000 --> 00:14:35.000]  神人關係的破裂
[00:14:35.000 --> 00:14:40.000]  可以說是最根本的背叛
[00:14:40.000 --> 00:14:42.000]  搏弈在異常的書中
[00:14:42.000 --> 00:14:46.000]  出現了九次之多
[00:14:46.000 --> 00:14:48.000]  神投訴
[00:14:48.000 --> 00:14:49.000]  連牛
[00:14:49.000 --> 00:14:52.000]  連驢都不會背叛主人
[00:14:52.000 --> 00:14:57.000]  主人給他食物的嘈吵
[00:14:57.000 --> 00:14:58.000]  主人對我多好
[00:14:58.000 --> 00:15:00.000]  是真的
[00:15:00.000 --> 00:15:03.000]  我很喜歡看動物片
[00:15:03.000 --> 00:15:06.000]  只要動物得到主人的愛
[00:15:06.000 --> 00:15:08.000]  就算不見很多年
[00:15:08.000 --> 00:15:09.000]  當他再見到的時候
[00:15:09.000 --> 00:15:11.000]  他不會忘記
[00:15:11.000 --> 00:15:13.000]  這是真實的
[00:15:13.000 --> 00:15:14.000]  神的子民
[00:15:14.000 --> 00:15:17.000]  仅以不斷的犯罪
[00:15:17.000 --> 00:15:20.000]  來背叛他的神
[00:15:20.000 --> 00:15:23.000]  走耳差書第36章6至7節
[00:15:23.000 --> 00:15:29.000]  是一個嚴重的搏弈
[00:15:29.000 --> 00:15:30.000]  搏也好
[00:15:30.000 --> 00:15:32.000]  背叛也好
[00:15:32.000 --> 00:15:34.000]  是很大罪
[00:15:34.000 --> 00:15:36.000]  如果在黑社會裏
[00:15:36.000 --> 00:15:38.000]  隨時連命都沒有
[00:15:38.000 --> 00:15:39.000]  只剩下一條命
[00:15:39.000 --> 00:15:41.000]  手手腳腳都可能沒有
[00:15:41.000 --> 00:15:44.000]  如果是叛國
[00:15:44.000 --> 00:15:50.000]  隨時終身監禁
[00:15:50.000 --> 00:15:52.000]  夫妻關係
[00:15:52.000 --> 00:15:56.000]  建基於一紙的婚約
[00:15:56.000 --> 00:15:58.000]  一刻的萌世
[00:15:58.000 --> 00:16:02.000]  無奈人很自私
[00:16:02.000 --> 00:16:05.000]  忘記了曾幾何時的承諾
[00:16:05.000 --> 00:16:08.000]  以致今天很多婚姻的問題
[00:16:08.000 --> 00:16:09.000]  根據調查
[00:16:09.000 --> 00:16:12.000]  離婚率今天是很高
[00:16:12.000 --> 00:16:14.000]  那邊結婚那邊離婚
[00:16:14.000 --> 00:16:15.000]  很厲害
[00:16:15.000 --> 00:16:16.000]  你想不到
[00:16:16.000 --> 00:16:18.000]  無論香港還是世界
[00:16:18.000 --> 00:16:22.000]  但父母子女的關係卻是不同的
[00:16:22.000 --> 00:16:24.000]  父母與子女的關係
[00:16:24.000 --> 00:16:26.000]  建基於什麼
[00:16:26.000 --> 00:16:28.000]  在骨肉之親
[00:16:28.000 --> 00:16:30.000]  在血緣裏
[00:16:30.000 --> 00:16:32.000]  就算我與子女很不對
[00:16:32.000 --> 00:16:34.000]  與父母很不妥
[00:16:34.000 --> 00:16:38.000]  我們仍然是血肉之親
[00:16:38.000 --> 00:16:41.000]  是一個不變的事實
[00:16:41.000 --> 00:16:44.000]  同樣的弟兄姊妹
[00:16:44.000 --> 00:16:46.000]  我們與上帝的關係
[00:16:46.000 --> 00:16:49.000]  既有萌世
[00:16:49.000 --> 00:16:51.000]  你曾經立志
[00:16:51.000 --> 00:16:52.000]  你說主啊
[00:16:52.000 --> 00:16:55.000]  我將我的生命交給你
