
[00:00:00.000 --> 00:00:01.620]  今晚是平安夜
[00:00:01.620 --> 00:00:05.040]  我們的焦點都是在耶穌基督的身上
[00:00:05.040 --> 00:00:08.180]  今晚簡短的講題是
[00:00:08.180 --> 00:00:11.700]  剛才其實已經兩次讀過有關的經文
[00:00:11.700 --> 00:00:14.360]  就是《那就是記號了》
[00:00:14.360 --> 00:00:19.420]  這個講題是源出於
[00:00:19.420 --> 00:00:22.040]  《路加福音》第二章第十二節
[00:00:22.040 --> 00:00:25.400]  記號英文直譯
[00:00:25.400 --> 00:00:28.600]  或者看回英文版本的聖經就是Sign
[00:00:28.780 --> 00:00:31.300]  Sign或者記號這個字
[00:00:31.300 --> 00:00:34.600]  帶有跡象、徵兆
[00:00:34.600 --> 00:00:37.080]  甚至標記的意思
[00:00:37.080 --> 00:00:39.960]  有時候聖經也會譯作神跡
[00:00:39.960 --> 00:00:42.180]  這字在經文
[00:00:42.180 --> 00:00:45.100]  你們要看見一個鷹鞋包著布
[00:00:45.100 --> 00:00:46.860]  臥在馬槽裡
[00:00:46.860 --> 00:00:48.720]  那就是記號了
[00:00:48.720 --> 00:00:54.660]  記號這個字在聖經希臘原文是Symion
[00:00:55.400 --> 00:00:59.280]  翻譯出來就是我們現代英文或中文的意思
[00:00:59.280 --> 00:01:01.980]  就是記號、表徵、神跡
[00:01:01.980 --> 00:01:05.660]  其實在我們的生活現場裡
[00:01:05.660 --> 00:01:07.280]  我不知道大家是否覺得
[00:01:07.280 --> 00:01:11.780]  都充滿了各式各樣的記號、標誌、表徵
[00:01:11.780 --> 00:01:13.800]  在我們的日常生活
[00:01:13.800 --> 00:01:16.740]  或者甚至特別是商業範疇裡
[00:01:16.740 --> 00:01:19.820]  甚至是政治活動
[00:01:19.820 --> 00:01:22.240]  又或者是我們的宗教生活裡
[00:01:22.240 --> 00:01:25.960]  其實都存在著很多的記號、很多的標記
[00:01:25.960 --> 00:01:28.640]  其實成為我們生活很重要的一個部份
[00:01:28.640 --> 00:01:30.900]  當然再推遠一點的話
[00:01:30.900 --> 00:01:36.300]  有很多人甚至很熱衷於去尋找一些徵兆、兆頭
[00:01:36.300 --> 00:01:40.320]  所以有人透過占卜、觀星、上明
[00:01:40.320 --> 00:01:44.180]  透過一些徵兆去求問前程
[00:01:44.180 --> 00:01:47.780]  科學方面也有科學家
[00:01:47.780 --> 00:01:49.480]  也有未來學家
[00:01:49.480 --> 00:01:51.480]  藉著一些科學的觀察
[00:01:51.480 --> 00:01:53.780]  或者研究一些物質現象
[00:01:53.780 --> 00:01:56.260]  去歸納、推斷
[00:01:56.260 --> 00:01:58.260]  從而去解構科學
[00:01:58.260 --> 00:02:00.580]  甚至乎是天文現象
[00:02:00.580 --> 00:02:04.260]  又或者為人類去預測未來
[00:02:04.260 --> 00:02:06.900]  其實無論你從哪個角度
[00:02:06.900 --> 00:02:08.740]  進入我們剛才所討論的
[00:02:08.740 --> 00:02:12.180]  Sign、記號、或者這些徵兆
[00:02:12.180 --> 00:02:14.180]  原來在我們的生活經驗裡
[00:02:14.180 --> 00:02:17.060]  從來都是我們生活很重要的部份
[00:02:17.060 --> 00:02:19.780]  甚至你掌握些什麼的記號
[00:02:19.780 --> 00:02:21.380]  你重視些什麼的記號
[00:02:21.380 --> 00:02:24.420]  會影響著我們對人、對事
[00:02:24.420 --> 00:02:28.260]  對很多事情的聯想、預測和判斷
[00:02:28.260 --> 00:02:31.460]  當然最後會影響你的行為和抉擇
[00:02:31.460 --> 00:02:36.260]  耶穌基督降生帶給我們一個什麼的記號呢?
[00:02:36.260 --> 00:02:37.940]  這個記號是怎樣的呢?
[00:02:37.940 --> 00:02:41.380]  這個記號到底盛載了什麼的含義?
[00:02:41.380 --> 00:02:44.180]  特別是在那個黑暗的晚上
[00:02:44.180 --> 00:02:47.940]  並且當時耶穌基督所面對著的
[00:02:47.940 --> 00:02:52.020]  這個英夏耶穌所面對著的一個不可知的未來
[00:02:52.020 --> 00:02:54.020]  又或者看回我們自己
[00:02:54.020 --> 00:02:57.620]  在現在這個紛亂的世代當中
[00:02:57.620 --> 00:02:59.860]  耶穌基督降生的這個記號
[00:02:59.860 --> 00:03:01.300]  對你和我
[00:03:01.300 --> 00:03:03.300]  甚至對人類
[00:03:03.300 --> 00:03:05.300]  有些什麼的意思呢?
[00:03:05.300 --> 00:03:08.180]  剛才讀過的經文
[00:03:08.180 --> 00:03:12.100]  我再讀一次《路加福音》第二章四到七節那裡說
[00:03:12.100 --> 00:03:15.860]  「約瑟也從加里里的拿撒勒城上猶太去
[00:03:15.860 --> 00:03:18.260]  到了大衛的城名叫伯利恆
[00:03:18.260 --> 00:03:21.300]  因他本是大衛一族一家的人
[00:03:21.300 --> 00:03:25.460]  要和他所聘之妻瑪利亞一同報名上策
[00:03:25.460 --> 00:03:28.500]  那時瑪利亞的新人已經重了
[00:03:28.500 --> 00:03:30.500]  差不多在那裡的時候
[00:03:30.500 --> 00:03:32.500]  瑪利亞的產期到了
[00:03:32.500 --> 00:03:34.500]  就生了投胎的兒子
[00:03:34.500 --> 00:03:37.940]  用布包起來放在馬槽裡
[00:03:37.940 --> 00:03:40.500]  因為客店裡沒有地方」
[00:03:40.500 --> 00:03:43.780]  作者路加醫生很刻意的強調
[00:03:43.780 --> 00:03:47.860]  約瑟是大衛一族一家的人的身份
[00:03:47.860 --> 00:03:50.500]  他提醒你和我作為讀者
[00:03:50.500 --> 00:03:54.180]  要知道耶穌是出自一個王族的家譜
[00:03:54.180 --> 00:03:56.180]  耶穌的王族背景
[00:03:56.180 --> 00:04:00.260]  和他接著這個故事發生下去的現象
[00:04:00.260 --> 00:04:02.740]  形成了一個很強烈的對比
[00:04:02.740 --> 00:04:04.340]  我們大家可以想一下
[00:04:04.340 --> 00:04:07.380]  這一位出自王族的嬰孩
[00:04:07.380 --> 00:04:10.180]  竟然是生在一個畜蟠之內
[00:04:10.180 --> 00:04:15.380]  盛載著細小軀體的竟然是一個馬槽
[00:04:15.380 --> 00:04:18.180]  大家讀過幾次聖經
[00:04:18.180 --> 00:04:20.180]  剛才都讓我們知道報名上策
[00:04:20.180 --> 00:04:22.180]  或者我們現代人的說法是
[00:04:22.180 --> 00:04:23.460]  人口普查
[00:04:23.460 --> 00:04:25.460]  因為人口普查的緣故
[00:04:25.460 --> 00:04:27.460]  百姓就要各歸各鄉
[00:04:27.460 --> 00:04:29.460]  很明顯細小的百里行
[00:04:29.460 --> 00:04:33.620]  是盛載不到突然湧來的那麼多回鄉客
[00:04:33.620 --> 00:04:35.620]  客店沒有房間
[00:04:35.620 --> 00:04:38.260]  店主就將畜蟠
[00:04:38.260 --> 00:04:41.940]  大概都是牛和馬居住的地方
[00:04:41.940 --> 00:04:43.940]  就將這個畜蟠騰空
[00:04:43.940 --> 00:04:45.380]  臨時的開放
[00:04:45.380 --> 00:04:47.380]  供給那些有需要
[00:04:47.380 --> 00:04:50.580]  又或者是部分很窮苦的旅客來居住
[00:04:50.580 --> 00:04:52.580]  剛才大家讀聖經知道
[00:04:52.580 --> 00:04:54.020]  瑪利亞新人異從
[00:04:54.020 --> 00:04:57.460]  當然他是屬於那種很有特別需要的旅客
[00:04:57.460 --> 00:05:01.540]  父母總會為剛剛生出來的嬰孩
[00:05:01.540 --> 00:05:03.060]  其實不單是剛剛生出來
[00:05:03.060 --> 00:05:05.060]  其實一直帶大的嬰孩的時候
[00:05:05.060 --> 00:05:07.700]  都會我們希望找到足夠的保護
[00:05:07.700 --> 00:05:09.700]  給我們的子女
[00:05:09.700 --> 00:05:13.860]  馬槽是一個餵飼牲口的地方
[00:05:13.860 --> 00:05:15.860]  就是一個槽
[00:05:15.860 --> 00:05:20.020]  裡面放著牛或者馬吃的飼料
[00:05:20.020 --> 00:05:22.020]  其實是一個容器
[00:05:22.020 --> 00:05:27.700]  牛和馬會靠在槽上吃牠們的食物
[00:05:27.700 --> 00:05:29.700]  很明顯
[00:05:29.700 --> 00:05:31.140]  如果用剛才的邏輯
[00:05:31.140 --> 00:05:33.140]  父母都會為自己的子女
[00:05:33.140 --> 00:05:35.140]  找一個相對安全的地方
[00:05:35.140 --> 00:05:37.140]  來撫育他們的話
[00:05:37.140 --> 00:05:39.140]  我相信當時這個馬槽
[00:05:39.140 --> 00:05:42.580]  就是在他們範圍裏面能夠找到的
[00:05:42.580 --> 00:05:44.100]  相對安全的
[00:05:44.100 --> 00:05:46.900]  較為好的或者硬朗的空間
[00:05:46.900 --> 00:05:48.900]  可以將嬰孩放在那裏
[00:05:48.900 --> 00:05:50.900]  於是這個馬槽
[00:05:50.900 --> 00:05:55.780]  就成為了我們今天經常說的嬰兒床
[00:05:55.780 --> 00:06:02.820]  救主用血肉之軀來到世間的第一個躺下歇息的地方
[00:06:02.820 --> 00:06:04.820]  或者說他的嬰兒床
[00:06:04.820 --> 00:06:06.820]  是一個馬槽
[00:06:06.820 --> 00:06:08.820]  天上的大君皇
[00:06:08.820 --> 00:06:10.820]  躺在一個卑微的馬槽
[00:06:10.820 --> 00:06:12.820]  我們就這樣看
[00:06:12.820 --> 00:06:14.820]  看回上下文
[00:06:14.820 --> 00:06:16.820]  時勢所迫環境所迫
[00:06:16.820 --> 00:06:18.820]  沒有房間
[00:06:18.820 --> 00:06:20.820]  或者對弱勢來說
[00:06:20.820 --> 00:06:24.820]  似乎是一個無可奈何的選擇
[00:06:24.820 --> 00:06:26.820]  去到了
[00:06:26.820 --> 00:06:28.820]  太太快要生了
[00:06:28.820 --> 00:06:30.820]  真的沒有房間
[00:06:30.820 --> 00:06:32.820]  可能對他們來說是無可奈何
[00:06:32.820 --> 00:06:34.820]  但是我們用神學的角度去想
[00:06:34.820 --> 00:06:36.820]  上帝豈不是掌管歷史的主嗎?
[00:06:36.820 --> 00:06:40.820]  難道上帝會被世情環境所擺佈
[00:06:40.820 --> 00:06:42.820]  無可奈何
[00:06:42.820 --> 00:06:44.820]  接受一個馬槽?
[00:06:44.820 --> 00:06:46.820]  上帝身不由己?
[00:06:46.820 --> 00:06:48.820]  我相信當然不是
[00:06:48.820 --> 00:06:52.820]  我們從剛才讀的聖經
[00:06:52.820 --> 00:06:54.820]  天上的使者
[00:06:54.820 --> 00:06:56.820]  和牧羊人所宣告的說話裏面
[00:06:56.820 --> 00:06:58.820]  我們就清楚知道
[00:06:58.820 --> 00:07:02.820]  其實馬槽是救主降生的記號的一個組成部分
[00:07:02.820 --> 00:07:04.820]  是故意的
[00:07:04.820 --> 00:07:06.820]  是刻意的
[00:07:06.820 --> 00:07:08.820]  這個計劃的一部分
[00:07:08.820 --> 00:07:10.820]  就引發我們再讀下去
[00:07:10.820 --> 00:07:12.820]  盧家坊第二章八到十二節
[00:07:12.820 --> 00:07:14.820]  我又再讀一次
[00:07:14.820 --> 00:07:16.820]  應該是你們今晚第三次聽這段經文
[00:07:16.820 --> 00:07:18.820]  在百里行之野地裏
[00:07:18.820 --> 00:07:22.820]  有牧羊人夜間按著羹刺看守羊群
[00:07:22.820 --> 00:07:28.820]  一班在野裏工作很勤奮的牧羊人
[00:07:28.820 --> 00:07:30.820]  有主的使者站在他們旁邊
[00:07:30.820 --> 00:07:32.820]  主的榮光四面照著他們
[00:07:32.820 --> 00:07:34.820]  一個奇異的景象
[00:07:34.820 --> 00:07:38.820]  夜晚本來是黑的
[00:07:38.820 --> 00:07:40.820]  做完有星光其實都是黑的
[00:07:40.820 --> 00:07:44.820]  當時他們當然沒有用電力照明的系統
[00:07:44.820 --> 00:07:46.820]  所以都是真的很黑的
[00:07:46.820 --> 00:07:50.820]  不過經文說主的榮光四面照著他們
[00:07:50.820 --> 00:07:52.820]  牧羊人就心懼怕
[00:07:52.820 --> 00:07:56.820]  因為這是一個完全未經驗過
[00:07:56.820 --> 00:08:00.820]  甚至帶有一些比較奇異的景象
[00:08:00.820 --> 00:08:02.820]  他們害怕
[00:08:02.820 --> 00:08:04.820]  天使對他們說不要懼怕
[00:08:04.820 --> 00:08:06.820]  我報給你們大喜的訊息
[00:08:06.820 --> 00:08:08.820]  是關乎萬民的
[00:08:08.820 --> 00:08:10.820]  我是一個牧羊人
[00:08:10.820 --> 00:08:14.820]  為什麼要跟我說一個萬民的訊息呢
[00:08:14.820 --> 00:08:16.820]  因今天在大衛的成女
[00:08:16.820 --> 00:08:18.820]  為你們生了救主
[00:08:18.820 --> 00:08:20.820]  就是主基督
[00:08:20.820 --> 00:08:22.820]  你們要看見一個嬰孩
[00:08:22.820 --> 00:08:26.820]  包著布臥在馬槽裏
[00:08:26.820 --> 00:08:28.820]  那就是記號了
[00:08:28.820 --> 00:08:32.820]  讓我們代入牧羊人的場景裏
[00:08:32.820 --> 00:08:34.820]  一個這麼奇異的景象
[00:08:34.820 --> 00:08:36.820]  有點害怕
[00:08:36.820 --> 00:08:40.820]  還有一些發出聲響的天使
[00:08:40.820 --> 00:08:42.820]  我相信這些牧羊人在那晚之前
[00:08:42.820 --> 00:08:44.820]  都未見過天使
[00:08:44.820 --> 00:08:46.820]  極可能是他們人生第一次
[00:08:46.820 --> 00:08:50.820]  見到一個這麼偉大的異象
[00:08:50.820 --> 00:08:52.820]  裏面說的
[00:08:52.820 --> 00:08:56.820]  似乎不是關於牧羊的羊仔
[00:08:56.820 --> 00:08:59.820]  所說的是一個關乎萬民的訊息
[00:08:59.820 --> 00:09:01.820]  而最奇特的
[00:09:01.820 --> 00:09:04.820]  是說了一個記號給牠們聽
[00:09:04.820 --> 00:09:06.820]  巴黎行其實是位處在
[00:09:06.820 --> 00:09:09.820]  耶路撒冷以南大約12公里的一個山上
[00:09:09.820 --> 00:09:12.820]  今天也是一個很重要的朝聖景點
[00:09:12.820 --> 00:09:14.820]  它的高度
[00:09:14.820 --> 00:09:17.820]  大概是海拔790公尺左右
[00:09:17.820 --> 00:09:20.820]  自古以來直到今天
[00:09:20.820 --> 00:09:23.820]  它仍然是一個天然的牧羊的場地
[00:09:23.820 --> 00:09:25.820]  在早前八世紀的時候
[00:09:25.820 --> 00:09:28.820]  我們所熟悉的舊約的先知尼加
[00:09:28.820 --> 00:09:33.820]  尼加書出自先知尼加的筆下
[00:09:33.820 --> 00:09:36.820]  他曾經預言一位以色列的君王
[00:09:36.820 --> 00:09:38.820]  來自巴黎行這個小城
[00:09:38.820 --> 00:09:41.820]  在尼加書的五章第二節這樣說
[00:09:41.820 --> 00:09:43.820]  巴黎行以發他
[00:09:43.820 --> 00:09:46.820]  你在猶大諸城中為小
[00:09:46.820 --> 00:09:49.820]  將來必有一位從你那裡出來
[00:09:49.820 --> 00:09:53.820]  在以色列中為我作掌權的
[00:09:53.820 --> 00:09:55.820]  他的根源從耿古
[00:09:55.820 --> 00:09:58.820]  從太初就有
[00:09:58.820 --> 00:10:01.820]  這個被天使稱為大衛之城的巴黎行
[00:10:01.820 --> 00:10:04.820]  在早前十世紀的時候
[00:10:04.820 --> 00:10:07.820]  大衛就在那裡
[00:10:07.820 --> 00:10:09.820]  出生於巴黎行
[00:10:09.820 --> 00:10:11.820]  然後因為巴黎行的大衛
[00:10:11.820 --> 00:10:14.820]  也建立了大衛的王朝
[00:10:14.820 --> 00:10:17.820]  從早前十世紀的大衛王朝算起
[00:10:17.820 --> 00:10:20.820]  一直延綿到耶穌基督降生
[00:10:20.820 --> 00:10:24.820]  其實中間經過了一千年的等待
[00:10:24.820 --> 00:10:25.820]  一千年之後
[00:10:25.820 --> 00:10:28.820]  巴黎行再次引起世人的注視
[00:10:28.820 --> 00:10:30.820]  這個城雖然小
[00:10:30.820 --> 00:10:34.820]  卻被猶太人理解為是一個王族的城
[00:10:34.820 --> 00:10:37.820]  尼加先知更加直接告訴我們
[00:10:37.820 --> 00:10:40.820]  因為這個誕生的掌權者的緣故
[00:10:40.820 --> 00:10:42.820]  或者我們今天稱為救主
[00:10:42.820 --> 00:10:44.820]  因為救主的緣故
[00:10:44.820 --> 00:10:49.820]  這個小城不僅延續著大衛王朝
[00:10:49.820 --> 00:10:53.820]  其實這個小城因為救主的緣故
[00:10:53.820 --> 00:10:55.820]  連著耿古
[00:10:55.820 --> 00:10:57.820]  甚至連著太初
[00:10:57.820 --> 00:10:59.820]  就是創世的太初
[00:10:59.820 --> 00:11:02.820]  創世之前的太初
[00:11:02.820 --> 00:11:05.820]  於是我們重新去想想
[00:11:05.820 --> 00:11:08.820]  巴黎行到底是什麼地方
[00:11:08.820 --> 00:11:10.820]  因為它顛覆了我們
[00:11:10.820 --> 00:11:12.820]  對什麼是大
[00:11:12.820 --> 00:11:14.820]  什麼是小
[00:11:14.820 --> 00:11:17.820]  這種我們經常有的概念
[00:11:17.820 --> 00:11:19.820]  我們其實要怎樣衡量一個城市
[00:11:19.820 --> 00:11:20.820]  什麼叫大城市
[00:11:20.820 --> 00:11:21.820]  什麼叫小城市
[00:11:21.820 --> 00:11:24.820]  怎樣衡量一個城市的地位
[00:11:24.820 --> 00:11:26.820]  是它的GDP
[00:11:26.820 --> 00:11:28.820]  經濟生產總值
[00:11:28.820 --> 00:11:30.820]  又或者它的政治地位
[00:11:30.820 --> 00:11:31.820]  它的人口多少
[00:11:31.820 --> 00:11:33.820]  或者它的教育水平
[00:11:33.820 --> 00:11:37.820]  又或者它的文化歷史的厚度
[00:11:37.820 --> 00:11:42.820]  甚至乎是它的軍警戰鬥的力量
[00:11:42.820 --> 00:11:44.820]  我們怎樣去衡量一個城市
[00:11:44.820 --> 00:11:46.820]  先知尼加告訴我們
[00:11:46.820 --> 00:11:48.820]  巴黎行的歷史地位
[00:11:48.820 --> 00:11:53.820]  是在於它出現了一位為上主掌權的掌權者
