
[00:00:00.000 --> 00:00:05.180]  在我們所信的聖經裏面
[00:00:05.180 --> 00:00:11.260]  有一大部份是跟以色列人有關
[00:00:11.260 --> 00:00:16.340]  以色列人本來就是神的百姓
[00:00:16.340 --> 00:00:23.340]  但這個被神揀選的民族在二千多年前是曾經國破家亡
[00:00:23.340 --> 00:00:28.340]  這個被神所揀選的民族在兩千多年前是曾經國破家亡
[00:00:28.340 --> 00:00:31.780]  國家被佔領了
[00:00:31.780 --> 00:00:40.580]  大部份人被俘虜到很遠的巴比倫的地方
[00:00:40.580 --> 00:00:45.940]  在困苦當中他們向神呼求
[00:00:45.940 --> 00:00:49.300]  神怎樣回應他們呢?
[00:00:49.300 --> 00:00:57.300]  耶和華藉著先知向以色列人說話
[00:00:57.300 --> 00:01:00.780]  並且作出一個預言
[00:01:00.780 --> 00:01:07.580]  以色列人雖然是犯罪丟棄神
[00:01:07.580 --> 00:01:10.940]  以致被神懲罰
[00:01:10.940 --> 00:01:17.620]  最後被敵人打敗擄走
[00:01:17.620 --> 00:01:24.820]  但是神始終是以色列人的神
[00:01:24.820 --> 00:01:29.620]  神曾經與以色列人立約
[00:01:29.620 --> 00:01:35.940]  所以他預言以色列人必定會歸回他們的家鄉
[00:01:35.940 --> 00:01:41.660]  就是耶路撒冷
[00:01:41.660 --> 00:01:45.340]  請陳則士讀出第五十五章第一節
[00:01:45.340 --> 00:01:49.060]  請聽我來念以撒亞書五十五章第一節
[00:01:49.060 --> 00:01:52.100]  你們一切乾渴的都當金水來
[00:01:52.100 --> 00:01:54.380]  沒有銀錢的也可以來
[00:01:54.380 --> 00:01:56.260]  你們都來買了吃
[00:01:56.260 --> 00:01:58.540]  不用銀錢,不用價值
[00:01:58.540 --> 00:02:00.500]  也來買酒和奶
[00:02:00.500 --> 00:02:04.780]  在今天第一節的經文
[00:02:04.780 --> 00:02:09.940]  神向以色列人發出一個邀請
[00:02:09.940 --> 00:02:13.660]  邀請他們參加一個宴席
[00:02:13.660 --> 00:02:17.980]  可以享受到一些美食
[00:02:17.980 --> 00:02:20.020]  不是自助餐
[00:02:20.020 --> 00:02:22.860]  是有酒、奶和肥金
[00:02:22.860 --> 00:02:27.660]  是有酒、奶和肥金
[00:02:27.660 --> 00:02:29.380]  意思是說
[00:02:29.380 --> 00:02:31.380]  吃過這些食物之後
[00:02:31.380 --> 00:02:34.700]  意思是說吃過這些食物以後
[00:02:34.700 --> 00:02:37.460]  人會感受到很享受
[00:02:37.460 --> 00:02:39.180]  人就會覺得很享受
[00:02:39.180 --> 00:02:43.780]  令人感到非常滿足的意思
[00:02:43.780 --> 00:02:46.660]  但是大家可曾知道
[00:02:46.660 --> 00:02:48.460]  但是大家知道沒有
[00:02:48.460 --> 00:02:51.580]  在這一段的舊約聖經裏面
[00:02:51.580 --> 00:02:53.420]  在這一段的舊約聖經裏面
[00:02:53.420 --> 00:02:57.900]  神藉著先知向他的百姓以色列人所說的話
[00:02:57.900 --> 00:03:00.940]  神藉著先知向以色列人百姓所說的話
[00:03:00.940 --> 00:03:09.660]  竟然今天是和我們生活在21世紀的現代人有切身的關係
[00:03:09.660 --> 00:03:14.900]  但是這句話卻是對我們生活在21世紀的人
[00:03:14.900 --> 00:03:17.420]  卻是有密切的關係
[00:03:17.420 --> 00:03:18.620]  和我們有關的
[00:03:18.620 --> 00:03:19.740]  是跟我們有關的
[00:03:19.740 --> 00:03:23.340]  因為神不單只是向以色列人說話
[00:03:23.340 --> 00:03:25.780]  因為神不單只是向以色列人說話
[00:03:25.780 --> 00:03:29.540]  也是向那些從來不認識他的外邦人
[00:03:29.540 --> 00:03:31.140]  也就是我們說話
[00:03:31.140 --> 00:03:35.540]  也是向那些不認識他的外邦人說話
[00:03:35.540 --> 00:03:36.900]  也就是我們
[00:03:36.900 --> 00:03:39.140]  神向我們說什麼呢?
[00:03:39.140 --> 00:03:42.180]  神向我們說什麼呢?
[00:03:42.180 --> 00:03:46.260]  在以色列書中的五章第一至七節
[00:03:46.260 --> 00:03:49.060]  在以色列書中的五十五章第一到第七節
[00:03:49.060 --> 00:03:53.300]  神向人顯示出兩個很重要的道理
[00:03:53.300 --> 00:03:56.460]  神向人顯示出兩個很重要的道理
[00:03:56.460 --> 00:04:02.620]  第一就是人需要得到心靈上真正的滿足
[00:04:02.620 --> 00:04:06.340]  第一人是需要得到心靈上真正的滿足
[00:04:06.340 --> 00:04:10.580]  我們請陳卓士讀出第二節
[00:04:10.580 --> 00:04:13.620]  聽我來唸以色列書五十五章第二節
[00:04:13.620 --> 00:04:17.340]  你們為何花錢買那不足為食物的
[00:04:17.340 --> 00:04:21.620]  用勞奴得來的買那不使人飽足的呢?
[00:04:21.620 --> 00:04:23.620]  你們要留意聽我的話
[00:04:23.620 --> 00:04:25.420]  就能吃那美食物
[00:04:25.420 --> 00:04:28.540]  得享肥肝心中喜樂
[00:04:28.540 --> 00:04:32.980]  按照常理是人花錢去買食物
[00:04:32.980 --> 00:04:35.220]  按常理是我們花錢去買食物
[00:04:35.220 --> 00:04:39.500]  他的身體應該可以得到飽足
[00:04:39.500 --> 00:04:41.740]  他的身體應該就可以得到飽足
[00:04:41.740 --> 00:04:43.620]  但是神在這裡指出
[00:04:43.620 --> 00:04:47.180]  人花錢買食物是得不到飽足
[00:04:47.180 --> 00:04:48.660]  但是這邊卻指出
[00:04:48.660 --> 00:04:51.700]  人花錢買食物卻沒有辦法得到飽足
[00:04:51.700 --> 00:04:54.860]  唯有人留心聽他的話
[00:04:54.860 --> 00:04:57.340]  唯有人留心聽他的話
[00:04:57.340 --> 00:05:00.140]  才可以得到飽足
[00:05:00.140 --> 00:05:05.220]  所以我們可以很合理地猜想
[00:05:05.220 --> 00:05:11.300]  神在這裡所提供的食物
[00:05:11.300 --> 00:05:14.380]  是應該和世人一般的食物不同的
[00:05:14.380 --> 00:05:17.940]  應該是和一般人所提供的食物是不一樣的
[00:05:17.940 --> 00:05:21.420]  我們再看25日書第1章第一節
[00:05:21.420 --> 00:05:23.860]  我們再看55章第一節怎麼說
[00:05:23.860 --> 00:05:25.820]  我們留意到下半節
[00:05:25.820 --> 00:05:31.020]  是說到神要叫人來買酒和奶
[00:05:31.020 --> 00:05:35.900]  這邊神叫人來買酒和奶
[00:05:35.900 --> 00:05:38.380]  大概是不用用金錢的
[00:05:38.380 --> 00:05:40.740]  但是是不需要使用金錢
[00:05:40.740 --> 00:05:42.460]  尤其我們可以看到
[00:05:42.460 --> 00:05:46.900]  在這裡所說的食物不是用錢買得到的
[00:05:46.900 --> 00:05:50.500]  所以講這邊的食物並不是可以用錢買得到的
[00:05:50.500 --> 00:05:53.500]  當然有人說可能是贈送的
[00:05:53.500 --> 00:05:55.740]  當然有人可以說這個是免費的
[00:05:55.740 --> 00:05:56.900]  是贈送的
[00:05:56.900 --> 00:05:58.740]  這些不是物質的食物
[00:05:58.740 --> 00:06:00.700]  這個並不是物質的食物
[00:06:00.700 --> 00:06:04.700]  而是看不到它是真實存在的屬靈的食糧
[00:06:04.700 --> 00:06:05.860]  這邊是看不到
[00:06:05.860 --> 00:06:08.460]  但是真實卻是存在的屬靈的食糧
[00:06:08.460 --> 00:06:14.660]  酒和奶不是令人得到肉身上的滿足
[00:06:14.660 --> 00:06:17.860]  酒和奶並不是讓我們肉體上可以得到滿足
[00:06:17.860 --> 00:06:22.620]  而是使人在心靈上得到滿足和喜樂
[00:06:22.620 --> 00:06:26.220]  而是使人在心靈上得到滿足和喜樂
[00:06:26.220 --> 00:06:35.060]  這種飽足是有關人內心生命的屬靈經歷
[00:06:35.060 --> 00:06:38.260]  這個是有關於人內心的一個屬靈的經歷
[00:06:38.260 --> 00:06:41.260]  雖然人不能在外面摸得到
[00:06:41.260 --> 00:06:44.820]  所以人並不能在外面觸摸得到
[00:06:44.820 --> 00:06:50.500]  但是飽足的人在心靈裏面是可以真正感受得到
[00:06:50.500 --> 00:06:54.460]  但是飽足的人卻是在心靈裏面可以感受得到
[00:06:54.460 --> 00:07:01.100]  有一個是家裏三四代都是信佛教的女華僑
[00:07:01.100 --> 00:07:06.140]  有一位她三四代都相信佛的女華僑
[00:07:06.140 --> 00:07:10.940]  她在家裏面是相當有錢
[00:07:10.940 --> 00:07:13.100]  由於她家裏面相當富裕
[00:07:13.100 --> 00:07:15.700]  生活無憂
[00:07:15.700 --> 00:07:18.500]  所以有空的時候就打麻將
[00:07:18.500 --> 00:07:23.820]  跟人社交應酬
[00:07:23.820 --> 00:07:25.860]  無所事事
[00:07:25.860 --> 00:07:34.540]  後來因為從一位去到當地傳教的牧師口中聽到福音
[00:07:34.540 --> 00:07:41.460]  後來因為從一位去到當地傳教的牧師口中聽到福音
[00:07:41.460 --> 00:07:44.020]  她就歡喜快樂
[00:07:44.020 --> 00:07:46.660]  她願意立即相信主
[00:07:46.660 --> 00:07:49.660]  她願意立即相信主
[00:07:49.660 --> 00:07:55.380]  雖然她受到家人的反對
[00:07:55.380 --> 00:08:00.660]  因為她家裏面的人三四代都是信佛的
[00:08:00.660 --> 00:08:06.340]  但這個女人依然堅決地接受禁禮
[00:08:06.340 --> 00:08:10.300]  但這個女人依然堅決地接受禁禮
[00:08:10.300 --> 00:08:12.340]  加入教會去侍奉神
[00:08:12.340 --> 00:08:14.580]  加入教會去侍奉神
[00:08:14.580 --> 00:08:20.540]  就算這個教會是位處一個較為低下階層
[00:08:20.540 --> 00:08:23.060]  同時又難到達的地區
[00:08:23.060 --> 00:08:26.420]  雖然這個教會是在一個比較低下的階層
[00:08:26.420 --> 00:08:28.380]  也是一個比較難到達的地方
[00:08:28.380 --> 00:08:32.460]  她依然很樂意地去教會
[00:08:32.460 --> 00:08:35.700]  去參加聚會崇拜
[00:08:35.700 --> 00:08:42.700]  因為她知道神是讓她享受到救恩的喜樂和滿足
[00:08:42.700 --> 00:08:47.180]  因為神是讓她享受到救恩的喜樂和滿足
[00:08:47.180 --> 00:08:50.780]  人是需要在心靈上得到真正的滿足
[00:08:50.780 --> 00:08:53.380]  人是需要在心靈上得到真正的滿足
[00:08:53.380 --> 00:08:56.500]  但是怎樣才可以得到呢?
[00:08:56.500 --> 00:08:59.940]  關鍵是在乎神的心意是怎樣
[00:08:59.940 --> 00:09:03.980]  關鍵是在乎神的心意是怎樣
[00:09:03.980 --> 00:09:07.460]  真神因為愛世人
[00:09:07.460 --> 00:09:09.460]  真神因為愛世人
[00:09:09.460 --> 00:09:12.340]  祂呼喚世人去迴轉歸向祂
[00:09:12.340 --> 00:09:14.780]  祂呼喚世人去迴轉歸向祂
[00:09:14.780 --> 00:09:19.780]  如果我們看《以太書》第55章第3節和第7節
[00:09:19.780 --> 00:09:23.940]  如果我們看《以太雅書》55章第3和第7節
[00:09:23.940 --> 00:09:27.940]  你們當就近我來
[00:09:27.940 --> 00:09:32.260]  則耳而聽就必得活
[00:09:32.260 --> 00:09:38.220]  我必與你們立永約
[00:09:38.220 --> 00:09:44.260]  就是應許大衛那可靠的恩典
[00:09:44.260 --> 00:09:49.260]  惡人當離棄自己的道路
[00:09:49.260 --> 00:09:52.060]  不義的人當除掉自己的異念
[00:09:52.060 --> 00:09:54.340]  不義的人當除掉自己的異念
[00:09:54.340 --> 00:09:57.140]  歸向耶和華
[00:09:57.140 --> 00:10:01.940]  耶和華就必連續祂
[00:10:01.940 --> 00:10:05.180]  當歸向我們的神
[00:10:05.180 --> 00:10:10.420]  因為神必廣行赦免
[00:10:10.420 --> 00:10:16.620]  神父召人去就近祂
[00:10:16.620 --> 00:10:20.420]  兩次提出要歸向耶和華祂自己
[00:10:20.420 --> 00:10:24.700]  兩次提出要歸向耶和華祂自己
[00:10:24.700 --> 00:10:29.700]  他這樣呼召人有兩個目的
[00:10:29.700 --> 00:10:34.060]  第一,祂要令人在祂面前得以存活
[00:10:34.060 --> 00:10:37.460]  第一,祂要令人在祂面前得以存活
[00:10:37.460 --> 00:10:41.540]  即是不會死亡
[00:10:41.540 --> 00:10:44.380]  第二,祂要與人立永約
[00:10:44.380 --> 00:10:46.500]  第二,祂要圓立永約
[00:10:46.500 --> 00:10:50.300]  使罪人離開罪惡去投靠祂
[00:10:50.300 --> 00:10:53.140]  使罪人離開罪惡去投靠祂
[00:10:53.140 --> 00:10:54.740]  在這兩節聖經裏
[00:10:54.740 --> 00:10:56.340]  在這兩節經文裏
[00:10:56.340 --> 00:10:59.780]  我們可以認識到神的本性是怎樣的
[00:10:59.780 --> 00:11:02.900]  我們可以認識到神的本性是怎樣的
[00:11:02.900 --> 00:11:05.820]  我們可以看到神是一個慈愛的神
[00:11:05.820 --> 00:11:07.980]  我們可以看到神是一個慈愛的神
[00:11:07.980 --> 00:11:10.540]  祂樂意赦免得罪祂的人
[00:11:10.540 --> 00:11:12.700]  祂樂意赦免得罪祂的人
[00:11:12.700 --> 00:11:16.180]  因為神必連續歸向祂的人
[00:11:16.180 --> 00:11:18.980]  因為神必連續歸向祂的人
[00:11:18.980 --> 00:11:22.540]  並且廣行赦免
[00:11:22.540 --> 00:11:24.820]  第二,我們看到神是公平的
[00:11:24.820 --> 00:11:26.620]  第二,我們看到神是公平的
[00:11:26.620 --> 00:11:28.340]  祂要與人立約
[00:11:28.340 --> 00:11:29.500]  祂要與人立約
[00:11:29.500 --> 00:11:31.700]  希望人不會再次犯罪
[00:11:31.700 --> 00:11:34.140]  祂不希望人再次犯罪
[00:11:34.140 --> 00:11:37.300]  希望他們不會被神懲罰
[00:11:37.300 --> 00:11:39.900]  祂希望他們不要被神懲罰
[00:11:39.900 --> 00:11:43.100]  反而會得到從祂而來的恩典
[00:11:43.100 --> 00:11:46.100]  反而會得到從祂而來的恩典
[00:11:46.100 --> 00:11:48.540]  面對神所發出的邀請
[00:11:48.540 --> 00:11:50.140]  面對神所發出的邀請
[00:11:50.140 --> 00:11:52.300]  我們應該怎樣回應呢?
[00:11:52.300 --> 00:11:54.260]  我們應該怎樣回應呢?
[00:11:54.260 --> 00:11:57.580]  我想到人可以用兩種方式
[00:11:57.580 --> 00:12:00.460]  投資在自己的人生裏面
[00:12:00.460 --> 00:12:02.020]  我想到兩個方法
[00:12:02.020 --> 00:12:04.380]  人可以投資在自己的人生裏面
[00:12:04.380 --> 00:12:07.820]  但這兩種不同的投資方式
[00:12:07.820 --> 00:12:09.980]  但這兩種不同的投資方式
[00:12:09.980 --> 00:12:13.660]  會產生兩種截然不同的結果
[00:12:13.660 --> 00:12:16.540]  會產生兩種不同的結果
[00:12:16.540 --> 00:12:19.940]  第一種是勞碌賺取金錢
[00:12:19.940 --> 00:12:21.660]  換取幸福快樂
[00:12:21.660 --> 00:12:23.660]  第一種是勞碌賺取金錢
[00:12:23.660 --> 00:12:25.740]  換取幸福快樂
[00:12:25.740 --> 00:12:28.020]  我相信很多人都是這樣想的
[00:12:28.020 --> 00:12:29.580]  我相信很多人都是這樣想的
[00:12:29.580 --> 00:12:31.020]  我們努力賺錢
[00:12:31.020 --> 00:12:33.620]  我們努力賺錢
[00:12:33.620 --> 00:12:37.940]  很多人花大量精神和時間追求金錢
[00:12:37.940 --> 00:12:42.780]  很多人花大量時間和精神追求金錢
[00:12:42.780 --> 00:12:44.500]  去換取幸福快樂
[00:12:44.500 --> 00:12:46.660]  去換取幸福快樂
[00:12:46.660 --> 00:12:47.900]  這個無可厚非
[00:12:47.900 --> 00:12:48.860]  這個無可厚非
[00:12:48.860 --> 00:12:51.100]  因為我們有家庭要養
[00:12:51.100 --> 00:12:53.500]  因為我們有家庭要養
[00:12:53.500 --> 00:12:56.860]  或者我們有兒女需要我們供養
[00:12:56.860 --> 00:12:58.900]  我們也有兒女需要我們供養
[00:12:58.900 --> 00:13:00.300]  在現今的社會裏面
[00:13:00.300 --> 00:13:02.420]  很多人都努力賺錢
[00:13:02.420 --> 00:13:03.500]  現今這個社會裏面
[00:13:03.500 --> 00:13:05.100]  也有很多人努力賺錢
[00:13:05.100 --> 00:13:07.980]  目的就是要追求更好的物質享受
[00:13:07.980 --> 00:13:10.500]  目的就是要追求更好的物質享受
[00:13:10.500 --> 00:13:13.340]  或者更高的生活質素
[00:13:13.340 --> 00:13:16.020]  或者追求更高的生活質素
[00:13:16.020 --> 00:13:22.500]  但是有些人為了希望在最短的時間賺取最多的錢
[00:13:22.500 --> 00:13:26.220]  但是有些人為了希望在最短的時間賺取最多的錢
[00:13:26.220 --> 00:13:27.940]  就會冒險行事
[00:13:27.940 --> 00:13:29.500]  就會冒險行事
[00:13:29.500 --> 00:13:31.860]  甚至不需要犯法
[00:13:31.860 --> 00:13:33.820]  甚至不需要犯法
[00:13:33.820 --> 00:13:37.260]  在這裏我立即想到兩個例子
[00:13:37.260 --> 00:13:40.140]  在這裏我立即想到兩個例子
[00:13:40.140 --> 00:13:45.300]  大家記不記得幾年前中國發生毒奶粉事件
[00:13:45.300 --> 00:13:49.100]  大家有沒有想到多年前在中國發生毒奶粉事件
