
[00:00:00.000 --> 00:00:02.500]  今天很高興在港台見到大家
[00:00:02.500 --> 00:00:05.300]  今天很高興在講台見到大家
[00:00:05.300 --> 00:00:07.580]  今天我們繼續看馬可福音
[00:00:07.580 --> 00:00:09.380]  今天我們繼續看馬可福音
[00:00:09.380 --> 00:00:11.340]  不經不覺第六章了
[00:00:11.340 --> 00:00:13.660]  不知不覺的我們已經來到第六章了
[00:00:13.660 --> 00:00:15.700]  今天我們講的題目是
[00:00:15.700 --> 00:00:17.900]  他被厭棄
[00:00:17.900 --> 00:00:19.380]  今天我們所講的題目是
[00:00:19.380 --> 00:00:20.860]  他被厭棄
[00:00:20.860 --> 00:00:23.900]  厭棄這兩個字是怎麼解呢
[00:00:23.900 --> 00:00:26.300]  厭棄這兩個字怎麼解釋呢
[00:00:26.300 --> 00:00:29.100]  你可以把它拆開來解
[00:00:29.100 --> 00:00:30.700]  你可以把它拆開來解釋
[00:00:30.700 --> 00:00:33.420]  厭就是很厭倦很厭惡
[00:00:33.420 --> 00:00:35.620]  厭就是很厭倦很厭惡
[00:00:35.620 --> 00:00:38.820]  棄可以說是很嫌棄
[00:00:38.820 --> 00:00:40.660]  棄就是很嫌棄
[00:00:40.660 --> 00:00:43.100]  就是一些東西你很不喜歡你不想要
[00:00:43.100 --> 00:00:45.980]  就是一些東西你很不喜歡你不想要
[00:00:45.980 --> 00:00:52.060]  有些聖經的譯本就講到是拒絕的意思
[00:00:52.060 --> 00:00:55.180]  有些聖經的翻譯本說這是拒絕的意思
[00:00:55.180 --> 00:00:59.180]  原文其實講是很反感的
[00:00:59.180 --> 00:01:00.820]  原文是很反感的
[00:01:00.820 --> 00:01:03.220]  有些東西你很反感你很不想要
[00:01:03.220 --> 00:01:05.860]  有些東西你是很反感很不想要的是吧
[00:01:05.860 --> 00:01:07.380]  你是想拒絕的
[00:01:07.380 --> 00:01:09.020]  你想拒絕的
[00:01:09.020 --> 00:01:11.260]  我們一生當中
[00:01:11.260 --> 00:01:16.340]  我們拒絕人家多還是被人拒絕多呢
[00:01:16.340 --> 00:01:17.540]  我們一生當中
[00:01:17.540 --> 00:01:20.140]  是你拒絕人多還是你被人拒絕的多呢
[00:01:20.140 --> 00:01:21.980]  有沒有人試過被人拒絕
[00:01:21.980 --> 00:01:24.300]  有沒有人試過被人拒絕的
[00:01:24.300 --> 00:01:25.500]  未必是人的
[00:01:25.500 --> 00:01:26.140]  未必是人的
[00:01:26.140 --> 00:01:27.460]  可能你去面試
[00:01:27.460 --> 00:01:29.580]  或者是你去面試
[00:01:29.580 --> 00:01:31.500]  面試了十幾份他都不請你
[00:01:31.500 --> 00:01:33.580]  你面試了十幾份他都不請你
[00:01:33.580 --> 00:01:36.020]  那他每份工作都拒絕你
[00:01:36.020 --> 00:01:38.100]  那每一份工作他都拒絕了你
[00:01:38.100 --> 00:01:39.940]  你又不明白為什麼了
[00:01:39.940 --> 00:01:41.020]  但是你又不明白為什麼了
[00:01:41.020 --> 00:01:42.900]  我明明我做足了功課了
[00:01:42.900 --> 00:01:44.180]  明明我做足了功課了
[00:01:44.180 --> 00:01:46.260]  面試表現又不錯
[00:01:46.260 --> 00:01:48.620]  面試表現的也不錯
[00:01:48.620 --> 00:01:50.220]  就是拒絕我
[00:01:50.220 --> 00:01:52.100]  他就是要拒絕我
[00:01:52.100 --> 00:01:53.540]  是不是?有沒有試過這樣的經驗
[00:01:53.540 --> 00:01:54.580]  有沒有試過這樣的經驗
[00:01:54.580 --> 00:01:56.220]  有沒有試過被人拒絕
[00:01:56.220 --> 00:01:57.660]  有沒有試過被人拒絕
[00:01:57.660 --> 00:02:00.140]  以前追女孩的時候有被人拒絕過嗎?
[00:02:00.140 --> 00:02:02.260]  以前追女孩的時候有被人拒絕過嗎?
[00:02:02.260 --> 00:02:03.100]  有吧?
[00:02:03.100 --> 00:02:03.620]  有吧?
[00:02:03.620 --> 00:02:04.540]  很多吧?
[00:02:04.540 --> 00:02:05.300]  很多吧?
[00:02:05.300 --> 00:02:06.980]  我不知道你有多少吧?
[00:02:06.980 --> 00:02:08.020]  我不知道你有多少吧?
[00:02:08.020 --> 00:02:09.620]  但不多不少個
[00:02:09.620 --> 00:02:12.420]  心理上不是很好受吧?
[00:02:12.420 --> 00:02:14.260]  心理上不是很好受吧?
[00:02:14.260 --> 00:02:16.180]  其實沒有什麼人喜歡被人拒絕
[00:02:16.180 --> 00:02:18.140]  其實沒有什麼人喜歡被人拒絕
[00:02:18.140 --> 00:02:19.620]  那你有沒有拒絕過人呢?
[00:02:19.620 --> 00:02:20.860]  那你有沒有拒絕過人呢?
[00:02:20.860 --> 00:02:22.260]  不多不少都有
