
[00:00:00.000 --> 00:00:01.920]  各位弟兄姊妹,早晨
[00:00:01.920 --> 00:00:03.880]  很感謝神
[00:00:03.880 --> 00:00:06.680]  讓我再有機會和大家講解聖經
[00:00:06.680 --> 00:00:08.920]  因為我相信聖經是神的話語
[00:00:08.920 --> 00:00:11.320]  是我們腳前的燈,路上的光
[00:00:11.320 --> 00:00:13.880]  尤其是在我們現在這個世代裏面
[00:00:13.880 --> 00:00:17.200]  我們很需要神去指引我們人生的道路
[00:00:17.200 --> 00:00:22.280]  我們身處的香港
[00:00:22.280 --> 00:00:24.280]  我們香港人很出名、勤力的
[00:00:24.280 --> 00:00:27.080]  很努力、很拼搏
[00:00:27.080 --> 00:00:29.560]  根據世界裏面統計的數據
[00:00:29.560 --> 00:00:34.560]  我們是全世界最長工作時間的城市之一
[00:00:34.560 --> 00:00:36.760]  當然配合城市的基礎建設
[00:00:36.760 --> 00:00:38.640]  香港人的聰明、靈活
[00:00:38.640 --> 00:00:43.960]  也讓我們成為世界上最有競爭力的城市之一
[00:00:43.960 --> 00:00:45.320]  在我們日常生活當中
[00:00:45.320 --> 00:00:48.840]  可能都會不斷地去追求很多的事物
[00:00:48.840 --> 00:00:51.880]  很多人渴望賺最多的錢
[00:00:51.880 --> 00:00:54.160]  也都希望這個生活更加舒適
[00:00:54.160 --> 00:00:56.360]  有各種各樣的享受
[00:00:56.360 --> 00:00:58.200]  社會的風氣也都造成
[00:00:58.200 --> 00:01:01.080]  就算小朋友開始就要贏在氣泡線
[00:01:01.080 --> 00:01:02.600]  學校的功課也多
[00:01:02.600 --> 00:01:03.680]  有名氣的學校
[00:01:03.680 --> 00:01:06.720]  學生裏面的競爭也激烈等等
[00:01:06.720 --> 00:01:09.000]  有時這些情況都不是自己想的
[00:01:09.000 --> 00:01:11.400]  不過活在這個競爭的社會當中
[00:01:11.400 --> 00:01:14.960]  都逼著我們要不斷地去爭取
[00:01:14.960 --> 00:01:16.200]  不斷地去追求
[00:01:16.200 --> 00:01:18.080]  不斷地去前進
[00:01:18.080 --> 00:01:19.360]  但在過程當中
[00:01:19.360 --> 00:01:20.880]  我們是否快樂呢?
[00:01:20.880 --> 00:01:23.200]  或者我們生命是否有真正的
[00:01:23.200 --> 00:01:25.760]  換來真正的滿足呢?
[00:01:25.760 --> 00:01:27.520]  主耶穌基督的福音
[00:01:27.520 --> 00:01:29.800]  為人類帶來攀望
[00:01:29.800 --> 00:01:34.200]  一來事實上都是衝擊世界的價值觀
[00:01:34.200 --> 00:01:36.440]  也都主比我們永遠的生命
[00:01:36.440 --> 00:01:38.080]  讓我們跟從主的人
[00:01:38.080 --> 00:01:40.240]  能夠可以有另一個眼光
[00:01:40.240 --> 00:01:42.200]  去看這個世界
[00:01:42.200 --> 00:01:45.200]  現實的世界並不是只有一條路
[00:01:45.200 --> 00:01:47.360]  在各人的紛擾當中
[00:01:47.360 --> 00:01:48.800]  究竟在神的眼中
[00:01:48.800 --> 00:01:51.840]  屬靈的事實又是怎樣呢?
[00:01:51.840 --> 00:01:53.720]  使徒保羅他認識耶穌之後
[00:01:53.720 --> 00:01:56.040]  不單止找到他人生的價值
[00:01:56.040 --> 00:01:58.960]  也都上個星期陳循循地講解過
[00:01:58.960 --> 00:02:01.080]  保羅怎樣使他各樣之前
[00:02:01.080 --> 00:02:02.680]  各樣頂尖的資歷
[00:02:02.680 --> 00:02:03.800]  換作糞土
[00:02:03.800 --> 00:02:06.560]  為了要得著基督
[00:02:06.560 --> 00:02:10.280]  他是真知道主耶穌基督是人生的至寶
[00:02:10.280 --> 00:02:12.640]  保羅的卓見也都有眼光
[00:02:12.640 --> 00:02:13.960]  看得到自己為主
[00:02:13.960 --> 00:02:17.040]  放下世上的驚誇的時候
[00:02:17.040 --> 00:02:18.040]  檢視自己
[00:02:18.040 --> 00:02:20.240]  究竟是否成為了一個完美的人呢?
[00:02:20.240 --> 00:02:22.040]  是否一個很好的使徒呢?
[00:02:22.040 --> 00:02:23.960]  我們看看保羅他怎樣寫
[00:02:23.960 --> 00:02:28.200]  我們一起讀弗拉比書三章十二到十六節
[00:02:28.200 --> 00:02:32.600]  「這不是說,我已經得著了,已經完全了
[00:02:32.600 --> 00:02:35.160]  我乃是竭力追求
[00:02:35.160 --> 00:02:39.760]  或者可以得著基督耶穌,所以得著我的
[00:02:39.760 --> 00:02:44.040]  弟兄們,我不是以為自己已經得著了
[00:02:44.040 --> 00:02:45.680]  我只有一件事
[00:02:45.680 --> 00:02:48.920]  就是忘記背後努力面前的
[00:02:48.920 --> 00:02:51.240]  向著標杆直跑
[00:02:51.240 --> 00:02:57.760]  要得神在基督耶穌裡從上面照我來得的獎賞
[00:02:57.760 --> 00:03:03.440]  所以我們中間凡是完全人,總要存這樣的心
[00:03:03.440 --> 00:03:06.480]  若在什麼事上存別樣的心
