
[00:00:00.000 --> 00:00:06.000]  梁繼昌議員
[00:00:30.000 --> 00:00:36.000]  湯家驊議員
[00:01:00.000 --> 00:01:06.000]  陳偉業議員
[00:01:30.000 --> 00:01:36.000]  湯家驊議員
[00:02:00.000 --> 00:02:06.000]  湯家驊議員
[00:02:30.000 --> 00:02:36.000]  湯家驊議員
[00:03:00.000 --> 00:03:06.000]  陳偉業議員
[00:03:30.000 --> 00:03:36.000]  湯家驊議員
[00:04:00.000 --> 00:04:06.000]  湯家驊議員
[00:04:30.000 --> 00:04:36.000]  湯家驊議員
[00:05:00.000 --> 00:05:06.000]  湯家驊議員
[00:05:30.000 --> 00:05:36.000]  湯家驊議員
[00:06:00.000 --> 00:06:06.000]  湯家驊議員
[00:06:30.000 --> 00:06:36.000]  湯家驊議員
[00:07:00.000 --> 00:07:06.000]  湯家驊議員
[00:07:30.000 --> 00:07:36.000]  湯家驊議員
[00:08:00.000 --> 00:08:06.000]  湯家驊議員
[00:08:30.000 --> 00:08:36.000]  湯家驊議員
[00:09:00.000 --> 00:09:06.000]  湯家驊議員
[00:09:30.000 --> 00:09:36.000]  陳偉業議員
[00:10:00.000 --> 00:10:06.000]  湯家驊議員
[00:10:30.000 --> 00:10:36.000]  湯家驊議員
[00:11:00.000 --> 00:11:06.000]  湯家驊議員
[00:11:30.000 --> 00:11:36.000]  湯家驊議員
[00:12:00.000 --> 00:12:06.000]  湯家驊議員
[00:12:30.000 --> 00:12:36.000]  湯家驊議員
[00:13:00.000 --> 00:13:06.000]  湯家驊議員
[00:13:30.000 --> 00:13:36.000]  湯家驊議員
[00:14:00.000 --> 00:14:06.000]  湯家驊議員
[00:14:30.000 --> 00:14:36.000]  湯家驊議員
[00:15:00.000 --> 00:15:06.000]  湯家驊議員
[00:15:30.000 --> 00:15:36.000]  湯家驊議員
[00:15:36.000 --> 00:15:43.000]  湯家驊議員
[00:15:43.000 --> 00:15:50.000]  湯家驊議員
[00:15:50.000 --> 00:15:57.000]  湯家驊議員
[00:15:58.000 --> 00:16:04.000]  湯家驊議員
[00:16:28.000 --> 00:16:34.000]  湯家驊議員
[00:16:59.000 --> 00:17:05.000]  湯家驊議員
[00:17:29.000 --> 00:17:35.000]  湯家驊議員
[00:17:59.000 --> 00:18:05.000]  湯家驊議員
[00:18:29.000 --> 00:18:35.000]  湯家驊議員
[00:18:59.000 --> 00:19:05.000]  湯家驊議員
[00:19:29.000 --> 00:19:35.000]  湯家驊議員
