
[00:00:00.000 --> 00:00:02.000]  地震死沒平安
[00:00:02.000 --> 00:00:04.000]  我們都知道
[00:00:04.000 --> 00:00:08.000]  忍耐並不容易
[00:00:08.000 --> 00:00:10.000]  在韓國有一對夫婦
[00:00:10.000 --> 00:00:13.000]  他與一個確診的羣組有關
[00:00:13.000 --> 00:00:18.000]  當醫療人員要帶他們進去那個隔離設施的時候
[00:00:18.000 --> 00:00:21.000]  他們強烈地反彈
[00:00:21.000 --> 00:00:24.000]  可是那時候醫療人員已經觀察到
[00:00:24.000 --> 00:00:29.000]  其中那個丈夫已經有咳嗽發燒的症狀
[00:00:29.000 --> 00:00:31.000]  他們不服
[00:00:31.000 --> 00:00:33.000]  還在交涉的過程當中
[00:00:33.000 --> 00:00:36.000]  他們去推擠那些的醫療人員
[00:00:36.000 --> 00:00:38.000]  還向他們吐口水說
[00:00:38.000 --> 00:00:41.000]  你們也得這個病毒看看
[00:00:41.000 --> 00:00:43.000]  我們現在向你吐口水了
[00:00:43.000 --> 00:00:46.000]  你們也趕緊接受檢查去隔離吧
[00:00:46.000 --> 00:00:48.000]  這個新聞一出
[00:00:48.000 --> 00:00:50.000]  網絡就炸開鍋了
[00:00:50.000 --> 00:00:53.000]  網民紛紛留言怒罵
[00:00:53.000 --> 00:00:56.000]  他們一直罵他們
[00:00:56.000 --> 00:00:59.000]  可是這件事在網民罵完之後
[00:00:59.000 --> 00:01:01.000]  好像就靜下來了
[00:01:01.000 --> 00:01:05.000]  因爲他們又去關注另一件事
[00:01:05.000 --> 00:01:09.000]  但接下來仍然要對着這對夫婦的
[00:01:09.000 --> 00:01:12.000]  是那些醫護人員
[00:01:12.000 --> 00:01:14.000]  他們可以怎樣做呢
[00:01:14.000 --> 00:01:16.000]  難道他們會懲罰他們
[00:01:16.000 --> 00:01:17.000]  不理他們
[00:01:17.000 --> 00:01:19.000]  不會的
[00:01:19.000 --> 00:01:23.000]  這些醫護人員還是要忍耐地
[00:01:23.000 --> 00:01:26.000]  做好他的本分
[00:01:26.000 --> 00:01:30.000]  去治療這對夫婦
[00:01:30.000 --> 00:01:32.000]  教會的羣體
[00:01:32.000 --> 00:01:36.000]  也應當好像這一個醫治的羣體
[00:01:36.000 --> 00:01:38.000]  不是去罵他們
[00:01:38.000 --> 00:01:46.000]  而是忍耐地去幫助這些有需要的人
[00:01:46.000 --> 00:01:48.000]  在這一章
[00:01:48.000 --> 00:01:53.000]  我們會回到雅各書有關忍耐的主題上面
[00:01:53.000 --> 00:01:55.000]  在第五章的第七節
[00:01:55.000 --> 00:01:57.000]  這個忍耐的字詞
[00:01:57.000 --> 00:02:01.000]  這裏用的字通常都是指上帝的特性
[00:02:01.000 --> 00:02:04.000]  是一種對人有一種長久的忍耐
[00:02:04.000 --> 00:02:07.000]  不輕易發怒
[00:02:07.000 --> 00:02:10.000]  戰言反擊
[00:02:10.000 --> 00:02:13.000]  當用這個字用在人的身上的時候
[00:02:13.000 --> 00:02:17.000]  去描述這個人本來有權利去糾正
[00:02:17.000 --> 00:02:19.000]  對他不公正的對待
[00:02:19.000 --> 00:02:22.000]  可是這個人可以選擇
[00:02:22.000 --> 00:02:25.000]  他選擇慢慢地動怒
[00:02:25.000 --> 00:02:28.000]  不會衝動反彈
[00:02:28.000 --> 00:02:31.000]  當然雅各說
[00:02:31.000 --> 00:02:33.000]  你們應當忍耐
[00:02:33.000 --> 00:02:38.000]  不是叫你們去拼命去忍
[00:02:38.000 --> 00:02:39.000]  如果是這樣的話
[00:02:39.000 --> 00:02:42.000]  只是你去醫治自己那種衝動
[00:02:42.000 --> 00:02:45.000]  還沒有好好的去面對
[00:02:45.000 --> 00:02:49.000]  雅各在這裏用了這個形容上帝長久忍耐的字
[00:02:49.000 --> 00:02:51.000]  來提醒信徒
[00:02:51.000 --> 00:02:53.000]  你的忍耐
[00:02:53.000 --> 00:02:57.000]  你是要學會上帝的特性
[00:02:57.000 --> 00:03:01.000]  更加指出一個真正忍耐的出路是
[00:03:01.000 --> 00:03:04.000]  直到主來
[00:03:04.000 --> 00:03:08.000]  雅各書一再說出這個最終審判的場面
[00:03:08.000 --> 00:03:13.000]  才應該是我們信徒最期待的畫面
[00:03:13.000 --> 00:03:16.000]  這個忍耐不是無可奈何的忍耐
[00:03:16.000 --> 00:03:19.000]  也不是抑制自己不做多想的忍耐
[00:03:19.000 --> 00:03:24.000]  而是有明確盼望及出路的忍耐
[00:03:24.000 --> 00:03:26.000]  直到主來
[00:03:26.000 --> 00:03:28.000]  在這之前
[00:03:28.000 --> 00:03:32.000]  我們可以選擇慢慢地動怒
[00:03:32.000 --> 00:03:35.000]  雅各用了當時的常識
[00:03:35.000 --> 00:03:38.000]  說出爲何有這種明確盼望
[00:03:38.000 --> 00:03:42.000]  有出路的忍耐
[00:03:42.000 --> 00:03:44.000]  他繼續說
[00:03:44.000 --> 00:03:47.000]  看到農夫等待着地裏寶貴的出產
[00:03:47.000 --> 00:03:49.000]  爲他忍耐
[00:03:49.000 --> 00:03:52.000]  農夫等待的農作物
[00:03:52.000 --> 00:03:54.000]  要等到它成熟
[00:03:54.000 --> 00:03:55.000]  可以收割
[00:03:55.000 --> 00:03:58.000]  可是用寶貴的來形容農作物
[00:03:58.000 --> 00:04:00.000]  是很少有的
[00:04:00.000 --> 00:04:03.000]  通常這個寶貴的字詞
[00:04:03.000 --> 00:04:06.000]  是形容一些珍寶珍珠那一類的
[00:04:06.000 --> 00:04:08.000]  可是雅各用在這裏
[00:04:08.000 --> 00:04:09.000]  他是要強調
[00:04:09.000 --> 00:04:12.000]  你所等待的 你所忍耐的
[00:04:12.000 --> 00:04:14.000]  是非常值得的
[00:04:14.000 --> 00:04:20.000]  值得你用那種上帝的長久忍耐來等
[00:04:20.000 --> 00:04:25.000]  這個價值可以讓你一直忍耐
[00:04:25.000 --> 00:04:31.000]  因爲這是一個有出路明確盼望的忍耐
[00:04:31.000 --> 00:04:35.000]  我想大家都經歷過考試
[00:04:35.000 --> 00:04:38.000]  我記得我自己考公開試的那一年
[00:04:38.000 --> 00:04:40.000]  我要拼命地忍住不玩
[00:04:40.000 --> 00:04:42.000]  不去打遊戲
[00:04:42.000 --> 00:04:45.000]  甚至不聽流行歌
[00:04:45.000 --> 00:04:50.000]  爲了令自己可以專注預備考試
[00:04:50.000 --> 00:04:52.000]  我去忍
[00:04:52.000 --> 00:04:56.000]  也不是無可奈何地忍
[00:04:56.000 --> 00:04:59.000]  而是我不斷告訴自己
[00:04:59.000 --> 00:05:01.000]  值得的
[00:05:01.000 --> 00:05:03.000]  我可以忍耐等的
[00:05:03.000 --> 00:05:04.000]  因爲考完試之後
[00:05:04.000 --> 00:05:07.000]  我有一個很長的假期
[00:05:07.000 --> 00:05:09.000]  這是我的出路
[00:05:09.000 --> 00:05:11.000]  我知道那一天會來的
[00:05:11.000 --> 00:05:16.000]  我可以現在一直忍耐下去
[00:05:16.000 --> 00:05:17.000]  在農夫的例子裏面
[00:05:17.000 --> 00:05:21.000]  他也是要等 等到下雨的日子
[00:05:21.000 --> 00:05:24.000]  我們對這個形容不太瞭解
[00:05:24.000 --> 00:05:26.000]  因爲我們所住的地方
[00:05:26.000 --> 00:05:29.000]  大概都常常有雨水的
[00:05:29.000 --> 00:05:31.000]  但在雅閣住的巴勒斯坦地
[00:05:31.000 --> 00:05:34.000]  全年有四分之三的雨水
[00:05:34.000 --> 00:05:37.000]  都是在十二月到二月
[00:05:37.000 --> 00:05:40.000]  這三個月份裏面降下的
[00:05:40.000 --> 00:05:46.000]  而秋林準確的翻譯是早雨
[00:05:46.000 --> 00:05:50.000]  是十月中開始會零星出現的
[00:05:50.000 --> 00:05:54.000]  春雨呢 準確的翻譯是晚雨
[00:05:54.000 --> 00:06:00.000]  是三到四月纔會下的那個雨
[00:06:00.000 --> 00:06:05.000]  在這等待的乾旱的季節當中
[00:06:05.000 --> 00:06:10.000]  農夫只能夠望天 只能夠等
[00:06:10.000 --> 00:06:13.000]  只能再繼續做他工作的事情
[00:06:13.000 --> 00:06:17.000]  只等到早雨晚雨的來臨
[00:06:17.000 --> 00:06:19.000]  他不確定什麼時候來
[00:06:19.000 --> 00:06:23.000]  可是他知道在那個乾旱的天氣底下
[00:06:23.000 --> 00:06:27.000]  這些早雨還有晚雨會到的
[00:06:27.000 --> 00:06:31.000]  他不確定那些農作物的出路
[00:06:31.000 --> 00:06:34.000]  所以雅閣說你們也應當忍耐
[00:06:34.000 --> 00:06:36.000]  要堅定自己的心
[00:06:36.000 --> 00:06:39.000]  因爲主再來的日子近了
[00:06:39.000 --> 00:06:42.000]  第八節這裏他繼續鼓勵大家
[00:06:42.000 --> 00:06:44.000]  你們要有這一種的忍耐
[00:06:44.000 --> 00:06:47.000]  因爲這一天會到的
[00:06:47.000 --> 00:06:50.000]  各位 我們的忍耐
[00:06:50.000 --> 00:06:53.000]  並不是無可奈何的忍耐
[00:06:53.000 --> 00:06:56.000]  也不是抑制自己不做多想的忍耐
[00:06:56.000 --> 00:06:58.000]  而是一個有明確盼望
[00:06:58.000 --> 00:07:03.000]  有出路可以讓你等得到的忍耐
[00:07:03.000 --> 00:07:07.000]  因爲主必定會再來
[00:07:07.000 --> 00:07:09.000]  在周受試煉的環境裏面
[00:07:09.000 --> 00:07:12.000]  第五章繼續告訴我們
[00:07:12.000 --> 00:07:17.000]  有兩個跟說話有關的事情
[00:07:17.000 --> 00:07:20.000]  首先對於當時的信徒來說
[00:07:20.000 --> 00:07:25.000]  他們所在的時代是非常艱難的
[00:07:25.000 --> 00:07:28.000]  他們已經四散各地
[00:07:28.000 --> 00:07:30.000]  你記得耶路撒冷教會受迫害
[00:07:30.000 --> 00:07:32.000]  然後門徒四散
[00:07:32.000 --> 00:07:35.000]  人離鄉見
[00:07:35.000 --> 00:07:38.000]  而且雅閣書所展現的那種現實
[00:07:38.000 --> 00:07:40.000]  是在生活之中
[00:07:40.000 --> 00:07:44.000]  各地也有權貴對平民的欺凌
[00:07:44.000 --> 00:07:47.000]  普遍是地下階層的信徒
[00:07:47.000 --> 00:07:51.000]  他們就是生活在處處的艱難裏面
[00:07:51.000 --> 00:07:56.000]  怎樣能夠長久忍耐下去
[00:07:56.000 --> 00:07:59.000]  正因爲這不是醫藥
[00:07:59.000 --> 00:08:02.000]  面對困難的負面的挫敗情感
[00:08:02.000 --> 00:08:05.000]  有時候會發展出來
[00:08:05.000 --> 00:08:07.000]  有時候會轉移
[00:08:07.000 --> 00:08:11.000]  發泄到其他人的身上
[00:08:11.000 --> 00:08:16.000]  而最容易的就是從口舌開始
[00:08:16.000 --> 00:08:18.000]  埋怨
[00:08:18.000 --> 00:08:22.000]  這不是你 都是你害的
[00:08:22.000 --> 00:08:27.000]  甚至有人去責怪受害的人
[00:08:27.000 --> 00:08:29.000]  雅閣說
[00:08:29.000 --> 00:08:33.000]  你們不要彼此抱怨
[00:08:33.000 --> 00:08:35.000]  解經家指出
[00:08:35.000 --> 00:08:37.000]  對於雅閣的收信人來說
[00:08:37.000 --> 00:08:39.000]  大概他們當中有人
[00:08:39.000 --> 00:08:42.000]  對他們所身處的富有的地主
[00:08:42.000 --> 00:08:45.000]  對他們的妻那種憤憤不平
[00:08:45.000 --> 00:08:50.000]  轉移投射到他身邊的弟兄姊妹身上
[00:08:50.000 --> 00:08:53.000]  於是一羣人就開始
[00:08:53.000 --> 00:08:58.000]  在憤怒當中彼此埋怨
[00:08:58.000 --> 00:09:00.000]  今天有時候我們在外面工作
[00:09:00.000 --> 00:09:02.000]  受到壓力了
[00:09:02.000 --> 00:09:04.000]  回到家
[00:09:04.000 --> 00:09:07.000]  可能你會不經意的生氣
[00:09:07.000 --> 00:09:08.000]  發脾氣
[00:09:08.000 --> 00:09:11.000]  就對着你親愛的家人
[00:09:11.000 --> 00:09:14.000]  就對着你孩子大發雷霆
[00:09:14.000 --> 00:09:17.000]  有時外在的環境困難
