
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹,早晨。我們簡單地開始聽講道的祈禱。
[00:00:06.000 --> 00:00:09.000]  天父,我們多謝你,讓我們可以一起聽道,
[00:00:09.000 --> 00:00:14.000]  包括孩子去宣講你的話語,也是在聽你的道。
[00:00:14.000 --> 00:00:18.000]  我們去查考聖經,就是在吸收你的道。
[00:00:18.000 --> 00:00:23.000]  我們求主今天保守我們去聽道的時間,
[00:00:23.000 --> 00:00:25.000]  因為聽道是聽神的道。
[00:00:25.000 --> 00:00:28.000]  雖然由我們這些器皿傳出來,
[00:00:28.000 --> 00:00:32.000]  求你保守孩子,可以將預備的講得明白。
[00:00:32.000 --> 00:00:35.000]  亦都在我們每個人聽道的裏面,
[00:00:35.000 --> 00:00:38.000]  我們去看聖經,我們都能夠可以專心,
[00:00:38.000 --> 00:00:42.000]  我們都可以一起去思想你的話語,
[00:00:42.000 --> 00:00:44.000]  以致我們明白了,我們歸榮耀給你,
[00:00:44.000 --> 00:00:49.000]  明白了我們去改變我們一些可能不合你心意,
[00:00:49.000 --> 00:00:53.000]  或者不是應該這樣想的一些思想。
[00:00:53.000 --> 00:00:55.000]  求你更新我們的內心,
[00:00:55.000 --> 00:00:58.000]  或者是有鼓勵,或者是有安慰,
[00:00:58.000 --> 00:01:01.000]  或者是有再一次的提醒。
[00:01:01.000 --> 00:01:05.000]  我們求你都來到我們當中,聖靈幫助我們。
[00:01:05.000 --> 00:01:08.000]  我們這樣祈禱,奉耶穌基督的名字。
[00:01:08.000 --> 00:01:09.000]  阿們。
[00:01:09.000 --> 00:01:15.000]  這個題目是很普通的,
[00:01:15.000 --> 00:01:18.000]  就是叫做「忠心服侍的能耐」。
[00:01:18.000 --> 00:01:21.000]  重點是什麼呢?就是「能耐」。
[00:01:21.000 --> 00:01:25.000]  我現在慢慢說,慢慢帶大家進去的時候,
[00:01:25.000 --> 00:01:27.000]  想一件事,你有沒有發現
[00:01:27.000 --> 00:01:30.000]  有一些適於微時的親友,
[00:01:30.000 --> 00:01:32.000]  是不是很文雅,適於微時,
[00:01:32.000 --> 00:01:35.000]  可能是很西國,認識了很久了,
[00:01:35.000 --> 00:01:41.000]  最近就好像已經不是變了,
[00:01:41.000 --> 00:01:44.000]  已經是變了另外一個人,
[00:01:44.000 --> 00:01:47.000]  最近跟一位朋友聊天,
[00:01:47.000 --> 00:01:52.000]  他就說他曾經在電視上看到一個小學同學,
[00:01:52.000 --> 00:01:55.000]  拿著東西來打人。
[00:01:55.000 --> 00:01:58.000]  他就很詫異,
[00:01:58.000 --> 00:02:02.000]  我認識的那個小學同學很乖,
[00:02:02.000 --> 00:02:06.000]  為什麼會在電視上拿著東西去打人呢?
[00:02:06.000 --> 00:02:10.000]  後來他就約那個小學同學出來,
[00:02:10.000 --> 00:02:14.000]  那個小學同學也是個很好的人。
[00:02:14.000 --> 00:02:18.000]  長話短說,聊完之後,
[00:02:18.000 --> 00:02:21.000]  他這個人也不是一個很好的人,
[00:02:21.000 --> 00:02:24.000]  但是他竟然做這些行為,
[00:02:24.000 --> 00:02:26.000]  他覺得沒有問題,
[00:02:26.000 --> 00:02:28.000]  他覺得很詫異,很詫異。
[00:02:28.000 --> 00:02:31.000]  我不知道有沒有這些經歷,
[00:02:31.000 --> 00:02:34.000]  我有時候都提到,
[00:02:34.000 --> 00:02:36.000]  跟一些受洗的朋友,
[00:02:36.000 --> 00:02:40.000]  我說我有時候偶爾會拿一張照片出來看,
[00:02:40.000 --> 00:02:41.000]  那張照片是什麼呢?
[00:02:41.000 --> 00:02:42.000]  就是我受洗的時候,
[00:02:42.000 --> 00:02:45.000]  以前就沒有那麼多手機那種數碼,
[00:02:45.000 --> 00:02:47.000]  拍那些照片就印出來,
[00:02:47.000 --> 00:02:49.000]  拿出來有空看,
[00:02:49.000 --> 00:02:51.000]  就是受洗的時候,
[00:02:51.000 --> 00:02:52.000]  通常拿去摘花,
[00:02:52.000 --> 00:02:56.000]  然後旁邊那些就是一起受洗的那些人,
[00:02:56.000 --> 00:02:58.000]  你有沒有拿來看的?
[00:02:58.000 --> 00:03:00.000]  有沒有這張照片?
[00:03:00.000 --> 00:03:03.000]  有一些在我旁邊的那個,
[00:03:03.000 --> 00:03:04.000]  就不回教會了,
[00:03:04.000 --> 00:03:06.000]  不相信了,
[00:03:06.000 --> 00:03:08.000]  有一個曾經侍奉的,
[00:03:08.000 --> 00:03:09.000]  又沒有侍奉了,
[00:03:09.000 --> 00:03:10.000]  有些東西很忠心的,
[00:03:10.000 --> 00:03:12.000]  有些東西還在,
[00:03:12.000 --> 00:03:13.000]  有些東西已經過世了,
[00:03:13.000 --> 00:03:14.000]  有時候你看,
[00:03:14.000 --> 00:03:15.000]  十年,二十年,
[00:03:15.000 --> 00:03:18.000]  我受洗了差不多八年,
[00:03:18.000 --> 00:03:20.000]  四十年差不多,
[00:03:20.000 --> 00:03:22.000]  十年人事幾翻身,
[00:03:22.000 --> 00:03:24.000]  有時候都會很唏噓,
[00:03:24.000 --> 00:03:25.000]  為什麼會這樣呢?
[00:03:25.000 --> 00:03:26.000]  這樣問一下,
[00:03:26.000 --> 00:03:29.000]  自己是不是已經都變了呢?
[00:03:29.000 --> 00:03:32.000]  這個想法為什麼會給大家想這件事呢?
[00:03:32.000 --> 00:03:34.000]  因為可能大家記得,
[00:03:34.000 --> 00:03:36.000]  在幾個星期前,
[00:03:36.000 --> 00:03:39.000]  我們說尼希米記第十章,
[00:03:39.000 --> 00:03:41.000]  他們是立約的,
[00:03:41.000 --> 00:03:43.000]  很認真立約的,
[00:03:43.000 --> 00:03:45.000]  我們所謂誓神劈源,
[00:03:45.000 --> 00:03:48.000]  我們要遵行神的話,
[00:03:48.000 --> 00:03:50.000]  我們那時候思想到,
[00:03:50.000 --> 00:03:53.000]  我們會不會都有這樣的認真,
[00:03:53.000 --> 00:03:54.000]  對於信仰,
[00:03:54.000 --> 00:03:57.000]  但是你看到十三章,
[00:03:57.000 --> 00:03:59.000]  大家讀的時候,
[00:03:59.000 --> 00:04:01.000]  發覺他們離開了信仰,
[00:04:01.000 --> 00:04:03.000]  立約那些items,
[00:04:03.000 --> 00:04:05.000]  那些項目,
[00:04:05.000 --> 00:04:07.000]  又是犯了那些問題,
[00:04:07.000 --> 00:04:09.000]  為什麼會這樣呢?
[00:04:09.000 --> 00:04:11.000]  會變的呢?
[00:04:11.000 --> 00:04:13.000]  為什麼那麼認真立約,
[00:04:13.000 --> 00:04:15.000]  誓神劈源,
[00:04:15.000 --> 00:04:17.000]  肚子都哭了,
[00:04:17.000 --> 00:04:20.000]  但是都會漸漸偏離信仰呢?
[00:04:20.000 --> 00:04:23.000]  這個一起要思想,
[00:04:23.000 --> 00:04:27.000]  我們又要先解決一些問題,
[00:04:27.000 --> 00:04:29.000]  首先,
[00:04:29.000 --> 00:04:32.000]  第十三章是最後一章,
[00:04:32.000 --> 00:04:34.000]  但我不是講到的最後一個,
[00:04:34.000 --> 00:04:36.000]  下個星期謝牧師,
