
[00:00:00.000 --> 00:00:04.440]  我們在講道之前 我們再一次同心低頭祈禱
[00:00:04.440 --> 00:00:05.960]  我們又能夠聽得明白
[00:00:05.960 --> 00:00:08.360]  實踐在我們的生活當中
[00:00:08.360 --> 00:00:10.200]  榮耀祢的名土 祢的喜悅
[00:00:10.200 --> 00:00:12.240]  我們將以下言讀祢話語的時間
[00:00:12.240 --> 00:00:14.240]  我們恭敬的仰望給天父
[00:00:14.240 --> 00:00:16.560]  求神祢自己親自的作供
[00:00:16.560 --> 00:00:18.920]  祈禱感恩 奉主耶穌名求
[00:00:18.920 --> 00:00:20.920]  阿們
[00:00:20.920 --> 00:00:26.400]  很多祝福
[00:00:26.400 --> 00:00:28.400]  很多是蒙神祝福
[00:00:28.400 --> 00:00:30.680]  健康增長的教會
[00:00:30.680 --> 00:00:33.600]  都共同發現了一樣東西
[00:00:33.600 --> 00:00:36.120]  就是教會的領袖和會眾
[00:00:36.120 --> 00:00:39.280]  是必須要一起同心去活出
[00:00:39.280 --> 00:00:43.160]  共同和確定擁抱了一些的價值觀
[00:00:43.160 --> 00:00:46.720]  向著神所帶領的方向去前行的
[00:00:46.720 --> 00:00:48.320]  其實銀幕上面
[00:00:48.320 --> 00:00:50.480]  實在是沙盡的網頁
[00:00:50.480 --> 00:00:51.880]  cut and paste 剪下來的
[00:00:51.880 --> 00:00:53.680]  有多少個你有沒有上過自己的網頁
[00:00:53.680 --> 00:00:56.120]  看過這個片段 有多少
[00:00:56.120 --> 00:00:58.440]  都是小部分的 你快點上去看看
[00:00:58.440 --> 00:01:00.440]  沙盡的弟兄姊妹
[00:01:00.440 --> 00:01:02.120]  我上去網站就看到這個
[00:01:02.120 --> 00:01:03.320]  裡面有很多的資料
[00:01:03.320 --> 00:01:05.320]  很豐富 很詳細
[00:01:05.320 --> 00:01:06.200]  我今天不會說這個
[00:01:06.200 --> 00:01:07.600]  因為你自己可以上去看
[00:01:07.600 --> 00:01:09.920]  不過呢
[00:01:09.920 --> 00:01:13.080]  的確在這個網頁上面
[00:01:13.080 --> 00:01:15.760]  你會看到X這個旅程是甚麼呢
[00:01:15.760 --> 00:01:19.560]  就是尋求以核心價值為本的意象
[00:01:19.560 --> 00:01:22.080]  一個屬靈的旅程
[00:01:22.080 --> 00:01:23.200]  說到核心價值
[00:01:23.200 --> 00:01:25.200]  我們香港人是很熟悉的
[00:01:25.200 --> 00:01:26.440]  也都知道這個重要性
[00:01:26.440 --> 00:01:28.440]  因為差不多你現在看報紙
[00:01:28.440 --> 00:01:32.320]  打開電視新聞都是香港的核心價值
[00:01:32.320 --> 00:01:34.640]  我經常都要說這件事
[00:01:34.640 --> 00:01:37.880]  香港的核心價值是甚麼呢
[00:01:37.880 --> 00:01:41.520]  自由 民主 法治 廉潔 是不是
[00:01:41.520 --> 00:01:45.360]  其實一個社會的核心價值
[00:01:45.360 --> 00:01:48.280]  是那個社會當中的人最珍惜
[00:01:48.280 --> 00:01:52.040]  最重視 而且是堅持要活出來的價值觀
[00:01:52.040 --> 00:01:54.800]  去保持那個社會的獨特性
[00:01:54.800 --> 00:01:58.440]  促進市民那個共同擁有的目標
[00:01:58.440 --> 00:02:01.360]  大家就是一定會努力去爭取
[00:02:01.360 --> 00:02:02.640]  去捍衛
[00:02:02.640 --> 00:02:05.600]  是不容易放棄的 通常價值觀都
[00:02:05.600 --> 00:02:08.800]  而教會的價值觀
[00:02:08.800 --> 00:02:11.200]  是會推動整個教會
[00:02:11.200 --> 00:02:13.640]  信徒之間一個共融的生活
[00:02:13.640 --> 00:02:16.840]  共融就是彼此結合融合的生活
[00:02:16.840 --> 00:02:21.840]  去活出那個神給我們的大使命和大解命
[00:02:21.840 --> 00:02:25.320]  今天我就很想和大家集中分享
[00:02:25.320 --> 00:02:28.800]  在自然教會發展裏面所提出的
[00:02:28.800 --> 00:02:33.680]  健康教會八個優良特質的其中一個特質
[00:02:33.680 --> 00:02:39.480]  其中一個特質就是全面兼顧的細胞小組
[00:02:39.480 --> 00:02:42.920]  甚麼是全面兼顧的細胞小組呢
[00:02:42.920 --> 00:02:45.280]  我知道燒浸都是有細胞小組
[00:02:45.280 --> 00:02:48.200]  但怎樣為之全面兼顧呢
[00:02:48.200 --> 00:02:49.480]  在自然教會發展裏面
[00:02:49.480 --> 00:02:51.400]  大家網站上都有這段的
[00:02:51.400 --> 00:02:53.400]  或者我可以和大家一起看一看
[00:02:53.400 --> 00:02:56.000]  它說怎樣為之全面兼顧呢
[00:02:56.000 --> 00:03:00.280]  就是增長教會都會發展細胞小組的制度
[00:03:00.280 --> 00:03:04.480]  讓個別的基督徒建立親密的團契關係
[00:03:04.480 --> 00:03:06.560]  獲得實質的幫助
[00:03:06.560 --> 00:03:09.360]  並且在靈性上深入的交通
[00:03:09.360 --> 00:03:14.960]  這個是聖經觀念裏面全面兼顧的要素
[00:03:14.960 --> 00:03:16.160]  在小組之內
[00:03:16.160 --> 00:03:19.320]  信徒不單止共同研究聖經的章節
[00:03:19.320 --> 00:03:22.320]  聆聽專家引人入勝的解釋
[00:03:22.320 --> 00:03:26.480]  更加重要的就是將讀經的心得
[00:03:26.480 --> 00:03:31.680]  是應用在日常生活所面對的問題上
[00:03:31.680 --> 00:03:32.760]  是很實際的
[00:03:32.760 --> 00:03:33.520]  是經歷的
[00:03:33.520 --> 00:03:37.320]  是神的話在我們生命裏面能夠產生變化的
[00:03:37.320 --> 00:03:41.200]  所以我們要問一個問題就是
[00:03:41.200 --> 00:03:46.400]  怎樣將全面兼顧的細胞小組的優良特質
[00:03:46.400 --> 00:03:50.000]  轉化成為一間教會 更新教會
[00:03:50.000 --> 00:03:52.720]  引導教會發展的核心價值
[00:03:52.720 --> 00:03:56.640]  以致可以幫助整個教會保持屬靈的健康
[00:03:56.640 --> 00:03:59.760]  以及屬靈的活力呢
[00:03:59.760 --> 00:04:02.000]  在這個過程裏面
[00:04:02.000 --> 00:04:03.360]  過去十多二十年
[00:04:03.360 --> 00:04:04.920]  其實自然教會的發展
[00:04:04.920 --> 00:04:06.480]  這個Nature Church Development(自然教會發展)
[00:04:06.480 --> 00:04:08.000]  幫助了很多個教會
[00:04:08.000 --> 00:04:10.080]  當中在2000年的時間
[00:04:10.080 --> 00:04:12.400]  兼浸做的時候
[00:04:12.400 --> 00:04:16.200]  我們就將全面兼顧的細胞小組
[00:04:16.200 --> 00:04:18.280]  這個優良特質
[00:04:18.280 --> 00:04:21.400]  就用有質素的相交
[00:04:21.400 --> 00:04:23.880]  作為那個核心價值
[00:04:23.880 --> 00:04:24.840]  怎樣有質素的相交
[00:04:24.840 --> 00:04:26.480]  當我們有質素的相交的時候
[00:04:26.480 --> 00:04:28.720]  我們不是普通泛泛之交
[00:04:28.720 --> 00:04:30.520]  不是表面聊天
[00:04:30.520 --> 00:04:33.880]  又不是只是言經
[00:04:33.880 --> 00:04:34.720]  言經是很重要的
[00:04:34.720 --> 00:04:35.640]  在主要學的當中
[00:04:35.640 --> 00:04:36.880]  在講壇裏面
[00:04:36.880 --> 00:04:38.120]  在培靈會的當中
[00:04:38.120 --> 00:04:39.520]  但是當我們在小組的時候
[00:04:39.520 --> 00:04:45.960]  我們需要將聖經應用在生活當中
[00:04:45.960 --> 00:04:47.280]  所以有質素的相交
[00:04:47.280 --> 00:04:48.840]  包括我們怎樣應用聖經
[00:04:48.840 --> 00:04:49.920]  互相的守望
[00:04:49.920 --> 00:04:51.280]  開放我們的生命
[00:04:51.280 --> 00:04:55.160]  讓我們的生命是互相能夠幫助建立成長的
[00:04:55.160 --> 00:04:58.320]  那個是我們用這樣的核心價值
[00:04:58.320 --> 00:05:00.040]  在加拿大的時候
[00:05:00.040 --> 00:05:03.600]  過去這幾年在麥城環浸信會
