
[00:00:00.000 --> 00:00:02.800]  留意那些廣告了什麼的
[00:00:02.800 --> 00:00:06.160]  很多時候都會貶低做父親的
[00:00:06.160 --> 00:00:06.900]  父親的
[00:00:06.900 --> 00:00:08.180]  那個教師
[00:00:08.180 --> 00:00:10.240]  如果你是留醫的話
[00:00:10.240 --> 00:00:13.060]  還有呢
[00:00:13.060 --> 00:00:14.340]  有人說
[00:00:14.340 --> 00:00:15.360]  這個
[00:00:15.360 --> 00:00:17.660]  世代
[00:00:17.660 --> 00:00:18.940]  那個generation
[00:00:18.940 --> 00:00:21.760]  是個fatherless generation
[00:00:21.760 --> 00:00:24.580]  所以說沒有父親
[00:00:24.580 --> 00:00:26.360]  父親不在的
[00:00:26.360 --> 00:00:27.140]  一個
[00:00:27.140 --> 00:00:28.160]  世代
[00:00:28.660 --> 00:00:31.220]  為什麼會這樣說呢原來我們
[00:00:31.220 --> 00:00:32.500]  在美國
[00:00:32.500 --> 00:00:34.280]  有40%
[00:00:34.280 --> 00:00:35.560]  的小孩
[00:00:35.560 --> 00:00:36.600]  in America
[00:00:36.600 --> 00:00:39.660]  今天晚上他們睡覺的時候
[00:00:39.660 --> 00:00:43.240]  他們親生的父親不在他們的旁邊
[00:00:43.240 --> 00:00:46.060]  很厲害喔
[00:00:46.060 --> 00:00:48.880]  對不對很多40%
[00:00:48.880 --> 00:00:50.920]  為什麼會這樣呢
[00:00:50.920 --> 00:00:56.040]  原來那些爸爸不見了還是怎麼樣呢
[00:00:58.100 --> 00:00:59.120]  那麼多年
[00:00:59.120 --> 00:01:05.260]  你想想母親節的時候
[00:01:05.260 --> 00:01:08.840]  我覺得我們都蠻偏心的
[00:01:08.840 --> 00:01:14.220]  就是說我們慶祝那個母親節嘛對不對
[00:01:14.220 --> 00:01:17.300]  對女的特別好對一些媽媽特別好
[00:01:17.300 --> 00:01:23.700]  請媽媽去吃飯啊買很多那個禮物啦如果我們忘記了
[00:01:23.700 --> 00:01:26.760]  那個母親節的話呢
[00:01:27.540 --> 00:01:28.060]  對不對
[00:01:28.060 --> 00:01:31.900]  如果你忘記了父親節
[00:01:31.900 --> 00:01:34.720]  對不對
[00:01:34.720 --> 00:01:41.120]  有人問那個小孩就是說母親節跟父親節的分別在什麼地方呢
[00:01:41.120 --> 00:01:42.400]  那個小孩就說呢
[00:01:42.400 --> 00:01:48.020]  其實也沒有很大的分別父親節就是說
[00:01:48.020 --> 00:01:48.800]  爸爸
[00:01:48.800 --> 00:01:50.840]  拿到那個禮物小一點
[00:01:53.920 --> 00:01:58.780]  所以這個就反映到我們在美國的那個文化裡面
[00:01:58.780 --> 00:02:03.640]  就是說有意跟無意之間我們都貶低了
[00:02:03.640 --> 00:02:05.960]  做父親的那個教育
[00:02:05.960 --> 00:02:12.860]  剛才我已經說了有40%我們的小孩今天晚上睡覺的時候他們的那個
[00:02:12.860 --> 00:02:15.680]  親生的父親不在他們的
[00:02:15.680 --> 00:02:17.720]  那個家
[00:02:17.720 --> 00:02:21.060]  我就想
[00:02:21.060 --> 00:02:23.360]  為什麼會有這個情況呢
[00:02:24.640 --> 00:02:27.960]  為什麼就是說做父親的那個教師會
[00:02:27.960 --> 00:02:30.520]  貶低到一個地步就是說
[00:02:30.520 --> 00:02:33.080]  好像不太重要呢
[00:02:33.080 --> 00:02:34.880]  可能
[00:02:34.880 --> 00:02:41.280]  我想可能另外一個原因就是說女權的那個運動對不對
[00:02:41.280 --> 00:02:43.840]  現在就講那個男女平等嘛
[00:02:43.840 --> 00:02:45.120]  對不對
[00:02:45.120 --> 00:02:49.720]  那這裡呢我不是說我有偏見沒有
[00:02:49.720 --> 00:02:52.280]  我很尊敬我的那個師母
[00:02:52.280 --> 00:02:53.820]  我很愛我的師母
[00:02:54.080 --> 00:02:55.360]  但是我還是覺得
[00:02:55.360 --> 00:02:57.160]  男跟女的
[00:02:57.160 --> 00:03:00.480]  始終都有一些分別對不對
[00:03:00.480 --> 00:03:03.040]  我有一天開車的時候
[00:03:03.040 --> 00:03:09.940]  很熱就是大熱天然後呢在那個highway上面呢他們就
[00:03:09.940 --> 00:03:13.780]  鋪那個道路
[00:03:13.780 --> 00:03:16.600]  很熱
[00:03:16.600 --> 00:03:21.220]  然後呢你就要鋪一些馬路是很辛苦的工作
[00:03:21.480 --> 00:03:24.800]  那我就看到通常都是男的去做對不對
[00:03:24.800 --> 00:03:29.920]  那你聽了就很奇怪我就看到一個女的那個女也去做這個工作
[00:03:29.920 --> 00:03:32.480]  哎呦我站在那個旁邊我就覺得
[00:03:32.480 --> 00:03:34.800]  哎呦就很辛苦啊對不對
[00:03:34.800 --> 00:03:38.120]  但是呢問題就是說有很多
[00:03:38.120 --> 00:03:41.200]  我們現在的就覺得
[00:03:41.200 --> 00:03:43.240]  我們女的要跟男的
[00:03:43.240 --> 00:03:44.520]  要有平等
[00:03:44.520 --> 00:03:46.320]  其實
[00:03:48.620 --> 00:03:53.740]  就是說這樣做的話呢其實都蠻不明智的為什麼呢
[00:03:53.740 --> 00:03:59.620]  比如說去鋪那個馬路的工作對不對
[00:03:59.620 --> 00:04:03.460]  就由一些男生去做好了對不對你們女生的
[00:04:03.460 --> 00:04:06.020]  可以坐在那個房子裡面
[00:04:06.020 --> 00:04:07.300]  喝喝那個
[00:04:07.300 --> 00:04:10.120]  冰凍的咖啡
[00:04:10.120 --> 00:04:16.000]  什麼的對不對那舒服很多然後你在那個太陽底下曬你的皮膚也
[00:04:16.000 --> 00:04:17.280]  也不好啊
[00:04:17.800 --> 00:04:21.900]  對不對就讓一些男的去做一些辛苦的工作好了對不對
[00:04:21.900 --> 00:04:28.560]  那我不是說要就是說說男的高高在上
[00:04:28.560 --> 00:04:29.580]  No no no
[00:04:29.580 --> 00:04:30.340]  That's not my point
[00:04:30.340 --> 00:04:32.140]  我的point就是說可能是
[00:04:32.140 --> 00:04:34.960]  就是說我們
[00:04:34.960 --> 00:04:35.980]  太過
[00:04:35.980 --> 00:04:38.020]  貶低了那個做爸爸的
[00:04:38.020 --> 00:04:40.080]  在家裡面的那個家世
[00:04:40.080 --> 00:04:43.400]  對不對上帝做了男
[00:04:43.400 --> 00:04:44.420]  做了女
[00:04:44.420 --> 00:04:47.760]  原來就是怎麼了我們要互相的
[00:04:48.020 --> 00:04:48.520]  幫忙
[00:04:48.520 --> 00:04:52.360]  有些東西我們男的做不來
[00:04:52.360 --> 00:04:56.200]  所以需要女的在旁邊幫我的忙
[00:04:56.200 --> 00:04:57.980]  幫我們的忙對不對
[00:04:57.980 --> 00:05:00.040]  有一些事情
[00:05:00.040 --> 00:05:06.440]  女的做不來你就叫那些男生幫你的忙去做多好呢
[00:05:06.440 --> 00:05:08.480]  對不對
[00:05:08.480 --> 00:05:11.040]  一些
[00:05:11.560 --> 00:05:17.700]  體力的那種活動了幹活了什麼的就讓那些男生去辛苦吧
[00:05:17.700 --> 00:05:22.580]  還有就是說反正男生都會早一點走
[00:05:22.580 --> 00:05:24.360]  對不對
[00:05:24.360 --> 00:05:27.440]  早點死了就這個意思了
[00:05:27.440 --> 00:05:28.720]  真的
[00:05:28.720 --> 00:05:35.380]  對不對所以上帝創造了我們男跟女是有分別原因是怎麼樣了就是說
[00:05:35.380 --> 00:05:37.160]  我們原來就是說女的
[00:05:37.160 --> 00:05:38.440]  可以
[00:05:38.700 --> 00:05:42.020]  幫助我們做男的男的也可以幫助
[00:05:42.020 --> 00:05:43.300]  一些
[00:05:43.300 --> 00:05:44.080]  女生
[00:05:44.080 --> 00:05:46.640]  這個本來就是上帝
[00:05:46.640 --> 00:05:47.920]  的旨意
[00:05:47.920 --> 00:05:52.260]  我從那個
[00:05:52.260 --> 00:05:54.580]  晚上就看到一個
[00:05:54.580 --> 00:05:59.940]  蠻有意思的就是說其實做男生蠻不錯的
[00:05:59.940 --> 00:06:02.260]  我舉幾個例子
[00:06:02.260 --> 00:06:06.860]  我們男生打電話呢不會超過30秒
[00:06:07.120 --> 00:06:09.420]  30秒鐘已經
[00:06:09.420 --> 00:06:10.960]  已經完畢了
[00:06:10.960 --> 00:06:17.360]  還有呢如果我們去度假的時候有5天的度假我們只需要一個
[00:06:17.360 --> 00:06:22.480]  那個行李箱一個suitcase就夠了
[00:06:22.480 --> 00:06:24.520]  女生可能要多一點
[00:06:24.520 --> 00:06:31.440]  然後呢我們男生拿那個車去修的時候一些修車的那個師傅他們不會騙
[00:06:31.440 --> 00:06:32.200]  我們對不對
[00:06:32.200 --> 00:06:34.760]  What's the problem
[00:06:35.020 --> 00:06:38.600]  對不對女生的話呢很難說
[00:06:38.600 --> 00:06:40.400]  還有呢
[00:06:40.400 --> 00:06:46.020]  如果男生還有那個白白的頭髮啦
[00:06:46.020 --> 00:06:50.880]  臉上面有些皺紋人家就會覺得你真帥
[00:06:50.880 --> 00:06:52.160]  好看
[00:06:52.160 --> 00:06:54.220]  很有性格
[00:06:54.220 --> 00:06:55.240]  還有呢
[00:06:55.240 --> 00:06:57.280]  會說
[00:06:57.280 --> 00:07:03.680]  你到一個party裡面去那裡看到另外一個男生跟你
[00:07:03.940 --> 00:07:05.980]  穿的衣服是一樣的話呢
[00:07:05.980 --> 00:07:07.520]  你會很開心
[00:07:07.520 --> 00:07:12.140]  你可能會跟他就成為一個buddy buddy
[00:07:12.140 --> 00:07:14.440]  如果女生的話呢
[00:07:14.440 --> 00:07:16.220]  可能不一樣
[00:07:16.220 --> 00:07:18.780]  我們說的是
[00:07:18.780 --> 00:07:21.100]  撞衣服啦
[00:07:21.100 --> 00:07:22.380]  就是
[00:07:22.380 --> 00:07:28.780]  穿同樣的衣服的話呢如果是女生的話呢他們可能就是說
[00:07:28.780 --> 00:07:30.060]  晚上
[00:07:30.060 --> 00:07:31.580]  睡不著覺了
[00:07:31.580 --> 00:07:32.620]  OK
[00:07:33.120 --> 00:07:36.960]  還有呢男生的話吃完東西了
[00:07:36.960 --> 00:07:39.020]  打一個寶格
[00:07:39.020 --> 00:07:40.540]  沒問題
[00:07:40.540 --> 00:07:44.140]  就好像是男生應該做的事情
[00:07:44.140 --> 00:07:46.700]  女生就不能夠這樣做
[00:07:46.700 --> 00:07:48.740]  還有呢
[00:07:48.740 --> 00:07:54.120]  我們去洗手間的時候我們不需要一大群的人
[00:07:54.120 --> 00:08:00.000]  那個男生跟我們一起去你很少見到那個男生說我們一起去用洗手間好不好
[00:08:00.000 --> 00:08:01.020]  對不對
[00:08:01.020 --> 00:08:02.820]  但是女生不一樣啊
[00:08:03.580 --> 00:08:05.640]  女生你會說我們一起去吧
[00:08:05.640 --> 00:08:06.660]  就這樣
[00:08:06.660 --> 00:08:12.540]  還有呢男生呢可以呢就是說一年四季
[00:08:12.540 --> 00:08:14.340]  一個包包
[00:08:14.340 --> 00:08:17.140]  一雙鞋子
[00:08:17.140 --> 00:08:19.200]  跟一個顏色
[00:08:19.200 --> 00:08:21.000]  就可以過一年了
[00:08:21.000 --> 00:08:24.580]  女生的包包特別多
[00:08:24.580 --> 00:08:25.860]  對不對
[00:08:25.860 --> 00:08:27.400]  還有呢
[00:08:27.400 --> 00:08:31.740]  如果你的朋友你的哥兒們
[00:08:32.000 --> 00:08:38.140]  忘記了請你去做一些事情啊或者說去開個什麼什麼會
[00:08:38.140 --> 00:08:42.760]  你完全不會介意他仍然是你的朋友
[00:08:42.760 --> 00:08:43.520]  對不對
[00:08:43.520 --> 00:08:45.320]  女生的可能不一樣
[00:08:45.320 --> 00:08:51.200]  如果你的那個朋友如果是一個女生的朋友的話
[00:08:51.200 --> 00:08:55.300]  他忘記請你的話那你會覺得他故意的
[00:08:55.300 --> 00:08:56.060]  對不對
