
[00:00:00.000 --> 00:00:05.080]  基督徒你尤其不應該忘記這四個真理
[00:00:05.080 --> 00:00:08.660]  這是神專門給我們的
[00:00:08.660 --> 00:00:11.220]  第一個是你要記得
[00:00:11.220 --> 00:00:15.020]  我們已經與神和好了
[00:00:15.020 --> 00:00:21.400]  所以我們不再憂鬱 不再煩惱 不再遲疑 不再懷疑
[00:00:21.400 --> 00:00:25.200]  到底神要不要約納我
[00:00:25.200 --> 00:00:29.320]  到底我將來有沒有進天堂等等
[00:00:29.320 --> 00:00:32.700]  各位記得你已經與神和好了
[00:00:32.700 --> 00:00:35.660]  我已經與神和好了
[00:00:35.660 --> 00:00:37.200]  第二點
[00:00:37.200 --> 00:00:39.840]  我們不應該忘記的真理是說
[00:00:39.840 --> 00:00:42.800]  我們已經完全了
[00:00:42.800 --> 00:00:46.000]  雖然我們走在世界上面
[00:00:46.000 --> 00:00:49.840]  腳踏得世俗成熟
[00:00:49.840 --> 00:00:54.480]  就好像晚宴上面耶穌給門徒洗腳
[00:00:54.480 --> 00:00:57.120]  彼得說你就給我全身洗吧
[00:00:57.120 --> 00:00:59.720]  耶穌說 no 你已經洗乾淨了
[00:00:59.720 --> 00:01:01.920]  只不過你在世界上面走
[00:01:01.920 --> 00:01:04.920]  你瞻耳的成熟 洗洗腳就可以了
[00:01:04.920 --> 00:01:06.000]  就乾淨了
[00:01:06.000 --> 00:01:08.220]  所以我們已經完全了
[00:01:08.220 --> 00:01:10.760]  你不要擔心你哪邊不完全
[00:01:10.760 --> 00:01:12.700]  你如果有不完全的地方
[00:01:12.700 --> 00:01:16.200]  你身體有缺陷 身體有病痛
[00:01:16.200 --> 00:01:19.400]  第三點我們永遠不應該忘記的是
[00:01:19.400 --> 00:01:22.540]  我們是神的兒女
[00:01:22.540 --> 00:01:26.280]  我們肉體是人的兒女
[00:01:26.280 --> 00:01:28.540]  但是你想想看
[00:01:28.540 --> 00:01:30.120]  我們的父母
[00:01:30.120 --> 00:01:31.420]  如果你父母還在
[00:01:31.420 --> 00:01:34.020]  真的恭喜你 感謝神
[00:01:34.020 --> 00:01:37.360]  那麼我的父母當然早就走了
[00:01:37.360 --> 00:01:39.060]  是不是
[00:01:39.060 --> 00:01:42.300]  但是我們的天上的父
[00:01:42.300 --> 00:01:43.900]  阿爸父
[00:01:43.900 --> 00:01:47.540]  還有一路保守帶領我們的聖靈
[00:01:47.540 --> 00:01:52.280]  還有一直不斷為我們求的耶穌基督
[00:01:52.280 --> 00:01:54.880]  讓我們做祂的兒女
[00:01:54.880 --> 00:01:59.520]  享受最重要的是祂的遺產
[00:01:59.520 --> 00:02:04.380]  在今生有喜樂 在來世有永生
[00:02:04.380 --> 00:02:08.760]  最後一點我們基督徒永遠不應該忘記的是
[00:02:08.760 --> 00:02:13.300]  沒有什麼能夠使我們與神的愛隔絕的
[00:02:13.300 --> 00:02:17.800]  這四點我特別覺得很有得著
[00:02:17.800 --> 00:02:20.100]  因為我們如果是神的兒女
[00:02:20.100 --> 00:02:24.700]  這四點是非常注意 非常要記得的
[00:02:24.700 --> 00:02:29.540]  第一點就是已經與神和好了
[00:02:29.540 --> 00:02:31.440]  第二點就是我們得以完全
[00:02:31.440 --> 00:02:33.080]  第三點我們是神的兒女
[00:02:33.080 --> 00:02:38.060]  這四點我們不會與神的愛隔絕的
[00:02:38.060 --> 00:02:40.380]  我們不要忘記
[00:02:40.380 --> 00:02:43.320]  因為這是神給我們的命定
[00:02:43.320 --> 00:02:46.020]  我們的生命因為有祂
[00:02:46.020 --> 00:02:49.160]  我們就永遠不會忘記這四點
[00:02:49.160 --> 00:02:50.960]  當然了
[00:02:50.960 --> 00:02:54.800]  即使是我們生命中有許多的疙瘩
[00:02:54.800 --> 00:02:58.140]  譬如說是你今天說了不該說的話
[00:02:58.140 --> 00:03:00.040]  做了不該做的事情
[00:03:00.040 --> 00:03:02.680]  你得罪了神 你得罪了人
[00:03:02.680 --> 00:03:05.980]  或者是說你在某些事情上面
[00:03:05.980 --> 00:03:07.480]  做了不合神心意
[00:03:07.480 --> 00:03:10.960]  但是你永遠不要忘記這四樣事情
[00:03:10.960 --> 00:03:12.920]  你仍然是與神和好
[00:03:12.920 --> 00:03:17.560]  實際上你爸爸媽媽會不會打你屁股啊
[00:03:17.560 --> 00:03:20.860]  會 你媽媽會不會罵你啊
[00:03:20.860 --> 00:03:22.300]  會嘛
[00:03:22.300 --> 00:03:24.400]  但是祂愛不愛你啊
[00:03:24.400 --> 00:03:25.600]  愛
[00:03:25.600 --> 00:03:28.440]  這是天經地義的道理
[00:03:28.440 --> 00:03:31.040]  絕對不可以有一絲懷疑
[00:03:31.040 --> 00:03:32.800]  是不是神不愛我了
[00:03:32.800 --> 00:03:35.640]  那不管你做了什麼事情
[00:03:35.640 --> 00:03:37.040]  祂永遠愛你
[00:03:37.040 --> 00:03:39.720]  但是也不要忘了祂的管教就是了
[00:03:39.720 --> 00:03:40.620]  是不是
[00:03:40.620 --> 00:03:44.980]  因為我們的父母也會管教我們不是嗎
[00:03:44.980 --> 00:03:46.620]  感謝神
[00:03:46.620 --> 00:03:49.760]  我們因著祂我們得以完全
[00:03:49.760 --> 00:03:51.820]  我們原來不是完全
[00:03:51.820 --> 00:03:53.860]  我們每一個人的缺點
[00:03:53.860 --> 00:03:56.100]  你可能加起來都沒有我多
[00:03:56.100 --> 00:04:00.800]  但是我們的生命就是因為
[00:04:00.800 --> 00:04:04.240]  長得越大 年紀越長
[00:04:04.240 --> 00:04:09.040]  那個累積的錯誤 過犯越多
[00:04:09.040 --> 00:04:12.040]  雖然是頻率越來越小
[00:04:12.040 --> 00:04:14.280]  但是這麼加起來的話
[00:04:14.280 --> 00:04:17.420]  如果說神沒有 forgive 跟 forget
[00:04:17.420 --> 00:04:20.380]  祂沒有赦免我們 祂沒有忘記我們
[00:04:20.380 --> 00:04:24.560]  那麼真的是罄竹難書啊
[00:04:24.560 --> 00:04:28.300]  但是神祂選擇 forgive 原諒我們
[00:04:28.300 --> 00:04:30.200]  祂選擇 forget
[00:04:30.200 --> 00:04:32.660]  忘掉我們的罪孽過犯
[00:04:32.660 --> 00:04:35.740]  而祂更不會因為我們有任何的
[00:04:35.740 --> 00:04:37.740]  罪孽過犯缺點
[00:04:37.740 --> 00:04:40.740]  甚至於我們生命有缺陷
[00:04:40.740 --> 00:04:43.000]  甚至於我們身體有殘缺
[00:04:43.000 --> 00:04:46.440]  祂就不把我們當作是兒子女兒
[00:04:47.440 --> 00:04:49.280]  更甚於是
[00:04:49.280 --> 00:04:51.480]  你仔細去看
[00:04:51.480 --> 00:04:53.180]  你家裡面愛
[00:04:53.180 --> 00:04:55.180]  如果你有好幾個小孩
[00:04:55.180 --> 00:04:57.960]  你最愛哪一個小孩啊
[00:04:57.960 --> 00:05:00.620]  最弱的那個
[00:05:00.620 --> 00:05:02.560]  因為不知道為什麼
[00:05:02.560 --> 00:05:05.800]  我相信是我們神造我們的時候
[00:05:05.800 --> 00:05:07.800]  有按照祂的樣子
[00:05:07.800 --> 00:05:10.140]  神憐憫的心
[00:05:10.140 --> 00:05:12.780]  祂對於那個最弱小的小孩子
[00:05:12.780 --> 00:05:16.440]  祂付出最多的愛 是不是
[00:05:16.440 --> 00:05:18.700]  對於那些又蹦又跳 調皮的
[00:05:18.700 --> 00:05:20.280]  有的時候要管教他
[00:05:20.280 --> 00:05:22.580]  但是對於那個弱小的小孩子
[00:05:22.580 --> 00:05:24.580]  神特別的愛他們
[00:05:24.580 --> 00:05:26.420]  就像我們父母一樣
[00:05:26.420 --> 00:05:30.320]  當然我們絕對不會與神的愛割絕
[00:05:30.320 --> 00:05:31.220]  感謝神
[00:05:31.220 --> 00:05:34.220]  我們一下一下來講
[00:05:34.220 --> 00:05:37.760]  為什麼說我們已經與神和好呢
[00:05:37.760 --> 00:05:42.040]  我們不能夠與神和好的原因是什麼呢
[00:05:42.040 --> 00:05:44.200]  因為我們有罪
[00:05:44.200 --> 00:05:46.040]  神是公義的嘛
[00:05:46.040 --> 00:05:50.280]  祂不能忍受你的所有的罪惡過犯
[00:05:50.280 --> 00:05:51.180]  是不是
[00:05:51.180 --> 00:05:54.280]  神是公義聖潔的
[00:05:54.280 --> 00:05:56.780]  但是祂也有憐憫
[00:05:56.780 --> 00:05:58.920]  那祂怎麼辦呢
[00:05:58.920 --> 00:06:03.080]  祂就差祂的兒子耶穌基督降世為人
[00:06:03.080 --> 00:06:04.960]  為贖我們的罪
[00:06:04.960 --> 00:06:07.600]  被釘死在獅子架上
[00:06:07.600 --> 00:06:11.860]  就祂救贖了我們的罪
[00:06:11.860 --> 00:06:14.400]  但是這還只是一半啊
[00:06:14.400 --> 00:06:16.840]  我們被贖了 我們罪被贖了
[00:06:16.840 --> 00:06:18.500]  但是我們死了
[00:06:18.500 --> 00:06:20.680]  死在罪孽過犯中了
[00:06:20.680 --> 00:06:22.900]  但是耶穌的復活
[00:06:22.900 --> 00:06:25.720]  又為我們帶來了復活的盼望
[00:06:25.720 --> 00:06:29.540]  我們因為基督替我們死
[00:06:29.540 --> 00:06:32.120]  我們已經與神和好了
[00:06:32.120 --> 00:06:32.780]  是不是
[00:06:32.780 --> 00:06:35.160]  我們的罪一筆勾銷了
[00:06:35.160 --> 00:06:37.020]  並且我們可以完全
[00:06:37.020 --> 00:06:40.760]  完全地接近我們的天父
[00:06:40.760 --> 00:06:42.620]  當我們接近祂的時候
[00:06:42.620 --> 00:06:44.760]  我們在祂的裡面
[00:06:44.760 --> 00:06:46.960]  通過祂的保血
[00:06:46.960 --> 00:06:49.060]  我們就得到救贖
[00:06:49.060 --> 00:06:50.100]  是不是
[00:06:50.100 --> 00:06:51.500]  因為祂的保血
[00:06:51.500 --> 00:06:54.540]  能夠洗盡我們一切的罪孽過犯
[00:06:54.540 --> 00:06:58.880]  祂的保血能夠遮蓋我們一切的罪過
[00:06:58.880 --> 00:07:00.740]  是不是
[00:07:00.740 --> 00:07:05.280]  那麼祂的恩典真的是盡相一致
[00:07:05.280 --> 00:07:07.660]  從頭到尾 耿古到永遠
[00:07:07.660 --> 00:07:10.380]  祂就是這樣子的愛我們的
[00:07:10.380 --> 00:07:13.820]  哈利路亞 讚美神
[00:07:13.820 --> 00:07:15.720]  我們已經與神和好了
