
[00:00:00.000 --> 00:00:02.000]  大興節目好
[00:00:02.000 --> 00:00:06.000]  今天我們一起在崇拜
[00:00:06.000 --> 00:00:08.000]  我們求主去祝福
[00:00:08.000 --> 00:00:10.000]  首先我們有個禱告
[00:00:10.000 --> 00:00:15.000]  天父多謝你給我們一起的敬拜
[00:00:15.000 --> 00:00:17.000]  我們知道當我們敬拜的時候
[00:00:17.000 --> 00:00:19.000]  榮耀你的名
[00:00:19.000 --> 00:00:21.000]  我們人是有限
[00:00:21.000 --> 00:00:23.000]  我們理當敬拜你
[00:00:23.000 --> 00:00:24.000]  求主你幫助
[00:00:24.000 --> 00:00:26.000]  祈禱奉主耶穌基督的名
[00:00:26.000 --> 00:00:28.000]  阿們
[00:00:28.000 --> 00:00:32.000]  大家都很記得
[00:00:32.000 --> 00:00:34.000]  有部電影叫《鐵達尼號》
[00:00:34.000 --> 00:00:38.000]  這是一個根據歷史的事蹟
[00:00:38.000 --> 00:00:40.000]  當然裡面的愛情故事
[00:00:40.000 --> 00:00:43.000]  我不知道有多少真假
[00:00:43.000 --> 00:00:45.000]  但是無可否認
[00:00:45.000 --> 00:00:49.000]  這個事蹟是為人所驚動
[00:00:49.000 --> 00:00:52.000]  可以說是一個悲劇
[00:00:52.000 --> 00:00:53.000]  在歷史裡面
[00:00:53.000 --> 00:00:55.000]  很多人去看看
[00:00:55.000 --> 00:00:57.000]  究竟有什麼問題
[00:00:57.000 --> 00:00:59.000]  以後怎樣可以小心
[00:00:59.000 --> 00:01:01.000]  避免這場悲劇
[00:01:01.000 --> 00:01:03.000]  這個《鐵達號》
[00:01:03.000 --> 00:01:05.000]  是當時的時代
[00:01:05.000 --> 00:01:08.000]  最大的一隻郵輪
[00:01:08.000 --> 00:01:11.000]  可以載到三千多人
[00:01:11.000 --> 00:01:13.000]  很宏偉
[00:01:13.000 --> 00:01:15.000]  裡面有什麼特別
[00:01:15.000 --> 00:01:18.000]  有齊豪華的設備
[00:01:18.000 --> 00:01:19.000]  有健身室
[00:01:19.000 --> 00:01:20.000]  有游水池
[00:01:20.000 --> 00:01:22.000]  有高級的餐廳
[00:01:22.000 --> 00:01:24.000]  咖啡室等等
[00:01:24.000 --> 00:01:29.000]  進去好像身價都高幾倍
[00:01:29.000 --> 00:01:32.000]  還有這艘船非常安全
[00:01:32.000 --> 00:01:38.000]  因為有一些遙控的墨水艙
[00:01:38.000 --> 00:01:39.000]  那些艙做什麼呢
[00:01:39.000 --> 00:01:41.000]  就是當你如果有意外
[00:01:41.000 --> 00:01:44.000]  有些水打過來這個郵輪的時候
[00:01:44.000 --> 00:01:47.000]  有些門立刻關著墨風
[00:01:47.000 --> 00:01:50.000]  它不會讓水沖到旁邊的艙
[00:01:50.000 --> 00:01:52.000]  非常穩健
[00:01:52.000 --> 00:01:54.000]  所以這個船
[00:01:54.000 --> 00:01:55.000]  他們稱為
[00:01:55.000 --> 00:01:56.000]  那些設計者就說
[00:01:56.000 --> 00:01:58.000]  這個船永遠不會沉
[00:01:58.000 --> 00:02:00.000]  不會沉到的
[00:02:00.000 --> 00:02:02.000]  事實上我們知道
[00:02:02.000 --> 00:02:04.000]  這個歷史的事實告訴我們
[00:02:04.000 --> 00:02:06.000]  並非如此
[00:02:06.000 --> 00:02:10.000]  在1912年4月的時候
[00:02:10.000 --> 00:02:12.000]  就開始這個船第一次啟航
[00:02:12.000 --> 00:02:17.000]  就由這個叫做修咸頓
[00:02:17.000 --> 00:02:19.000]  就是由英國的修咸頓這個市
[00:02:19.000 --> 00:02:23.000]  打算去到紐約
[00:02:23.000 --> 00:02:25.000]  美國的紐約
[00:02:25.000 --> 00:02:27.000]  開始的時候都不錯
[00:02:27.000 --> 00:02:28.000]  走了幾天
[00:02:28.000 --> 00:02:29.000]  有幾天的路程
[00:02:29.000 --> 00:02:32.000]  他們去到北太平洋的地方
[00:02:32.000 --> 00:02:35.000]  我想你都會知道當時發生什麼事
[00:02:35.000 --> 00:02:37.000]  因為看電影都看過
[00:02:37.000 --> 00:02:41.000]  當時已經收到一些警告的信號
[00:02:41.000 --> 00:02:42.000]  就是說旁邊的船
[00:02:42.000 --> 00:02:43.000]  小心啊
[00:02:43.000 --> 00:02:47.000]  這裡有很多冰花流來流去
[00:02:47.000 --> 00:02:49.000]  很大的船長覺得
[00:02:49.000 --> 00:02:50.000]  這些不怕的
[00:02:50.000 --> 00:02:51.000]  其實經常都有的
[00:02:51.000 --> 00:02:53.000]  所以全速前進不要管
[00:02:53.000 --> 00:02:54.000]  繼續去
[00:02:54.000 --> 00:02:57.000]  因為這麼大隻的船
[00:02:57.000 --> 00:03:00.000]  你全速前進是很快的
[00:03:00.000 --> 00:03:01.000]  去得很快
[00:03:01.000 --> 00:03:02.000]  突然間在某個地方
[00:03:02.000 --> 00:03:04.000]  有個船員就看到了
[00:03:04.000 --> 00:03:06.000]  那些瞭望台那些
[00:03:06.000 --> 00:03:09.000]  看到前面有一個冰山在裡面
[00:03:09.000 --> 00:03:11.000]  當時負責的人
[00:03:11.000 --> 00:03:13.000]  就馬上叫快點轉
[00:03:13.000 --> 00:03:16.000]  轉舵快點轉彎
[00:03:16.000 --> 00:03:20.000]  把機器完全相反的行駛
[00:03:20.000 --> 00:03:21.000]  你想像一下
[00:03:21.000 --> 00:03:22.000]  就等於你開車
[00:03:22.000 --> 00:03:24.000]  你快速轉彎
[00:03:24.000 --> 00:03:26.000]  還要向後走
[00:03:26.000 --> 00:03:27.000]  那個引擎
[00:03:27.000 --> 00:03:29.000]  但是都擋不住
[00:03:29.000 --> 00:03:32.000]  因為那個船去得太急了
[00:03:32.000 --> 00:03:33.000]  撞過去
[00:03:33.000 --> 00:03:34.000]  結果撞過去
[00:03:34.000 --> 00:03:35.000]  大家知道發生什麼事
[00:03:35.000 --> 00:03:38.000]  船底裡面就串了洞
[00:03:38.000 --> 00:03:40.000]  然後一直進水
[00:03:40.000 --> 00:03:41.000]  他本來有
[00:03:41.000 --> 00:03:42.000]  剛才我們提到的
[00:03:42.000 --> 00:03:46.000]  那些密門室密門艙
[00:03:46.000 --> 00:03:48.000]  一個艙一個艙滿了水
[00:03:48.000 --> 00:03:50.000]  結果最後
[00:03:50.000 --> 00:03:51.000]  幾個小時之後
[00:03:51.000 --> 00:03:54.000]  就沉沒在太平洋裡面
[00:03:54.000 --> 00:03:56.000]  這個悲劇大家都知道
[00:03:56.000 --> 00:03:58.000]  當然我們今天提到這件事
[00:03:58.000 --> 00:04:00.000]  我們知道是
[00:04:00.000 --> 00:04:02.000]  一個是一手
[00:04:02.000 --> 00:04:05.000]  用人的智慧
[00:04:05.000 --> 00:04:08.000]  聲稱說不會沉的船
[00:04:08.000 --> 00:04:10.000]  誰知道第一次出航
[00:04:10.000 --> 00:04:12.000]  就是最後一次
[00:04:12.000 --> 00:04:13.000]  人的智慧
[00:04:13.000 --> 00:04:15.000]  沒錯是很高
[00:04:15.000 --> 00:04:18.000]  但是人給人的保障
[00:04:18.000 --> 00:04:20.000]  似乎靠不住
[00:04:20.000 --> 00:04:22.000]  如果人將自己的智慧
[00:04:22.000 --> 00:04:24.000]  就是相反
[00:04:24.000 --> 00:04:26.000]  不單止要做一些
[00:04:26.000 --> 00:04:27.000]  豐功偉績
[00:04:27.000 --> 00:04:28.000]  還要敵黨神
[00:04:28.000 --> 00:04:30.000]  這個就更加
[00:04:30.000 --> 00:04:31.000]  造成的慘劇
[00:04:31.000 --> 00:04:34.000]  更加是不可收拾
[00:04:34.000 --> 00:04:36.000]  這次我們
[00:04:36.000 --> 00:04:38.000]  看看這段經文
[00:04:38.000 --> 00:04:41.000]  就是看人類歷史裡面
[00:04:41.000 --> 00:04:42.000]  給我們很重要
[00:04:42.000 --> 00:04:44.000]  因為這段經文
[00:04:44.000 --> 00:04:48.000]  記載了一個災難的事
[00:04:48.000 --> 00:04:49.000]  就是巴別塔
[00:04:49.000 --> 00:04:50.000]  大家很熟悉
[00:04:50.000 --> 00:04:51.000]  巴別塔的事
[00:04:51.000 --> 00:04:53.000]  對我們很有意思
[00:04:53.000 --> 00:04:55.000]  這是人類早期的
[00:04:55.000 --> 00:04:57.000]  遠古史裡面
[00:04:57.000 --> 00:04:59.000]  人類很早期的
[00:04:59.000 --> 00:05:01.000]  發生一件事
[00:05:01.000 --> 00:05:03.000]  也和我們今天非常相關
[00:05:03.000 --> 00:05:05.000]  就是人在那個年代
[00:05:05.000 --> 00:05:08.000]  竟然已經很了不起
[00:05:08.000 --> 00:05:10.000]  科技在那個時代
[00:05:10.000 --> 00:05:12.000]  都非常發達
[00:05:12.000 --> 00:05:14.000]  做到很宏偉的事業
[00:05:14.000 --> 00:05:15.000]  但是
[00:05:15.000 --> 00:05:18.000]  好像我們人很重要
[00:05:18.000 --> 00:05:19.000]  有一件事
[00:05:19.000 --> 00:05:21.000]  就是自高自傲
[00:05:21.000 --> 00:05:23.000]  以為自己可以掌舵
[00:05:23.000 --> 00:05:25.000]  我們就漠視了神的旨意
[00:05:25.000 --> 00:05:27.000]  過我們的生活
[00:05:27.000 --> 00:05:28.000]  並且定立我們一些
[00:05:28.000 --> 00:05:30.000]  違反神心意的目標
[00:05:30.000 --> 00:05:33.000]  這是造成很大的一個災難
[00:05:33.000 --> 00:05:35.000]  或者我們看看這段經文
[00:05:35.000 --> 00:05:37.000]  之前如果我們看到這段
[00:05:37.000 --> 00:05:40.000]  其實是一個很重要的段落
[00:05:40.000 --> 00:05:42.000]  在創世紀一早的時候
[00:05:42.000 --> 00:05:46.000]  神創造人類天地
[00:05:46.000 --> 00:05:48.000]  人類的翅膀
[00:05:48.000 --> 00:05:50.000]  亞當夏娃犯了罪
[00:05:50.000 --> 00:05:52.000]  於是就被趕出樂園
[00:05:52.000 --> 00:05:54.000]  伊甸園裡面
[00:05:54.000 --> 00:05:56.000]  接著很快去到第六章
[00:05:56.000 --> 00:05:58.000]  第六章的時候
[00:05:58.000 --> 00:06:00.000]  人就漠視神的心意
[00:06:00.000 --> 00:06:05.000]  神的兒女跟人的女子去交合
[00:06:05.000 --> 00:06:07.000]  不理神的心意
[00:06:07.000 --> 00:06:09.000]  或者今天我們就說
[00:06:09.000 --> 00:06:11.000]  不同一個信仰
[00:06:11.000 --> 00:06:12.000]  我們仍然是在一起
[00:06:12.000 --> 00:06:14.000]  以至神就離開他們
[00:06:14.000 --> 00:06:17.000]  人已經沒有了敬畏神的心
[00:06:17.000 --> 00:06:19.000]  以至第六章說
[00:06:19.000 --> 00:06:22.000]  人心裡所想的盡都是惡
[00:06:22.000 --> 00:06:24.000]  這個地球
[00:06:24.000 --> 00:06:25.000]  這個世上
[00:06:25.000 --> 00:06:27.000]  是等於地獄一樣
[00:06:27.000 --> 00:06:29.000]  如果繼續這樣下去
[00:06:29.000 --> 00:06:31.000]  根本只會有很大的傷害
[00:06:31.000 --> 00:06:33.000]  以至第六章
[00:06:33.000 --> 00:06:35.000]  紅水的來到
[00:06:35.000 --> 00:06:36.000]  將人類滅絕
[00:06:36.000 --> 00:06:39.000]  但保存了羅亞一家八口
[00:06:39.000 --> 00:06:41.000]  然後
[00:06:41.000 --> 00:06:42.000]  聖經裡面說
[00:06:42.000 --> 00:06:43.000]  羅亞一家八口
[00:06:43.000 --> 00:06:45.000]  就是被神保守
[00:06:45.000 --> 00:06:47.000]  羅亞一出來
[00:06:47.000 --> 00:06:51.000]  這個大的神的刑罰當中
[00:06:51.000 --> 00:06:53.000]  他就敬畏神
[00:06:53.000 --> 00:06:55.000]  神就跟他立了一個約
[00:06:55.000 --> 00:07:00.000]  繼續看第九章的時候
[00:07:00.000 --> 00:07:05.000]  就說到神跟羅亞和他的兒子說
[00:07:05.000 --> 00:07:06.000]  對他們說
[00:07:06.000 --> 00:07:08.000]  你們要生養眾多
[00:07:08.000 --> 00:07:09.000]  遍滿這地
[00:07:09.000 --> 00:07:10.000]  繼續
[00:07:10.000 --> 00:07:12.000]  這個跟創世紀第一章
[00:07:12.000 --> 00:07:13.000]  一章十八節說的
[00:07:13.000 --> 00:07:15.000]  沒有什麼太大的分別
[00:07:15.000 --> 00:07:16.000]  一樣是
[00:07:16.000 --> 00:07:17.000]  生養眾多
[00:07:17.000 --> 00:07:19.000]  遍滿地面
[00:07:19.000 --> 00:07:21.000]  並且在第一章的時候
[00:07:21.000 --> 00:07:24.000]  叫人類治理這地
[00:07:24.000 --> 00:07:26.000]  滿有尊貴的身份
[00:07:26.000 --> 00:07:28.000]  神創造這個世界
[00:07:28.000 --> 00:07:29.000]  有萬物
[00:07:29.000 --> 00:07:30.000]  但是叫人
[00:07:30.000 --> 00:07:32.000]  好像代表他的身份
[00:07:32.000 --> 00:07:33.000]  來治理大地
[00:07:33.000 --> 00:07:35.000]  非常之有一個榮耀
[00:07:35.000 --> 00:07:37.000]  但是來到這一章的時候
[00:07:37.000 --> 00:07:38.000]  我們會看到
[00:07:38.000 --> 00:07:40.000]  是一個人類
[00:07:40.000 --> 00:07:42.000]  就是神很大的恩典
[00:07:42.000 --> 00:07:45.000]  繼續再繁衍在這個世上
[00:07:45.000 --> 00:07:47.000]  但是我們如果看到第十章
[00:07:47.000 --> 00:07:49.000]  上次的經文
[00:07:49.000 --> 00:07:52.000]  是鄭奈特傳道
[00:07:52.000 --> 00:07:54.000]  我們說到這段經文
[00:07:54.000 --> 00:07:55.000]  很有意思
[00:07:55.000 --> 00:07:58.000]  神秘人好像開了一個新的章
[00:07:58.000 --> 00:08:00.000]  一個紀元
[00:08:00.000 --> 00:08:01.000]  一個新的載
[00:08:01.000 --> 00:08:03.000]  一個新機的時候
[00:08:03.000 --> 00:08:05.000]  但是留意當中描寫
[00:08:05.000 --> 00:08:07.000]  是羅亞那三個兒子
[00:08:07.000 --> 00:08:08.000]  閃行華忽
[00:08:08.000 --> 00:08:10.000]  他們各自去
[00:08:10.000 --> 00:08:11.000]  有下一代
[00:08:11.000 --> 00:08:13.000]  接著去到幾代
[00:08:13.000 --> 00:08:14.000]  我們又發覺
[00:08:14.000 --> 00:08:15.000]  這裡就說
[00:08:15.000 --> 00:08:17.000]  他們每一個段落
[00:08:17.000 --> 00:08:19.000]  無論是閃行華忽
[00:08:19.000 --> 00:08:20.000]  都是說到
[00:08:20.000 --> 00:08:22.000]  他們散居各處
[00:08:22.000 --> 00:08:24.000]  有自己的土地
[00:08:24.000 --> 00:08:26.000]  各有各的言語
[00:08:26.000 --> 00:08:28.000]  宗族國家
[00:08:28.000 --> 00:08:30.000]  就是說有國家的形成
[00:08:30.000 --> 00:08:33.000]  為什麼一班的閃行華忽後裔
[00:08:33.000 --> 00:08:34.000]  會變成這樣呢
[00:08:34.000 --> 00:08:36.000]  為什麼會分散了這個國家
[00:08:36.000 --> 00:08:39.000]  不同的言語怎麼形成呢
[00:08:39.000 --> 00:08:42.000]  然後在第25節
[00:08:42.000 --> 00:08:45.000]  說到閃的後裔
[00:08:45.000 --> 00:08:47.000]  大概三四代左右
[00:08:47.000 --> 00:08:48.000]  這裡就說
[00:08:48.000 --> 00:08:50.000]  第25節他說
[00:08:50.000 --> 00:08:51.000]  稀白生了兩個兒子
[00:08:51.000 --> 00:08:53.000]  一個名叫法勒
[00:08:53.000 --> 00:08:56.000]  因為那時人分地居住
[00:08:56.000 --> 00:08:58.000]  這個法勒
[00:08:58.000 --> 00:09:00.000]  名字分開
[00:09:00.000 --> 00:09:02.000]  代表那個時間
[00:09:02.000 --> 00:09:07.000]  是人分地居住
[00:09:07.000 --> 00:09:08.000]  有什麼發生
[00:09:08.000 --> 00:09:10.000]  使得這件事發生呢
[00:09:10.000 --> 00:09:13.000]  使得人分地居住呢
[00:09:13.000 --> 00:09:16.000]  是好事還是不好事呢
[00:09:16.000 --> 00:09:18.000]  我們看看
[00:09:18.000 --> 00:09:19.000]  當然有人的敗壞
[00:09:19.000 --> 00:09:23.000]  當然有神的恩典在當中
[00:09:23.000 --> 00:09:25.000]  這段經文就是解釋
[00:09:25.000 --> 00:09:27.000]  為什麼會有這個局面出現
[00:09:27.000 --> 00:09:28.000]  在第十一章
[00:09:28.000 --> 00:09:29.000]  就是這段的
[00:09:29.000 --> 00:09:31.000]  巴別塔這段的事情
[00:09:31.000 --> 00:09:32.000]  我們就看看
[00:09:32.000 --> 00:09:34.000]  一節到第九節
[00:09:34.000 --> 00:09:35.000]  短短九節的經文
[00:09:35.000 --> 00:09:37.000]  我們或者首先分開
[00:09:37.000 --> 00:09:41.000]  看看人這個時候
[00:09:41.000 --> 00:09:42.000]  羅亞很競拳
[00:09:42.000 --> 00:09:45.000]  但是幾代之後
[00:09:45.000 --> 00:09:47.000]  大概三四代之後
[00:09:47.000 --> 00:09:50.000]  人已經開始覺得自己可以了
[00:09:50.000 --> 00:09:53.000]  我已經有自己的相當本事
[00:09:53.000 --> 00:09:58.000]  我可以脫離神的照顧
[00:09:58.000 --> 00:09:59.000]  我可以自己獨立
[00:09:59.000 --> 00:10:01.000]  我可以自己找我自己的安全
[00:10:01.000 --> 00:10:04.000]  甚至乎我自己的目標
[00:10:04.000 --> 00:10:05.000]  人生的取向
[00:10:05.000 --> 00:10:08.000]  將神的心意完全去漠視
[00:10:08.000 --> 00:10:09.000]  或者我們看一下
[00:10:09.000 --> 00:10:12.000]  第一節到第四節
[00:10:12.000 --> 00:10:15.000]  或者請聽我讀出
[00:10:15.000 --> 00:10:18.000]  那時全地只有一種語言
[00:10:18.000 --> 00:10:20.000]  都說一樣的話
[00:10:20.000 --> 00:10:22.000]  他們向東遷移的時候
[00:10:22.000 --> 00:10:25.000]  再試拿地找到一片平原
[00:10:25.000 --> 00:10:27.000]  就住在那裡
[00:10:27.000 --> 00:10:28.000]  他們彼此商量說
[00:10:28.000 --> 00:10:32.000]  來 讓我們來做磚把磚燒透了
[00:10:32.000 --> 00:10:34.000]  他們就拿磚當石頭
[00:10:34.000 --> 00:10:38.000]  又拿柏油當泥漿
[00:10:38.000 --> 00:10:39.000]  他們說
[00:10:39.000 --> 00:10:42.000]  來 讓我們建造一座城
[00:10:42.000 --> 00:10:43.000]  為一座塔
[00:10:43.000 --> 00:10:45.000]  塔頂通天
[00:10:45.000 --> 00:10:46.000]  我們要為自己立明
[00:10:46.000 --> 00:10:50.000]  免得我們分散在全地面上
[00:10:50.000 --> 00:10:53.000]  這裡就是很簡單四節的經文
[00:10:53.000 --> 00:10:55.000]  就說到當時的人
[00:10:55.000 --> 00:10:56.000]  他在想什麼
[00:10:56.000 --> 00:10:58.000]  他要做什麼
[00:10:58.000 --> 00:11:00.000]  或者當時的情況怎樣
[00:11:00.000 --> 00:11:03.000]  第一和第二節就說
[00:11:03.000 --> 00:11:06.000]  當時全地只有一種語言
[00:11:06.000 --> 00:11:09.000]  當然他們很特別
[00:11:09.000 --> 00:11:12.000]  講到人會創造語言
[00:11:12.000 --> 00:11:15.000]  這個真是很了不起
[00:11:15.000 --> 00:11:18.000]  有一個語言
[00:11:18.000 --> 00:11:19.000]  我們要去
[00:11:19.000 --> 00:11:21.000]  很自然會有一種溝通的方式
[00:11:21.000 --> 00:11:22.000]  當時有一種語言
[00:11:22.000 --> 00:11:24.000]  就有一樣的話
[00:11:24.000 --> 00:11:26.000]  就是說那些字都一樣
[00:11:26.000 --> 00:11:30.000]  因為語言就是由很多個字組成聯繫
