
[00:00:00.000 --> 00:00:04.920]  就是錦珍讓我來到國會的方向
[00:00:04.920 --> 00:00:07.200]  2008年來到這裏的時間
[00:00:07.200 --> 00:00:11.080]  都有機會在你們的樓下打釘球
[00:00:11.080 --> 00:00:17.680]  我和林思齊總督較量過
[00:00:17.680 --> 00:00:20.440]  有幾個人幫我打過釘球的
[00:00:20.440 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:20.480]  有幾個人幫我打過釘球的
[00:00:20.480 --> 00:00:49.480]  我記得和三個人較量過的在樓下的,還有幾個人不在的,都很感恩,我看到你們的時候回想起我以前剛剛信主的時候那間教會叫做大埔浸信會,是龍子受牧師的時代,那間教會都是差不多一百人左右,都是很恩兄的,都是有一個很聰明的師班在那裏,和很好聽的師班,
[00:00:49.480 --> 00:01:09.480]  和我們那時候信課完之後還一起去練詩,但是有一碗雲吞麵給我們吃,所以是免費雲吞麵,吃完之後,然後一起去教會練詩,我不希望今天大家就開始說吃雲吞麵,這裏沒得叫,我們那時候有得叫。
[00:01:09.480 --> 00:01:30.480]  亦都很感恩,讓我來到見到老師,老師娘,其實我們在和諧事業這個事業上,在這個基金會上,是一起服事了有很多年的時間,我想有七年,足足七年的時間,亦都是看到一代一代進展的時間,
[00:01:30.480 --> 00:01:59.480]  透過這個網上聆聽聖經的工程,我們看到由第一年的七萬六千人收看,去到去年是三百一十八萬人,來去收看網上講壇的訊息,見證,輔導,和各類一些的節目,我們為了這個來感恩,因為這個是一個抗衡現今無數一些不健康的東西擺在網上,
[00:01:59.480 --> 00:02:21.480]  荼毒了很多我們青少年的心,但是當我們將這些健康的訊息帶出來的時候,我們見到有人是因為這樣而得著建立,破億的家庭得著重建,一些想自殺的人不自殺,甚至我自己都收到很多的電話,
[00:02:21.480 --> 00:02:44.480]  他說他在大陸的,而且大陸都不是一個近的地方,是去到內蒙,收看我那些節目的時間,他們差點想死,但是因為見到一些的見證,和聽到我的訊息,他不想死下去,所以就開始繼續來聽,
[00:02:44.480 --> 00:03:03.480]  後來有機會接觸一些信律署的同志們,去到罪院,神將他脫胎換骨,改變過來,他說現在一知道有誰不開心,他就傳那些他看過的節目給他娘聽,所以他傳了很多。
[00:03:03.480 --> 00:03:25.480]  第二就是我剛剛在上個星期去了加州,三藩市的時候,我們在那個地方地區委員會的一個主席,他告訴我聽,他說想都想不到,在羅省一個以前中學的同學,竟然有一天給了他一張碟,就是網上給的一張碟,那張碟是什麼呢?
[00:03:25.480 --> 00:03:54.480]  就是講到那關depression,怎樣來抗衡depression,即是抑鬱症,是怎樣在一個抑鬱的裏面能夠脫離出來,他說他聽到我們基金會分區的這位聯絡主席,他的媒婦最近都是有點不舒服,所以他聽了之後,他覺得很好,就拿了一張DVD下來,
[00:03:54.480 --> 00:04:18.480]  然後轉給他,但是他想都沒有想到,原來他正正就是負責這個頻道的一個分區的一個主席。但是這位弟兄李孝良,他跟我說,他說他很感動,因為這位同學斯里華夫是未成熟的,但是他看到網上這個節目的時候,他覺得很有幫助。
[00:04:18.480 --> 00:04:33.480]  但是因為他覺得有幫助,當他聽見他自己的同學斯里華夫都是我的同學,知道他的媒婦有這個需要的時候,他就將這些信息給了下來,然後交給他,叫他拿給他的媒婦來看。
[00:04:33.480 --> 00:04:57.480]  各位觀眾姐妹,我都希望大家在網上看到,看完之後不要只是看,看完之後你會紀念一下在你的親戚,你的朋友,你的鄰舍當中,有沒有一些人都有同類的需要,舉個例子,癌症的需要,抑鬱的需要,心臟病的需要,或者婚姻出現問題的一些需要。
[00:04:57.480 --> 00:05:14.480]  甚至可能去了很久教會,但是現在開始逐步逐步冷淡一些這樣的需要,有沒有呢?如果有的時候,我希望大家你看的時候帶著一個使命去看,以致你將這個信息傳遞出去。
[00:05:14.480 --> 00:05:30.480]  這個是我很想能夠見得到的,我為這個感恩,給羅斯福在當中過去的服侍,能夠逐步逐步更上一層樓,我們見到那個進展,他們是功不可沒的,我們為這個感恩。
[00:05:30.480 --> 00:05:40.480]  我亦都願望他們來周邊的時間,同樣在這一邊,整個加拿大來推動這個侍奉。請大家多多和我們一起做一個祷告。
[00:05:40.480 --> 00:05:52.480]  親愛的主耶穌,多謝你,讓我們今天有機會進入你的話語,來看看你對今天的教會有一個什麼樣的期望。
[00:05:52.480 --> 00:06:07.480]  你是對今天的教會,希望我們怎樣去回應,你本來的使命是什麼?求你帶我去下面的時間,讓講的和聽的,都是因為你的說話被激勵,聽我們祷告。
[00:06:07.480 --> 00:06:10.480]  向耶穌祈禱的面向,阿彌陀佛。
[00:06:10.480 --> 00:06:18.480]  我想大家來看看,今日歐洲和美洲,這些教會的需要。
[00:06:18.480 --> 00:06:35.480]  我去到英國,去到德國,去到瑞典,去瑞典,挪威等地,在華人教會的一些退休會,陪靈會,粉兄會,廣聯會之餘,
[00:06:35.480 --> 00:06:43.480]  我是有很多機會,在逛街的時候,去參觀一下一些以前的教會。
[00:06:43.480 --> 00:07:01.480]  我去到英國的教會,原來很多教堂已經改了做超級市場,英國不是最差,我去到德國的時候,是更加多的教堂,是改了做酒吧,超級市場,夜總會,食肆。
[00:07:01.480 --> 00:07:11.480]  然後有一些甚至被回教徒收購了,成為回教的土地的地方,回教寺。
[00:07:11.480 --> 00:07:24.480]  亦都有不少佛教人,佛教徒,他們去到歐洲這些地方的時候,是因為他們的宗教用途,各個宗明,買了一些教堂,改了要來做佛教寺。
[00:07:24.480 --> 00:07:38.480]  當然我亦都為了其中一些華人教會感恩,他們都買了一些已經差不多要關門的教堂,要來做華人教會聚會。
[00:07:38.480 --> 00:07:43.480]  我們看到這些地方的時候,心裏面非常深刻。
[00:07:43.480 --> 00:07:53.480]  另一方面,我們也看到德國這些地方,本來是宗教國家,宗教復興的時候,這個是發揚地,你可以這樣說。
[00:07:53.480 --> 00:08:04.480]  這個地方曾經帶著整個世界的基督教進入到新的紀元,但是今天更非式地。
[00:08:04.480 --> 00:08:19.480]  再來看看美國,我記得我在美國讀神學的時候,有機會去參觀一個人車兩樣的教堂,亦都是當時風靡一時的叫做水星教堂。
[00:08:19.480 --> 00:08:27.480]  我不知道大家有幾多人有聽過這個水星教堂,聽過的可不可以舉手,去過的舉手好嗎?有幾多人去過?
[00:08:27.480 --> 00:08:40.480]  我記得我去的時候,純粹是抱著一種學習,另一方面就是因為要回香港,我也很想了解一下那些大型的教會他們的人作是怎樣,到底他們怎樣來做。
[00:08:40.480 --> 00:08:50.480]  去到的時候,廈長是一條整個主題公園一樣,然後你進去裡面,直接全部是水晶為你建成一間這樣的教堂。
[00:08:50.480 --> 00:09:01.480]  然後他們最旺盛的時期,一年是一百萬人參加他們的崇拜,是一年裏面一百萬人參加他們的崇拜。
[00:09:01.480 --> 00:09:17.480]  我算一算,平均每個月都是二十多萬人參加他們的崇拜。
[00:09:17.480 --> 00:09:23.480]  另一方面,我去過他們崇拜的地方,我沒有去過,那時候是非常厲害。
[00:09:23.480 --> 00:09:35.480]  Robert Schuler他強調的一樣東西,就是Positive Thinking,是正面可能成功這些東西。
[00:09:35.480 --> 00:09:50.480]  他們的師班是最好的歌手,樂隊是最好的樂手,講見證的人一邊都是明星去獲得講見證,然後講完,他們說一定是將最好的講完放在他們的群組。
[00:09:50.480 --> 00:09:55.480]  那我也曾經問過他,有沒有考慮過萬一你沒空講,那誰教你都這樣。
[00:09:55.480 --> 00:10:06.480]  他說不要緊,他有三個一些reserve的管理員,他不行的時間就打給第二個,第二個都不行就打給第三個,都是一流的管理員在他們的群組。
[00:10:06.480 --> 00:10:19.480]  那當時他鼓勵我們,他們說Empire,你將來要成功,你就要有高的目標,他們說是要將最好的放在你群組。
[00:10:19.480 --> 00:10:32.480]  然後我們去到另外一個不同的地方,這個地方,Crystal Cathedral,如果你現在去的時間,你可以看得見是金飛石飛。
[00:10:32.480 --> 00:10:47.480]  好幾年前,是因為Robert Schuler退了下來,他的兒子接任,但是沒有辦法能夠繼續吸引到我們的迴盪力,人數每況愈下。
[00:10:47.480 --> 00:10:54.480]  所以你看到右手邊,剩下來的是非常鼓鈴鈴的一個場面。
[00:10:54.480 --> 00:11:06.480]  那我們看到的時間,其實心裏面都有很大的一種感觸,就是因為人數少了,第二那些等少了,就是因為支持的那些等,奉獻的等少了。
[00:11:06.480 --> 00:11:26.480]  所以他的兒子就要開支了,明星不要請了,樂手也不要給那麼多了,然後歌詞班不要用一些Omarillion的形式,就是一些廣元費或者什麼的形式來請他們來唱了。
[00:11:26.480 --> 00:11:35.480]  然後有那麼節儉就得那麼節儉了,越節儉,收入就越少,而帶來的結果就是他們一年有二三千,最高紀錄去到四千萬。
[00:11:35.480 --> 00:11:41.480]  就是他們要將整間教堂賣了給天主教會。
[00:11:41.480 --> 00:11:48.480]  我都給大家知道,現在他們在用的地方是租天主教會來給他們做崇拜。
[00:11:48.480 --> 00:11:59.480]  另一個地方,是我讀神學的時候,一個最吸引我其中一間的教會,就是Diaries First Baptist Church,第一浸信會。
[00:11:59.480 --> 00:12:10.480]  因為當時他們的主任牧師是非常有遠見的,他的遠見不單是發展教會,而且是發展神學院。
[00:12:10.480 --> 00:12:23.480]  但是他仍然是有一個理念,這個理念就是必須要將最好的講話放在講壇上面。
[00:12:23.480 --> 00:12:35.480]  所以他的講壇是不開放的,由頭到尾都是他講,不然就是第二把教會的人去講,或者請他講的都是全球著名的講員。
