
[00:00:00.000 --> 00:00:02.000]  各位弟子平安
[00:00:02.000 --> 00:00:06.000]  我想問問大家
[00:00:06.000 --> 00:00:08.000]  有沒有聽過「拉牛上樹」
[00:00:08.000 --> 00:00:10.000]  聽過吧
[00:00:10.000 --> 00:00:12.000]  「牛唔飲水唔撳低牛頭低」呢
[00:00:12.000 --> 00:00:14.000]  都聽過吧
[00:00:14.000 --> 00:00:16.000]  為什麼
[00:00:16.000 --> 00:00:18.000]  是不是說這個人
[00:00:18.000 --> 00:00:20.000]  如果他沒有心的說話
[00:00:20.000 --> 00:00:22.000]  你逼他做只會徒勞無功
[00:00:22.000 --> 00:00:24.000]  我有一個朋友
[00:00:24.000 --> 00:00:26.000]  他教中學的
[00:00:26.000 --> 00:00:28.000]  他說現在的學生沒有學習的動機
[00:00:28.000 --> 00:00:30.000]  緊張他們讀書的
[00:00:30.000 --> 00:00:32.000]  是他們的父母
[00:00:32.000 --> 00:00:34.000]  是他們的老師
[00:00:34.000 --> 00:00:36.000]  真是皇帝不急
[00:00:36.000 --> 00:00:38.000]  太監不急
[00:00:38.000 --> 00:00:40.000]  他們說他們的心都不知道去了哪裡
[00:00:40.000 --> 00:00:42.000]  有一句說話是這樣說的
[00:00:42.000 --> 00:00:44.000]  他說神女有心
[00:00:44.000 --> 00:00:46.000]  不過相忘無夢
[00:00:46.000 --> 00:00:48.000]  雖然最後
[00:00:48.000 --> 00:00:50.000]  能夠大家結婚
[00:00:50.000 --> 00:00:52.000]  不過如果
[00:00:52.000 --> 00:00:54.000]  男的心不在婚姻裡
[00:00:54.000 --> 00:00:56.000]  相信
[00:00:56.000 --> 00:00:58.000]  某一個的配偶會覺得滿足
[00:00:58.000 --> 00:01:00.000]  有人說
[00:01:00.000 --> 00:01:02.000]  你怎樣
[00:01:02.000 --> 00:01:04.000]  可以找到真正的自己
[00:01:04.000 --> 00:01:06.000]  只要你跟著你的心去行
[00:01:06.000 --> 00:01:08.000]  就行了
[00:01:08.000 --> 00:01:10.000]  聖經有句這樣說
[00:01:10.000 --> 00:01:12.000]  他說你的財寶在哪裡
[00:01:12.000 --> 00:01:14.000]  你的心都在哪裡
[00:01:14.000 --> 00:01:16.000]  可見當我們了解
[00:01:16.000 --> 00:01:18.000]  我們的心的時候
[00:01:18.000 --> 00:01:20.000]  就能夠了解真正的我們自己
[00:01:20.000 --> 00:01:22.000]  聖經另外有句說話是這樣說的
[00:01:22.000 --> 00:01:24.000]  他說你要保守你的心
[00:01:24.000 --> 00:01:26.000]  勝過保守一切
[00:01:26.000 --> 00:01:28.000]  因為一生的果效
[00:01:28.000 --> 00:01:30.000]  都是由心來發出的
[00:01:30.000 --> 00:01:32.000]  究竟我們將我們的心
[00:01:32.000 --> 00:01:34.000]  放在哪個地方呢
[00:01:34.000 --> 00:01:36.000]  上帝
[00:01:36.000 --> 00:01:38.000]  他跟我們說
[00:01:38.000 --> 00:01:40.000]  他說將心給我
[00:01:40.000 --> 00:01:42.000]  神應許會
[00:01:42.000 --> 00:01:44.000]  供一切我們的需要
[00:01:44.000 --> 00:01:46.000]  給我們
[00:01:46.000 --> 00:01:48.000]  更說會給我們一個豐盛有意的生命
[00:01:48.000 --> 00:01:50.000]  不知道
