
[00:00:00.000 --> 00:00:02.000]  丁姊妹,早晨
[00:00:02.000 --> 00:00:05.000]  願神的恩惠常與你們同在
[00:00:05.000 --> 00:00:11.000]  我仍然是每個月講一卷書
[00:00:11.000 --> 00:00:15.000]  上兩個月我們就講到耶利米書
[00:00:15.000 --> 00:00:18.000]  以及耶利米哀歌
[00:00:18.000 --> 00:00:23.000]  在猶大國亡國前夕
[00:00:23.000 --> 00:00:28.000]  才知耶利米叫人及早要悔改
[00:00:28.000 --> 00:00:30.000]  但人總是不聽
[00:00:30.000 --> 00:00:35.000]  最後巴比倫大軍攻入耶路撒冷
[00:00:35.000 --> 00:00:39.000]  猶大亡國,人民被擄
[00:00:39.000 --> 00:00:46.000]  然後耶利米哀歌描繪亡國時的淒涼
[00:00:46.000 --> 00:00:47.000]  慘不忍睹
[00:00:47.000 --> 00:00:52.000]  今天我們一起看《以西結書》
[00:00:52.000 --> 00:00:57.000]  在猶大亡國前十年
[00:00:57.000 --> 00:01:02.000]  以西結已經被擄到巴比倫
[00:01:02.000 --> 00:01:11.000]  巴比倫擄走了猶大國的約亞根王
[00:01:11.000 --> 00:01:13.000]  作為一個人質
[00:01:13.000 --> 00:01:19.000]  然後立西底加作為一個傀儡王
[00:01:19.000 --> 00:01:30.000]  以西結就是那時和約亞根王被擄走的精英
[00:01:30.000 --> 00:01:34.000]  那些其實是一種人質
[00:01:34.000 --> 00:01:38.000]  他在巴比倫生活
[00:01:38.000 --> 00:01:41.000]  其實是一個奴隸的角色
[00:01:41.000 --> 00:01:44.000]  以西結才知
[00:01:44.000 --> 00:01:52.000]  在巴比倫聽到猶大的難民講述
[00:01:52.000 --> 00:01:58.000]  然後他才知道猶大國已經亡了
[00:01:58.000 --> 00:02:02.000]  先知以西結本身是一個祭司
[00:02:02.000 --> 00:02:04.000]  所以他有兩重身份
[00:02:04.000 --> 00:02:08.000]  他是祭司,也是先知
[00:02:08.000 --> 00:02:10.000]  因為他是祭司
[00:02:10.000 --> 00:02:12.000]  所以他很熟悉聖殿
[00:02:12.000 --> 00:02:18.000]  很熟悉聖殿裡有個致聖鎖
[00:02:18.000 --> 00:02:20.000]  致聖鎖裡有個約櫃
[00:02:20.000 --> 00:02:23.000]  約櫃之上有個私恩座
[00:02:23.000 --> 00:02:26.000]  這個代表上帝的臨在
[00:02:26.000 --> 00:02:28.000]  很熟悉這些
[00:02:28.000 --> 00:02:32.000]  他也很熟悉憲制的禮儀
[00:02:32.000 --> 00:02:34.000]  很重視聖結
[00:02:34.000 --> 00:02:37.000]  如果你有心看《以西結書》
[00:02:37.000 --> 00:02:43.000]  你會發覺《以西結書》跟這些聖殿的東西全部都有關係
[00:02:43.000 --> 00:02:46.000]  譬如在《以西結書》的開頭
[00:02:46.000 --> 00:02:49.000]  先知在巴比倫的地方
[00:02:49.000 --> 00:02:51.000]  他看到一個異象
[00:02:51.000 --> 00:02:52.000]  他看到什麼呢?
[00:02:52.000 --> 00:02:59.000]  他看到能夠飛行移動的私恩座
[00:02:59.000 --> 00:03:03.000]  就是那個約櫃上的蓋
[00:03:03.000 --> 00:03:05.000]  我們叫做私恩座
[00:03:05.000 --> 00:03:08.000]  代表上帝的一個位置
[00:03:08.000 --> 00:03:14.000]  他看到神原來是在巴比倫的上空
[00:03:14.000 --> 00:03:17.000]  坐在那個私恩座上
[00:03:17.000 --> 00:03:19.000]  坐著為皇
[00:03:19.000 --> 00:03:24.000]  他看到上帝在巴比倫的上空掌權
[00:03:24.000 --> 00:03:26.000]  他慢慢體會到
[00:03:26.000 --> 00:03:31.000]  原來耶路撒冷的聖殿雖然被毀滅
[00:03:31.000 --> 00:03:34.000]  但是私恩座仍然存在
[00:03:34.000 --> 00:03:37.000]  還變得會飛
[00:03:37.000 --> 00:03:40.000]  能夠無處不在
[00:03:40.000 --> 00:03:46.000]  原來耶和華不但沒有被巴比倫的神明擊敗
[00:03:46.000 --> 00:03:50.000]  他更是在巴比倫的上空掌權
[00:03:50.000 --> 00:03:56.000]  這些就是由大神學家典型的思考
[00:03:56.000 --> 00:03:58.000]  在絕望的時候
[00:03:58.000 --> 00:04:01.000]  他們不是放棄耶和華
[00:04:01.000 --> 00:04:04.000]  覺得這個神真的沒用了
[00:04:04.000 --> 00:04:09.000]  不如我們轉去拜另外一些人的神明
[00:04:09.000 --> 00:04:11.000]  不如拜巴比倫的神明
[00:04:11.000 --> 00:04:13.000]  他好像比較厲害
[00:04:13.000 --> 00:04:16.000]  由大神學家不會這樣想的
[00:04:16.000 --> 00:04:18.000]  他們在絕望的時候
[00:04:18.000 --> 00:04:22.000]  他反而擴闊他們的神觀
[00:04:22.000 --> 00:04:29.000]  然後他看到耶和華不只是由大地的神
[00:04:29.000 --> 00:04:33.000]  這個耶和華還會跟著他的子民
[00:04:33.000 --> 00:04:37.000]  一起去到巴比倫的地方
[00:04:37.000 --> 00:04:41.000]  然後在那裡他仍然坐著為皇
[00:04:41.000 --> 00:04:43.000]  在艱難裡面
[00:04:43.000 --> 00:04:47.000]  由大神學家不是放棄信仰
[00:04:47.000 --> 00:04:50.000]  而是擴大他們的信仰
[00:04:50.000 --> 00:04:53.000]  使得一些新的信仰觀念
[00:04:53.000 --> 00:04:58.000]  能夠承托起他們去面對當前的逆境
[00:04:58.000 --> 00:05:03.000]  信仰的創造力成為了由大民族
[00:05:03.000 --> 00:05:10.000]  堅毅地面對艱難的一些根據
[00:05:10.000 --> 00:05:14.000]  又是先知又是祭司的以西傑
[00:05:14.000 --> 00:05:19.000]  他用贖罪日的贖罪禮儀
[00:05:19.000 --> 00:05:24.000]  去理解亡國被擄的事件
[00:05:24.000 --> 00:05:27.000]  神學家一定要對當下的事情
[00:05:27.000 --> 00:05:29.000]  有一個神學的解釋
[00:05:29.000 --> 00:05:32.000]  否則一切就會變得沒有意義
[00:05:32.000 --> 00:05:37.000]  沒有意義的話人是會很混亂的
[00:05:37.000 --> 00:05:40.000]  他用贖罪的禮儀
[00:05:40.000 --> 00:05:43.000]  去理解亡國被擄的事件
[00:05:43.000 --> 00:05:47.000]  贖罪日的贖罪禮儀裡面
[00:05:47.000 --> 00:05:51.000]  其實是會用到兩隻公山羊
[00:05:51.000 --> 00:05:55.000]  有一隻公的山羊就會被殺獻為祭
[00:05:55.000 --> 00:05:58.000]  而另外一隻公山羊
[00:05:58.000 --> 00:06:02.000]  大祭司會按守在牠的頭上
[00:06:02.000 --> 00:06:06.000]  然後將人民的罪歸到這隻
[00:06:06.000 --> 00:06:09.000]  我們叫代罪的羊的身上
[00:06:09.000 --> 00:06:15.000]  然後就將牠放生到曠野的地方
[00:06:15.000 --> 00:06:16.000]  牠不會被殺的
[00:06:16.000 --> 00:06:20.000]  在以西傑先知的眼中
[00:06:20.000 --> 00:06:22.000]  其實在亡國的事件裡面
[00:06:22.000 --> 00:06:24.000]  就是有兩批人
[00:06:24.000 --> 00:06:27.000]  有些人是會被殺的
[00:06:27.000 --> 00:06:35.000]  但有些人就會被活活地放生到外地
[00:06:35.000 --> 00:06:37.000]  對於以西傑先知來說
[00:06:37.000 --> 00:06:41.000]  其實這就是一個典型的贖罪祭
[00:06:41.000 --> 00:06:44.000]  為甚麼要獻一個這樣的贖罪祭呢
[00:06:44.000 --> 00:06:47.000]  就是要讓土地和人民
[00:06:47.000 --> 00:06:50.000]  都得到一個完全的潔淨
[00:06:50.000 --> 00:06:53.000]  有個重生的機會
[00:06:53.000 --> 00:06:56.000]  到了以西傑書結尾的部分
[00:06:56.000 --> 00:07:00.000]  先知看到歷史的終極的軟象
[00:07:00.000 --> 00:07:03.000]  就是聖殿的重建
