
[00:00:00.000 --> 00:00:02.800]  那今天是幾號呀?
[00:00:02.800 --> 00:00:04.800]  16號
[00:00:04.800 --> 00:00:06.500]  很重要的日子是嗎?
[00:00:06.500 --> 00:00:08.000]  很特別的日子是嗎?
[00:00:08.000 --> 00:00:10.500]  這一屆香港也有很多很特別的日子
[00:00:10.500 --> 00:00:14.800]  所以在這一篇裏大家看到的題目
[00:00:14.800 --> 00:00:18.500]  《行公義好憐憫》有沒有些熟悉的感覺?
[00:00:18.500 --> 00:00:19.500]  有
[00:00:19.500 --> 00:00:21.000]  為什麼熟悉呢?
[00:00:21.000 --> 00:00:22.500]  給別人認識
[00:00:22.500 --> 00:00:23.500]  是的
[00:00:23.500 --> 00:00:26.000]  那姐妹答得很對
[00:00:26.000 --> 00:00:30.500]  《行公義好憐憫》這一節聖經的內容
[00:00:30.500 --> 00:00:32.500]  是很多人引用的
[00:00:32.500 --> 00:00:34.500]  引用到一個地步
[00:00:34.500 --> 00:00:40.000]  我就想一下用什麼詞句來形容
[00:00:40.000 --> 00:00:44.500]  就好像一些人拜關公那樣
[00:00:44.500 --> 00:00:48.500]  有沒有知道拜關公就是做警察的人
[00:00:48.500 --> 00:00:52.000]  在警察局裏面都有一個關公他們會拜的
[00:00:52.000 --> 00:00:53.500]  我們有些姐妹做警察
[00:00:53.500 --> 00:00:55.500]  都告訴我們今天也是這樣的
[00:00:55.500 --> 00:01:01.000]  在很多的電視、電影裏面
[00:01:01.000 --> 00:01:02.000]  我們都知道
[00:01:02.000 --> 00:01:06.000]  那些黑社會的堂口、總部
[00:01:06.000 --> 00:01:08.000]  都拜關公的
[00:01:08.000 --> 00:01:11.000]  那為什麼警察又拜關公
[00:01:11.000 --> 00:01:13.000]  黑社會又拜關公
[00:01:13.000 --> 00:01:15.000]  那關公幫誰呢?
[00:01:15.000 --> 00:01:17.500]  關公被這樣敬拜
[00:01:17.500 --> 00:01:19.000]  就到了一個地步
[00:01:19.000 --> 00:01:21.000]  就是什麼人都拜
[00:01:21.000 --> 00:01:25.500]  差不多《行公義好憐憫》這一節聖經
[00:01:25.500 --> 00:01:27.000]  就什麼人都引用
[00:01:27.000 --> 00:01:30.000]  無論他想做什麼
[00:01:30.000 --> 00:01:32.000]  他覺得自己很適合別人不適合
[00:01:32.000 --> 00:01:33.500]  他就拿出來說
[00:01:33.500 --> 00:01:35.000]  《行公義好憐憫》
[00:01:35.000 --> 00:01:36.000]  到了一個地步
[00:01:36.000 --> 00:01:38.000]  每個人都說
[00:01:38.000 --> 00:01:39.500]  無論他是信徒也說
[00:01:39.500 --> 00:01:41.500]  不是信徒都會說
[00:01:41.500 --> 00:01:43.000]  用了這一節聖經
[00:01:43.000 --> 00:01:46.500]  就似乎將很多要做的事情
[00:01:46.500 --> 00:01:49.000]  變成了很正確
[00:01:49.000 --> 00:01:51.000]  到了一個地步太多人引用
[00:01:51.000 --> 00:01:53.000]  所以我今天又用這條題目
[00:01:53.000 --> 00:01:56.000]  我的內容的說法
[00:01:56.000 --> 00:01:58.000]  讓大家聽下去
[00:01:58.000 --> 00:02:02.500]  這節聖經是來自尼加書六章八節的
[00:02:02.500 --> 00:02:05.000]  我們都看看尼加書六章八節
[00:02:05.000 --> 00:02:06.000]  其實是怎麼說的
[00:02:06.000 --> 00:02:18.000]  尼加書六章八節
[00:02:18.000 --> 00:02:19.000]  我們讀一次
[00:02:19.000 --> 00:02:37.500]  這裡《行公義好憐憫》
[00:02:37.500 --> 00:02:39.500]  就在這裡出現
[00:02:39.500 --> 00:02:42.500]  只要你行公義好憐憫
[00:02:42.500 --> 00:02:44.500]  全天庇的心與神同行
[00:02:44.500 --> 00:02:46.500]  這個《行公義好憐憫》
[00:02:46.500 --> 00:02:50.000]  就在這裡
[00:02:50.000 --> 00:02:52.000]  《行公義好憐憫》
[00:02:52.000 --> 00:02:54.500]  我經常讀聖經都提醒大家
[00:02:54.500 --> 00:02:57.000]  讀聖經的時候留意標點符號
[00:02:57.000 --> 00:02:58.500]  那句「完未」
[00:02:58.500 --> 00:03:01.000]  起碼要那句「完」
[00:03:01.000 --> 00:03:02.500]  即是那個語氣
[00:03:02.500 --> 00:03:05.500]  他要傳遞的訊息才完結
[00:03:05.500 --> 00:03:08.000]  最好再看上下文
[00:03:08.000 --> 00:03:10.500]  知道這句話說的時候
[00:03:10.500 --> 00:03:11.500]  前面在說什麼
[00:03:11.500 --> 00:03:12.500]  後面在說什麼
[00:03:12.500 --> 00:03:14.500]  那個訊息就會準確一點
[00:03:14.500 --> 00:03:16.500]  完全一點
[00:03:16.500 --> 00:03:18.500]  正常地我們都是這樣說的
[00:03:18.500 --> 00:03:20.500]  這裡《行公義好憐憫》
[00:03:20.500 --> 00:03:23.500]  我們不能夠只砍了六個字出來
[00:03:23.500 --> 00:03:26.500]  就當它是上方寶劍
[00:03:26.500 --> 00:03:28.500]  我現在行公義好憐憫
[00:03:28.500 --> 00:03:29.500]  不是這樣的
[00:03:29.500 --> 00:03:30.500]  繼續說是什麼
[00:03:30.500 --> 00:03:34.500]  要全天庇的心
[00:03:34.500 --> 00:03:37.500]  我們就要想什麼叫做天庇的心
[00:03:37.500 --> 00:03:40.500]  天庇的相反是什麼
[00:03:40.500 --> 00:03:41.500]  驕傲
[00:03:41.500 --> 00:03:43.500]  驕傲具體的是什麼
[00:03:43.500 --> 00:03:45.500]  具體的是
[00:03:45.500 --> 00:03:46.500]  可以說
[00:03:46.500 --> 00:03:47.500]  我對你不對
[00:03:47.500 --> 00:03:49.500]  我厲害你不厲害
[00:03:49.500 --> 00:03:50.500]  我高一點
[00:03:50.500 --> 00:03:51.500]  你沒我那麼高
[00:03:51.500 --> 00:03:52.500]  我權力大一點
[00:03:52.500 --> 00:03:53.500]  你要聽我說
[00:03:53.500 --> 00:03:55.500]  我最大
[00:03:55.500 --> 00:03:58.500]  那些就近似驕傲
