
[00:00:00.000 --> 00:00:02.000]  好久沒有來到這邊
[00:00:02.000 --> 00:00:04.000]  很久沒有來到這裡
[00:00:04.000 --> 00:00:06.000]  很多的弟兄姐妹也不太認識了
[00:00:06.000 --> 00:00:08.000]  很多弟兄姐妹我也不認識
[00:00:08.000 --> 00:00:12.000]  但是我們仍然要帶來一份小禮物給大家
[00:00:12.000 --> 00:00:14.000]  今天我帶了一份小禮物給大家
[00:00:14.000 --> 00:00:16.000]  就是一張的照片
[00:00:16.000 --> 00:00:18.000]  就是一張的照片
[00:00:18.000 --> 00:00:22.000]  不知道大家有沒有見過這一個照片上的人物
[00:00:22.000 --> 00:00:26.000]  不知道大家有沒有見過照片上這個人呢
[00:00:26.000 --> 00:00:28.000]  有見過的可不可以猜一下他是誰
[00:00:28.000 --> 00:00:32.000]  見過的可不可以猜一下他是誰
[00:00:32.000 --> 00:00:34.000]  你已經很確定就不用猜了對不對
[00:00:34.000 --> 00:00:36.000]  沒有見過的猜一下可以嗎
[00:00:36.000 --> 00:00:40.000]  沒有見過的猜一下他是誰
[00:00:40.000 --> 00:00:44.000]  有難度嗎
[00:00:44.000 --> 00:00:46.000]  好像很有難度
[00:00:46.000 --> 00:00:48.000]  我們孩子也可以
[00:00:48.000 --> 00:00:50.000]  後面的小朋友也可以試一下
[00:00:50.000 --> 00:00:52.000]  你覺得這個人是誰
[00:00:52.000 --> 00:00:54.000]  你又覺得他是誰呢
[00:00:58.000 --> 00:01:02.000]  會不會是聖經裡的人物
[00:01:02.000 --> 00:01:04.000]  會不會是聖經裡的人物
[00:01:04.000 --> 00:01:06.000]  有人點頭了
[00:01:06.000 --> 00:01:10.000]  看上去比較像以前猶太人的樣貌
[00:01:10.000 --> 00:01:12.000]  有人點頭了
[00:01:12.000 --> 00:01:14.000]  像是猶太人的樣貌
[00:01:14.000 --> 00:01:16.000]  會不會是打魚的人
[00:01:16.000 --> 00:01:18.000]  會不會是去打魚的呢
[00:01:18.000 --> 00:01:20.000]  漁夫
[00:01:20.000 --> 00:01:22.000]  會不會像彼得
[00:01:22.000 --> 00:01:24.000]  會不會是彼得呢
[00:01:24.000 --> 00:01:26.000]  有人覺得是
[00:01:26.000 --> 00:01:28.000]  應該說漁夫比較長得粗獷一點
[00:01:28.000 --> 00:01:32.000]  一副長得很粗獷的樣子
[00:01:32.000 --> 00:01:34.000]  應該不會文質彬彬
[00:01:34.000 --> 00:01:36.000]  應該不是文質彬彬那一類
[00:01:36.000 --> 00:01:38.000]  你會不會還會猜
[00:01:38.000 --> 00:01:40.000]  可能是這個書信的作者
[00:01:40.000 --> 00:01:42.000]  會不會是這個書卷的作者呢
[00:01:42.000 --> 00:01:44.000]  起初的作者是誰
[00:01:44.000 --> 00:01:46.000]  啟示錄的作者是誰
[00:01:46.000 --> 00:01:48.000]  使徒約翰對不對
[00:01:48.000 --> 00:01:50.000]  是使徒約翰
[00:01:50.000 --> 00:01:52.000]  會不會是約翰呢
[00:01:52.000 --> 00:01:54.000]  這個會不會是約翰呢
[00:01:54.000 --> 00:01:56.000]  有人會說不不不
[00:01:56.000 --> 00:01:58.000]  約翰應該是神所愛的
[00:01:58.000 --> 00:02:00.000]  主所愛的那個門徒
[00:02:00.000 --> 00:02:02.000]  約翰應該是神所愛的門徒
[00:02:02.000 --> 00:02:04.000]  那個非常好像
[00:02:04.000 --> 00:02:06.000]  溫柔的
[00:02:06.000 --> 00:02:08.000]  躺在主的懷抱裡的那種感覺
[00:02:08.000 --> 00:02:10.000]  應該是很溫柔
[00:02:10.000 --> 00:02:12.000]  躺在神的懷抱裡的
[00:02:12.000 --> 00:02:14.000]  但約翰又有一個名字叫雷子
[00:02:14.000 --> 00:02:16.000]  但約翰又有一個名字叫雷子
[00:02:16.000 --> 00:02:18.000]  很會發怒的
[00:02:18.000 --> 00:02:20.000]  他很容易發怒
[00:02:20.000 --> 00:02:22.000]  究竟是不是呢
[00:02:22.000 --> 00:02:24.000]  現在要開腳
[00:02:24.000 --> 00:02:26.000]  揭曉謎底的時候
[00:02:26.000 --> 00:02:28.000]  我要揭開謎底了
[00:02:28.000 --> 00:02:30.000]  如果我說這個是
[00:02:30.000 --> 00:02:32.000]  2000年前出現在
[00:02:32.000 --> 00:02:34.000]  以色列地方的那一位
[00:02:34.000 --> 00:02:36.000]  道成肉身的耶穌的樣子
[00:02:36.000 --> 00:02:38.000]  你可不可以接受
[00:02:38.000 --> 00:02:40.000]  如果我說這個是2000年
[00:02:40.000 --> 00:02:42.000]  道成肉身是耶穌的樣子
[00:02:42.000 --> 00:02:44.000]  你信不信呢
[00:02:44.000 --> 00:02:46.000]  這個是
[00:02:46.000 --> 00:02:48.000]  現代 按照現代的技術
[00:02:48.000 --> 00:02:50.000]  按照考古學的發現
[00:02:50.000 --> 00:02:52.000]  結合合成的一張
[00:02:52.000 --> 00:02:54.000]  可能近似於
[00:02:54.000 --> 00:02:56.000]  耶穌的圖片
[00:02:56.000 --> 00:02:58.000]  這個是經過考古學
[00:02:58.000 --> 00:03:00.000]  和科技的合成
[00:03:00.000 --> 00:03:02.000]  應該耶穌是
[00:03:02.000 --> 00:03:04.000]  這樣的樣子
[00:03:04.000 --> 00:03:06.000]  有可能2000年前的
[00:03:06.000 --> 00:03:08.000]  耶穌的樣子是這樣的
[00:03:08.000 --> 00:03:10.000]  可能是2000年前
[00:03:10.000 --> 00:03:12.000]  耶穌就是這個樣子
[00:03:12.000 --> 00:03:14.000]  我今天帶過來的目的
[00:03:14.000 --> 00:03:16.000]  不是說我們今天一起來
[00:03:16.000 --> 00:03:18.000]  把耶穌的真正的容貌
[00:03:18.000 --> 00:03:20.000]  帶過來
[00:03:20.000 --> 00:03:22.000]  不是說要把耶穌
[00:03:22.000 --> 00:03:24.000]  真正的樣貌帶給大家
[00:03:24.000 --> 00:03:26.000]  但是我想給大家
[00:03:26.000 --> 00:03:28.000]  一個很直觀的圖片
[00:03:28.000 --> 00:03:30.000]  直觀
[00:03:30.000 --> 00:03:32.000]  一個直觀的
[00:03:32.000 --> 00:03:34.000]  給大家一個直觀
[00:03:34.000 --> 00:03:36.000]  耶穌的樣子
[00:03:36.000 --> 00:03:38.000]  從而引起大家心裡面
[00:03:38.000 --> 00:03:40.000]  一個疑問
[00:03:40.000 --> 00:03:42.000]  或者問自己一個問題
[00:03:42.000 --> 00:03:44.000]  或者你去問自己一個問題
[00:03:44.000 --> 00:03:46.000]  我們所信的這位耶穌
[00:03:46.000 --> 00:03:48.000]  我們所信的這位耶穌
[00:03:48.000 --> 00:03:50.000]  在我們心裡面
[00:03:50.000 --> 00:03:52.000]  在我們的心裡面
[00:03:52.000 --> 00:03:54.000]  對我們來說
[00:03:54.000 --> 00:03:56.000]  究竟有多麼的真實
[00:03:56.000 --> 00:03:58.000]  有多真實呢
[00:03:58.000 --> 00:04:00.000]  我們所信的耶穌
[00:04:00.000 --> 00:04:02.000]  對我們來說
[00:04:02.000 --> 00:04:04.000]  有多真實
[00:04:04.000 --> 00:04:06.000]  這個我們所信的耶穌
[00:04:06.000 --> 00:04:08.000]  到底有多麼的真實
[00:04:08.000 --> 00:04:10.000]  我們帶這樣的問題
[00:04:10.000 --> 00:04:12.000]  來做一個禱告
[00:04:12.000 --> 00:04:14.000]  我們一起帶著這個疑問
[00:04:14.000 --> 00:04:16.000]  我們一起去禱告
[00:04:16.000 --> 00:04:18.000]  親愛的天父
[00:04:18.000 --> 00:04:20.000]  我們打開你的話語
[00:04:20.000 --> 00:04:22.000]  也打開我們的心
[00:04:22.000 --> 00:04:24.000]  也打開我們的心
[00:04:24.000 --> 00:04:26.000]  我們相信你
[00:04:26.000 --> 00:04:28.000]  要藉著你的話
[00:04:28.000 --> 00:04:30.000]  來向我們的心來說話
[00:04:30.000 --> 00:04:32.000]  我們知道你要藉著你的話語
[00:04:32.000 --> 00:04:34.000]  向我們的心去說話
[00:04:34.000 --> 00:04:36.000]  究竟耶穌對我們來說
[00:04:36.000 --> 00:04:38.000]  有多真實
