
[00:00:00.000 --> 00:00:04.440]  正如主席所言,今天我要繼續和大家分享
[00:00:04.440 --> 00:00:09.740]  經文是來自《古羅西書》一章十五至二十三節
[00:00:09.740 --> 00:00:17.040]  講古羅西書,上一次鄭姑娘和我們分享
[00:00:17.040 --> 00:00:19.640]  都一個月左右
[00:00:19.640 --> 00:00:26.320]  所以隔了這麼久,都想和大家簡單複製一下
[00:00:26.320 --> 00:00:33.880]  究竟古羅西書第一章頭半章,大致上是講什麼的
[00:00:33.880 --> 00:00:37.660]  保羅在一開始的時候,頭八節
[00:00:37.660 --> 00:00:42.400]  其實就是向古羅西教會的大仙姊妹來問安
[00:00:42.400 --> 00:00:49.440]  告訴他們,其實是盼望他們能夠繼續成長
[00:00:49.440 --> 00:00:54.220]  可以成為一個健康順途的群體
[00:00:54.220 --> 00:00:57.100]  堅守著福音的盼望
[00:00:57.100 --> 00:01:01.800]  因為周邊的環境,挑戰很多
[00:01:01.800 --> 00:01:05.920]  好了,接著去到第九節到第十二節
[00:01:05.920 --> 00:01:11.960]  就告訴我們,原來在我們的生命當中
[00:01:11.960 --> 00:01:17.720]  要討神的喜悅有很多不同的特徵
[00:01:17.720 --> 00:01:21.400]  繼續去到十二節到第十四節
[00:01:21.400 --> 00:01:26.960]  就再一次提醒我們,其實我們能夠領受救恩
[00:01:26.960 --> 00:01:29.200]  全部都是恩典
[00:01:29.200 --> 00:01:34.900]  這個就是頭半章,大致上講到的東西
[00:01:34.900 --> 00:01:40.880]  好了,今天要和大家從第十五節繼續講下去
[00:01:40.880 --> 00:01:45.080]  在分享這段經文的先,想和大家讀一讀
[00:01:45.080 --> 00:01:51.520]  十五到第二十節,這六節聖經,預備起
[00:01:51.520 --> 00:01:56.040]  愛子前下不能看見之神的像,是守生的
[00:01:56.040 --> 00:01:58.600]  在一切被造的已先
[00:01:58.600 --> 00:02:01.640]  因為萬有都是靠他造的
[00:02:01.640 --> 00:02:07.560]  無論是天上的、地上的、能看見的、不能看見的
[00:02:07.560 --> 00:02:12.280]  或是有為的、主治的、執政的、掌權的
[00:02:12.280 --> 00:02:17.160]  一概都是藉著他造的,又是為他造的
[00:02:17.160 --> 00:02:21.960]  他在萬有之先,萬有也靠他而立
[00:02:21.960 --> 00:02:24.920]  他也是教會全體之首
[00:02:24.920 --> 00:02:29.560]  他是原始,是從死裡首先復生的
[00:02:29.560 --> 00:02:33.120]  是他可以在凡事上居首位
[00:02:33.120 --> 00:02:39.080]  因為父喜歡叫一切的豐盛,在他裡面居住了
[00:02:39.080 --> 00:02:44.720]  既然藉著他在十字架上所流的血,成就了和平
[00:02:44.720 --> 00:02:50.160]  便藉著他叫萬有,無論是地上的、天上的
[00:02:50.160 --> 00:02:52.840]  都與自己和好了
[00:02:52.840 --> 00:03:00.960]  大家讀起這六節聖經,不知道會否覺得很偉大
[00:03:00.960 --> 00:03:09.120]  不少聖經學者將這段落稱為一首詩歌
[00:03:09.120 --> 00:03:12.480]  是眾唱主耶穌基督的一首詩
[00:03:12.480 --> 00:03:18.640]  無論是否,當中提到關於主耶穌的描述
[00:03:18.640 --> 00:03:23.560]  的確是很值得我們仔細去看
[00:03:23.560 --> 00:03:27.000]  有一個江湖傳聞是這樣說的
[00:03:27.000 --> 00:03:36.120]  有一天,達文西差不多完成他那幅非常偉大的畫作
[00:03:36.120 --> 00:03:39.720]  大家知道這幅是甚麼吧?《最後的晚餐》
[00:03:39.720 --> 00:03:46.680]  他差不多畫完後,請了一位朋友來看看
[00:03:46.680 --> 00:03:49.680]  畫得怎樣?給他一些意見吧
[00:03:49.680 --> 00:04:02.480]  這位朋友對他說:「整幅畫,最惹人注目的就是主耶穌前面那隻杯了」
[00:04:02.480 --> 00:04:06.120]  為何他會這樣說?每件事都不提到那隻杯
[00:04:06.120 --> 00:04:09.880]  但達文西聽完後,義話不說
[00:04:09.880 --> 00:04:17.480]  立即拿起一支筆,沾上顏料,然後把整隻杯蓋上
[00:04:17.480 --> 00:04:21.360]  所以你看見前面沒有一隻杯
[00:04:21.360 --> 00:04:26.560]  正因為他體重主耶穌
[00:04:26.560 --> 00:04:31.480]  達文西說:「這幅畫裡沒有任何東西
[00:04:31.480 --> 00:04:36.680]  其實應該比我們的主耶穌更加被人注意
[00:04:36.680 --> 00:04:40.400]  因為主耶穌基督是至高無上
[00:04:40.400 --> 00:04:47.280]  不應該把我們的注意力放到別的地方
[00:04:47.280 --> 00:04:54.280]  我們必須放開我們叫基督得榮耀的東西」
[00:04:54.280 --> 00:04:56.960]  達文西就是這樣回應他
[00:04:56.960 --> 00:05:02.200]  「不過事實上,在我們的生命當中
[00:05:02.200 --> 00:05:06.200]  主耶穌天天都給我們邊緣化」
[00:05:06.200 --> 00:05:12.160]  這是真實的事,通常都不會把他放在第一位
[00:05:12.160 --> 00:05:17.560]  「可能是我們的工作,讀書的可能是考試
[00:05:17.560 --> 00:05:24.760]  或者掛著補習,我們的家庭、個人喜好
[00:05:24.760 --> 00:05:29.760]  甚至小朋友的課外活動」
[00:05:29.760 --> 00:05:36.560]  這些東西其實的排位常常都高過耶穌
[00:05:36.560 --> 00:05:41.320]  所以在以下的經文當中
[00:05:41.320 --> 00:05:44.200]  保羅要告訴我們
[00:05:44.200 --> 00:05:49.360]  為何耶穌基督需要在整個世界
[00:05:49.360 --> 00:05:54.160]  以及我們個人的生命當中居首位
[00:05:54.160 --> 00:05:57.560]  為何他要排在第一位呢?
[00:05:57.560 --> 00:06:01.160]  在我們剛才讀過的15至20節
[00:06:01.160 --> 00:06:02.960]  6節聖經裡
[00:06:02.960 --> 00:06:07.760]  其實我們可以再細分成為兩個小段落
[00:06:07.760 --> 00:06:12.160]  第一個小段落在第15至17節
[00:06:12.160 --> 00:06:19.360]  是說到耶穌基督在創造上的超越性
[00:06:19.360 --> 00:06:21.760]  當時的哥羅西教會
[00:06:21.760 --> 00:06:27.160]  其實是受到一個異端叫「諾斯底主義」的攻擊
[00:06:27.160 --> 00:06:28.560]  簡單來說
[00:06:28.560 --> 00:06:32.960]  「諾斯底主義」其實是一個徹底把宇宙
[00:06:32.960 --> 00:06:37.960]  二元化、二元論的一個學說
[00:06:37.960 --> 00:06:40.960]  他們說物質世界是邪惡的
[00:06:40.960 --> 00:06:44.160]  而靈界是美善的
[00:06:44.160 --> 00:06:48.960]  主耶穌其實如果是有一個肉身
[00:06:48.960 --> 00:06:51.560]  導成了肉身
[00:06:51.560 --> 00:06:54.560]  即是不是神來的
[00:06:54.560 --> 00:06:58.760]  所以保羅在第15節裡這樣說
[00:06:58.760 --> 00:07:01.960]  「愛子是那不能看見之神的像
[00:07:01.960 --> 00:07:06.960]  是守生的在一切被造的」
[00:07:06.960 --> 00:07:11.160]  這裡提到「看見」
[00:07:11.160 --> 00:07:13.760]  其實說的不是眼睛看到
[00:07:13.760 --> 00:07:19.760]  而是說到我們裡面內心的領會、領受
[00:07:19.760 --> 00:07:23.160]  認定什麼我們明白什麼
[00:07:23.160 --> 00:07:27.360]  我聽過不少未信主的人這樣說
[00:07:27.360 --> 00:07:31.360]  可能你未信之前也說過這句話
[00:07:31.360 --> 00:07:33.760]  你叫主耶穌站在那裡給我看
[00:07:33.760 --> 00:07:35.960]  我就相信祂了
[00:07:35.960 --> 00:07:37.160]  有沒有聽過?
[00:07:37.160 --> 00:07:39.760]  或者有沒有說過?
[00:07:39.760 --> 00:07:44.360]  應用耶穌保羅是這樣說的
[00:07:44.360 --> 00:07:47.760]  他說祂是神的像
[00:07:47.760 --> 00:07:51.160]  神的像其實這個形象
[00:07:51.160 --> 00:07:53.960]  當然是對於那個本體
[00:07:53.960 --> 00:07:57.760]  原本那樣東西的一個代表
[00:07:57.760 --> 00:08:02.360]  就是當一個人看見那個形象之後
[00:08:02.360 --> 00:08:05.360]  其實就好像看見那個本體那樣
[00:08:05.360 --> 00:08:08.360]  主耶穌來到世上的目的
[00:08:08.360 --> 00:08:09.560]  就是代表神
[00:08:09.560 --> 00:08:12.960]  要將神彰顯出來
[00:08:12.960 --> 00:08:15.960]  讓福音一章十八節裡這樣說
[00:08:15.960 --> 00:08:17.760]  從來沒有人看見神
[00:08:17.760 --> 00:08:22.960]  只有在父懷裡的獨生子將祂表明出來
[00:08:22.960 --> 00:08:24.560]  我們看不到的
[00:08:24.560 --> 00:08:26.960]  就是靠耶穌了
[00:08:26.960 --> 00:08:28.360]  不過很可惜
[00:08:28.360 --> 00:08:32.360]  人總是覺得自己很聰明的
[00:08:32.360 --> 00:08:34.160]  就為自己尋求
[00:08:34.160 --> 00:08:38.760]  甚至製造一些肉眼看得到的東西
[00:08:38.760 --> 00:08:40.960]  來代表神
[00:08:40.960 --> 00:08:46.160]  這樣的做法其實只是代表著
[00:08:46.160 --> 00:08:50.560]  我們根本就不願意相信耶穌
[00:08:50.560 --> 00:08:54.560]  這是我們心底真正的想法
[00:08:54.560 --> 00:08:58.960]  接著保羅就說是首生的
[00:08:58.960 --> 00:09:00.760]  在古代的時候
[00:09:00.760 --> 00:09:04.960]  首生的長子在這麼多的子女當中
[00:09:04.960 --> 00:09:08.760]  其實是享有一個特殊的地位
[00:09:08.760 --> 00:09:11.560]  我相信大家明白的
[00:09:11.560 --> 00:09:14.960]  所以首生是很獨特的
[00:09:14.960 --> 00:09:17.560]  很重要的
[00:09:17.560 --> 00:09:21.760]  很多古代世界的不同的民族都是這樣看
[00:09:21.760 --> 00:09:24.160]  聖經也是一樣
[00:09:24.160 --> 00:09:26.560]  這裡說耶穌是首生的
[00:09:26.560 --> 00:09:30.760]  表明了祂的尊貴和權柄
[00:09:30.760 --> 00:09:34.360]  祂在一切所有的東西之上
[00:09:34.360 --> 00:09:38.560]  希伯來書一章六節、八節和十三節
[00:09:38.560 --> 00:09:42.960]  其實都有相類似的妙術
[00:09:42.960 --> 00:09:45.960]  第二方面的意思就是
[00:09:45.960 --> 00:09:50.760]  主耶穌是承受萬有的那個
[00:09:50.760 --> 00:09:53.160]  祂是神的後子
[00:09:53.160 --> 00:09:55.760]  羅馬書八章十七節這樣說
[00:09:55.760 --> 00:09:58.160]  既是兒女便是後子
[00:09:58.160 --> 00:10:01.560]  就是神的後子和基督同作後子
[00:10:01.560 --> 00:10:04.360]  如果我們和他一同受苦
[00:10:04.360 --> 00:10:07.160]  也必和他一同得榮耀
[00:10:07.160 --> 00:10:11.160]  如果大家有機會查考一下新約聖經
[00:10:11.160 --> 00:10:16.560]  首生這個描述是出過八次
[00:10:16.560 --> 00:10:17.960]  有五次
[00:10:17.960 --> 00:10:20.960]  就是八次裡面其中五次
[00:10:20.960 --> 00:10:23.160]  其實都是用在
[00:10:23.160 --> 00:10:26.760]  「妙術耶穌作為尼塞亞」
[00:10:26.760 --> 00:10:29.960]  這樣的身份和地位上
[00:10:29.960 --> 00:10:33.960]  所以保羅在說「首生的」
[00:10:33.960 --> 00:10:36.960]  重點不是祂第一個出世
[00:10:36.960 --> 00:10:40.360]  不是在說「時間是罪」
[00:10:40.360 --> 00:10:44.360]  而是在於主耶穌祂那個獨特性
[00:10:44.360 --> 00:10:46.760]  主耶穌和人類萬物
[00:10:46.760 --> 00:10:49.560]  一個最根本的分別
[00:10:49.560 --> 00:10:54.160]  就是因為所有宇宙萬物都是被造
[00:10:54.160 --> 00:11:00.160]  但是主耶穌是在一切被造的異先
[00:11:00.160 --> 00:11:06.360]  我們每一個都是創造得來的結果
[00:11:06.360 --> 00:11:08.760]  接著到了第十六節
[00:11:08.760 --> 00:11:13.360]  開頭有一個「因為」這樣的連接詞
[00:11:13.360 --> 00:11:16.360]  保羅要進一步去解釋
[00:11:16.360 --> 00:11:20.760]  究竟什麼是超越了
[00:11:20.760 --> 00:11:22.560]  他說有原因的
[00:11:22.560 --> 00:11:24.960]  因為萬有都是靠祂造的
[00:11:24.960 --> 00:11:27.160]  無論是天上的、地上的
[00:11:27.160 --> 00:11:29.360]  能看見的、不能看見的
[00:11:29.360 --> 00:11:32.560]  或是有為的、主賜的、執政的、掌權的
[00:11:32.560 --> 00:11:34.960]  一概都是藉著祂造的
[00:11:34.960 --> 00:11:36.960]  又是為祂造的
[00:11:36.960 --> 00:11:40.760]  樂斯大主義有另外第二個說法
[00:11:40.760 --> 00:11:44.360]  就是神和物質世界中間有些東西
[00:11:44.360 --> 00:11:47.960]  有很多不同等級的被造物
[00:11:47.960 --> 00:11:52.960]  天使、耶穌都是被造物之一
[00:11:52.960 --> 00:11:57.160]  天使可能和耶穌你這麼高我這麼大
[00:11:57.160 --> 00:12:00.760]  甚至是比耶穌更高級
[00:12:00.760 --> 00:12:04.560]  這是樂斯大主義的說法
[00:12:04.560 --> 00:12:09.360]  所以保羅要繼續駁斥他們的錯誤
[00:12:09.360 --> 00:12:10.560]  首先保羅說
[00:12:10.560 --> 00:12:15.160]  萬有無論是什麼就是所有東西
[00:12:15.160 --> 00:12:19.160]  所有的被造之物
[00:12:19.160 --> 00:12:23.760]  連同他們所屬乎的屬靈權勢
[00:12:23.760 --> 00:12:27.160]  有為的、主賜的、執政的、掌權的
