
[00:00:00.000 --> 00:00:03.660]  我們今天繼續講雅歌的系列
[00:00:03.660 --> 00:00:06.300]  今天已經講到第四講
[00:00:06.300 --> 00:00:09.060]  第一講是雅歌的介紹
[00:00:09.060 --> 00:00:13.420]  第二講是講到蘇拉密和所羅門王的愛情
[00:00:13.420 --> 00:00:17.300]  第三講就是上一次講到他們兩個人的愛情
[00:00:17.300 --> 00:00:20.900]  他們的感情出現了問題
[00:00:20.900 --> 00:00:23.860]  而今天周長老跟我們講
[00:00:23.860 --> 00:00:27.540]  他會講到他們的婚禮和他們的洞房
[00:00:27.540 --> 00:00:32.780]  其實今天講這篇道理我很希望可以戴着口罩來講
[00:00:32.780 --> 00:00:37.360]  因爲希望大家不會見到我面紅
[00:00:37.360 --> 00:00:44.180]  今天其實的經文是雅歌裏面最中心的一張書
[00:00:44.180 --> 00:00:46.820]  是雅歌的高潮
[00:00:46.820 --> 00:00:49.740]  是講到有性愛的部分
[00:00:49.740 --> 00:00:53.700]  我叫它做《聖經》中美麗的性愛
[00:00:53.700 --> 00:00:59.520]  如果性愛是在正確的範圍合適的時候
[00:00:59.520 --> 00:01:02.140]  是美麗的,是聖潔的
[00:01:02.140 --> 00:01:06.860]  因爲性愛是神所發明
[00:01:06.860 --> 00:01:11.740]  上一次講到所羅門王因爲有公事在身
[00:01:11.740 --> 00:01:15.660]  他要離開蘇拉密去處理這些公事
[00:01:15.660 --> 00:01:19.620]  然後蘇拉密很想念他的未婚夫
[00:01:19.620 --> 00:01:22.820]  他日有所思,夜有所夢
[00:01:22.820 --> 00:01:24.940]  做夢也能做到他
[00:01:24.940 --> 00:01:27.080]  然後在山莊那裏
[00:01:27.080 --> 00:01:33.220]  突然有人在遙遠的曠野裏看到有一條煙柱
[00:01:33.220 --> 00:01:37.700]  這個煙柱和昔日神在曠野
[00:01:37.700 --> 00:01:40.900]  用煙柱雲柱來帶領以色列人
[00:01:40.900 --> 00:01:43.620]  是不同的一個希伯來文
[00:01:43.620 --> 00:01:47.080]  究竟這條煙柱是什麼來的
[00:01:47.080 --> 00:01:51.100]  原來是有一個很尊貴的人坐在一頂橋的上方
[00:01:51.100 --> 00:01:56.420]  在這頂橋前面是燒着末日乳香和香粉
[00:01:56.420 --> 00:01:58.620]  那些香氣就向上升
[00:01:58.620 --> 00:02:01.980]  成爲一條煙柱
[00:02:01.980 --> 00:02:05.740]  山莊裏的人都知道有一個很尊貴的人
[00:02:05.740 --> 00:02:07.700]  向着山莊來
[00:02:07.700 --> 00:02:09.060]  他們都很好奇
[00:02:09.060 --> 00:02:12.620]  希望知道這個究竟是誰
[00:02:12.620 --> 00:02:16.620]  連耶路撒冷的女子就是蘇拉密的好朋友
[00:02:16.620 --> 00:02:20.380]  他們都出去來看究竟是誰
[00:02:20.380 --> 00:02:24.780]  原來這個就是牧羊人回來迎娶蘇拉密
[00:02:24.780 --> 00:02:28.140]  這個牧羊人就是所羅門王
[00:02:28.140 --> 00:02:30.420]  他坐在一頂橋的上方
[00:02:30.420 --> 00:02:34.460]  這頂橋是用尼巴嫩的木材來製造
[00:02:34.460 --> 00:02:36.860]  這頂橋所有的柱子
[00:02:36.860 --> 00:02:40.940]  無論是橫柱還是直柱都是用銀材來製造
[00:02:40.940 --> 00:02:43.100]  橋底是金色製造的
[00:02:43.100 --> 00:02:45.460]  坐展是紫色的
[00:02:45.460 --> 00:02:48.620]  是專門給皇家使用的
[00:02:48.620 --> 00:02:52.420]  其實這頂橋是一張很大的牀
[00:02:52.420 --> 00:02:55.180]  四邊都有六十個勇士
[00:02:55.180 --> 00:02:57.820]  每一個勇士都是佩戴着寶刀
[00:02:57.820 --> 00:03:01.300]  來保護所羅門王
[00:03:01.300 --> 00:03:03.020]  我們曾經說過
[00:03:03.020 --> 00:03:06.420]  猶太人的婚禮是分開五個部分
[00:03:06.420 --> 00:03:13.500]  有訂婚、有迎娶、婚禮、婚宴和洞房
[00:03:13.500 --> 00:03:18.420]  其實猶太人的婚禮和中國人的婚禮很相似
[00:03:18.420 --> 00:03:22.500]  訂婚是父母之命、媒妾之言
[00:03:22.500 --> 00:03:26.500]  但我們見到在所羅門王和舒拉蜜的情形
[00:03:26.500 --> 00:03:28.260]  他們是自由戀愛
[00:03:28.260 --> 00:03:32.620]  在第一章、第二章他們兩個是私定終身
[00:03:32.620 --> 00:03:35.900]  訂婚之後很多時候要嫁很久
[00:03:35.900 --> 00:03:38.820]  新郎纔會來迎娶新娘
[00:03:38.820 --> 00:03:43.140]  現在的確所羅門王回來迎娶舒拉蜜
[00:03:43.140 --> 00:03:47.940]  這個記載在《雅歌》三章六至十一節
[00:03:47.940 --> 00:03:50.420]  其實詩篇的四十五篇
[00:03:50.420 --> 00:03:55.340]  也是一篇有關一個王來迎娶自己的新娘
[00:03:55.340 --> 00:04:01.420]  大家如果有時間可以回來看詩篇的四十五篇
[00:04:01.420 --> 00:04:07.500]  而有一天耶穌基督也會回來迎娶他的新娘、迎娶教會
[00:04:07.500 --> 00:04:14.100]  就是記載在《鐵撒羅尼加前書》的四章十三至十七節
[00:04:14.100 --> 00:04:16.780]  迎娶之後就是婚禮
[00:04:16.780 --> 00:04:21.780]  這個婚禮來證實這對新人是合法的夫妻
[00:04:21.780 --> 00:04:24.260]  接着就是婚宴
[00:04:24.260 --> 00:04:25.740]  如果我們記得的話
[00:04:25.740 --> 00:04:28.540]  耶穌基督在約翰福音第二章
[00:04:28.540 --> 00:04:30.580]  他參加了一個婚宴
[00:04:30.580 --> 00:04:32.580]  這是他媽媽的朋友
[00:04:32.580 --> 00:04:35.900]  他在那裏使水變成酒
[00:04:35.900 --> 00:04:40.140]  但是他自己的婚宴將會在《啓示錄》十九章
[00:04:40.140 --> 00:04:42.660]  就是羔羊的婚宴
[00:04:42.660 --> 00:04:45.860]  在這個婚宴我們全部都是教會
[00:04:45.860 --> 00:04:49.020]  我們都是耶穌基督的新娘子
[00:04:49.020 --> 00:04:52.220]  接着第五個步驟就是洞房
[00:04:52.220 --> 00:04:54.780]  兩個人進入新房
[00:04:54.780 --> 00:04:56.420]  二人成爲一體
[00:04:56.420 --> 00:05:01.740]  就是在《鐵撒羅尼加前書》第四章記載
[00:05:01.740 --> 00:05:05.300]  其實我以前也跟大家說過
[00:05:05.300 --> 00:05:10.220]  羔羊的婚禮和猶太人的婚禮非常相似
[00:05:10.220 --> 00:05:12.620]  一共有五步
[00:05:12.620 --> 00:05:17.060]  這個我在天堂的系列已經跟大家說過
[00:05:17.060 --> 00:05:20.420]  我說過天堂之城新耶路撒冷
[00:05:20.420 --> 00:05:22.020]  就是說過這篇道
[00:05:22.020 --> 00:05:27.660]  究竟羔羊的婚禮和猶太人的婚禮有什麼相似的地方
[00:05:27.660 --> 00:05:29.900]  所以我在這裏不會再重複
[00:05:29.900 --> 00:05:34.380]  如果大家想知道究竟有什麼相似的地方
[00:05:34.380 --> 00:05:39.340]  可以回去聽回那篇道
[00:05:39.340 --> 00:05:42.180]  我們見到所羅門王
[00:05:42.180 --> 00:05:46.140]  來與蘇拉勿舉行婚禮
[00:05:46.140 --> 00:05:50.140]  他是戴着他媽媽爲他做的一頂冠冕
[00:05:50.140 --> 00:05:53.060]  這頂不是他的皇冠
[00:05:53.060 --> 00:05:55.580]  這是新郎所戴的帽子
[00:05:55.580 --> 00:05:57.980]  在古代猶太人的傳統
[00:05:57.980 --> 00:06:01.540]  就是他的媽媽會爲新郎做一頂帽子
[00:06:01.540 --> 00:06:06.140]  是專門在結婚的禮儀上戴的
[00:06:06.140 --> 00:06:11.300]  這個傳統一直到主後七十年才被廢除
[00:06:11.300 --> 00:06:14.420]  究竟主後七十年發生了什麼事
[00:06:14.420 --> 00:06:18.820]  令到猶太人廢了這個傳統
[00:06:18.820 --> 00:06:23.260]  主後七十年就是我們知道羅馬帝國
[00:06:23.260 --> 00:06:26.100]  佔領了征服了猶大國
[00:06:26.100 --> 00:06:29.220]  連聖殿都毀壞了
[00:06:29.220 --> 00:06:31.060]  滅了猶大國
[00:06:31.060 --> 00:06:33.540]  猶太人是痛定思痛
[00:06:33.540 --> 00:06:37.100]  所以廢除了這個傳統
[00:06:37.100 --> 00:06:39.700]  今時今日猶太人結婚的時候
[00:06:39.700 --> 00:06:41.940]  他們都會舉起一隻酒杯
[00:06:41.940 --> 00:06:44.660]  然後將這酒杯打碎
[00:06:44.660 --> 00:06:46.940]  來紀念他們的亡國
[00:06:46.940 --> 00:06:49.620]  紀念他們的聖殿被毀
[00:06:49.620 --> 00:06:52.660]  在人生最開心最快樂的日子
[00:06:52.660 --> 00:06:54.220]  他們結婚的時候
[00:06:54.220 --> 00:06:56.460]  他們都不忘他們的國仇
[00:06:56.460 --> 00:07:01.340]  他們的家恨
[00:07:01.340 --> 00:07:02.980]  我們見到
[00:07:02.980 --> 00:07:07.340]  所羅門王和蘇拉密行完婚禮之後
[00:07:07.340 --> 00:07:10.500]  應該是講到婚宴
[00:07:10.500 --> 00:07:12.900]  其實在《雅歌》的一章
[00:07:12.900 --> 00:07:15.260]  我們已經見到這個婚宴
[00:07:15.260 --> 00:07:18.180]  但是從蘇拉密的觀點
[00:07:18.180 --> 00:07:22.300]  他是想象他和所羅門王舉行婚禮
[00:07:22.300 --> 00:07:25.580]  然後被送入新房是怎樣的情形
[00:07:25.580 --> 00:07:28.260]  《雅歌》的一章十六至十七節
[00:07:28.260 --> 00:07:31.460]  就是他的想象進入新房
[00:07:31.460 --> 00:07:34.740]  所以第一章是蘇拉密見到這個婚禮
[00:07:34.740 --> 00:07:36.180]  從他的觀點
[00:07:36.180 --> 00:07:39.980]  但是第四章是真正舉行婚禮的時候
[00:07:39.980 --> 00:07:42.140]  是所羅門王的觀點
[00:07:42.140 --> 00:07:45.820]  所羅門王怎樣看這個婚禮
[00:07:45.820 --> 00:07:48.940]  其實全章的第四章
[00:07:48.940 --> 00:07:52.500]  都可以說是所羅門王在說話
[00:07:52.500 --> 00:07:54.860]  除了四章六節
[00:07:54.860 --> 00:07:57.940]  等下我們會回來看四章六節
[00:07:57.940 --> 00:08:00.740]  究竟是誰在說話
[00:08:00.740 --> 00:08:03.740]  現代的婚禮我們見到
[00:08:03.740 --> 00:08:05.540]  新娘是主角
[00:08:05.540 --> 00:08:08.220]  個個都喜歡看看新娘美不美
[00:08:08.220 --> 00:08:10.220]  看看她的婚紗美不美
[00:08:10.220 --> 00:08:12.620]  看看她的裝扮美不美
[00:08:12.620 --> 00:08:14.980]  但是所羅門王所注意的是
[00:08:14.980 --> 00:08:17.420]  蘇拉密本身的美麗
[00:08:17.420 --> 00:08:18.580]  不是她的外表
[00:08:18.580 --> 00:08:19.780]  不是她的婚紗
[00:08:19.780 --> 00:08:21.740]  不是她的打扮
[00:08:21.740 --> 00:08:24.700]  在今天的經文第四章
[00:08:24.700 --> 00:08:25.860]  大家會見到
[00:08:25.860 --> 00:08:28.940]  所羅門王是五次讚美蘇拉密
[00:08:28.940 --> 00:08:30.420]  說她美麗
[00:08:30.420 --> 00:08:32.620]  兩次在四章一節
[00:08:32.620 --> 00:08:34.660]  兩次在四章十節
[00:08:34.660 --> 00:08:36.940]  一次在四章七節
[00:08:36.940 --> 00:08:39.660]  就好像有個首尾的結構
[00:08:39.660 --> 00:08:41.060]  四章一節兩次
[00:08:41.060 --> 00:08:42.700]  四章十節兩次
[00:08:42.700 --> 00:08:46.140]  但是中間四章七節是一次
[00:08:46.140 --> 00:08:48.980]  主要的部分就在四章七節
[00:08:48.980 --> 00:08:51.660]  我們等下會回來看這一點
[00:08:51.660 --> 00:08:53.780]  我們見到所羅門王
[00:08:53.780 --> 00:08:55.860]  描述蘇拉密的美麗
[00:08:55.860 --> 00:08:58.020]  頭頭是一般性的美麗
[00:08:58.020 --> 00:09:00.100]  然後慢慢慢慢講到
[00:09:00.100 --> 00:09:01.460]  蘇拉密的特徵
[00:09:01.460 --> 00:09:04.260]  她的美貌
[00:09:04.260 --> 00:09:06.380]  我們見到所羅門王
[00:09:06.380 --> 00:09:09.900]  一開始就是贊蘇拉密的眼睛很美麗
[00:09:09.900 --> 00:09:12.180]  好像甲子一樣
[00:09:12.180 --> 00:09:15.220]  所羅門王透過面紗
[00:09:15.220 --> 00:09:19.060]  都能夠見到蘇拉密的眼睛是很美麗
[00:09:19.060 --> 00:09:22.820]  你說爲什麼洞房帶着面紗做什麼
[00:09:22.820 --> 00:09:27.500]  現在現代的新娘結婚都有面紗
[00:09:27.500 --> 00:09:29.780]  牧師和她證婚之後
[00:09:29.780 --> 00:09:31.020]  打開面紗
[00:09:31.020 --> 00:09:35.140]  新郎就可以和新娘親吻
[00:09:35.140 --> 00:09:39.660]  這是根據古時的傳統習慣
[00:09:39.660 --> 00:09:40.860]  我們見到
[00:09:40.860 --> 00:09:43.060]  就算在古代聖經裏面
[00:09:43.060 --> 00:09:45.940]  當利伯加見到以撒的時候
[00:09:45.940 --> 00:09:47.860]  在《創世紀》的二十四章
[00:09:47.860 --> 00:09:52.300]  他第一件事就是拿個帕紙遮住自己的臉
[00:09:52.300 --> 00:09:54.180]  在《創世紀》的二十九章
[00:09:54.180 --> 00:09:55.420]  我們又見到
[00:09:55.420 --> 00:09:56.580]  雅各
[00:09:56.580 --> 00:09:58.060]  他的寇府拉班
[00:09:58.060 --> 00:10:00.460]  想叫他爲自己做功
[00:10:00.460 --> 00:10:02.020]  就說你做滿七年功
[00:10:02.020 --> 00:10:05.660]  我將我的小女拉結嫁給你
[00:10:05.660 --> 00:10:09.940]  結果洞房花竹之夜是偷龍轉鳳
[00:10:09.940 --> 00:10:12.340]  變了利雅
[00:10:12.340 --> 00:10:15.900]  你說雅各這麼大蒙
[00:10:15.900 --> 00:10:18.380]  被人換了新娘都不知道
[00:10:18.380 --> 00:10:21.780]  猶太人洞房是帶着一個面紗
[00:10:21.780 --> 00:10:23.100]  所以他不能夠知道
[00:10:23.100 --> 00:10:26.740]  原來這個是利雅不是拉結
[00:10:26.740 --> 00:10:33.780]  結果要爲拉班再做多七年的功
[00:10:33.780 --> 00:10:36.980]  所羅門王就形容蘇拉密
[00:10:36.980 --> 00:10:40.180]  說他的頭髮好像山羊
[00:10:40.180 --> 00:10:43.060]  躺臥在基列山旁
[00:10:43.060 --> 00:10:46.780]  我們知道在以色列或者是敘利亞
[00:10:46.780 --> 00:10:49.940]  那些羊大部分都是黑色的
[00:10:49.940 --> 00:10:51.940]  而且他們的毛是很漂亮的
[00:10:51.940 --> 00:10:54.420]  好像絲一樣
[00:10:54.420 --> 00:10:57.300]  說到山羊在基列山旁
[00:10:57.300 --> 00:10:59.660]  基列山是咖啡色
[00:10:59.660 --> 00:11:01.140]  就好像蘇拉密
[00:11:01.140 --> 00:11:04.100]  我們說蘇拉密的皮膚是曬得很黑
[00:11:04.100 --> 00:11:08.980]  因爲他要幫他的哥哥打理葡萄園
[00:11:08.980 --> 00:11:11.860]  說好像山羊在基列山旁
[00:11:11.860 --> 00:11:13.700]  就是說蘇拉密的頭髮
[00:11:13.700 --> 00:11:15.700]  一直由頭部披下來
[00:11:15.700 --> 00:11:19.660]  去到他的肩膀是很漂亮的
[00:11:19.660 --> 00:11:23.700]  其實保羅在哥倫多前書的十一章十五節
[00:11:23.700 --> 00:11:28.500]  也說女士的頭髮是他的榮耀
[00:11:28.500 --> 00:11:31.700]  所羅門王就形容蘇拉密的牙齒
[00:11:31.700 --> 00:11:34.300]  好像綿羊一樣
[00:11:34.300 --> 00:11:39.260]  現在我相信沒有人會形容女人的牙齒好像綿羊一樣
[00:11:39.260 --> 00:11:42.340]  最多說好看得像珍珠一樣
[00:11:42.340 --> 00:11:44.860]  其實綿羊是很雪白的
[00:11:44.860 --> 00:11:47.660]  所以形容牙齒是很雪白
[00:11:47.660 --> 00:11:50.700]  而且上顎和下顎是一對的
[00:11:50.700 --> 00:11:52.700]  是"孖山"的京文話
[00:11:52.700 --> 00:11:56.340]  就是說上顎和下顎的牙齒是配成對的
[00:11:56.340 --> 00:12:00.660]  而是沒有缺少非常整齊
[00:12:00.660 --> 00:12:05.180]  我們知道古代的人不懂得打理自己的牙齒
[00:12:05.180 --> 00:12:09.460]  所以你說沒有少到牙齒是很少有的
[00:12:09.460 --> 00:12:11.940]  蘇拉密有整齊的牙齒
[00:12:11.940 --> 00:12:14.540]  有潔白的牙齒
[00:12:14.540 --> 00:12:21.100]  我們看到一個人牙齒的健康會影響他口腔的氣味
[00:12:21.100 --> 00:12:23.100]  在《雅歌》的七章八節
[00:12:23.100 --> 00:12:24.380]  所羅門王說
[00:12:24.380 --> 00:12:28.460]  你的鼻子的氣味香如蘋果
[00:12:28.460 --> 00:12:32.660]  這裏不是說所羅門王只是聞蘇拉密的鼻子
[00:12:32.660 --> 00:12:35.500]  這裏是說蘇拉密噴出來的氣
[00:12:35.500 --> 00:12:40.380]  是香得像蘋果的氣味一樣
[00:12:40.380 --> 00:12:42.380]  接着京文話
[00:12:42.380 --> 00:12:46.780]  蘇拉密的嘴脣好像一條豬紅色的線一樣
[00:12:46.780 --> 00:12:49.260]  就是說他的嘴脣是很薄很薄
[00:12:49.260 --> 00:12:51.620]  而且他的血氣很好
[00:12:51.620 --> 00:12:53.020]  是豬紅色
[00:12:53.020 --> 00:12:54.860]  非常健康
[00:12:54.860 --> 00:12:59.100]  他的太陽穴好像石樓一樣
[00:12:59.100 --> 00:13:03.180]  這裏不是金庸的武俠小說
[00:13:03.180 --> 00:13:06.700]  金庸的武俠小說就說那些武林高手
