
[00:00:00.000 --> 00:00:02.000]  我們讀一節的聖經
[00:00:02.000 --> 00:00:05.820]  在路加福音第二章十到第十一節
[00:00:05.820 --> 00:00:08.660]  這裡說那天使對他們說不要懼怕
[00:00:08.660 --> 00:00:12.320]  我報給你們大喜的信息是關乎萬民的
[00:00:12.320 --> 00:00:15.360]  因今天在大衛的城裡為你們生了救主
[00:00:15.360 --> 00:00:18.300]  就是主基督
[00:00:18.300 --> 00:00:19.760]  今天是聖誕主日
[00:00:19.760 --> 00:00:22.160]  首先讓我在這裡恭賀大家
[00:00:22.160 --> 00:00:25.640]  聖誕節非常非常非常快樂
[00:00:25.640 --> 00:00:27.000]  Amen
[00:00:27.000 --> 00:00:31.400]  當然今年的聖誕節是一個很不一樣的聖誕節
[00:00:31.400 --> 00:00:35.720]  在加州我們看見疫情是越來越加嚴重
[00:00:35.720 --> 00:00:38.400]  雖然疫苗已經開始可以接種
[00:00:38.400 --> 00:00:41.520]  但是對疫情的這個恐懼
[00:00:41.520 --> 00:00:45.600]  還是深深地籠罩在人的心中
[00:00:45.600 --> 00:00:48.560]  所以少了家人的團聚
[00:00:48.560 --> 00:00:50.560]  少了歡樂的派對
[00:00:50.560 --> 00:00:53.600]  好像今年的聖誕節是沒有什麼理由
[00:00:53.600 --> 00:00:56.800]  可以讓我們歡喜快樂的
[00:00:56.800 --> 00:01:01.520]  但事實上聖誕節之所以讓我們歡喜快樂
[00:01:01.520 --> 00:01:05.120]  從來不是因為我們所處的環境不是嗎?
[00:01:05.120 --> 00:01:06.920]  英文有一句話說得好
[00:01:06.920 --> 00:01:10.820]  Jesus is the reason for the seasons
[00:01:10.820 --> 00:01:16.520]  我們看見耶穌基督才是真正使我們心靈喜樂的源頭
[00:01:16.520 --> 00:01:18.200]  Amen
[00:01:18.200 --> 00:01:22.320]  事實上如果我們回頭看第一個聖誕節
[00:01:22.320 --> 00:01:27.200]  你就發現當時雖然整個環境來講也是很黑暗
[00:01:27.200 --> 00:01:28.920]  也是很艱難
[00:01:28.920 --> 00:01:34.320]  但主耶穌的降生卻帶來極大的歡喜快樂
[00:01:34.320 --> 00:01:38.520]  我們看見當瑪麗亞知道她要從聖靈感孕
[00:01:38.520 --> 00:01:41.720]  生下神的兒子耶穌基督的時候
[00:01:41.720 --> 00:01:47.800]  她心裡就充滿歡喜快樂甚至高聲歌唱
[00:01:47.800 --> 00:01:51.800]  當瑪麗亞把這個消息告訴她的親戚伊莉莎伯的時候
[00:01:51.800 --> 00:01:53.800]  伊莉莎伯也是心中歡喜
[00:01:53.800 --> 00:01:58.720]  甚至她負裡的胎兒的歡喜跳動
[00:01:58.720 --> 00:02:01.120]  在路加福音第二章我們也看見
[00:02:01.120 --> 00:02:04.600]  牧羊人聽見這個消息也是歡喜快樂
[00:02:04.600 --> 00:02:08.200]  天使在高空也高聲歌唱
[00:02:08.200 --> 00:02:13.400]  他們宣告說我報給你們一個大喜的信息是關乎萬民的
[00:02:13.400 --> 00:02:17.600]  因為今天在大衛的城裡為你們生了救主
[00:02:17.600 --> 00:02:19.920]  就是主基督
[00:02:19.920 --> 00:02:22.720]  這裡說這是一個大喜的信息
[00:02:22.720 --> 00:02:26.800]  這個大喜的信息不只是關乎瑪麗亞
[00:02:26.800 --> 00:02:30.200]  這個大喜的信息不只是關乎牧羊人
[00:02:30.200 --> 00:02:34.200]  這個大喜的信息是關乎萬民的
[00:02:34.200 --> 00:02:35.600]  誰是萬民啊?
[00:02:35.600 --> 00:02:37.600]  就是你我嘛
[00:02:37.600 --> 00:02:41.200]  換句話說耶穌基督來到這個世界上
[00:02:41.200 --> 00:02:45.000]  就是要帶給我們極大的喜樂
[00:02:45.000 --> 00:02:46.600]  Amen
[00:02:46.600 --> 00:02:49.520]  那你說我們怎麼樣在聖誕節的時候
[00:02:49.520 --> 00:02:54.200]  能夠經歷到主耶穌聖誕的喜樂呢?
[00:02:54.200 --> 00:02:57.000]  從三方面跟大家分享
[00:02:57.000 --> 00:03:01.800]  第一個我們看見這是一個恢復信心的時刻
[00:03:01.800 --> 00:03:05.200]  這是一個恢復信心的時刻
[00:03:05.200 --> 00:03:07.320]  聖誕節其實是一個
[00:03:07.320 --> 00:03:12.600]  重新要恢復我們對神信心的一個時刻
[00:03:12.600 --> 00:03:15.200]  因為多少時候當我們面對到
[00:03:15.200 --> 00:03:19.000]  人生當中的一些危機跟挫折
[00:03:19.000 --> 00:03:21.000]  就像現在的光景
[00:03:21.000 --> 00:03:26.200]  當我們處在很多時候人生當中的灰心跟失敗的時候
[00:03:26.200 --> 00:03:29.800]  我們很容易就是對神懷疑
[00:03:29.800 --> 00:03:32.800]  而且好像對神失望
[00:03:32.800 --> 00:03:34.800]  但聖誕節的故事
[00:03:34.800 --> 00:03:39.400]  就是要再一次打開我們信心的眼睛
[00:03:39.400 --> 00:03:41.200]  讓我們再次認識到
[00:03:41.200 --> 00:03:44.800]  我們的神是何等偉大奇妙的真神
[00:03:44.800 --> 00:03:46.000]  Amen
[00:03:46.000 --> 00:03:47.800]  首先第一個
[00:03:47.800 --> 00:03:51.400]  我們看見我們的神是為等候他的人行事的神
[00:03:51.400 --> 00:03:52.800]  Hallelujah
[00:03:52.800 --> 00:03:55.800]  我們的神是為等候他的人行事的神
[00:03:55.800 --> 00:03:56.800]  第二個你要知道
[00:03:56.800 --> 00:04:00.800]  聖誕節的故事不是從新約才開始的
[00:04:00.800 --> 00:04:02.800]  早在舊約時代
[00:04:02.800 --> 00:04:07.200]  神多少次透過先知向以色列人預言
[00:04:07.200 --> 00:04:11.200]  因為彌賽亞救主要降生
[00:04:11.200 --> 00:04:15.400]  中間雖然經過多少漫長的黑夜
[00:04:15.400 --> 00:04:18.000]  多少先知我們看見
[00:04:18.000 --> 00:04:21.000]  神的百姓他們引頸仰望
[00:04:21.000 --> 00:04:23.800]  渴望這位彌賽亞救主的降生
[00:04:23.800 --> 00:04:27.200]  但是好像沒有什麼一些跡象
[00:04:27.200 --> 00:04:29.400]  甚至舊約時代過去
[00:04:29.400 --> 00:04:32.000]  我們看見新約時代要來臨
[00:04:32.000 --> 00:04:36.200]  中間有一個兩約之間的四百年
[00:04:36.200 --> 00:04:38.800]  好像神沒有任何啟示
[00:04:38.800 --> 00:04:40.200]  連一句話都沒有說
[00:04:40.200 --> 00:04:43.600]  好像連神都忘記了
[00:04:43.600 --> 00:04:47.800]  但是難道神會忘記祂的應許嗎?
[00:04:47.800 --> 00:04:51.000]  難道神會忘記祂的百姓嗎?
[00:04:51.000 --> 00:04:52.000]  No
[00:04:52.000 --> 00:04:53.800]  神是信使的
[00:04:53.800 --> 00:04:56.200]  神永遠不會忘記祂的應許
[00:04:56.200 --> 00:04:59.200]  神永遠不會忘記祂的百姓
[00:04:59.200 --> 00:05:03.800]  事實上是一直到聖誕夜那天晚上
[00:05:03.800 --> 00:05:05.200]  忽然間
[00:05:05.200 --> 00:05:10.000]  意思就是在人想不到的時候
[00:05:10.000 --> 00:05:18.200]  天使向牧羊人顯現打破了千年以來的一個層級的黑夜
[00:05:18.200 --> 00:05:21.000]  天使宣告說今天
[00:05:21.000 --> 00:05:23.400]  無論過去等了多久
[00:05:23.400 --> 00:05:25.600]  等了多少年
[00:05:25.600 --> 00:05:29.600]  但今天就是神的日子
[00:05:29.600 --> 00:05:33.000]  今天在大衛的城裡
[00:05:33.000 --> 00:05:35.200]  為你們生了救主
[00:05:35.200 --> 00:05:36.800]  就是主基督
[00:05:36.800 --> 00:05:38.000]  哈利路亞
[00:05:38.000 --> 00:05:40.600]  弟兄姊妹,我們看見多少年來
[00:05:40.600 --> 00:05:45.800]  以色列人引頸渴望盼望的救恩
[00:05:45.800 --> 00:05:49.400]  就在聖誕夜那個晚上得以實現
[00:05:49.400 --> 00:05:52.200]  弟兄姊妹,聖誕節就是要告訴我們
[00:05:52.200 --> 00:05:57.000]  我們的神是為等候他的人行事的神
[00:05:57.000 --> 00:05:58.000]  Amen
[00:05:58.000 --> 00:06:01.600]  以色列書第64章第4節講得很清楚
[00:06:01.600 --> 00:06:02.800]  一統來念來
[00:06:02.800 --> 00:06:04.600]  從古以來
[00:06:04.600 --> 00:06:07.000]  人未曾聽見,未曾耳聞
[00:06:07.000 --> 00:06:08.600]  未曾眼見
[00:06:08.600 --> 00:06:10.400]  在你以外
[00:06:10.400 --> 00:06:14.200]  有什麼神為等候他的人行事
[00:06:14.200 --> 00:06:17.200]  換句話說除了我們的神之外
[00:06:17.200 --> 00:06:19.800]  再沒有別的神
[00:06:19.800 --> 00:06:23.600]  像我們的神這樣顧念我們的需要
[00:06:23.600 --> 00:06:26.000]  而且按照他的應許
[00:06:26.000 --> 00:06:27.600]  親自成全在我們身上
[00:06:27.600 --> 00:06:29.600]  哈利路亞
[00:06:29.600 --> 00:06:33.600]  所以弟兄姊妹,如果今天你在等候神
[00:06:33.600 --> 00:06:36.200]  等候神在為你開路
[00:06:36.200 --> 00:06:39.000]  等候神在為你預備
[00:06:39.000 --> 00:06:42.000]  等候神來給你引導
[00:06:42.000 --> 00:06:43.400]  不要灰心
[00:06:43.400 --> 00:06:47.800]  我們的神永遠是在你意想不到的時候
[00:06:47.800 --> 00:06:50.800]  用你意想不到的方式
[00:06:50.800 --> 00:06:53.200]  來為你成就大事的
[00:06:53.200 --> 00:06:54.400]  Amen
[00:06:54.400 --> 00:06:55.400]  那第二
[00:06:55.400 --> 00:06:58.600]  我們的神也是垂聽禱告的神
[00:06:58.600 --> 00:07:00.400]  我們的神是垂聽禱告的神
[00:07:00.400 --> 00:07:01.800]  Amen
[00:07:01.800 --> 00:07:06.800]  弟兄姊,你可知道整個聖誕故事的開始
[00:07:06.800 --> 00:07:12.800]  就是從一個禱告德蒙垂聽的宣告開始的嗎?
