
[00:00:00.000 --> 00:00:01.080]  各位兄弟姐妹平安!
[00:00:01.080 --> 00:00:03.560]  今天這段經文熟不熟悉?
[00:00:03.560 --> 00:00:07.040]  都幾熟悉 應該都聽過
[00:00:07.040 --> 00:00:08.720]  究竟最深印象在哪裏呢?
[00:00:08.720 --> 00:00:14.120]  最熟悉是哪一段經文你覺得最熟悉?
[00:00:14.120 --> 00:00:17.520]  「不要叫小漢你年輕 叫人小漢你年輕」
[00:00:17.520 --> 00:00:19.520]  所以今天最熟悉是這段
[00:00:19.520 --> 00:00:21.040]  「不可叫人小漢你年輕」
[00:00:21.040 --> 00:00:23.680]  跟旁邊那個看一看
[00:00:23.680 --> 00:00:25.760]  「不可叫人小漢你年輕」
[00:00:25.760 --> 00:00:28.120]  「不可叫人小漢你年輕」
[00:00:28.120 --> 00:00:33.600]  「總要在言語、行為、愛心、信心、清潔上
[00:00:33.600 --> 00:00:36.720]  可以作信徒的榜樣」
[00:00:36.720 --> 00:00:39.920]  但不是的 馬太說我不年輕
[00:00:39.920 --> 00:00:43.880]  這句金句可以
[00:00:43.880 --> 00:00:46.400]  我借用一下
[00:00:46.400 --> 00:00:47.960]  其實「fill in the blank」
[00:00:47.960 --> 00:00:49.240]  可以把「年輕」拔走
[00:00:49.240 --> 00:00:51.240]  放了甚麼進去?
[00:00:51.240 --> 00:00:54.000]  「不要叫人小漢你年長」
[00:00:54.000 --> 00:00:55.800]  「不要叫人小漢你年長」
[00:00:55.800 --> 00:00:57.520]  現在再來一次
[00:00:57.520 --> 00:01:00.000]  你見到那個「似年輕就年輕」
[00:01:00.000 --> 00:01:02.000]  「叫年長就叫年長」
[00:01:02.000 --> 00:01:04.000]  再來一次 旁邊看一看
[00:01:04.000 --> 00:01:05.360]  「不可叫人小漢你年輕」
[00:01:05.360 --> 00:01:07.040]  我覺得你是年輕的
[00:01:07.040 --> 00:01:08.800]  糟了
[00:01:08.800 --> 00:01:14.640]  「總要在言語、行為、愛心、信心、清潔上
[00:01:14.640 --> 00:01:16.320]  可以作信徒的榜樣」
[00:01:16.320 --> 00:01:19.200]  無論年輕還是年長我們都可以
[00:01:19.200 --> 00:01:20.640]  「作信徒的榜樣」
[00:01:20.640 --> 00:01:23.240]  為甚麼要這樣說?
[00:01:23.240 --> 00:01:29.160]  因為保羅當然覺得提摩泰不夠信心
[00:01:29.160 --> 00:01:31.960]  覺得自己好像很年輕
[00:01:31.960 --> 00:01:32.960]  被人挑戰
[00:01:32.960 --> 00:01:34.280]  但反過來也是
[00:01:34.280 --> 00:01:37.720]  我經常聽到
[00:01:37.720 --> 00:01:39.920]  「我很老了牧師不要找我」
[00:01:39.920 --> 00:01:40.800]  你有聽過嗎?
[00:01:40.800 --> 00:01:43.040]  通常是二十多歲的人說的
[00:01:43.040 --> 00:01:45.440]  「我很老了牧師找年輕人做吧」
[00:01:45.440 --> 00:01:47.080]  我見到的人都會這樣跟我說
[00:01:47.080 --> 00:01:49.840]  「牧師我很老了找年輕人做吧」
[00:01:49.840 --> 00:01:52.160]  無論你是年輕還是年長
[00:01:52.160 --> 00:01:54.840]  有時候我甚至大膽地說
[00:01:54.840 --> 00:01:57.320]  年長也會這樣說
[00:01:57.320 --> 00:02:04.520]  當然有時候可能是想卸責
[00:02:04.520 --> 00:02:06.360]  「不要找我找別人吧」
[00:02:06.360 --> 00:02:07.480]  「我年輕是年長」
[00:02:07.480 --> 00:02:08.680]  其實根本不關事
[00:02:08.680 --> 00:02:09.240]  再說一次
[00:02:09.240 --> 00:02:10.520]  根本不關事
[00:02:10.520 --> 00:02:13.400]  上帝給我們的才幹恩賜好好運用
[00:02:13.400 --> 00:02:14.600]  總之就不關事
[00:02:14.600 --> 00:02:16.680]  無論你是年輕還是年長
[00:02:16.680 --> 00:02:18.640]  神都可以使用你
[00:02:18.640 --> 00:02:21.040]  因為在愛裡本來有懼怕
[00:02:21.040 --> 00:02:22.160]  害怕是不行的
[00:02:22.160 --> 00:02:24.320]  但我們總不需要害怕
[00:02:24.320 --> 00:02:26.280]  因為在愛裡會有懼怕
[00:02:26.280 --> 00:02:36.320]  愛既完全就把懼怕除掉
[00:02:36.320 --> 00:02:37.840]  所以我們不需要害怕
[00:02:37.840 --> 00:02:39.600]  看魔太有恐懼
[00:02:39.600 --> 00:02:41.240]  其實我們每個人都有少許恐懼
[00:02:41.240 --> 00:02:42.080]  覺得自己不行
[00:02:42.080 --> 00:02:44.120]  覺得自己未準備好
[00:02:44.120 --> 00:02:46.440]  覺得自己有很多軟弱、缺陷限制
[00:02:46.440 --> 00:02:49.400]  但這些軟弱、缺陷限制是真的
[00:02:49.400 --> 00:02:51.400]  再說一次,不是假的,是真的
[00:02:51.400 --> 00:02:52.600]  但不需要害怕
[00:02:52.600 --> 00:02:54.680]  因為我們不恐懼的原因
[00:02:54.680 --> 00:02:56.200]  不是我們厲害
[00:02:56.200 --> 00:02:58.240]  是因為天父的恩典
[00:02:58.240 --> 00:03:01.760]  亦因為我知道天父總是幫我包底
[00:03:01.760 --> 00:03:04.400]  喜歡我有時不一定做得到、做不到
[00:03:04.400 --> 00:03:06.240]  但在跌跌盪盪之中
[00:03:06.240 --> 00:03:08.600]  我都在成長,行嗎?
[00:03:08.600 --> 00:03:10.000]  我們再看一段經文
[00:03:10.000 --> 00:03:11.080]  分兩段
[00:03:11.080 --> 00:03:12.440]  第一段我會這樣分
[00:03:12.440 --> 00:03:15.920]  第十四節打到後是一個段落
[00:03:15.920 --> 00:03:19.440]  第十一到十三節是一個段落
[00:03:19.440 --> 00:03:21.120]  我先說後面那一段
[00:03:21.120 --> 00:03:23.560]  「不要輕忽你所得的恩賜
[00:03:23.560 --> 00:03:25.720]  就是從前藉著預言
[00:03:25.720 --> 00:03:29.360]  在眾長老按手的時候賜給你的」
[00:03:29.360 --> 00:03:33.440]  整件事就好像按手會有些恩賜
[00:03:33.440 --> 00:03:36.560]  其實反過來看還是比較合適
[00:03:36.560 --> 00:03:37.680]  甚麼意思呢?
[00:03:37.680 --> 00:03:39.640]  是一個confirmation的過程
[00:03:39.640 --> 00:03:42.280]  眾長老confirm你的恩賜
[00:03:42.280 --> 00:03:45.280]  按手是一個confirmation的過程
[00:03:45.280 --> 00:03:46.520]  此處是甚麼呢?
[00:03:46.520 --> 00:03:51.120]  此處是我們去年安納了陳偉全牧師
[00:03:51.120 --> 00:03:52.440]  他安納的時候
[00:03:52.440 --> 00:03:55.000]  不是說那時候我們安納他,他才是牧師
[00:03:55.000 --> 00:03:56.160]  其實他安納的時候
[00:03:56.160 --> 00:03:59.480]  是我們經過執事、經過弟兄姊妹
[00:03:59.480 --> 00:04:02.360]  經過我們博導會審核完之後
[00:04:02.360 --> 00:04:05.640]  confirm他是有牧者的恩賜
[00:04:05.640 --> 00:04:07.520]  亦都是有職份、位份
[00:04:07.520 --> 00:04:09.200]  他亦都是承擔的時候
[00:04:09.200 --> 00:04:11.320]  我們confirm上帝對他的呼召
[00:04:11.320 --> 00:04:13.080]  他的實踐和認同,行嗎?
[00:04:13.080 --> 00:04:15.320]  那是confirmation,按手那一刻
[00:04:15.320 --> 00:04:17.120]  是一個confirmation
[00:04:17.120 --> 00:04:19.720]  他一向都是神的僕人
[00:04:19.720 --> 00:04:22.000]  一向都是牧者,行嗎?
[00:04:22.000 --> 00:04:24.320]  所以那是一個confirmation的過程
[00:04:24.320 --> 00:04:26.480]  所以不要輕忽神要給我一些恩賜
[00:04:26.480 --> 00:04:28.720]  首先第一件事,今天我想跟你說
[00:04:28.720 --> 00:04:30.640]  各個弟兄姊妹
[00:04:30.640 --> 00:04:32.400]  神都賜下我們有恩賜的
[00:04:32.400 --> 00:04:34.320]  不過我們亦都藉著
[00:04:34.320 --> 00:04:37.040]  弟兄姊妹或者在信徒群體當中
[00:04:37.040 --> 00:04:39.040]  給一個confirmation
[00:04:39.040 --> 00:04:41.600]  我們confirm上帝已經給了我們恩賜
[00:04:41.600 --> 00:04:44.960]  好好運用,不要輕忽神所給我們的恩賜
[00:04:44.960 --> 00:04:46.080]  我們要怎樣做呢?
[00:04:46.080 --> 00:04:48.440]  首先這件事要因勤去做
[00:04:48.440 --> 00:04:51.120]  專心,使眾人看出我們做了甚麼
[00:04:51.120 --> 00:04:53.000]  我們可以看著自己是有進步的
[00:04:53.000 --> 00:04:54.400]  慢慢逐步逐步去看
[00:04:54.400 --> 00:04:56.240]  而且因勤、專心
[00:04:56.240 --> 00:04:59.040]  然後要謹慎自己和自己的教訓
[00:04:59.040 --> 00:05:01.640]  即是我們實踐自己所做的
[00:05:01.640 --> 00:05:02.440]  去侍奉的話
[00:05:02.440 --> 00:05:04.080]  在這件事上有恆心
[00:05:04.080 --> 00:05:06.120]  這樣恆又能救自己
[00:05:06.120 --> 00:05:07.760]  又能救聽你的人
[00:05:07.760 --> 00:05:08.880]  兩樣都救
[00:05:08.880 --> 00:05:10.680]  自己也救聽你的人
[00:05:10.680 --> 00:05:12.320]  所以是兩個部份來救的
[00:05:12.320 --> 00:05:14.320]  既是我們侍奉神
[00:05:14.320 --> 00:05:16.320]  或者我們在侍奉過程當中
[00:05:16.320 --> 00:05:19.360]  除了幫助弟兄姊妹之外
[00:05:19.360 --> 00:05:20.640]  還幫了誰呢?
[00:05:20.640 --> 00:05:21.640]  是自己
[00:05:21.640 --> 00:05:23.080]  第一是幫自己
[00:05:23.080 --> 00:05:24.920]  也幫了聽我們的人
[00:05:24.920 --> 00:05:26.760]  我們一起去承載、一起去幫
[00:05:26.760 --> 00:05:27.840]  即是怎樣呢?
[00:05:27.840 --> 00:05:29.600]  牧師今天先講兩個故事
[00:05:29.600 --> 00:05:30.720]  第一個故事是甚麼呢?
[00:05:30.720 --> 00:05:32.440]  在我成長的年代
[00:05:32.440 --> 00:05:33.760]  還要多講一件事
[00:05:33.760 --> 00:05:35.880]  有時我們去運用恩賜
[00:05:35.880 --> 00:05:37.360]  或者我們使用恩賜的時候
[00:05:37.360 --> 00:05:41.240]  不多不少跟財幹是分不開的
[00:05:41.240 --> 00:05:44.360]  財幹和恩賜有時是分不開的
[00:05:44.360 --> 00:05:48.360]  當然我們聽自小教導都是說
[00:05:48.360 --> 00:05:50.560]  侍奉教會那些就是恩賜
[00:05:50.560 --> 00:05:52.640]  你在外面打工那些就是財幹
[00:05:52.640 --> 00:05:54.360]  即是你服侍教會
[00:05:54.360 --> 00:05:56.360]  建立教會、弟兄姊妹那些就是恩賜
[00:05:56.360 --> 00:05:58.520]  有時就是interchangeable
[00:05:58.520 --> 00:06:00.040]  即是不能夠完全
[00:06:00.040 --> 00:06:01.240]  舉個例
[00:06:01.240 --> 00:06:02.360]  我成長的時候
[00:06:02.360 --> 00:06:03.440]  有一位uncle
[00:06:03.440 --> 00:06:05.160]  即是我是小朋友的時候
[00:06:05.160 --> 00:06:06.240]  他已經是uncle了
[00:06:06.240 --> 00:06:09.160]  他一說你就是高級評說主任
[00:06:09.160 --> 00:06:09.960]  厲害嗎?
[00:06:09.960 --> 00:06:10.960]  accountant那些
[00:06:10.960 --> 00:06:11.640]  厲害嗎?
[00:06:11.640 --> 00:06:12.520]  真的厲害
[00:06:12.520 --> 00:06:13.960]  高級評說主任就不是一般
[00:06:13.960 --> 00:06:15.840]  高級評說主任很仰慕這些人
[00:06:15.840 --> 00:06:16.800]  真是厲害
[00:06:16.800 --> 00:06:18.600]  而且對他很敬畏
[00:06:18.600 --> 00:06:22.960]  這位uncle他在教會服侍的時候
[00:06:22.960 --> 00:06:25.320]  你猜教會會找他做甚麼呢?
[00:06:25.320 --> 00:06:28.040]  是的
[00:06:28.040 --> 00:06:29.360]  多謝你
[00:06:29.360 --> 00:06:31.680]  就是他真的做了教會的師傅
[00:06:31.680 --> 00:06:33.640]  他是不是一個稱職的師傅?
[00:06:33.640 --> 00:06:34.560]  完全是
[00:06:34.560 --> 00:06:35.560]  接近無可指責
[00:06:35.560 --> 00:06:36.560]  因為他做這些事情
[00:06:36.560 --> 00:06:37.280]  駕輕就熟
[00:06:37.280 --> 00:06:39.640]  他出來的台型已經夠嚇死你
[00:06:39.640 --> 00:06:41.240]  不敢挑戰他的素質
[00:06:41.240 --> 00:06:44.840]  所以很在他的才幹裏面
[00:06:44.840 --> 00:06:47.120]  運用在教會服侍的恩賜
[00:06:47.120 --> 00:06:48.960]  interchangeable
[00:06:48.960 --> 00:06:51.520]  但是有一次
[00:06:51.520 --> 00:06:53.160]  他的兒子也是在教會上班
[00:06:53.160 --> 00:06:54.440]  有一次一件事情
[00:06:54.440 --> 00:06:56.600]  我改了少少內容
[00:06:56.600 --> 00:07:00.080]  被他兒子批評
[00:07:00.080 --> 00:07:01.120]  Daddy
[00:07:01.120 --> 00:07:03.360]  你做人可不可以不要這樣
[00:07:03.360 --> 00:07:04.800]  你在家裏你是這樣的人
[00:07:04.800 --> 00:07:07.560]  你回到教會也是這樣做人
[00:07:07.560 --> 00:07:09.920]  很難忍受
[00:07:09.920 --> 00:07:11.640]  這是他兒子的版本
[00:07:11.640 --> 00:07:14.400]  事情是這樣的
[00:07:14.400 --> 00:07:15.760]  師傅的人
[00:07:15.760 --> 00:07:17.920]  譬如我們教會的Edwin Chiu
[00:07:17.920 --> 00:07:18.640]  做甚麼呢?
[00:07:18.640 --> 00:07:19.480]  簽名
[00:07:19.480 --> 00:07:20.360]  就是批數
[00:07:20.360 --> 00:07:22.240]  哪個筆數出錯
[00:07:22.240 --> 00:07:23.480]  最後他簽署
[00:07:23.480 --> 00:07:24.440]  不過不是的
[00:07:24.440 --> 00:07:25.880]  有些細數的牧師都可以
[00:07:25.880 --> 00:07:28.120]  大數通常要經他們
[00:07:28.120 --> 00:07:29.960]  有時候他不批哪個數
[00:07:29.960 --> 00:07:31.720]  那件事是怎樣呢?
[00:07:31.720 --> 00:07:33.120]  譬如
[00:07:33.120 --> 00:07:35.840]  不是那件事
[00:07:35.840 --> 00:07:36.760]  他做過的
[00:07:36.760 --> 00:07:39.240]  他是買椅子
[00:07:39.240 --> 00:07:40.160]  要買椅子
[00:07:40.160 --> 00:07:43.240]  買椅子要買
[00:07:43.240 --> 00:07:49.640]  但是教會物資添置的budget
[00:07:49.640 --> 00:07:51.080]  用光了
[00:07:51.080 --> 00:07:52.120]  於是乎
[00:07:52.120 --> 00:07:54.800]  椅子是給小朋友坐的
[00:07:54.800 --> 00:07:56.960]  不如放在哪裏?
[00:07:56.960 --> 00:07:58.560]  你和我一樣的想法
[00:07:58.560 --> 00:08:00.240]  放在兒童部就算了
[00:08:00.240 --> 00:08:02.040]  兒童部還未用光budget
[00:08:02.040 --> 00:08:04.600]  就讓兒童部長簽署
[00:08:04.600 --> 00:08:06.400]  買椅子
[00:08:06.400 --> 00:08:07.720]  就是不給你
[00:08:07.720 --> 00:08:09.720]  可以嗎?
[00:08:09.720 --> 00:08:12.360]  買椅子是物資添置
[00:08:12.360 --> 00:08:13.280]  不是甚麼
[00:08:13.280 --> 00:08:15.840]  兒童部是用來搞兒童部活動
[00:08:15.840 --> 00:08:17.680]  所以budget不是這樣用的
[00:08:17.680 --> 00:08:18.640]  所以彈回給你
[00:08:18.640 --> 00:08:19.680]  你可以有兩個選擇
[00:08:19.680 --> 00:08:20.680]  教會有兩個選擇
[00:08:20.680 --> 00:08:21.560]  第一個
[00:08:21.560 --> 00:08:23.560]  就是明年買
[00:08:23.560 --> 00:08:26.760]  明年你自己budget的時候
[00:08:26.760 --> 00:08:27.800]  budget了它
[00:08:27.800 --> 00:08:28.400]  第二個
[00:08:28.400 --> 00:08:30.440]  你可以開堂會
[00:08:30.440 --> 00:08:32.040]  去討論一個議案
[00:08:32.040 --> 00:08:33.000]  去增加你的budget
[00:08:33.000 --> 00:08:33.720]  是可以的
[00:08:33.720 --> 00:08:34.240]  明白嗎?
[00:08:34.240 --> 00:08:36.440]  但是兩件事都是很煩的
[00:08:36.440 --> 00:08:37.960]  回想起來
[00:08:37.960 --> 00:08:40.640]  但他的兒子就是兒童部長
[00:08:40.640 --> 00:08:45.960]  所以氣到上心口
[00:08:45.960 --> 00:08:46.560]  Daddy
[00:08:46.560 --> 00:08:48.440]  你在家裏已經是這樣
[00:08:48.440 --> 00:08:51.120]  這位弟兄說
[00:08:51.120 --> 00:08:53.920]  我家裏是這樣的嗎?
[00:08:53.920 --> 00:08:54.600]  Daddy
[00:08:54.600 --> 00:08:55.240]  是的
[00:08:55.240 --> 00:08:57.320]  媽媽受了你幾十年氣
[00:08:57.320 --> 00:08:59.520]  你一向都是這樣的人
[00:08:59.520 --> 00:09:00.520]  不是說你不對
[00:09:00.520 --> 00:09:01.360]  你是非常對的
[00:09:01.360 --> 00:09:03.080]  你的原則是正確的
[00:09:03.080 --> 00:09:05.960]  不過有時候真的挺難受的
[00:09:05.960 --> 00:09:06.960]  是嗎?
[00:09:06.960 --> 00:09:08.560]  我老婆這麼難受嗎?
[00:09:08.560 --> 00:09:09.840]  是的Daddy
[00:09:09.840 --> 00:09:11.480]  你留意一下
[00:09:11.480 --> 00:09:13.640]  這件事後來說回來
[00:09:13.640 --> 00:09:15.040]  其實我作為一個年輕人
[00:09:15.040 --> 00:09:16.040]  我應該不知道這件事
[00:09:16.040 --> 00:09:17.240]  後來他說回來的時候
[00:09:17.240 --> 00:09:19.080]  對他生命有非常大的改變
[00:09:19.080 --> 00:09:21.840]  救了誰?
[00:09:21.840 --> 00:09:24.920]  救了他自己
[00:09:24.920 --> 00:09:27.960]  他說他老婆幾乎離婚邊緣
[00:09:27.960 --> 00:09:29.720]  不過他改變了
[00:09:29.720 --> 00:09:30.920]  連吻她
[00:09:30.920 --> 00:09:32.120]  救了她
[00:09:32.120 --> 00:09:33.480]  能否收到?
[00:09:33.480 --> 00:09:34.560]  救自己
[00:09:34.560 --> 00:09:36.760]  專心努力侍奉
[00:09:36.760 --> 00:09:38.920]  運用恩賜上帝連吻
[00:09:38.920 --> 00:09:39.720]  救自己
[00:09:39.720 --> 00:09:40.960]  救聽你的人
[00:09:40.960 --> 00:09:42.680]  一起救
[00:09:42.680 --> 00:09:43.760]  可以嗎?
[00:09:43.760 --> 00:09:45.120]  多說一個例子
[00:09:45.120 --> 00:09:48.920]  這是我一起成長的一位姊妹
[00:09:48.920 --> 00:09:50.960]  她是一位兒科醫生
[00:09:50.960 --> 00:09:55.600]  她是治早產嬰兒
[00:09:55.600 --> 00:09:58.200]  早產嬰兒32週
[00:09:58.200 --> 00:10:00.480]  基本上28週都能治
