
[00:00:00.000 --> 00:00:01.400]  好 我們領教神話語之詩
[00:00:01.400 --> 00:00:03.100]  我們先低頭 我們來祈禱
[00:00:03.100 --> 00:00:05.600]  天王多謝祢讓我們有機會
[00:00:05.600 --> 00:00:06.900]  來大廈去服侍祢
[00:00:06.900 --> 00:00:09.900]  神幫助我們能夠善用祢給我們的恩賜
[00:00:09.900 --> 00:00:12.800]  在我們的崗位上來發揮我們可以發揮的
[00:00:12.800 --> 00:00:13.900]  叫我們所做的
[00:00:13.900 --> 00:00:14.800]  能夠榮神
[00:00:14.800 --> 00:00:16.000]  更加能夠益人
[00:00:16.000 --> 00:00:17.400]  也都能夠助己
[00:00:17.400 --> 00:00:19.800]  求神祢來到使用孩子所講的信息
[00:00:19.800 --> 00:00:21.900]  來叫我們面對我們的抗燙
[00:00:21.900 --> 00:00:24.400]  面對這個兇險的社會
[00:00:24.400 --> 00:00:27.300]  甚至面對我們做事一些的環境
[00:00:27.300 --> 00:00:30.700]  有些人可能他會來大廈去用詭計
[00:00:30.700 --> 00:00:32.900]  來大廈去想陷害我們
[00:00:32.900 --> 00:00:35.300]  或者將一些責任卸給我們的時候
[00:00:35.300 --> 00:00:36.900]  教導我們懂得如何去分辨
[00:00:36.900 --> 00:00:38.000]  懂得如何去回應
[00:00:38.000 --> 00:00:40.200]  讓祢的話語成為我們生命的幫助
[00:00:40.200 --> 00:00:42.600]  以致我們能夠鑒古而知今
[00:00:42.600 --> 00:00:43.800]  8點20的時間
[00:00:43.800 --> 00:00:45.400]  祈禱賴同主得聖的名
[00:00:45.400 --> 00:00:46.400]  阿們
[00:00:46.400 --> 00:00:49.600]  神的工作大家一定很清楚
[00:00:49.600 --> 00:00:51.000]  神越祝福的時候
[00:00:51.000 --> 00:00:53.400]  撒旦是越不開心
[00:00:53.400 --> 00:00:56.200]  他一定會用很多種不同的方法
[00:00:56.200 --> 00:00:58.800]  來破壞神的計劃的
[00:00:58.800 --> 00:01:00.900]  所以我們更加要去警醒
[00:01:00.900 --> 00:01:03.200]  尼西米被神撩呼召
[00:01:03.200 --> 00:01:06.400]  雖然在波斯王朝裏面去做高官
[00:01:06.400 --> 00:01:10.600]  但是他放棄了高薪厚祿
[00:01:10.600 --> 00:01:13.800]  他竟然回到自己的故鄉
[00:01:13.800 --> 00:01:18.700]  帶領那班回歸的子民重建城牆
[00:01:18.700 --> 00:01:21.300]  因為城牆已經被拆毀
[00:01:21.300 --> 00:01:25.000]  他們活在一個完全沒有安全感的環境底下
[00:01:25.600 --> 00:01:27.500]  但是當時的以色列人
[00:01:27.500 --> 00:01:32.500]  是被周圍的阿拉伯人去針對
[00:01:32.500 --> 00:01:36.300]  在第四章我們看到他們是四面受敵
[00:01:36.300 --> 00:01:41.300]  敵人才用言語去恐嚇、藐視、挑戰他們
[00:01:41.300 --> 00:01:44.200]  你們這班軟弱的猶太人想做些什麼?
[00:01:44.200 --> 00:01:45.200]  你想獻祭嗎?
[00:01:45.200 --> 00:01:47.000]  你們去建這個城牆
[00:01:47.000 --> 00:01:48.400]  你想一天成功嗎?
[00:01:48.400 --> 00:01:50.200]  你們已經燒爛了一個石頭
[00:01:50.200 --> 00:01:52.700]  但是建起來都沒有用
[00:01:53.400 --> 00:01:57.000]  你當然可以挫敗他們的信心
[00:01:57.000 --> 00:02:01.300]  接著他會找人混進去他們當中
[00:02:01.300 --> 00:02:03.600]  來搞破壞
[00:02:03.600 --> 00:02:05.700]  令到他們惶恐
[00:02:05.700 --> 00:02:09.600]  接著還要找人來殺他們一些人
[00:02:09.600 --> 00:02:12.300]  讓他們恐懼以至停工
[00:02:12.300 --> 00:02:15.100]  但是我們看到尼西米面對這些挑戰的時候
[00:02:15.100 --> 00:02:16.100]  聖經很清楚講
[00:02:16.100 --> 00:02:19.000]  他專心的來仰望神
[00:02:19.000 --> 00:02:23.500]  他不理會別人對他們這些蛙虎無臉
[00:02:23.500 --> 00:02:24.700]  帶領著群眾
[00:02:24.700 --> 00:02:28.900]  竟然很快城牆建好了一半
[00:02:28.900 --> 00:02:31.800]  這班敵人看到這些計劃不能夠成功的時候
[00:02:31.800 --> 00:02:33.200]  就有這些猛整
[00:02:33.200 --> 00:02:36.100]  於是他們改變策略了
[00:02:36.100 --> 00:02:37.800]  他們怎樣改變策略呢?
[00:02:37.800 --> 00:02:41.400]  就是去針對尼西米
[00:02:41.400 --> 00:02:44.400]  去要破壞尼西米的聲譽
[00:02:44.400 --> 00:02:47.100]  要攻擊尼西米
[00:02:47.100 --> 00:02:49.100]  第六章就是今天我們看這段經文
[00:02:49.100 --> 00:02:52.100]  就是看到敵人用什麼方法
[00:02:52.100 --> 00:02:54.700]  來打擊尼西米
[00:02:54.700 --> 00:02:57.900]  而尼西米又用什麼的回應
[00:02:57.900 --> 00:03:01.300]  怎樣用智慧來分析、分辨
[00:03:01.300 --> 00:03:04.700]  以至懂得怎樣來抗拒敵人
[00:03:04.700 --> 00:03:05.600]  我自己很深體會到
[00:03:05.600 --> 00:03:08.100]  今天我們活在這個社會裏面
[00:03:08.100 --> 00:03:09.800]  特別出來工作的人
[00:03:09.800 --> 00:03:12.100]  可能你都面對著很多挑戰
[00:03:12.100 --> 00:03:14.400]  有同事可能妒忌你
[00:03:14.400 --> 00:03:18.100]  可能有時會背後中傷你
[00:03:18.100 --> 00:03:20.800]  可能會陷你一夜
[00:03:20.800 --> 00:03:23.500]  我們看到在政治上你都留意到
[00:03:23.500 --> 00:03:25.900]  好了我來挑戰你們
[00:03:25.900 --> 00:03:27.000]  說你們犯法的時候
[00:03:27.000 --> 00:03:28.400]  接著怎樣呢?
[00:03:28.400 --> 00:03:30.300]  就是針對當事人
[00:03:30.300 --> 00:03:31.500]  譬如鄭宇碩
[00:03:31.500 --> 00:03:34.100]  就被人家說十幾年前
[00:03:34.100 --> 00:03:36.600]  你又來抄襲別人的東西
[00:03:36.600 --> 00:03:38.600]  開始有個人的攻擊
[00:03:38.600 --> 00:03:40.400]  你看到都是這樣的
[00:03:40.400 --> 00:03:44.500]  我們看一看中國人都是這樣說的
[00:03:44.500 --> 00:03:50.000]  「射人先射馬,擒賊先擒王」
[00:03:50.000 --> 00:03:53.700]  如果一個領袖他被打擊
[00:03:53.700 --> 00:03:56.900]  一個領袖的威信失去了的時候
[00:03:56.900 --> 00:04:00.500]  下面的群眾就不會再去跟隨
[00:04:00.500 --> 00:04:04.900]  於是那個事公就會受破壞
[00:04:04.900 --> 00:04:06.600]  主耶穌都曾經有這樣說過
[00:04:06.600 --> 00:04:09.700]  我們一起來讀《馬化音》第十四章的二十七節
[00:04:09.700 --> 00:04:10.900]  《馬化音》十四章二十七節
[00:04:10.900 --> 00:04:12.300]  我們一起來讀出
[00:04:12.300 --> 00:04:16.400]  「耶穌對他們說:你們都要跌倒了
[00:04:16.400 --> 00:04:18.600]  因為經上記著說
[00:04:18.600 --> 00:04:22.100]  我要擊打牧羊人羊就分散了」
[00:04:22.100 --> 00:04:23.400]  很簡單一個道理
[00:04:23.400 --> 00:04:25.100]  擊打牧羊人
[00:04:25.100 --> 00:04:28.300]  牧羊人被擊倒羊就分散
[00:04:28.300 --> 00:04:30.000]  所以弟兄姊妹
[00:04:30.000 --> 00:04:32.900]  其實我們真的要好好地守望我們的牧者
[00:04:32.900 --> 00:04:35.800]  守望教會的領袖
[00:04:35.800 --> 00:04:39.900]  因為很真 作為一個領袖
[00:04:39.900 --> 00:04:43.600]  我們積極正面的影響力有時很有限
[00:04:43.600 --> 00:04:45.200]  可能令聲嘶力竭
[00:04:45.200 --> 00:04:47.200]  改變不了一些人
[00:04:47.200 --> 00:04:49.300]  但原來我們稍稍一做錯的時候
[00:04:49.300 --> 00:04:51.000]  或者一些負面的事
[00:04:51.000 --> 00:04:53.300]  那個影響力就很大
[00:04:53.300 --> 00:04:55.900]  特別如果一個好的盡責的領袖
[00:04:55.900 --> 00:04:59.100]  其實他在面對很多壓力和挑戰
[00:04:59.100 --> 00:05:01.900]  可能面對很多的衝擊
[00:05:01.900 --> 00:05:04.100]  人事事項的糾紛
[00:05:04.100 --> 00:05:06.400]  或者他承受的壓力已經不少
[00:05:06.400 --> 00:05:09.000]  還有張力之大
[00:05:09.000 --> 00:05:12.300]  如果再有些人刻意的人身攻擊的時候
[00:05:12.300 --> 00:05:15.900]  他要去應付 要去解釋 要去澄清的時候
[00:05:15.900 --> 00:05:18.100]  就以致他不能夠專注
[00:05:18.100 --> 00:05:20.400]  這個影響是很大的
[00:05:20.400 --> 00:05:23.100]  撒旦就最喜歡用這些攻擊
[00:05:23.100 --> 00:05:26.500]  來攻擊一些忠心的 屬靈的領袖
[00:05:26.500 --> 00:05:30.500]  以致他可以藉著這樣來破壞神的工作
[00:05:30.500 --> 00:05:32.900]  但我自己一直很深去體會一件事
[00:05:32.900 --> 00:05:36.700]  壓力是可以成為動力的
[00:05:36.700 --> 00:05:38.300]  當你面對壓力的時候
[00:05:38.300 --> 00:05:40.900]  你可以繼續努力的來帶他去面對
[00:05:40.900 --> 00:05:43.900]  可以來帶他去迎戰他
[00:05:43.900 --> 00:05:48.700]  可以令到這個人更加堅強 更加的警醒
[00:05:48.700 --> 00:05:52.200]  讓他的生命可以發出更大的光彩
[00:05:52.200 --> 00:05:53.700]  很簡單
[00:05:53.700 --> 00:05:57.600]  如果叫你數一數過去英國的首相
[00:05:57.600 --> 00:05:59.800]  你會數到哪幾個?
[00:05:59.800 --> 00:06:03.000]  我想沒什麼人會數馬卓安
[00:06:03.000 --> 00:06:05.000]  還有一個叫白高敦的 大家記不記得?
[00:06:05.000 --> 00:06:07.000]  有這麼多人嗎? 下台了
[00:06:07.000 --> 00:06:09.000]  現在那個叫什麼名字?
[00:06:09.000 --> 00:06:12.300]  卡梅倫
[00:06:12.300 --> 00:06:14.700]  但如果你想英國首相的時候
[00:06:14.700 --> 00:06:17.700]  你如果有讀近代史你會知道
[00:06:17.700 --> 00:06:19.500]  邱吉爾是最厲害的
[00:06:19.500 --> 00:06:22.900]  邱吉爾那時候在面對德國的挑戰
[00:06:22.900 --> 00:06:26.300]  他們兩者之間的海外戰事只有二百多里
[00:06:26.300 --> 00:06:28.600]  他面對的挑戰很大
[00:06:28.600 --> 00:06:33.500]  但邱吉爾卻能夠帶領著英國來帶他去迎戰德國
[00:06:33.500 --> 00:06:38.200]  他絕對不會擺出一個垂頭喪氣的氣氛出來
