
[00:00:00.000 --> 00:00:02.000]  今天分享的信息
[00:00:02.000 --> 00:00:03.640]  其實這段經文
[00:00:03.640 --> 00:00:05.120]  不知道大家有沒有留意
[00:00:05.120 --> 00:00:08.580]  在尋求的時候
[00:00:08.580 --> 00:00:12.260]  在很多聚會、祈禱都出現過這段經文
[00:00:12.260 --> 00:00:16.580]  祖禱會、同工祈禱會都出現過這段經文
[00:00:16.580 --> 00:00:20.620]  而且這段經文是非常之鼓勵我們的
[00:00:20.620 --> 00:00:23.240]  而且講題是很有動感的
[00:00:23.240 --> 00:00:24.200]  是不是?
[00:00:24.200 --> 00:00:25.600]  我們要怎麼樣?
[00:00:25.600 --> 00:00:28.840]  脫去那些綑綁
[00:00:28.840 --> 00:00:34.000]  奔跑我們人生這個信仰的路程
[00:00:34.000 --> 00:00:35.000]  有人這樣說
[00:00:35.000 --> 00:00:37.120]  信主如果我們看舊約
[00:00:37.120 --> 00:00:38.720]  我們出了埃及
[00:00:38.720 --> 00:00:40.320]  我們就會進入曠野
[00:00:40.320 --> 00:00:42.160]  曠野就進入迦南地
[00:00:42.160 --> 00:00:45.920]  我初信主的時候已經看過這些書
[00:00:45.920 --> 00:00:50.840]  其實信仰的路程就好像在曠野那樣
[00:00:50.840 --> 00:00:53.040]  我們要憑信心進入迦南地
[00:00:53.040 --> 00:00:55.560]  將來天家就是迦南美地
[00:00:55.560 --> 00:00:57.560]  我爸爸走完他的路程
[00:00:57.560 --> 00:00:58.880]  他就回去了
[00:00:58.880 --> 00:01:01.560]  我們在地上的還要怎樣?
[00:01:01.560 --> 00:01:04.120]  憑著信心繼續走下去
[00:01:04.120 --> 00:01:07.480]  所以我覺得主今朝敬拜已經鼓勵我們
[00:01:07.480 --> 00:01:08.920]  我們有信心
[00:01:08.920 --> 00:01:10.400]  知取神的德性
[00:01:10.400 --> 00:01:13.920]  我們先讀一下這段經文
[00:01:13.920 --> 00:01:15.160]  我們要讀的
[00:01:15.160 --> 00:01:16.880]  好 請
[00:01:16.880 --> 00:01:20.920]  這兩段經文的背景
[00:01:20.920 --> 00:01:22.880]  如果講希伯來書
[00:01:22.880 --> 00:01:24.560]  其實十一章開始的時候
[00:01:24.560 --> 00:01:26.680]  就已經講了很多信心為人
[00:01:26.680 --> 00:01:29.720]  由創世紀 由阿伯一直講
[00:01:29.720 --> 00:01:32.480]  阿伯拉罕 摩西等等一直講
[00:01:32.480 --> 00:01:36.160]  那裡全部都是憑著信心走完他的路程
[00:01:36.160 --> 00:01:38.000]  那裡聖經說他們
[00:01:38.000 --> 00:01:41.440]  剛才這裡讀的第十章那裡又講
[00:01:41.440 --> 00:01:42.920]  他們成了一台器
[00:01:42.920 --> 00:01:44.640]  他們受什麼?
[00:01:44.640 --> 00:01:48.040]  忍受各樣的大征戰 各樣的苦難
[00:01:48.040 --> 00:01:49.680]  而且又被毀謗
[00:01:49.680 --> 00:01:51.040]  又遭遇患難
[00:01:51.040 --> 00:01:52.200]  這33節
[00:01:52.200 --> 00:01:54.360]  這裡就是成了一台器
[00:01:54.360 --> 00:01:56.200]  吸眾人觀看等等
[00:01:56.200 --> 00:01:59.760]  第34節說我們連戳了被困所的
[00:01:59.760 --> 00:02:01.640]  而且家業被搶去的
[00:02:01.640 --> 00:02:03.480]  他們都甘心忍受
[00:02:03.480 --> 00:02:05.560]  而且知道自己有一個更美
[00:02:05.560 --> 00:02:08.200]  更長存的家業 家鄉
[00:02:08.200 --> 00:02:11.120]  希伯來書十一章都是這樣講
[00:02:11.120 --> 00:02:15.040]  那些人都是期待一個更美的家鄉
[00:02:15.040 --> 00:02:17.840]  憑著信心走這條信心的路
[00:02:17.840 --> 00:02:20.760]  希伯來書的背景就是初期教會
[00:02:20.760 --> 00:02:24.040]  大家知道那裡是有很多逼白的
[00:02:24.040 --> 00:02:27.960]  而且披著羊皮又說曬死他們
[00:02:27.960 --> 00:02:31.160]  將皮綁著身 曬死 燒死
[00:02:31.160 --> 00:02:36.320]  所以初期的時候信主經歷了很多逼白患難
[00:02:36.320 --> 00:02:39.240]  所以作者在這裡鼓勵他們
[00:02:39.240 --> 00:02:40.960]  他說這些人好像什麼呢
[00:02:40.960 --> 00:02:42.880]  好像那些見證人一樣
[00:02:42.880 --> 00:02:44.640]  好像雲彩一樣圍著我們
[00:02:44.640 --> 00:02:47.240]  所以這段經文背景
[00:02:47.240 --> 00:02:49.600]  有一個奔跑這個奔字
[00:02:49.600 --> 00:02:52.560]  好像是競技場用的字眼
[00:02:52.560 --> 00:02:54.560]  所以好像在一個賽事裡面
[00:02:54.560 --> 00:02:56.080]  好像跑步一樣
[00:02:56.080 --> 00:02:59.360]  就好像當我祈禱思想的時候
[00:02:59.360 --> 00:03:01.960]  它好像是那些長跑
[00:03:01.960 --> 00:03:03.760]  馬拉松跑步
[00:03:03.760 --> 00:03:07.400]  跑到最後一段就會進去體育館
[00:03:07.400 --> 00:03:10.400]  就是那個運動場裡面
[00:03:10.400 --> 00:03:12.960]  運動場裡面就坐滿了那些觀眾
[00:03:12.960 --> 00:03:14.320]  坐滿了那些打氣的人
[00:03:14.320 --> 00:03:15.800]  然後一進去
[00:03:15.800 --> 00:03:18.480]  就是跑最後那些可能四百米
[00:03:18.480 --> 00:03:19.960]  或者多少米 一千米
[00:03:19.960 --> 00:03:21.400]  這樣就會在那裡跑
[00:03:21.400 --> 00:03:24.080]  就是現在的場景 大家想一下
[00:03:24.080 --> 00:03:27.840]  這段經文就像很多這些過去歷史歷代的
[00:03:27.840 --> 00:03:30.040]  摩西坐在航台上面
[00:03:30.040 --> 00:03:32.720]  阿巴拉巷 摩那些全部坐在那裡
[00:03:32.720 --> 00:03:33.760]  是不是
[00:03:33.760 --> 00:03:36.840]  歷史歷代的人坐在那裡看著我們跑
[00:03:36.840 --> 00:03:39.560]  我們現在地上就好像在這個跑道
[00:03:39.560 --> 00:03:41.360]  跑差不多最後的了
[00:03:41.360 --> 00:03:42.400]  主要回來了
[00:03:42.400 --> 00:03:45.040]  我們現在就是跑最後這一程
[00:03:45.040 --> 00:03:46.840]  現在天上那些
[00:03:46.840 --> 00:03:47.880]  回到天家的那些
[00:03:47.880 --> 00:03:49.040]  或者過去那些人
[00:03:49.040 --> 00:03:50.120]  就在旁邊
[00:03:50.120 --> 00:03:54.160]  他們的見證成為我們的鼓勵
[00:03:54.160 --> 00:03:55.840]  所以我說這段
[00:03:55.840 --> 00:03:58.480]  我們去思想一個重心就是
[00:03:58.480 --> 00:04:01.000]  留心思想過去
[00:04:01.000 --> 00:04:04.960]  這些前人 這些信心英雄的榜樣
[00:04:04.960 --> 00:04:06.120]  他們是怎麼走的
[00:04:06.120 --> 00:04:08.840]  大家知道要跑人生的路
[00:04:08.840 --> 00:04:10.640]  同伴是不是很重要的
[00:04:10.640 --> 00:04:11.760]  很重要的
[00:04:11.760 --> 00:04:14.680]  你有沒有跑過馬拉松在這裡
[00:04:14.680 --> 00:04:15.960]  沒有的
[00:04:15.960 --> 00:04:17.240]  有 哇 你們厲害
[00:04:17.240 --> 00:04:20.160]  我有一個同工Horlicks是跑馬拉松的
[00:04:20.160 --> 00:04:22.280]  他跑全馬的
[00:04:22.280 --> 00:04:25.360]  42公里
[00:04:25.360 --> 00:04:26.600]  經常跑的
[00:04:26.600 --> 00:04:27.800]  我也跑過
[00:04:27.800 --> 00:04:29.000]  10km而已
[00:04:29.000 --> 00:04:32.320]  10公里
[00:04:32.320 --> 00:04:33.360]  很厲害吧
[00:04:33.360 --> 00:04:35.760]  兩個小時完成之內
[00:04:35.760 --> 00:04:38.920]  其實基本上好像百萬行一樣
[00:04:38.920 --> 00:04:40.160]  以我這麼腳長
[00:04:40.160 --> 00:04:42.160]  我基本上走快一點就可以了
[00:04:42.160 --> 00:04:44.000]  還可以拍拍照 聊聊天
[00:04:44.000 --> 00:04:45.520]  看人家 又跑一下
[00:04:45.520 --> 00:04:46.800]  又休息一下 走一下
[00:04:46.800 --> 00:04:47.400]  還可以的
[00:04:47.400 --> 00:04:48.640]  不過我也是盡力跑的
[00:04:48.640 --> 00:04:52.200]  我也是一個小時左右
[00:04:52.200 --> 00:04:53.640]  但我衝中線的時候
[00:04:53.640 --> 00:04:56.840]  真的覺得自己很厲害
[00:04:56.840 --> 00:04:57.640]  真的很開心
[00:04:57.640 --> 00:05:00.040]  衝中線 看到很多人在跑
[00:05:00.040 --> 00:05:01.360]  很多人在旁邊
[00:05:01.360 --> 00:05:03.240]  那個氣氛真的不同
[00:05:03.240 --> 00:05:04.480]  還有我發現
[00:05:04.480 --> 00:05:07.400]  有人跟我一起跑是好很多的
[00:05:07.400 --> 00:05:08.760]  又看到一些落後一點的
[00:05:08.760 --> 00:05:10.760]  又興奮很多的
[00:05:10.760 --> 00:05:12.120]  就是你覺得自己跑得快
[00:05:12.120 --> 00:05:14.960]  他跑得快 你又想追一下他
[00:05:14.960 --> 00:05:16.200]  有時快 有時慢
[00:05:16.200 --> 00:05:17.320]  有時我又落後
[00:05:17.320 --> 00:05:18.320]  就追一下他
[00:05:18.320 --> 00:05:20.880]  有時我跑前了他就追上來
[00:05:20.880 --> 00:05:22.160]  是不同的
[00:05:22.160 --> 00:05:24.680]  所以在這個信仰的路上
[00:05:24.680 --> 00:05:25.960]  我們要去思考
[00:05:25.960 --> 00:05:28.000]  思想一些有信心的人
[00:05:28.000 --> 00:05:29.040]  跟著主
[00:05:29.040 --> 00:05:30.240]  他受迫不受患
[00:05:30.240 --> 00:05:32.400]  難受試探試煉的時候
[00:05:32.400 --> 00:05:33.600]  去勝過
[00:05:33.600 --> 00:05:35.600]  我們思想這些人是很重要的
[00:05:35.600 --> 00:05:38.760]  這些人會幫助我們走得好的
[00:05:38.760 --> 00:05:40.040]  我跟廟宇哥也認識的
[00:05:40.040 --> 00:05:43.120]  我們認識一個跑100公里的
[00:05:43.120 --> 00:05:44.880]  100公里
[00:05:44.880 --> 00:05:46.880]  嘩 真厲害 不是10公里
[00:05:46.880 --> 00:05:47.920]  100公里
[00:05:47.920 --> 00:05:49.480]  不是分幾天跑
[00:05:49.480 --> 00:05:52.000]  9個小時跑完
[00:05:52.000 --> 00:05:53.320]  你是不是跑到氣咳
[00:05:53.320 --> 00:05:56.720]  我計算過一個小時要跑11公里
[00:05:56.720 --> 00:05:58.600]  平均速
[00:05:58.600 --> 00:06:00.120]  嘩 你真是
[00:06:00.120 --> 00:06:03.040]  我見過他跟他一起拍過照
[00:06:03.040 --> 00:06:03.920]  握過手
[00:06:03.920 --> 00:06:04.960]  擁抱過的
[00:06:04.960 --> 00:06:07.400]  多厲害 100公里9個小時
[00:06:07.400 --> 00:06:08.920]  而且拿過獎牌給我看
[00:06:08.920 --> 00:06:12.400]  有點重量的
[00:06:12.400 --> 00:06:15.480]  我想說 嘩 什麼人來的 鐵人來的
[00:06:15.480 --> 00:06:16.920]  他跑完腳都瘸了
[00:06:16.920 --> 00:06:18.760]  他說幾個月
[00:06:18.760 --> 00:06:23.560]  一張床睡了一個月
[00:06:23.560 --> 00:06:25.480]  嘩 真不得了
[00:06:25.480 --> 00:06:26.400]  這條路
[00:06:26.400 --> 00:06:28.200]  你想想他怎麼跑
[00:06:28.200 --> 00:06:28.800]  他講的
[00:06:28.800 --> 00:06:30.720]  我們就思想這個
[00:06:30.720 --> 00:06:31.560]  挺好的
[00:06:31.560 --> 00:06:34.200]  他找了10個人陪他跑
[00:06:34.200 --> 00:06:37.680]  一人陪他10公里
[00:06:37.680 --> 00:06:38.800]  10公里我也行
[00:06:38.800 --> 00:06:40.200]  我們操一下就行
[00:06:40.200 --> 00:06:41.680]  不過他跑得很快
[00:06:41.680 --> 00:06:42.760]  我們經常去
[00:06:42.760 --> 00:06:45.720]  他說李老師你跑不跑
[00:06:45.720 --> 00:06:48.080]  早上小鳳老師你跑不跑
[00:06:48.080 --> 00:06:49.520]  經常問我們跑不跑
[00:06:49.520 --> 00:06:50.760]  我們說你先跑
[00:06:50.760 --> 00:06:53.080]  我們在這裡等你
[00:06:53.080 --> 00:06:53.920]  你跑回來的時候
[00:06:53.920 --> 00:06:55.480]  我們最後一段陪你跑
[00:06:55.480 --> 00:06:57.040]  他跑得很快
[00:06:57.040 --> 00:06:58.800]  他說他要陪著他
[00:06:58.800 --> 00:07:00.280]  因為他很辛苦的時候
[00:07:00.280 --> 00:07:02.760]  他身邊有個人鼓勵他
[00:07:02.760 --> 00:07:03.560]  陪他
[00:07:03.560 --> 00:07:04.800]  是不是很重要
[00:07:04.800 --> 00:07:06.920]  所以我們不知道我們信仰的路
[00:07:06.920 --> 00:07:07.920]  我們要跟隨主
[00:07:07.920 --> 00:07:09.480]  說要信心要走這條路
