
[00:00:00.000 --> 00:00:05.880]  今天我們會講羅馬書14章1至12節
[00:00:05.880 --> 00:00:07.400]  我給他的題目是
[00:00:07.400 --> 00:00:11.400]  基督徒如何處理是非黑白
[00:00:11.400 --> 00:00:14.200]  這個「是」不是是否的「是」
[00:00:14.200 --> 00:00:17.200]  這個「是」不是對與錯的「是」
[00:00:17.200 --> 00:00:20.200]  這個「是」是事情的「是」
[00:00:20.200 --> 00:00:24.000]  意思是如果這件事與真理無關
[00:00:24.000 --> 00:00:25.400]  不是黑白分明
[00:00:25.400 --> 00:00:29.000]  我們應該如何處理
[00:00:29.000 --> 00:00:33.800]  基督徒在我們的生活上都會遇見很多問題
[00:00:33.800 --> 00:00:39.000]  有文化的問題 有習俗的問題 有社交的問題
[00:00:39.000 --> 00:00:43.200]  很多時候如果這些問題與真理無關
[00:00:43.200 --> 00:00:46.200]  與神的道德觀念無關的時候
[00:00:46.200 --> 00:00:49.000]  我們應該如何處理
[00:00:49.000 --> 00:00:52.200]  我叫這些事做「是非黑白」
[00:00:52.200 --> 00:00:54.600]  就是說不是黑不是白
[00:00:54.600 --> 00:01:00.000]  就是說在灰色的地帶我們應該如何處理
[00:01:00.000 --> 00:01:04.400]  通常基督徒遇見這些事都有兩個極端
[00:01:04.400 --> 00:01:07.200]  一個極端就是律法主義
[00:01:07.200 --> 00:01:09.000]  樣樣都不可以做
[00:01:09.000 --> 00:01:11.800]  這個不是神的話語說不可以做
[00:01:11.800 --> 00:01:13.600]  不是聖經說不可以做
[00:01:13.600 --> 00:01:15.800]  而是人定出來
[00:01:15.800 --> 00:01:18.400]  不可以做這樣 不可以做那樣
[00:01:18.400 --> 00:01:21.800]  但是另外一個極端就是解放主義
[00:01:21.800 --> 00:01:25.600]  就是說我們現在已經在神的恩典之下
[00:01:25.600 --> 00:01:27.800]  樣樣都不怕做
[00:01:27.800 --> 00:01:30.800]  你這做那做 神就赦免你
[00:01:30.800 --> 00:01:33.200]  所以就算犯罪你都不怕
[00:01:33.200 --> 00:01:37.400]  這就是另一個極端 解放主義
[00:01:37.400 --> 00:01:41.200]  我們一起看看聖經是如何教我們的
[00:01:41.200 --> 00:01:45.200]  今天的經文是出自羅馬書十四十五章
[00:01:45.200 --> 00:01:50.000]  十四十五章是講猶太人的禮儀節期
[00:01:50.000 --> 00:01:52.400]  這些都和真理無關
[00:01:52.400 --> 00:01:56.800]  你說猶太人的禮儀節期和我也無關
[00:01:56.800 --> 00:01:59.200]  我今天也會講的是
[00:01:59.200 --> 00:02:02.400]  離開了猶太人的禮儀節期
[00:02:02.400 --> 00:02:04.800]  是講到在我們的生活當中
[00:02:04.800 --> 00:02:07.600]  也有一些在灰色地帶的事
[00:02:07.600 --> 00:02:10.600]  例如可不可以喝酒 基督徒
[00:02:10.600 --> 00:02:13.000]  可不可以吸煙
[00:02:13.000 --> 00:02:16.600]  可不可以吃不健康的食物
[00:02:16.600 --> 00:02:18.800]  可不可以看電影電視
[00:02:18.800 --> 00:02:22.000]  應該看什麼書 聽什麼音樂
[00:02:22.000 --> 00:02:23.200]  在星期日
[00:02:23.200 --> 00:02:27.200]  我們可不可以除了敬拜有別的節目
[00:02:27.200 --> 00:02:29.400]  我們可不可以打啤牌
[00:02:29.400 --> 00:02:31.600]  可不可以打麻將
[00:02:31.600 --> 00:02:33.400]  我們的衣著又應該怎樣
[00:02:33.400 --> 00:02:35.400]  我們的髮型又應該怎樣
[00:02:35.400 --> 00:02:39.000]  我今天所講的都會給大家有答案
[00:02:39.000 --> 00:02:42.400]  我們應該要怎樣做
[00:02:42.400 --> 00:02:47.000]  首先來看看什麼叫做黑白分明的事
[00:02:47.000 --> 00:02:49.800]  黑白分明的事在聖經裡告訴我們
[00:02:49.800 --> 00:02:51.600]  是和真理有關
[00:02:51.600 --> 00:02:56.400]  是和神的道德觀念有關的事
[00:02:56.400 --> 00:02:59.400]  其餘的事我叫做灰色地帶
[00:02:59.400 --> 00:03:01.400]  是非黑白
[00:03:01.400 --> 00:03:03.600]  但是如果是黑白分明的
[00:03:03.600 --> 00:03:07.200]  就是和神的道德觀念有關
[00:03:07.200 --> 00:03:09.600]  和神的話語有關
[00:03:09.600 --> 00:03:11.400]  有人可能會問
[00:03:11.400 --> 00:03:14.800]  聖經裡有很多律例典章
[00:03:14.800 --> 00:03:16.800]  除了道德觀念
[00:03:16.800 --> 00:03:21.200]  還有給猶太人很多禮儀和節旗
[00:03:21.200 --> 00:03:25.200]  難道這些不用守了嗎
[00:03:25.200 --> 00:03:27.600]  是的 這些已經是過去
[00:03:27.600 --> 00:03:29.600]  這些已經是被廢除
[00:03:29.600 --> 00:03:31.800]  但是道德的律法
[00:03:31.800 --> 00:03:34.800]  就是舊約和新約都是一致的
[00:03:34.800 --> 00:03:36.800]  就是說舊約的人要守
[00:03:36.800 --> 00:03:38.800]  新約的人一樣要守
[00:03:38.800 --> 00:03:42.000]  但是這些給猶太人的禮儀節旗
[00:03:42.000 --> 00:03:45.800]  已經是過去 已經是被廢除
[00:03:45.800 --> 00:03:48.400]  為什麼是被廢除
[00:03:48.400 --> 00:03:50.000]  我們先要明白
[00:03:50.000 --> 00:03:52.200]  神給這些禮儀節旗
[00:03:52.200 --> 00:03:55.800]  給猶太人的用意在哪裡
[00:03:55.800 --> 00:03:59.200]  神是要以色列人進入迦南地
[00:03:59.200 --> 00:04:02.200]  神知道迦南地是充滿誘惑
[00:04:02.200 --> 00:04:04.600]  充滿偶像的地方
[00:04:04.600 --> 00:04:08.800]  神不要以色列人學這些迦南人
[00:04:08.800 --> 00:04:10.600]  來一起拜偶像
[00:04:10.600 --> 00:04:13.200]  所以神說你們進入迦南地
[00:04:13.200 --> 00:04:16.800]  要除去那些迦南人
[00:04:16.800 --> 00:04:20.200]  以色列人不單止沒有除去迦南人
[00:04:20.200 --> 00:04:23.800]  他們也沒有全部趕出迦南人
[00:04:23.800 --> 00:04:27.600]  甚至他們和迦南人一起居住
[00:04:27.600 --> 00:04:29.200]  就有很大的引誘
[00:04:29.200 --> 00:04:31.800]  去學習迦南人拜偶像
[00:04:31.800 --> 00:04:35.000]  娶迦南人的女子為妻
[00:04:35.000 --> 00:04:37.800]  就會好像所羅門王一樣
[00:04:37.800 --> 00:04:40.200]  跟著妻妾去拜偶像
[00:04:40.200 --> 00:04:44.200]  就會離開神的律法
[00:04:44.200 --> 00:04:48.000]  所以神給這些猶太人的節旗禮儀
[00:04:48.000 --> 00:04:50.800]  是要將猶太人分別出來
[00:04:50.800 --> 00:04:54.200]  跟外邦人和迦南人完全不同
[00:04:54.200 --> 00:04:57.400]  以致他們不能和迦南人打成一片
[00:04:57.400 --> 00:04:59.600]  去學習他們的壞習慣
[00:04:59.600 --> 00:05:02.800]  這就是神給禮儀節旗
[00:05:02.800 --> 00:05:06.600]  給猶太人的用意
[00:05:06.600 --> 00:05:10.200]  現在已經是教會時期
[00:05:10.200 --> 00:05:13.600]  耶穌基督已經為我們釘十字架
[00:05:13.600 --> 00:05:17.200]  在舒爾忽所書的三章六節告訴我們
[00:05:17.200 --> 00:05:20.600]  外邦人和以色列人已經同為後製
[00:05:20.600 --> 00:05:21.800]  同為一體
[00:05:21.800 --> 00:05:23.600]  同蒙應許
[00:05:23.600 --> 00:05:26.200]  不需要再將他們分別為聖
[00:05:26.200 --> 00:05:30.000]  我們已經成為在主內一家的人
[00:05:30.000 --> 00:05:32.400]  所以猶太人如果信主的話
[00:05:32.400 --> 00:05:38.000]  是不再需要接受這些禮儀節旗
[00:05:38.000 --> 00:05:41.000]  在舒爾忽所書二章十四節說
[00:05:41.000 --> 00:05:43.200]  以前猶太人和外邦人當中
[00:05:43.200 --> 00:05:45.400]  有一幅很厚的牆
[00:05:45.400 --> 00:05:48.400]  就是他們在聖殿敬拜的時候
[00:05:48.400 --> 00:05:51.800]  以色列人和外邦人都是分開的
[00:05:51.800 --> 00:05:56.000]  現在因為耶穌基督在十字架上所成就
[00:05:56.000 --> 00:05:57.200]  不再需要這幅牆
[00:05:57.200 --> 00:05:59.800]  這幅牆已經被拆毀
[00:05:59.800 --> 00:06:03.400]  舒爾忽所書二章十五節也說
[00:06:03.400 --> 00:06:08.400]  這些將以色列人和外邦人分開的律例典章
[00:06:08.400 --> 00:06:13.200]  這些節旗禮儀已經被廢除
[00:06:13.200 --> 00:06:15.000]  另外有一個原因
[00:06:15.000 --> 00:06:20.000]  為什麼神將這些禮儀節旗給以色列人
[00:06:20.000 --> 00:06:24.200]  就是這一切都是指向耶穌基督
[00:06:24.200 --> 00:06:28.400]  在哥羅西書二章十六至十七節說
[00:06:28.400 --> 00:06:32.000]  飲食上或節旗、月朔、安息日
[00:06:32.000 --> 00:06:38.400]  這些元事後事的影儀那形體卻是基督
[00:06:38.400 --> 00:06:44.200]  這些無論是節旗、飲食、禮儀、安息日
[00:06:44.200 --> 00:06:47.000]  都是指向耶穌基督
[00:06:47.000 --> 00:06:49.200]  現在耶穌基督已經來到
[00:06:49.200 --> 00:06:53.000]  我們不再需要守這些禮儀節旗
[00:06:53.000 --> 00:06:57.200]  我們看到飲食怎樣指向耶穌基督
[00:06:57.200 --> 00:07:00.400]  耶穌基督就是我們生命之糧
[00:07:00.400 --> 00:07:04.400]  約翰福音的六章四十一節
[00:07:04.400 --> 00:07:06.000]  那麼節旗呢?
[00:07:06.000 --> 00:07:10.000]  節旗也是指向耶穌基督
[00:07:10.000 --> 00:07:12.000]  我寫書講文數記的時候
[00:07:12.000 --> 00:07:15.600]  我曾經和大家講過一個信息
[00:07:15.600 --> 00:07:19.400]  叫做憲制節旗
[00:07:19.400 --> 00:07:23.000]  是文數記的二十八章、二十九章
[00:07:23.000 --> 00:07:26.800]  講到神是將耶穌基督的第一次來臨
[00:07:26.800 --> 00:07:28.400]  和第二次來臨
[00:07:28.400 --> 00:07:31.200]  寫在猶太人的節旗上
[00:07:31.200 --> 00:07:34.000]  在他們的節日上
[00:07:34.000 --> 00:07:38.000]  我們知道猶太人的主要節期
[00:07:38.000 --> 00:07:40.600]  是在一月和七月
[00:07:40.600 --> 00:07:44.000]  一月的節期就是由逾月節開始
[00:07:44.000 --> 00:07:45.600]  正月十四日
[00:07:45.600 --> 00:07:48.800]  耶穌基督就在那天為我們釘十字架
[00:07:48.800 --> 00:07:52.000]  耶穌基督就是我們逾月節的羔羊
[00:07:52.000 --> 00:07:53.600]  所以祂第一次來臨
[00:07:53.600 --> 00:07:56.200]  是和猶太人春季的節期
[00:07:56.200 --> 00:07:58.600]  一月份的節期有關
[00:07:58.600 --> 00:08:00.400]  第二次來臨
[00:08:00.400 --> 00:08:03.600]  和七月份秋季的節期有關
[00:08:03.600 --> 00:08:06.600]  七月一日就是猶太人的新年
[00:08:06.600 --> 00:08:08.600]  是吹號日
[00:08:08.600 --> 00:08:12.800]  我們知道在《鐵薩羅尼加前書》的四章
[00:08:12.800 --> 00:08:15.200]  一聲號響
[00:08:15.200 --> 00:08:18.000]  耶穌基督來到迎接教會
[00:08:18.000 --> 00:08:20.800]  來迎接祂的新娘
[00:08:20.800 --> 00:08:23.600]  所以我們見到耶穌基督第二次來臨
[00:08:23.600 --> 00:08:27.200]  是和猶太人秋季的節期
[00:08:27.200 --> 00:08:29.600]  七月份的節期有關
[00:08:29.600 --> 00:08:32.400]  我今天不能夠重複所有
[00:08:32.400 --> 00:08:35.000]  如果你有興趣可以聽回這篇
[00:08:35.000 --> 00:08:38.000]  《文素記》的憲制節期
[00:08:38.000 --> 00:08:39.800]  那你說安息日呢?
[00:08:39.800 --> 00:08:43.200]  在《希伯來書》的第四章告訴我們
[00:08:43.200 --> 00:08:44.800]  接受耶穌基督的人
[00:08:44.800 --> 00:08:49.200]  他們已經進入了耶穌基督的安息
[00:08:49.200 --> 00:08:53.600]  這就是神給安息日給猶太人的原因
[00:08:53.600 --> 00:08:58.600]  所以我們見到這些飲食、節期、禮儀
[00:08:58.600 --> 00:09:01.600]  全部是承傳在耶穌基督的身上
[00:09:01.600 --> 00:09:03.800]  是指向耶穌基督
[00:09:03.800 --> 00:09:07.000]  這就有點像一個太太
[00:09:07.000 --> 00:09:10.400]  她的丈夫去了外國做生意
[00:09:10.400 --> 00:09:12.200]  她很思念她的丈夫
[00:09:12.200 --> 00:09:14.400]  每天看著她丈夫的照片
[00:09:14.400 --> 00:09:16.600]  來懷念她的丈夫
[00:09:16.600 --> 00:09:18.600]  這張照片像什麼?
[00:09:18.600 --> 00:09:22.200]  就像神給猶太人的節期、禮儀
[00:09:22.200 --> 00:09:25.800]  用來紀念指向耶穌基督
[00:09:25.800 --> 00:09:28.400]  如果當這個人的丈夫回來
[00:09:28.400 --> 00:09:29.800]  在外國
[00:09:29.800 --> 00:09:32.200]  太太仍然拿著這張照片
[00:09:32.200 --> 00:09:35.400]  不理會丈夫拼命看著照片會怎樣?
[00:09:35.400 --> 00:09:37.800]  這樣就奇怪了
[00:09:37.800 --> 00:09:39.200]  當丈夫回來
[00:09:39.200 --> 00:09:41.400]  你可以將這些東西放在一旁
[00:09:41.400 --> 00:09:43.800]  這就是原因為何
[00:09:43.800 --> 00:09:47.400]  這些禮儀、節期已經被廢除
[00:09:47.400 --> 00:09:50.400]  已經沒有用
[00:09:50.400 --> 00:09:53.000]  另外我們見到
[00:09:53.000 --> 00:09:54.600]  舊約的十誡
[00:09:54.600 --> 00:09:57.000]  在新約也有被重覆
[00:09:57.000 --> 00:09:58.600]  除了一誡
[00:09:58.600 --> 00:10:01.800]  就是第四誡當守安息日
[00:10:01.800 --> 00:10:03.800]  除了第四誡之外
[00:10:03.800 --> 00:10:05.800]  所有的十誡
[00:10:05.800 --> 00:10:07.800]  都在新約被重覆
[00:10:07.800 --> 00:10:10.800]  也就是說仍然要遵守
[00:10:10.800 --> 00:10:13.600]  但是當守安息日就不需要了
[00:10:13.600 --> 00:10:14.600]  為什麼?
[00:10:14.600 --> 00:10:17.600]  因為過去已經被廢除
[00:10:17.600 --> 00:10:19.600]  這些禮儀、節期
[00:10:19.600 --> 00:10:23.600]  如果是這樣的時候
[00:10:23.600 --> 00:10:26.600]  有人說我繼續想守這些節期
[00:10:26.600 --> 00:10:28.000]  可以嗎?
[00:10:28.000 --> 00:10:29.400]  當然可以
[00:10:29.400 --> 00:10:31.400]  因為和真理無關
[00:10:31.400 --> 00:10:33.800]  你喜歡守就守到夠
[00:10:33.800 --> 00:10:36.000]  如果我不喜歡守
[00:10:36.000 --> 00:10:37.800]  也不要緊
[00:10:37.800 --> 00:10:38.800]  和真理無關
[00:10:38.800 --> 00:10:41.000]  守也好,不守也好
[00:10:41.000 --> 00:10:44.800]  這是在羅馬書十四十五章告訴我們
[00:10:44.800 --> 00:10:46.800]  我們要彼此接納
[00:10:46.800 --> 00:10:49.400]  因為這些是和真理無關的事
[00:10:49.400 --> 00:10:52.400]  不要在這些事上爭辯
[00:10:52.400 --> 00:10:59.200]  頭老青的弟兄姊妹立刻會問
[00:10:59.200 --> 00:11:02.600]  牧師,你又說這些已經過去
[00:11:02.600 --> 00:11:05.400]  節期禮儀,守也好,不守也好
[00:11:05.400 --> 00:11:10.200]  為什麼保羅在加拉太書罵猶太人
[00:11:10.200 --> 00:11:12.000]  變成了基督徒之後
[00:11:12.000 --> 00:11:15.000]  仍然守猶太人的禮儀、節期
[00:11:15.000 --> 00:11:17.200]  為什麼他會罵這些猶太人
[00:11:17.200 --> 00:11:20.200]  如果你說守也好,不守也好
[00:11:20.200 --> 00:11:22.600]  這裡其實有很不同的地方
[00:11:22.600 --> 00:11:23.800]  因為這些猶太人
[00:11:23.800 --> 00:11:27.200]  不單單他們自己守這些禮儀、節期
[00:11:27.200 --> 00:11:29.800]  他還要限制所有基督徒
[00:11:29.800 --> 00:11:32.600]  猶太人和基督徒都要守
[00:11:32.600 --> 00:11:34.400]  你不守這些禮儀、節期
[00:11:34.400 --> 00:11:37.000]  他們說你就不得救
[00:11:37.000 --> 00:11:39.000]  這個就出現問題了
[00:11:39.000 --> 00:11:42.400]  本來是一樣,和真理無關的事
[00:11:42.400 --> 00:11:45.000]  你守也好,不守也好
[00:11:45.000 --> 00:11:46.200]  但如果他們說
[00:11:46.200 --> 00:11:49.200]  如果你不守的話,你就不能得救
[00:11:49.200 --> 00:11:52.200]  這樣就和真理有關
[00:11:52.200 --> 00:11:54.400]  這個就是保羅在加拉太書的
[00:11:54.400 --> 00:11:58.600]  一章六至九節和五章一節所說
[00:11:58.600 --> 00:12:01.400]  說這個是不一樣的福音
[00:12:01.400 --> 00:12:03.800]  這個是和真理和福音有關
[00:12:03.800 --> 00:12:06.000]  如果你這樣做
[00:12:06.000 --> 00:12:08.200]  其實有一個很好的例子
[00:12:08.200 --> 00:12:12.400]  這些禮儀、節期已經是無關重要
[00:12:12.400 --> 00:12:15.200]  就在《使徒行傳》第十六章
[00:12:15.200 --> 00:12:17.600]  記不記得提摩泰這個人
[00:12:17.600 --> 00:12:19.600]  他的父親是希臘人
[00:12:19.600 --> 00:12:22.200]  他的母親是猶太人
[00:12:22.200 --> 00:12:26.000]  所以提摩泰是沒有行國禮
[00:12:26.000 --> 00:12:27.600]  但保羅說
[00:12:27.600 --> 00:12:30.400]  因為要接近猶太人
[00:12:30.400 --> 00:12:33.800]  使得猶太人容易接受提摩泰
[00:12:33.800 --> 00:12:34.800]  所以他說
[00:12:34.800 --> 00:12:38.000]  提摩泰不如你走去行國禮
[00:12:38.000 --> 00:12:40.200]  所以我們看到
[00:12:40.200 --> 00:12:43.000]  國禮根本和真理無關
