
[00:00:00.000 --> 00:00:02.900]  好 大家姐妹平安
[00:00:02.900 --> 00:00:07.060]  已經是兩個月沒有和大家分享了
[00:00:07.060 --> 00:00:11.480]  我首先都送上問候
[00:00:11.480 --> 00:00:14.780]  希望大家都能夠在疫情當中
[00:00:14.780 --> 00:00:19.360]  仍然有主的保守和看顧
[00:00:19.360 --> 00:00:24.940]  兩個月我們又見到一隻新的變種的病毒
[00:00:24.940 --> 00:00:29.340]  但是我們仍然相信掌權的是上帝
[00:00:29.340 --> 00:00:34.360]  祂要我們經歷任何的事情都是有祂的目的的
[00:00:34.360 --> 00:00:42.160]  今天我就選擇了是試煉中的喜樂這個主題
[00:00:42.160 --> 00:00:44.780]  在風平浪靜的日子
[00:00:44.780 --> 00:00:48.680]  我們感受到喜樂是很自然的事
[00:00:48.680 --> 00:00:51.840]  但是如果在試煉和疫情當中
[00:00:51.840 --> 00:00:56.480]  仍然是有喜樂 是不是強人所難呢?
[00:00:56.480 --> 00:01:04.420]  是不是不可能呢?讓我們今天在聖經裡面去尋找答案
[00:01:04.420 --> 00:01:09.420]  在講道之先讓我們再一次低頭圖告
[00:01:09.420 --> 00:01:13.740]  親愛的主耶穌 祢就是愛 祢就是平安
[00:01:13.740 --> 00:01:17.680]  祢就是那位以萬來祢的主
[00:01:17.680 --> 00:01:21.560]  我們知道這一刻祢是與我們每一個同在
[00:01:21.560 --> 00:01:25.080]  我們求祢的靈引導我們進入真理當中
[00:01:25.080 --> 00:01:28.680]  因為真理就可以叫我們得自由
[00:01:28.680 --> 00:01:35.680]  真理的話語就是能夠讓我們找到人生的目的、方向和意義
[00:01:35.680 --> 00:01:41.880]  願意主祢的靈就是這樣去掌管我們每一個人的心思、意念
[00:01:41.880 --> 00:01:43.780]  多謝你聽我們的祈禱
[00:01:43.780 --> 00:01:47.560]  奉耶穌基督的聖名祈求 阿們
[00:01:49.960 --> 00:01:55.560]  我先和大家再一次讀出這個新譯本
[00:01:55.560 --> 00:02:01.960]  我今天揀選的經文 雅各書的一章二至四節
[00:02:01.960 --> 00:02:07.060]  那裡就說 我的弟兄們 你們遭遇各種試煉的時候
[00:02:07.060 --> 00:02:09.060]  都要捍衛喜樂
[00:02:09.060 --> 00:02:14.760]  因為知道你們的信心經過考驗就產生忍耐
[00:02:14.760 --> 00:02:23.360]  但忍耐要堅持到底使你們可以完全毫無缺陷、毫無缺乏
[00:02:23.360 --> 00:02:31.360]  第一點我們要留意的就是人生是必然會遇到試煉的
[00:02:31.360 --> 00:02:36.360]  史道雅各說的是當你們遇到試煉的時候
[00:02:36.360 --> 00:02:40.560]  他不是說如果你們遇到試煉的時候
[00:02:40.560 --> 00:02:46.960]  英文就是when you face trials 不是說if you face trials
[00:02:46.960 --> 00:02:50.360]  人生總有優秀的時候
[00:02:50.360 --> 00:02:57.560]  例如病患、例如失去了至愛、對未來感到無望等等
[00:02:57.560 --> 00:03:06.760]  令到我們灰心、沮喪、憤怒、甚至害怕、失去前行的動力
[00:03:06.760 --> 00:03:10.760]  但因著耶穌基督的救贖
[00:03:10.760 --> 00:03:16.760]  其實沒有任何事情能夠奪去我們的盼望
[00:03:16.760 --> 00:03:21.760]  耶穌曾經說過 在世上你們有苦難
[00:03:21.760 --> 00:03:27.760]  但你們可以放心 我已經勝過了世界
[00:03:27.760 --> 00:03:30.760]  耶穌已經勝過了這個世界
[00:03:30.760 --> 00:03:37.760]  已經勝過了我們所會遇到的各種的試煉
[00:03:37.760 --> 00:03:43.760]  或者有人會問 為什麼上帝要人經歷試煉呢?
[00:03:43.760 --> 00:03:46.760]  雅各就告訴我們
[00:03:46.760 --> 00:03:53.760]  逆境試煉就會是用來考驗人的信心
[00:03:53.760 --> 00:03:57.760]  如果遇到逆境試煉的時候
[00:03:57.760 --> 00:04:00.760]  能夠忍耐、能夠堅持下去
[00:04:00.760 --> 00:04:06.760]  這樣人的品格就能夠成長、成熟
[00:04:06.760 --> 00:04:12.760]  喜樂和忍耐都是聖靈的果子
[00:04:12.760 --> 00:04:16.760]  不是靠看書而來、不是靠聽道而來
[00:04:16.760 --> 00:04:20.760]  甚至不是說祈禱就一定可以發生
[00:04:20.760 --> 00:04:29.760]  喜樂和忍耐是從逆境、從試煉當中鍛鍊出來的
[00:04:29.760 --> 00:04:33.760]  是叫人能夠品格成熟
[00:04:33.760 --> 00:04:36.760]  如果試煉是為我們的好處
[00:04:36.760 --> 00:04:44.760]  問題就是基督徒用什麼態度來面對試煉呢?
[00:04:44.760 --> 00:04:49.760]  雅各就告訴我們 要捍衛喜樂
[00:04:49.760 --> 00:04:53.760]  保羅在肥勒比書的四章四節也說
[00:04:53.760 --> 00:04:57.760]  你們要靠主常常喜樂
[00:04:57.760 --> 00:05:01.760]  我再說 你們要喜樂
[00:05:01.760 --> 00:05:04.760]  使徒彼得也說
[00:05:04.760 --> 00:05:07.760]  面對火一般的試煉的時候
[00:05:07.760 --> 00:05:11.760]  反而是要喜樂
[00:05:11.760 --> 00:05:16.760]  如果雅各、保羅、彼得都告訴我們
[00:05:16.760 --> 00:05:20.760]  在試煉當中我們要喜樂
[00:05:20.760 --> 00:05:23.760]  這個要是一個命令式
[00:05:23.760 --> 00:05:28.760]  我們就一定要遵守這個命令
[00:05:28.760 --> 00:05:30.760]  但很多人都會問
[00:05:30.760 --> 00:05:37.760]  怎樣才可以在試煉中有喜樂呢?
[00:05:37.760 --> 00:05:40.760]  我相信有兩個重要的字
[00:05:40.760 --> 00:05:42.760]  兩個關鍵字
[00:05:42.760 --> 00:05:46.760]  一個是捍衛
[00:05:46.760 --> 00:05:52.760]  Count it all joy 捍衛喜樂
[00:05:52.760 --> 00:05:54.760]  第二個就是知道
[00:05:54.760 --> 00:05:58.760]  我們穿個字來看一看
[00:05:58.760 --> 00:06:04.760]  第一 要將試煉捍衛喜樂
[00:06:04.760 --> 00:06:09.760]  這個捍衛當然是一個價值觀的問題
[00:06:09.760 --> 00:06:14.760]  如果基督徒是看重安書
[00:06:14.760 --> 00:06:16.760]  而不是看重品格
[00:06:16.760 --> 00:06:20.760]  看重物質而不是看重靈性
[00:06:20.760 --> 00:06:23.760]  如果基督徒只是為現在而活
[00:06:23.760 --> 00:06:25.760]  而不是為永恆而活
[00:06:25.760 --> 00:06:31.760]  這樣試煉就會叫人沮喪和煩惱
[00:06:31.760 --> 00:06:34.760]  而不會帶來喜樂
[00:06:34.760 --> 00:06:37.760]  但如果基督徒信主之後
[00:06:37.760 --> 00:06:41.760]  價值觀是不同了
[00:06:41.760 --> 00:06:43.760]  看重的是永恆
[00:06:43.760 --> 00:06:45.760]  看重的是靈性
[00:06:45.760 --> 00:06:47.760]  看重的是品格的時候
[00:06:47.760 --> 00:06:51.760]  就能夠將試煉捍衛喜樂
[00:06:51.760 --> 00:06:53.760]  弟兄姊妹
[00:06:53.760 --> 00:06:57.760]  今天你的價值觀又是怎樣的呢?
[00:06:57.760 --> 00:07:02.760]  你看重的又是什麼呢?
[00:07:02.760 --> 00:07:06.760]  在70年代的美國
[00:07:06.760 --> 00:07:15.760]  有一個人成功創造了世界上第一部個人電腦
[00:07:15.760 --> 00:07:21.760]  當時他僱用了一個年僅19歲的員工
[00:07:21.760 --> 00:07:24.760]  幫他寫電腦的軟件
[00:07:24.760 --> 00:07:30.760]  之後他將那間公司賣了
[00:07:30.760 --> 00:07:35.760]  這個人41歲進入醫學院學醫
[00:07:35.760 --> 00:07:41.760]  而他僱用的員工就繼續發展電腦的軟件
[00:07:41.760 --> 00:07:48.760]  現在就成為世界上最有錢的人其中之一
[00:07:48.760 --> 00:07:52.760]  大家都知道這個就是Bill Gates
[00:07:52.760 --> 00:07:59.760]  很多人都是替做了醫生的人覺得很可惜
[00:07:59.760 --> 00:08:03.760]  認為他錯失了大富大貴的機會
[00:08:03.760 --> 00:08:07.760]  但他自己說:我一點都不後悔
[00:08:07.760 --> 00:08:12.760]  他說:我做醫生,我能夠救人,我能夠幫助人
[00:08:12.760 --> 00:08:17.760]  我的生命是更加有喜樂,更加有意義
[00:08:17.760 --> 00:08:21.760]  對一個屬神的人來說
[00:08:21.760 --> 00:08:29.760]  喜樂就是活出上帝在他生命當中的目的
[00:08:29.760 --> 00:08:38.760]  如果試煉能夠幫助人活出上帝在他生命中賦予給他的目的
[00:08:38.760 --> 00:08:44.760]  這樣試煉就能夠帶給人有喜樂
[00:08:44.760 --> 00:08:49.760]  保羅的生命也是一個很好的例子
[00:08:49.760 --> 00:08:56.760]  保羅他說:從前他自己是一個褻瀆神和逼迫人的人
[00:08:56.760 --> 00:09:02.760]  但信了主之後他有很不同的價值觀
[00:09:02.760 --> 00:09:07.760]  他說:先前以為與他有益
[00:09:07.760 --> 00:09:12.760]  他現在因為基督的緣故都當作有損
[00:09:12.760 --> 00:09:17.760]  不單止是這樣,他也將萬事當作有損
[00:09:17.760 --> 00:09:19.760]  以什麼為最重要呢?
[00:09:19.760 --> 00:09:24.760]  以認識我主基督耶穌為致寶
[00:09:24.760 --> 00:09:32.760]  我為他已經凋棄萬事,含著焚土,為要得著基督
[00:09:32.760 --> 00:09:40.760]  保羅在他生命歷程當中是經歷了很多的試煉、很多的患難
[00:09:40.760 --> 00:09:47.760]  他坐牢、受鞭打、被追殺、經歷海難等等
[00:09:47.760 --> 00:09:55.760]  但正正就是在他坐牢的時候,他就寫了菲勒比書
[00:09:55.760 --> 00:10:02.760]  這一本是講喜樂的書,是叫基督徒要喜樂
