
[00:00:00.000 --> 00:00:03.580]  今天想和大家思想這段福音書
[00:00:03.580 --> 00:00:07.400]  勞駕福音第四章這段經文給到我們的訊息
[00:00:07.400 --> 00:00:10.040]  這段經文很奇怪的
[00:00:10.040 --> 00:00:12.340]  令我立刻想起
[00:00:12.340 --> 00:00:14.780]  從小看到大的一個天氣報告
[00:00:14.780 --> 00:00:15.580]  就是
[00:00:15.580 --> 00:00:16.720]  你可能也看過了
[00:00:16.720 --> 00:00:17.720]  就是那些
[00:00:17.720 --> 00:00:19.040]  有個太陽出來了
[00:00:19.040 --> 00:00:20.120]  啊!
[00:00:20.120 --> 00:00:21.000]  然後怎麼樣?
[00:00:21.000 --> 00:00:22.480]  哦!
[00:00:22.480 --> 00:00:24.080]  這個不僅是哦
[00:00:24.080 --> 00:00:25.180]  簡直是
[00:00:25.180 --> 00:00:26.680]  我想是天氣
[00:00:26.680 --> 00:00:27.920]  太陽一出來
[00:00:27.920 --> 00:00:28.360]  啊!
[00:00:28.360 --> 00:00:30.300]  然後呃完之後
[00:00:30.300 --> 00:00:31.040]  然後閃電
[00:00:31.040 --> 00:00:31.660]  走來走去閃電
[00:00:31.660 --> 00:00:32.680]  然後扔他
[00:00:32.680 --> 00:00:34.760]  就是閃電射到他屁股那一種
[00:00:34.760 --> 00:00:36.320]  是很…
[00:00:36.320 --> 00:00:37.960]  轉變得很大的
[00:00:37.960 --> 00:00:42.720]  那個轉變就是耶穌本來說了一些話
[00:00:42.720 --> 00:00:44.560]  然後他們說很棒啊
[00:00:44.560 --> 00:00:45.360]  很敬佩
[00:00:45.360 --> 00:00:46.400]  突然間呢
[00:00:46.400 --> 00:00:48.400]  然後再說下去
[00:00:48.400 --> 00:00:50.160]  然後生氣到一個地步
[00:00:50.160 --> 00:00:51.280]  趕他走
[00:00:51.280 --> 00:00:52.680]  不僅趕他走
[00:00:52.680 --> 00:00:54.160]  還推他去山崖
[00:00:54.160 --> 00:00:55.200]  不僅推他去山崖
[00:00:55.200 --> 00:00:56.560]  還想推他下去
[00:00:56.560 --> 00:00:57.680]  弄死他
[00:00:57.680 --> 00:00:58.840]  幸好耶穌呢
[00:00:58.840 --> 00:01:01.800]  就突然間好像那些…
[00:01:01.800 --> 00:01:03.200]  就是…
[00:01:03.200 --> 00:01:06.400]  好像張無忌學的那些叫什麼…
[00:01:06.400 --> 00:01:07.680]  那些叫做…
[00:01:07.680 --> 00:01:09.080]  死也想不出那些什麼…
[00:01:09.080 --> 00:01:11.800]  乾坤大挪移那樣
[00:01:11.800 --> 00:01:14.680]  就是明教的一些獨傳的秘方
[00:01:14.680 --> 00:01:15.480]  突然間呢
[00:01:15.480 --> 00:01:17.400]  就好像轉移了身
[00:01:17.400 --> 00:01:18.720]  人家推他
[00:01:18.720 --> 00:01:19.520]  就推不了
[00:01:19.520 --> 00:01:20.120]  那麼他呢
[00:01:20.120 --> 00:01:21.320]  斯斯然的
[00:01:21.320 --> 00:01:22.520]  很逍遙的
[00:01:22.520 --> 00:01:23.920]  就走了
[00:01:23.920 --> 00:01:26.000]  這件事情很奇怪的
[00:01:26.000 --> 00:01:27.520]  不知道為什麼無緣無故
[00:01:27.520 --> 00:01:28.920]  無緣無故
[00:01:28.920 --> 00:01:32.480]  會突然間那些聽眾
[00:01:32.480 --> 00:01:35.560]  突然間會由一個情緒這麼高漲
[00:01:35.560 --> 00:01:36.600]  這麼欣賞
[00:01:36.600 --> 00:01:38.000]  突然間變成了
[00:01:38.000 --> 00:01:40.600]  這麼憎恨耶穌基督的呢
[00:01:40.600 --> 00:01:42.600]  為什麼這麼奇怪呢
[00:01:42.600 --> 00:01:47.520]  其實在金主日所讀的那段經文之前
[00:01:47.520 --> 00:01:48.560]  就是在說什麼呢
[00:01:48.560 --> 00:01:50.360]  在說耶穌去到
[00:01:50.360 --> 00:01:53.120]  祂自己長大的地方
[00:01:53.120 --> 00:01:54.840]  在拿撒勒這個地方
[00:01:54.840 --> 00:01:56.240]  在安息日的時間
[00:01:56.240 --> 00:01:57.240]  祂進入會堂
[00:01:57.240 --> 00:02:00.360]  就像我們現在進入的禮拜堂一樣
[00:02:00.360 --> 00:02:01.680]  去讀聖經
[00:02:01.680 --> 00:02:03.680]  然後讀了一段以塞納書
[00:02:03.680 --> 00:02:05.680]  就說主的靈在我身上
[00:02:05.680 --> 00:02:07.640]  祂告告我
[00:02:07.640 --> 00:02:09.720]  叫我傳福音給貧窮的人
[00:02:09.720 --> 00:02:12.440]  差遣我宣告秘魯的得釋放
[00:02:12.440 --> 00:02:13.920]  失明的得看見
[00:02:13.920 --> 00:02:15.520]  受壓迫的得自由
[00:02:15.520 --> 00:02:17.520]  宣告上帝閲立人的欺憐
[00:02:17.520 --> 00:02:18.600]  然後接著呢
[00:02:18.600 --> 00:02:20.000]  就坐下來
[00:02:20.000 --> 00:02:23.640]  然後每個人都睜著眼睛看著他
[00:02:23.640 --> 00:02:24.760]  然後接著呢
[00:02:24.760 --> 00:02:26.840]  他就說了那句話
[00:02:26.840 --> 00:02:30.520]  有人說這個可能是史上最短的一篇道
[00:02:30.520 --> 00:02:31.640]  他就說
[00:02:31.640 --> 00:02:33.640]  你們聽見的這段經文
[00:02:33.640 --> 00:02:36.200]  今天已經應驗了
[00:02:36.200 --> 00:02:38.200]  那些人就很開心了
[00:02:38.200 --> 00:02:39.240]  哇
[00:02:39.240 --> 00:02:40.280]  很棒啊
[00:02:40.280 --> 00:02:44.360]  這段經文是這樣說的時候
[00:02:44.360 --> 00:02:45.840]  我相信那些人
[00:02:45.840 --> 00:02:46.840]  不是譏笑
[00:02:46.840 --> 00:02:48.040]  真的是很稱讚
[00:02:48.040 --> 00:02:49.480]  他覺得耶穌基督
[00:02:49.480 --> 00:02:51.840]  是這樣的講道
[00:02:51.840 --> 00:02:53.640]  這樣的信息是很精彩的
[00:02:53.640 --> 00:02:58.840]  因為講的是以賽亞先知所講的那件事情
[00:02:58.840 --> 00:03:02.000]  就是那些貧窮人得聞福音
[00:03:02.000 --> 00:03:03.440]  那些秘魯的得釋放
[00:03:03.440 --> 00:03:04.840]  狠硬的得看見
[00:03:04.840 --> 00:03:06.440]  受壓迫的得自由
[00:03:06.440 --> 00:03:09.760]  竟然是說今天應驗了
[00:03:09.760 --> 00:03:10.920]  今天應驗了
[00:03:10.920 --> 00:03:12.760]  就是在那些猶太人當中
[00:03:12.760 --> 00:03:16.080]  他們一直盼望著的上帝國的降臨
[00:03:16.080 --> 00:03:17.840]  盼望著的彌賽亞
[00:03:17.840 --> 00:03:19.840]  今天就應驗了
[00:03:19.840 --> 00:03:21.440]  哇,這個真的很開心
[00:03:21.440 --> 00:03:23.240]  所以他們都稱讚他
[00:03:23.240 --> 00:03:25.240]  驚訝他口中的恩賢
[00:03:25.240 --> 00:03:28.080]  就說這個不是弱勢的兒子媽
[00:03:28.080 --> 00:03:29.800]  你想想這個情況就是
[00:03:29.800 --> 00:03:33.120]  本來你認識所有的街坊
[00:03:33.120 --> 00:03:35.120]  在屋邨之類的
[00:03:35.120 --> 00:03:36.640]  看著你長大的
[00:03:36.640 --> 00:03:37.960]  每個人都看著你長大的
[00:03:37.960 --> 00:03:40.240]  突然間你又知道
[00:03:40.240 --> 00:03:42.440]  一個我不知道
[00:03:42.440 --> 00:03:43.440]  明星
[00:03:43.440 --> 00:03:48.040]  或者是一個全世界知名的一個
[00:03:48.040 --> 00:03:48.840]  不知道什麼人
[00:03:48.840 --> 00:03:52.000]  總之是全世界知名的人
[00:03:52.000 --> 00:03:53.240]  當然是好的那一邊
[00:03:53.240 --> 00:03:57.240]  回到自己的村子裡
[00:03:57.240 --> 00:03:58.760]  認識那些街坊
[00:03:58.760 --> 00:04:00.360]  哇,你啊?
[00:04:00.360 --> 00:04:01.760]  不是吧?
[00:04:01.760 --> 00:04:04.880]  這樣覺得你爸爸是弱勢而已
[00:04:04.880 --> 00:04:06.360]  我們每個人都認識你
[00:04:06.360 --> 00:04:07.480]  沒什麼特別的
[00:04:07.480 --> 00:04:08.720]  又不是有錢
[00:04:08.720 --> 00:04:09.320]  又不是有地位
[00:04:09.320 --> 00:04:09.960]  又不是有學歷
[00:04:09.960 --> 00:04:12.720]  哇,這麼厲害的兒子
[00:04:12.720 --> 00:04:14.920]  哇,這個耶穌厲害
[00:04:14.920 --> 00:04:18.240]  但是在那裡其實已經開始了
[00:04:18.240 --> 00:04:20.640]  那些街坊的同鄉
[00:04:20.640 --> 00:04:25.560]  是覺得他原本想的那些既有的想法
[00:04:25.560 --> 00:04:27.600]  是被挑戰的
[00:04:27.600 --> 00:04:29.880]  哇,這麼奇怪的
[00:04:29.880 --> 00:04:32.960]  然後接著耶穌沒有停下來
[00:04:32.960 --> 00:04:34.280]  繼續跟他們說
[00:04:34.280 --> 00:04:35.200]  說了一些話
[00:04:35.200 --> 00:04:37.240]  就說醫生你醫自己吧等等
[00:04:37.240 --> 00:04:39.520]  那些話
[00:04:39.520 --> 00:04:41.240]  是在說
[00:04:41.240 --> 00:04:43.400]  其實他預示
[00:04:43.400 --> 00:04:45.040]  他所說的信息
[00:04:45.040 --> 00:04:48.000]  在他所認識的那些街坊
[00:04:48.000 --> 00:04:50.600]  看著他長大的猶太人當中
[00:04:50.600 --> 00:04:52.280]  是不會得到重視
[00:04:52.280 --> 00:04:54.680]  甚至是不被接受的
[00:04:54.680 --> 00:04:56.120]  所以他說
[00:04:56.120 --> 00:04:58.240]  沒有先知在自己的家鄉
[00:04:58.240 --> 00:05:00.360]  被人接納的
[00:05:00.360 --> 00:05:01.440]  然後接著
[00:05:01.440 --> 00:05:03.240]  他說出今天這段經文裡面
[00:05:03.240 --> 00:05:06.520]  可能是最核心的信息
[00:05:06.520 --> 00:05:07.840]  就在第四章
[00:05:07.840 --> 00:05:09.560]  第二十四節那裡
[00:05:09.560 --> 00:05:10.440]  他說
[00:05:10.440 --> 00:05:11.440]  第二十五節那裡
[00:05:11.440 --> 00:05:13.840]  他說我對你們說實話
[00:05:13.840 --> 00:05:15.360]  實話在原文裡面
[00:05:15.360 --> 00:05:19.160]  其實跟真理、真話等等
[00:05:19.160 --> 00:05:20.640]  是很有關係的
[00:05:20.640 --> 00:05:22.520]  是同一個字
[00:05:22.520 --> 00:05:25.560]  就是說我跟你說的是真理
[00:05:25.560 --> 00:05:27.240]  然後就說
[00:05:27.240 --> 00:05:28.600]  在以利亞的時候
[00:05:28.600 --> 00:05:32.000]  那段時間是有大饑荒的
[00:05:32.000 --> 00:05:32.880]  接著
[00:05:32.880 --> 00:05:34.640]  說以色列很多寡婦
[00:05:34.640 --> 00:05:37.000]  以利亞就沒有去到
[00:05:37.000 --> 00:05:40.160]  他們任何一個寡婦當中
[00:05:40.160 --> 00:05:43.360]  就只是派去西頓的撒勒發
[00:05:43.360 --> 00:05:44.840]  一個寡婦那裡
[00:05:44.840 --> 00:05:48.360]  如果根據烈王記上第十七章的記載
[00:05:48.360 --> 00:05:51.240]  以利亞就是上帝吩咐她
[00:05:51.240 --> 00:05:53.400]  去到寡婦當中
[00:05:53.400 --> 00:05:54.880]  那寡婦很窮的
[00:05:54.880 --> 00:05:55.960]  但是
[00:05:55.960 --> 00:05:57.360]  因著一個
[00:05:57.360 --> 00:06:00.560]  應該是上帝很特別的一個安排
[00:06:00.560 --> 00:06:01.640]  令到她
[00:06:01.640 --> 00:06:03.120]  雖然住在寡婦當中
[00:06:03.120 --> 00:06:04.320]  但是她的面
[00:06:04.320 --> 00:06:05.240]  她的油
[00:06:05.240 --> 00:06:06.800]  都是不缺的
[00:06:06.800 --> 00:06:07.840]  然後接著
[00:06:07.840 --> 00:06:09.640]  那個寡婦的兒子
[00:06:09.640 --> 00:06:11.480]  是生病奄奄一息
[00:06:11.480 --> 00:06:12.320]  死亡
[00:06:12.320 --> 00:06:17.000]  然後以利亞也都讓他能夠死而復生
[00:06:17.000 --> 00:06:18.280]  然後接著
[00:06:18.280 --> 00:06:19.400]  耶穌又說了
[00:06:19.400 --> 00:06:22.320]  在以利沙先知的時候
[00:06:22.320 --> 00:06:25.160]  那裡有以色列裡面很多
[00:06:25.160 --> 00:06:26.920]  長麻風的病人
[00:06:26.920 --> 00:06:27.600]  但是
[00:06:27.600 --> 00:06:30.120]  耶穌說除了敘利亞的乃曼
[00:06:30.120 --> 00:06:32.080]  沒有一個得結症的
[00:06:32.080 --> 00:06:34.200]  在烈王記下第五章那裡
[00:06:34.200 --> 00:06:36.440]  是記載了亞蘭王的元帥
[00:06:36.440 --> 00:06:38.240]  一個敘利亞人乃曼
[00:06:38.240 --> 00:06:41.440]  這個這樣的元帥是得了麻風病
[00:06:41.440 --> 00:06:43.200]  他
[00:06:43.200 --> 00:06:44.800]  他其中一個的僕人
[00:06:44.800 --> 00:06:47.360]  剛剛好是以色列人
[00:06:47.360 --> 00:06:50.240]  聽聞有這個以利沙先知
[00:06:50.240 --> 00:06:52.920]  就說你去找找這個神人以利沙
[00:06:52.920 --> 00:06:54.080]  以利沙
[00:06:54.080 --> 00:06:55.480]  就很高竇的
[00:06:55.480 --> 00:06:56.200]  不開門
[00:06:56.200 --> 00:06:59.880]  只是找個侍者說你去藥膽河那裡泡一下
[00:06:59.880 --> 00:07:01.120]  泡泡一下就可以了
[00:07:01.120 --> 00:07:02.720]  我說你不是吧
[00:07:02.720 --> 00:07:04.720]  你起碼也走在我面前
[00:07:04.720 --> 00:07:05.600]  找隻手這樣
[00:07:05.600 --> 00:07:06.520]  是不是這樣
