
[00:00:00.000 --> 00:00:05.120]  感謝神我們今天能夠在這裡敬拜神
[00:00:05.120 --> 00:00:08.020]  先講講福氣
[00:00:08.020 --> 00:00:11.020]  我們中國人的福是什麼呢
[00:00:11.020 --> 00:00:15.640]  小孩子胖胖的 很好玩 有福氣
[00:00:15.640 --> 00:00:17.720]  他很有福
[00:00:17.720 --> 00:00:19.140]  什麼叫有福呢
[00:00:19.140 --> 00:00:21.340]  多子多孫 有福
[00:00:21.340 --> 00:00:22.700]  什麼叫有福呢
[00:00:22.700 --> 00:00:26.580]  好像陳牧師說 飲茶找到位 有福
[00:00:26.580 --> 00:00:31.060]  我們的福其實都是很superficial
[00:00:31.060 --> 00:00:34.820]  那些不是不好 是好的
[00:00:34.820 --> 00:00:38.720]  不過我們沒有深一層的福
[00:00:38.720 --> 00:00:42.500]  所以我們經常祈禱求主祝福我們
[00:00:42.500 --> 00:00:45.380]  你們有沒有這樣祈禱
[00:00:45.380 --> 00:00:48.460]  但是英文的祈禱有一個很特別的
[00:00:48.460 --> 00:00:51.480]  我們求主祝福我們
[00:00:51.480 --> 00:00:53.760]  有一句話叫做Bless the Lord
[00:00:53.760 --> 00:00:58.120]  有沒有聽過 有點奇怪
[00:00:58.120 --> 00:01:02.060]  因為Bless the Lord當然是大的祝福小的
[00:01:02.060 --> 00:01:04.900]  神有所有的東西可以祝福我們
[00:01:04.900 --> 00:01:09.380]  那我們怎麼祝福神呢 有沒有想過
[00:01:09.380 --> 00:01:11.480]  很奇怪吧
[00:01:11.480 --> 00:01:12.980]  我們怎麼祝福神呢
[00:01:12.980 --> 00:01:16.740]  神給我們祝福是什麼意思呢
[00:01:16.740 --> 00:01:19.200]  我們看到八福裡面就發覺
[00:01:19.200 --> 00:01:22.300]  原來就是在神的心意
[00:01:22.300 --> 00:01:26.460]  當我們做一些事 當我們接受一些事的時候
[00:01:26.460 --> 00:01:28.860]  當我們認同神的時候
[00:01:28.860 --> 00:01:32.720]  我們就使得神很開心
[00:01:32.720 --> 00:01:34.960]  每一次我們使得神開心
[00:01:34.960 --> 00:01:38.500]  就等於是祝福神
[00:01:38.500 --> 00:01:40.360]  換句話來說
[00:01:40.360 --> 00:01:41.640]  我們有沒有福氣呢
[00:01:41.640 --> 00:01:46.120]  就不是我們自己想我們得到多少
[00:01:46.120 --> 00:01:48.100]  我們是什麼感受
[00:01:48.100 --> 00:01:51.700]  是神有什麼感受
[00:01:51.700 --> 00:01:56.620]  所以八福 我們講到為二受逼迫了沒有
[00:01:56.620 --> 00:01:57.980]  還沒有講到
[00:01:57.980 --> 00:02:03.220]  很多人說八福為二受逼迫是福嗎
[00:02:03.220 --> 00:02:04.680]  是不是福啊
[00:02:04.680 --> 00:02:07.420]  就是有人無端端罵你 你是福嗎
[00:02:07.420 --> 00:02:11.420]  因為你信耶穌之後他打你 你是福氣嗎
[00:02:11.420 --> 00:02:14.780]  我們發覺 原來當我們這樣看法的時候
[00:02:14.780 --> 00:02:19.220]  我們所認識的福氣 原來是很膚淺的
[00:02:19.220 --> 00:02:22.740]  我們今天來看看什麼是福氣呢
[00:02:22.740 --> 00:02:25.640]  明白真福
[00:02:25.640 --> 00:02:28.900]  苦難是一個包裝
[00:02:28.900 --> 00:02:32.340]  神的福氣往往是一個苦難的包裝
[00:02:32.340 --> 00:02:35.740]  即是你拿的時候不是那麼好的
[00:02:35.740 --> 00:02:37.940]  其實聖經裡面有很多paradox
[00:02:37.940 --> 00:02:42.300]  即是相反的事情
[00:02:42.300 --> 00:02:46.940]  但原來很多的真理在當中
[00:02:46.940 --> 00:02:50.540]  有苦難的包裝
[00:02:50.540 --> 00:02:53.060]  也有一個永恆的價值
[00:02:53.060 --> 00:02:56.220]  我們先看看苦難的包裝
[00:02:56.220 --> 00:02:59.540]  《雅各書》第一章第二至四節說
[00:02:59.540 --> 00:03:04.500]  我的弟兄們 你們若落在百般的試煉中
[00:03:04.500 --> 00:03:06.900]  都要以為大喜樂
[00:03:06.900 --> 00:03:10.780]  因為知道你們的信心經過試驗
[00:03:10.780 --> 00:03:13.900]  就生忍耐 但忍耐也當成功
[00:03:13.900 --> 00:03:19.420]  使你們承傳完備 毫無缺陷
[00:03:19.420 --> 00:03:24.460]  不容易讀一段經文
[00:03:24.460 --> 00:03:27.020]  百般的試煉當中
[00:03:27.020 --> 00:03:30.300]  都要以為是大喜樂
[00:03:30.300 --> 00:03:32.260]  那是否我們在裝呢
[00:03:32.260 --> 00:03:35.700]  很喜樂 我現在很辛苦 也很喜樂
[00:03:35.700 --> 00:03:37.140]  不是這個意思
[00:03:37.140 --> 00:03:39.700]  是真真正正我們可以靠主
[00:03:39.700 --> 00:03:43.820]  來勝過這些試煉
[00:03:43.820 --> 00:03:48.260]  我不知道大家現在有什麼的難處
[00:03:48.260 --> 00:03:50.820]  有什麼的試煉
[00:03:50.820 --> 00:03:53.180]  但當試煉經過之後
[00:03:53.180 --> 00:03:56.420]  就將我們生命當中很多的雜質
[00:03:56.420 --> 00:03:59.420]  我們今天剛才說的清心
[00:03:59.420 --> 00:04:01.860]  將那些雜質除去了
[00:04:01.860 --> 00:04:03.900]  我們有一個character
[00:04:03.900 --> 00:04:07.420]  中文譯為「老練」
[00:04:07.420 --> 00:04:13.780]  這個character 性情能夠像主耶穌基督
[00:04:13.780 --> 00:04:15.860]  這個就是福氣
[00:04:15.860 --> 00:04:18.660]  在忍耐當中
[00:04:18.660 --> 00:04:23.500]  我們的生命裡面 我們人是沒有忍耐的
[00:04:23.500 --> 00:04:26.260]  你見我都很溫柔
[00:04:26.260 --> 00:04:27.540]  其實不是的
[00:04:27.540 --> 00:04:28.980]  溫柔的時候溫柔
[00:04:28.980 --> 00:04:30.980]  不溫柔的時候很可怕
[00:04:30.980 --> 00:04:33.700]  你沒有什麼感覺
[00:04:33.700 --> 00:04:36.980]  我們生命當中有很多的雜質在裡面
[00:04:36.980 --> 00:04:41.780]  雖然有苦難的包裝 但只是暫時的苦楚
[00:04:41.780 --> 00:04:45.580]  自輕自暫的苦楚 保羅說的
[00:04:45.580 --> 00:04:49.380]  我們在這個世上有什麼 耶穌說過
[00:04:49.380 --> 00:04:53.500]  在世你們有什麼 是不是有銀兩
[00:04:53.500 --> 00:04:57.060]  不是 有苦難
[00:04:57.060 --> 00:05:00.340]  肯定 我們沒有人可以逃避這件事
[00:05:00.340 --> 00:05:02.460]  就是說苦難可以解釋為一些
[00:05:02.460 --> 00:05:04.420]  我們不清心如意的事
[00:05:04.420 --> 00:05:07.940]  一定會發生在我們的生命當中
[00:05:07.940 --> 00:05:10.700]  有時候是人際的關係
[00:05:10.700 --> 00:05:13.020]  有時候是一些事物
[00:05:13.020 --> 00:05:16.340]  有時候是一些財產的損失
[00:05:16.340 --> 00:05:19.260]  甚至我們的健康
[00:05:19.260 --> 00:05:22.260]  人一定會有不同的苦難
[00:05:22.260 --> 00:05:24.300]  所以神給我們的祝福
[00:05:24.300 --> 00:05:26.660]  往往是苦難的包裝
[00:05:26.660 --> 00:05:29.900]  但是暫時的痛楚
[00:05:29.900 --> 00:05:32.140]  你有沒有去過整牙
[00:05:32.140 --> 00:05:34.100]  整牙是暫時的痛楚
[00:05:34.100 --> 00:05:37.340]  不過那個暫時是很久的 是不是
[00:05:37.340 --> 00:05:40.740]  你聽到牙醫的嘰嘰聲
[00:05:40.740 --> 00:05:43.620]  當你整一隻牙的時候
[00:05:43.620 --> 00:05:47.620]  你會覺得那十分鐘好像永遠一樣
[00:05:47.620 --> 00:05:53.860]  人在苦難當中覺得很久 很痛 很久
[00:05:53.860 --> 00:05:55.660]  但是過了之後
[00:05:55.660 --> 00:05:57.300]  你發覺你的笑容可以很漂亮
[00:05:57.300 --> 00:06:01.500]  牙齒可以很漂亮 是不是
[00:06:01.500 --> 00:06:03.260]  生命就是這樣
[00:06:03.260 --> 00:06:04.780]  求主幫助我們
[00:06:04.780 --> 00:06:06.580]  我們先很快的說
[00:06:06.580 --> 00:06:11.460]  第二就是講到財產的損失
[00:06:11.460 --> 00:06:16.420]  剛才講到奉獻
[00:06:16.420 --> 00:06:19.780]  陳牧師講的是責任
[00:06:19.780 --> 00:06:25.060]  奉獻是否一個責任呢
[00:06:25.060 --> 00:06:29.260]  責任是很勉強的 是不是
[00:06:29.260 --> 00:06:32.140]  你早上煮早餐給太太吃
[00:06:32.140 --> 00:06:36.940]  是否責任是可以的
[00:06:36.940 --> 00:06:38.140]  也是責任來的
[00:06:38.140 --> 00:06:40.220]  不過不是勉強
[00:06:40.220 --> 00:06:42.340]  當你在吵架的時候是責任
[00:06:42.340 --> 00:06:44.220]  但是當很傷害的時候
[00:06:44.220 --> 00:06:47.660]  你很樂意去做
[00:06:47.660 --> 00:06:50.300]  生命當中能夠奉獻給神
[00:06:50.300 --> 00:06:54.100]  這裡說不要積攢財寶在天上
[00:06:54.100 --> 00:06:56.380]  不要在地上
[00:06:56.380 --> 00:06:59.300]  地上有蟲子咬又能受壞
[00:06:59.300 --> 00:07:03.140]  能夠挖洞來偷
[00:07:03.140 --> 00:07:08.340]  你的錢突然間可能不見了
[00:07:08.340 --> 00:07:12.540]  現在銀行的錢是不是放在家裏
[00:07:12.540 --> 00:07:14.500]  不是 沒有人放在家裏的 是不是
[00:07:14.500 --> 00:07:16.620]  不過很危險的
[00:07:16.620 --> 00:07:18.340]  因為銀行的賬戶說
[00:07:18.340 --> 00:07:22.220]  對不起 有人拿走了
[00:07:22.220 --> 00:07:24.580]  可以是這樣
[00:07:24.580 --> 00:07:26.180]  換句話來說
[00:07:26.180 --> 00:07:28.660]  我們積財於天是甚麼呢
[00:07:28.660 --> 00:07:30.860]  就是我們奉獻給神
[00:07:30.860 --> 00:07:33.180]  奉獻給神等於甚麼呢
[00:07:33.180 --> 00:07:36.100]  我們的錢包少了錢
[00:07:36.100 --> 00:07:38.300]  對不對
[00:07:38.300 --> 00:07:41.900]  很實際的
[00:07:41.900 --> 00:07:44.180]  當你很倚靠錢的時候
[00:07:44.180 --> 00:07:47.660]  你不敢奉獻的
[00:07:47.660 --> 00:07:50.180]  因為你靠那些錢
[00:07:50.180 --> 00:07:54.100]  你靠那些錢 要靠多少才行呢
[00:07:54.100 --> 00:07:56.580]  現在我們那些retirement
[00:07:56.580 --> 00:08:00.860]  有些人經常在算那些財務
[00:08:00.860 --> 00:08:03.340]  financial planner第一件事問你
[00:08:03.340 --> 00:08:06.660]  你有多長命
[00:08:06.660 --> 00:08:10.100]  你還有三十年 你的錢夠不夠用
[00:08:10.100 --> 00:08:13.180]  你的lifestyle是甚麼
[00:08:13.180 --> 00:08:15.140]  很多人很有錢
[00:08:15.140 --> 00:08:17.180]  但他不夠錢用
[00:08:17.180 --> 00:08:20.980]  因為他今天要買遊艇 第二天要買飛機
[00:08:20.980 --> 00:08:23.900]  他不夠錢用
[00:08:23.900 --> 00:08:24.980]  我們人生裏面
[00:08:24.980 --> 00:08:26.180]  當我們倚靠錢的時候
[00:08:26.180 --> 00:08:29.460]  我們永遠不敢去奉獻
[00:08:29.460 --> 00:08:31.620]  但當我們愛神的時候
[00:08:31.620 --> 00:08:33.540]  我們願意去奉獻
[00:08:33.540 --> 00:08:36.140]  其實我們的生命當我們愛的時候
[00:08:36.140 --> 00:08:39.420]  奉獻是一個愛的舉動
[00:08:39.420 --> 00:08:43.740]  我們積財於天是一個愛的舉動
[00:08:43.740 --> 00:08:46.220]  我們將我們的錢去幫助窮人
