
[00:00:00.000 --> 00:00:02.000]  師妹早晨
[00:00:02.000 --> 00:00:05.000]  大家打開程序表
[00:00:05.000 --> 00:00:08.000]  講題是什麼?
[00:00:08.000 --> 00:00:13.000]  其實講笑而已 今天是不會講末世戲言的
[00:00:13.000 --> 00:00:18.000]  我放假之前就交了這個講章
[00:00:18.000 --> 00:00:20.000]  講《創世紀十九章》
[00:00:20.000 --> 00:00:22.000]  在末世
[00:00:22.000 --> 00:00:26.000]  在索多瑪俄摩拉將要被毀之前
[00:00:28.000 --> 00:00:33.000]  使者去勸羅德一家人逃命
[00:00:33.000 --> 00:00:38.000]  羅德的家人就當他講笑
[00:00:38.000 --> 00:00:41.000]  今天不講末世戲言
[00:00:41.000 --> 00:00:47.000]  我想就著我們最近香港的局勢
[00:00:47.000 --> 00:00:52.000]  有一些聖經的提醒和勉勵
[00:00:52.000 --> 00:00:56.000]  我今天的講題其實我還沒想到
[00:00:57.000 --> 00:01:03.000]  但我想講一個道理叫愛人如己
[00:01:03.000 --> 00:01:07.000]  開始之前我也想有些時間
[00:01:07.000 --> 00:01:09.000]  大家祈禱
[00:01:09.000 --> 00:01:11.000]  祈禱之前我想問一下
[00:01:11.000 --> 00:01:12.000]  在座的頂姐妹
[00:01:12.000 --> 00:01:14.000]  我想問過去這八天裡面
[00:01:14.000 --> 00:01:16.000]  由戰中開始到今天
[00:01:16.000 --> 00:01:23.000]  你心裡面情緒是多麼的波動
[00:01:23.000 --> 00:01:25.000]  多麼的擔心
[00:01:25.000 --> 00:01:26.000]  多麼的氣憤
[00:01:27.000 --> 00:01:28.000]  多麼的無奈
[00:01:28.000 --> 00:01:29.000]  多麼的謙虛
[00:01:29.000 --> 00:01:32.000]  多麼的都很難形容
[00:01:32.000 --> 00:01:36.000]  如果你情緒是有相當大的波動
[00:01:36.000 --> 00:01:38.000]  我請你拍一下手
[00:01:38.000 --> 00:01:39.000]  一二三
[00:01:39.000 --> 00:01:44.000]  如果你覺得你都挺平靜的
[00:01:44.000 --> 00:01:46.000]  你都關心
[00:01:46.000 --> 00:01:47.000]  但你都平靜的
[00:01:47.000 --> 00:01:49.000]  請你拍一下手
[00:01:49.000 --> 00:01:52.000]  志偉挺平靜的
[00:01:52.000 --> 00:01:54.000]  聽到志偉拍手嗎
[00:01:55.000 --> 00:01:57.000]  我知道你坐在這個位置
[00:01:57.000 --> 00:02:02.000]  但無論你仍然很平靜還是很波動
[00:02:02.000 --> 00:02:05.000]  或者我認識一些頂姐妹
[00:02:05.000 --> 00:02:07.000]  或者有些朋友
[00:02:07.000 --> 00:02:08.000]  他有上街的
[00:02:08.000 --> 00:02:10.000]  或者有去靜坐
[00:02:10.000 --> 00:02:12.000]  或者有去表達
[00:02:12.000 --> 00:02:14.000]  無論是什麼立場
[00:02:14.000 --> 00:02:16.000]  今天我很想藉著聖經
[00:02:16.000 --> 00:02:18.000]  給我們一些反省
[00:02:18.000 --> 00:02:21.000]  看我們人在神面前應該怎樣
[00:02:21.000 --> 00:02:23.000]  怎樣做一個人
[00:02:23.000 --> 00:02:28.000]  神所要求人的最重要的原則
