
[00:00:00.000 --> 00:00:05.640]  今天會和大家講一個非常特別的訊息
[00:00:05.640 --> 00:00:11.200]  叫做從聖經看UFO或者是外星人
[00:00:11.200 --> 00:00:14.440]  有人說:嘩!牧師有沒有搞錯?
[00:00:14.440 --> 00:00:19.640]  你是不是去完旅行放完假回來被震驚了?
[00:00:19.640 --> 00:00:21.080]  不是的
[00:00:21.080 --> 00:00:24.840]  因為我自己是叛徒出家
[00:00:24.840 --> 00:00:28.480]  我和很多牧師的背景都不同
[00:00:28.480 --> 00:00:32.280]  我久不久都喜歡講一些
[00:00:32.280 --> 00:00:36.480]  一般牧師或者我自己都不會講的話題
[00:00:36.480 --> 00:00:38.480]  久不久就會講一次
[00:00:38.480 --> 00:00:43.680]  其實我很喜歡跟著聖經一部一部書來講
[00:00:43.680 --> 00:00:47.680]  其實我在數兩年前都講過一個類似的訊息
[00:00:47.680 --> 00:00:52.280]  叫做日月星宿都傳揚基督的舊因
[00:00:52.280 --> 00:00:56.480]  今天又要和大家講UFO外星人
[00:00:56.480 --> 00:01:00.080]  你說為什麼會講一個這樣的話題
[00:01:00.080 --> 00:01:03.280]  原因是因為在今年的九月底
[00:01:03.280 --> 00:01:08.080]  我是被開路者這個機構來訪問
[00:01:08.080 --> 00:01:13.880]  他們所採訪的話題就是要我講UFO和外星人
[00:01:13.880 --> 00:01:17.480]  有一個聽眾聽了這個訪問之後
[00:01:17.480 --> 00:01:20.480]  他在網上留言
[00:01:20.480 --> 00:01:27.480]  他說終於有人做基督徒有關的外星話題了
[00:01:27.480 --> 00:01:28.480]  我再講一次
[00:01:28.480 --> 00:01:33.480]  他說終於有人做和基督徒有關的外星話題
[00:01:33.480 --> 00:01:36.480]  我讀了之後非常有感觸
[00:01:36.480 --> 00:01:40.680]  好像我們基督徒就像一隻鴕鳥一樣
[00:01:40.680 --> 00:01:44.480]  經常將頭埋在沙堆裏不聞世事
[00:01:44.480 --> 00:01:46.880]  好像縮頭烏龜一樣
[00:01:46.880 --> 00:01:51.480]  世人講的我們都不去講
[00:01:51.480 --> 00:01:54.480]  這就是我們給人的印象
[00:01:54.480 --> 00:01:58.880]  我們好像和俗世脫節一樣
[00:01:58.880 --> 00:02:00.680]  其實聖經告訴我們
