
[00:00:00.000 --> 00:00:02.980]  我們《聖經》就先讀到這裏
[00:00:02.980 --> 00:00:08.980]  就是講到雅各他是在曠野裏頭
[00:00:08.980 --> 00:00:14.980]  夜晚他一個人孤單的在外面
[00:00:14.980 --> 00:00:17.000]  也沒有地方可以去
[00:00:17.000 --> 00:00:18.980]  他就睡下來
[00:00:18.980 --> 00:00:20.980]  用石頭當作枕頭
[00:00:20.980 --> 00:00:23.980]  那麼在他睡的時候呢
[00:00:23.980 --> 00:00:26.980]  他就夢見一個天梯
[00:00:26.980 --> 00:00:31.980]  一個梯子頂着天
[00:00:31.980 --> 00:00:35.980]  那麼頂到他夢裏頭醒過來以後
[00:00:35.980 --> 00:00:37.980]  他就說了
[00:00:37.980 --> 00:00:42.980]  這個非常的可能稀奇可微
[00:00:42.980 --> 00:00:45.980]  他說野花正在這裏
[00:00:45.980 --> 00:00:48.980]  他說夢的話就叫他想到神
[00:00:48.980 --> 00:00:52.980]  但是野花正在這裏我竟不知道
[00:00:52.980 --> 00:00:55.980]  他說這個地方是何等可微
[00:00:55.980 --> 00:00:57.980]  因爲這個不識別的
[00:00:57.980 --> 00:01:00.980]  乃是神的殿也是天的門
[00:01:00.980 --> 00:01:04.980]  就說他所睡覺的地方
[00:01:04.980 --> 00:01:07.980]  他就意識到這是神在的地方
[00:01:07.980 --> 00:01:09.980]  是神殿
[00:01:09.980 --> 00:01:11.980]  神的殿也就是神的家
[00:01:11.980 --> 00:01:14.980]  神的天的門
[00:01:14.980 --> 00:01:16.980]  所以我們今天呢
[00:01:16.980 --> 00:01:19.980]  這個是讀到《聖經》的話呢
[00:01:19.980 --> 00:01:27.980]  這是《聖經》第一次有提到神的家
[00:01:27.980 --> 00:01:29.980]  反正在《聖經》裏頭
[00:01:29.980 --> 00:01:34.980]  第一次提到的都是有很重要的意義
[00:01:34.980 --> 00:01:37.980]  那麼到了《新約》呢
[00:01:37.980 --> 00:01:42.980]  《聖經》所提到的就是教會
[00:01:42.980 --> 00:01:47.980]  教會就是神的家
[00:01:47.980 --> 00:01:49.980]  《聖經》第一次提到的
[00:01:49.980 --> 00:01:51.980]  比如我們可以舉個例
[00:01:51.980 --> 00:01:54.980]  像這個信
[00:01:54.980 --> 00:01:56.980]  在什麼地方第一次提到呢
[00:01:56.980 --> 00:02:03.980]  是在《創世紀》第十五章第六節
[00:02:03.980 --> 00:02:07.980]  神跟着亞伯拉罕所說的
[00:02:07.980 --> 00:02:13.980]  他就說要允許給亞伯拉罕一個家
[00:02:13.980 --> 00:02:17.980]  但是亞伯拉罕就不信
[00:02:17.980 --> 00:02:21.980]  因爲神說你的子孫要將天上的星
[00:02:21.980 --> 00:02:24.980]  將地上的沙那麼多
[00:02:24.980 --> 00:02:26.980]  亞伯拉罕就不信
[00:02:26.980 --> 00:02:27.980]  我還沒有兒子呢
[00:02:27.980 --> 00:02:31.980]  怎麼可能有這樣的事情呢
[00:02:31.980 --> 00:02:34.980]  但是神跟他說呢
[00:02:34.980 --> 00:02:37.980]  將來會給你一個兒子
[00:02:37.980 --> 00:02:40.980]  那麼亞伯拉罕就信神
[00:02:40.980 --> 00:02:44.980]  所以十五章第六節就說了一句話
[00:02:44.980 --> 00:02:47.980]  亞伯拉罕信神
[00:02:47.980 --> 00:02:50.980]  神就以此爲他的義
[00:02:50.980 --> 00:02:53.980]  這第一次提到信的信心這個字呢
[00:02:53.980 --> 00:02:56.980]  是在《創世紀》亞伯拉罕身上
[00:02:56.980 --> 00:02:59.980]  所以這個以後我們陸陸續續地看到
[00:02:59.980 --> 00:03:02.980]  《聖經》裏面有很多的信
[00:03:02.980 --> 00:03:04.980]  一直到《新約》
[00:03:04.980 --> 00:03:06.980]  還是這個信的這個字呢
[00:03:06.980 --> 00:03:08.980]  經常地出現
[00:03:08.980 --> 00:03:10.980]  但是它第一次出現呢
[00:03:10.980 --> 00:03:12.980]  就是在《創世紀》
[00:03:12.980 --> 00:03:15.980]  我們現在讀到這段《聖經》呢
[00:03:15.980 --> 00:03:16.980]  第一次呢
[00:03:16.980 --> 00:03:21.980]  《聖經》提到是神的家
[00:03:21.980 --> 00:03:22.980]  那麼以後呢
[00:03:22.980 --> 00:03:23.980]  在《聖經》裏頭呢
[00:03:23.980 --> 00:03:26.980]  也多次地提到神的家
[00:03:26.980 --> 00:03:32.980]  那現在我們就是活在神的家的當中
[00:03:32.980 --> 00:03:34.980]  這很稀奇
[00:03:34.980 --> 00:03:37.980]  這個《聖經》裏頭第一次提到神的家呢
[00:03:37.980 --> 00:03:40.980]  是跟雅閣有關
[00:03:40.980 --> 00:03:42.980]  就到二十八章
[00:03:42.980 --> 00:03:44.980]  講到雅閣離開家
[00:03:44.980 --> 00:03:47.980]  到這個哈嵐去的時候
[00:03:47.980 --> 00:03:50.980]  才提到這個地方是神的家
[00:03:50.980 --> 00:03:52.980]  那雅閣以後呢
[00:03:52.980 --> 00:03:56.980]  神就改名叫他以色列
[00:03:56.980 --> 00:04:00.980]  從這個亞伯拉罕以撒
[00:04:00.980 --> 00:04:03.980]  然後到這個雅閣
[00:04:03.980 --> 00:04:05.980]  就商人看的話
[00:04:05.980 --> 00:04:08.980]  那雅閣呢就不如亞伯拉罕
[00:04:08.980 --> 00:04:12.980]  也不如他的父親以色列
[00:04:12.980 --> 00:04:15.980]  因爲亞伯拉罕和以色列呢
[00:04:15.980 --> 00:04:18.980]  都是敬畏神
[00:04:18.980 --> 00:04:21.980]  我們讀到他的一些事情的時候
[00:04:21.980 --> 00:04:23.980]  就是他們兩個呢
[00:04:23.980 --> 00:04:25.980]  都是很敬畏神的
[00:04:25.980 --> 00:04:27.980]  可是雅閣就不是這樣的
[00:04:27.980 --> 00:04:30.980]  他生下來就是很鬼的
[00:04:30.980 --> 00:04:32.980]  生下來就要奪取
[00:04:32.980 --> 00:04:35.980]  以後他就要奪取
[00:04:35.980 --> 00:04:37.980]  他的哥哥長子的名分
[00:04:37.980 --> 00:04:38.980]  用一碗紅豆湯
[00:04:38.980 --> 00:04:42.980]  就把他長子的名分給騙過來了
[00:04:42.980 --> 00:04:45.980]  他有很多的想法
[00:04:45.980 --> 00:04:48.980]  他這個離開神好像比較遠一些
[00:04:48.980 --> 00:04:50.980]  但是呢
[00:04:50.980 --> 00:04:52.980]  這第一次提到神的家呢
[00:04:52.980 --> 00:04:55.980]  確實跟雅閣有關係
[00:04:55.980 --> 00:04:57.980]  就聖經裏頭你看見
[00:04:57.980 --> 00:04:59.980]  在舊約草稿提到
[00:04:59.980 --> 00:05:01.980]  有雅閣家
[00:05:01.980 --> 00:05:03.980]  雅閣家怎麼樣
[00:05:03.980 --> 00:05:06.980]  雅閣家他們是離開神怎麼樣
[00:05:06.980 --> 00:05:09.980]  他們的行爲怎麼樣
[00:05:09.980 --> 00:05:11.980]  但是雅閣家以後還要復興
[00:05:11.980 --> 00:05:13.980]  還要神要拯救他們
[00:05:13.980 --> 00:05:16.980]  也提到以色列的家
[00:05:16.980 --> 00:05:19.980]  提到雅閣
[00:05:19.980 --> 00:05:21.980]  提到以色列
[00:05:21.980 --> 00:05:26.980]  這跟神的家是有關係的
[00:05:26.980 --> 00:05:29.980]  聖經沒有提到亞伯拉罕的家
[00:05:29.980 --> 00:05:31.980]  也沒有一個字提到以撒的家
[00:05:31.980 --> 00:05:33.980]  雖然他們都有家
[00:05:33.980 --> 00:05:35.980]  但是都沒有提到
[00:05:35.980 --> 00:05:37.980]  那我們看到這個
[00:05:37.980 --> 00:05:39.980]  在舊約聖經裏頭
[00:05:39.980 --> 00:05:43.980]  從撒末爾紀上下
[00:05:43.980 --> 00:05:46.980]  還有後來到這個列望紀上下
[00:05:46.980 --> 00:05:49.980]  他們所講的事情呢
[00:05:49.980 --> 00:05:51.980]  是提到神的國
[00:05:51.980 --> 00:05:53.980]  國度
[00:05:53.980 --> 00:05:54.980]  提到寶座
[00:05:54.980 --> 00:05:56.980]  提到這些王
[00:05:56.980 --> 00:05:58.980]  但是到以後呢
[00:05:58.980 --> 00:06:00.980]  到歷代字上下
[00:06:00.980 --> 00:06:02.980]  我們就可以讀到
[00:06:02.980 --> 00:06:04.980]  這是一個家的歷史
[00:06:04.980 --> 00:06:06.980]  什麼是大魏的家
[00:06:06.980 --> 00:06:08.980]  也就是雅閣以後
[00:06:08.980 --> 00:06:10.980]  他的子孫
[00:06:10.980 --> 00:06:12.980]  月色
[00:06:12.980 --> 00:06:14.980]  月色以後
[00:06:14.980 --> 00:06:16.980]  還有這個大魏
[00:06:16.980 --> 00:06:18.980]  大魏的家的歷史
[00:06:18.980 --> 00:06:21.980]  那麼在這個歷代字裏頭呢
[00:06:21.980 --> 00:06:23.980]  他特別呢
[00:06:23.980 --> 00:06:25.980]  是每個王的好跟壞
[00:06:25.980 --> 00:06:27.980]  好王還是壞的王
[00:06:27.980 --> 00:06:31.980]  都是跟他對這個神的家的態度有關係
[00:06:31.980 --> 00:06:33.980]  他如果敬畏神
[00:06:33.980 --> 00:06:36.980]  好好活在神的家中
[00:06:36.980 --> 00:06:38.980]  那麼他就是個好的王
[00:06:38.980 --> 00:06:40.980]  如果他離開神的家
[00:06:40.980 --> 00:06:43.980]  不按照神的意思來做的話
[00:06:43.980 --> 00:06:46.980]  那他就不是一個好的王
[00:06:46.980 --> 00:06:48.980]  他是一個壞的王
[00:06:48.980 --> 00:06:50.980]  所以對這個神家的態度呢
[00:06:50.980 --> 00:06:53.980]  也是很重要的
[00:06:53.980 --> 00:06:55.980]  雅閣呢
[00:06:55.980 --> 00:06:57.980]  他是姨嫂的弟弟
[00:06:57.980 --> 00:06:59.980]  他們兩個人
[00:06:59.980 --> 00:07:02.980]  差不多時間生下來
[00:07:02.980 --> 00:07:04.980]  但是他是弟弟
[00:07:04.980 --> 00:07:05.980]  但是他呢
[00:07:05.980 --> 00:07:08.980]  就騙到他哥哥的長子的名分
[00:07:08.980 --> 00:07:10.980]  他哥哥因爲餓得不得了
[00:07:10.980 --> 00:07:12.980]  看見弟弟在煮紅豆湯
[00:07:12.980 --> 00:07:14.980]  他說你把紅豆湯給我
[00:07:14.980 --> 00:07:15.980]  他說那可以
[00:07:15.980 --> 00:07:18.980]  那你把你的長子名分給我
[00:07:18.980 --> 00:07:20.980]  姨嫂想着長子的名分
[00:07:20.980 --> 00:07:22.980]  對我有什麼用呢
[00:07:22.980 --> 00:07:24.980]  我先解決目前的困難
[00:07:24.980 --> 00:07:26.980]  所以他就把長子的名分
[00:07:26.980 --> 00:07:28.980]  給了雅閣了
[00:07:28.980 --> 00:07:30.980]  後來呢
[00:07:30.980 --> 00:07:33.980]  雅閣又冒充是姨嫂
[00:07:33.980 --> 00:07:34.980]  騙取
[00:07:34.980 --> 00:07:36.980]  騙他的父親
[00:07:36.980 --> 00:07:38.980]  讓父親給他祝福
[00:07:38.980 --> 00:07:39.980]  所以你看
[00:07:39.980 --> 00:07:40.980]  這雅閣呢
[00:07:40.980 --> 00:07:42.980]  是很厲害的人
[00:07:42.980 --> 00:07:44.980]  這樣的話呢
[00:07:44.980 --> 00:07:46.980]  他哥哥就很恨這雅閣
