
[00:00:00.000 --> 00:00:07.000]  今天我們繼續看馬太福音的二十章第一到十六節
[00:00:07.000 --> 00:00:11.000]  我相信這段經文大家都很熟悉的經文
[00:00:11.000 --> 00:00:14.000]  如果大家有聖經的話可以打開
[00:00:14.000 --> 00:00:19.000]  可以看回在馬太福音的二十章一到十六節之前
[00:00:19.000 --> 00:00:22.000]  在第十九章十六到二十二節
[00:00:22.000 --> 00:00:24.000]  一個也是很熟悉的經文
[00:00:24.000 --> 00:00:29.000]  說到少年才主對耶穌的一個發問
[00:00:29.000 --> 00:00:32.000]  我怎樣能夠承受這個永生
[00:00:32.000 --> 00:00:33.000]  然後耶穌就回答他
[00:00:33.000 --> 00:00:37.000]  你撇下所有一切跟從我吧
[00:00:37.000 --> 00:00:41.000]  就帶出跟從主耶穌是要付上代價
[00:00:41.000 --> 00:00:46.000]  而這個少年的才主最終就悠悠愁愁地走了
[00:00:46.000 --> 00:00:50.000]  接著耶穌和彼得都有一個回應
[00:00:50.000 --> 00:00:54.000]  而彼得在馬太福音第十九章二十七節
[00:00:54.000 --> 00:00:56.000]  彼得這樣的回應
[00:00:56.000 --> 00:01:02.000]  他說他就和少年才主去比較
[00:01:02.000 --> 00:01:05.000]  他說我們已經撇下所有跟從你了
[00:01:05.000 --> 00:01:08.000]  將來我們要得到什麼呢
[00:01:08.000 --> 00:01:13.000]  從而引發出耶穌說葡萄園工人的比喻
[00:01:13.000 --> 00:01:17.000]  而這個比喻只是出現在馬太福音當中
[00:01:17.000 --> 00:01:21.000]  耶穌要指出的是對門徒來說
[00:01:21.000 --> 00:01:25.000]  為了得到賞賜和個人的地位而去侍奉的
[00:01:25.000 --> 00:01:28.000]  是最不可取的動機
[00:01:28.000 --> 00:01:31.000]  接下在第二十章十六節
[00:01:31.000 --> 00:01:35.000]  有關在前和在後的一個弔詭的說法
[00:01:35.000 --> 00:01:41.000]  表明了為了得到賞賜而侍奉的人將要在後
[00:01:41.000 --> 00:01:45.000]  那些單單為了馴服回應耶穌命令的人
[00:01:45.000 --> 00:01:49.000]  而侍奉的人是會在前面
[00:01:49.000 --> 00:01:51.000]  我們再看一個比喻
[00:01:51.000 --> 00:01:55.000]  比喻裡面耶穌描述到一個園主
[00:01:55.000 --> 00:02:00.000]  在收割的季節去僱傭一班臨時的工人替他收割
[00:02:00.000 --> 00:02:02.000]  在一清早的時候
[00:02:02.000 --> 00:02:09.000]  當時有一班工人在市集裡面聚集等候僱傭
[00:02:09.000 --> 00:02:16.000]  這個園主和他們說定工資是一錢的銀子
[00:02:16.000 --> 00:02:20.000]  相等於當時一般工人一天的工資
[00:02:20.000 --> 00:02:22.000]  在古代一個工作日
[00:02:22.000 --> 00:02:26.000]  通常由上午六點到下午六點
[00:02:26.000 --> 00:02:28.000]  每三小時為一節去算
[00:02:28.000 --> 00:02:31.000]  所以大概園主在早上六點
[00:02:31.000 --> 00:02:35.000]  去僱傭第一批的工人去工作一整天
[00:02:35.000 --> 00:02:38.000]  之後去到上午九點
[00:02:38.000 --> 00:02:43.000]  園主需要更加多的工人去處理他大量的收成
[00:02:43.000 --> 00:02:45.000]  所以他就回到市集
[00:02:45.000 --> 00:02:48.000]  發現仍然有很多人在等工作的機會
[00:02:48.000 --> 00:02:50.000]  對這班工人來說
[00:02:50.000 --> 00:02:53.000]  有工作當然比沒有工作好
[00:02:53.000 --> 00:02:56.000]  因為他們若果找不到工作的話
[00:02:56.000 --> 00:02:58.000]  那天他們就要吃白果
[00:02:58.000 --> 00:03:01.000]  沒有得到任何的收入
[00:03:01.000 --> 00:03:03.000]  沒有得到任何的錢的時候
[00:03:03.000 --> 00:03:07.000]  去維繫足夠他們的生活
[00:03:07.000 --> 00:03:09.000]  所以這些人
[00:03:09.000 --> 00:03:13.000]  他們同意為了合理的工資去工作
[00:03:13.000 --> 00:03:15.000]  他們預期得到的
[00:03:15.000 --> 00:03:21.000]  可能只是平常一天工資去按比例遞減之後的金額
[00:03:21.000 --> 00:03:24.000]  可能是十二分之十一
[00:03:24.000 --> 00:03:27.000]  由於要收的農作物實在太多
[00:03:27.000 --> 00:03:30.000]  園主在下午十二點
[00:03:30.000 --> 00:03:33.000]  下午的三點
[00:03:33.000 --> 00:03:36.000]  分別都出去再請一些工人
[00:03:36.000 --> 00:03:39.000]  之後園主再要更加多的工人
[00:03:39.000 --> 00:03:41.000]  他就繼續回到市集
[00:03:41.000 --> 00:03:46.000]  發現仍然有一班非常絕望的工人在等工作的機會
[00:03:46.000 --> 00:03:49.000]  那個時候已經是下午五點
[00:03:49.000 --> 00:03:52.000]  即是差不多完結一天的時間
[00:03:52.000 --> 00:03:55.000]  還有一個小時就完結
[00:03:55.000 --> 00:03:57.000]  接近工作結束的時候
[00:03:57.000 --> 00:04:00.000]  這班工人他們預期得到的工資
[00:04:00.000 --> 00:04:05.000]  應該就是整天收入裏面的十二分之一
[00:04:05.000 --> 00:04:09.000]  他們仍然願意去做這份工作
[00:04:09.000 --> 00:04:14.000]  並且獲得僱傭在葡萄園裏面工作
[00:04:14.000 --> 00:04:17.000]  到了晚上分工前的時候
[00:04:17.000 --> 00:04:21.000]  園主的舉動就出乎眾人的意料之外
[00:04:21.000 --> 00:04:25.000]  最後僱傭的工人得到一銀錢的工資
[00:04:25.000 --> 00:04:28.000]  相等於一整天的工資
[00:04:28.000 --> 00:04:32.000]  這個時候工時較長的工人就不期然產生一個期望
[00:04:32.000 --> 00:04:37.000]  以為自己的工資都會按比例增加
[00:04:37.000 --> 00:04:42.000]  但結果他們得到的都只是一錢的銀紙
[00:04:42.000 --> 00:04:44.000]  整天勞苦的工人得到的工資
[00:04:44.000 --> 00:04:48.000]  和工作了一小時的工人的工資是一樣
[00:04:48.000 --> 00:04:52.000]  這個自然引起了先受僱的工人的不滿
[00:04:52.000 --> 00:04:54.000]  之後來的受僱工人
[00:04:54.000 --> 00:05:01.000]  不是應該和之後做了一個小時的工人的待遇是不一樣的嗎?
[00:05:01.000 --> 00:05:04.000]  多勞不是多得的嗎?
[00:05:04.000 --> 00:05:07.000]  他們很埋怨感到很不公平
[00:05:07.000 --> 00:05:12.000]  園主在這個時候就很溫柔地用一個描述
[00:05:12.000 --> 00:05:14.000]  他說他很溫柔地向這班人解釋
[00:05:14.000 --> 00:05:17.000]  稱呼他們為朋友
[00:05:17.000 --> 00:05:20.000]  這班人本來就是沒有固定的工作
[00:05:20.000 --> 00:05:22.000]  如果不是得到園主的僱傭
[00:05:22.000 --> 00:05:24.000]  園主的垂青
[00:05:24.000 --> 00:05:26.000]  他們都是沒有工作
[00:05:26.000 --> 00:05:30.000]  所得到的是因為園主的僱傭
[00:05:30.000 --> 00:05:35.000]  得到園主的恩典所以他們才有工作
[00:05:35.000 --> 00:05:39.000]  而且說好的一銀紙的工錢
[00:05:39.000 --> 00:05:44.000]  也是預約地給了他們
[00:05:44.000 --> 00:05:51.000]  我喜歡用期望落差來形容這班人的感受
[00:05:51.000 --> 00:05:55.000]  好像覺得比較忠誠和靠近一點
[00:05:55.000 --> 00:05:59.000]  和我們自己所想和所預期的有所出入
[00:05:59.000 --> 00:06:02.000]  會失望是可以理解的
[00:06:02.000 --> 00:06:04.000]  我們有時會問
[00:06:04.000 --> 00:06:08.000]  有期望有目標不是很應該的嗎?
[00:06:08.000 --> 00:06:10.000]  進取並不是錯的
[00:06:10.000 --> 00:06:13.000]  希望升職加薪
[00:06:13.000 --> 00:06:16.000]  希望學業進步難道又不對嗎?
[00:06:16.000 --> 00:06:20.000]  一分耕耘不是應該有一分收穫嗎?
[00:06:20.000 --> 00:06:24.000]  是很應該很理直氣壯的事情
[00:06:24.000 --> 00:06:28.000]  這個問題只是主人說好的工價
[00:06:28.000 --> 00:06:30.000]  其實沒有再增加
[00:06:30.000 --> 00:06:33.000]  說好的一銀錢就是一銀錢
[00:06:33.000 --> 00:06:38.000]  和原本給這班工人的待遇沒有分別
[00:06:38.000 --> 00:06:42.000]  所以嚴格來說他們沒有損失
[00:06:42.000 --> 00:06:46.000]  只是心裏感到不忿感到不公平
[00:06:46.000 --> 00:06:49.000]  其實有什麼影響了我們工作
[00:06:49.000 --> 00:06:52.000]  影響了我們侍奉的心態呢?
[00:06:52.000 --> 00:06:57.000]  是否看到一個結果和我們所預期的不同
[00:06:57.000 --> 00:06:59.000]  或是我們看到結果是怎樣的時候
[00:06:59.000 --> 00:07:02.000]  我們會因著這個結果去做一些工作
[00:07:02.000 --> 00:07:04.000]  做一些事情呢?
[00:07:04.000 --> 00:07:08.000]  是覺得我們不公平所以要去爭取
[00:07:08.000 --> 00:07:13.000]  是覺得付出和收入不成正比而不高興
[00:07:13.000 --> 00:07:19.000]  究竟這班人的動機期望是什麼呢?
