
[00:00:00.000 --> 00:00:04.040]  今天和大家繼續思想這個七個教會
[00:00:04.040 --> 00:00:06.520]  早堂是比較快一點的
[00:00:06.520 --> 00:00:09.820]  七個教會第一個是甚麼?大家記不記得?
[00:00:09.820 --> 00:00:11.620]  大聲一點說
[00:00:11.620 --> 00:00:13.620]  以弗所第二個呢?
[00:00:13.620 --> 00:00:16.340]  第二個是甚麼?
[00:00:16.340 --> 00:00:19.100]  師妹娜,第三個呢?
[00:00:19.100 --> 00:00:22.440]  考考大家,這裡沒有打出來
[00:00:22.440 --> 00:00:23.700]  第三個是甚麼?
[00:00:23.700 --> 00:00:27.340]  別加摩,第四個
[00:00:27.340 --> 00:00:29.340]  有人有印象嗎?
[00:00:29.340 --> 00:00:31.340]  推也推拉
[00:00:31.340 --> 00:00:33.960]  現在這個呢?接著到甚麼?
[00:00:33.960 --> 00:00:35.960]  就到撒迪了
[00:00:35.960 --> 00:00:39.180]  撒迪之後就到飛拉鐵飛
[00:00:39.180 --> 00:00:41.180]  最後那個,每個人都記得了
[00:00:41.180 --> 00:00:43.180]  就是老弟家不冷不熱的教會
[00:00:43.180 --> 00:00:46.340]  為甚麼我拿了心出來?
[00:00:46.340 --> 00:00:48.340]  這個我不應該拿著
[00:00:48.340 --> 00:00:51.340]  弄錯了,OK
[00:00:51.340 --> 00:00:55.060]  今天繼續和大家思想這個撒迪教會
[00:00:55.060 --> 00:00:57.860]  上一次和大家提及過
[00:00:57.860 --> 00:00:59.860]  撒迪教會有一個特色
[00:00:59.860 --> 00:01:01.860]  撒迪這個名稱
[00:01:01.860 --> 00:01:03.860]  我曾經和大家提及過
[00:01:03.860 --> 00:01:06.700]  撒迪在原文是一個眾數
[00:01:06.700 --> 00:01:08.700]  為甚麼會是一個眾數呢?
[00:01:08.700 --> 00:01:10.700]  原因就是因為
[00:01:10.700 --> 00:01:13.020]  撒迪這個地方
[00:01:13.020 --> 00:01:15.020]  撒迪教會在撒迪的地方
[00:01:15.020 --> 00:01:19.340]  最初只有一個地方叫做撒迪
[00:01:19.340 --> 00:01:21.340]  在一個很高的山上
[00:01:21.340 --> 00:01:25.500]  大約是500公尺
[00:01:25.500 --> 00:01:27.500]  即是1500尺
[00:01:27.500 --> 00:01:29.500]  1500尺,如果以香港的樓來說
[00:01:29.500 --> 00:01:31.500]  是10尺一層的話
[00:01:31.500 --> 00:01:33.500]  一層樓如果是樓高10尺
[00:01:33.500 --> 00:01:35.500]  即是15層樓那麼高
[00:01:35.500 --> 00:01:38.820]  15層樓如果以今時今日就不算高
[00:01:38.820 --> 00:01:40.820]  但是如果以一個城
[00:01:40.820 --> 00:01:43.500]  一個城建造在一個山上
[00:01:43.500 --> 00:01:45.500]  是15層樓那麼高
[00:01:45.500 --> 00:01:47.500]  那都幾穩陣,是不是?
[00:01:47.500 --> 00:01:49.500]  就是因為正正它是這樣
[00:01:49.500 --> 00:01:51.500]  這種優勢
[00:01:51.500 --> 00:01:54.500]  它是一個優勢來的,在山上的優勢
[00:01:54.500 --> 00:01:56.500]  所以撒迪這個地方
[00:01:56.500 --> 00:01:59.500]  它們就不是防範得很好
[00:01:59.500 --> 00:02:01.500]  它們不夠警醒
[00:02:01.500 --> 00:02:04.500]  在歷史裏面,其實它們都有原因不警醒
[00:02:04.500 --> 00:02:06.500]  因為在歷史裏面
[00:02:06.500 --> 00:02:09.500]  它們被人能夠攻下它的城
[00:02:09.500 --> 00:02:11.500]  就不多次了
[00:02:11.500 --> 00:02:13.500]  因為城在山上
[00:02:13.500 --> 00:02:15.500]  正如如果你住在村屋
[00:02:15.500 --> 00:02:17.500]  地下那層,我告訴你
[00:02:17.500 --> 00:02:20.500]  你被人爆竊的機會是很容易的,是不是?
[00:02:20.500 --> 00:02:22.500]  但是如果你住在一個大廈
[00:02:22.500 --> 00:02:24.500]  15層樓高的,第15層
[00:02:24.500 --> 00:02:26.500]  你會不會被人從窗旁爬進來?
[00:02:26.500 --> 00:02:28.500]  機會很小
[00:02:28.500 --> 00:02:32.500]  起碼它要過了保安才能夠上到你那裏
[00:02:32.500 --> 00:02:34.500]  但是那麼多層樓給它選
[00:02:34.500 --> 00:02:36.500]  它選中了你的單位
[00:02:36.500 --> 00:02:38.500]  你都真是很有福氣
[00:02:38.500 --> 00:02:41.500]  所以撒迪這個地方
[00:02:41.500 --> 00:02:44.500]  它本來是一個很穩陣的地方
[00:02:44.500 --> 00:02:49.500]  是從來沒有一個國家能夠攻進去的
[00:02:49.500 --> 00:02:50.500]  在歷史裏面
[00:02:50.500 --> 00:02:52.500]  但是我也提過
[00:02:52.500 --> 00:02:54.500]  有一個很偶然的機會
[00:02:54.500 --> 00:02:56.500]  有一個兵掉了帽子在山上
[00:02:56.500 --> 00:02:58.500]  他就跑去撿
[00:02:58.500 --> 00:03:00.500]  他在撿的時候
[00:03:00.500 --> 00:03:03.500]  他就沿著山上的石縫爬下去
[00:03:03.500 --> 00:03:05.500]  就被敵軍看到
[00:03:05.500 --> 00:03:10.500]  於是他們就靠著這些石縫爬上去
[00:03:10.500 --> 00:03:12.500]  但是因為在山頂那裏
[00:03:12.500 --> 00:03:16.500]  你不會想像中他們有一個很大很大的地方
[00:03:16.500 --> 00:03:17.500]  可以給它建一個城
[00:03:17.500 --> 00:03:20.500]  同時經過多年累月的時候
[00:03:20.500 --> 00:03:24.500]  那些山頂很多都是會
[00:03:24.500 --> 00:03:26.500]  那些泥啊
[00:03:26.500 --> 00:03:29.500]  地方就會崩塌
[00:03:29.500 --> 00:03:31.500]  可能人口多了
[00:03:31.500 --> 00:03:36.500]  於是他們慢慢就在下面的山腳又建了一個城
[00:03:36.500 --> 00:03:37.500]  是這個原因
[00:03:37.500 --> 00:03:40.500]  所以撒迪的城市這個地方是唯一一個城市
[00:03:40.500 --> 00:03:41.500]  它用眾數的
[00:03:41.500 --> 00:03:42.500]  它山上有個城
[00:03:42.500 --> 00:03:43.500]  山下有個城
[00:03:43.500 --> 00:03:46.500]  但是他們都是用撒迪這個名稱
[00:03:46.500 --> 00:03:48.500]  在這個三章第一節
[00:03:48.500 --> 00:03:51.500]  他說你要寫信給撒迪教會的使者說
[00:03:51.500 --> 00:03:55.500]  那有神的七靈和七個星的這樣說
[00:03:55.500 --> 00:03:59.500]  這個我就想特別看看什麼叫神的七靈
[00:03:59.500 --> 00:04:00.500]  神的七靈
[00:04:00.500 --> 00:04:02.500]  有一些的解經家
[00:04:02.500 --> 00:04:04.500]  他會說是七個天使
[00:04:04.500 --> 00:04:06.500]  神的七個天使
[00:04:06.500 --> 00:04:09.500]  因為天使是靈界的活物
[00:04:09.500 --> 00:04:11.500]  既然有七個
[00:04:11.500 --> 00:04:14.500]  他們就會想為什麼聖靈就只有一位
[00:04:14.500 --> 00:04:16.500]  為什麼有七個呢
[00:04:16.500 --> 00:04:18.500]  所以有些學者他們會認為
[00:04:18.500 --> 00:04:20.500]  這個七靈是七個天使
[00:04:20.500 --> 00:04:23.500]  但是我想和大家看看聖經裏面
[00:04:23.500 --> 00:04:27.500]  啟示錄神的七靈其實出現過四次
[00:04:27.500 --> 00:04:30.500]  大家拿回你手裏面程序表裏面的副頁
[00:04:30.500 --> 00:04:31.500]  你要跟著副頁看
[00:04:31.500 --> 00:04:35.500]  因為我講道我是跟著聖經這樣講的
[00:04:35.500 --> 00:04:37.500]  我手裏面的東西
[00:04:37.500 --> 00:04:39.500]  資料就是你手裏面的資料
[00:04:39.500 --> 00:04:42.500]  如果有些什麼是講的時候
[00:04:42.500 --> 00:04:43.500]  你那張紙裏沒有
[00:04:43.500 --> 00:04:46.500]  是我腦裏想到的東西講給你聽
[00:04:46.500 --> 00:04:48.500]  所以跟著經文來看
[00:04:48.500 --> 00:04:50.500]  第一個就是啟示錄一章第四節
[00:04:50.500 --> 00:04:52.500]  「約翰且信彼亞阿西」有七個教會
[00:04:52.500 --> 00:04:55.500]  「願那位今在昔在以後永在的神」
[00:04:55.500 --> 00:04:57.500]  這是第一樣提了神
[00:04:57.500 --> 00:05:00.500]  「今在昔在以後永在的神」
[00:05:00.500 --> 00:05:01.500]  跟著說什麼
[00:05:01.500 --> 00:05:04.500]  「與他寶座前的七靈」
[00:05:04.500 --> 00:05:06.500]  他這裏沒有解釋七靈是什麼
[00:05:06.500 --> 00:05:08.500]  只不過在寶座前面
[00:05:08.500 --> 00:05:11.500]  是有七靈在
[00:05:11.500 --> 00:05:13.500]  「以及那忠信的見證者
[00:05:13.500 --> 00:05:15.500]  從死人中復活的守生者
[00:05:15.500 --> 00:05:19.500]  世上君王的元首耶穌基督」
[00:05:19.500 --> 00:05:24.500]  這個用這麼多的名稱去形容耶穌基督
[00:05:24.500 --> 00:05:25.500]  稱他什麼
[00:05:25.500 --> 00:05:28.500]  忠信的見證者
[00:05:28.500 --> 00:05:30.500]  死人中復活的守生者
[00:05:30.500 --> 00:05:33.500]  世上君王的元首耶穌基督
[00:05:33.500 --> 00:05:34.500]  跟著就
[00:05:34.500 --> 00:05:36.500]  「此因為和平安給你們
[00:05:36.500 --> 00:05:38.500]  他害我們用自己的血
[00:05:38.500 --> 00:05:40.500]  使我們從罪中得釋放」
[00:05:40.500 --> 00:05:43.500]  這一節聖經
[00:05:43.500 --> 00:05:44.500]  我們曾經看過
[00:05:44.500 --> 00:05:45.500]  不過也說了一點
[00:05:45.500 --> 00:05:47.500]  就是我們經常說
[00:05:47.500 --> 00:05:48.500]  「聖父、聖子、聖靈」
[00:05:48.500 --> 00:05:49.500]  是不是這樣的次序
[00:05:49.500 --> 00:05:51.500]  但是你看這個經文不是的
[00:05:51.500 --> 00:05:52.500]  是什麼
[00:05:52.500 --> 00:05:53.500]  首先說了什麼
[00:05:53.500 --> 00:05:55.500]  「昔在今在以後永在的神」
[00:05:55.500 --> 00:05:56.500]  「聖父」
[00:05:56.500 --> 00:05:57.500]  跟著說什麼
[00:05:57.500 --> 00:05:59.500]  「與他寶座前的七靈」
[00:05:59.500 --> 00:06:00.500]  這個呢
[00:06:00.500 --> 00:06:01.500]  七靈就是聖靈
[00:06:01.500 --> 00:06:04.500]  為什麼次序調轉了呢
[00:06:04.500 --> 00:06:06.500]  為什麼在這個場合裏面
[00:06:06.500 --> 00:06:08.500]  是會聖靈放在第二位呢
[00:06:08.500 --> 00:06:09.500]  不是第三位呢
[00:06:09.500 --> 00:06:12.500]  我們說第一位、第二位、第三位
[00:06:12.500 --> 00:06:13.500]  三位一體
[00:06:13.500 --> 00:06:14.500]  為什麼呢
[00:06:14.500 --> 00:06:17.500]  學者的分析就是這樣的
[00:06:17.500 --> 00:06:19.500]  我也覺得很合理
[00:06:19.500 --> 00:06:20.500]  因為這一節聖經
[00:06:20.500 --> 00:06:23.500]  在啟述第一章開場白的時候
[00:06:23.500 --> 00:06:26.500]  主要想和我們分享哪一位
[00:06:26.500 --> 00:06:28.500]  是說耶穌基督
[00:06:28.500 --> 00:06:30.500]  為什麼主要分享耶穌基督
[00:06:30.500 --> 00:06:31.500]  你看看
[00:06:31.500 --> 00:06:33.500]  他用多少東西去形容這位主耶穌基督
[00:06:33.500 --> 00:06:34.500]  首先他形容他是
[00:06:34.500 --> 00:06:36.500]  「忠信的見證者」
[00:06:36.500 --> 00:06:38.500]  「從死人中復活的守身者」
[00:06:38.500 --> 00:06:40.500]  「世上君王的元首」
[00:06:40.500 --> 00:06:42.500]  「耶穌基督」
[00:06:42.500 --> 00:06:43.500]  然後他再說
[00:06:43.500 --> 00:06:45.500]  「他愛我們用自己的血」
[00:06:45.500 --> 00:06:47.500]  「使我們從罪中得釋放」
[00:06:47.500 --> 00:06:48.500]  用自己的血
[00:06:48.500 --> 00:06:50.500]  即是他有血肉之軀
[00:06:50.500 --> 00:06:51.500]  肯定不是聖靈
[00:06:51.500 --> 00:06:53.500]  也不是耶和華神
[00:06:53.500 --> 00:06:55.500]  耶和華神沒有身體
[00:06:55.500 --> 00:06:57.500]  沒有血肉之軀
[00:06:57.500 --> 00:06:59.500]  聖靈也沒有血肉之軀
[00:06:59.500 --> 00:07:01.500]  唯獨這位基督
[00:07:01.500 --> 00:07:03.500]  這位聖子耶穌
[00:07:03.500 --> 00:07:04.500]  聖子耶穌基督
[00:07:04.500 --> 00:07:05.500]  他有一個身體
[00:07:05.500 --> 00:07:07.500]  所以他在這一節經文裏面
[00:07:07.500 --> 00:07:09.500]  他將它調了一個次序
[00:07:09.500 --> 00:07:12.500]  是想擺到第三度的時候
[00:07:12.500 --> 00:07:14.500]  他就很強調的
[00:07:14.500 --> 00:07:16.500]  用很多的形容去形容他
[00:07:16.500 --> 00:07:18.500]  這個次序就是這樣
[00:07:18.500 --> 00:07:20.500]  這裡很明顯
[00:07:20.500 --> 00:07:21.500]  這個七靈是甚麼
[00:07:21.500 --> 00:07:22.500]  如果用聖父、聖子、聖靈
[00:07:22.500 --> 00:07:24.500]  三位一體的關係來說
[00:07:24.500 --> 00:07:26.500]  七靈就是聖靈
[00:07:26.500 --> 00:07:28.500]  第二節經文出現
[00:07:28.500 --> 00:07:30.500]  就是啟示學三章第一節
[00:07:30.500 --> 00:07:32.500]  就是我們今天看的這段經文
[00:07:32.500 --> 00:07:34.500]  「你的寫信給撒迪教會的使者說」
[00:07:34.500 --> 00:07:36.500]  「那有神的七靈」
[00:07:36.500 --> 00:07:39.500]  「和七個星的這項說」
[00:07:39.500 --> 00:07:41.500]  他說「神的七靈」
[00:07:41.500 --> 00:07:43.500]  那就是說
[00:07:43.500 --> 00:07:45.500]  這個七靈
[00:07:45.500 --> 00:07:48.500]  這個我們的名稱
[00:07:48.500 --> 00:07:50.500]  是從神那裏來的
[00:07:50.500 --> 00:07:51.500]  是神那裏的七靈
[00:07:51.500 --> 00:07:52.500]  那正經來說
[00:07:52.500 --> 00:07:53.500]  神是零來的
[00:07:53.500 --> 00:07:54.500]  神是零
[00:07:54.500 --> 00:07:55.500]  那所以呢
[00:07:55.500 --> 00:07:56.500]  神的七靈
[00:07:56.500 --> 00:07:57.500]  但為甚麼說神是零
[00:07:57.500 --> 00:07:59.500]  那為甚麼會有個七字呢
[00:07:59.500 --> 00:08:01.500]  正如我曾經和大家提過的
[00:08:01.500 --> 00:08:02.500]  很多次
[00:08:02.500 --> 00:08:03.500]  就是啟示學
[00:08:03.500 --> 00:08:05.500]  是不可以用字面解釋的
[00:08:05.500 --> 00:08:07.500]  它用個七字
[00:08:07.500 --> 00:08:09.500]  是代表了一個
[00:08:09.500 --> 00:08:11.500]  是叫完全的意思
[00:08:11.500 --> 00:08:13.500]  七不是最多的數目
[00:08:13.500 --> 00:08:15.500]  啟示學裏面有個數目是說到十的
[00:08:15.500 --> 00:08:17.500]  有廿四的
[00:08:17.500 --> 00:08:19.500]  有十四萬四千的
[00:08:19.500 --> 00:08:20.500]  有無數
[00:08:20.500 --> 00:08:22.500]  但在這裏說個七的時候
[00:08:22.500 --> 00:08:24.500]  就是說一個完整的意思
[00:08:24.500 --> 00:08:26.500]  好像七個教會
[00:08:26.500 --> 00:08:27.500]  它說七個教會
[00:08:27.500 --> 00:08:29.500]  就代表了所有的教會
[00:08:29.500 --> 00:08:31.500]  就不用逐個教會去說的
[00:08:31.500 --> 00:08:33.500]  那七靈呢
[00:08:33.500 --> 00:08:35.500]  就代表了這個聖靈
[00:08:35.500 --> 00:08:36.500]  好了
[00:08:36.500 --> 00:08:37.500]  第三節經文
[00:08:37.500 --> 00:08:39.500]  就是啟示學四章第五節
[00:08:39.500 --> 00:08:41.500]  有閃電聲音雷轟
[00:08:41.500 --> 00:08:43.500]  從寶座中出來
[00:08:43.500 --> 00:08:46.500]  在寶座前點著七支火炬
[00:08:46.500 --> 00:08:48.500]  就是神的七靈
[00:08:48.500 --> 00:08:50.500]  那又用了另外一個
[00:08:50.500 --> 00:08:52.500]  給我們看見另外一樣東西
[00:08:52.500 --> 00:08:53.500]  看見甚麼呢
[00:08:53.500 --> 00:08:54.500]  就是說原來呢
[00:08:54.500 --> 00:08:55.500]  是有一個寶座
[00:08:55.500 --> 00:08:56.500]  寶座是甚麼呢
[00:08:56.500 --> 00:08:57.500]  寶座就是給
[00:08:57.500 --> 00:08:59.500]  如果你說
[00:08:59.500 --> 00:09:01.500]  一張龍椅
[00:09:01.500 --> 00:09:03.500]  假設龍椅
[00:09:03.500 --> 00:09:05.500]  譬如你去到一個
[00:09:05.500 --> 00:09:06.500]  一個皇宮裏面
[00:09:06.500 --> 00:09:07.500]  見到一張龍椅
[00:09:07.500 --> 00:09:09.500]  給誰坐呢
