
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹主來平安
[00:00:02.000 --> 00:00:04.000]  我們一齊同心禱告
[00:00:04.000 --> 00:00:11.000]  創天造地的主願意我們再一次去宣認祢掌管一切
[00:00:11.000 --> 00:00:14.000]  主因祢是大能的主
[00:00:14.000 --> 00:00:16.000]  祢賜我們氣息
[00:00:16.000 --> 00:00:20.000]  聖靈願意祢掌管我們每一個的心思
[00:00:20.000 --> 00:00:24.000]  讓我們去朝見祢 去讚美祢
[00:00:24.000 --> 00:00:26.000]  去聆聽祢的說話
[00:00:26.000 --> 00:00:29.000]  聖靈願意祢掌管我的心思意念
[00:00:29.000 --> 00:00:32.000]  讓我所說的都是來自主
[00:00:32.000 --> 00:00:35.000]  是蒙主喜悅並且祝福到弟兄姊妹
[00:00:35.000 --> 00:00:38.000]  奉主耶穌基督的聖名祈求
[00:00:38.000 --> 00:00:39.000]  Amen
[00:00:39.000 --> 00:00:41.000]  弟兄姊妹
[00:00:41.000 --> 00:00:44.000]  我們已經進入到九月份了
[00:00:44.000 --> 00:00:46.000]  九月份的時候
[00:00:46.000 --> 00:00:48.000]  大家想到什麼呢
[00:00:48.000 --> 00:00:51.000]  每年的九月我想就是開學的時間
[00:00:51.000 --> 00:00:55.000]  開學的時間家長和學生都會很緊張
[00:00:55.000 --> 00:00:58.000]  特別是一些新的階段開始
[00:00:58.000 --> 00:01:01.000]  好像第一次升上BB班
[00:01:01.000 --> 00:01:05.000]  升上小一 升上中學 進大學
[00:01:05.000 --> 00:01:07.000]  每個人都很緊張
[00:01:07.000 --> 00:01:10.000]  不過今年的九月
[00:01:10.000 --> 00:01:15.000]  我們沒有一個人曾經經歷過一個開學的情況
[00:01:15.000 --> 00:01:17.000]  穿好校服上學
[00:01:17.000 --> 00:01:20.000]  原來是不需要回到學校
[00:01:20.000 --> 00:01:22.000]  是留在家中一起Zoom的
[00:01:22.000 --> 00:01:24.000]  於是有人好奇地問
[00:01:24.000 --> 00:01:28.000]  穿好校服要不要穿鞋子
[00:01:28.000 --> 00:01:31.000]  不知道你們有沒有好奇地去問
[00:01:31.000 --> 00:01:36.000]  還是穿著拖鞋全身穿著校服上學呢
[00:01:36.000 --> 00:01:41.000]  所以家長 學生都有很多的適應
[00:01:41.000 --> 00:01:43.000]  上班一族
[00:01:43.000 --> 00:01:44.000]  我聽到很多弟兄姊妹跟我說
[00:01:44.000 --> 00:01:46.000]  牧師最近很辛苦
[00:01:46.000 --> 00:01:49.000]  因為要迎合這個新的常態
[00:01:49.000 --> 00:01:53.000]  所以公司有很多不同的訓練班
[00:01:53.000 --> 00:01:55.000]  很多的Seminar 一些的講座
[00:01:55.000 --> 00:01:59.000]  去告訴我們如何透過網上繼續運作
[00:01:59.000 --> 00:02:03.000]  如何去見客人
[00:02:03.000 --> 00:02:07.000]  近來我相信移民也是一個很常聽到的話題
[00:02:07.000 --> 00:02:10.000]  一家人如何決定去留呢
[00:02:10.000 --> 00:02:12.000]  不要說一家人那麼多
[00:02:12.000 --> 00:02:15.000]  只是夫婦兩個人如何去決定
[00:02:15.000 --> 00:02:17.000]  很多的計算
[00:02:17.000 --> 00:02:21.000]  很多的籌劃
[00:02:21.000 --> 00:02:24.000]  都很難作出決定
[00:02:24.000 --> 00:02:27.000]  疫情都不知道什麼時候完
[00:02:27.000 --> 00:02:29.000]  我們都受著疫情
[00:02:29.000 --> 00:02:32.000]  受著最近經濟的起跌
[00:02:32.000 --> 00:02:35.000]  受著政治環境的局勢
[00:02:35.000 --> 00:02:37.000]  很多的影響
[00:02:37.000 --> 00:02:41.000]  我們就好像在一個困境裡面
[00:02:41.000 --> 00:02:44.000]  是不知道出路是怎樣的
[00:02:44.000 --> 00:02:47.000]  弟兄姊妹我不知道你有沒有一種這樣
[00:02:47.000 --> 00:02:53.000]  無力無奈又不知道方向的感覺
[00:02:53.000 --> 00:02:55.000]  《春埃及記》第十四章
[00:02:55.000 --> 00:02:59.000]  也記載著以色列人在一個困境當中
[00:02:59.000 --> 00:03:00.000]  經歷了十災
[00:03:00.000 --> 00:03:03.000]  以色列人拖男帶女
[00:03:03.000 --> 00:03:07.000]  帶著牛羊浩浩蕩蕩離開埃及
[00:03:07.000 --> 00:03:10.000]  是新的一頁的開始
[00:03:10.000 --> 00:03:12.000]  《春埃及記》十二章三十七到三十八節
[00:03:12.000 --> 00:03:13.000]  經文這樣說
[00:03:13.000 --> 00:03:17.000]  以色列人從蘭塞起行往疏國去
[00:03:17.000 --> 00:03:21.000]  除了婦人孩子步行的男人約有六十萬
[00:03:21.000 --> 00:03:24.000]  又有許多閒雜人並有羊群牛群
[00:03:24.000 --> 00:03:27.000]  和他們一同上去
[00:03:27.000 --> 00:03:29.000]  你可不可以想像得到景象是怎樣
[00:03:29.000 --> 00:03:35.000]  或者這幅圖都大致上可以看到部分行列
[00:03:35.000 --> 00:03:37.000]  六十萬只是講男
[00:03:37.000 --> 00:03:39.000]  未計女未計小朋友
[00:03:39.000 --> 00:03:41.000]  未計那些牛羊
[00:03:41.000 --> 00:03:45.000]  嘩!龐大的一個隊伍
[00:03:45.000 --> 00:03:47.000]  但是在這個時間
[00:03:47.000 --> 00:03:49.000]  耶和華卻是巧遇摩西
[00:03:49.000 --> 00:03:53.000]  去吩咐以色列人回頭
[00:03:53.000 --> 00:03:57.000]  去到一個前面面對著海
[00:03:57.000 --> 00:03:59.000]  左右是被沙漠所圍困
[00:03:59.000 --> 00:04:05.000]  而後面就有埃及的兵追到來的一個景況
[00:04:05.000 --> 00:04:09.000]  以色列人確實是到了一條前無去路
[00:04:09.000 --> 00:04:13.000]  沒有追兵的一個轄頭路
[00:04:13.000 --> 00:04:15.000]  一個困境
[00:04:15.000 --> 00:04:19.000]  究竟出路在哪裏呢
[00:04:19.000 --> 00:04:23.000]  這個豈不是好像我們今天的寫照
[00:04:23.000 --> 00:04:25.000]  我們今天生活在一個不明朗
[00:04:25.000 --> 00:04:27.000]  不知所措
[00:04:27.000 --> 00:04:29.000]  有人形容是一個transition
[00:04:29.000 --> 00:04:32.000]  一個過渡的時間
[00:04:32.000 --> 00:04:35.000]  原本不是一個常態
[00:04:35.000 --> 00:04:39.000]  但是現在我們稱它為一個新的常態
[00:04:39.000 --> 00:04:42.000]  我們怎樣去面對呢
[00:04:42.000 --> 00:04:46.000]  我們今天一同和昌埃及的十四章
[00:04:46.000 --> 00:04:53.000]  去看看上帝透過這段經文怎樣對我們講說話
[00:04:53.000 --> 00:04:55.000]  第十四章第三節
[00:04:55.000 --> 00:04:57.000]  經文這樣記載
[00:04:57.000 --> 00:04:59.000]  不如我們一起讀吧
[00:05:05.000 --> 00:05:09.000]  對著巴力洗粉靠近海邊安營
[00:05:09.000 --> 00:05:10.000]  法老別說
[00:05:10.000 --> 00:05:13.000]  以色列人在地中擾迷了
[00:05:13.000 --> 00:05:17.000]  曠野把他們困住了
[00:05:17.000 --> 00:05:21.000]  上帝的計劃往往是令人想都想不到
[00:05:21.000 --> 00:05:23.000]  出人意外的
[00:05:23.000 --> 00:05:25.000]  因為他曉如摩西
[00:05:25.000 --> 00:05:27.000]  吩咐以色列人轉回
[00:05:27.000 --> 00:05:29.000]  轉回就是回頭
[00:05:29.000 --> 00:05:31.000]  向後轉
[00:05:31.000 --> 00:05:34.000]  轉回就是常常令人很懷疑的
[00:05:34.000 --> 00:05:36.000]  為什麼要回頭
[00:05:36.000 --> 00:05:38.000]  我相信當時有些人會問
[00:05:38.000 --> 00:05:40.000]  是不是摩西不懂路
[00:05:40.000 --> 00:05:42.000]  是摩西帶錯了我們走的一條路
[00:05:42.000 --> 00:05:44.000]  所以要回頭
[00:05:44.000 --> 00:05:46.000]  為什麼要回頭
[00:05:46.000 --> 00:05:50.000]  一條是看上來好像不會走的一條路
[00:05:50.000 --> 00:05:54.000]  一條是看上來很多人以為已經走錯了
[00:05:54.000 --> 00:05:57.000]  一條是需要回頭的一條路
[00:05:57.000 --> 00:06:01.000]  但是他說在回頭的一條路裡
[00:06:01.000 --> 00:06:03.000]  上帝有他的帶領
[00:06:03.000 --> 00:06:09.000]  並且為以色列人預備了困境當中一條出路
[00:06:09.000 --> 00:06:12.000]  在困難的境況裡
[00:06:12.000 --> 00:06:15.000]  原來有上帝的心意在當中
[00:06:15.000 --> 00:06:17.000]  丁字妹
[00:06:17.000 --> 00:06:20.000]  有時我們都會兜兜轉轉
[00:06:20.000 --> 00:06:23.000]  有時我們都要走回頭路
[00:06:23.000 --> 00:06:26.000]  有時我們在一個境況裡
[00:06:26.000 --> 00:06:28.000]  都好像沒什麼進展
[00:06:28.000 --> 00:06:30.000]  停滯不前
[00:06:30.000 --> 00:06:33.000]  相信今天這個停滯不前
[00:06:33.000 --> 00:06:36.000]  停擺都很能形容我們今天的境況
[00:06:36.000 --> 00:06:39.000]  我們的心情
[00:06:39.000 --> 00:06:42.000]  這種情況我們會懷疑
[00:06:42.000 --> 00:06:45.000]  我們會懷疑是不是自己出了問題
[00:06:45.000 --> 00:06:48.000]  我們會懷疑是不是其他人的問題
[00:06:48.000 --> 00:06:50.000]  導致我們要這樣
[00:06:50.000 --> 00:06:54.000]  我相信這兩個都是有可能的
[00:06:54.000 --> 00:06:57.000]  不過在經文裡提醒我們
[00:06:57.000 --> 00:07:03.000]  會不會在一個回頭的路上
[00:07:03.000 --> 00:07:05.000]  在一個掘頭路上
[00:07:05.000 --> 00:07:10.000]  在一個困境裡都有上帝的計劃在當中
[00:07:10.000 --> 00:07:12.000]  經文很清楚地告訴我們
[00:07:12.000 --> 00:07:17.000]  是上帝透過摩西帶領以色列人走回頭路
[00:07:17.000 --> 00:07:22.000]  並且讓法老以為他們迷了路
[00:07:22.000 --> 00:07:27.000]  所以法老就說:以色列人在地中擾迷了
[00:07:27.000 --> 00:07:30.000]  曠野把他們困住了
[00:07:30.000 --> 00:07:33.000]  連法老都被他們騙了
[00:07:33.000 --> 00:07:39.000]  以為他們迷路了,不知如何逃脫
[00:07:39.000 --> 00:07:45.000]  同時法老就說:有人告訴埃及王說
[00:07:45.000 --> 00:07:49.000]  百姓逃跑,法老和他的神僕就向百姓變心
[00:07:49.000 --> 00:07:53.000]  說:我們容以色列人去不再服侍我們
[00:07:53.000 --> 00:07:56.000]  這作的是什麼事呢?
[00:07:56.000 --> 00:07:59.000]  新普及譯本說:我們到底在做什麼?
[00:07:59.000 --> 00:08:05.000]  怎麼讓所有以色列奴隸都逃走了呢?
[00:08:05.000 --> 00:08:08.000]  法老不知道以色列人要走嗎?
