
[00:00:00.000 --> 00:00:03.960]  [音樂]
[00:00:03.960 --> 00:00:05.080]  各位弟兄姐妹
[00:00:05.080 --> 00:00:07.440]  平安,聖經向你說話
[00:00:07.440 --> 00:00:10.560]  查理斯三世登基了
[00:00:10.560 --> 00:00:13.720]  哇,一個很大的盛事
[00:00:13.720 --> 00:00:15.800]  全世界都矚目
[00:00:15.800 --> 00:00:19.480]  因爲以往大家很尊敬英女皇
[00:00:19.480 --> 00:00:23.040]  現在有一個新的國王出現了
[00:00:23.040 --> 00:00:25.200]  爲什麼會有新的國王呢?
[00:00:25.200 --> 00:00:28.800]  因爲上一個皇帝已經離開了
[00:00:28.800 --> 00:00:32.000]  原來當約書亞死了之後
[00:00:32.000 --> 00:00:34.160]  一共有三百多年
[00:00:34.160 --> 00:00:37.080]  是一個很混亂的時候
[00:00:37.080 --> 00:00:41.520]  這個時期就被稱爲"時事時代"
[00:00:41.520 --> 00:00:43.680]  由於環境很混亂
[00:00:43.680 --> 00:00:46.040]  他們被外邦人欺凌
[00:00:46.040 --> 00:00:49.360]  因此這幫以色列人就向神祈禱
[00:00:49.360 --> 00:00:51.840]  他們說:神啊,求禰拯救我們
[00:00:51.840 --> 00:00:53.880]  當他們向神呼求的時候
[00:00:53.880 --> 00:00:56.200]  神就聽他們的祈禱
[00:00:56.200 --> 00:00:59.840]  於是興起了一位審判官
[00:00:59.840 --> 00:01:01.600]  就叫做"Judges"
[00:01:01.600 --> 00:01:04.440]  我們中文翻譯叫做"事師"
[00:01:04.440 --> 00:01:07.120]  就起來治理百姓
[00:01:07.120 --> 00:01:09.880]  帶領他們打退外邦人
[00:01:09.880 --> 00:01:12.520]  然後讓國中太平
[00:01:12.520 --> 00:01:13.840]  但是很可惜
[00:01:13.840 --> 00:01:15.800]  當慢慢太平之後
[00:01:15.800 --> 00:01:18.520]  人又陷在拜偶像
[00:01:18.520 --> 00:01:20.840]  跟隨外邦人的習俗
[00:01:20.840 --> 00:01:24.760]  結果神又再次要教訓他們
[00:01:24.760 --> 00:01:26.240]  懲罰他們
[00:01:26.240 --> 00:01:30.160]  讓外族人去管軾他們
[00:01:30.160 --> 00:01:32.880]  所以"事師"的這本書
[00:01:32.880 --> 00:01:37.920]  是記載了很多犯罪的循環
[00:01:37.920 --> 00:01:39.760]  人就是軟弱
[00:01:39.760 --> 00:01:41.520]  跌倒受壓制
[00:01:41.520 --> 00:01:43.520]  他需要得拯救
[00:01:43.520 --> 00:01:44.520]  得自由
[00:01:44.520 --> 00:01:45.880]  但是自由之後
[00:01:45.880 --> 00:01:47.320]  又再犯罪
[00:01:47.320 --> 00:01:49.360]  又再受壓制
[00:01:49.360 --> 00:01:52.160]  所以這本書很吸引人
[00:01:52.160 --> 00:01:56.480]  裏面一共介紹了12位先知
[00:01:56.480 --> 00:01:59.720]  這12位先知有長有短
[00:01:59.720 --> 00:02:02.720]  有些先知我們可能熟悉一些
[00:02:02.720 --> 00:02:04.880]  有些先知聽過名字
[00:02:04.880 --> 00:02:07.880]  但是已經不記得他有什麼事蹟
[00:02:07.880 --> 00:02:10.320]  其中第一位"事師"很出名的
[00:02:10.320 --> 00:02:12.880]  就叫做"阿陀涅"
[00:02:12.880 --> 00:02:14.840]  因爲他是一個增戰
[00:02:14.840 --> 00:02:17.760]  很有大能的戰士
[00:02:17.760 --> 00:02:20.400]  他帶領以色列人得勝
[00:02:20.400 --> 00:02:22.360]  另外有一個"事師"
[00:02:22.360 --> 00:02:24.920]  他的名字叫做"耳麥"
[00:02:24.920 --> 00:02:28.280]  聖經說他是左手便利的
[00:02:28.280 --> 00:02:30.760]  就是善於用左手的
[00:02:30.760 --> 00:02:31.760]  很特別
[00:02:31.760 --> 00:02:34.360]  他也是起來帶領他們
[00:02:34.360 --> 00:02:36.960]  然後有一位女"事師"
[00:02:36.960 --> 00:02:39.640]  就叫做"底波拉"
[00:02:39.640 --> 00:02:43.160]  底波拉這位女"事師"也是起來
[00:02:43.160 --> 00:02:45.800]  然後我們印象更加深刻的
[00:02:45.800 --> 00:02:48.480]  可能就是"基殿"
[00:02:48.480 --> 00:02:51.360]  因爲基殿他本來是一個勇士
[00:02:51.360 --> 00:02:54.800]  但是他竟然躲在一個酒渣裏面
[00:02:54.800 --> 00:02:56.480]  來打蜜
