
[00:00:00.000 --> 00:00:05.260]  剛才講的是帝國,到末世的時候我們沒有什麼帝國了
[00:00:05.260 --> 00:00:11.960]  我們講大國,大家可能知道大國崛起
[00:00:11.960 --> 00:00:15.960]  我們常常聽到大國崛起,大國是什麼意思呢?
[00:00:15.960 --> 00:00:22.600]  面積一定要大,人口一定要大,這些不重要
[00:00:22.600 --> 00:00:27.600]  最重要的是經濟要大,還有更重要的
[00:00:27.600 --> 00:00:34.200]  經濟,還有軍事一定要大,所以十個指頭
[00:00:34.200 --> 00:00:42.100]  將來十個指頭,可能會變成一個非常強大的軍事力量
[00:00:42.100 --> 00:00:44.600]  變成十個很強大的軍事力量
[00:00:44.600 --> 00:00:50.600]  我記得年輕的時候,有一些牧師講到
[00:00:50.600 --> 00:00:55.600]  他就說當時歐盟剛開始,他說歐盟剛剛開始
[00:00:55.600 --> 00:01:00.600]  他說將來歐盟只要十個,說歐盟只有十個
[00:01:00.600 --> 00:01:05.600]  就可能是你剛才說的十個指頭
[00:01:05.600 --> 00:01:08.600]  現在歐盟有多少個?現在歐盟有多少個?
[00:01:08.600 --> 00:01:11.600]  二十八個,英國可能會跑掉了
[00:01:11.600 --> 00:01:17.600]  還有一個新的進去,一個是北馬其頓
[00:01:17.600 --> 00:01:19.600]  大家聽到馬其頓的呼聲嗎?
[00:01:19.600 --> 00:01:28.600]  昨天晚上看新聞,北馬其頓已經通過
[00:01:28.600 --> 00:01:34.600]  同離國家,希臘也不反對,他可能也會申請加入歐盟
[00:01:34.600 --> 00:01:39.600]  所以十個經濟體肯定不是歐盟裏面的
[00:01:39.600 --> 00:01:41.600]  這十個經濟體應該不是講歐盟
[00:01:41.600 --> 00:01:50.600]  只有可能包括美國在內,也包括中國在內,也包括俄羅斯在內
[00:01:50.600 --> 00:01:57.600]  這個羅馬帝國,地圖我們可以看一下
[00:01:57.600 --> 00:02:04.600]  今天有很多不同的國家,跟以前的東西羅馬來比較
[00:02:04.600 --> 00:02:08.600]  他們所佔的地理位置都是很相似
[00:02:08.600 --> 00:02:11.600]  他們所佔的地理位置都非常相似
[00:02:11.600 --> 00:02:15.600]  我再看一下,為什麼美國一定要進去呢?
[00:02:15.600 --> 00:02:25.600]  北約是美國主導的,東歐大家都聽過
[00:02:25.600 --> 00:02:31.600]  東歐以前就很厲害,現在已經變天了
[00:02:31.600 --> 00:02:36.600]  可能要加入歐盟
[00:02:36.600 --> 00:02:45.600]  所以我們講到這個班尼半帖,極有可能
[00:02:45.600 --> 00:02:53.600]  代表民主跟共產,這是東德跟西德
[00:02:53.600 --> 00:02:57.600]  所以你看到這裏是非常有趣的
[00:02:57.600 --> 00:03:08.600]  這個國家分兩邊,東邊是共產黨,西邊是資本主義
[00:03:08.600 --> 00:03:17.600]  我們中國大陸是共產,台灣是資本主義
[00:03:17.600 --> 00:03:24.600]  北韓南韓都是這樣,是非常有意思的
[00:03:24.600 --> 00:03:33.600]  這些鐵跟泥混在一起,也可以用這個來解釋一下
[00:03:33.600 --> 00:03:39.600]  鐵跟泥混在一起,終究不能合一
[00:03:39.600 --> 00:03:57.600]  後來蘇聯解體,東歐就沒了,歐盟就越來越多
[00:03:57.600 --> 00:04:12.600]  1989年非常動盪,柏林圍牆倒下,1991年蘇聯解體,現在剩下俄羅斯
[00:04:12.600 --> 00:04:22.600]  剛才我也講過,大國的定義,土地一定要大,人口一定要大
[00:04:22.600 --> 00:04:29.600]  財力要夠強,軍事力量要夠好,一定要有核子彈
[00:04:29.600 --> 00:04:32.600]  沒有的話,沒人聽你說了
[00:04:32.600 --> 00:04:38.600]  特朗普為什麼要跟金正恩談話?
[00:04:38.600 --> 00:04:48.600]  這個胖子很有趣,他有核子彈
[00:04:48.600 --> 00:04:55.600]  有核子彈,說話要有底氣
[00:04:55.600 --> 00:05:02.600]  有核子彈,講話要有底氣,現在香港人經常用底氣的字眼
[00:05:02.600 --> 00:05:06.600]  有一本書大家可以去看
[00:05:06.600 --> 00:05:13.600]  The Late Great Planet Earth
[00:05:13.600 --> 00:05:19.600]  它是何林斯博士所寫的
[00:05:19.600 --> 00:05:27.600]  他所寫的這本書不是很厚,也不是很貴
[00:05:27.600 --> 00:05:32.600]  你可以從Amazon.com去買
[00:05:32.600 --> 00:05:36.600]  不是很厚,也不是很貴
[00:05:36.600 --> 00:05:39.600]  大家可以去買一下
[00:05:39.600 --> 00:05:42.600]  我這本書很早就買了
[00:05:42.600 --> 00:05:45.600]  他寫的是1970年寫的
[00:05:45.600 --> 00:05:48.600]  我告訴大家,嚇了我一跳
[00:05:48.600 --> 00:05:51.600]  現在我回頭拿回來看,嚇了我一跳
[00:05:51.600 --> 00:05:54.600]  幾年裡面會說到俄羅斯
[00:05:54.600 --> 00:05:56.600]  幾年會說到俄羅斯
[00:05:56.600 --> 00:05:59.600]  當時俄羅斯已經是蘇聯
[00:05:59.600 --> 00:06:01.600]  以前俄羅斯我們只會叫蘇聯
[00:06:01.600 --> 00:06:03.600]  1970年
[00:06:03.600 --> 00:06:07.600]  我們中國是剛剛從大饑荒跑過來
[00:06:07.600 --> 00:06:12.600]  他裡面說中國會成為一個巨大的軍事大國
[00:06:12.600 --> 00:06:14.600]  他竟然說中國會成為一個軍事大國
[00:06:14.600 --> 00:06:18.600]  這個神學家真的是有一點水平
[00:06:18.600 --> 00:06:21.600]  我看到很多人解釋這個啟示錄
[00:06:21.600 --> 00:06:24.600]  不知所謂
[00:06:24.600 --> 00:06:28.600]  讀了不太清楚
[00:06:28.600 --> 00:06:31.600]  他解釋這個啟示錄
[00:06:31.600 --> 00:06:33.600]  解釋很多大義理書
[00:06:33.600 --> 00:06:37.600]  非常有亮光
[00:06:37.600 --> 00:06:40.600]  當然裡面有些錯的地方
[00:06:40.600 --> 00:06:45.600]  他裡面寫到歐盟十國將來就是十個指頭
[00:06:45.600 --> 00:06:48.600]  他當時說歐盟十國就是十個指頭
[00:06:48.600 --> 00:06:50.600]  這個我不同意了
[00:06:50.600 --> 00:06:52.600]  現在證明也不是了
[00:06:52.600 --> 00:06:54.600]  現在證明也不止
[00:06:54.600 --> 00:06:57.600]  所以剛才所講的
[00:06:57.600 --> 00:07:03.600]  這個是一位講師所介紹的
[00:07:03.600 --> 00:07:05.600]  一位講師所介紹
[00:07:05.600 --> 00:07:08.600]  在聖經裡面看美國
[00:07:08.600 --> 00:07:10.600]  在聖經裡面看美國
[00:07:10.600 --> 00:07:11.600]  中國
[00:07:11.600 --> 00:07:12.600]  中國
[00:07:12.600 --> 00:07:13.600]  三國
[00:07:13.600 --> 00:07:14.600]  俄羅斯
[00:07:14.600 --> 00:07:15.600]  俄羅斯三國
[00:07:15.600 --> 00:07:17.600]  三國的關係
[00:07:17.600 --> 00:07:18.600]  這三個國家的關係
[00:07:18.600 --> 00:07:20.600]  當然聖經裡面沒有說普丁在裡面
[00:07:20.600 --> 00:07:22.600]  當然聖經裡面沒有說普丁
[00:07:22.600 --> 00:07:24.600]  但是俄羅斯裡面有寫
[00:07:24.600 --> 00:07:25.600]  俄羅斯有說
[00:07:25.600 --> 00:07:27.600]  但是有說俄羅斯
[00:07:27.600 --> 00:07:30.600]  中國沒有寫
[00:07:30.600 --> 00:07:31.600]  中國沒有寫
[00:07:31.600 --> 00:07:34.600]  但是我們可以用他裡面所說的
[00:07:34.600 --> 00:07:35.600]  我們可以用他裡面所講的
[00:07:35.600 --> 00:07:37.600]  可以將他跟中國連在一起
[00:07:37.600 --> 00:07:39.600]  可以跟中國連在一起
[00:07:39.600 --> 00:07:41.600]  俄羅斯出了一個人很厲害
[00:07:41.600 --> 00:07:43.600]  俄羅斯出了一個人很厲害
[00:07:43.600 --> 00:07:44.600]  這個厲害
[00:07:44.600 --> 00:07:45.600]  這個很厲害
[00:07:45.600 --> 00:07:46.600]  六十多歲
[00:07:46.600 --> 00:07:47.600]  六十幾歲
[00:07:47.600 --> 00:07:48.600]  他還可以划冰
[00:07:48.600 --> 00:07:49.600]  還可以划冰
[00:07:49.600 --> 00:07:50.600]  可以溜冰
[00:07:50.600 --> 00:07:51.600]  游泳
[00:07:51.600 --> 00:07:52.600]  可以游水
[00:07:52.600 --> 00:07:53.600]  打冰棍球
[00:07:53.600 --> 00:07:54.600]  可以打冰棍球
[00:07:54.600 --> 00:07:55.600]  這個厲害
[00:07:55.600 --> 00:07:56.600]  很非常厲害
[00:07:56.600 --> 00:07:57.600]  因為以前俄羅斯
[00:07:57.600 --> 00:07:59.600]  自從蘇聯解體以後
[00:07:59.600 --> 00:08:01.600]  因為俄羅斯自從蘇聯解體之後
[00:08:01.600 --> 00:08:03.600]  就很不像樣了
[00:08:03.600 --> 00:08:04.600]  好像很不行
[00:08:04.600 --> 00:08:06.600]  然後出了一個普丁以後
[00:08:06.600 --> 00:08:07.600]  出了一個普丁之後
[00:08:07.600 --> 00:08:08.600]  厲害了
[00:08:08.600 --> 00:08:09.600]  就很厲害了
[00:08:09.600 --> 00:08:11.600]  現在他的經濟還不是太強
